sl_100_5400_20260430 Coordinates.csv
2026/04/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:04 2024,
Start: 2026/04/30 07:47:00.00, Stop: 2026/04/30 09:17:00.00,
TIME_UNITS,STARLINK-4364 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-1423 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-1572 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-30904 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-1423 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-1572 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-1423 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-1572 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,705.7442,-4678.7412,-5068.8423,3274.6157,2325.0388,329.3732,-5152.2099,876.8217,3797.8480,-1131.1037,3248.3504,-5646.7428,-2509.8135,1966.9454,5656.8262,5942.0822,-1996.7125,-6085.7505,-3583.9968,4962.0993,6527.2067,2470.2862,3049.1482,214.7742,1682.0324,3994.1233,-2798.4700,-437.7398,-568.4695,-4216.8245,-3004.0659,3658.3350,446.2656,767.9688,-5935.6830,6750.4485,5824.5035,-23.5772,-3903.9918,-4343.1613,-6105.7041,-3620.4152,-5933.2263,-3966.2140,6180.5651,-3303.1127,5074.5917,385.4681,-6544.0072,5993.5034,0.0000,-2727.8287,-534.3157,4184.0283,3394.3048,-2062.4718,3459.2288,-1447.5851,-5282.0455,5642.5774,-5539.4343,4699.0289,6183.3607,-2141.4144,-3817.4907,3398.9606,-1046.5486,1091.3023,5065.1973,6890.0288,1069.4287,-5462.1435,-1309.3891,6172.0777,-3046.4919,573.8135,2201.0160,4306.1686,1243.4695,5623.2289,5531.6399,-5161.1901,-5918.9378,-5799.4543,-588.9981,-437.4570,1552.7371,193.5022,-6453.9030,2101.4817,-1315.8474,99.4312,-6058.0827,5632.3401,-3284.5467,-4056.4130,3862.6560,177.8401,1255.5877,-3598.4616,261665.3486,281524.0823,263689.6411,265527.2727,264759.1007,265162.0505,273615.0385,269837.8545,-256561365.3855,-256548003.8644,-256563627.4042,-256551312.1112,269735.2772,-256556621.7255,669.1893,4387.9403,2500.8957,-6072.0011,-4268.5458,4145.6254,1960.2924,4406.3478,-1116.8584,5086.0855,2776.8885,693.6464,4863.7637,-3637.1314,-2310.7630,797.2044,-4965.0544,2156.1388,5900.0141,-1971.6426,-1708.8971,-5205.2002,-6102.5355,4136.7790,-5649.0285,3111.9720,-5319.1039,5483.6242,6178.6068,2145.0526,-3525.9746,5676.7801,-5958.6525,-6037.7265,-2459.6694,-612.9963,-449.7899,4447.6536,1376.7667,578.0605,-2039.8257,2325.3561,-2511.7716,1390.1595,-1802.0198,3874.0842,-30.1817,4526.3480,1230.2031,2890.8478,0.0000,-4999.0871,5618.8524,-1379.9419,-3859.9769,-6514.3012,-4859.0512,-4918.5761,-2828.3998,1217.4383,-1564.8243,2584.6251,-2444.3219,6230.1203,-5625.8559,-3210.8592,-2734.3190,6113.6740,-1214.8627,629.0166,-427.8807,-2683.0105,5716.2981,68.8789,4111.0954,6487.8592,-5059.9575,-224.0367,-6665.6103,-3846.0891,1166.3085,3602.6364,1611.8970,-1636.2232,-4073.7763,-6576.2410,6554.1009,5757.0966,1217.9962,-5198.1693,5705.3390,5258.6820,2601.8243,3553.6876,-5678.2195,-2207.3373,-1426.6869,-4897.8531,5307.3587,-4493.5511,-271262.3854,-292569.6759,-278988.9904,-275780.5522,-284315.8003,-281358.8245,-281167.5982,-279151.6120,214766765.6137,214751336.3768,214777384.3262,214777939.6316,-279648.7473,214785162.6301,6860.2644,-2643.9077,-3820.3116,-854.6783,4904.4344,5522.6148,-4201.6499,-5257.4294,5692.9239,-4587.0305,-5436.5751,-3765.6161,-4263.8283,5527.0863,-3276.5863,3481.7899,-4080.0070,-2318.4768,617.8656,-4421.3547,1487.6942,3875.1842,788.8376,-5196.6057,3612.7102,-4728.3096,3408.3186,-4198.0784,-3103.2475,5023.1727,-5197.0800,-1474.7961,3410.0647,3085.8894,2607.8798,-1486.1531,3712.0327,-4995.9331,5493.6085,5325.5873,-2331.8452,5399.4080,2488.8939,5458.6884,2514.7513,-4715.4987,-4728.2656,5133.5960,1850.4596,-1509.1668,0.0000,-3847.9231,-4067.4081,5354.3854,4657.4223,1018.7060,3337.8349,4662.3565,3499.5977,3813.2684,3808.2130,-4358.3897,-1966.8598,-2217.1304,955.0120,-5097.5291,6291.8241,3023.3684,-4566.8598,472.1883,6828.4713,3259.5652,-3680.2184,-3209.7974,-4711.6374,-2153.8488,4148.8362,5341.3208,-1450.6908,1233.6411,3648.2470,-2571.5546,-3219.9332,-3199.8577,-5593.6276,2006.0828,-1711.7120,-3764.2794,-1855.8511,3805.8313,-3654.5687,4513.4174,-1904.3269,1842.0094,2167.1713,5134.7113,5463.8603,4860.8279,-4254.0852,-3850.6657,-87836.5189,-87378.6566,-89461.0705,-83619.0258,-83822.9465,-94397.2892,-95808.8689,-90299.0937,31732589.8970,31712780.4926,31757104.5631,31733679.4833,-88598.4687,31740101.7575,
300.000,-1330.5090,-2952.2820,-4532.3645,2431.7924,219.1212,2456.2576,-4729.1827,2663.6964,2031.7214,1015.3400,4781.4685,-5739.2424,-903.4320,-9.8379,4188.8434,5306.6876,-3692.2369,-4792.0857,-2204.0060,3579.5486,6261.2852,2133.9821,1903.0126,2293.6145,467.7486,5547.9146,-4274.0209,1057.0256,-884.5092,-3899.9149,-4784.9148,4707.6702,-1392.6050,-1062.1594,-6751.3072,6602.7128,6012.4280,1951.5552,-2950.2717,-3330.4104,-6760.7899,-2762.6061,-6715.8542,-3379.3586,6116.0530,-1468.7638,4816.1854,2251.4104,-6454.0292,6070.9141,0.0000,-4503.1703,173.6016,2511.6048,1831.9670,-3041.7374,1649.2496,-3460.3783,-5743.5777,6347.1181,-6501.5420,4480.4010,5694.6048,-1629.9190,-4497.8983,2520.4193,-2240.4718,2491.5150,4691.0839,6587.8091,2883.8390,-6501.7605,-23.9299,6818.9477,-1316.0241,2103.4079,1037.2010,4535.1407,-383.8186,4389.2089,6391.2302,-4673.0176,-6006.9431,-6550.0719,-187.9428,-1655.8556,1997.1002,1662.6654,-5416.3489,237.1617,374.7644,2138.5390,-5700.4217,6415.2534,-4716.5096,-5431.0968,3015.9552,-1566.5594,2551.6512,-4515.0866,267361.5317,287649.4432,269541.0693,271430.1488,270602.7548,270986.2478,279401.7991,275180.9028,-261188116.4595,-261174168.5217,-261190300.9434,-261177875.0001,275585.3382,-261183432.9539,1668.6787,5023.6135,4305.6459,-5839.2034,-4211.4224,3755.9240,3862.3937,3194.2527,-9.1993,4989.4055,1366.8315,2561.1154,5992.7484,-4507.3622,-3590.3450,-1082.6716,-4956.7871,3086.0630,6506.8636,-3595.8636,-2909.7733,-6306.8433,-6519.7678,3357.4207,-6584.9446,2150.9268,-5120.6805,6236.5363,4818.4264,4048.6821,-2695.5397,5048.1273,-5206.9815,-5377.7539,-1045.3364,-2130.2129,-2273.3885,3507.6282,3326.5481,2502.4424,-902.6405,4212.6472,-1436.9032,3425.3166,-3128.1774,4994.1876,-2156.1773,3437.8460,2477.0314,1199.7463,0.0000,-4394.1308,6592.1512,-277.6558,-5253.0915,-5568.8829,-4797.8724,-4325.5468,-3634.6489,-500.7184,-309.7516,599.4920,-3925.1022,6753.2441,-4443.9731,-4948.4307,-884.6067,6299.8955,-3241.2088,-901.1304,831.0293,-1652.4886,6580.1713,-634.3495,5315.8219,5578.9146,-6253.6564,-2277.9625,-6322.0720,-4489.6184,-165.6515,4865.3885,3058.5596,-55.5631,-5667.6890,-5652.8275,5572.1546,4574.7369,2320.4029,-4702.8733,4944.1954,5373.5815,3815.9628,2572.9036,-5002.4637,-800.6238,-3414.9832,-5585.3923,3818.4860,-2663.0173,-265829.4759,-286621.2464,-273080.9437,-269995.1310,-278557.4759,-275625.3492,-275337.3499,-273333.4262,209113645.4711,209098526.0448,209123608.1195,209125403.7402,-273858.8708,209131972.7419,6592.6203,-3766.7623,-2730.3641,-2888.9222,5466.7481,5259.6331,-3278.9414,-5524.9674,6627.9212,-4718.3255,-4804.2506,-2653.3274,-3376.3898,5228.8666,-4200.3341,4326.4904,-2659.5498,-3819.8928,-927.2165,-4723.8747,-315.2842,1982.4123,-1029.7835,-5256.5068,2060.9660,-3546.2041,1812.9864,-2803.1768,-4912.9360,4005.1443,-4277.0172,332.9474,4273.4254,4061.2362,1197.0207,40.5036,2571.3079,-5351.0056,5249.2564,5495.7808,-574.4196,4723.4556,757.7885,4932.0337,782.8821,-4588.4231,-4501.2618,5486.0412,61.3632,-2877.4463,0.0000,-2763.4690,-2211.1851,6454.9959,4144.2130,2725.8711,4576.7927,4165.7137,1408.6483,2710.6567,2303.1825,-5227.4197,-474.9237,-126.2693,2669.0575,-4122.6933,6507.6426,1359.2355,-3933.4071,1964.0565,6241.8849,1640.1231,-2148.0300,-1213.3689,-4288.1636,-3394.8837,2740.3760,4624.5684,-2824.3457,2912.3534,2103.0558,-835.6849,-1593.7929,-1906.0093,-4008.2337,3568.7170,-3645.3558,-4864.7531,-3446.3178,4870.6290,-4802.0601,3821.2093,-116.2887,56.5160,694.3237,4192.9495,5105.0980,3745.3626,-5172.3844,-4526.9989,-88001.3032,-87516.7608,-89492.8163,-83882.8749,-83823.4083,-94324.2998,-96084.2485,-90362.7631,31738398.7542,31718678.9291,31763042.2822,31739496.7585,-88724.2327,31746116.0394,
600.000,-3263.8209,-931.0382,-3559.6311,1310.1456,-1920.6583,4344.6370,-3878.2145,4225.1765,4.0350,3068.2554,5867.1585,-5267.3497,761.6048,-1956.1806,2325.7656,4188.5802,-4970.2522,-3008.4279,-602.3288,1881.5029,5369.4069,1606.2018,552.6623,4138.4313,-769.9372,6556.8060,-5310.5033,2419.0043,-1036.0830,-3237.8302,-6105.0613,5289.9595,-3123.7791,-2814.2902,-6913.6280,5816.0040,5633.2253,3745.0956,-1755.0761,-2038.6749,-6720.3792,-1682.0188,-6826.8713,-2509.2871,5446.7144,481.6691,4136.0013,3924.8451,-5720.7863,5549.3384,0.0000,-5822.6140,835.1496,526.2922,125.9323,-3747.6827,-355.9006,-5139.8557,-5569.5540,6446.9800,-6819.0256,3871.0838,4656.3940,-954.0473,-4747.6175,1437.9131,-3280.0040,3629.5375,3899.4336,5650.6909,4337.4630,-6890.2439,1240.3961,6776.4772,510.5197,3454.3570,-199.4378,4353.4669,-1998.5627,2705.5380,6565.8674,-3701.6151,-5510.8043,-6638.7641,289.1792,-2747.6221,2286.5914,3012.8831,-3820.1555,-1685.6311,2068.4677,3956.1065,-4761.7338,6558.1252,-5682.0516,-6285.5589,1916.5883,-3124.0757,3648.3695,-5036.9879,272947.6010,293648.2300,275271.6822,277211.3655,276324.7818,276691.3224,285061.5696,280431.7579,-265690329.1153,-265675804.4220,-265692407.3517,-265679939.5268,281311.1164,-265685702.5428,2404.6042,5209.1797,5663.1918,-5034.4793,-3795.5331,3052.8270,5381.6699,1714.5123,1016.4354,4457.4607,-131.9680,4151.2173,6558.0449,-4979.6749,-4561.9909,-2886.0045,-4437.6742,3745.4423,6486.6565,-4906.0591,-3823.6092,-6760.9104,-6278.8730,2261.2877,-6869.2383,1016.9803,-4427.8040,6385.1751,2938.2089,5538.2952,-1650.3635,3912.9955,-3967.8367,-4197.3354,458.6440,-3441.7394,-3858.5258,2236.7162,4962.5962,4207.9438,320.8180,5690.3459,-227.1817,5122.4929,-4134.9486,5668.7841,-4074.2379,2050.0894,3476.1507,-634.7449,0.0000,-3377.4805,6901.3187,773.9899,-6161.2574,-4061.6757,-4288.7418,-3353.8762,-4062.0789,-2147.7566,950.6571,-1467.9292,-5021.6747,6588.7037,-2795.7306,-6199.9319,1009.5339,5864.9090,-4948.0863,-2362.5967,2073.2343,-475.4382,6796.9583,-1257.5026,6039.7067,4121.7220,-6827.5815,-4082.1731,-5378.2267,-4717.5576,-1455.7384,5611.1504,4187.9811,1512.8916,-6643.7101,-4167.7043,4019.2921,2958.1652,3222.3827,-3756.5180,3725.9026,5002.1221,4639.6395,1336.1985,-3841.8313,643.1857,-5069.4995,-5744.9897,1974.4595,-580.6263,-260279.1228,-280543.5521,-267051.5263,-264087.2591,-272675.8057,-269769.5151,-269387.2021,-267455.8125,203360889.2523,203346091.0497,203370200.3135,203373256.2421,-267946.6501,203379144.6994,5621.9732,-4487.8488,-1333.8519,-4616.8945,5438.6830,4430.8318,-2005.1927,-5198.7150,6857.0727,-4347.6100,-3654.8868,-1243.1326,-2128.5597,4365.5470,-4675.4248,4708.7293,-928.0452,-4900.1978,-2372.9820,-4521.7953,-2084.2122,-121.3352,-2735.0919,-4681.9479,286.9407,-1983.9336,21.7713,-1106.5387,-6199.3002,2553.3831,-2905.3975,2104.6562,4669.3941,4581.2488,-341.8859,1562.8145,1154.2325,-5071.2504,4431.7076,5070.4202,1246.8820,3537.1753,-1055.3275,3869.1467,-1033.5453,-3972.5573,-3794.0136,5233.2174,-1734.3912,-3923.0936,0.0000,-1375.4445,-120.5927,6867.8609,3188.9380,4137.9693,5305.3273,3223.5196,-832.6086,1316.3427,548.5691,-5533.2705,1067.8720,1977.9774,4088.7730,-2704.1511,6032.2766,-451.9378,-2878.4400,3245.6655,4988.2773,-156.9956,-384.8515,911.7160,-3410.8744,-4261.4152,1035.2659,3399.5063,-3896.0604,4277.9012,311.9500,995.0641,203.4314,-398.0716,-1996.5925,4742.1593,-5192.4137,-5434.2791,-4650.8687,5378.7319,-5430.0677,2720.3026,1684.5666,-1735.1159,-853.6345,2798.2899,4179.8581,2224.6379,-5534.8745,-4718.3474,-88166.2461,-87654.9125,-89523.0486,-84151.8223,-83827.4409,-94245.3052,-96354.1401,-90296.4667,31744210.9760,31724578.4622,31768971.8321,31745333.8397,-88849.9466,31752130.1963,
