sl_5_86400_20260506 Coordinates.csv
2026/05/06 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:26 2024,
Start: 2026/05/06 07:47:00.00, Stop: 2026/05/07 07:47:00.00,
TIME_UNITS,STARLINK-5244 - X-Coordinate,STARLINK-4295 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-4295 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-4295 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4565.3090,6386.0511,5755.9401,5779.0752,-4379.7322,-156941.6306,-145681.5753,-164009.3487,-162514.3999,-162391.1633,-162297.7666,-153914.7865,-157362.9004,-260506776.7063,-260502554.8398,-260521282.7218,-260512749.0734,-157925.9238,-260518823.8560,1957.3290,-1864.3719,-3749.7226,-1302.0968,-1199.8134,-307899.9587,-329823.8675,-322025.5371,-318675.3042,-327246.6965,-324280.1012,-323198.8439,-321610.3304,205537607.9450,205514577.2206,205565328.2745,205548531.6620,-322090.5726,205553710.6604,4798.5701,-1873.0231,520.7691,3327.3568,-4934.6680,-184143.4449,-186299.2006,-188698.6930,-182890.1025,-183062.9747,-193634.1112,-195072.9871,-189472.7571,41939100.0461,41914477.0199,41944738.8950,41928654.8871,-187852.0585,41935501.5310,
3600.000,-3764.4558,-5547.1790,-4231.3585,-5249.5127,6305.5784,-76319.6193,-57666.6001,-78316.9131,-76074.4905,-76721.9109,-76565.4026,-69260.1884,-72361.7104,-304837673.8586,-304826279.9296,-304856703.8443,-304847188.8035,-72353.9072,-304850808.6760,2364.2335,3252.2770,662.9814,4288.3432,-2099.2049,-336649.9268,-357132.2385,-350022.8380,-348031.3031,-356913.7781,-354207.6972,-352370.1427,-351990.3396,131037528.5891,131020704.5529,131058871.7415,131056757.7691,-351457.4944,131053168.0941,-5301.0888,-2538.7344,-5398.8036,524.2408,863.1773,-183658.2560,-186080.7501,-187194.2406,-184596.4693,-181476.9558,-190513.0414,-196196.8886,-185796.6096,42005358.3277,41981955.8496,42018565.9296,41998306.3679,-187530.9901,42004845.4669,
7200.000,2877.4154,2033.7944,-1125.3862,1885.8081,-3967.8779,8911.8199,34461.7839,12550.1038,16078.9029,13770.1312,15075.5442,20030.3036,17574.1236,-328357938.1910,-328341487.0072,-328377271.5859,-328376235.7656,17872.4181,-328371844.9126,-5785.7256,-3905.9996,977.8352,-5182.1081,3635.6957,-344936.7027,-361248.8334,-355779.4013,-355402.8188,-364075.9861,-360611.4078,-359697.7047,-358085.4280,47602834.8761,47593444.7092,47616149.6255,47623412.4614,-358491.8681,47617572.3246,2452.3022,5314.1810,6718.8307,-3982.1061,3986.8387,-183220.8717,-185871.0894,-185765.2758,-187174.7495,-180364.7651,-186528.5380,-196605.5242,-188893.2298,42071562.2201,42049538.5067,42090547.5329,42073550.6460,-187195.1612,42074168.2276,
10800.000,-1466.6854,2335.6872,5799.8906,2821.5294,-1354.0407,93697.2504,124718.0062,102778.0333,109131.4640,103213.0920,107694.5170,108512.9537,107698.6843,-329465016.8541,-329445746.4213,-329480453.6370,-329485446.7888,107020.7181,-329479204.2013,6477.9696,4446.8061,659.6683,4435.2038,-4054.1560,-332172.4579,-341919.5432,-338838.8225,-342618.4678,-348286.5574,-340950.6922,-344660.6295,-342756.1967,-39071252.9204,-39072604.1316,-39064912.3622,-39058910.5105,-342731.1088,-39057643.0179,1909.1337,-4750.7882,-3662.6007,4302.5812,-5167.5392,-182822.8926,-185664.3584,-184704.7755,-188542.4615,-179711.0586,-184914.0957,-196347.1431,-185152.5280,42137913.6860,42117241.1483,42160772.1400,42149690.1710,-186844.5911,42143469.7910,
14400.000,-1152.2823,-5235.7207,-5844.3046,-6145.6536,5528.5248,172942.9738,207254.6522,186541.7133,193351.3350,185854.2426,191420.9610,190703.7926,188692.3621,-308086123.0274,-308066246.7332,-308094751.3504,-308100015.9541,189422.7435,-308100052.7874,-4532.0083,-4357.9299,-3165.1949,-2621.8209,3455.2635,-299000.7308,-300398.9455,-300236.5459,-308134.5669,-310549.8044,-300978.6750,-308050.8373,-305508.3676,-123069171.1977,-123062477.6645,-123066778.2202,-123063486.6908,-305160.6996,-123056642.0756,-5099.1306,1155.4549,-1818.7605,-1266.4294,1548.3704,-182458.2627,-185456.3965,-184203.0194,-185827.9128,-179524.9376,-188273.6855,-195431.7197,-188046.6954,42204603.7580,42185081.8113,42229533.9239,42221506.7187,-186479.2998,42212750.1350,
18000.000,4429.4341,5561.8614,1800.4130,6202.6860,-5637.1098,241817.8559,276737.0602,258424.3107,264522.7411,256405.4426,261461.9515,261402.4254,260506.9078,-265683007.0754,-265664582.3378,-265683798.8399,-265688331.3357,259834.3857,-265696234.9803,1560.9192,2620.6551,2672.8596,-226.0843,-976.2546,-247284.8286,-239366.4417,-242452.7569,-252292.5568,-253241.2318,-243606.4736,-251961.4862,-247280.4128,-198658715.8038,-198644530.8715,-198656315.7829,-198653276.8382,-248152.8456,-198646960.8921,5064.1376,3142.8878,6082.1461,-2780.6880,3483.9436,-182122.4995,-185244.0862,-184296.6009,-183101.2117,-179843.5928,-191078.0638,-193833.5711,-184640.0621,42271800.1657,42253080.8819,42297159.2882,42289748.7599,-186099.3087,42282009.2378,
21600.000,-6607.1516,-4108.4713,2071.5813,-3380.4957,2570.5517,296045.7704,328683.8750,313809.6924,318944.3325,310373.4464,314860.1271,315977.8341,313411.5765,-205152024.3595,-205136828.5190,-205145884.3944,-205151668.9651,313769.1522,-205164316.3446,808.2613,964.5049,1560.4453,3643.0129,-3185.9598,-180022.7375,-162750.0863,-169233.3146,-179760.2300,-179920.1922,-171301.3641,-179679.4610,-176511.4976,-260682183.7065,-260661564.5385,-260675901.9737,-260671786.2559,-175317.0384,-260670717.1677,-1874.6747,-5477.3916,-6384.4920,4630.2014,-5311.7884,-181812.2325,-185024.9769,-184858.6259,-180915.1268,-180743.3812,-192925.9977,-191486.0689,-186946.9495,42339636.4716,42321261.6819,42363938.3755,42355856.5916,-185704.6398,42351247.0771,
25200.000,6015.0878,2283.7105,-2370.5731,-308.0687,808.4011,332172.3602,359751.5950,349194.4756,353258.7621,344373.6382,348683.3340,350552.3692,347697.8121,-130626328.0321,-130615735.9289,-130615753.0366,-130625548.7314,347783.8759,-130637721.4032,-2302.9279,-4874.1841,-5969.3313,-6160.4149,6274.2505,-101191.9227,-75470.3550,-85303.2143,-95616.6250,-95007.0521,-88174.5045,-95471.3281,-89785.3908,-304908273.3710,-304882703.2290,-304895131.7872,-304891050.6074,-91271.9194,-304896557.6172,-2522.7347,4323.7786,2487.4449,-2866.6348,2206.7130,-181524.9131,-184797.0529,-185632.7260,-179241.0580,-182361.6624,-193961.4507,-188276.5364,-184231.7703,42408203.4200,42389651.2098,42430111.4717,42420896.4910,-185295.3163,42420463.6311,
28800.000,-2683.6336,-750.7738,-9.1897,3168.3807,-2882.2406,347789.6024,367944.9521,362389.4869,365300.0729,356617.4084,360895.2821,361829.5796,360302.8110,-47193688.2424,-47188555.1492,-47182170.4232,-47197691.3442,359698.4747,-47204481.7238,3511.5174,6853.5536,6191.0050,5903.4010,-5295.1996,-15531.3627,16879.0547,3980.2242,-5431.3310,-3158.9053,810.1113,-4139.9477,-2820.3947,-328320741.0216,-328292016.8192,-328299205.3519,-328298765.5046,-1352.8297,-328308327.7923,5306.2071,-458.7893,3017.1527,-1161.7062,2921.1058,-181258.6256,-184558.5789,-186301.7706,-178040.9397,-184851.8852,-194281.7867,-184203.8125,-185633.5208,42477543.0586,42458281.0900,42495874.9181,42485837.6641,-184871.3623,42489658.8775,
