sl_100_5400_20260312 Coordinates.csv
2026/03/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:27 2024,
Start: 2026/03/12 07:47:00.00, Stop: 2026/03/12 09:17:00.00,
TIME_UNITS,STARLINK-31269 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-1594 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-1563 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-2278 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-3269 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-1594 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-1563 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-2278 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-3269 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-1594 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-1563 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-2278 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-3269 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5843.2781,-445.8389,-27.4992,4147.4262,2875.7108,5049.5905,-2798.9970,-1423.5657,-245.1694,3485.1187,-5271.1784,2487.2282,-5959.4745,1184.7745,-6674.1870,2622.8522,-3898.0048,3921.1344,-4513.4740,-2065.2765,-5414.5329,1062.9475,-1961.9833,-5648.7459,3210.9341,-6555.0431,-61.8405,-6948.0262,-6811.7034,4300.2720,-3958.4575,-4192.9953,-408.4124,-1864.3675,-4359.6990,-3741.4602,5290.9852,-5082.6161,-6813.5929,3503.8670,3604.5248,-4830.1098,3999.9169,-1221.6190,3503.4890,-2150.6964,4298.2233,822.0403,-2474.1588,-2313.0196,6514.0467,-5296.7070,-5895.0311,3444.1785,-6375.4752,5903.6090,5628.6613,4501.0618,-4176.8255,3109.2074,3870.4233,-3093.5571,-5529.8917,4384.0739,5268.7624,6842.1093,1335.5100,-2902.3618,-1429.7710,5082.0460,-6678.4354,526.9079,-4535.5389,-2016.1571,3445.8699,3835.6864,-3448.6133,3928.3680,-6734.8094,6210.8806,4461.4416,6340.5030,863.6408,-2500.8351,3483.4575,4576.5644,4191.2845,6501.4872,1277.8316,-4138.3127,-4328.1262,-3342.3842,4439.3116,-6761.8821,-3005.5368,-2949.8935,2280.3240,5183.2475,240.5948,2535.4997,-343717.0280,-342232.1890,-346624.4590,-342783.4756,-349610.8711,-347093.1629,-341349.2971,-342008.6180,-206135480.8659,-206141242.5901,-206151487.2494,-206125185.2728,-342821.7182,-206129792.3966,-1016.0949,-6667.9509,4375.0722,414.0450,3518.0705,2945.8575,-4150.8655,4872.4049,6612.7720,6004.2607,-4391.1410,4022.4517,-3314.1740,5307.6763,-106.2079,-4605.1674,-1396.4533,1587.7765,3314.3473,5647.6830,2483.8188,4921.8949,6565.0351,-354.1287,6017.2551,2154.1257,-6334.5333,38.8058,-182.3197,-77.7220,-5569.8565,-3260.3782,-6531.2914,-4962.6623,5234.7387,1711.3454,1931.6264,-1881.6313,1080.6436,5619.2501,2947.9970,4174.1914,-2672.2543,-5274.7478,2603.3663,-5091.0570,-4124.6727,6761.4748,4991.6236,4823.2788,-442.9782,-1021.4539,-3249.5413,-2531.5592,2163.6746,127.8185,-3663.1544,3853.9153,2884.2116,-6169.2064,-3226.7172,-6091.9983,3151.7424,2587.4991,-4047.6327,904.6301,4036.0730,-5083.7095,-6257.0310,55.5466,1694.2699,-5582.1645,-825.2610,6623.1351,3879.4812,5598.6240,4778.1381,2541.5880,1305.8242,1756.4926,5153.0971,1191.6452,-6364.4657,4025.6190,3708.4033,135.8205,-3105.8901,187.1767,1876.5859,-4599.5468,-5074.8369,4953.0634,-2658.0717,-402.0557,-4525.9288,3365.6968,6449.3311,826.7192,6553.0539,4931.6567,-91582.4414,-104911.1995,-84954.7443,-83990.6705,-89134.5945,-87387.2958,-93615.5908,-91272.2885,273956968.0568,273928118.8004,273926081.5747,273937574.2623,-89677.8770,273940209.4985,3557.9707,-1356.9807,5363.4827,-5537.3049,5212.6991,-3505.6847,4665.4699,-4730.6627,1651.8729,54.9369,993.7439,4893.3389,-1253.7054,-4289.7447,-1453.0618,-4476.3754,5529.3566,5385.2763,3887.1011,3403.3198,-3413.5484,4640.3873,1024.7563,3945.4911,-302.5888,-417.2592,-2787.1887,-256.0179,-13.0999,-5404.6815,725.2316,4404.7599,-2030.8273,4458.3751,194.0529,-5305.1243,-3924.8068,4351.2324,-350.2587,-2052.5696,-5009.5734,-2353.3563,-5023.0511,4318.6313,-5297.8800,-4189.0371,-3497.5385,-216.5978,-4072.1643,4371.0826,2371.5606,4342.7692,-1579.5751,-5444.2104,-1133.4243,-3433.2766,1111.0807,3574.4759,-4730.4400,498.4183,-4584.6741,1208.5456,-2857.0787,4674.9686,-1801.0875,-338.4373,-5462.0593,3662.3093,-2643.4179,-4547.7665,283.0749,-4081.4592,5169.9125,285.9880,4589.3354,-1332.8362,-3626.9194,5086.3382,-540.1078,2312.4524,1184.4333,2489.5013,2605.5300,4935.9842,4737.4693,5088.9516,-4543.0290,2395.7354,-6568.5840,3120.9807,-1331.0982,3330.2308,-4621.2394,-975.3637,4312.4964,-5276.4154,1120.6225,-4415.7142,-1540.4893,-4024.2924,-190971.7550,-189129.3912,-191618.7803,-185525.8676,-185942.3900,-196554.6279,-197764.2230,-190260.4546,-58616971.9027,-58638327.6461,-58607974.5359,-58613763.6386,-190638.8528,-58606765.4041,
300.000,6130.0095,-1974.0210,1989.2036,4059.6401,3841.7936,6222.6099,-4442.9526,678.5753,1046.0450,4598.0756,-6146.1259,3524.4208,-6642.3135,2513.6795,-6045.7130,530.5671,-4518.5797,4146.3087,-2697.1859,-921.5233,-3866.5967,3126.7566,-488.5791,-4603.3049,4078.8540,-5955.7814,-1381.2852,-6666.5204,-6504.6356,3623.4309,-4640.3645,-5695.1429,-1986.3665,-3818.3979,-2949.6258,-2343.4230,4739.9805,-3963.5326,-6196.5390,4141.4542,4037.2442,-3899.2373,2071.4240,-2994.3571,5009.0253,-3638.0481,2500.1936,2279.9780,-1375.1301,-337.3140,6850.6056,-4962.0835,-6546.8693,1734.5382,-5798.6276,6255.2264,4293.9537,4607.3876,-2778.5903,1674.7709,1889.3124,-4410.8161,-5649.5616,5414.9071,4607.1557,6742.5949,3165.7373,-4435.1469,-2848.9783,4582.1782,-5974.3770,-1457.3976,-3102.0104,-470.4693,4638.3237,4473.6925,-2602.8317,4152.7437,-6301.0108,6800.0017,4969.9117,5665.7786,-577.4194,-371.3467,4910.1709,3684.9537,3732.5021,6722.4651,-638.8240,-4831.0565,-5464.5279,-2459.4012,2921.7776,-6739.6997,-4780.6236,-1753.2994,3521.2024,5681.2248,1478.7479,3398.7583,-341186.1723,-340013.6212,-344575.9976,-340787.1407,-347675.2399,-345190.8634,-339395.0976,-339867.9020,-212066600.8621,-212071937.0203,-212082226.0155,-212055927.5241,-340857.7007,-212060895.9582,-2510.4983,-6523.0657,4745.6603,-1748.5316,1591.3402,1563.7585,-2753.8312,5260.5043,5887.3639,4954.8587,-3162.4647,2154.4481,-1961.6764,3838.8437,1455.9854,-5046.9087,663.8418,-589.8832,4339.9844,6606.1317,3732.7926,4398.1299,6893.0828,1257.0858,5065.5126,3216.5394,-6692.5003,654.7712,1331.9540,-2145.9325,-4426.2316,-2377.6677,-6534.1257,-4427.4731,5896.5465,3424.5039,89.2744,-514.2132,2203.3265,4233.5395,848.4292,5501.8418,-2626.7186,-4107.3616,1215.4006,-3609.7410,-4405.7974,6280.6624,6222.8344,4495.1505,-1128.6821,1078.1437,-2207.6108,-3875.5536,3576.5940,-1631.6820,-4627.6701,2021.3863,4503.4852,-6640.7450,-3845.6231,-5348.2279,4007.3948,742.2458,-5112.7049,-314.9233,2861.2413,-4849.1657,-5087.8831,-2059.1757,2754.5810,-4950.8806,537.6958,6674.7158,2086.0493,4342.1741,6062.5186,415.8952,2450.3322,259.7045,3861.8735,-279.0969,-5595.2152,4133.6803,2124.2982,-1827.7919,-4816.1793,-1403.2771,686.0368,-2804.9929,-4040.8672,6150.3314,-4183.6219,816.7218,-3650.8968,4990.0682,5400.4892,-1146.1764,5748.6073,3186.6824,-99065.0202,-112200.2331,-92067.9834,-91228.6052,-96349.4265,-94601.1629,-100739.0551,-98412.3259,269392247.0666,269363344.2795,269360714.4280,269373472.8892,-96875.7082,269375404.6385,1995.6987,188.7520,4630.8701,-5338.3161,5524.3494,-2300.1153,4417.3191,-4472.9844,3276.1848,1576.0633,-550.1707,5407.2335,283.8340,-5188.9917,-2830.4270,-4729.6398,5183.1576,5418.4267,4509.7343,1811.5925,-4273.5873,4216.3364,-519.0971,4980.7577,-2081.6584,1392.7916,-1088.8513,1853.0152,1524.2844,-5474.9941,2463.0082,3090.5693,-537.7881,3717.2483,1718.3347,-5277.4467,-4965.5980,5682.6939,-2117.2464,-3606.2504,-5455.2894,-895.2849,-6098.8150,4703.5435,-4532.9137,-4671.9863,-4697.5694,1330.5092,-2645.0934,5232.8286,291.0832,4708.2265,223.6393,-5466.5452,419.1492,-2204.6887,2540.7278,4748.5196,-4487.1159,-1045.1462,-5296.8045,-329.4905,-822.7495,4232.1376,-9.1560,1469.6049,-5449.7457,2126.6104,-3766.4809,-4613.0544,2059.7983,-4632.9274,6167.2318,1793.1967,4703.3436,-2996.7287,-2082.7972,5507.6740,1273.2031,853.2691,2867.0574,3951.3791,4046.3648,5439.5147,4440.9777,5471.4176,-3274.0475,953.4911,-6886.4471,4098.4184,217.3882,1717.6997,-4699.6747,849.5664,3457.4577,-4460.1521,2542.0886,-3667.6689,-3187.1152,-5024.4143,-190822.0016,-189121.1106,-191510.5359,-185644.6016,-185797.0722,-196342.4743,-197900.4684,-190705.4902,-58610567.4613,-58632055.2046,-58602031.0352,-58607259.5537,-190622.2073,-58600509.2678,
600.000,5820.4113,-3302.3554,3786.9922,3632.1244,4484.9531,6763.1449,-5663.4282,2702.0882,2265.4216,5280.2990,-6428.1312,4253.0703,-6681.6054,3647.5255,-4811.8786,-1608.2153,-4743.3525,4009.7085,-615.9761,293.5517,-1943.7855,4878.0686,1037.1651,-3131.1608,4546.4613,-4756.8171,-2551.7575,-5707.4779,-5532.2379,2644.7465,-4875.5592,-6627.2348,-3359.5363,-5398.2221,-1225.1991,-739.8384,3753.1470,-2489.5687,-4958.7053,4409.5144,4118.3468,-2575.0888,-80.2614,-4507.5776,6029.5583,-4811.8064,437.9890,3517.5902,-168.2160,1697.5399,6490.8978,-4189.2710,-6546.6217,-108.2343,-4629.5152,5984.5143,2509.1275,4307.0436,-1148.1368,68.3933,-282.9867,-5304.2567,-5207.5858,5947.8275,3479.9207,5971.3527,4715.3862,-5511.5583,-4028.5837,3660.2249,-4665.1681,-3324.5607,-1398.9135,1137.1617,5420.0671,4697.9213,-1521.5818,4026.8794,-5226.4136,6707.9269,5011.7742,4449.1271,-2002.4154,1802.2405,5893.4856,2470.4437,2938.7341,6294.9346,-2433.0049,-5094.7056,-6039.5697,-1342.9647,1153.6087,-6023.4970,-6094.3952,-430.2306,4444.8246,5639.6532,2594.4954,3972.2884,-338480.6836,-337639.8178,-342374.8005,-338637.9864,-345585.8969,-343134.2990,-337293.4985,-337651.5744,-217896667.8797,-217901580.6083,-217911889.1617,-217885672.0344,-338742.6152,-217890942.7285,-3736.7970,-5711.1811,4694.1552,-3736.9096,-470.0838,44.2983,-1115.8417,5182.1062,4559.6488,3419.6429,-1622.8116,83.7793,-416.2117,2015.9474,2897.3602,-5046.9337,2634.5145,-2700.7814,4966.4588,6907.3236,4650.0994,3473.7292,6552.5288,2788.1030,3579.5476,3972.9200,-6389.0741,1228.7735,2724.9522,-4020.4956,-2819.1596,-1292.2601,-5881.2019,-3498.5783,5966.5051,4804.0310,-1796.5114,964.0714,3129.9573,2418.2371,-1333.4837,6259.4840,-2395.1955,-2574.8487,-250.0746,-1804.1232,-4299.2288,5155.0988,6833.7069,3773.0067,-1695.6738,3087.2368,-943.0517,-4884.7317,4629.1134,-3207.9984,-5140.5121,-31.1168,5712.2997,-6470.9811,-4126.2392,-4085.6733,4451.5139,-1148.2388,-5660.9931,-1519.6740,1455.7681,-4150.4148,-3437.4481,-3975.6816,3561.0970,-3879.2966,1912.1816,6083.8739,114.0444,2640.0855,6740.5098,-1752.1308,3361.1550,-1254.7547,2169.3713,-1761.3619,-4293.8378,3880.4542,369.4908,-3636.3933,-6038.7550,-2849.0206,-657.6778,-733.0876,-2589.0409,6711.3367,-5338.1943,1961.2780,-2456.5804,6136.8982,3824.3256,-2983.3660,4330.5429,1123.3128,-106393.2861,-119440.5936,-99141.4114,-98425.2940,-103522.6528,-101775.9928,-107819.0355,-105394.0570,264699134.9180,264670191.9952,264666969.0673,264681005.9682,-104030.6058,264682208.9781,218.4170,1713.2128,3401.4941,-4569.1894,5242.0487,-835.5638,3678.7556,-3738.5742,4532.2652,2928.9937,-2035.2003,5311.3748,1790.9368,-5532.9965,-3891.4934,-4478.6838,4277.9089,4852.0681,4625.5173,24.1189,-4663.7143,3324.9788,-2007.2959,5476.2296,-3627.6577,3052.2436,726.7327,3765.1030,2889.6729,-4954.7649,3929.8794,1441.3599,1014.9198,2577.8876,3048.8342,-4630.2665,-5460.6315,6411.8995,-3655.2727,-4774.5170,-5295.1408,664.2261,-6530.9869,4584.5016,-3269.1752,-4656.3777,-5390.6810,2727.5054,-930.9668,5529.8428,-1820.3925,4569.1088,2002.6667,-4902.9155,1924.6735,-729.3756,3682.9642,5412.2943,-3765.4913,-2476.5572,-5413.7799,-1832.3639,1298.0708,3333.1113,1783.7519,3118.5715,-4853.1944,360.7078,-4488.4029,-4161.0719,3612.2541,-4690.0764,6504.9629,3107.9434,4313.8404,-4337.8847,-314.3600,5335.7821,2946.9755,-700.3203,4240.7099,4987.3179,5054.0336,5339.5931,3674.1002,5247.7381,-1652.5146,-590.8767,-6476.7207,4637.0178,1741.1929,-86.0604,-4277.1296,2579.8334,2233.4803,-3164.5150,3691.1608,-2514.7260,-4462.5605,-5469.2283,-190664.0186,-189112.9038,-191400.4932,-185768.3773,-185655.2802,-196124.2973,-198031.1274,-191144.4489,-58604158.3722,-58625779.9524,-58596087.0987,-58600714.5334,-190605.4549,-58594253.0317,
