sl_5_5400_20260419 Coordinates.csv
2026/04/19 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:15 2024,
Start: 2026/04/19 07:47:00.00, Stop: 2026/04/19 09:17:00.00,
TIME_UNITS,STARLINK-6062 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-6098 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2521.4066,-4101.5063,-4124.6783,-4398.0234,-3213.3454,-16452.4188,-9018.0512,-24060.2828,-21646.6410,-23972.1333,-23026.6277,-14682.5174,-16489.0207,-247788808.8280,-247767561.3910,-247783898.4112,-247782160.1689,-18223.8146,-247776257.3322,-4407.7084,85.4699,128.9450,5276.8922,-4143.1941,328795.9095,315494.0589,332177.6093,335051.8881,326808.5862,329664.4945,328271.1646,329914.4989,230953045.4139,230897982.7090,230914538.4489,230929547.4358,330483.0360,230939202.2189,-4729.4000,5339.9875,-5471.6307,-759.0032,4527.6397,145689.5409,146896.1051,144800.5362,150701.6506,150445.3272,139863.7220,138499.8682,145692.3246,12120864.9496,12140255.8334,12125309.6088,12135649.1940,145691.1189,12129123.6709,
300.000,547.0326,-3553.1113,-4034.3264,-3376.3731,-4467.3610,-22863.4247,-15625.2893,-30947.5540,-28504.4585,-30893.0230,-29972.1376,-21645.6426,-23412.6630,-252770796.1306,-252748566.8623,-252765153.5682,-252763694.8437,-25132.5640,-252758164.0881,-5239.7174,2225.1733,2273.3093,5935.0822,-2399.1629,328611.3483,315111.8469,331805.1134,334549.2489,326289.5077,329124.9223,327834.1137,329616.4138,225487953.4737,225432899.9772,225449248.6887,225463931.2869,329994.0785,225474068.2326,-4516.6692,5269.5283,-5051.7683,1054.1725,4719.2659,145914.1099,146964.4868,144974.9862,150645.0641,150652.2119,140142.5644,138430.2825,145312.0544,12127404.1640,12146410.3156,12131345.8495,12141734.0474,145771.9311,12135467.1753,
600.000,-1459.0048,-2682.8370,-3589.9633,-2007.9101,-5327.3133,-29328.1404,-22221.0204,-37819.0544,-35347.1774,-37798.5459,-36900.0678,-28599.3748,-30456.9248,-257632269.4824,-257609054.8471,-257625888.1705,-257624686.2578,-32028.7710,-257619554.7898,-5604.5034,4138.7776,4179.8927,6007.8004,-446.3216,328334.8852,314592.5236,331286.7025,333901.9147,325626.5928,328440.0104,327250.8396,329197.6906,219915415.6654,219860396.2536,219876538.3702,219890901.7175,329360.7774,219901491.5825,-3822.7696,4586.0270,-4073.7917,2753.2683,4405.6499,146135.3716,147032.6618,145150.8417,150583.2160,150855.3640,140427.2437,138366.0319,144965.1796,12133946.9429,12152564.2097,12137382.9009,12147808.1769,145852.6315,12141810.5984,
900.000,-3305.7010,-1576.6090,-2825.0651,-414.1410,-5706.6411,-35841.0724,-28802.4181,-44671.7360,-42171.6146,-44685.8449,-43807.0815,-35540.5178,-37610.0588,-262370912.2115,-262346709.3700,-262363786.4862,-262362819.8138,-38909.4217,-262358112.9057,-5460.1864,5617.0920,5653.5267,5499.7264,1526.8533,327950.2343,313936.3840,330622.6668,333110.0717,324820.1935,327610.3790,326521.4576,328637.6340,214238088.9155,214183128.6224,214199064.6458,214213117.1606,328583.4449,214224129.2830,-2721.2954,3368.7125,-2645.0701,4154.4414,3620.2488,146351.5049,147100.6320,145327.9214,150515.9972,151054.8103,140717.8419,138307.0476,144683.6038,12140493.1961,12158717.5276,12143420.8282,12153872.1995,145933.2201,12148153.9401,
1200.000,-4819.3117,-339.5913,-1800.8817,1257.7244,-5561.5191,-42394.5895,-35366.6627,-51502.5623,-48974.5777,-51552.0627,-50689.8358,-42465.8823,-44850.1539,-266984466.2091,-266959273.0242,-266976591.3540,-266975839.5352,-45771.5099,-266971580.4703,-4810.6026,6496.8297,6543.8061,4472.3785,3332.4458,327445.5158,313143.7809,329813.3633,332173.9528,323870.7231,326636.7371,325646.1605,327915.6256,208458680.0882,208403804.0850,208419534.5713,208433285.8669,327662.4559,208444688.2800,-1329.3589,1759.0430,-923.1668,5106.2948,2447.0029,146561.7293,147168.3994,145506.0417,150443.2942,151250.5770,141014.4417,138253.2637,144495.3354,12147042.8318,12164870.2810,12149459.6965,12159926.7180,146013.6968,12154497.2004,
1500.000,-5859.8213,913.4839,-602.3630,2848.4998,-4896.1372,-48980.5374,-41910.9430,-58308.5098,-55752.8648,-58394.3440,-57544.9811,-49372.2881,-52145.9998,-271470733.0053,-271444548.0470,-271462105.2577,-271461549.1375,-52612.0383,-271457759.1611,-3706.3949,6679.2839,6761.0635,3036.3359,4801.0985,326812.3382,312215.1256,328859.2152,331093.8348,322778.6562,325519.8848,324625.2175,327013.0292,202579944.6950,202525178.2691,202540703.8152,202554164.6146,326598.2481,202565924.1608,204.6169,-55.5566,901.1997,5506.2182,1011.5110,146765.8630,147235.9660,145685.0166,150364.9893,151442.6892,141317.1249,138204.6174,144422.2360,12153595.7568,12171022.4816,12155499.5705,12165972.3223,146094.0615,12160840.3794,
1800.000,-6334.1623,2068.7063,668.2729,4202.1999,-3763.6144,-55590.9805,-48432.4568,-65086.5693,-62503.2637,-65209.8371,-64369.1598,-56256.5649,-59458.8461,-275827574.8173,-275800397.3665,-275818191.3735,-275817813.0712,-59428.0197,-275814511.3451,-2241.6911,6141.9847,6286.0418,1338.9178,5798.1237,326044.8522,311150.8869,327760.7113,329870.0357,321544.5284,324260.7156,323458.9737,325915.0587,196604685.5812,196550054.1151,196565375.3448,196578557.3957,325391.3217,196590639.8397,1716.6932,-1863.7238,2625.3847,5311.2106,-532.3933,146964.0405,147303.3336,145864.6582,150280.9608,151631.1710,141625.9721,138161.0487,144477.9493,12160151.8761,12177174.1409,12161540.5150,12172009.5910,146174.3142,12167183.4768,
2100.000,-6204.6912,3023.0845,1899.9083,5181.2938,-2262.1277,-62218.4781,-54928.4128,-71833.7473,-69222.5515,-71995.6961,-71159.0053,-63115.5539,-66745.0852,-280052915.5679,-280024745.6204,-280042774.5869,-280042557.5354,-66216.4784,-280039761.0981,-546.3730,4941.4996,5171.7758,-451.1211,6236.0387,325139.0053,309951.5914,326518.4062,328502.9111,320168.9355,322860.2191,322147.8489,324612.4122,190535751.5895,190481280.5391,190496398.0897,190509314.0802,324042.2391,190521684.2220,3045.1070,-3455.2540,4057.7274,4542.3229,-2019.2925,147156.5476,147370.5040,146044.7773,150191.0832,151816.0453,141941.0606,138122.5004,144666.2703,12166711.0935,12183325.2701,12167582.5947,12178039.0930,146254.4548,12173526.4929,
2400.000,-5491.9606,3693.2662,2982.0267,5680.7654,-526.4401,-68856.1441,-61396.0311,-78547.0679,-75907.4933,-78749.0822,-77911.1401,-69946.1091,-73959.7380,-284144741.8749,-284115580.1442,-284133842.4813,-284133771.4636,-72974.4518,-284131495.1938,1225.4225,3206.9241,3537.3726,-2160.3691,6082.1356,324092.0096,308617.8230,325132.9193,326992.8497,318652.5338,321319.4841,320692.3373,323102.4413,184376036.2019,184321751.0752,184336665.5836,184349329.0577,322551.6249,184361950.8457,4047.7833,-4645.8648,5039.1882,3282.4519,-3290.1471,147343.7310,147437.4789,146225.1834,150095.2282,151997.3343,142262.4627,138088.9183,144980.2518,12173273.3111,12189475.8805,12173625.8739,12184061.3883,146334.4832,12179869.4275,
