sl_100_5400_20260823 Coordinates.csv
2026/08/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:32 2024,
Start: 2026/08/23 07:47:00.00, Stop: 2026/08/23 09:17:00.00,
TIME_UNITS,STARLINK-6072 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-1833 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-30333 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-1833 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-1833 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4661.6425,6660.4337,-3233.0423,2576.8711,2122.8794,-6293.8505,4390.2366,-1719.2972,1112.5048,5763.1405,-2337.3479,-4862.2939,-3047.5955,-6399.1707,5297.1699,-3499.6598,-2270.2980,5961.8597,4236.2048,-764.2657,447.6659,2060.8378,2278.3623,-4252.2993,5293.1832,-379.1030,0.0000,6728.4784,5399.3001,3298.5739,-3351.6751,-4537.6364,-1107.2330,1461.8462,2267.4906,-4193.8574,1043.1177,-4017.3865,-4611.9216,1304.5874,-1249.7406,341.5324,-4058.0764,4879.6203,4138.7178,5231.3754,4315.0127,2496.4942,-4444.9895,-1000.7181,-5735.2096,3338.1876,-348.0632,-4144.4700,-3575.7375,5515.2584,-2068.7348,-2538.6086,4737.5186,-3425.1407,-1155.6471,-4518.9621,-1565.5899,6301.2623,755.7067,5966.6990,-4118.1835,767.3504,-2849.4598,2562.3775,-5088.3723,-3224.9483,-2641.6640,-885.9749,-6091.3464,5040.8184,-5616.5893,-5270.5546,-853.0882,2661.4983,-3080.2512,4667.7607,-4565.0933,2126.0019,-4310.6072,5663.3054,-618.5480,-6805.6776,-2890.3345,-3278.1080,-329.8679,6611.1069,4778.2482,-3851.5323,-1849.0451,-101.0625,1470.2247,-2972.4522,-706.4616,-5798.8714,347065.9254,364204.3080,355854.3959,352842.3823,361055.7193,358356.7833,354721.7240,353956.5675,-255736183.8894,-255727414.4142,-255734555.1179,-255755666.7491,354832.0778,-255751411.2743,52.0605,1220.7182,6084.7512,-5443.5627,4619.5065,-377.1371,2758.4415,-3783.4245,-4122.5636,3759.9548,-4947.3655,1498.5029,-5055.6260,2352.0527,1385.5966,4101.9977,232.5873,3188.1430,-4887.5394,-6513.3373,6836.2966,-5344.7703,-834.0580,-3143.6289,-851.3031,6097.4080,0.0000,1677.9103,1100.2380,-3844.5486,3713.1017,-3411.0646,-6223.4700,4674.9620,-5457.4832,4987.3013,-4382.2355,773.5986,-667.0508,4170.0136,-4840.7472,-4935.8824,-4142.2460,-4400.6526,130.7178,3377.4555,-3476.4672,6394.8521,252.2075,-4089.2779,-2491.2234,5853.2152,6873.0467,-273.9754,-3848.7195,3602.1128,6530.9981,-4568.0277,2019.9919,3743.5047,4943.9819,-1845.0283,5930.3208,2626.0947,-5359.6598,-3530.6473,-466.1612,4122.5765,-6304.2361,-3067.6874,-3642.4142,-201.9352,-3363.0923,-1643.4310,818.4714,-3583.3975,2768.9489,3238.2774,-1904.3805,4315.8667,-3407.0638,-1974.6548,4082.7400,-4764.8310,1154.2143,3870.0479,6642.2775,182.3213,-3025.2361,2584.4238,-6882.2444,594.6352,3631.0915,5592.7715,-4735.2452,-6663.0715,5064.0315,-4657.4531,-4284.4234,-1543.5659,-60250.9568,-31614.2034,-53681.6526,-53074.9203,-50496.5977,-51151.7962,-43575.1839,-46122.9452,45969325.7031,45994202.4748,45975956.5080,45979040.2800,-47651.9970,45976504.2604,5147.2138,-1287.8904,-722.9941,3362.6387,-4712.3088,2788.4960,-4422.0879,-5522.2592,-5419.6149,-439.6750,4220.3420,-4687.4424,-3513.2715,-1184.8301,-4232.6430,-4325.6000,6542.8386,1532.4169,2498.5391,2188.3795,915.6278,3745.6260,6509.4423,-4469.7811,-4384.5052,3220.6585,0.0000,115.7174,4203.2685,4594.4285,-4696.8945,-3548.9065,-2880.4699,4871.0012,-3595.0596,-2305.8886,4955.6681,-5446.6822,-5159.6281,5344.2680,4657.0892,4597.4419,-3665.3994,2169.9652,-5530.9488,-3021.2765,4125.7782,-567.0470,5281.9845,-5532.3632,2985.4540,951.2098,489.5215,5517.8569,-4487.4048,-2099.5285,933.3800,-4479.7469,-4655.6650,-4727.8525,-4731.1069,4883.6854,3221.4730,-1249.9438,-4155.8346,-328.8854,-5500.3693,5487.9296,58.9476,-5306.3763,3009.1036,-6078.4998,-5311.1196,-6691.0650,-3253.9884,3089.6248,-2981.0468,-2647.2306,-6616.7683,4605.7592,5160.4333,4723.0137,3175.3517,4512.8400,-5286.2074,825.3003,-1587.5303,1075.8830,-5278.6641,-5518.5700,778.7353,-1915.9586,-3418.1327,715.3647,-4707.9926,1787.6580,-4465.0562,-4195.2736,5349.8052,3468.8128,-185759.7629,-186469.9345,-187959.2967,-182732.9451,-182427.4708,-192897.0689,-194789.4900,-187616.4273,113563127.7135,113544894.7769,113589292.6226,113568952.9500,-187387.2849,113574702.4978,
300.000,3026.1547,6880.6614,-1827.8309,819.0851,3915.4375,-5378.1270,4942.1524,-3594.3164,-831.2307,6037.0732,-3290.0066,-3288.4601,-4132.2550,-5948.0511,4588.7363,-2702.4649,-303.3152,6112.1548,2475.0955,-2051.5004,1621.8503,11.8268,1864.8715,-4331.6738,4279.0928,960.5677,0.0000,6737.1931,5022.7337,2425.8608,-1302.1879,-4526.2173,-2482.5431,3341.8702,749.2566,-2623.4657,-699.4679,-3342.1295,-5944.6694,3027.3833,-3262.8680,-1343.7095,-5488.2317,3922.4185,4078.1431,5111.4718,3839.9803,3447.0618,-4753.7160,-1775.9925,-6647.7856,4389.2661,864.9743,-4127.8525,-5213.6059,5506.0549,-891.0088,-4289.4975,5576.3896,-1721.4751,961.8895,-4229.5479,8.3450,6827.1036,-1308.5884,5431.3510,-4255.5228,2866.7860,-3795.0688,670.7589,-4531.6507,-1833.6948,-3837.1787,1028.3159,-4733.0123,4613.7527,-4099.0190,-4865.6736,-599.0769,4456.4643,-4843.5493,3652.4923,-3999.1895,-8.7167,-2994.4109,5886.7623,699.5732,-6150.9898,-4581.9559,-1989.5742,-1817.7328,5914.8838,4782.0883,-2314.9630,-3783.8913,-1349.1445,2751.0506,-4747.0161,-2764.2496,-6557.8979,348399.2856,364872.0409,356676.2585,353762.7739,362020.0611,359348.5018,355649.8651,354820.3931,-256676841.9158,-256668546.4934,-256674823.7708,-256696799.4847,355766.5692,-256691992.4901,-1038.1644,-285.2481,6630.2643,-5069.5395,3432.4516,1031.1513,666.4035,-2714.3802,-4886.9470,2501.9147,-3221.1057,2827.5838,-3369.2043,3476.0440,-450.9790,5620.1557,-882.6000,1519.2478,-5342.5374,-6590.7214,6178.5203,-5197.3444,-2947.0418,-1127.7917,-2724.2858,6654.2110,0.0000,143.7178,-969.9704,-5438.5355,4076.9862,-1515.6316,-6373.8032,4731.1512,-6438.2957,5136.6164,-5342.6731,2847.3475,160.8685,2844.5195,-4054.1502,-5689.0357,-3520.1655,-5660.0723,-2020.1720,1664.2241,-5066.7425,5496.8282,2255.0115,-2191.2971,-1067.5088,4609.3337,6718.3962,1883.2097,-3212.8678,2060.5837,6801.2857,-4330.6003,107.1712,5031.9027,5226.2844,239.9654,6654.3777,1206.3308,-4855.6146,-3932.6224,1681.4426,3846.1317,-5480.1929,-4216.9238,-2337.4963,1482.9967,-1528.6350,-417.4104,1399.3183,-4946.5042,3906.6674,4554.7692,-3962.2296,3206.8696,-2516.7527,-3857.2300,5410.4062,-5050.7805,2868.3839,2554.7730,6015.0765,1388.1679,-1774.6918,4277.0759,-6648.7233,-740.1746,1824.7156,6036.3347,-3864.6098,-5854.4752,3503.3799,-3861.3168,-4300.9150,65.9087,-52893.0019,-23916.5218,-46223.9374,-45535.3077,-43007.1647,-43661.8049,-36165.4334,-38842.8927,40374462.4759,40399703.6453,40381644.7340,40383558.2661,-40167.7852,40381664.4922,6162.0874,252.5600,823.4373,4602.6356,-4575.8084,4185.1777,-4644.7225,-5241.5506,-4798.4549,-2204.7045,5151.0688,-5389.8293,-4332.8707,629.6758,-5161.2080,-2980.4211,6865.0189,2892.8160,3658.7596,428.5554,2634.1956,4451.3072,6009.1257,-5283.0503,-4715.4271,1589.7366,0.0000,1633.7227,4674.8318,3367.4610,-5363.4548,-4695.0691,-1201.3846,3767.8732,-2413.8008,-3810.9604,3980.0573,-5208.2997,-3600.9653,5513.2428,4427.8852,3387.3514,-2128.7863,698.4347,-5198.0306,-4360.6128,2709.8502,-2318.1697,4478.9848,-6353.9870,1644.1195,2402.1385,-1320.2060,5208.1139,-3196.5761,-3640.7252,-883.4897,-3195.6854,-4133.6639,-4451.0268,-4463.1016,5451.3635,1934.0515,286.8999,-4613.6873,1784.9749,-5146.8596,4970.6260,1843.8896,-5089.4119,4710.0271,-6467.1951,-5425.6652,-6857.5858,-4899.7919,1441.0824,-4005.0616,-913.8916,-5663.6597,4096.5704,4237.6591,4447.7607,1535.9901,4698.3545,-5537.1460,2553.6649,-3220.6169,2777.7489,-4607.2119,-5061.6681,-766.9942,-3494.4391,-4637.8381,2192.3569,-4330.2493,3387.8087,-5282.2894,-3267.5361,4621.4532,2248.4788,-185765.9051,-186458.1744,-187834.7831,-182851.0300,-182283.7987,-192664.2975,-194904.9560,-188053.3672,113561616.5370,113543386.0897,113587672.2415,113567850.4653,-187360.9010,113573277.2245,
600.000,1118.8309,6421.0034,-237.5187,-1053.5712,5350.8375,-3941.9062,5035.2720,-5136.2769,-2661.7273,5720.1389,-3972.6715,-1417.1705,-4847.4389,-4901.9103,3471.5974,-1669.6669,1740.6098,5689.0850,460.3825,-3129.8514,2664.1780,-2055.5200,1341.3885,-4041.2611,2886.5902,2187.0703,0.0000,6097.5642,4201.6790,1342.6223,881.3822,-4070.0303,-3602.1242,4870.5829,-819.8208,-768.2495,-2330.0001,-2378.2461,-6686.1889,4488.5101,-4957.0139,-2854.6762,-6350.4836,2588.9235,3670.4810,4525.8319,3011.3101,4075.9411,-4635.3714,-2452.3167,-6917.0165,5011.6983,2006.2779,-3759.0956,-6325.7034,4980.2063,385.1527,-5593.8251,5909.1845,118.2185,2975.4099,-3577.5688,1563.7091,6693.2633,-3259.3892,4329.2771,-4022.8163,4678.2414,-4382.4228,-1260.5046,-3559.3415,-315.9787,-4688.6498,2778.1967,-2901.1948,3741.1146,-2189.2226,-3941.2161,-201.1897,5815.9357,-6131.2407,2323.5129,-3048.1803,-2139.8362,-1428.6437,5541.0721,1981.6477,-4880.9754,-5801.7975,-554.3030,-3136.7937,4641.7942,4356.5836,-526.9662,-5361.8674,-2499.7816,3812.8287,-6060.4830,-4531.2100,-6689.6561,349577.5545,365376.4765,357340.0958,354524.1952,362824.8882,360179.6917,356423.5097,355612.0497,-257495121.3382,-257487306.0224,-257492736.3834,-257515484.4648,356543.2537,-257510196.6051,-2096.5422,-1765.5403,6534.1829,-4228.6449,1951.7842,2379.5603,-1485.9095,-1429.7357,-5208.1028,972.7466,-1185.6767,3930.5501,-1354.8430,4260.6446,-2279.4847,6575.7144,-1816.5568,-317.2083,-5312.6978,-6013.6129,4906.0035,-4566.7781,-4770.5594,1012.6481,-4360.1355,6552.0829,0.0000,-1419.5547,-2963.3829,-6474.3351,4088.0770,568.1438,-5904.3147,4354.6613,-6797.4776,4810.8761,-5749.4314,4638.9621,926.4287,1283.4814,-2899.5728,-5859.8421,-2561.8588,-6364.6310,-3964.9338,-241.9161,-6141.9681,4038.0754,4012.0227,-95.1174,443.9713,2883.6945,5890.9107,3847.0269,-2292.2529,286.7977,6396.5509,-3689.8533,-1791.3038,5864.4782,5046.1248,2319.8275,6738.4204,-332.8461,-3899.6809,-3953.3869,3649.2980,3243.1028,-4102.8092,-4942.4790,-752.1153,3071.3778,431.1502,932.6280,1903.0028,-5808.1632,4705.2278,5370.2597,-5587.0252,1814.1505,-1423.5317,-5381.0775,6187.9563,-4886.3716,4339.7642,962.2027,4784.9520,2485.8921,-382.7824,5573.1840,-5770.0933,-2038.7228,-186.6358,5880.6280,-2660.0242,-4466.9372,1618.9949,-2723.3131,-3936.7831,1648.8836,-45503.6546,-16205.7272,-38744.2880,-37974.5612,-35497.5777,-36148.8280,-28738.5750,-31649.9619,34760442.9252,34786035.5051,34768193.3696,34768884.4695,-32665.3401,34767671.9190,6523.1898,1765.4486,2281.4248,5343.2069,-3950.3162,5126.7598,-4345.3240,-4396.1835,-3657.4460,-3730.0740,5526.3524,-5513.4729,-4676.8638,2376.2804,-5536.0588,-1313.4980,6455.1057,3943.4035,4427.6534,-1377.5361,4068.0321,4662.6758,4872.3922,-5530.4704,-4541.2358,-213.2205,0.0000,2976.8592,4646.4668,1765.8237,-5440.0014,-5285.9366,605.6666,2257.9521,-972.3932,-4905.1596,2533.9072,-4384.3094,-1660.4679,5086.5389,3704.8033,1786.2740,-356.9352,-848.2820,-4304.6042,-5231.8526,1001.1804,-3816.5650,3192.7445,-6504.1988,126.5650,3581.0718,-2986.6524,4336.4186,-1560.1903,-4789.6664,-2605.0768,-1562.3024,-3171.6560,-3699.1286,-3719.6693,5430.2147,439.2748,1793.0744,-4555.1646,3708.2269,-4233.0286,3916.9499,3429.9852,-4256.1049,5909.8240,-6152.4250,-4932.2023,-6298.5614,-6027.3446,-362.9229,-4601.5132,926.4784,-4107.8654,3133.6560,2857.6531,3696.4161,-270.1312,4374.5906,-5193.5530,4005.6299,-4498.0464,4176.8985,-3399.6893,-4061.2315,-2230.6711,-4695.5186,-5356.6925,3423.6043,-3488.9609,4620.0481,-5530.2157,-1990.9020,3390.7231,787.4565,-185772.1615,-186446.3724,-187709.2640,-182974.1454,-182143.6195,-192425.3859,-195014.9753,-188435.3738,113560110.4443,113541878.7629,113586046.7389,113566797.4061,-187334.4138,113571851.7624,
