sl_100_86400_20260810 Coordinates.csv
2026/08/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:59 2024,
Start: 2026/08/10 07:47:00.00, Stop: 2026/08/11 07:47:00.00,
TIME_UNITS,STARLINK-3613 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-1641 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-30935 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-1641 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-1641 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1577.1314,-3406.1728,3561.0187,-6702.8615,-5998.5372,2270.0822,5799.4308,5904.0631,-5416.4464,-2086.7119,-4189.9310,2935.5605,-5501.4444,4470.2671,-1642.7484,4410.9282,-6578.8964,-3396.5781,-3929.4025,-2711.0204,-3404.4744,-1317.8987,4345.1803,3614.0428,-2100.3766,4098.0882,-4497.2728,-3282.5264,-2549.5414,3645.7787,614.2502,-4489.1758,3229.3066,963.3901,6805.4661,4680.6497,4173.8376,3041.3796,5440.3865,4752.9085,4522.9705,2340.9559,-4203.0496,5711.0496,-5069.3741,5211.9888,6620.5485,1963.8110,4044.7916,-6056.0729,3583.7860,594.2344,5277.3583,-6244.8720,-268.7305,2760.6592,2717.2524,733.8838,-4884.8360,-345.3359,-4991.7606,3043.9574,0.0000,6226.1108,0.0000,-3498.6572,-6666.3672,6388.0913,-2229.0191,-5290.5135,5541.4262,2640.2561,1265.3800,1528.9426,4741.4836,4214.1734,-2240.7291,4348.5084,5319.8705,2187.3704,-6346.0063,-3510.7064,1762.8085,2017.2906,1583.6913,-3281.4541,0.0000,-3771.8869,4163.0425,4798.8117,-6670.6272,0.0000,-3089.5252,-4390.0796,-1487.3920,4030.6202,2556.7306,-6633.7945,-596.4963,-6227.9066,-290008.4964,-262977.9309,-279637.9737,-282514.4695,-273938.8772,-276749.3988,-278608.3788,-279065.8343,-260643869.0504,-260585698.7439,-260603479.0862,-260624877.5849,-279392.1323,-260624847.7937,-5684.4596,-3707.4455,3770.9611,1827.0392,3041.9268,-3609.8574,2756.7923,-3223.2954,-325.4505,-4554.8410,3889.2785,-485.0496,-2996.3753,-4592.7438,5672.1456,-401.9663,845.4046,-2718.4853,3500.5582,-5538.6238,-5843.0307,-5865.8528,259.2549,4696.8575,6557.8182,-332.5980,810.1868,-3918.0405,-3829.0680,-1978.6127,-6163.3564,-2669.4630,4148.7688,5618.3513,804.9249,-4665.2837,3158.2779,5923.0056,-4068.4106,-2094.4062,-2915.9785,6279.5933,-2304.1680,-318.8327,260.4687,4163.2487,1128.0675,6245.5267,4499.9860,-1430.0759,3213.1071,6872.9480,-543.2000,2907.7301,-1257.1554,5072.2221,4601.0360,-5743.0219,4328.5251,6815.4580,4544.9416,-2892.6752,0.0000,-1530.6046,0.0000,-3993.5139,-667.6719,-1567.2019,6239.1301,-744.3740,3118.0569,-4568.7082,-4817.6339,-4972.8270,-2374.3750,511.9915,4552.5945,2664.5741,3503.9612,-3998.9532,-2194.3152,3671.0908,5310.9979,6551.5822,6421.3931,-4401.2201,0.0000,-5267.1651,-3807.2000,-424.1407,1884.1371,0.0000,-6060.8373,-599.3859,-6247.1990,2622.1491,-4252.2759,-932.3526,4913.9408,3016.6629,169146.1569,173708.2526,161093.7081,162350.2276,163063.5400,163011.2207,171214.1839,165472.7545,63527873.7209,63559867.7888,63540364.3716,63528496.0569,167201.0854,63535096.7295,-3615.2293,-4746.2382,-4413.0052,-372.5081,-1705.8907,5451.5833,2599.9954,994.3559,4059.8433,-4632.3178,-3925.1739,-6278.2560,-2715.3400,2803.9204,-3448.6009,-5345.3909,-1948.8621,5363.6501,4486.9493,-2668.3601,-887.4644,3261.5523,5361.6963,3620.9161,514.5421,5334.7837,-5186.7240,4671.2690,5156.6929,5520.7732,-3065.8079,-4561.3133,-4491.1006,-3949.5209,437.3903,1661.7881,4543.8217,1471.6186,1038.0677,-4605.6504,4256.4508,1646.8899,4737.2630,3874.6589,-4726.8005,-1828.4307,833.8150,2195.4374,3317.8500,-3003.8358,4934.4046,-335.3188,-4474.0993,529.3567,-6826.4783,3791.5806,4426.9830,3755.4822,-1975.7004,1248.5098,-1405.7540,5477.4631,0.0000,-2642.6878,0.0000,4451.6576,-1736.0523,2158.0106,-1762.5586,-4350.9334,2446.6343,-4511.5590,4785.1827,4550.5556,-4487.7885,-5438.2302,-4727.6333,-4694.9981,2450.9493,5083.9914,1316.1240,-4638.6538,4057.3388,-918.1665,-1699.8308,-4208.7229,0.0000,-2458.1653,3914.8830,4941.2254,137.8771,0.0000,495.8916,5301.1185,-2617.1108,-4958.4040,-4799.9428,1684.5503,-4885.4154,-316.4532,164156.8843,160052.7327,160544.4930,165844.9596,166084.8260,155604.6748,153770.9021,160792.2113,117507293.3193,117508914.7772,117492443.0891,117514102.4991,161151.6025,117505449.2728,
3600.000,18.0498,6174.9292,-6510.6065,4713.8348,3591.6228,410.9053,-6821.1232,-2535.3448,2321.6337,5702.0757,2618.1118,174.7638,4843.1739,-1134.7609,-2172.6191,-2605.4242,3837.3281,6334.4800,1918.6917,4565.6537,4761.0303,3314.8246,-3214.3049,-4310.4666,-168.7511,-4109.7921,5072.0438,5786.1647,4771.3806,-1332.8521,1058.2229,6542.1700,-5833.2113,-4140.3290,-5375.5474,-1032.2794,-6533.7199,-4914.0354,-3606.0410,-3552.8390,-4145.0325,-3457.9254,6717.7627,-6505.1558,4607.0159,-4604.6343,-4485.3488,-3331.5139,-4143.5197,4558.0747,-4441.7486,-2129.5426,-3515.7373,3814.2113,-3418.1593,-4860.2704,-3854.1416,2567.8434,2699.5563,-1809.4607,3349.6407,-796.4330,0.0000,-5711.6877,0.0000,5474.9022,6341.4934,-5655.0421,-800.0848,6723.3565,-6601.1460,1519.1255,2884.2838,397.7139,-1834.6994,-5364.5232,-1434.0165,-6279.7757,-4990.5389,201.0194,6024.4576,-1019.1323,-4019.6372,-3228.1241,-3902.9802,5663.9726,0.0000,5613.9006,-13.4384,-2178.3815,4717.0797,0.0000,4735.1713,5906.9067,3755.2207,-4190.1025,1908.8832,6328.8079,-1986.5741,3904.6529,-324640.5080,-298496.8284,-314030.2405,-315593.0087,-306693.6243,-309315.0100,-311718.2369,-313245.6387,-268178289.6856,-268127966.5801,-268143935.4953,-268152768.0449,-312432.8745,-268160133.8787,6894.1532,2878.4029,-1218.5960,-1674.0535,-64.2983,6192.2023,-695.8512,4711.5070,-3516.9029,1899.5758,-6362.9267,3965.6030,-1216.0974,5076.1785,-3471.3765,4278.2169,-2647.4092,577.2080,-6327.2767,4272.0229,2611.7148,5850.4021,3957.1502,-5300.9068,-5332.6352,4772.3246,-4170.3499,764.2354,32.7797,5466.2084,6707.5568,-193.2049,-3641.4177,-3093.3557,1938.3182,4406.6114,-615.1832,-3998.2909,4780.3624,5433.0606,5470.7717,-3298.0434,-11.1698,2327.0617,-4082.8723,-1020.7605,1583.6131,-3094.9668,-532.7863,-2187.6186,1180.1889,-5354.4151,4224.1664,-3737.0906,-2633.9811,-4903.3121,-5767.9753,3246.9730,-5902.3036,-6263.8950,-5224.4137,6064.7997,0.0000,3803.1298,0.0000,399.8930,-907.3408,3693.2982,-4507.4537,-1444.1919,-647.0893,3983.0013,3369.9452,6849.8801,5186.7498,3175.2889,-5889.7946,563.4708,642.7420,6619.8584,236.3463,-4284.4807,-5627.2789,-5127.9803,-5099.0271,3958.6677,0.0000,3872.6397,5185.3555,4013.2394,-3691.3210,0.0000,3635.3987,-2582.4622,5738.0260,1845.2864,4048.6056,-678.8693,-1350.9727,-4437.1201,90358.1637,102017.3902,86832.2635,88829.8664,88702.2331,88836.5683,95817.2108,94316.2194,-6142704.0376,-6100275.7122,-6124061.4270,-6138491.0386,92733.8130,-6134692.5106,-577.4120,1186.6238,1556.5443,4825.5153,5924.5125,-3083.9533,1012.8166,-4204.8106,-5317.5570,3210.4925,827.6232,5691.4861,4640.5212,-4679.8026,5461.4760,4791.4971,5091.7197,-2711.9000,-2055.9369,-2457.1194,4115.2630,1265.6982,-4674.5074,1252.0647,-4391.4906,-2418.5415,2143.0282,-3743.1538,-5012.5813,-4021.4042,-1286.5019,2271.1615,701.0424,4610.9156,-3816.5799,-5102.2163,-2256.8594,2518.4978,3363.5096,2440.2008,-199.5890,-4989.9022,-622.4687,204.4610,3179.3782,5046.2114,-4821.0897,-5206.5280,-5501.9660,4696.9824,-5152.3904,-3815.3043,4223.6599,-4391.6531,5426.9573,321.2929,255.2718,-5532.4688,-2089.5803,2370.0556,-3011.2680,-3216.9713,0.0000,-985.4649,0.0000,-4241.5293,-2624.7346,1525.4972,5089.2132,387.7448,1565.1814,5466.1615,-5307.2894,-876.8037,4228.0214,2940.3524,3353.1139,2863.4998,-4623.5306,-1698.8494,3228.7804,5269.5303,-72.2926,-3341.5189,-2324.4291,267.2415,0.0000,-1216.7907,-4516.8590,-5187.5450,-3495.2669,0.0000,3292.0504,-2507.9540,-1015.6906,5158.0946,5240.9899,2675.4325,6515.1712,3605.7395,163886.4492,159265.5865,161111.5870,163126.6524,166640.9524,157854.3852,151766.6296,160717.3218,117502452.7025,117498641.6403,117481897.0171,117507083.5206,160520.6436,117497598.5617,
7200.000,-1757.5572,-6076.8902,6153.5862,-409.4252,1819.2294,-2097.1945,5312.4380,-2227.6796,736.6573,-6741.6676,-277.8305,-1543.7553,-3058.9270,-2611.9274,5796.8476,1108.5929,69.9698,-6629.5648,330.1369,-4053.3199,-4920.4460,-3988.3887,2052.8262,3188.8345,3436.9047,2220.3612,-3901.6030,-6639.1251,-6065.6834,-432.4621,-2623.9354,-6341.8765,5700.7131,6463.7540,2002.7317,-3717.8951,6597.0364,5008.8797,-507.4475,1660.1257,1741.9289,4507.5618,-4961.5906,4357.2256,-3205.9825,3362.8981,436.1841,4738.8432,4033.7589,-2299.3610,4759.2379,3838.1152,1492.9847,483.7562,3297.9432,4868.5618,3105.7203,-5755.0219,1231.1415,3913.5268,392.8881,-882.9419,0.0000,2932.3811,0.0000,-6225.9033,-3354.0958,2593.3120,4557.3603,-4999.6229,4514.8121,-5172.6242,-6143.3955,-1910.3832,-864.8196,4738.0490,3997.0031,6230.5639,3449.2536,-1972.1717,-3016.6377,4687.1538,4491.6006,3993.1818,4912.6585,-5458.9598,0.0000,-5502.3267,-3720.9681,-61.6448,-991.9824,0.0000,-4947.6765,-5281.4128,-4813.3675,4020.1778,-5403.4726,-3344.0280,5216.7729,54.9117,-337833.4259,-314977.2223,-328853.0966,-328846.1849,-320125.7829,-323868.5652,-324859.6399,-324697.4648,-257411821.8539,-257372061.8539,-257385292.4905,-257384036.7415,-325985.2950,-257394752.0909,-5044.6667,-1136.7624,-1493.5396,2359.0594,-857.1651,-6497.1946,-1907.2496,-4929.4922,6343.7886,812.9607,6350.8955,-6531.5210,5250.2205,-5059.0512,935.6314,-6705.6664,4733.5254,1039.1527,6710.4951,309.1719,2061.3649,-2621.9217,-6521.6482,2960.6506,2471.5912,-5810.3607,5241.5793,1915.4600,2841.6479,-6900.0884,-4212.1371,2425.7995,1705.7478,359.7831,-4732.0122,-3287.7092,-1623.5831,-228.1372,-4101.4866,-6633.5233,-5291.3098,-1043.8748,2129.5060,-3374.0434,6140.8156,-3217.2852,-4727.0827,-1114.1239,-3754.8131,5554.2864,-4564.9275,1574.8972,-6620.0979,4203.6008,6046.5362,2451.9297,3927.8247,-594.7066,4918.1185,3442.0498,4205.1427,-6764.0210,0.0000,-4839.7199,0.0000,2680.5112,2847.3149,-4785.0271,1667.7063,2805.7384,-2588.4210,-3365.0074,-1974.0012,-5734.7791,-6732.1970,-4792.0986,5664.1952,-2947.7850,-4843.8369,-5843.5107,2801.6179,4448.2603,3442.2222,1295.9255,1128.8237,-1838.2736,0.0000,-784.8451,-5412.4170,-6573.3354,4976.9450,0.0000,857.6805,4053.6220,-2952.9381,-5217.2534,-3612.8521,2805.6115,-1340.8185,5093.7074,5191.0996,23452.3384,7134.1883,10592.2748,8541.2194,9917.0945,14522.4548,11069.3830,-75380103.5707,-75329904.2313,-75358641.9552,-75369027.6891,12315.4869,-75371796.7530,4383.8753,3089.6571,2486.4497,-6534.0241,-6642.1618,-1190.6073,-4027.7326,4110.1007,2271.2120,618.7779,2755.3541,-1786.2974,-3115.1884,4062.0422,-3503.5352,-1392.0722,-5039.4531,-1671.1379,-1669.3654,5336.3617,-4254.7100,-4912.2831,1029.0563,-5420.1850,5447.8067,-2609.5934,2236.1368,516.8059,1722.2567,-31.6044,4797.8646,1385.9796,3507.2394,-2487.7734,4547.2301,4663.2439,-1405.1434,-4630.5601,-5495.5794,1173.1877,-4021.7743,5114.3955,-4049.8436,-4179.4569,281.7623,-5117.4962,4815.1704,4893.1878,4153.3033,-3408.2871,2026.4428,5512.5640,-1447.2611,5454.1853,-862.2129,-4256.1900,-4813.6167,3763.3253,4545.1395,-4586.2729,5440.6220,-1107.8921,0.0000,3995.9172,0.0000,1449.8852,5331.8229,-4287.3205,-4844.6253,3806.6170,-4409.3481,-3177.1015,2475.8706,-3371.0134,-1475.4620,1450.2481,43.9348,704.2902,3346.0732,-2955.9867,-5471.0618,-2350.9678,-3982.8447,5486.3184,4591.6104,3815.2475,0.0000,4125.1245,2018.4328,2116.8978,4713.8854,0.0000,-4624.3393,-1879.8076,4012.3528,-2071.8071,-2317.8747,-5359.9865,-4397.3247,-4699.7601,163497.3537,158477.9619,161502.8443,159548.9441,166695.3772,160885.0503,150438.4157,160104.7200,117497265.5992,117488330.7602,117471881.9305,117497379.8429,159872.2194,117489715.7287,
