sl_50_5400_20261010 Coordinates.csv
2026/10/10 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:35 2024,
Start: 2026/10/10 07:47:00.00, Stop: 2026/10/10 09:17:00.00,
TIME_UNITS,STARLINK-6109 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-5909 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-31734 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-4718 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-5050 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-1865 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-31734 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-4718 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-5050 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-31734 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-4718 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-5050 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5401.1331,-4499.0069,6396.6254,-2025.1048,5586.9785,-3820.5468,-5593.8802,1887.6378,3001.2000,4935.3192,-6587.5391,-4665.6922,272.1526,-5434.2755,4417.1324,5648.5671,-6577.7116,244.8026,743.6356,-6301.5691,2108.9568,-5934.4547,5339.8721,3781.6194,3109.7059,5158.2851,-1401.1413,1546.8450,-6255.4594,831.0476,3881.2242,785.5294,-6198.2726,-5611.9041,-6510.1246,6165.6041,-5926.7085,-5059.9289,-3974.9575,6279.7362,1461.9800,-6464.3805,-5412.3906,34.0044,5205.0734,4590.9599,4063.3473,-3936.5115,3135.9011,-3739.9124,-216622.9782,-219645.4960,-215072.7807,-217402.1446,-213664.1278,-215024.2061,-223048.0951,-218917.4543,-224162616.6258,-224165019.3332,-224164368.4568,-224158822.1518,-220012.6696,-224161411.2514,253.4411,3425.5893,903.8107,5918.9372,-403.0380,3473.8116,2036.3124,-6131.6223,3409.6195,1510.4066,552.1447,-4355.0224,967.4464,-1452.0463,-857.2523,-236.9135,-1960.5497,-5438.1240,-4132.9062,2526.0853,6285.3713,-2274.0119,-4155.0063,-1568.8178,4299.8295,167.0651,-6719.0746,-6279.5568,53.7440,2249.5961,-1203.8062,5866.9490,-2896.1677,-3939.2963,-51.8475,-2007.9314,1038.3269,-4697.8360,-1025.9269,953.9023,-4748.3603,-2053.2177,-36.6775,-6866.3858,1520.3033,-5138.7112,3623.5716,-5329.4166,-5689.0953,-2754.0880,296920.5290,332144.2531,308931.8468,307379.4271,315147.1814,312812.2003,315225.4475,312718.8876,-23280736.2064,-23294664.2914,-23313160.3061,-23308339.6543,312554.7757,-23301075.8733,4220.0892,3980.8153,2456.0299,-2870.2165,-3758.2930,-4514.7425,-3531.5205,2752.1790,5198.1555,4579.7532,1975.1580,2364.9428,-6768.8586,4083.8445,-5161.8427,-3992.4266,736.2113,4087.6209,-5494.5717,-1340.7289,-1621.8086,-2475.8941,1334.5445,5169.4915,-4469.3705,-4507.9622,-814.4183,-2464.2657,-2226.1206,-6527.5632,5615.0723,3542.1802,1127.0530,-1168.7401,-2404.4219,2374.5817,-3165.9586,-132.6752,-5633.8713,-2712.3082,-4641.4940,-1526.5123,-4330.6481,831.5750,4187.6666,573.6899,4275.8552,1893.0966,-2301.7788,5065.1985,-54450.8160,-57059.4856,-56926.0004,-51960.9415,-51453.0876,-61867.4518,-63956.0244,-55023.5930,80483535.5406,80505638.1361,80490431.2542,80487973.5879,-56477.7140,80482043.6985,
300.000,-5571.6678,-3616.2630,5659.1623,-408.7979,4319.5115,-2513.0979,-5291.8796,871.4017,3876.9044,6045.2735,-6654.6521,-5186.2241,-1503.4270,-4235.7420,4524.5215,4444.5781,-6411.3714,-1749.9170,-1330.7782,-5697.1626,3311.0449,-6689.3333,4039.3358,2348.4590,4850.5194,5859.5180,-2550.3620,369.4055,-5308.1788,2748.9208,2142.2486,2082.9087,-6759.8543,-5972.2686,-5729.5735,4890.4444,-5914.0027,-5644.4544,-5505.4370,5514.0687,-556.5529,-6763.6403,-4694.1096,-1468.0597,6011.9899,3569.5620,4816.0365,-4472.4100,2141.1392,-4097.4674,-222783.5987,-226567.7865,-221695.8550,-224013.2013,-220207.1732,-221552.6886,-229555.7825,-225900.4185,-223597450.3176,-223599930.7040,-223598566.5474,-223593005.9684,-226572.2546,-223596145.7695,2223.7846,5105.5780,-528.1550,5402.5150,-1851.1124,5076.7920,3803.6998,-5255.7833,1439.8593,107.4295,1819.0142,-2603.1339,2328.5546,-249.6472,-2855.2606,-1734.2745,-643.2397,-4716.7749,-4577.3385,3920.8690,5963.4864,-824.8821,-4713.4857,-3282.9930,3266.9472,-1469.4146,-6342.9834,-6871.0295,1375.3157,1186.4135,-85.3259,4569.9862,-1493.2027,-3430.3404,1570.7912,-2971.8669,2786.9903,-3608.1310,-206.4034,-517.3287,-4203.8968,-1486.1669,1958.8752,-6722.6232,-278.0245,-5793.1977,1644.6673,-3919.9776,-6526.4285,-638.1167,292360.3076,327386.7618,304105.1142,302678.1207,310441.0033,308127.4746,310440.7133,308133.1368,-28170328.1013,-28183919.7766,-28202623.4415,-28197610.2916,307823.7466,-28190679.0516,3328.1425,2949.2454,3927.5595,-4246.5225,-4839.7125,-3866.5336,-2329.6568,4506.8785,5526.1171,3329.0861,196.9528,3553.4284,-6254.9948,5502.5387,-4273.7448,-5015.0156,2469.9930,4584.0561,-5010.2306,194.8115,189.4039,-1036.5634,2998.8095,5214.5035,-3732.4646,-3233.4552,1002.8278,-727.0363,-3746.3080,-6277.2995,6589.1121,4725.6075,-414.0617,956.2733,-3588.9470,3860.6199,-1863.1609,1667.3999,-4270.8696,-4128.5474,-5315.0884,593.6822,-4709.7642,-715.7983,3277.5063,-1240.1418,4691.9442,3475.4774,-545.1187,5478.8259,-54618.6397,-57213.7418,-56964.7184,-52246.1563,-51477.4670,-61796.1725,-64233.0752,-54949.3604,80480289.2301,80502736.0504,80487902.8852,80485418.1483,-56616.0381,80479057.3419,
600.000,-5212.6082,-2409.1946,4377.0860,1285.6964,2615.3167,-989.5043,-4493.4400,-284.7586,4425.3965,6565.4309,-6055.6254,-5207.2443,-3165.7900,-2646.0149,4214.4153,2829.9811,-5613.6878,-3589.8417,-3252.3557,-4535.7002,4171.4323,-6761.7107,2317.1003,694.2517,6128.6799,5983.8069,-3455.9577,-836.5946,-3777.0096,4426.1615,129.0316,3222.2346,-6667.6897,-5733.1081,-4411.0222,3126.0548,-5304.4673,-5676.9992,-6496.2452,4220.9575,-2544.8701,-6377.1264,-3561.4822,-2833.6601,6235.3780,2182.0429,5145.4731,-4594.7521,936.6273,-4103.2251,-228848.8101,-233387.0219,-228220.0192,-230525.6336,-226650.9670,-227984.9786,-235958.7792,-232835.3245,-222925642.3787,-222928215.9396,-222926127.7978,-222920574.1890,-233030.1112,-222924238.2121,3954.5502,6285.0492,-1947.6688,4372.9754,-3151.3336,6185.1265,5188.7073,-3880.6542,-653.2758,-1271.4322,2901.4048,-570.8043,3358.1228,1040.0444,-4543.2838,-3108.6199,764.4893,-3550.7902,-4620.3300,4934.6273,5021.5248,698.2933,-4828.8302,-4661.1200,1953.9883,-2926.1285,-5330.3959,-6779.4486,2585.5030,77.5529,960.1028,2833.9285,58.1997,-2562.3849,3073.1618,-3682.7548,4235.0028,-2143.3605,579.4698,-1978.1572,-3275.2390,-760.3151,3787.1140,-5921.9545,-2023.2304,-5879.9407,-485.8076,-2100.5337,-6704.7218,1539.3197,287673.9920,322483.9752,299143.1783,297840.4037,305597.2588,303306.1136,305520.0798,303367.7696,-33046349.0099,-33059607.0002,-33078480.6543,-33073258.5437,302955.0525,-33066707.4311,2068.9692,1599.9467,4974.8928,-5159.4213,-5360.7035,-2791.5309,-877.1658,5789.3910,5256.8248,1717.6226,-1602.6622,4340.2009,-5048.0268,6338.1752,-2911.8851,-5499.7151,3935.7291,4563.2976,-3987.0567,1709.3391,1979.3198,519.3654,4336.8185,4614.2520,-2597.3204,-1600.8281,2711.5676,1088.4898,-4812.4200,-5364.4404,6860.4303,5396.3300,-1910.8855,2979.7430,-4391.0167,4928.6497,-348.8968,3286.6495,-2458.9121,-5098.8127,-5388.0487,2650.7363,-4585.7073,-2186.0375,2004.4762,-2920.2709,4604.5928,4678.9787,1270.9793,5292.3181,-54786.6413,-57367.9274,-57002.7371,-52536.4601,-51505.3898,-61718.7836,-64504.7856,-54995.6444,80477042.3351,80499828.0344,80485364.5082,80482837.5769,-56754.3267,80476070.9579,
900.000,-4349.0555,-982.4975,2684.6838,2894.9123,661.2771,607.5358,-3263.7837,-1479.2012,4588.4873,6435.9987,-4845.7649,-4734.2833,-4514.1966,-833.6814,3502.9523,968.7835,-4272.0117,-5085.5544,-4833.2896,-2922.7523,4619.2154,-6143.0167,340.0040,-995.9720,6817.7040,5505.5632,-4046.3272,-1971.7641,-1839.5374,5686.1229,-1939.4132,4096.1780,-5935.7629,-4933.8807,-2686.2334,1049.9656,-4149.9617,-5167.5815,-6839.9494,2536.4011,-4294.4765,-5351.4254,-2123.4199,-3943.9982,5844.6638,552.6402,5018.5898,-4304.5293,-376.3358,-3754.2856,-234816.0861,-240100.1316,-234642.3974,-236936.7415,-232992.4977,-234318.5823,-242254.3485,-239683.0902,-222147515.9272,-222150198.0916,-222147377.2111,-222141853.1198,-239383.3503,-222146011.8619,5278.6268,6849.6402,-3223.4531,2942.4461,-4169.4443,6682.7015,6063.0252,-2153.4660,-2660.6869,-2504.8832,3710.9144,1535.4953,3951.1587,2294.8016,-5752.5757,-4228.2221,2136.6747,-2059.8387,-4245.8134,5480.7596,3547.8698,2155.3015,-4503.5897,-5539.1318,476.8157,-4068.0988,-3777.7660,-6013.0800,3560.7399,-975.1455,1814.5655,836.6712,1621.4894,-1401.5442,4317.2673,-4081.8748,5243.5691,-437.3348,1275.5040,-3292.2811,-2060.8160,76.7239,5269.7557,-4542.2041,-3549.6117,-5403.9805,-2560.0722,-50.0846,-6211.0876,3556.7507,282863.5780,317438.1230,294048.2359,292868.6458,300618.0775,298349.9973,300465.9238,298415.6749,-37906473.3982,-37919400.9853,-37938406.9275,-37932962.8240,297950.8808,-37926835.4623,581.4604,78.2551,5485.1258,-5510.0882,-5261.4256,-1407.9819,669.7849,6465.7313,4419.2195,-80.0300,-3228.5121,4636.4277,-3280.1962,6502.5647,-1226.7302,-5395.0589,4974.4950,4027.5938,-2534.5182,3039.5767,3546.8627,2016.7876,5203.1923,3442.7512,-1184.7368,209.3722,4126.9126,2786.6194,-5296.1913,-3884.6476,6400.2532,5481.7613,-3203.4416,4686.8578,-4725.6430,5463.2895,1204.9913,4549.5133,-388.0023,-5519.1178,-4852.2347,4425.9348,-3971.6764,-3420.9253,509.4954,-4286.0224,4023.1299,5372.6156,2948.2925,4525.9543,-54954.8209,-57522.0414,-57040.2475,-52831.9578,-51536.8274,-61635.2048,-64771.2188,-55170.4409,80473794.9733,80496914.2082,80482815.7397,80480231.7344,-56892.5799,80473084.5463,
1200.000,-3055.2472,539.2204,754.5080,4259.1862,-1332.7904,2130.5547,-1710.1468,-2599.2677,4340.2940,5662.6421,-3142.9167,-3818.9720,-5378.0974,1014.9387,2444.5047,-954.5325,-2526.7730,-6080.1581,-5921.4666,-1009.6539,4624.6806,-4896.3756,-1696.7571,-2538.5624,6848.0500,4460.7921,-4278.4726,-2942.3613,283.6539,6391.0365,-3833.6836,4617.5948,-4640.0350,-3669.7775,-723.8458,-1129.0296,-2559.2490,-4178.3169,-6494.7036,631.8805,-5618.4463,-3798.6072,-514.0037,-4703.2858,4870.3535,-1167.6455,4441.8653,-3638.9438,-1683.5781,-3076.8900,-240682.9431,-246704.0934,-240960.1572,-243243.8887,-239228.8068,-240551.0749,-248439.8026,-246402.3130,-221263444.7875,-221266250.8987,-221262690.4543,-221257219.3578,-245629.1298,-221261840.7082,6071.4935,6746.0886,-4232.9726,1258.7459,-4794.6257,6513.8780,6349.1968,-253.0915,-4384.1160,-3488.6157,4185.1727,3499.8087,4058.3270,3388.3049,-6365.2484,-4980.6555,3346.3180,-392.4361,-3474.8726,5517.3103,1688.3669,3411.9706,-3779.9848,-5806.1632,-1035.2292,-4794.5487,-1837.3112,-4648.7235,4197.0853,-1882.2771,2390.1010,-1220.1690,3057.2481,-47.8606,5185.9035,-4135.5400,5719.9743,1348.5723,1837.9490,-4332.5717,-682.2033,962.0953,6259.4729,-2718.2691,-4715.6700,-4424.5389,-4376.8146,2026.7023,-5101.2505,5209.3616,277931.1107,312251.4999,288822.5402,287765.3013,295505.6516,293261.0387,295280.6696,293274.9460,-42748383.3700,-42760984.3882,-42780084.9857,-42774409.1726,292813.4796,-42768745.2403,-970.2183,-1451.8828,5403.2974,-5260.6887,-4553.1991,131.3882,2144.5232,6465.2863,3103.5843,-1869.0438,-4504.8540,4408.6514,-1146.8218,5978.2629,594.8010,-4712.2419,5473.8448,3037.2155,-808.6146,4042.1527,4716.0656,3287.0054,5503.9514,1844.7618,354.5265,1996.2849,5095.8629,4184.1951,-5139.6192,-1993.5718,5257.3594,4972.6043,-4153.9674,5896.6699,-4557.4642,5406.8625,2621.8451,5319.2591,1723.7979,-5344.5856,-3767.7413,5730.7607,-2932.9637,-4287.9706,-1041.8982,-5191.1762,3009.8102,5481.0031,4303.6791,3263.4081,-55123.1784,-57676.0824,-57077.4412,-53132.7572,-51571.7518,-61545.3572,-65032.4348,-55472.7493,80470547.2628,80493994.6894,80480256.2263,80477600.6186,-57030.7976,80470098.1072,
1500.000,-1448.4268,2022.2131,-1220.4296,5238.1747,-3156.2660,3440.8112,27.3741,-3531.8208,3691.1427,4316.6844,-1115.3804,-2553.2916,-5639.2828,2714.9621,1128.4145,-2753.0239,-556.3295,-6466.0260,-6415.5230,1020.9389,4200.2953,-3150.0001,-3589.0769,-3771.2703,6214.5973,2945.0765,-4140.4052,-3667.6847,2353.9316,6457.6692,-5339.5002,4728.2154,-2910.0569,-2079.9694,1287.0915,-3192.0431,-687.8335,-2815.5687,-5489.7848,-1303.0449,-6371.3714,-1883.3394,1119.7158,-5046.5396,3401.9548,-2815.1015,3461.4994,-2666.5631,-2867.8041,-2124.9665,-246446.9408,-253195.9344,-247170.5106,-249444.5054,-245356.9899,-246680.1056,-254512.5041,-252952.0770,-220273853.3103,-220276798.6078,-220272493.6724,-220267099.6437,-251764.6558,-220272149.2673,6263.0606,5987.3347,-4874.1090,-509.8398,-4951.4254,5690.2324,6027.5660,1628.6652,-5655.9606,-4143.9069,4291.8498,5118.8824,3690.3872,4202.8288,-6326.2821,-5283.9651,4276.9941,1288.7703,-2365.7979,5049.7012,-368.5359,4352.4043,-2734.3354,-5419.1298,-2450.4262,-5047.7944,298.3778,-2823.6824,4420.8571,-2574.2138,2637.8403,-3131.6660,4235.4498,1373.3202,5593.4545,-3837.6591,5626.0621,3040.8445,2237.2965,-4993.0523,727.6704,1821.8921,6654.6765,-628.4788,-5417.2595,-3047.2494,-5760.8741,3920.0688,-3492.9416,6330.0716,272878.6835,306926.4652,283468.4004,282532.9116,290262.2354,288041.1801,289966.7888,287949.3779,-47569769.7726,-47582048.6040,-47601206.3967,-47595292.3374,287545.1565,-47590127.6110,-2414.9628,-2825.8084,4738.1373,-4438.1806,-3317.3271,1656.1788,3388.0449,5787.8820,1452.0588,-3455.8867,-5294.3260,3682.4944,1114.6419,4820.3592,2350.1154,-3523.9779,5379.7724,1703.8285,1004.6026,4609.1343,5355.9364,4186.9550,5206.4779,18.1627,1855.8311,3561.3252,5513.8350,5130.6129,-4361.4614,108.9319,3553.2018,3923.8459,-4661.4827,6481.2432,-3904.2989,4765.4226,3740.5404,5512.6742,3653.6485,-4593.9139,-2256.5641,6426.9644,-1580.2851,-4694.4491,-2478.0977,-5539.2600,1673.2879,4992.3285,5189.3170,1642.8769,-55291.7138,-57830.0493,-57114.5105,-53438.9687,-51610.1369,-61449.1653,-65288.4909,-55892.1550,80467299.3217,80491069.5938,80477685.6446,80474944.3385,-57168.9797,80467111.6407,
1800.000,321.8168,3335.2531,-3045.9973,5725.1890,-4619.7227,4420.9083,1788.4928,-4174.6787,2688.3815,2528.1402,1035.1533,-1060.4128,-5248.5460,4101.4698,-328.1082,-4255.2393,1441.4565,-6196.8957,-6274.7142,2972.6868,3397.5949,-1083.6080,-5144.4236,-4570.5023,4977.5757,1104.8253,-3650.8983,-4086.3615,4140.9654,5867.7756,-6282.3613,4405.3354,-915.6356,-331.8525,3155.1219,-4932.1335,1277.4363,-1218.2025,-3923.1756,-3079.2975,-6465.8091,195.1396,2630.9176,-4944.6417,1579.6171,-4228.6810,2160.1658,-1480.2056,-3818.9346,-976.4427,-252105.6832,-259572.7327,-253270.7151,-255536.0912,-251374.1971,-252703.4019,-260469.8667,-259295.0506,-219179216.1699,-219182315.7702,-219177263.2793,-219171970.6872,-257787.1843,-219177412.3784,5843.6105,4650.6862,-5075.5603,-2191.0679,-4609.1063,4290.2475,5137.2317,3306.4196,-6356.0107,-4423.3490,4029.8751,6223.3179,2915.0356,4642.0578,-5648.6111,-5095.7784,4833.9414,2822.8550,-1010.4650,4128.9691,-2411.2338,4889.4359,-1468.8953,-4409.7219,-3646.0367,-4817.3791,2415.7639,-721.4226,4197.1158,-3006.0759,2552.1411,-4710.0888,5046.9266,2722.9810,5494.3206,-3210.4468,4980.8079,4470.7066,2458.4749,-5199.6096,2036.9670,2577.0090,6410.3640,1523.0366,-5596.6300,-1412.4202,-6580.4397,5436.3985,-1552.8696,6806.9679,267708.4376,301465.4410,277988.1803,277174.1085,284890.1438,282692.3896,284526.7998,282448.4850,-52368333.2977,-52380294.8672,-52399472.6667,-52393316.8561,282148.2777,-52388683.2719,-3593.8246,-3896.0488,3561.1920,-3131.5862,-1696.3261,2997.3731,4266.3516,4503.8914,-356.6405,-4669.5332,-5512.3119,2539.8688,3251.3077,3151.0339,3843.8408,-1957.1728,4702.3726,177.9938,2709.1976,4679.5543,5394.9265,4615.3671,4342.9382,-1810.7221,3158.4558,4730.6301,5335.7358,5524.0326,-3055.1479,2199.8346,1469.4432,2449.0327,-4672.2266,6378.8140,-2835.3379,3608.1389,4433.9750,5108.8332,5197.9683,-3347.4921,-489.4199,6440.8757,-58.2528,-4597.0044,-3640.6213,-5293.3179,157.0545,3959.6068,5508.7666,-157.9185,-55460.4269,-57983.9408,-57151.6478,-53750.7040,-51651.9572,-61346.5587,-65539.4415,-56409.0262,80464051.2683,80488139.0345,80475103.7014,80472263.0933,-57307.1261,80464125.1466,
