sl_100_5400_20261029 Coordinates.csv
2026/10/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:49 2024,
Start: 2026/10/29 07:47:00.00, Stop: 2026/10/29 09:17:00.00,
TIME_UNITS,STARLINK-2291 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-2415 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-1594 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-30950 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-31643 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-5160 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-1171 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-32234 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-2415 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-1594 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-30950 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-31643 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-5160 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-1171 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-2415 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-1594 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-30950 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-31643 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-5160 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-1171 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2858.4403,1450.2983,-5013.2841,-3616.9864,4174.0280,5326.2943,-6407.7417,3333.1507,-5590.9137,150.4684,2531.2817,5004.3146,-4706.5556,6830.1834,-5973.1609,-1442.8876,1457.8756,-2286.6369,-2866.9141,-993.2563,415.9852,-4927.7931,4701.9384,1383.2889,-6803.3625,-5138.0902,-5381.3721,-6185.6592,1022.0827,-5401.5426,-3965.1402,-2275.2841,-127.9829,-647.3565,104.7678,-3673.8595,-3527.2590,-1564.2288,5599.3657,1730.6867,3286.1094,5254.1116,4964.7921,-1174.2798,0.0000,3719.7712,-3898.5165,-6450.0987,-985.7577,-4790.4330,-6210.0878,6613.0271,5915.3752,-4177.0302,2006.0114,5398.6904,-3359.7940,-6601.5883,5078.7701,-3212.9638,4816.9452,-2145.6071,-3593.3787,-523.8361,383.8789,-2204.6423,-4712.3065,-1876.9185,-2540.0669,0.0000,-547.5504,-4787.3519,5493.2335,-643.1121,4444.0500,1451.7835,1892.9324,280.4282,-4791.3302,424.0977,-1895.9046,-2381.6736,-3588.2500,3971.9988,5261.1255,2013.1297,-5330.7039,-226.8019,6274.7215,-4818.3963,5043.3874,-5379.2476,-6247.9881,-5357.2838,2803.7025,-2119.8493,-1876.8319,2618.4519,988.7858,-3995.8942,-64374.6900,-82468.3962,-66938.0979,-68607.5551,-67557.8167,-68105.0716,-76466.8979,-73434.7942,-201525203.7111,-201548010.9711,-201530822.0468,-201535787.8069,-72746.3946,-201531026.9768,-3541.5967,3923.0725,-3639.0651,-3657.0286,-1366.0253,2906.4735,-2166.0289,2724.9255,-446.8801,-4964.5206,3332.9718,2724.8690,-4199.6085,-960.0541,-3344.3844,5112.5518,6466.5732,6531.5442,3884.7626,-5951.8541,6448.9637,-1761.7968,-4795.8224,-4876.6760,1307.8129,788.3819,-1437.8412,-2149.9929,4977.4085,-1208.0813,3597.0577,-706.8959,4204.6617,4230.6915,6540.3139,3946.7275,2912.4767,-4909.8640,3685.6918,-4348.8997,3289.8605,27.3097,1039.7248,-5596.0524,0.0000,-2796.9026,2734.1155,2574.9778,6083.7150,1630.8784,-173.9274,1281.4603,2457.0568,-4339.0446,-6026.2412,4251.6527,-4434.2313,-1484.5065,2179.6593,4367.0066,-4001.8006,-5863.5395,2315.9350,6301.5563,6216.7042,-3558.5303,4724.8677,5625.4823,4590.2142,0.0000,-4140.7093,-3589.0719,-2245.7757,-5357.1740,-2435.3903,-6453.9718,-6318.2463,-5288.9292,247.5259,5884.9662,-6367.6207,-5986.0015,-2223.5984,1713.9745,-558.7936,3647.4030,2222.2846,2433.8024,191.1665,-1669.2553,-3991.8827,130.6142,1671.0756,3995.1771,-5309.8910,3909.6264,6300.1209,-6273.6158,5266.4108,-1591.3405,-328244.3274,-308582.2608,-316674.7267,-318785.6360,-310225.4596,-312839.3511,-313170.2031,-315218.4244,-51043487.3547,-50981682.8799,-50999728.3442,-51022613.8874,-314716.6623,-51023904.9613,5162.0989,5484.8756,3095.3939,-4691.7515,-5363.4528,-3286.1810,921.8524,5391.0103,3864.5800,4794.2439,-5511.1278,3691.4263,-2690.3504,514.7585,892.7212,-4472.0260,-1886.8502,-178.1718,4926.1865,-3336.6350,2179.2149,4533.6562,1782.0305,4658.3476,-185.5189,-4592.2790,-3745.8643,1994.7075,-4652.2456,4130.4768,4258.1533,6512.6155,5521.1056,5309.7579,-2146.9404,4315.4527,5136.7207,-4363.0400,1738.2930,-5079.8619,-5118.7793,4361.1487,4392.0741,3698.6786,0.0000,5075.4723,5012.3127,401.2103,3120.8631,-4577.2202,3045.4011,-1524.0842,-2488.1883,-3384.0548,2726.5880,-786.2375,-4135.1020,1420.3959,4152.9345,-3993.4334,2779.8692,3002.5979,5417.5534,2542.5569,3026.8112,-5428.1644,-1823.5124,-3557.7646,4329.6940,0.0000,5464.9086,3508.1660,-3539.1961,-4197.9666,-4564.9677,-2000.8230,2082.4785,4456.8994,4972.7674,3587.5507,1902.3654,-2615.7921,5462.0669,-5398.3347,-4462.2246,5515.2520,-3651.0401,-6511.5027,2863.9855,-4696.6813,2345.0638,4366.9678,2434.7037,-1436.9744,3276.3887,5281.6675,-1628.5489,-394.0256,4405.0938,-5350.6670,171101.0010,170763.2524,168724.8604,173584.7112,174174.1149,163782.4549,161615.3451,167573.8240,64074677.9786,64079941.7855,64065233.2980,64068345.0639,169123.2962,64074681.8726,
300.000,1669.7746,3472.0815,-6234.1615,-4807.6722,3885.1173,6413.0390,-6696.6596,4865.7386,-6054.4202,-1661.2158,4013.4422,6210.7230,-5966.5038,6402.6537,-6068.0047,445.8939,2711.1970,-1564.5000,-1781.3335,-2219.4731,2014.7434,-5744.3965,3614.0553,-598.4903,-6230.2149,-4278.0647,-6330.2881,-5810.0027,2501.8682,-4619.3120,-3369.8918,-2669.3745,1127.1288,1509.6560,1378.0745,-1697.9938,-2700.2323,-2825.4224,6485.4620,206.7804,3961.2045,4571.3588,4782.5279,-2810.6681,0.0000,3024.7496,-3316.9517,-5504.7443,555.3634,-3164.2070,-5390.4086,6138.9427,5552.2960,-5530.3178,418.6050,6031.2470,-4415.6418,-6190.4246,6264.5278,-2326.4020,4256.1401,-3442.7389,-1931.6144,1086.5379,-57.6344,-4077.3475,-3927.4191,-298.7265,-872.9238,0.0000,-2612.4180,-3363.5968,3917.8975,-2620.2323,3456.7213,22.3406,741.9218,-1725.6838,-5285.9985,1804.6117,-2877.5261,-3174.3151,-4245.5289,5068.9223,5729.0636,3891.1742,-5285.1751,1836.6466,6707.8430,-5446.7223,4454.6119,-4615.6256,-6195.5883,-4037.4450,1031.9401,34.2440,-698.8827,1056.1442,2010.4791,-4115.9684,-57470.9373,-76086.6450,-60383.3706,-62079.7329,-60963.1320,-61505.1000,-69813.1678,-66363.8741,-200359169.7646,-200383000.2907,-200365524.6263,-200369790.6941,-66159.4691,-200365088.3856,-5139.1104,3280.4141,-2440.7038,-1868.0205,-3392.4932,1919.2384,-980.0847,1330.9418,1393.8445,-3928.2707,1748.3130,1702.7805,-3122.7990,-2409.2197,-1999.5931,5836.6306,6334.1143,6352.2506,5441.7784,-4648.1660,6479.2122,120.4923,-4631.8932,-4281.5589,2715.1290,2759.1022,-135.7515,-656.6134,3538.0069,582.9479,5206.0791,1452.3794,2578.4221,3844.0132,6732.9594,4217.8054,4715.1263,-3293.3029,2423.1790,-5557.1713,1261.4813,-2016.1203,-1140.9230,-4351.7336,0.0000,-4627.3795,4569.6676,3804.1331,5267.3078,2912.6409,1555.1951,-76.0270,875.4062,-3734.9592,-5520.6630,3221.3535,-2628.6090,-119.7163,1003.8435,5782.8906,-5263.2300,-4469.8219,3726.3994,6637.0167,6871.8392,-2575.6631,5692.8293,6491.1167,5747.1720,0.0000,-3437.4869,-3077.0214,-3172.8554,-5384.6522,-4293.6867,-5924.7332,-6871.5183,-5580.5929,2096.0017,4665.7506,-5226.8084,-6159.4526,-145.0314,-34.3324,-2245.8621,2637.1866,3781.3173,3018.9995,-1124.4065,347.7022,-5167.9928,2117.0263,2986.5684,4568.2080,-5013.7470,4138.5979,6731.9531,-6453.5512,6101.1542,587.3141,-329393.7271,-310065.8001,-318228.8971,-320217.5543,-311641.0282,-314230.0807,-314647.6448,-316619.8315,-55432468.6011,-55370980.0614,-55388880.2744,-55412498.5953,-316160.8711,-55412916.5139,4263.8287,4977.0366,1778.1490,-4675.3152,-4631.5922,-1670.8088,-905.0454,4707.8731,2795.5752,5426.3014,-5359.7057,2157.8531,-1288.4802,-1030.4173,2610.5214,-3734.3065,-101.4225,-2269.7128,3848.7303,-4585.1903,700.1231,3865.9877,3704.6081,5356.1619,1348.5807,-4710.9221,-2225.1620,3556.2074,-5356.3339,5098.3904,2891.8085,6233.3633,6342.7260,5427.3041,-379.7926,5196.4412,4219.5101,-5173.6127,226.6981,-4096.9982,-5526.8975,4653.7467,4565.3113,4418.5252,0.0000,4108.2286,3991.5799,1897.4373,4431.6165,-5297.9062,4046.5915,-3165.7810,-3954.7462,-1782.9925,4134.2352,1030.1040,-4652.1416,3072.0272,2750.5966,-2544.5440,1076.5694,4018.6214,5477.5425,1113.7096,876.6915,-4870.9399,-33.1433,-2364.4645,3534.4756,0.0000,5354.3579,5223.7288,-4726.2385,-3297.4002,-4016.5230,-3560.3217,313.9479,3716.6824,3928.3786,4756.9815,3482.5605,-555.5563,5441.0814,-4707.6170,-3167.2337,5068.0882,-2107.1912,-5991.1765,1174.8982,-4274.2254,589.4874,4715.1636,693.7169,-3093.8129,4534.7634,5525.9144,186.0545,-1903.4601,2623.9530,-5462.7975,171087.9380,170777.4944,168841.5818,173453.5147,174303.3939,164009.9965,161494.5357,167437.0076,64071987.5455,64076789.7833,64062004.7621,64065415.3607,169139.9627,64071729.8923,
600.000,359.0269,5154.3246,-6847.7221,-5576.2568,3265.2496,6854.8932,-6294.5027,5937.8401,-5917.1041,-3347.4462,5140.2004,6763.1831,-6624.2113,5348.2275,-5572.9826,2267.5341,3690.5250,-653.5315,-560.3107,-3273.4603,3401.6186,-6030.7204,2127.8718,-2549.7951,-5049.3535,-3045.7735,-6594.5046,-4860.6485,3781.6282,-3419.3845,-2460.8535,-2872.0879,2339.2547,3523.0058,2508.0022,456.0862,-1648.5961,-3840.8284,6740.2737,-1297.9932,4304.8270,3466.5946,4134.2250,-4196.0823,0.0000,2072.3350,-2450.9204,-4025.8217,2083.5196,-1237.2118,-4067.8274,5065.4925,4656.2296,-6323.2324,-1247.2018,6069.5848,-5087.2302,-5176.2763,6832.3973,-1218.2595,3270.1299,-4443.8086,-117.0176,2575.4602,-505.2216,-5550.4037,-2751.6835,1287.2467,854.1410,0.0000,-4430.9597,-1614.4695,1957.8122,-4317.1544,2156.1174,-1445.2073,-479.2607,-3546.2408,-5290.0710,3054.3702,-3611.7146,-3638.0060,-4538.0488,5700.3553,5653.5969,5401.8472,-4711.8705,3686.9674,6472.8294,-5584.0150,3414.0404,-3444.7319,-5529.2982,-2285.8564,-877.1813,2182.2900,555.5559,-631.0216,2795.8311,-3881.0372,-50548.4969,-69676.4966,-53803.5317,-55526.7767,-54342.2277,-54882.1813,-63128.6946,-59251.5238,-199097565.4454,-199122412.8646,-199104649.0779,-199108149.0898,-59543.9770,-199103578.1722,-6234.1923,2365.8394,-1022.2938,73.8187,-5078.8586,758.4214,317.4601,-149.1887,3071.3780,-2546.7887,34.5069,526.6984,-1744.6680,-3632.9447,-430.6497,6024.9423,5564.3074,5530.9951,6463.1041,-2893.4084,5851.3182,1965.8057,-4035.1509,-3309.0399,3871.5287,4483.3563,1155.6442,938.2401,1777.0464,2354.8089,6272.7840,3445.0164,734.1076,3120.9575,6246.3581,4126.8122,6046.8754,-1349.2208,927.1909,-6235.3395,-879.2316,-3874.8848,-3206.4008,-2686.3570,0.0000,-5993.1117,5948.0791,4685.6902,3952.7307,3948.6445,3165.0343,-1459.2573,-829.2181,-2776.3291,-4494.5120,1860.4204,-581.8441,1289.1051,-241.0928,6571.5766,-5979.1962,-2650.7083,4812.6746,6297.8931,6774.9802,-1383.5374,6093.7053,6730.5889,6332.7565,0.0000,-2446.3542,-2169.4952,-3837.5641,-4896.0662,-5723.4879,-4824.0654,-6741.1985,-5361.0631,3708.9833,3002.9452,-3562.5896,-5710.4307,1928.3042,-1741.1141,-3684.4657,1419.1166,4933.7915,3373.3557,-2314.4652,2310.9647,-5809.4858,3920.9326,3997.3390,4702.4954,-4244.1808,4017.8268,6448.7075,-5981.0129,6328.7699,2704.3990,-330396.6075,-311419.2908,-319643.8380,-321511.4924,-312919.5079,-315483.9646,-315984.6725,-317826.2864,-59794858.8194,-59733711.9376,-59751466.5284,-59775794.7817,-317467.3141,-59775340.6678,2900.1447,3929.9506,270.0224,-4165.5756,-3404.9016,126.0292,-2630.5472,3514.8423,1411.4600,5471.6950,-4633.3106,378.6927,255.9872,-2464.5518,4045.1803,-2599.1156,1695.0423,-4117.4961,2353.8489,-5336.2027,-857.6872,2783.6764,5233.2434,5470.1764,2737.9831,-4327.0973,-442.1410,4722.5125,-5478.2023,5515.4406,1203.7527,5290.4798,6490.4177,4936.9363,1428.8912,5516.1331,2840.9647,-5387.4757,-1309.2595,-2671.4489,-5341.1168,4426.2503,4201.4331,4640.3335,0.0000,2693.3206,2540.9213,3192.4303,5263.4358,-5426.1089,4612.3997,-4465.1576,-4987.5262,11.0414,5095.6641,2735.2377,-4672.0688,4392.0242,1051.6608,-798.5495,-746.0560,4604.0064,4945.0982,-440.5740,-1367.5593,-3775.8001,1760.7754,-916.1293,2339.4830,0.0000,4658.9598,6381.9346,-5403.6828,-2029.0859,-3017.3790,-4735.7393,-1488.4407,2577.4813,2460.1898,5411.9302,4686.4131,1563.6688,4832.1272,-3510.9041,-1531.7015,4075.1832,-327.6989,-4838.4176,-641.7075,-3394.9343,-1231.6044,4559.0801,-1122.2406,-4405.6760,5288.6627,5173.3600,1979.2521,-3198.0493,562.7617,-4974.8722,171074.5365,170791.1658,168958.7446,173317.0723,174428.9736,164243.4992,161378.8897,167433.3185,64069297.0331,64073637.6164,64058778.4125,64062535.2885,169156.5026,64068777.9493,
