sl_100_86400_20260515 Coordinates.csv
2026/05/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:59 2024,
Start: 2026/05/15 07:47:00.00, Stop: 2026/05/16 07:47:00.00,
TIME_UNITS,STARLINK-2043 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-30896 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-3763 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-4071 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-4464 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-5584 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-5896 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-31156 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-4281 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-30896 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-3763 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-4071 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-4464 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-5584 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-5896 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-31156 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-30896 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-3763 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-4071 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-4464 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-5584 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-5896 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-31156 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6544.5431,-4388.0891,-156.1244,-4123.3369,3540.1510,-4822.9652,-6558.8641,5941.7816,4294.5023,-5508.2476,-5078.9144,-371.3749,-5182.3634,-1747.1231,-3175.5848,6254.5265,4301.9723,-5465.6352,1843.4973,-4850.0134,-1000.9281,5083.5639,-4356.4635,-1294.9802,0.0000,-5260.1878,-180.7203,927.5171,-3365.3970,-3765.7631,5639.6486,-4184.7716,5676.2875,-3901.1467,1488.2390,5322.6669,-2837.8558,-2015.2394,955.7284,-1402.1096,-5581.5120,2287.8784,-3882.9722,-2638.2784,95.1296,-2802.6964,-4789.9545,-3662.4510,-4125.6898,-2343.4820,-2721.0767,-2812.1259,3922.9689,2510.7645,-4908.7825,3106.9847,-443.5325,-4473.6072,0.0000,-4879.4681,4283.2740,-3609.2210,5325.5593,-3147.6137,-5444.8897,-4970.9404,-1717.7460,3382.8882,-6075.6960,209.9382,-3661.6178,6825.4971,-4640.2043,-5273.4435,1947.6957,594.2072,-2166.3869,-6377.4091,5060.1247,4309.1100,1930.0928,3734.7473,1674.8881,-5223.2626,5107.4325,-27.9967,-1109.7111,-4485.8556,0.0000,3527.2796,-5208.9485,2827.4094,-266.6295,-5262.7851,3956.6594,-5098.7015,-497.8295,6115.6052,5929.8811,5202.3899,-270375.5426,-255088.7465,-273484.6549,-272518.9165,-271073.2795,-271431.1826,-263324.4839,-266295.2023,-265299566.7671,-265321376.6898,-265305405.3025,-265305305.2042,-267453.3894,-265311550.3734,-582.3373,-2612.3869,4331.9088,-794.4482,-3527.5718,-1869.7001,1276.8000,539.0201,5373.0069,1093.5464,-3400.0223,6763.0685,-3138.5911,-6665.8294,-4561.4720,-433.9712,3388.8066,1515.0346,-4977.7984,-1767.2854,6837.5957,2196.3858,-4314.8781,-6694.0295,0.0000,3232.5174,5846.6713,-6727.4076,3983.5459,3760.8337,3626.1543,-955.9974,-327.2158,5272.7324,4020.6149,-4410.5817,-5561.2150,-3666.9951,6227.2700,4483.5555,-284.7254,-1259.0646,-3058.3933,2313.9948,-6493.8638,2426.1341,3399.9510,5231.9146,1856.4748,5877.2494,-4430.8080,-5863.9623,-4467.7073,5251.9226,3845.1898,-4599.9540,6399.5726,2350.6371,0.0000,-3554.0886,5255.4861,-2221.1120,1088.6730,5855.9509,-1508.5773,219.5431,1706.4753,6006.9844,-3280.7702,6854.9828,-5862.4474,1186.9159,-2266.7918,-978.8186,-6412.8889,5741.8550,5881.0515,-2218.5020,4718.1883,2856.9965,-3617.6223,5492.6448,5914.1771,-4405.6286,2944.4740,6732.1487,6246.7467,-4079.5042,0.0000,5711.0182,-1277.6848,-5058.1400,6735.4486,4492.5149,5614.8536,-4672.9379,-6710.9134,3113.3019,-252.4237,4349.4629,237591.5043,206498.4010,221275.5902,224759.4122,216306.4217,219245.8492,221628.0682,222668.7974,191375071.2700,191376997.3074,191365665.4259,191362033.2238,222094.2049,191363839.6946,1915.8464,-4671.7181,-5380.6678,-5499.5871,-4640.2147,-4480.1544,1435.2002,3466.6743,864.8034,-4051.8369,3227.6624,914.4765,-3131.4395,-786.1509,3947.3817,-2930.8542,-4270.6667,-3945.3054,4445.1451,-4634.1023,618.8349,3750.4700,-2929.4551,-1152.2265,0.0000,3164.6596,-3724.8068,1475.5952,-4235.9995,4433.2773,1289.7620,5421.8718,3919.1639,-2184.5778,5335.7987,526.4853,-3065.1108,5485.5832,-2912.2112,5057.4995,3947.3916,6424.8799,-4730.7508,-5991.8949,-2372.9999,-5865.3288,-3643.6105,2679.1492,5214.3122,2821.5897,4544.6219,2350.4259,-3546.8024,-3782.9506,2977.7396,-4157.9581,2333.8862,-4710.2511,0.0000,-3383.7113,-1515.8547,5412.6375,4265.2197,-2047.3252,-4004.0142,-4806.8602,-6520.2770,475.8769,-420.3715,995.7427,-659.8183,599.4727,4468.5086,4273.5123,-1734.5928,-3854.7857,2961.5273,-1649.2913,20.3587,4636.5689,-5468.5694,-1857.3874,-3175.0666,-1274.5767,-3652.3037,1654.3326,-2286.0229,3047.1471,0.0000,270.7204,4347.0289,3813.8912,1612.4872,408.7091,-812.8941,-89.3966,-1595.4852,460.9710,3594.4746,-1333.7554,107409.1881,103280.5791,102647.6718,108412.3170,108272.0911,97710.8116,96238.0432,102231.6169,56397760.9403,56383128.1704,56366816.0685,56378410.9530,103473.9794,56385610.8183,
3600.000,4017.6127,4013.5339,-4087.1075,5259.9634,-240.3143,3444.4369,3582.8450,-6751.4039,-5426.2075,2914.6970,4196.1826,-1873.4616,6740.0891,3614.6089,6118.9076,-3319.6618,128.0860,1879.8953,2271.4214,5257.2882,-1526.9318,-3146.8940,5850.1835,2748.3135,0.0000,6518.2220,-3321.9380,-700.0741,1740.1460,38.0671,-5314.4534,4050.6406,-6491.4848,594.1753,-5338.8514,-2639.4135,2322.5772,5661.7120,-3338.4736,-2949.5598,6163.6916,1093.6709,4175.8305,6467.5807,1502.2948,6519.0308,4298.5603,1798.2607,821.6598,210.9125,4285.9763,4831.3513,-3010.0283,-2271.5218,4147.5719,-867.8208,-1392.1667,534.9532,0.0000,4170.3342,-3113.0865,6194.8152,-3266.3259,2888.9471,4537.0447,2360.0966,-1634.2774,-4158.7184,3199.5561,-2585.3238,3163.0887,-4810.3369,6810.8873,6307.8337,322.9632,-3855.6843,9.1763,5818.7770,-5069.2973,-2200.7991,2100.2672,-3595.0540,-4163.3611,3680.9032,-4985.7428,-2566.5249,-2860.8773,4075.8520,0.0000,-4322.8034,3329.8493,-697.3425,-2389.3813,2995.5439,-4302.5642,5113.4997,2332.3673,-5652.8467,-6306.5566,-5618.8656,-321918.9884,-298577.0307,-319976.9114,-318071.4523,-317347.6722,-317595.6983,-310679.1570,-314487.3117,-305788487.8938,-305812650.6825,-305798076.5803,-305800343.0686,-313870.0631,-305801028.8154,-2026.7551,-1723.4253,-3177.9142,-2974.3713,6275.8015,-2643.9733,-2994.4231,1215.4619,-3343.1273,-4322.4386,-368.5458,-4537.4100,697.5649,5218.6402,2966.4224,2713.0452,-1213.0222,-3704.5418,4994.5364,-2269.7914,-5614.9698,2753.2657,2896.2477,4239.2924,0.0000,-1172.8875,-3878.1567,6013.2151,-6471.3035,-5471.6117,17.5088,-3325.7604,2364.9622,-4509.2293,-3463.0114,5210.9025,2014.2540,2227.6349,-6050.2177,-3627.5992,-2916.0643,4320.4953,-1709.4858,-1738.7054,6434.6791,-1788.9765,-5379.6486,-6625.3366,-4793.9188,-6886.3685,369.1967,4763.3816,6197.3881,-1246.9560,-5370.8547,6759.2860,-6259.3992,-4373.9854,0.0000,-304.5290,-2768.5471,-702.7829,2642.8491,-5612.7172,-2524.4850,-3756.8499,-4616.8469,-4113.8239,3946.6204,-5028.0078,4577.2474,-385.3924,413.3350,-2347.0436,6622.5990,-3395.5755,-6911.9375,1870.9539,-2435.1214,908.2814,5493.7194,-4842.0553,-2866.2083,2332.8142,1045.0799,-4774.5045,-4029.7514,-395.3651,0.0000,-2770.6234,-2604.2411,6871.2778,-4877.5710,-5430.1173,-2972.8650,2442.8261,4237.0889,-969.0301,2882.0086,-2654.6147,162619.3535,135782.1126,148640.6182,150897.4318,142018.7718,144715.7897,147669.2882,147311.5130,116117107.9848,116116993.0272,116114292.3518,116112272.3982,148088.4328,116106607.8498,-5164.9804,5352.2844,4558.6093,3350.9332,2643.4821,5274.2054,-4998.0198,774.8603,2718.7374,4542.7866,-5492.2259,-4759.3017,-757.8828,-2800.9951,-560.7792,5417.4192,6824.6476,5504.4442,-4239.3607,3898.7738,-3789.1305,-5230.2717,-1884.0651,4708.6446,0.0000,2075.8857,4676.4552,3403.6782,-461.0988,-4263.1942,-4294.4052,-4531.0201,145.0881,5191.7550,-2551.5552,-3743.5250,6221.2398,-3278.0255,-639.2535,-5095.4131,-638.1778,-5335.2992,5126.5921,1795.3271,-2037.9376,1534.9464,-575.1659,926.0698,-4916.2151,745.3210,-5417.5405,1340.3174,-658.6210,6422.6364,1319.5001,1265.6895,2344.7136,5303.8022,0.0000,5498.3798,5543.3882,-2923.0721,-5499.6072,-2928.6345,4566.5069,5291.7841,4918.6603,3669.7409,-4691.0731,-4017.9931,-4162.2967,-5015.1050,-423.1178,-1362.8669,-1994.6556,4651.2980,555.7910,-3316.0398,-4036.7040,-6538.3036,3462.7248,-3353.2862,4709.1843,5399.7826,4691.5079,-4332.8295,4575.7680,-5422.0814,0.0000,4323.9874,-5473.0001,-700.2949,-4316.5132,3085.7617,4514.8247,-3973.2148,4929.8358,3786.0126,-354.1835,-3028.0858,108893.2007,104500.8445,105243.7634,107788.6971,110938.6121,101927.1600,96207.4810,106388.9016,56462111.1647,56454373.4753,56433475.9388,56444758.2478,104882.4160,56449869.7178,
7200.000,-307.6934,-3510.8119,6556.6031,-4898.3534,-2486.9565,-1933.2475,914.4018,4453.3800,5117.5177,-165.6863,-3030.5050,4509.6824,-4975.7248,-4810.5647,-5993.4353,-206.9537,-2655.5500,1672.7411,-5349.5527,-4632.8166,4312.9245,706.7266,-4327.0374,-4405.1010,0.0000,-3128.8687,6164.6629,-1017.8755,1199.9477,3113.9767,3430.2743,-3480.6322,4359.7423,3634.1289,6255.2578,-1357.7075,-2804.3987,-6787.9211,4594.9392,6082.2445,-3950.0589,-2526.6699,-3921.1618,-5990.9927,-3021.4135,-5838.3833,-1751.9917,999.4694,1708.2084,2218.9066,-5425.9735,-5260.0107,620.0611,3114.4610,-1234.5078,-1348.2913,3265.2740,2769.5149,0.0000,-3256.7480,2189.5277,-6224.4132,1229.8600,-400.7302,-3047.1651,-100.9367,2853.6687,4161.0320,758.6832,4915.2236,-2398.5178,1171.9072,-5358.0905,-4699.1679,-2940.6628,6358.5933,2321.0329,-2872.8534,3868.1922,1065.8073,-4219.9663,2507.2076,6046.5991,-1898.2635,4193.5918,5133.4135,6063.8010,-3059.0264,0.0000,3657.4675,-1470.7792,-1541.4172,5062.8027,808.4530,4087.7249,-3859.2169,-4550.0149,3218.2847,4384.1849,4157.5492,-352950.1989,-323047.6045,-345959.9154,-342529.4356,-343501.1012,-342720.5261,-337992.2556,-340050.7524,-325401510.4502,-325425911.6573,-325417687.6555,-325421420.1280,-340305.5931,-325414935.5201,4962.6571,5307.8696,1997.0173,4800.1190,-6201.6430,6159.1322,4679.8612,-2681.9450,-329.9765,6551.9808,4477.2127,532.4590,2279.5724,-1728.1374,-30.4003,-5210.8282,-3482.5451,5672.1844,-4164.9632,5093.1326,2761.3394,-6413.0964,673.0794,-180.2602,0.0000,-955.1014,1496.2726,-2648.7032,4613.5337,6010.9509,-4241.0823,5926.7711,-3406.9801,3189.8760,1898.4839,-4927.2901,2604.6871,-758.8668,3552.6273,2677.5340,4628.0417,-6379.1268,5301.6416,-673.1210,-3490.6625,-638.4498,5022.7621,5583.8811,6527.3727,5303.0195,3181.9870,-1579.5777,-5276.0561,-3270.1754,4809.0768,-6367.4470,2790.2988,5801.0567,0.0000,4429.7702,-1775.2038,2501.9238,-5962.6863,3159.4812,5771.0757,6455.9827,6316.8880,29.6700,-523.5895,1679.4527,-494.9990,-2131.0619,1547.9992,4328.7882,-4385.4076,774.0884,5351.3780,401.1734,-1548.2624,-5069.3648,-5262.3397,961.8206,-633.6782,1887.8281,-4702.7760,1577.7250,461.6029,4959.5475,0.0000,-2523.6597,5985.2621,-6142.3018,1758.9068,5015.7980,-1351.9686,1511.5313,-423.7642,-2585.3292,-4394.6309,-855.3211,76787.1377,56528.5528,66906.6441,67765.4305,58840.0932,62487.7494,64138.4667,65811.3465,32946518.2610,32943000.0985,32947289.3164,32939883.6675,64996.4234,32936321.3636,4696.5957,-2717.4880,-847.6021,872.5220,1345.4435,-2269.1899,4887.2841,-4551.7071,-4671.5948,-2229.7270,4303.8988,5097.3756,4057.4584,4677.2182,-3265.4939,-4550.8587,-5392.1739,-3572.6250,1430.6419,-816.1231,4672.9316,1775.3795,5182.1509,-5331.5685,0.0000,-6126.2071,-2797.8267,-6352.4357,4721.2914,1491.4550,4099.7585,823.9230,-4147.8979,-4943.4697,-2064.8573,4675.9276,-5808.9170,-1042.9953,3784.8725,1888.3869,-3147.2321,1083.3867,-1818.1066,3434.0328,5133.5969,3682.4024,4397.6584,-3985.2201,1491.2078,-3879.3197,2858.3642,-4212.5424,4423.3804,-5273.0000,-4818.6147,2374.7100,-5315.0701,-2525.9922,0.0000,-4201.4007,-6353.3543,-1547.5220,3271.0009,6170.0149,-2310.1360,-2478.7982,-494.5612,-5524.0185,6843.6330,4580.5788,6484.1348,6503.7621,-3957.8053,-2513.5878,4465.3313,-2668.6296,-3758.7504,6302.2046,5512.0513,4625.9394,1072.5267,6337.3541,-3300.7553,-6418.8679,-2895.7894,4378.6083,-2915.8999,3476.5994,0.0000,-5043.7934,3116.9417,-2852.9303,4389.3071,-4721.2164,-5418.3507,5526.5586,-5194.9173,-5507.2170,-3119.5626,5441.0697,110314.5792,105712.9314,107731.6174,106269.5717,113105.9112,106977.7580,96865.3938,104716.2020,56525642.6963,56525025.9859,56501569.9447,56516166.5779,106279.4553,56514102.7069,
