sl_100_5400_20260629 Coordinates.csv
2026/06/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:36 2024,
Start: 2026/06/29 07:47:00.00, Stop: 2026/06/29 09:17:00.00,
TIME_UNITS,STARLINK-31492 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-31127 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-31780 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-11290 [DTC] - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-6163 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-31780 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-11290 [DTC] - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-31780 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-11290 [DTC] - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2490.5115,-6909.1107,-6385.0439,-5354.3071,-4626.7138,2166.4270,6578.1878,-3766.5979,2605.5273,-5374.6563,5569.2965,-5751.2686,3166.3459,-964.4026,-4342.8539,5756.8176,-3862.0254,-4943.9898,5437.0039,-2623.9519,-3990.9658,2970.6838,4537.3489,-2732.5977,-2994.7996,-5925.9092,3604.9622,5978.3467,5553.6604,-3828.5551,-2096.1213,2630.6598,-228.1499,5653.5182,893.9707,-1099.8431,-3680.9175,-2590.4108,2468.4753,-392.7592,-137.6609,-1486.4904,6888.6977,-2946.9484,-5555.6081,4899.7497,5098.2884,-4987.4934,-3531.8332,5785.6982,4224.3158,4372.3172,-4006.1717,4206.7304,-3079.9108,-4983.5856,-3534.2936,-5071.2317,-6019.9574,4297.9133,2637.3947,-2402.2797,-3252.1932,-6311.2792,-38.9561,-667.5233,-1848.1634,-899.6581,-1388.1927,4869.8012,-6638.1277,-4288.6197,4106.3386,-4366.3513,-4826.4915,1106.0252,-5777.1699,5455.1153,4405.3980,3679.5491,3832.4161,-3456.5582,4405.4946,4580.7106,3717.3076,786.0737,1254.4590,3974.7916,-3828.9139,-4106.5866,-6269.4047,1447.7132,891.5779,2848.2398,5526.2962,-2659.0676,3293.8021,-4416.6156,-1943.3184,-1250.1411,182229.9411,218950.4825,196099.6870,194576.2950,201495.0288,199277.8389,203366.1966,200727.5488,-271088808.8429,-271081415.3041,-271057864.8598,-271080456.4785,200100.5773,-271073822.3412,-5355.0997,-137.3661,8.8141,2738.5638,4034.1606,-5127.2459,-2124.2129,4234.2141,-5473.8284,367.2472,1569.9678,-1586.7678,-4650.4035,-6657.8015,-4447.4735,-1647.7104,3936.8816,982.4836,2964.7487,5143.8025,-1097.5279,-5963.2098,1064.3366,-3118.8762,-3408.9984,1154.5147,5500.5823,3445.2607,-3019.3154,-3644.0780,4839.8337,-4861.0033,-6899.3301,3333.6807,-528.0215,-4336.4110,1977.7950,6338.1533,5731.3166,2444.8347,5593.4652,5702.0974,554.9210,6035.5618,3068.0467,-33.5658,-454.0549,-1262.0069,-3641.6467,-2121.8889,-2045.5560,-3657.6116,-3073.6561,5065.6283,-3110.2418,121.5736,-5148.0951,4417.6987,1037.2017,5379.4172,5668.3114,6415.5108,5502.3504,-2869.1773,6291.4769,6674.0062,-5894.3640,6200.3294,3991.7538,4516.0641,-1627.6441,4518.0485,1985.4290,1535.1736,309.9550,5034.9376,-407.8115,-2723.3496,-4919.0065,3301.8935,2269.2041,5085.8381,-1748.6317,4144.8617,-4543.8664,-4056.6136,4320.5027,-1445.5715,-3315.9969,-3004.1935,-1633.3803,-4755.6224,3675.1022,2763.5562,-139.4484,-5187.6478,2713.2542,-5118.0401,-6261.0403,-5204.1059,-293216.1470,-296131.1444,-302399.2136,-299386.2529,-304480.8114,-302653.1951,-295281.2813,-297694.8230,121363724.7326,121349531.8546,121345904.5444,121354805.8957,-297793.2666,121351384.5874,-3403.4651,205.8143,2354.6145,3402.5324,3063.8130,-4137.0435,-110.9344,-4017.7855,3125.4885,-4364.4687,3812.7899,3515.2561,-3795.7523,1089.6805,-3067.7856,3488.5605,4183.0309,-4741.0999,-3034.6439,3856.6373,5522.1683,1478.3473,-5112.8218,5517.2909,-5124.3022,3321.5929,-2070.0639,673.3604,-2850.1341,-4335.7623,-4479.6828,3982.5723,355.2418,2160.2930,6851.1534,-5285.4472,5459.3157,-989.6952,3017.0359,6482.7976,-3979.8189,-3617.7181,-44.8449,-1308.3094,2476.4241,4760.9916,-4669.3252,-4638.1152,4726.0307,2910.3948,5063.1926,3885.7488,-4733.9760,-2059.7378,-5359.7101,4638.5902,-3015.2011,-398.9730,3251.3900,568.0494,-2985.5166,-1028.7784,-2669.1453,131.8924,2861.9129,-1659.3608,3092.9155,-2473.1519,-5370.7613,-1931.9687,-1076.0001,3004.4170,-5183.5697,-5054.2670,4928.2068,4572.0512,3660.5525,-3311.6053,2047.2576,4829.1554,5280.2326,-3115.2107,5014.8083,2880.5636,3633.0973,5522.4942,5080.7909,-5465.9261,-4603.4476,-4681.8714,-2467.2255,-4534.8062,-5839.8956,5680.3715,-4183.3728,3663.9147,5152.5057,1550.7565,-2203.9376,-4405.3905,-186372.7111,-188944.2726,-190513.5394,-184990.4365,-184925.5885,-195449.7558,-197113.4348,-188085.0800,107594583.7573,107566188.4721,107570685.6536,107588055.6218,-189801.3550,107588219.3128,
300.000,1420.9140,-6643.7449,-5569.3031,-5170.1903,-2833.6324,75.3676,5908.4481,-1799.3049,1558.8468,-5470.7225,5241.9289,-6530.2444,1248.6741,-2398.7142,-5739.4092,4420.7659,-2685.9297,-5238.1382,5188.9203,-1245.3115,-4474.6194,1883.9183,5490.4429,-4143.6630,-3852.6814,-6142.0224,4215.6276,6564.4680,4010.7289,-5406.3981,-861.1669,696.7205,-1710.4635,5561.6970,2710.1172,-3117.1495,-2282.3144,-1437.1110,4113.9817,1790.4701,1443.9988,-240.4143,6631.8438,-1532.1948,-4033.6355,3799.5039,4895.4893,-6022.0897,-4886.2391,5450.4128,2510.3051,3869.7589,-4195.3469,5295.8525,-4768.2652,-4757.8435,-5066.3307,-3915.4623,-6254.3713,5112.6955,3810.4324,-788.6037,-1409.8068,-6649.6650,1323.8738,549.0183,-2864.2235,359.3959,499.1624,5833.4931,-6332.8421,-2579.6384,4135.5844,-4251.5819,-5319.1698,2537.3443,-6439.4658,3892.5368,3599.2426,4069.8821,5205.5698,-2581.6125,2774.7276,5895.0746,1864.2584,-1357.2117,3251.4989,2774.0823,-4868.7566,-5627.4316,-5901.5345,-561.8792,1826.9717,2556.5936,4690.1079,-3463.8028,3984.5151,-5578.2167,-2916.9644,-3239.7749,188362.1343,225192.6253,202235.7696,200840.2202,207747.7733,205544.7858,209530.7778,207143.7588,-273670987.6093,-273663894.1632,-273640163.8220,-273662994.8324,206330.6969,-273656021.6533,-6416.7803,1063.5955,1642.5483,4216.4015,4754.0143,-5141.2103,-3164.1801,4874.7476,-6476.7240,2358.6147,-445.1541,25.2269,-4558.7271,-5856.9672,-3472.3471,-3117.5816,5489.6742,2787.9018,1254.6899,4253.2122,997.5459,-6552.2980,-644.7081,-1468.2886,-1426.2595,2617.6404,4086.0107,2057.1087,-4084.4758,-2917.9911,6082.0649,-4584.8544,-6432.2480,1780.0824,757.3995,-4267.5729,3653.0310,6715.3469,5320.9889,2112.0298,4480.2241,6593.3839,-671.5008,5966.0973,4110.0455,-1828.4231,-2545.4910,211.3749,-1979.5252,-3789.8599,-3317.4748,-5182.2953,-1014.6646,4410.4941,-1954.4741,2263.1404,-4425.3068,5031.8694,2477.1370,4479.3415,4174.6664,6427.8256,5628.1287,-1386.7793,5292.0045,6884.6280,-4480.3238,6685.7486,4903.7329,3710.7287,-295.2318,4721.2684,-165.2964,3493.3304,2140.9931,3566.3898,1003.9762,-3893.4517,-5898.7749,1247.5134,780.0093,6220.0977,-3114.8189,3072.5906,-4614.5605,-4313.2175,4270.1811,-3260.5560,-1411.9381,-2017.1351,141.1655,-4175.7063,1778.9844,690.7965,-2064.7229,-3506.6108,613.9660,-4124.3694,-5044.1144,-4945.8066,-289399.5855,-291504.6279,-298052.4953,-295065.4698,-300224.6903,-298422.6835,-291040.0642,-292988.7965,115416252.3098,115402080.2135,115399112.7299,115406875.9617,-293515.8294,115404004.2723,-1803.8851,-1596.7987,3545.6561,1807.4590,4051.4187,-4654.1065,1687.1749,-4610.7506,1473.6664,-3545.6662,4508.9426,2309.0135,-4870.6735,2521.7524,-1743.6157,4329.9342,3252.9420,-3559.5554,-4367.4041,5343.2254,5158.9443,-338.5727,-4159.1755,5320.7266,-5474.5738,1712.9317,-3617.1390,-871.9257,-3914.0800,-2997.2336,-3185.1010,4988.3217,1858.5972,3689.4520,6332.8559,-4474.4425,5358.3654,822.9552,1682.4937,6364.1953,-4999.1434,-2066.2663,-1831.3430,-2982.9458,3636.2009,5374.0082,-4189.7672,-3415.1577,4503.9027,1549.1568,5508.4705,2405.9157,-5411.4877,-283.1191,-4618.4360,4314.3060,-1679.6625,-2182.6052,1631.1350,-1246.3387,-4007.2618,-2462.3641,-3784.2568,-1399.3866,4240.9410,140.8305,4406.7428,-718.0352,-4733.4330,-148.2712,-2774.7525,4342.5796,-5526.9574,-4084.7315,3849.8635,5319.8510,2120.2103,-4223.1638,271.5943,5442.7656,4475.1551,-1465.9713,5495.2601,1513.3287,4782.0958,5208.6272,4156.0424,-5426.0092,-4598.9209,-3473.7912,-3635.8989,-5246.5965,-6472.7738,6402.6512,-4669.1441,4804.5581,5338.7011,27.7466,-3728.0320,-3617.8597,-186376.8014,-188946.0568,-190404.4206,-185119.1146,-184791.6455,-195234.2116,-197246.1464,-188237.5038,107597176.6201,107568874.9047,107572896.8415,107591076.1659,-189788.5380,107590589.7916,
600.000,224.1781,-5717.0837,-4196.4627,-4486.5436,-751.9696,-2032.9879,4643.5963,338.9639,367.4119,-5067.6071,4445.1711,-6683.1701,-823.4511,-3612.5844,-6574.8156,2673.4049,-1279.7321,-5045.2766,4460.0529,312.1836,-4566.6614,598.1573,5929.7219,-5184.2668,-4376.1003,-5751.5348,4442.5799,6518.0231,2081.1094,-6422.6873,424.4151,-1336.4962,-3043.3393,4945.3534,4183.1077,-4813.7083,-701.8508,-131.8178,5351.0187,3802.3337,2926.1087,1006.6665,5716.3138,67.8065,-2097.2036,2353.8941,4258.1201,-6478.5149,-5798.7684,4569.8464,576.5485,3005.2810,-4030.4040,5851.2805,-6001.7525,-4088.1989,-6100.4072,-2322.0754,-5877.8579,5427.8605,4652.3974,921.9456,588.4400,-6349.6772,2599.7090,1712.3479,-3644.4599,1571.2414,2301.4130,6215.1785,-5410.5124,-594.3125,3815.3119,-3747.3513,-5315.5585,3766.1020,-6452.2447,1961.7472,2437.2917,4117.3391,6086.6864,-1463.1468,899.8778,6603.8616,-195.0205,-3351.3823,4892.1074,1349.8133,-5458.0365,-6592.4476,-4984.9830,-2540.4790,2657.3235,2086.7102,3436.8770,-3974.5462,4298.8179,-6199.7767,-3643.0928,-4906.1866,194415.7719,231335.9020,208283.2291,207014.2393,213909.6697,211722.7965,215604.8621,213392.5913,-276122696.5649,-276115904.7538,-276092018.8968,-276114983.2812,212469.4398,-276107754.7617,-6809.9600,2176.7014,3139.6711,5260.8443,5037.6742,-4702.3285,-3906.8809,5091.1483,-6806.0639,4106.1691,-2437.5766,1614.1393,-4039.4373,-4458.2994,-2176.5408,-4323.5864,6513.4252,4293.2934,-611.9764,2977.9405,2972.8452,-6463.2175,-2254.3802,286.3099,683.2232,3801.3762,2248.8223,462.0555,-4792.3636,-1925.3345,6729.5437,-3883.1312,-5336.1866,19.8887,2034.5406,-3825.6474,4996.6211,6426.9727,4407.9672,1648.3210,2945.2345,6832.4067,-1851.5859,5303.8088,4767.5302,-3476.5376,-4384.5917,1629.5729,-157.1094,-5060.5744,-4313.2316,-6178.3422,1151.8332,3314.9997,-654.2111,4170.9874,-3288.2100,5124.0137,3655.5249,3122.9672,2281.1392,5828.3106,5238.8976,242.1383,3783.0643,6407.0073,-2624.7685,6448.7109,5353.6233,2537.0920,1095.6301,4500.2984,-2304.6744,5081.2193,3731.4192,1770.9362,2290.5181,-4727.8677,-6289.3848,-930.7789,-743.4454,6724.7572,-4222.9369,1701.0803,-4274.9859,-4196.2362,3816.9092,-4784.3221,612.0455,-868.5317,1928.8649,-3199.4666,-264.7356,-1471.8491,-3816.7121,-1474.4630,-1535.6549,-2731.7996,-3325.1810,-4242.0190,-285455.0456,-286746.6277,-293573.0753,-290611.9224,-295835.6419,-294057.1603,-286672.0120,-288183.5578,109413879.5906,109399714.4615,109397413.4482,109404007.1668,-289108.1037,109401722.3596,-1.1062,-3227.1576,4335.6896,17.1064,4591.9748,-4674.5913,3302.9428,-4714.1675,-343.6883,-2347.6964,4722.5671,854.9255,-5391.7093,3669.5430,-232.6159,4707.8978,1973.4714,-1995.2219,-5226.3983,6261.9304,4237.6831,-2117.5391,-2758.2322,4548.8297,-5218.1771,-82.3427,-4771.2417,-2323.8970,-4559.9346,-1324.3224,-1547.8550,5432.7897,3161.0190,4819.8144,5139.0836,-3183.7480,4671.3172,2546.8208,167.8042,5569.8365,-5469.3329,-291.8139,-3420.0916,-4325.9813,4386.0526,5387.9155,-3261.5658,-1825.9460,3800.8554,13.4686,5358.5498,664.9806,-5508.9425,1524.2600,-3381.1499,3503.8439,-164.3312,-3712.0489,-164.6080,-2926.0035,-4599.9007,-3631.9050,-4493.7815,-2780.9836,5162.2680,1925.7484,5244.3761,1120.9897,-3568.5640,1651.4022,-4175.0242,5212.9943,-5273.6455,-2663.4063,2355.2719,5489.2168,344.9675,-4684.5548,-1533.4041,5469.9193,3187.0901,342.9887,5380.9786,-24.2541,5413.6477,4330.4004,2758.4433,-4801.8524,-4084.1236,-1891.2226,-4415.8357,-5346.6675,-6423.2896,6441.7376,-4656.1696,5421.1037,4891.7606,-1498.2464,-4850.9077,-2443.2579,-186381.0181,-188947.7932,-190294.0271,-185252.8330,-184661.2108,-195012.5683,-197373.3678,-188501.0113,107599766.2451,107571567.8004,107575112.5470,107594092.1506,-189775.6190,107592960.0112,
