sl_100_5400_20260926 Coordinates.csv
2026/09/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:03 2024,
Start: 2026/09/26 07:47:00.00, Stop: 2026/09/26 09:17:00.00,
TIME_UNITS,STARLINK-5125 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-5556 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-1921 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-2290 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-2743 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-1892 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-1990 - X-Coordinate,STARLINK-2095 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-5556 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-1921 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-2290 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-2743 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-1892 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-1990 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-5556 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-1921 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-2290 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-2743 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-1892 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-1990 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2158.0200,3777.0332,-4138.9356,309.7323,4661.5963,-5824.6899,2019.3150,-2556.3795,1979.8740,4640.9436,4999.8810,-627.8874,6659.4743,5876.4240,1145.9351,-6502.7237,2404.6603,-4254.0801,6420.8580,1260.8920,2835.0523,-5981.7078,-673.3035,-1003.9094,2354.9892,5808.2636,3106.4522,-518.3842,1894.2992,-6714.0994,-5550.8675,-4751.9126,-1677.6305,160.5852,-4247.6864,-3287.3409,3814.4030,-470.0280,2776.4851,4587.5207,-5606.2405,3592.4172,-3757.3407,-1908.2954,4925.9046,215.5541,2597.6820,1008.7623,-1418.8208,-4582.1213,5007.9279,-5146.4444,-2587.1859,6254.6524,5531.5194,-6713.0572,-2948.3958,-1986.4247,1138.2658,-2086.8536,-3514.9973,3698.7402,-1317.3341,156.4480,-5182.9891,-4115.0420,5304.7477,-1111.2383,-4652.1876,-4918.0848,-5413.8202,1593.0622,879.1315,-5970.6603,2520.7469,5363.2544,-1372.7264,3949.0634,-2068.4787,-1866.7028,4634.2710,3777.7402,0.0000,-2387.6975,-5224.5172,695.0036,-1160.6315,-2420.4092,4753.5207,6320.2819,-1982.7866,4098.5205,-2934.0000,2513.7970,6338.7991,5570.7576,-5681.1984,-4938.4006,-2100.1354,4825.3137,204967.9422,209306.8463,218187.3443,215492.7200,220942.9705,219068.4893,211842.6871,215596.6781,-236533510.5145,-236538267.3522,-236526648.0912,-236541284.5936,214169.5365,-236544157.5027,-5890.1504,-3115.2439,5461.2568,5637.1866,-2265.6769,1605.4302,-2016.8405,6374.3810,3896.7334,4458.2134,692.4533,5306.7942,1219.6498,-1230.0837,6485.4365,1226.9819,-801.7508,-2967.8136,432.3757,4519.9801,-3045.8586,2932.6147,4631.7184,-6672.4412,-6423.6567,-1935.5984,-4509.5652,-6509.1625,5932.9352,505.2386,-1843.7186,1808.7496,5371.3740,5349.2584,-3523.6117,2686.4290,-4652.1310,-5194.6295,-4427.6141,-4345.1310,2844.5175,2079.7700,2298.3396,5368.6839,4458.3338,-4159.1921,-2278.0387,5740.2785,6087.0251,2883.9560,738.2480,-4203.9113,6182.3848,1021.3276,-3107.1858,-743.0827,3942.3265,3648.4347,-4496.5504,4501.9477,4296.7760,-5549.1202,3984.7442,6768.2082,4.3069,1034.2115,-2786.5746,3477.6482,-2588.6874,-985.4586,-3298.6103,2022.6485,-5569.1069,-3270.7450,5086.8140,-2169.1055,-4089.1785,5567.4684,-6036.9198,5521.1510,-2024.9629,3797.8713,0.0000,-5653.7584,1095.6436,6861.5710,-4013.4692,-3608.2500,-3731.4289,2748.7693,4786.8985,3877.3211,5886.9911,3382.5277,1142.7455,3355.0153,469.9519,1135.6041,6550.1427,4818.1563,-324543.1729,-303723.1734,-319453.5427,-320470.6628,-313796.1700,-315770.2509,-311514.0596,-315702.9199,-2476630.8244,-2424280.9959,-2444971.2359,-2452702.6257,-314832.7580,-2462781.6754,2907.0225,4835.8701,-696.0948,-4012.8566,4571.1997,-3276.8698,-6334.7955,804.9631,-5360.8143,2659.7319,-4598.9882,-4419.0145,1096.0827,3377.7549,2046.3692,2085.1045,6448.2975,4524.8726,-2237.3190,4939.9722,5413.8297,-1864.9179,-4981.9805,1484.9642,1170.0672,3218.6055,-4210.7787,-2271.7408,-2985.7166,-1627.7471,3474.4929,-4672.7955,3986.1118,4352.1253,3881.0627,-5347.8430,2973.4790,-4595.8047,4365.9827,-2818.1921,-2415.8768,5508.7650,5239.4278,-3879.1818,1273.3740,-5435.7618,-6025.0833,3739.5266,2909.2168,-4341.1406,4689.3285,1895.3525,-1708.5740,2700.4828,-2814.2326,1473.1196,4842.4943,5502.7184,4993.0678,-4823.9120,-4161.3190,-1454.7935,5479.7110,761.2543,4593.7677,5458.1250,3449.2705,-5915.0135,-4271.4809,4642.8328,-2863.9092,-6449.6364,3990.6748,-1232.8935,3803.3777,-3856.5331,-5399.8067,-641.3551,2644.4271,3449.3114,4569.7532,4391.9074,0.0000,2811.1585,4367.4005,481.2309,5410.1453,-5235.3634,3337.2053,-628.3743,-4454.9615,-3878.6598,-1771.5146,5493.1862,-2369.2662,-2361.7702,-3927.2407,-4722.2278,-493.8892,1203.8836,15037.2754,13144.6474,11028.4112,16069.6317,16520.0048,6088.5437,4056.4171,10825.4879,92140357.5533,92165377.5179,92155461.9598,92147812.8822,11512.8156,92150951.1025,
300.000,-3087.4271,1799.2958,-3080.0817,1794.4438,3842.8552,-4407.5026,3843.3739,-1227.3203,3463.2249,5447.7065,5273.3610,1332.8687,6822.3785,4511.5338,2421.7516,-6326.7271,972.9523,-4288.1815,5610.4023,2803.9188,1350.3378,-4708.2742,1340.4154,-2123.8005,1770.3500,4427.1631,2175.9535,-1738.5075,3298.1733,-5929.9947,-4950.8387,-3093.3471,-413.2217,1762.7188,-4349.8027,-2173.7041,2046.3498,-1262.2403,676.8421,3954.2549,-5265.9275,4456.8512,-2009.9177,-86.2098,5253.6207,-1940.1468,4318.6124,2665.7334,-204.7698,-2905.2843,5207.8480,-6055.3777,-1483.4386,6815.8568,3981.4256,-6891.2988,-863.7499,-116.9500,-537.2364,-15.0165,-1512.5384,2406.4955,852.2876,1665.0514,-5263.9295,-3771.3239,3662.7076,717.3090,-4982.2309,-5230.1214,-6225.4217,-335.9848,-519.9780,-6532.7090,4115.8620,5852.6172,-3131.0946,5060.1407,-3417.3444,-276.2694,4546.6540,4710.4936,0.0000,-3783.5753,-5030.4461,1869.1811,-3233.6276,-3670.3562,4287.1980,6486.7642,168.9935,5559.8311,-1557.8863,3950.4693,6787.8370,5466.2265,-4684.1257,-4259.3927,-886.8054,5235.9047,211777.7634,215701.9198,224705.7185,222051.1361,227566.1032,225711.7815,218481.1263,222389.0610,-236420677.8622,-236426252.0880,-236414252.0328,-236429113.0512,220770.7385,-236431357.1909,-4467.8545,-3832.2134,6054.7918,4413.8212,-4167.1045,2692.8843,-2673.9588,6312.6291,2313.3693,4298.2114,-1405.4190,5747.9747,8.7626,-2408.2575,6454.0001,2787.6299,-2488.6583,-926.3675,-936.7542,3032.4754,-4572.4731,3714.1983,3906.8568,-5777.7923,-6644.7543,-3303.4366,-5914.2200,-5520.5144,5922.3768,2000.0347,-92.8425,3031.9066,6402.4887,4147.9687,-1572.2544,4456.8793,-4717.5692,-3550.5732,-4935.5819,-5562.8892,4143.9792,92.4134,3599.5319,4808.0518,3065.9292,-3793.8261,-2843.6465,4566.1845,6782.6540,4181.3270,-1380.7113,-3331.9668,6752.8044,-222.7096,-4147.9759,467.3601,4155.5113,4682.9225,-5501.4165,4270.4481,4909.1381,-6385.2252,4192.5261,6214.4048,2075.4929,3109.2810,-3556.3159,2381.7764,-473.0284,1129.6265,-2989.2586,886.6330,-6404.9009,-2196.2513,4948.4178,-3199.7269,-2809.4810,4532.6609,-5933.2416,6391.3165,-3836.8527,1880.3257,0.0000,-5482.7364,3094.4559,6524.7069,-3577.5632,-1814.2609,-5130.9443,1183.1653,4999.4204,3197.3533,6625.0865,1749.7770,-406.8955,1771.9002,2273.4383,3163.2227,6708.8099,3490.4027,-320271.0997,-299040.3419,-314917.2173,-315814.1915,-309159.5324,-311116.6820,-306962.5432,-311006.4692,-7641388.9793,-7588664.4331,-7609123.4199,-7617530.6205,-310216.5154,-7627462.0997,4274.7334,5423.6076,1123.1866,-5028.5695,3954.7818,-4536.1650,-5133.2568,2534.7201,-5522.6139,604.8872,-4103.7269,-3641.7890,-723.2033,4611.9550,272.8925,605.7179,6392.1331,5302.0719,-3752.5625,5418.1470,4889.2930,-3452.1337,-5447.1204,3131.4094,-957.2547,4160.1258,-2827.0638,-3783.9638,-1314.7345,-2972.5291,4662.3708,-5378.9506,2534.5389,5219.6890,4909.6206,-4693.8274,4308.5777,-5842.5756,4642.3071,-1123.8201,-658.5974,5263.9484,5463.3606,-4939.4753,2954.7635,-5360.7819,-4636.5610,4469.5184,1231.0378,-4715.8967,4312.1571,112.8368,84.4363,992.7076,-3889.5930,-334.1695,5445.5056,5059.9854,3988.9790,-5446.2527,-4664.0790,85.4873,5416.4965,2234.2737,3995.2620,4890.4071,4659.3102,-6491.2083,-4641.6237,4253.7494,-827.7966,-6879.7744,2540.0183,580.6635,2302.2940,-1960.0862,-5483.6203,912.2685,931.3969,2228.2492,3330.0425,4716.8520,0.0000,1106.6922,3564.6647,-1326.6583,4845.6832,-5433.9615,1727.4456,-2107.1812,-4655.5043,-2393.5081,-250.7886,5409.8984,-917.7799,-3855.6334,-4562.5621,-4452.8573,1316.5387,2883.4923,15202.2759,13286.1857,11272.8417,16068.6847,16780.1893,6442.4732,4062.0648,11426.3053,92137725.9299,92162432.7448,92152391.1994,92144684.0496,11658.0836,92148184.1579,
600.000,-3758.1365,-349.1665,-1699.6115,3150.9499,2686.8765,-2553.4979,5283.6269,249.5147,4650.5991,5699.4321,5049.5590,3144.3436,6289.7098,2705.8357,3451.6637,-5542.0940,-492.4292,-3949.4608,4231.6056,4105.2184,-226.9210,-2958.8338,3245.3636,-3067.2391,993.1283,2626.2827,1060.2030,-2827.7495,4360.2409,-4576.3197,-3872.6523,-1151.3460,864.5368,3235.9547,-4041.2160,-886.6822,31.4252,-2001.3151,-1486.3443,2938.5825,-4361.8019,4928.3821,-91.3134,1779.3306,5048.8544,-3905.7229,5600.5824,4099.2957,1015.8414,-970.0871,4937.0601,-6359.8616,-230.8828,6692.6906,2047.8207,-6382.8748,1311.9279,1729.0963,-2120.6503,2076.5318,632.5688,868.2480,2929.1318,3025.0924,-4870.5927,-3108.5520,1655.7467,2522.2991,-4852.3966,-5053.0780,-6401.1518,-2176.1546,-1840.4332,-6446.8299,5271.4260,5762.3942,-4615.6916,5669.7229,-4416.4967,1321.9524,4021.6237,5229.8595,0.0000,-4764.4171,-4374.7818,2872.1060,-4975.0351,-4591.0150,3409.4549,6031.8690,2302.8208,6443.7186,-24.4365,5041.2150,6558.9727,4851.8903,-3262.8172,-3209.4725,430.1453,5153.6007,218500.1672,221993.4711,231122.4125,228507.3746,234087.3235,232250.5062,225023.3829,228959.2871,-236195091.0820,-236201496.7841,-236189124.1457,-236204189.2602,227272.4396,-236205806.4099,-2602.0728,-4224.1802,6044.3625,2783.5696,-5665.3652,3558.9710,-2978.0196,5635.3705,541.7092,3710.5318,-3346.0771,5661.5860,-1211.2063,-3395.2288,5776.2689,4073.6972,-3975.1601,1222.0984,-2249.1417,1268.8277,-5659.0567,4165.2099,2836.1489,-4307.4569,-6191.9138,-4387.6458,-6728.0674,-3991.7014,5328.3256,3328.7172,1705.1855,4008.8976,6798.5194,2567.3901,564.4016,5785.2397,-4313.7817,-1567.1606,-4984.6093,-6220.9546,4990.0055,-1875.6386,4584.7721,3809.6660,1325.4653,-3101.6597,-3043.5044,2973.3168,6798.7606,5115.6369,-3352.6844,-2128.9700,6650.6474,-1433.0595,-4826.3145,1634.9558,4016.2125,5294.2449,-5963.4638,3675.2683,5092.8024,-6571.1444,4043.1699,5026.6782,3932.6104,4874.0378,-4025.2797,1115.4900,1690.8070,3116.7270,-2386.6186,-425.0839,-6612.6480,-896.9033,4321.6099,-3884.2046,-1300.3527,3036.6936,-5243.5987,6603.3354,-5233.7513,-205.4251,0.0000,-4733.0761,4778.3339,5536.3442,-2829.6337,135.4885,-6007.8743,-515.1559,4752.1563,2215.7772,6683.5209,-13.7954,-1907.0513,-16.1661,3887.6699,4892.1390,6197.2708,1797.1860,-315854.4106,-294225.4698,-310239.4629,-311017.4206,-304383.8229,-306322.3658,-302271.6454,-306108.4324,-12802394.3026,-12749314.2479,-12769537.5191,-12778660.2884,-305461.8732,-12788390.8201,5181.4557,5419.5262,2819.6678,-5506.2124,2911.7948,-5298.5574,-3387.3606,3990.7862,-5091.2580,-1513.8684,-3149.5885,-2475.3279,-2462.6115,5343.6609,-1530.2753,-938.3668,5653.7138,5500.9631,-4845.6242,5287.6233,3818.8984,-4668.0764,-5306.3713,4439.0446,-2982.5315,4653.6754,-1137.4835,-4888.5487,498.6980,-3998.6659,5323.2766,-5504.5592,807.6398,5521.3906,5369.8848,-3515.3891,5136.1407,-6471.5948,4395.6653,691.6995,1175.5402,4448.9256,5081.8593,-5463.4881,4295.8423,-4692.5199,-2755.4772,4720.0877,-581.0795,-4588.5304,3467.8919,-1681.9012,1868.2995,-823.3307,-4550.7151,-2105.4249,5460.3855,4068.3908,2536.5607,-5484.5460,-4669.8545,1616.1489,4767.7895,3455.0929,2968.5787,3796.3653,5367.2022,-6381.5265,-4492.5358,3390.6472,1296.0900,-6581.4205,814.8000,2331.5550,544.2196,144.4303,-4977.0136,2364.7966,-882.3963,751.6867,1716.0001,4536.6306,0.0000,-725.9427,2375.0683,-2991.4535,3741.8581,-5019.5969,-69.4578,-3359.4034,-4337.0106,-642.3681,1298.2417,4747.1083,635.0544,-4935.0463,-4708.4329,-3706.4751,2983.5787,4253.1076,15366.6924,13427.3375,11517.9980,16062.6030,17036.7814,6802.4577,4073.0210,12044.1627,92135098.9562,92159487.1320,92149319.3738,92141565.9468,11803.3440,92145417.1340,
