sl_20_5400_20260409 Coordinates.csv
2026/04/09 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:26 2024,
Start: 2026/04/09 07:47:00.00, Stop: 2026/04/09 09:17:00.00,
TIME_UNITS,STARLINK-5386 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-30955 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-31132 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-6254 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-30955 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-31132 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-6254 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-30955 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-31132 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-6254 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,3255.3015,-4005.9262,3003.8729,-2137.7773,-5155.7955,3853.9006,-4127.3626,4198.3667,-1721.5962,6903.8671,-4879.5072,5960.2637,-3817.4714,4122.0150,-1037.4051,-2165.8644,-888.5248,4361.9764,-1129.6982,2524.6449,-250500.9384,-246976.1844,-261303.3425,-258340.8803,-262629.2830,-261354.7493,-253682.0243,-255752.5032,-281350140.6994,-281354233.1398,-281358014.1916,-281358569.1807,-256282.3200,-281362737.9181,4520.1431,5282.5785,3452.8074,4528.6772,-489.0665,-3985.0806,-3722.6560,414.4883,-5665.0158,-284.4331,-1547.2854,-1607.0717,-5263.6409,3896.1289,2176.1467,-5495.6964,-5936.7168,5170.6222,-4137.5068,-4461.2928,-243265.1409,-256525.7510,-245517.3762,-244210.8881,-251935.6140,-249464.1218,-251370.4291,-249731.3549,193209913.8279,193150575.3341,193190990.3279,193189768.8686,-249055.3365,193197851.5693,4121.0461,-1970.1588,5258.8412,4765.5722,-4287.1766,-4170.6453,-4145.1088,-5494.2607,-3642.4874,-714.4084,4491.2627,2965.2474,2287.1898,-3993.9050,6515.9855,-3532.1540,3428.8052,1425.1695,-5252.0108,-4675.4682,-183042.3730,-183708.9901,-185389.0093,-181745.0202,-179597.3544,-189204.9445,-193695.9956,-183750.2261,-6342918.6086,-6359135.3152,-6373570.4555,-6360142.6174,-185353.6871,-6353557.8083,
3000.000,4976.4624,-3107.9504,3911.6643,-69.9787,-4149.2392,2676.9722,-4829.9994,3950.4927,-2663.4619,6314.0225,-5604.7986,4597.3484,-4346.6221,4816.1824,784.0238,-3689.9297,-2350.0570,4858.6908,-2920.5241,690.6518,-245313.8165,-241467.7276,-255939.5617,-252968.1126,-257328.3211,-256045.2835,-248454.8205,-250016.6762,-285500310.1923,-285503359.7008,-285507879.9149,-285508350.0583,-250985.3652,-285512868.4619,3648.0190,6173.6853,1508.4361,4298.6641,1289.0779,-5525.1102,-1751.4774,-1743.7316,-6187.5527,-889.4407,403.3642,-2671.6061,-3770.1202,1948.5895,3336.9539,-5465.7365,-6238.7266,3833.3299,-2869.8103,-5482.5922,-248251.1988,-261846.1517,-250775.3013,-249597.4989,-257311.3744,-254863.7421,-256678.9671,-255122.2937,187020860.6056,186961789.9602,187002508.4495,187001387.4194,-254405.8368,187008872.3257,3155.4946,-192.9433,5569.9166,5412.5344,-5131.2663,-3229.4498,-4656.6891,-5416.0044,-1708.6696,-2762.2427,3849.2003,4312.6931,3791.5021,-4597.5820,6043.8920,-1965.5967,1837.7117,3076.1897,-5405.4687,-4195.4424,-182951.1922,-183673.6930,-185252.0265,-181895.9398,-179465.7184,-188914.6554,-193763.4799,-183946.3739,-6336280.6480,-6352825.5474,-6367040.0147,-6353825.5976,-185317.0373,-6347048.7295,
3300.000,6213.6195,-1902.2671,4499.6648,2023.4428,-2736.6320,1272.0189,-5110.4686,3373.7562,-3314.7891,5083.0854,-5786.7867,2769.6988,-4479.8154,5089.8055,2478.1927,-4825.8458,-3559.9399,4901.6321,-4441.8391,-1182.6749,-240031.9218,-235846.8410,-250461.0466,-247479.3465,-251913.9190,-250615.1836,-243117.9846,-244238.3165,-289514364.3954,-289516379.3263,-289521655.4707,-289522056.8081,-245576.7359,-289526887.3132,2452.6743,6448.8476,-560.3981,3700.2094,2970.5297,-6535.7203,383.8817,-3734.7313,-6091.7491,-1440.4495,2289.0110,-3511.6911,-1883.4799,-184.0714,4223.8123,-4899.7839,-5930.7839,2096.7574,-1349.8239,-6004.4703,-253131.0144,-267046.4279,-255922.8091,-254874.5960,-262574.0107,-260149.3992,-261877.7596,-260331.5792,180742690.8450,180683912.2532,180724921.8592,180723922.9348,-259643.7350,180730777.8529,1852.0249,1605.0742,5296.5134,5476.9094,-5375.5842,-1943.4289,-4671.1559,-4758.3847,406.7212,-4516.5993,2773.4153,5181.8379,4883.0751,-4711.1602,4931.8683,-183.9185,48.3549,4395.0393,-4943.0369,-3268.0738,-182861.4951,-183638.6925,-185115.0639,-182053.0121,-179337.3989,-188617.6847,-193825.9237,-184241.3303,-6329647.5903,-6346515.6170,-6360501.9253,-6347489.3241,-185280.2837,-6340539.6847,
3600.000,6846.9980,-490.6691,4707.6705,3933.5456,-1073.9692,-237.5209,-4941.7354,2517.3587,-3633.4700,3339.1944,-5398.0212,667.3339,-4216.0842,4917.6444,3880.9866,-5472.0283,-4414.9702,4500.3257,-5528.7325,-2919.9520,-234657.0973,-230116.1142,-244870.1939,-241876.6536,-246388.5697,-245066.1891,-237673.7443,-238448.6538,-293390390.4668,-293391379.7817,-293397428.5203,-293397779.3953,-240058.8248,-293402881.6832,1037.3819,6089.4455,-2553.4185,2793.9161,4374.5540,-6916.1502,2476.0941,-5359.8436,-5373.1295,-1904.9365,3922.9486,-4051.2136,209.5297,-2295.0291,4733.9406,-3839.4899,-5032.8547,127.6030,265.9180,-5968.8563,-257902.7775,-272124.2741,-260957.5647,-260040.3130,-267721.1500,-265318.2165,-266964.5930,-265362.8838,174378397.6348,174319935.0197,174361222.6218,174360366.0814,-264766.7010,174366561.0834,350.1891,3229.6952,4467.3291,4951.8858,-4991.8588,-449.6496,-4187.0130,-3591.1830,2478.7705,-5792.2110,1385.0511,5476.6429,5443.4220,-4322.6724,3297.2248,1617.8880,-1746.2411,5239.5816,-3917.0376,-1991.8775,-182773.2145,-183603.9744,-184978.3120,-182216.3642,-179212.3781,-188314.0104,-193883.3712,-184610.7054,-6323019.4918,-6340205.5174,-6353956.0760,-6341132.3613,-185243.4265,-6334030.6739,
3900.000,6816.4097,1002.1990,4506.3611,5467.7158,661.4103,-1719.7941,-4335.0443,1452.3579,-3611.5199,1262.2989,-4467.5604,-1492.5733,-3588.5905,4312.2661,4862.5406,-5577.4534,-4848.1658,3704.0449,-6057.8318,-4361.1689,-229191.2435,-224278.1850,-239169.4533,-236162.1254,-240754.8105,-239400.0290,-232124.3749,-232671.7867,-297126541.3711,-297126514.6287,-297133352.4921,-297133673.5212,-234434.0729,-297139004.5825,-475.0413,5140.4342,-4280.1281,1664.3422,5344.9230,-6626.9256,4322.6112,-6455.9572,-4092.6002,-2252.9644,5146.6505,-4238.2037,2299.4236,-4179.9838,4797.7456,-2377.4962,-3624.6697,-1881.4404,1816.0895,-5369.2686,-262564.7021,-277077.4381,-265877.2806,-265092.9030,-272750.4727,-270367.3155,-271937.2941,-270225.3083,167931015.1059,167872892.0918,167914443.8174,167913748.2730,-269772.4554,167919255.9890,-1189.1592,4505.4956,3169.2238,3893.8503,-4024.5524,1092.2329,-3255.6710,-2038.7738,4286.7563,-6455.2167,-159.4179,5164.6382,5411.8636,-3473.3180,1312.9518,3242.2704,-3352.7639,5519.0209,-2443.7998,-502.8163,-182686.2882,-183569.5251,-184841.9613,-182386.1160,-179090.6398,-188003.6374,-193935.8645,-185025.2592,-6316396.4062,-6333895.2422,-6347402.3554,-6334753.2030,-185206.4656,-6327521.6972,
4200.000,6127.1051,2439.8372,3901.3404,6469.2733,2289.3299,-3045.8792,-3339.5797,266.3730,-3273.2751,-934.9119,-3079.3487,-3488.2463,-2660.3673,3323.4278,5339.6603,-5145.3705,-4833.4102,2595.5857,-5961.7331,-5376.5072,-223636.3164,-218335.7390,-233361.3272,-230337.8701,-235015.2233,-233618.4103,-226472.1982,-226923.2151,-300721036.7597,-300720004.1050,-300727647.4607,-300727961.4807,-228704.9689,-300733475.7019,-1952.7830,3704.4985,-5578.1716,412.2764,5767.2319,-5694.3342,5745.1430,-6912.3546,-2371.3228,-2458.2243,5845.3362,-4049.7067,4175.0582,-5656.7664,4388.2819,-649.4672,-1838.4228,-3730.7154,3150.3887,-4252.9271,-267115.0292,-281903.7221,-270679.7191,-270030.7521,-277659.7133,-275293.8107,-276793.7317,-274932.2748,161403616.9835,161345856.8804,161387658.0972,161387140.2026,-274658.7706,161391936.1346,-2601.3251,5294.9716,1538.3331,2416.5108,-2586.0515,2517.1266,-1976.2254,-267.3246,5638.1849,-6436.4304,-1685.9545,4280.3437,4791.8663,-2253.2855,-810.5600,4511.1830,-4598.7025,5203.4066,-691.0547,1040.0207,-182600.6581,-183535.3319,-184706.2008,-182562.3755,-178972.1686,-187686.6058,-193983.4428,-185452.6828,-6309778.3851,-6327584.7848,-6340840.6518,-6328350.2727,-185169.4010,-6321012.7545,
4500.000,4848.7940,3686.3448,2934.3156,6833.9181,3645.2244,-4100.8900,-2039.0499,-943.0937,-2670.2778,-3028.6649,-1364.7380,-5116.1397,-1517.9820,2034.5125,5282.9584,-4231.1738,-4385.8547,1282.5293,-5238.1381,-5878.1821,-217994.3248,-212291.5078,-227448.3688,-224406.0102,-229172.4329,-227723.0065,-220719.5815,-221208.8134,-304172163.8192,-304170135.9724,-304178600.9936,-304178932.9837,-222874.0477,-304184582.2602,-3266.4340,1930.4180,-6328.9299,-853.9955,5582.8043,-4208.1163,6607.0390,-6682.5871,-378.7697,-2499.5870,5958.6878,-3494.6504,5644.9943,-6583.0565,3526.4201,1178.7133,154.0538,-5233.4634,4144.0794,-2717.5808,-271552.0291,-286600.9838,-275362.6925,-274852.3947,-282446.6612,-280094.8038,-281531.8174,-279500.1553,154799315.1227,154741940.9109,154783976.2184,154783650.3551,-279423.4717,154787713.2130,-3735.6024,5513.2468,-254.1090,678.8769,-844.2324,3672.3938,-485.2212,1532.8577,6389.4477,-5737.9261,-3022.8206,2921.5641,3650.6604,-792.4885,-2848.2739,5285.8019,-5350.7901,4326.7026,1140.8233,2471.4886,-182516.2704,-183501.3827,-184571.2185,-182745.2321,-178856.9505,-187363.0036,-194026.1436,-185859.5152,-6303165.4780,-6321274.1389,-6334270.8534,-6321921.9257,-185132.2327,-6314503.8459,
4800.000,3108.0937,4619.1675,1680.9282,6521.1015,4596.8586,-4793.7460,-545.1757,-2076.3013,-1873.8635,-4806.4626,510.1029,-6211.9793,-263.6719,556.0259,4717.7831,-2935.0644,-3558.4892,-113.1240,-3952.0371,-5828.0019,-212267.3283,-206148.2679,-221433.1817,-218368.6805,-223229.1061,-221715.4425,-214868.9368,-215524.2979,-307478278.0879,-307475266.3325,-307484568.9664,-307484945.9394,-216943.8898,-307490679.8208,-4300.1052,-2.7256,-6468.6455,-2027.8160,4797.2857,-2312.5785,6826.8189,-5789.6827,1684.4299,-2363.2366,5485.5657,-2614.3170,6557.2690,-6870.4799,2280.7193,2927.0786,2158.0392,-6234.8001,4709.7133,-903.0960,-275874.0038,-291167.1378,-279924.0650,-279556.5323,-287109.1620,-284767.3765,-286149.5070,-283946.6969,148121258.0238,148064292.3393,148106545.5624,148106423.5000,-284064.4379,148109735.5612,-4471.3526,5136.9419,-2019.9065,-1131.8840,996.7396,4434.3528,1057.7661,3168.0236,6460.8325,-4432.7944,-4020.0408,1238.8079,2112.1724,753.0674,-4584.9670,5481.5863,-5528.8448,2983.2486,2841.8561,3638.2725,-182433.0745,-183467.6659,-184437.2008,-182934.7471,-178744.9725,-187032.9821,-194064.0019,-186213.1850,-6296557.7318,-6314963.2979,-6327692.8485,-6315466.4533,-185094.9608,-6307994.9713,
5100.000,1075.5218,5141.0999,245.1740,5558.7358,5057.4302,-5064.7450,1011.5839,-3039.2076,-966.6365,-6088.4770,2360.4239,-6667.8239,993.5290,-983.5257,3719.0329,-1390.7365,-2435.7012,-1466.1320,-2230.1676,-5239.8877,-206457.4353,-199908.8396,-215318.4187,-212228.0272,-217187.9512,-215597.2794,-208922.7198,-209855.2747,-310637804.2389,-310633820.4099,-310643976.3454,-310644427.2017,-210917.1197,-310650193.0751,-4961.2757,-1903.7361,-5993.7496,-3012.8941,3482.2474,-192.2243,6386.2433,-4323.8121,3606.8855,-2045.2260,4482.4898,-1480.0304,6815.6059,-6493.4462,761.9057,4419.3390,3974.8238,-6628.0551,4804.6255,1021.3953,-280079.2886,-295600.1565,-284361.7533,-284142.0562,-291645.1180,-289308.5833,-290644.8016,-288289.3062,141372629.3318,141316094.4516,141358548.6345,141358639.1669,-288579.6027,141361186.6600,-4730.5906,4206.5611,-3573.9707,-2820.8990,2720.4649,4721.5012,2487.2962,4462.2299,5844.6662,-2658.0970,-4566.0980,-581.3248,343.7573,2217.9810,-5838.2203,5077.2402,-5113.8770,1317.8398,4216.9408,4415.4627,-182351.0234,-183434.1706,-184304.3317,-183130.9408,-178636.2228,-186696.7769,-194097.0504,-186484.1549,-6289955.1912,-6308652.2553,-6321106.5254,-6308982.0904,-185057.5852,-6301486.1309,
5400.000,-1051.3778,5190.5596,-1249.1190,4040.5050,4993.3744,-4890.4143,2493.2987,-3750.9400,-33.8671,-6746.1544,4000.9940,-6443.0555,2147.0272,-2448.6475,2400.9895,248.5145,-1124.7069,-2659.1272,-248.2607,-4177.3011,-200566.8011,-193576.0854,-209106.7806,-205986.2091,-211051.7166,-209369.9951,-202883.4290,-204177.9809,-313649236.8310,-313644293.3026,-313655317.9363,-313655873.2756,-204796.4049,-313661616.5931,-5188.6713,-3588.2246,-4959.8457,-3730.8149,1769.0278,1946.4494,5331.8694,-2432.7090,5188.1659,-1554.0160,3056.5123,-187.9141,6390.0887,-5491.5664,-887.2604,5500.6451,5421.1323,-6366.6455,4433.4026,2873.4139,-284166.2546,-299898.0710,-288673.7285,-288608.0737,-296052.4891,-293715.4421,-295015.7488,-292543.2766,134556646.3181,134500564.1463,134543201.5481,134543510.1041,-292966.9557,134545283.6158,-4485.9285,2822.2681,-4753.9075,-4206.8789,4124.2006,4503.1144,3650.0219,5276.4819,4606.1329,-601.2218,-4600.0656,-2337.0872,-1462.0892,3445.3572,-6477.2128,4116.9218,-4149.9984,-489.8046,5108.5206,4719.9192,-182270.0729,-183400.8862,-184172.7931,-183333.7753,-178530.6908,-186354.7363,-194125.3200,-186648.1040,-6283357.8987,-6302341.0049,-6314511.7731,-6302467.0272,-185020.1060,-6294977.3246,
