sl_100_86400_20260824 Coordinates.csv
2026/08/24 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:15 2024,
Start: 2026/08/24 07:47:00.00, Stop: 2026/08/25 07:47:00.00,
TIME_UNITS,STARLINK-32017 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-2626 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-5948 - X-Coordinate,STARLINK-32371 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-30361 - X-Coordinate,STARLINK-32281 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-1990 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-31132 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-5874 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-1563 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-1572 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-1838 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-5289 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-31780 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-5870 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-2626 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-5948 - Y-Coordinate,STARLINK-32371 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-30361 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-1990 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-31132 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-1563 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-1572 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-1838 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-5289 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-31780 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-2626 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-5948 - Z-Coordinate,STARLINK-32371 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-30361 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-1990 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-31132 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-1563 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-1572 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-1838 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-5289 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-31780 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1413.0344,-6312.0992,73.9851,4012.7804,-4204.5680,-2810.2395,-4944.1585,2575.3603,-4414.6227,-4154.3710,5517.7744,-4050.9502,5962.6959,-6287.4644,-1735.0345,5370.2897,1686.7358,-6744.3724,-5865.2451,4043.6942,2051.0588,582.9445,725.5002,4577.9522,-5903.6954,4651.8757,-4287.2522,-2037.3217,-2087.1621,-4116.0395,3859.4707,3284.8907,6427.6992,5097.9381,6710.7741,1401.9764,-5129.4556,-2780.4293,-819.3260,2927.7213,-881.9996,-4799.5465,-6235.2096,5965.8441,3662.4042,-3389.4813,491.9677,-1710.5592,-4337.6079,-3002.6430,-2715.5744,5546.5483,3473.5430,-5587.4651,-1184.1937,-4046.2005,5878.1625,-1850.4446,-5143.5143,-2405.3494,-3661.2837,-4643.8264,5258.4981,-3001.6691,-5332.8047,-4751.8600,369.5074,-5897.6024,-4820.0700,-4860.1320,5434.5755,77.5931,1204.6724,4157.0143,516.4193,-3014.4070,-3001.8203,3853.0200,-5159.7143,-1517.5597,-769.2506,-1658.8415,-6667.7246,5894.8093,-4532.9783,5164.4009,2653.2313,5502.0000,-4051.8540,4642.4556,-4826.3613,-2709.5248,6442.9908,-2163.1027,1650.9194,4145.9181,5436.7883,-3706.0652,2632.9307,4344.5733,329482.3395,342844.8294,341681.4401,338665.0989,346832.4862,344146.9931,340378.6057,341284.3529,-255320777.4656,-255320596.8003,-255323260.7042,-255325722.2651,340560.1535,-255337632.8984,5501.1421,2792.6281,6714.2860,-1047.3846,-5213.4778,1290.1654,1533.9658,-4576.6411,1790.4319,-5454.9175,-4106.3840,5457.9261,2926.8876,1243.6786,4045.2019,2936.2096,-5058.3859,436.9113,3728.9826,-1375.2661,6464.6030,4060.9030,6070.3698,4836.8341,-2052.2641,4909.0557,1878.7293,4854.8853,-224.3775,3373.2663,-1541.6255,2599.9075,-124.6826,-336.6388,946.1093,-4531.0365,938.2014,2651.4054,-4768.2117,-591.8265,-6814.9310,-2914.5113,193.7125,1990.7679,5720.1932,2673.6288,4734.6923,-4224.8297,1088.3908,4522.6450,-5954.7500,1336.1448,4140.6894,-2539.4017,-4030.3877,3180.9674,3669.7548,1489.7995,60.7934,6124.6212,-4443.9609,-5050.0193,11.8844,-4550.9380,2911.1982,-1581.0499,6448.2649,3486.7732,-2244.5516,326.9972,-1123.2540,-6431.0670,5845.2329,1783.2170,6098.3148,5524.2433,1312.4762,4670.8777,-664.8789,-4772.4659,-6583.2460,5643.7407,1133.0954,2514.9101,-4972.1081,-3519.2903,-3388.0730,2731.2693,2858.1748,-3028.4705,2457.6290,5957.9741,2412.3422,-5462.2244,5812.7409,3351.2286,-1578.6589,3879.7125,-4739.5144,-2773.5662,-136480.4989,-110730.0030,-129258.6382,-128703.5732,-125982.3644,-126683.4660,-119172.8507,-123669.4580,44604873.6871,44630831.5112,44607591.3390,44613845.3361,-123246.3549,44609031.2622,-3788.0747,-278.3956,-1566.4761,-5495.9457,374.1466,6229.3513,-4590.2599,4513.3188,-4844.1719,868.7087,679.3629,1254.9384,1902.2522,2625.3322,-5323.6460,3207.2605,-4409.0207,1455.7257,55.8754,-5469.4091,-736.1137,-5470.0526,-3265.3650,1508.1119,-3037.1340,-1116.1242,5054.8265,4461.1921,-6615.2458,4433.6033,5512.9846,-5479.7250,2262.7061,4677.2023,1466.7237,5026.1456,4564.2883,5779.5336,-4940.1735,6265.8339,-935.5724,4067.5292,-2969.3563,-2855.6472,533.9303,-5436.2588,5043.1933,5172.7604,-5199.0020,4296.7420,-1411.0243,3845.8567,4340.9163,-3169.8313,-5392.9432,4628.3306,-450.1100,-6522.5055,4461.3673,2064.5108,-3791.2762,-770.8214,4166.9834,4082.2522,3387.6798,-4640.2618,2440.5562,-1058.6512,-4433.8261,4825.6679,4110.9243,-1812.0841,3559.9384,5241.3194,-3230.5002,-2414.4793,6106.5307,-3228.2838,4395.0404,-4649.6712,1689.6392,-3630.6871,1405.7570,2640.3907,-1562.9788,-2465.0161,5399.8823,3169.7976,-4619.8862,-4187.3255,-4083.2807,962.8315,-97.1671,3679.2248,-3208.1220,-4430.5644,-4005.0510,-4377.0008,4243.6124,4631.5042,-172982.6029,-173961.8057,-176150.6760,-170929.7984,-170619.8950,-181088.4605,-182985.0746,-173954.9254,113145687.4593,113178155.7836,113172347.8398,113158533.8011,-175581.2526,113156457.3025,
3600.000,-3802.5943,4346.7968,-2128.0987,-2568.5292,4662.0779,-1167.5738,5401.8237,243.5853,307.6081,4776.1702,-3654.5443,2346.7221,-4674.3491,5882.1555,-1093.3521,-4148.8006,2337.5608,5988.0212,4165.4144,727.3048,-3414.5686,-4921.8090,-3655.8837,-4423.3427,6343.1949,-5207.4947,4195.0259,-2160.7117,4532.1039,567.9865,-2450.9910,-2001.0541,-5983.8823,-4055.2089,-5174.7610,978.6317,3286.0983,-1883.0229,4155.9520,307.6897,2923.5260,6810.0877,3329.2411,-6716.8949,-5081.9197,6674.8142,2024.4640,4737.8710,1427.1742,-1060.4212,3842.4898,-4336.2261,-5359.7109,6716.4623,5199.3452,1937.7918,-3059.7769,-397.4828,5243.8702,-623.8648,6228.6706,5076.2414,-6090.3697,5296.1158,6681.9393,6750.9089,-1969.5729,5504.9534,3782.9698,2090.0023,-6026.3246,2820.9587,-3257.2019,-4131.7258,-2899.8640,925.5142,4720.9253,-5599.4269,2627.8448,5407.2086,3157.7302,-1907.5858,5714.0043,-6853.2633,5273.1194,-3528.2685,1387.4149,-6681.8990,931.3451,-6749.3164,4428.9853,-1217.4606,-5470.4250,4566.1771,-3660.8440,-6588.3070,-5136.3764,-551.2258,1668.0208,-2568.0965,354623.8666,360841.9096,360552.5973,358644.9567,367320.0363,364757.1904,360777.8379,360207.8877,-258135366.8792,-258138700.5540,-258133892.4964,-258144588.3579,360796.3905,-258151331.5720,-1574.3766,-3744.8753,-4287.0542,5108.2687,2211.5308,-3593.9650,-4226.7917,6585.1913,-4703.7016,3683.3646,4681.3310,-5735.4747,74.6789,-3522.9216,-6324.7689,735.4775,3529.9778,-1913.2249,-3057.2718,-1118.7201,-4543.4009,-3309.0412,-3504.5982,-1332.9449,2062.6249,-1524.5176,-5163.8278,-3682.1157,4091.0854,-5442.5768,5337.4606,2103.1624,2750.9140,4207.3503,1825.3004,6609.2147,-4560.6713,-2432.6950,1847.2564,3926.0514,5692.7195,690.7373,-2646.3322,-461.7803,-3126.3419,-1714.6049,-6635.0180,937.1517,-4777.8519,-5253.9058,1958.1679,2784.8461,-518.5930,1105.0758,1638.2416,-6142.7586,-4244.8197,-5215.2078,-3982.8198,-4535.2726,2908.7889,3113.9411,2778.2151,457.9424,-860.5118,-744.7614,-6326.9422,-839.0627,-1916.1034,-4063.6955,3379.3664,3052.7240,-2655.0431,2538.6350,-3067.5698,-6133.2538,-4316.7913,-3753.2669,-3453.8324,2718.0426,5631.5597,-3690.2504,-2533.1653,-423.5876,3451.0189,5059.1287,4996.0039,-1408.3788,-6156.6417,1342.0362,-5111.8603,-4094.6304,-141.0632,2289.1744,-5610.3219,-1015.8262,4551.3320,-4203.0127,3879.1841,5908.3428,-49451.9291,-19846.1978,-40200.1484,-38627.9725,-36663.7653,-37123.4444,-30935.4045,-34115.0911,-23052342.5106,-23019533.3029,-23042678.3913,-23038744.4412,-34094.5771,-23047826.4432,5431.3253,-3854.7921,4949.4577,3818.3276,4273.9386,-5849.5521,882.5625,-2149.1076,4880.4504,3364.6071,3524.6206,3051.3843,-5097.3939,991.2572,2535.3396,-5488.0144,5456.8749,2868.9515,-4652.5695,6796.8527,-3778.1173,3382.7826,4719.0991,-5036.4105,-1948.6489,4176.9635,-1821.9587,-5435.3633,3283.7243,-4260.5272,-3650.8081,6247.7858,1760.9739,-3734.7150,-4246.9871,-1796.2661,-4067.8921,-6230.2261,5193.2815,-5727.6073,-2677.0738,-1137.7943,5429.9119,-1545.8322,3284.7162,802.7439,-260.8675,-4935.8886,4690.0243,-4395.2184,5108.2590,-4571.8639,-4378.6820,-1173.4185,4107.0295,-2556.2602,-4564.9827,4553.8491,-1765.1010,-5168.1891,468.6927,-3499.9083,536.9581,-4272.1989,1740.5754,641.8969,1938.2620,-4135.0532,5457.5137,-5127.6985,-132.7252,5219.2513,-5547.0427,-4957.0169,5468.4503,-2634.2794,-2684.9742,-1280.6805,-5262.3304,3158.6747,2256.3017,5509.6846,2931.9352,956.8457,-2834.4192,-2661.6291,-4577.4702,1086.4612,2657.6632,-930.7805,-461.4456,-5058.6732,4159.1348,-4697.7835,-1384.9192,1883.9817,974.7226,5458.1933,-5451.5971,-2571.4381,-172627.5536,-173367.2991,-174283.7106,-172355.6650,-168773.1806,-177524.9705,-183674.9483,-176568.4201,113126772.6547,113158865.8512,113152379.9609,113136149.0506,-174909.5236,113138693.8246,
7200.000,5666.0382,-210.4311,4598.7541,1106.7476,-3290.0661,3357.0220,-3650.4933,-2479.5629,2865.2871,-4187.3354,-329.1503,1100.0388,2535.2469,-3116.7609,2701.5176,2605.7541,-5836.2680,-2591.5750,97.9946,-5581.2787,4114.4808,6458.1504,6079.1396,3432.1499,-3837.1962,4475.8369,-2634.6821,5749.2133,-2965.5542,2516.0194,1033.8611,1837.2402,2480.9309,2416.5935,2335.5336,-2437.4922,-1195.2993,5417.6698,-6531.6239,-1803.5993,-4528.2749,-6295.6265,137.4487,4508.7010,4818.5276,-5414.7514,-3237.2344,-6539.7032,867.2598,4396.0727,-4095.2103,2445.0112,6150.8359,-4880.4301,-6821.3555,283.1543,-626.0546,964.4081,-3094.6862,4371.6911,-6120.4927,-4081.5321,2701.6399,-5906.3852,-3485.3014,-5105.0406,3295.0508,-891.4673,-2724.2671,338.6848,3915.1994,-5344.8011,5394.3398,3793.0484,5395.8988,2556.9693,-4716.0378,4777.2105,-155.2250,-6796.0576,-4698.2597,5481.8865,-2119.9314,5274.3494,-4292.4201,-1043.9237,-4062.0217,5009.7845,1950.9703,4166.9891,-1286.7452,5441.3375,2646.8591,-6221.7208,4126.1551,6579.4316,3091.0462,4358.1051,-5472.3133,462.7698,357100.5541,355142.9751,356425.6126,355706.1677,364654.8444,360655.9685,358666.8361,358426.2509,-243330803.2507,-243340394.9286,-243329114.2901,-243347180.7485,358072.9604,-243346239.2095,-2289.6646,4144.8830,504.7162,-6778.4171,2975.9284,5712.3724,4816.6632,-6286.0092,6072.8245,226.6709,-4143.4404,4102.0839,-3956.2366,4710.0812,6073.5304,-4731.6724,-2031.7250,3434.3887,2374.0114,425.7896,-11.3003,1899.5351,445.2339,-3392.9030,-423.3386,-2922.6513,5811.6558,2453.2991,-5950.1063,6285.1123,-6814.7629,-5938.6803,-4517.6882,-6477.7015,-4770.0228,-5940.1887,6741.5355,3126.4088,576.6027,-6454.7330,-2416.9089,1524.2795,5286.5287,-1714.8003,-1402.6053,-716.0317,3942.3674,1612.1025,6740.1593,5044.9577,3415.2945,-6032.0709,-2672.0983,1151.4935,331.1173,6835.2309,794.9645,6871.3220,5624.6383,2071.2593,-289.2624,804.3010,-3876.0953,3179.2155,-1146.1154,2430.5362,3286.7697,-924.6646,5549.4271,6597.1441,-4102.9579,1639.6576,-805.4639,-5562.8152,-383.2647,3162.0515,4504.6281,658.3183,6471.4541,-235.6347,-1936.1817,1541.3991,3709.8025,-2090.3017,150.7765,-3901.2541,-5528.7739,-880.4392,6316.0836,933.4214,4795.3820,224.5488,-3265.6078,1048.8633,2277.1394,-1206.5016,-5615.5550,4340.4217,-2851.8919,-6839.3168,41709.4296,72616.0783,51664.9778,55042.6597,55051.9121,55544.6015,59762.0260,57677.1292,-89122954.1308,-89084216.3173,-89105087.2509,-89110514.6004,57346.6865,-89117680.5615,-3043.4860,5511.9191,-5114.5549,394.4145,-5035.5989,2131.4417,3350.6339,-1544.4489,-1043.3884,-5499.7437,-5526.9943,-5459.1574,5060.4463,-4019.2014,1852.3584,4308.1457,-3106.4005,-5418.3777,6523.7670,-4100.8165,5429.5618,1163.1280,-3297.9558,4821.6880,5768.4949,-4294.5048,-2625.1549,2932.4923,1971.5079,1485.2163,-539.3300,-2987.7964,-4469.0584,509.5603,4452.4278,-2582.6312,1103.3189,3015.3083,-2185.4636,1830.1215,4654.0849,-2492.9849,-4445.2421,4930.1628,-4614.5774,4270.6535,-4711.0941,1503.3776,-891.2683,1791.3826,-4050.8235,2238.1231,1771.7991,4736.2746,177.6735,-1100.7895,6859.8671,96.8866,-2292.3080,4909.4395,3143.8663,5498.5671,-4777.3893,1200.9931,-5919.5772,3809.4322,-5109.8896,6801.8700,-3111.4184,1859.8514,-3956.7156,-3661.6974,4306.9623,1642.4335,-4315.8483,5362.1710,-2367.3640,4867.7501,2125.7361,654.3290,-4587.9418,-3917.6089,-5434.9323,-3991.8746,5398.4111,5356.1390,850.7394,-4693.2951,1469.0758,5467.9111,4605.3331,3748.5647,-5451.4619,2875.1155,4945.4760,1798.5498,2630.5706,-3174.2074,3059.9062,-1058.4701,-172289.5621,-172792.5446,-172570.4211,-174599.6568,-167396.5855,-173159.7482,-183658.3110,-172461.0158,113108603.1023,113139326.6428,113131737.2248,113114779.8167,-174223.7540,113120903.5582,
