sl_100_86400_20260507 Coordinates.csv
2026/05/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:30 2024,
Start: 2026/05/07 07:47:00.00, Stop: 2026/05/08 07:47:00.00,
TIME_UNITS,STARLINK-3075 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-2303 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-2292 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-4477 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-2303 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-2292 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-2303 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-2292 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4973.8465,4397.1442,6200.9393,-5921.6259,-3443.5922,5059.2775,360.2381,6612.9608,-2206.7222,1589.0888,-4642.0057,-2204.0226,-1325.4460,-5265.0060,-5298.8805,-3714.9846,-5302.0774,-6638.6424,2939.9508,3650.1373,-3448.1413,-2631.8359,-3970.1292,5656.8379,3322.3227,-4867.7778,3897.4905,5900.1744,-5914.5496,-1713.7615,-4474.4321,6561.0200,1211.4719,2387.0730,988.7019,-1263.8257,-6807.3840,-1293.5329,-2562.9020,3045.9850,-3772.7398,5405.6179,-3370.3806,4132.3537,-6364.2385,-4181.6657,-6563.2398,-5073.5488,2480.5308,5206.8873,6745.3142,1087.5040,1975.9059,5383.5319,-1281.3247,4734.1377,-6507.3355,-3158.0890,3484.5174,5115.4236,4381.9636,-4172.6600,-1797.8163,4046.3576,-4010.3093,486.5159,-2480.6249,-6037.8746,-299.2855,-2042.5352,638.4360,3511.7653,-6748.0778,-1611.3556,-6847.4559,-3055.5758,5936.8255,6147.7656,-406.2689,5987.5414,3333.4889,-5506.7331,-4656.9328,5765.0222,-4528.6345,-2520.1855,1664.2572,5966.0107,3076.8703,1317.2659,-122.9185,2567.3589,868.5440,-245.4800,5405.4675,-4143.8217,4663.7879,-289.4003,-3184.5334,-6594.6360,-221423.5270,-223651.7359,-230825.4926,-229389.3617,-229116.3501,-229074.3058,-220712.2039,-223529.1048,-261105957.5644,-261116289.3879,-261121369.8288,-261120819.7405,-224741.4870,-261119993.3869,-3824.0452,868.1615,2270.5667,721.7727,5850.5761,3660.8769,5022.5140,-173.3805,5333.0181,6698.8678,2619.9436,4594.9070,-3947.5157,822.7182,1558.0778,2992.3159,130.6442,220.6608,4369.8987,-1997.5874,-3775.1628,-6364.8497,-1219.3675,2859.4227,-5874.2843,1493.7100,4289.7515,-807.5289,-3547.3800,4225.2760,1055.5372,160.3885,-4926.0456,4966.6825,4086.1267,6292.9909,-876.0731,-4024.2347,5676.4279,-3310.0313,-4154.8476,3346.0268,3389.1155,-3673.0618,909.6494,-3617.7311,1552.4637,117.5601,5962.2863,-4124.4434,1488.1546,6274.0032,-5012.5250,-4179.9530,4712.4378,-3873.8291,-507.6245,5456.4173,3637.7271,-151.5272,-1060.8261,1889.1445,-6663.8839,-1021.0590,4372.4631,-6224.4962,3633.1869,3001.5063,-4228.1990,-6218.6488,-5894.2160,-2309.8027,-372.7651,-4452.2098,836.5742,2465.9711,-3158.2888,-2267.0189,4111.3848,3019.9563,-5785.9604,-302.4865,2976.1916,1479.1602,-3927.5074,3460.2392,-6703.0504,1417.8266,4535.2949,6359.8045,-3643.2632,3214.6833,-5602.0218,5496.7828,4221.6006,-2047.4601,3140.7113,-4659.7983,3894.1977,-2023.5596,-275180.8030,-281937.6677,-284517.1778,-281147.3120,-289715.6372,-286749.3536,-285519.5638,-284845.1838,203980342.2504,203993936.0806,204007732.7988,203981455.6982,-284482.2067,203994164.4186,-2921.7096,5243.2721,1460.5556,-3267.8926,956.2825,-2487.9471,4605.0943,-1663.3478,-3826.5954,621.4544,-4266.1736,4613.3249,5509.1685,4373.5774,-4042.2633,-5008.5205,-4441.6833,1979.6633,4477.9670,5502.0526,-4683.9118,939.4579,5509.6427,-2791.5569,1423.9662,4697.3202,-3813.1560,-3524.4636,-760.6504,-5246.1560,-5090.5552,2159.0007,4714.8512,4199.4577,-5450.1615,2133.3489,751.0386,5455.8989,-3011.8009,5156.8406,-3851.3373,-2719.9586,-4999.1298,4186.9005,-1988.4400,-4035.2566,1310.9114,4685.1869,-2170.9480,1556.2259,300.3110,2688.1386,4289.6587,-7.0829,4886.0886,-3249.4759,2231.9690,2613.4451,4669.0497,4656.9280,5239.3991,5172.3790,652.8066,5490.2967,-3358.4681,2752.0793,5319.3802,1372.7800,5469.9901,-1942.3698,3551.2799,5480.5507,-1472.5776,-5039.1142,-559.9776,5716.0749,1420.0386,-2258.3735,-5456.9960,1635.3707,1836.2977,-4135.4957,-4049.1119,3549.6711,3430.6639,5418.8518,-35.9340,3011.3356,4195.5202,-2477.6581,5917.0128,5457.9625,-3822.2177,3997.7115,-797.3066,-4966.7733,-4055.5609,5066.3054,4737.9256,501.1684,-173345.3952,-175562.4852,-176966.0934,-171162.6343,-171331.3079,-181901.5577,-183344.4895,-174800.7692,43599282.1792,43616268.9201,43599494.6207,43598383.7191,-176121.8598,43593867.0224,
3600.000,6218.1953,-3493.2521,-5868.1880,5647.5524,827.8861,-5971.2403,-4639.3859,-4137.8217,736.3708,-3558.5479,3129.0044,-2250.9796,5173.3828,6053.4552,5510.5715,-405.1051,6423.6144,6278.2782,-5532.7996,-2058.0189,6212.6243,2370.4135,5249.9228,-6832.0078,-408.9647,3729.3278,-6314.5549,-2691.5467,3258.1296,1810.5967,4838.7718,-4041.0362,2533.4923,-4978.0439,-4957.7709,-2025.2769,5077.2199,5017.3300,1162.9511,1448.6064,6005.1450,-6402.3403,-918.2671,-401.1162,5253.5620,4049.9518,5339.6663,6289.0491,-4463.7631,-3009.3186,-5439.8140,-2988.8249,2189.5540,-2415.8967,-2924.9606,-911.6271,4055.0525,-712.4436,-6259.8074,-5091.9158,-4750.0705,810.7442,3646.6878,-2372.0924,-485.6091,3123.4970,197.6957,2992.2318,4364.8796,4202.2753,2457.4947,-549.5506,6173.2693,4512.4941,5499.9615,6605.7018,-2802.9010,-5213.3466,-3790.9142,-4784.8493,-0.8329,6639.5678,256.1551,-4548.2833,4170.1133,57.3651,352.8677,-6634.3224,-5473.7188,-1605.1165,1764.5180,-5938.2402,1213.0998,-4009.7365,-5525.9367,6649.2055,-5127.8357,3421.8824,-1162.0963,5868.9256,-147014.7012,-141246.4515,-152428.6132,-150222.4527,-150715.4376,-150604.6531,-143334.4574,-147839.1144,-305011959.9750,-305019789.1323,-305032942.6685,-305021381.2114,-146442.9417,-305027109.8337,2685.8882,3480.7551,-41.5749,-3732.5383,-6175.9941,-1624.2380,-3675.1660,3119.1799,-6877.5795,-4523.5065,-5940.0911,-3748.8381,3030.8164,-3273.2591,-4045.6189,-4610.7270,-2480.5626,-2399.9193,-4087.4198,5646.7612,1273.9830,5272.0210,-2640.4777,-766.2618,4844.3665,-5059.9729,-2794.1766,3166.6142,4323.9756,-6639.5591,-4531.2879,2116.2830,5658.6637,-1796.9003,-3688.2284,-3713.0062,-1215.1658,1844.3497,-6689.4606,4735.0313,3122.2080,-2018.3221,-4505.3328,5265.1871,-2896.2216,-963.0976,-2976.7940,-2657.5671,-2357.4277,5620.1929,562.8985,-3180.3818,3625.8752,5227.3070,-3430.1420,4112.9371,-1982.2135,-4153.1674,-2684.7943,3851.3237,4458.0340,-4724.6002,4500.7225,4962.1554,-4998.1533,3903.8076,-6405.1033,-3800.0621,3111.7344,2922.7984,3355.4690,5380.0499,-1206.3892,1086.1723,-2927.2254,-1663.2022,3883.3358,4337.5348,-4761.5129,-80.2450,5344.8746,-1840.0809,-4156.1113,2282.2830,-34.8669,-6263.4249,5599.6715,389.5873,-4206.0812,-3089.3204,6319.4258,-509.5591,6695.7822,-3421.2099,-2252.4219,-538.5064,932.3557,5697.7171,-4265.2926,153.3962,-320235.1213,-329430.9883,-330546.7522,-328522.3974,-337414.7869,-334707.3500,-332741.4367,-331963.3416,129377657.1300,129388177.6799,129399962.7501,129379089.2102,-331883.0185,129391142.3274,-1420.0547,-4843.7181,3356.8127,-635.9701,2853.0124,-2624.6358,-3413.0260,4426.4111,-266.9247,-3837.2377,1206.3272,-5318.7826,-3449.4747,-501.8207,-270.3535,5122.7725,620.7257,1688.2167,-748.5396,-3408.9765,2788.1118,3851.8111,-3639.6156,-834.9568,-4902.6110,-2931.9916,645.7223,5517.3147,-4345.9641,925.6354,1736.1673,-5199.9593,-3104.6379,-4484.7009,3006.8691,-5287.9807,-4527.0420,-4384.9394,-1324.0876,-4741.1597,-693.5456,-1657.2853,5150.2067,-4509.4027,-3050.8853,5418.3803,3128.9706,-1091.7442,4564.9471,2432.6508,-4238.9109,-5370.9207,-5444.9264,3640.1263,-5250.3458,5482.5609,-5227.0806,-5378.5133,-944.7390,-2687.2996,-2340.2851,-4992.5895,-3818.2543,-4180.4679,4598.2594,-4652.0226,-2594.9267,-4903.7277,-4397.7336,4505.8040,-5531.8270,-4315.6913,-2883.8432,5108.2656,-3019.4418,-1345.0990,-4938.9613,-1430.8404,3110.6184,-4984.1365,-4413.8326,42.9915,5425.2300,-4716.0916,-5518.5607,-2932.9272,-4036.0055,1593.7458,-263.6961,6000.1992,-2327.7461,-3367.6582,-625.9860,-4311.8435,-3479.0109,1206.6460,4557.1674,-1849.0041,-5327.6793,3644.8110,-172247.3431,-174157.1234,-175114.4125,-172522.6644,-169399.1322,-178432.6831,-184120.6983,-176522.0672,43665148.5676,43686511.0641,43673801.7759,43663021.6551,-175453.8340,43662696.6702,
7200.000,-4925.9335,2467.1743,2428.3789,-2359.8694,2808.5694,3360.6942,6659.2191,224.7993,1108.6772,5090.5182,-420.0985,5817.8105,-6632.7254,-4115.3024,-2794.6579,3580.1201,-4760.4829,-3491.8008,5579.7558,549.1963,-6810.8704,-2248.2566,-5050.0428,5400.9457,-3575.6318,-1907.3533,6284.2675,-765.3707,490.7482,-1323.4643,-3209.6309,517.8670,-4894.1306,6503.7952,6268.1618,5418.1204,-1671.6310,-6890.5624,1112.2460,-4515.1688,-4931.6717,4759.5511,4200.8415,-2952.9823,-558.0589,-3566.5758,-1380.1684,-4844.2252,5459.0173,-1100.9679,2339.2341,5045.6523,-5808.6024,-2165.9330,6143.4715,-3325.0102,-649.3744,4973.4330,5912.3093,3708.3669,3612.3511,1791.1829,-5075.2936,862.9106,4621.8601,-6060.6233,1440.2430,1548.1268,-6618.4146,-5534.9286,-5582.5959,-1550.2183,-2986.3227,-6433.1601,-2049.6413,-5725.7852,-1793.4656,2126.7568,5489.9408,2607.6604,-3853.3570,-4643.4700,3791.8428,2734.2161,-3595.6345,1616.5775,-3274.4419,3841.8218,5363.2962,3135.5384,-1825.0147,6581.4342,-2822.6886,6644.9009,3906.5194,-5288.1741,4805.4939,-4571.2773,4734.3526,-3084.8148,-63947.5635,-50941.6007,-64081.3656,-60560.3094,-62720.4873,-61472.5684,-56537.5266,-57226.6618,-328095236.9335,-328099160.8631,-328117901.6562,-328101613.6003,-58715.7383,-328111250.0015,-16.7595,-6310.1002,-3264.8517,4939.3516,4165.9536,-2253.9097,1476.2610,-5617.2359,5407.9933,680.1356,6232.0310,2740.5422,-1786.5355,4106.0209,4459.5878,5554.3635,3520.5433,4123.5989,2170.2364,-6829.4739,1000.9655,-1289.5280,4681.2713,-1811.0138,-2788.2644,6638.0105,423.7948,-5532.2575,-1029.9435,5591.4897,5358.2487,-4794.4703,-4893.2992,-1261.5320,2437.5146,29.0182,3969.2555,-90.7919,4841.3033,-5064.2452,-141.7052,-636.3938,5082.1035,-5908.6153,4002.5530,5063.8773,3944.9866,3744.7168,-2132.2873,-4906.7931,-3469.5483,-673.1599,-2148.2732,-4620.3303,2175.4216,-4234.2378,4872.2843,2164.9050,681.5324,-5771.7193,-5541.6146,6466.8483,-738.5672,-6849.1019,4424.4441,-629.8323,6518.2007,4295.8338,-1954.5698,1460.5833,-566.9583,-6726.4638,3092.3761,1582.6034,4635.0188,-758.1680,-4250.3836,-5054.7909,3804.6492,-3812.2467,-3848.9750,3071.6259,4882.6326,-5608.7287,4231.4414,6572.0222,-2547.0738,-2530.4925,2016.2990,-1331.8493,-6180.9879,-1466.7841,-4194.7064,720.6357,-1437.2077,2382.7437,-4438.5127,-4467.3140,4332.4294,2777.6550,-346105.3520,-355035.9343,-355565.1425,-355133.4861,-363844.7153,-360356.1598,-359358.1770,-357583.5846,45954047.5295,45963161.0304,45968596.7082,45960172.5532,-358189.6758,45966716.9067,4847.1008,1327.6195,-5410.1898,4023.3395,-4672.3094,5355.3219,-324.8990,-3867.2257,4164.2227,4620.1542,2740.8144,2440.7959,-804.1490,-3724.3544,4360.4110,-2033.1574,3559.4913,-4349.1839,-3477.0004,-884.8143,789.6943,-6457.8516,-570.6528,3926.5654,5190.2780,-627.3785,2892.6652,-4084.8089,6834.0169,3889.6579,2814.2751,4942.2708,-411.4157,2041.0983,1439.1531,4044.2841,5387.4733,513.6230,4800.8066,935.3270,4673.8397,4962.3503,-2078.3175,2126.2100,5368.0811,-2914.2854,-5460.4603,-3218.6350,-3477.6490,-4618.9722,5494.6776,4671.9361,3017.9769,-4524.5375,2306.8084,-4357.4313,4834.1323,4136.9013,-3450.7407,-955.7082,-2042.1944,1672.8646,4657.9307,170.4948,-2355.2786,3066.5048,-1799.7520,5140.4591,617.7446,-3723.5362,4034.5656,421.3975,5406.5952,-1968.6060,4703.4657,-3855.6075,5087.1039,4225.9335,1464.8536,5122.1874,4273.3131,4047.6430,-2951.9737,3019.3894,4107.0912,-1425.2969,5511.9431,-5062.5529,-3865.6600,-6062.5307,-2637.3884,-1174.6124,4587.1657,1276.6465,5496.9143,3502.5713,-2290.4631,-2598.7159,2575.4716,-5537.8330,-171252.1509,-173218.0085,-173339.6682,-174754.9781,-167941.4674,-174101.5153,-184182.4479,-173899.1227,43730834.4618,43755890.8947,43746428.7570,43727586.3968,-174771.7805,43731504.6138,
