sl_100_86400_20260918 Coordinates.csv
2026/09/18 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:14 2024,
Start: 2026/09/18 07:47:00.00, Stop: 2026/09/19 07:47:00.00,
TIME_UNITS,STARLINK-31760 - X-Coordinate,STARLINK-5818 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-1913 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-1739 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-30291 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-30275 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-1913 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-1739 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-30291 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-30275 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-1913 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-1739 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-30291 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-30275 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3665.4009,-2923.3865,-6569.7268,3900.6540,-3913.0144,6638.7284,1285.5722,3561.7616,2474.0450,-516.7665,5217.5773,3487.1286,-6089.5625,1565.6971,-5383.1517,3315.9971,-6865.4496,5545.4263,-3278.9608,-2179.3269,2838.9106,5139.8551,-5459.5318,3831.5836,-6013.1695,3124.5421,3313.1208,256.8876,-6206.6339,-1334.0738,3218.1344,-4164.4327,-4114.7873,-1862.2429,2736.8533,-3735.1935,3810.8381,-852.2580,-6180.1915,622.3046,-1939.8676,4904.9976,-3710.9997,4491.4448,3070.1403,-4101.6494,-3639.6440,-6847.5674,0.0000,4565.7740,-1542.2168,-3772.4695,-4650.9102,3080.3712,2586.0457,5264.4183,-951.5308,5718.3512,-5942.6436,-1324.1343,6685.5339,4312.1208,6630.3995,3340.3112,-4420.1141,-3670.2221,-1057.8643,3672.9678,-6462.6631,-525.2691,-1498.7951,-1595.9135,738.6549,4756.1448,-3571.1291,2528.0137,-4624.8168,1271.5565,1970.1601,-4906.9795,5894.0626,5954.4635,4116.6040,-4169.3027,-1969.7940,6293.4242,-4988.1490,-2458.2680,4278.7268,-4877.4412,-5748.5555,3049.2150,-4579.9562,6381.4737,2503.1661,-353.7264,4484.8951,-2964.2495,-4139.7416,-1697.1313,284697.7107,296923.7971,292721.4733,289870.2885,296189.2136,294055.4619,287495.7966,288349.9859,-242254739.4050,-242227980.0035,-242230098.0308,-242233985.3571,289340.7498,-242243239.8648,-4545.7680,758.0595,-2206.0724,5443.0867,2346.8190,1811.4330,5121.7185,4672.0330,4861.9378,-4080.7596,-2998.2147,2649.4118,2192.5662,-3945.2797,-3488.2142,-4553.7001,265.1777,1044.7241,3496.6443,-6102.9598,-5925.6673,-3894.0530,2301.8602,3874.1988,1074.9143,-2759.6065,-3323.2213,6855.8133,643.2509,-4654.6696,5059.7188,44.1472,1481.9954,3644.5255,-6334.9435,1313.0197,4941.4372,-6465.4150,1431.9372,5221.1737,-4773.7083,4861.5516,2011.8194,3754.5428,3461.0169,-2760.3827,3112.7970,-286.9294,0.0000,-3993.5140,6678.9558,-3880.1531,-139.6084,1005.7220,-3772.7759,1516.8294,-5014.8378,-3726.6066,-180.8295,6112.3120,551.4577,-4274.3234,42.7012,-2673.3539,-233.0040,2356.9660,-6400.0634,-3358.2174,2005.9316,-6849.2296,4823.1136,6370.6056,-4677.0843,-1412.4328,2629.6500,-3985.4935,3494.0682,-5213.4980,6543.6102,-238.6502,-461.7055,3324.8430,745.6702,-4973.8609,1334.9864,2457.4576,-4416.8011,6480.1458,-1228.8604,4427.1079,-1994.0204,-5420.8212,-5092.3487,-2110.8787,5709.0718,6870.6890,4916.3616,3720.6560,1700.4156,6317.8992,209753.4875,226720.8260,203643.7966,202983.4765,208839.3351,207131.4197,212362.5657,208976.3605,9287908.1139,9348496.9495,9321959.9634,9305455.0097,208747.2175,9304551.5270,-3519.7794,6254.4697,-298.5820,-1220.1482,-4916.6884,937.8995,-4463.9016,-3389.1929,-4283.4825,5495.6443,-3423.2652,-5324.2437,-2493.0689,5448.2410,-2313.9947,3991.3323,-956.8709,3631.4633,4966.1478,2429.0340,1807.5055,-2276.2559,3588.0087,4067.4916,-3242.9306,5500.0087,-4864.4046,-772.7864,-2967.8514,-4987.0641,-3293.5822,-5521.3683,5340.7145,-5438.1127,377.5776,5674.2559,2283.7499,2331.9647,2727.0286,-4516.8363,-4468.5913,-290.5348,5488.5720,-3679.7051,-5052.9251,-4827.4811,4982.1881,-460.0328,0.0000,3117.2547,-823.0996,-4349.3875,4997.3162,-6147.2243,-5118.2134,4113.3598,-4696.6751,1219.4332,-3424.1407,2717.4454,-1693.0529,-3320.0211,-2025.2458,-5439.3915,5256.4181,-5357.3720,-1780.6250,4631.1411,-1427.9962,-546.2584,4713.6895,2135.0634,-5037.3950,-4550.0668,5292.2286,-4908.0586,-3802.6690,-4369.8293,1024.6971,-4884.5926,-3615.4843,-1194.6261,-5285.4965,2405.5796,-6532.9368,-1469.7041,1442.1921,351.2188,5263.3384,1876.6357,3279.2372,-3026.0971,43.3883,1615.0527,-3004.3408,-314.0342,1523.7851,5071.3218,-5185.7352,2028.7996,-187941.0538,-189701.3713,-189618.7794,-184534.4029,-184116.4071,-194557.6138,-196557.7431,-190550.4553,98294901.7099,98294903.8199,98278860.2669,98301426.3244,-189113.9208,98292049.0014,
3600.000,5055.1654,-525.5354,6162.4538,-4945.9895,2887.8570,-4503.4552,-4748.0700,-4076.9047,-5538.5019,4739.1559,-1410.5273,-6412.0508,3087.7975,1682.3795,6512.8722,-1193.1391,5942.3309,-6455.0687,2087.4833,3637.1187,-219.9135,-2520.4360,2200.9466,-6195.3532,2758.7801,-820.4481,1739.6861,-2009.6465,6329.2493,2406.1758,-4021.9479,4413.2791,1345.9446,-2289.3189,-738.6362,-1129.2604,-5161.2193,3071.4898,5975.1865,-4347.5042,5414.1745,-4892.1268,1048.8423,-6304.2539,-6286.2608,4135.4262,-509.1045,5486.1353,0.0000,-2758.3390,-280.0492,6422.7527,2450.5032,-4640.4741,-514.2281,-6602.5632,4681.1400,-2836.8575,2959.2185,-2560.6038,-4499.9767,-3445.7987,-6360.9828,142.5469,5640.4674,2510.9299,2985.9088,-392.8280,3822.0067,2856.3362,-538.0183,-1184.2103,2005.3469,-467.4493,-122.0595,2441.0867,3331.0302,669.2630,-3182.7095,2763.7266,-2876.3938,-5990.1770,-3430.8332,5341.9930,-32.9480,-4879.1507,6017.2584,-191.3851,-4376.5930,1287.3918,6829.8369,-1728.8756,4800.4821,-3504.4485,-3684.2806,-1451.5422,-4392.1490,-1185.5402,691.4894,-82.8389,221282.9842,231296.4485,230070.9261,227823.1370,234926.0694,232770.1257,226610.0395,228744.4670,-236365306.7798,-236351230.3736,-236349214.8050,-236346411.6727,227916.4908,-236354965.8536,165.3737,-3856.0625,-259.2361,-1860.1247,-5993.7644,-667.8477,-4631.2268,-20.2344,-3873.0354,3334.5953,3928.6553,-420.6606,-4144.3289,5942.5699,1037.3417,6745.4996,-2398.8440,1309.6261,-6381.4038,5580.2941,6435.5362,228.1985,-4593.3530,-2800.8033,-3183.9974,5972.3770,4498.7435,-4797.1058,-2385.4889,343.8060,-826.1557,-4034.4829,-4887.1376,-5481.0716,5751.6239,1251.9925,-2897.1227,6066.5602,-3053.7738,-3460.1257,1683.3307,-2450.8239,-5257.5021,-2784.7642,-2177.7966,-1681.8949,-4556.8777,-1530.1816,0.0000,6195.8342,-5965.4374,1992.3951,-4127.6419,-4703.0776,6594.0998,1566.8719,3559.0885,4800.1897,-2857.8647,-4294.3372,1667.1679,5921.7842,2189.1266,5244.9632,-3187.9143,-5853.6359,5077.8901,6237.6765,-3888.5620,4965.3020,-6798.9131,-4405.8094,6367.9672,4553.7917,-5005.9921,4074.0932,-6044.2349,6862.8169,-3984.6408,-3550.5545,3021.6654,-1574.1799,4319.0072,3970.1284,-5164.8484,211.0693,1910.6872,-5920.1443,4774.1777,-4330.8437,529.1484,6565.4300,2569.0187,3313.1086,-2147.5726,-5497.3858,-1394.0138,-2154.7320,-4936.7350,-6353.6482,271100.8894,293194.5003,268730.6064,269436.6683,274785.7878,273357.2107,277302.5571,274592.7109,-53777922.4869,-53714183.3311,-53743041.0367,-53753304.7892,274441.1549,-53761278.2371,4557.1964,-5765.1971,-3180.5410,4278.3736,823.0797,-5246.0945,1931.7614,5406.9789,1531.7342,-3702.7353,5507.2717,2474.7180,4610.7687,-3118.6101,-1735.9136,-908.3453,-2659.8679,1303.5433,-1641.5720,1883.5682,2224.4668,6341.8675,-4708.6812,322.2217,5469.8971,-3384.5612,4719.5367,4528.1711,-1404.4235,6501.6808,5459.7846,3454.5815,-4704.6325,3304.1873,3749.9980,-6723.4105,3014.3335,1323.0388,1633.5646,4127.6251,3775.8970,4211.7722,-4402.7198,-520.0891,1608.3046,5257.5189,-5187.7047,-3845.0523,0.0000,731.7991,-3469.8267,1700.1350,-4871.2825,2123.1609,1807.3227,-986.0835,3659.9364,-4130.5121,5477.7573,-4648.9590,4970.7922,-949.2190,-1674.8214,4494.2420,-2318.9457,2652.7970,-3250.5243,-2696.2112,4242.1477,3820.2984,-1154.2777,-5195.1028,1769.6872,4922.0071,-4773.3190,4869.6160,605.4940,525.9994,-4670.5419,5250.8493,5518.1734,-3097.0097,3857.9563,1905.0635,4641.4925,4881.1353,2557.8286,-3622.6005,-2393.7330,-5154.2920,951.4937,-1310.9017,4148.7298,-4961.2011,5434.0865,-3891.2809,-5043.6114,-6512.5871,4682.1112,2558.9448,-187190.4539,-190056.0702,-188591.3693,-186815.2251,-183130.0728,-191813.1993,-198068.8093,-187658.9302,98267180.4233,98261828.4711,98245557.2232,98268250.1854,-189282.1098,98261399.8725,
7200.000,-5151.1309,2202.7218,-3851.5177,4670.1170,-148.1377,1076.1792,6070.2565,4000.4988,6342.0357,-6516.7006,-2708.3961,6480.8656,675.7000,-3457.3064,-4587.5497,-1197.3154,-2837.1294,2953.7908,-424.5652,-4066.8757,-3103.8693,-3229.8151,1245.8296,5118.3357,921.3150,-887.7818,-5106.2941,4192.5020,-3499.3365,-4373.2314,4479.3422,-3679.0782,783.7516,4379.1137,-2540.8937,5853.8767,3435.9558,-4469.7396,-2912.3444,6669.3710,-6688.5389,3836.4988,901.5670,5335.2139,6162.1064,-3915.0657,3759.8272,-1719.4168,0.0000,-605.5028,2933.4195,-6654.9173,-423.7336,2452.9658,-1221.0123,5016.3647,-6704.3741,-1231.2782,328.1285,5918.1709,1104.4039,841.8656,3643.3382,-2511.4101,-4640.4811,-1043.0114,-4034.3771,-2414.0454,121.6056,-4984.2654,2020.1237,4572.5780,-3344.8506,-2964.1948,2789.1164,-5767.0972,-928.7155,-2126.0627,4367.3376,-890.9292,-347.6612,3953.5821,1860.7662,-4643.3202,496.2865,2363.5717,-4549.6655,3464.6279,3104.2450,3369.9804,-4936.2796,-704.5068,-3750.4057,-734.2773,4866.9580,3708.1042,3487.2925,5264.3235,1893.8848,2630.6900,146323.5994,151283.8579,152713.8996,150797.3371,158981.3747,155035.7064,151589.3698,151628.2542,-214342107.5409,-214341108.4792,-214333780.3952,-214329294.3082,152026.9180,-214332748.2958,3917.2916,6305.2646,3299.4532,-2871.9962,5364.3605,-2324.7700,2759.8820,-4530.2533,1803.9240,-2093.5851,-4793.9621,-1228.5930,5661.3393,-5869.8373,2351.8106,-6217.0391,4282.1779,-3255.6901,6326.4960,-2407.0178,-3983.3055,1365.1117,6142.7375,23.0819,5355.0142,-6794.4006,-4380.4854,973.3307,3439.0718,3330.0634,-3627.6094,5798.7350,6781.1744,5018.5499,-3272.5837,-541.4407,-2074.0681,-3244.6818,3800.6473,1424.5467,1292.3389,-1686.1470,6844.8234,444.7809,299.2923,5180.8290,5395.1834,3745.1546,0.0000,-5462.5396,2932.8785,177.1904,6720.7483,5701.3111,-6166.0365,-3704.9828,-1713.3827,-5096.8871,5755.6114,1415.2605,-4466.5024,-5093.2993,-3988.5771,-6398.9054,4578.7101,6601.0159,-255.2899,-6220.0594,5334.7061,-1270.3266,5814.7378,1534.6887,-5457.0208,-5964.8048,6203.5682,-3454.2880,6200.2078,-5492.1477,-233.2728,6433.1975,-5600.5997,-1591.7514,-6409.2963,-839.0159,6933.4151,-3841.8067,2086.3525,3729.5393,-5817.2935,3594.1204,1484.7966,-4922.8973,1898.7793,-4519.4542,-1999.8897,1852.7632,-3356.5926,1690.4339,6525.9720,3370.3925,314934.6098,341133.6941,316823.5693,319691.5249,323302.9987,322127.5111,325139.6613,322286.3461,-113157634.0610,-113094517.4289,-113125631.3550,-113129288.1094,322685.5634,-113141499.3464,-2138.8459,1921.8028,4720.8002,-4036.7573,4009.6933,6446.2904,1806.1221,-3079.9061,2129.9408,-636.6283,-4197.4149,1978.9935,-3951.6666,-1194.8368,4451.2071,-2772.5409,4649.4497,-5082.3478,-2754.0770,-5067.2624,-4584.3636,-5881.7617,2951.0109,-4492.7971,-4280.5560,-902.8211,-617.1166,-5402.7706,4850.2501,-4257.0053,-3688.2494,767.3143,1073.1806,1373.0222,-5538.2055,3650.4331,-5310.1848,-4190.2056,-4987.0236,-1226.8088,-234.2288,-5502.4517,627.3738,4359.2787,2963.4329,-2356.0782,2141.8830,5484.2700,0.0000,-4050.5685,5506.7665,1946.9019,1164.7145,3107.2524,2739.7348,-2853.5755,-417.9952,4528.3043,-3721.9131,3078.3324,-5171.0106,4591.8171,4331.5124,-761.6935,-2204.8328,1724.9360,5365.3628,-1348.6098,-4402.8832,-4590.3023,-3159.9040,4936.0301,2592.6162,-956.9053,1226.0705,-1070.0608,2940.0009,3616.8107,5340.1004,-2407.4387,-4068.0878,5443.2328,912.3767,-5075.1176,-76.8865,-5244.1106,-4633.8245,4705.8704,-2046.5773,4749.1550,-4618.5821,4791.8534,-5413.4867,5170.3368,-4495.8362,5487.9836,4806.0197,4216.5897,-848.1475,-5360.1020,-186731.4284,-190388.5186,-187733.9498,-189897.2491,-182611.6326,-188283.9035,-198874.0470,-191106.1330,98239069.4707,98228735.4795,98212814.4106,98233538.7965,-189435.1726,98230735.4387,
