sl_100_5400_20260915 Coordinates.csv
2026/09/15 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:27 2024,
Start: 2026/09/15 07:47:00.00, Stop: 2026/09/15 09:17:00.00,
TIME_UNITS,STARLINK-30110 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1295 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-32267 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-31132 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-6046 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1295 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-32267 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-31132 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-6046 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1295 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-32267 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-31132 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-6046 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,828.9873,-4471.5134,3981.6249,-5516.3917,6714.3302,3173.5348,5393.5078,-3085.2720,-2480.4252,177.2109,-1835.4687,5073.9236,-2920.4929,-5077.5721,1600.1118,4879.4524,-4627.1480,2558.3790,-2152.5607,0.0000,-2366.3624,4857.8642,4388.5413,-3013.6405,-945.2428,1383.9460,-5796.0788,2443.1344,1526.1291,5213.5852,3909.1429,-4629.2226,-6391.1415,-3499.7306,-101.4408,4144.2453,6279.3203,4851.6179,-1369.2167,5413.6216,-6645.7194,-4738.8338,-1969.0012,6907.7946,4351.3167,2942.4113,3776.3470,-4380.7576,6173.2861,4368.5710,-5838.4779,-2125.2079,1305.2742,-1975.3292,6293.8937,3064.9950,1211.9886,-644.6263,4811.9616,-1713.2439,-6840.8205,2855.7778,-6432.8463,-3016.1038,1514.2271,4198.8058,-6699.5052,-6520.6028,392.1095,-2806.0281,-5059.2132,-2564.4600,-4385.1869,-3280.6504,6586.9176,5905.2874,-4353.5547,5507.3547,6528.3894,3002.5721,-763.5075,2214.6679,-2702.5722,2902.9587,-1275.8818,-1861.0654,-3681.4293,2734.2144,-84.2179,723.4026,-1767.1376,-2454.0745,4136.6487,-1868.7204,5091.8830,4205.7936,5131.9588,564.0018,2300.6077,3665.7725,103656.6178,112144.1268,117867.1244,114971.7046,121585.0445,119359.1903,113081.9603,113928.0193,-244177272.6404,-244161541.5139,-244152605.6553,-244151767.6062,114739.9763,-244160788.5294,6172.4730,3131.0164,-1695.8251,4023.5407,-1318.1224,-5384.6020,669.2128,4030.3965,-462.8815,5031.5725,-5789.1024,3108.9844,-3487.7685,-1755.6807,6183.9487,1758.9533,1295.8307,4840.7882,-4867.8090,0.0000,-6154.1308,-2628.0524,1158.4856,2780.6064,5399.3403,2031.7098,-2618.3789,-5186.0957,5522.0810,4176.9917,3051.2080,-3751.1596,-343.9592,-3695.1275,-4705.4498,2818.2611,1281.2516,1479.6022,6769.8562,-2337.2139,-1674.1120,-4646.1103,-5527.7452,646.2032,375.5789,-592.0812,-5828.8746,-5338.5017,572.8309,-1688.3733,-3318.6072,5168.0879,4648.5176,3792.1729,-2775.8083,5561.3966,3945.6991,-4153.1346,-1858.7465,-6600.2982,449.6042,5089.1485,2086.6064,-6223.5346,6637.6657,-3706.2328,-1288.6651,-1545.8202,-5354.5284,-4290.3433,286.6850,4487.2548,2549.0375,-4560.9492,-692.7194,-3080.7657,1182.5060,4179.0282,-506.0514,3125.1752,6494.8151,-5190.1957,-5279.5761,-5829.2013,-4009.7829,-6356.4814,-4583.7042,-5196.2671,-5578.1659,-5727.1887,-3904.1244,6022.0642,-268.7178,-5039.5433,-3870.5286,-2939.6183,-4216.9893,4759.7290,6236.9957,4590.4356,338793.4182,364176.5984,346861.4286,346341.6397,351861.9275,350260.9576,355830.7874,352241.1461,13656455.8237,13656132.3427,13679548.3463,13665423.3014,352123.2477,13665468.3811,-3002.8758,-4097.0523,5371.4132,-1110.1436,1206.8824,2955.2981,-4281.6249,-4729.1708,6447.2144,-4691.4001,-3333.9196,-3597.4655,-5258.3456,4340.3822,-2588.1184,-4230.6239,-4978.3097,4235.2540,-4405.5706,0.0000,-1505.0009,-4179.7694,5134.9198,-5458.1599,4093.1399,6480.8490,2401.7641,3638.6126,-3869.4979,1776.7422,-4803.4230,-3552.5926,-2439.5555,-4711.6657,4960.3419,4766.7366,-2592.2581,-4724.7575,292.6822,-3663.9477,-915.1882,1947.7871,3466.4127,380.5677,5335.2546,6249.9833,-311.0269,218.2384,-2861.2487,-4924.2823,1734.9037,-3695.2993,-4952.8850,5309.7362,552.1646,-2755.9950,-5516.6653,5368.7394,4552.3282,-1091.3906,-295.3394,3595.7040,1220.1563,145.9333,276.2804,-3954.3746,1232.4885,34.3833,4371.3735,-4684.5659,4720.8056,-4623.6609,4713.2108,-4016.7482,1933.4682,1739.5468,-5233.9644,-577.3343,-2239.1475,-5346.2221,1920.0367,4016.3052,-3438.7544,2368.2696,5459.5598,-1739.9786,-3611.1259,3712.6046,-4123.1387,-3642.2182,-5408.7800,2446.8493,5526.4437,4346.8238,-2673.9403,4610.2568,-1904.0933,4978.5344,-1094.7213,3709.5063,-134992.0018,-137321.7550,-139462.7415,-134360.8654,-133958.7433,-144402.3547,-146388.5379,-140507.5261,100465209.8260,100436859.4325,100439456.6640,100466685.5122,-138949.6309,100457183.0917,
300.000,2398.2512,-2606.5423,3488.1980,-4158.2745,6611.4951,1871.5549,6217.3273,-1247.5433,-4066.9602,2303.8635,-3239.4376,4333.4097,-4501.9912,-6206.1509,2945.0226,5764.5161,-3145.1728,3936.2562,-3889.1707,0.0000,-3584.9910,4193.2407,3997.1752,-1487.1281,902.4991,2775.8584,-5723.6030,594.5007,3099.0970,6083.4368,5477.8293,-5990.1999,-5527.4199,-4965.6686,-1957.4760,5641.7779,6855.7167,5232.9234,-110.2205,4228.1935,-6835.8489,-5044.3927,-3750.3354,6498.1814,3774.5697,1031.6677,3012.8595,-5127.8160,6687.0514,4245.0747,-5776.9058,-524.6446,3200.8560,191.4969,5357.1588,4115.6597,3218.1541,-2750.8934,4150.1618,-2873.4211,-6464.2152,4579.7765,-5424.0840,-3963.5053,2893.2940,2309.0566,-6400.6624,-6455.5258,-1662.7866,-4551.3587,-4746.3135,-495.1154,-3192.3964,-3868.1536,5635.9747,5771.4747,-2995.2550,6242.6123,5550.7404,3998.8566,902.3745,610.5411,-4413.8785,1103.6737,-3327.0418,-2854.7217,-5144.0621,2436.4135,-1991.2301,-903.7177,-3754.8582,-1991.4778,3869.8744,-3006.1278,4282.8439,2299.4058,3702.6026,2280.7025,3432.2675,3430.6484,96508.9670,104482.2337,110303.6759,107469.5742,114142.7286,111940.5974,105637.8983,106827.1982,-244414925.2476,-244399242.0948,-244390943.7093,-244389303.5946,107272.1907,-244398531.1658,5091.2965,3769.3341,-3699.6360,4915.0671,-1934.9093,-6460.7465,-818.7773,5129.1154,-1686.6917,4717.0211,-4423.7193,1727.4131,-3756.6408,-454.0493,6168.7561,-72.4639,2804.4848,3240.7456,-4801.2364,0.0000,-4962.8045,-4454.9304,-967.2653,4307.7130,6016.8788,317.0542,-784.2578,-4795.0054,4201.5863,3287.9735,2054.8000,-2582.8599,1026.3207,-2163.9909,-5247.4597,1740.7731,68.8684,-628.8971,6593.3650,-1338.8098,-480.6682,-3161.2187,-5230.1499,-17.8348,-1721.6061,514.1340,-5793.4954,-4355.6277,-726.3908,-3619.5733,-3811.0109,6164.7915,4742.8988,4124.6707,-3685.5876,4024.2858,3145.7606,-4030.9378,-3825.9761,-6235.4616,1927.5536,4492.2622,3054.1723,-5426.6714,5900.0869,-4106.4414,321.6769,-275.1977,-4791.5492,-3122.1931,2401.8365,5079.3116,4314.6997,-2724.4559,-1870.0028,-3735.5603,2857.3446,2862.9066,-1725.1814,1188.8729,5941.7915,-6215.1560,-4756.3610,-5839.0086,-3488.6364,-5248.6353,-4107.4071,-6256.8080,-5846.7809,-4791.9264,-3282.1445,6648.1079,-2405.9146,-3395.4818,-5298.6430,-3709.2408,-4681.1042,3519.0046,5747.5376,3006.3565,340795.2375,366602.8328,349121.0926,348712.6379,354201.9031,352613.1187,358083.8975,354233.9975,8321896.9349,8321269.1367,8344984.0870,8331449.5393,354447.2164,8330896.6656,-4017.6180,-5058.4989,4663.2473,-2533.8738,-919.0589,1607.0575,-2920.7356,-4501.3126,5345.3003,-4449.4930,-4235.8671,-5157.2997,-3736.6562,3002.0339,-866.1210,-3400.0087,-5488.2518,4680.6959,-3089.9480,0.0000,-2875.8509,-3246.0543,5481.1156,-5083.3247,3130.7205,6343.2648,3580.6352,4767.8392,-4532.3874,-16.5224,-3664.1260,-2356.5495,-3915.0057,-4330.8996,3925.9537,3606.6560,-872.8163,-4502.2024,2066.9964,-5342.0812,902.2565,3515.9146,2249.0375,2454.4082,5506.8063,6835.2759,-2389.7710,-1581.4463,-1166.9173,-3880.6669,-499.9758,-2567.3016,-3885.0266,5423.9226,2303.2586,-3846.5692,-5216.7934,4763.0591,3935.1985,721.9825,1249.8852,2418.6638,2905.4509,-1649.6992,1794.8143,-4981.9680,2638.5458,-1783.6545,4711.8799,-4213.9690,4435.7548,-4695.2531,4375.1909,-5032.0656,3508.6483,-384.5104,-5532.7635,966.7830,-3757.6591,-5473.6347,3210.8774,2999.5277,-2210.9973,3560.5157,4928.1309,-3349.3095,-2062.7455,1790.6784,-3156.3450,-4777.0870,-4769.0004,372.2505,5193.4376,5214.9263,-1273.3499,5340.2767,-3484.8081,5491.9084,743.3394,5237.3956,-135091.0753,-137424.0556,-139462.0175,-134604.6579,-133941.2183,-144292.5904,-146627.0581,-140741.7247,100462949.2571,100434754.5255,100436850.3153,100464113.5594,-139047.7948,100454726.1493,
600.000,3768.8228,-472.8075,2699.0378,-2384.4750,5833.4800,402.3413,6438.9049,684.2528,-5170.1947,4203.6291,-4367.8679,3203.0647,-5605.1413,-6725.7771,3984.9831,6049.4637,-1389.0890,4971.0243,-5220.8742,0.0000,-4457.2671,3152.2232,3258.6594,146.4909,2636.3285,3948.4497,-5088.8701,-1348.3972,4406.8654,6347.2469,6504.5385,-6771.3190,-4114.2714,-5976.0617,-3584.4557,6586.5951,6749.0755,5149.4891,1182.5911,2551.2495,-6345.7462,-4882.1595,-5136.7917,5431.5744,2879.7757,-1033.4795,1917.9222,-5377.2622,6510.9915,3719.1851,-5090.0325,1108.3345,4759.4443,2330.4209,3874.6899,4803.3971,4917.4820,-4564.0607,3115.6842,-3753.7238,-5438.8547,5835.9856,-3859.2711,-4533.8601,3993.6794,175.8736,-5491.2181,-5688.0534,-3574.4840,-5872.8417,-4015.9007,1610.5577,-1728.1883,-4127.3772,4125.5173,5031.2214,-1384.5506,6378.4370,4031.3281,4648.9264,2504.5113,-1026.6578,-5672.7768,-824.4832,-5048.7214,-3594.3519,-6080.9331,1913.7033,-3687.0556,-2481.5711,-5371.9436,-1331.1567,3277.0650,-3900.8675,3069.0850,172.4253,1887.1728,3814.3787,4201.0245,2910.5147,89323.9605,96768.3215,102691.6977,99918.2550,106651.2004,104470.5926,98150.3495,99728.4976,-244536041.0335,-244520392.1330,-244512742.1723,-244510339.1459,99757.4572,-244519735.9066,3529.7861,4076.6412,-5333.4145,5349.5581,-2366.6741,-6905.3759,-2196.2775,5767.2093,-2790.0215,3978.9360,-2643.4231,123.4264,-3688.8116,860.2527,5537.4252,-1869.7041,4085.1733,1348.0843,-4286.3073,0.0000,-3249.7158,-5844.4105,-3011.6482,5425.9392,6048.0535,-1375.0335,1153.7020,-3945.5552,2494.7357,2071.2795,894.2293,-1187.2654,2333.5825,-457.6845,-5285.7239,530.7507,-1140.5991,-2664.1027,5764.9774,-261.7588,770.9176,-1340.9777,-4417.2930,-712.2928,-3665.5934,1478.9945,-5188.4271,-2927.0116,-1937.2903,-5157.0990,-3882.6790,6506.7391,4405.7376,4091.9009,-4250.6458,2096.1453,2087.2705,-3545.5518,-5415.0063,-5243.5505,3224.6153,3466.9277,3744.5293,-4082.5763,4555.5633,-4144.7865,1924.2390,1046.0437,-3805.0071,-1691.4285,4284.2658,5224.4326,5679.0839,-614.3995,-2899.4869,-4003.9039,4291.4681,1261.6814,-2814.9196,-840.1192,4795.6364,-6649.3228,-3775.2128,-5308.8579,-2673.9311,-3600.6909,-3240.3870,-6674.6519,-5574.0051,-3394.7068,-2386.0961,6596.7133,-4304.3129,-1432.6253,-6207.0030,-4167.9315,-4714.4370,1972.9067,4633.2193,1088.8285,342647.4455,368865.2247,351225.7704,350927.6044,356384.6393,354810.2176,360178.9479,356102.4961,2983475.4224,2982540.5385,3006530.3175,2993617.0319,356612.8263,2992458.6477,-4599.5980,-5454.4329,3449.8291,-3684.7909,-2947.3193,85.4437,-1245.3522,-3793.4970,3671.1791,-3721.6139,-4684.3476,-6171.7137,-1818.9242,1339.1983,950.3216,-2165.9751,-5409.3087,4623.7743,-1440.2972,0.0000,-3915.6629,-1964.0786,5222.0061,-4140.5449,1820.0513,5529.4915,4353.3774,5355.1733,-4707.1442,-1808.0354,-2128.0581,-908.6145,-4956.9033,-3487.8492,2454.6869,2058.5638,940.9408,-3798.4543,3617.8896,-6452.7630,2622.1620,4704.9695,778.5605,4267.0650,5081.2216,6692.7427,-4215.0478,-3210.2529,658.2235,-2396.8495,-2681.4864,-1135.1975,-2398.9070,4929.7428,3804.1149,-4524.2124,-4349.7530,3623.2700,2887.9528,2457.0136,2656.9753,974.0035,4271.2751,-3267.7069,3110.8316,-5459.9832,3761.9543,-3390.5947,4547.0107,-3295.2089,3675.4630,-4265.7705,3568.0680,-5504.2246,4702.8286,-2466.5635,-5235.5304,2407.4505,-4872.4840,-5004.2765,4140.1016,1661.1677,-738.5030,4371.1289,3861.7031,-4587.3220,-290.2677,-321.6452,-1852.4112,-5377.9354,-3612.8057,-1741.9523,4300.5070,5521.2472,263.6915,5491.5805,-4689.4102,5413.6175,2494.6063,6209.3594,-135190.3747,-137526.6343,-139460.4226,-134853.4981,-133927.1988,-144176.6890,-146860.1712,-140840.7838,100460684.8529,100432656.5542,100434248.8385,100461525.6796,-139145.8765,100452269.0898,
