sl_5_86400_20260203 Coordinates.csv
2026/02/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:25 2024,
Start: 2026/02/03 07:47:00.00, Stop: 2026/02/04 07:47:00.00,
TIME_UNITS,STARLINK-4723 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-30141 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,415.6803,1613.0680,3225.6451,4253.6831,-4379.0544,41429.5398,31163.3508,35295.7693,39169.5528,30640.8656,33779.4663,34642.4724,35778.9843,-162723637.8229,-162742305.9661,-162745864.8933,-162715096.6741,35798.8322,-162721115.4265,-4115.6839,-5714.1829,2589.8583,-2793.8946,4556.8863,-360518.7031,-365473.9834,-362518.1634,-363995.6339,-364100.8362,-364177.3734,-372618.1692,-367009.2063,293747217.9773,293725760.0423,293734176.8834,293734281.8477,-368545.6846,293730935.0433,5522.2268,-3325.8332,-5239.4483,4724.7695,2850.7083,73192.2035,71642.6882,71773.8332,78058.3203,77469.0422,66835.9525,65784.7588,73702.3804,-116515051.9264,-116534370.7796,-116499199.3236,-116499875.4671,72843.8770,-116502973.6755,
3600.000,3635.4121,1272.4870,-6394.5539,-6827.1071,695.0411,128336.1726,126855.3000,128118.8550,130655.0628,121761.0772,124598.1800,126339.1225,127721.2381,-233240903.3740,-233255397.2450,-233264297.9939,-233241286.6876,127234.5808,-233238952.2054,4595.9281,6661.4998,640.7118,1324.6489,-5064.5280,-340876.7933,-345708.3353,-342205.5325,-344539.4622,-343947.3787,-343976.5656,-351446.0928,-349650.0727,241599743.5251,241574524.0860,241578040.7864,241587830.5483,-348283.2466,241582702.5643,-3666.6508,-542.1337,1782.5096,131.1541,-4695.4796,71084.0822,70760.8765,71338.5781,74497.3202,77211.6522,67961.8613,62670.6967,70133.9297,-116462057.8327,-116482528.2400,-116450928.9401,-116443302.2528,71246.2314,-116450959.2216,
7200.000,-5602.0848,-3630.6070,5031.7220,4778.4100,3284.6499,208428.6888,214231.4589,212994.2286,213973.0105,205193.0026,208550.6321,209661.5858,210014.7180,-287851243.7718,-287861002.7344,-287872123.4201,-287858289.4253,210790.3661,-287849383.2385,-4006.5268,-4154.6448,-2761.8520,991.4539,4855.9992,-301761.6574,-307017.8024,-300073.7180,-303661.0533,-301625.4112,-302641.0124,-307867.8244,-304786.8089,172968708.5787,172941571.1645,172938465.3175,172950385.6359,-305673.6462,172950665.4303,-545.4242,3970.1586,3390.7542,-4955.1478,3697.0107,69013.8504,70514.2609,70871.7774,70011.9214,76456.2131,69963.4682,60257.4139,70954.7380,-116408308.6295,-116430288.8159,-116402624.1704,-116391448.5129,69641.7890,-116398908.4283,
10800.000,5120.1954,5247.3264,108.7410,346.4709,-5804.5606,280374.7196,286032.9344,284541.4992,281582.7034,275540.5622,282468.8602,279273.9255,282022.1754,-322828260.0890,-322833425.5675,-322843357.7087,-322835445.0316,281090.9708,-322825951.2987,1496.6836,-310.0977,4083.7369,-859.2996,-3768.2076,-245342.1608,-247837.1367,-238722.2901,-245150.6616,-239641.9443,-243784.9065,-244845.8690,-243873.0103,92534942.7124,92507803.1165,92497847.9718,92508249.2522,-243377.3414,92515923.2694,4379.8826,-4323.4821,-5279.7037,6880.1937,-492.6743,67670.5868,69417.0030,70068.7133,66212.8386,75218.2189,70181.6374,58493.3072,66544.3157,-116353914.3273,-116377594.2258,-116354167.1870,-116342271.1913,68030.7170,-116346821.3133,
14400.000,-3427.3356,-5259.9428,-4752.0624,-4451.9630,6095.0597,338354.9871,340438.5293,338172.3932,330761.8278,328233.0528,337649.8720,330815.8085,332843.0928,-335784611.6968,-335786043.3302,-335791699.2712,-335786370.2708,333593.2496,-335781398.7419,2495.9678,4112.5354,-4229.5447,-2199.1411,1347.6464,-165300.4972,-171383.0750,-161938.2593,-169145.4793,-161834.9606,-167364.1025,-166513.1037,-165362.1285,5784739.5786,5759317.4846,5743723.9024,5752430.6453,-165325.1931,5765033.2556,-5460.6899,1296.3420,2000.6275,-4875.2883,-3031.8123,67561.1913,67993.4565,68713.0087,66765.3610,73489.1343,64956.3955,57365.6846,68017.8357,-116299024.3624,-116324373.0932,-116305445.8557,-116294236.0013,66413.1825,-116294697.8944,
18000.000,1738.2749,2854.3545,5526.5436,4573.2546,-4622.8309,370641.3667,374051.8685,370364.9799,360782.1374,359837.9376,369429.9483,361146.5198,365442.3650,-325834976.5817,-325834154.0659,-325833300.2362,-325828956.8864,364880.4165,-325830606.0769,-5943.2787,-5537.6773,1901.5319,5233.4685,2114.4321,-71776.6991,-82917.3429,-74504.8887,-81123.3550,-73110.4513,-78186.2792,-77888.1755,-76141.5873,-81364318.5426,-81386783.8112,-81405639.5299,-81396767.0769,-76470.7006,-81384234.4044,3052.8670,2723.3523,3207.5876,21.1656,4709.1468,66880.4713,66430.3941,66734.6612,67547.6236,71232.5570,60055.4653,56897.4881,63096.3098,-116243817.9201,-116270537.7777,-116256348.2525,-116246269.9144,64789.3528,-116242538.1895,
21600.000,-221.4228,1479.6359,-3019.5457,-1613.5478,2467.1965,376783.3505,384515.8279,378910.6447,368462.3138,368320.5459,376962.3266,368525.4426,372856.4952,-293656576.9822,-293655370.8293,-293647024.3565,-293644581.8364,372885.0921,-293651064.5295,6786.7706,4755.9070,2692.8658,-4756.2753,-5416.1775,26318.3564,11809.6634,18051.6406,12347.3742,20875.6648,16385.5508,15485.8154,16990.0810,-162966995.8367,-162985993.4580,-163005015.8520,-162993730.2882,17524.3217,-162986580.8147,1265.6221,-4638.7438,-5309.8769,4801.2521,-3571.0961,65888.2224,64787.2495,64228.8483,67785.0186,68373.1651,56099.8276,57152.0732,64859.3383,-116188492.3315,-116215981.5769,-116206757.5961,-116197332.8454,63159.3956,-116190342.2163,
25200.000,-1807.6554,-5485.5995,-99.1974,-885.9969,-243.5853,357251.6064,370922.8636,363107.7216,352714.0238,353268.1553,360192.9596,352731.3888,356739.3070,-241443124.8025,-241443440.6442,-241428085.2362,-241430889.2454,357026.5017,-241436750.9628,-4623.8594,-2749.0588,-6289.2349,299.1609,6926.6359,122091.3627,106700.6615,109790.9228,105158.7171,114055.1371,109768.7430,107995.5493,111157.5509,-233455973.0402,-233471868.7480,-233487810.0535,-233473605.9674,110650.6847,-233474765.0086,-4810.3519,2929.2335,2214.6807,-6894.2793,263.0437,64711.6706,63090.8044,61430.4647,67489.1534,64773.7157,52947.6883,58239.9183,59817.2176,-116133250.2951,-116160578.8758,-116156547.3537,-116145994.2781,61523.4784,-116138109.9928,
28800.000,4334.2694,6718.4658,2354.7402,344.8228,-1974.0799,313886.3235,333913.7104,323861.3150,314228.3006,316227.0302,320451.5587,315230.2803,319050.8184,-172755308.5315,-172758636.7190,-172738233.4701,-172749738.5966,318252.6788,-172748545.3600,995.0315,174.4238,5458.4777,4823.7221,-5835.2077,209159.2123,195637.8804,194755.0700,191321.7568,200110.1318,195816.7843,194683.9374,196709.8300,-288021687.8511,-288035702.3876,-288045792.5094,-288033061.7927,196936.3582,-288039423.8397,5275.9737,1044.8239,3018.4880,4983.0431,3180.2083,63406.5504,61355.6710,58651.2161,66696.2502,60250.9393,50497.3131,60204.3929,61472.4165,-116078286.7508,-116104195.5462,-116105576.5890,-116090166.6726,59881.7687,-116085841.5367,
