sl_100_86400_20261121 Coordinates.csv
2026/11/21 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:42 2024,
Start: 2026/11/21 07:47:00.00, Stop: 2026/11/22 07:47:00.00,
TIME_UNITS,STARLINK-31447 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-4208 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-30923 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-2146 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-1986 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-6325 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-4208 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-30923 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-2146 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-1986 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-4208 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-30923 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-2146 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-1986 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,218.6637,-4205.2908,-973.8731,-4527.2670,3814.7170,-3099.5166,2636.4975,-5390.6338,-4229.7619,-6005.0087,-4597.6800,5451.1906,-6623.0034,5552.5917,-52.0921,6873.3981,4668.6945,4831.2053,6087.3198,6696.3346,-5977.4139,4307.5447,5258.8678,2093.1199,-5125.7857,1160.3614,6667.4421,-120.0167,0.0000,5686.5585,4271.5115,1918.8664,893.9813,-1759.7592,-5058.8088,2978.7768,6527.0029,-4181.0558,1465.7425,4661.0907,-3963.7930,4978.9181,5999.2948,6590.0494,4432.8821,987.0863,-3503.7958,248.1217,2530.3491,-418.5854,-4520.6249,-1262.0409,-927.0672,3378.9475,-3385.0818,5600.9156,-3042.5797,-2173.7120,2355.9081,-3363.2020,5377.0268,4340.2813,-3952.1653,-5013.7006,6265.8488,6450.0962,6767.6965,3734.1666,3441.5639,4067.4222,942.1596,-5679.9320,-985.2164,4672.9875,360.1563,-4012.9907,-3523.4604,1816.8867,-6352.1200,-1704.6899,-193.5606,0.0000,-2506.2819,2709.6607,-6099.9791,6202.7977,6884.8993,3505.3572,807.4717,-6525.1874,-766.8731,6595.7105,1250.2615,-5012.9078,3066.5668,-4058.0443,2890.0258,5739.7211,-3145.9714,-3036.2386,365362.8568,359864.6329,364604.0920,363866.2637,361560.4099,362029.9407,354465.1223,359438.0494,-164439742.1472,-164450896.2104,-164419456.2519,-164416200.0418,358477.0893,-164422276.6001,5108.6448,1097.1237,2058.1698,-2093.7329,4611.3376,5594.4174,-3648.8119,-2355.0979,2132.0146,3055.4304,-2546.4337,-764.4676,-1909.5050,-1692.4615,-6092.0251,-636.4099,-3567.5568,-1096.3041,-1393.3587,1204.9783,-848.4207,1357.8620,-3292.6979,6138.8139,-3559.6360,-5080.5519,-1883.9718,4021.6269,0.0000,97.6911,-4156.3616,4720.2010,-5228.8192,4537.7801,-3770.8780,-4708.2637,-1501.6241,2279.8514,6029.2808,-2765.4579,1174.4601,-3507.3483,-246.0448,-49.5821,3050.2878,5293.3277,2657.2448,-5371.6716,3310.2540,-6905.3425,-538.7669,3946.3895,621.1972,-4905.4374,4844.2897,2544.7188,5987.4273,5923.7182,5360.7116,-2207.3529,850.6884,-1997.4485,-3191.8757,3726.7118,2938.6707,2260.0523,707.8311,3747.2838,-6032.5035,4462.7903,6628.4568,-368.5403,-4062.4773,4581.9491,-4137.3916,1111.4183,5019.8400,-4805.2327,-1651.8618,4329.4631,3084.0792,0.0000,-4099.4488,-3778.6225,-2180.7915,2877.6100,-358.6552,-5690.9771,4306.2899,-272.4426,-4901.6354,1157.6332,-5006.3242,2347.3771,-5010.2240,-2492.6888,3854.9782,-106.7765,6055.5854,3412.4798,-110088.9043,-88364.9071,-94684.9018,-97138.7429,-88824.3644,-91409.2537,-94954.7822,-94713.2616,-80506632.2807,-80481589.2949,-80529758.6027,-80510621.0428,-94959.0822,-80515329.5658,4512.9978,-5380.8563,-6563.3346,-4647.9894,-3452.0543,2668.0965,5149.2130,-3635.5420,-5031.9648,1527.3420,4549.7915,-4185.3404,562.9385,-3588.5528,3301.5594,5.0176,3613.4139,-4818.2565,2942.7679,-808.6108,3375.7655,-4963.9334,-2910.5076,-2383.2450,2765.2606,4386.3423,-79.8299,5269.1789,0.0000,-3971.8251,-3311.7688,-4717.0852,-4423.4244,-4844.8272,2853.8242,3975.5279,-1731.1953,4932.8295,-3098.1326,4280.2146,-5525.0781,2979.6030,3425.4083,-1400.8921,-4331.3255,-4341.1861,-5334.7512,4364.3179,5496.1780,-315.9485,-5211.3611,-5531.5719,-6846.6714,-3477.5280,3573.9094,2949.9286,1671.3067,2861.2566,-3685.1991,-5668.9297,-4305.2666,4999.5962,4704.2416,-3003.2855,-219.2513,-900.6915,-1249.6171,-4454.1984,265.4739,2870.9170,1777.8422,3855.2790,5523.3827,2261.7613,-5511.5770,-5119.9904,-2790.9483,4601.0551,-2140.7888,-5086.5600,6212.4327,0.0000,-4971.3595,5103.5381,-2165.9431,-474.6387,577.1488,1764.7551,5288.0636,-2296.6344,-4704.3453,1661.4335,-4458.3887,4193.6839,-3675.3365,4998.5287,4939.8853,-3705.8293,-1036.5359,-5252.7758,64435.3780,59025.0493,60188.7523,64919.1133,65611.2991,55246.8512,52982.4038,59014.4006,45897447.9374,45872774.6134,45888677.9425,45901639.3588,60526.0061,45891390.5068,
3600.000,-4161.6893,1890.4547,-182.5447,5817.6378,-5635.0441,-538.4715,2006.1813,3898.1136,4028.0764,4751.6283,6561.4023,-2227.6568,5902.6850,-2051.9216,2565.1107,-5150.1164,-593.0600,-1637.7906,-6009.1597,-5241.7742,3566.1201,-3179.5961,-4410.9202,-3587.4990,6233.3401,2487.8486,-4802.0357,-4697.7449,0.0000,-6273.2438,179.5812,-5359.4529,2909.5397,-500.3412,6605.7714,1517.4114,-3743.3805,169.0097,-3922.5062,-614.3274,2679.5773,-606.9231,-3038.0984,-3583.2247,-6648.2555,-4502.2039,2174.2195,2976.6317,-5521.9531,2623.0371,6062.9844,-2780.9188,-525.9190,619.6647,2285.2838,-6550.7000,179.7796,17.2606,-4398.4041,6207.6558,-1861.7654,-786.9583,6249.2302,3723.5716,-5494.0758,-5104.8005,-6268.4481,-6222.2419,-2435.9547,-5639.7573,-3279.7686,6667.6590,2632.1767,-6141.7887,3915.6220,490.3973,-1006.8126,84.7868,6507.0309,-767.5195,-3770.9816,0.0000,5607.8147,1669.9095,4801.3749,-5631.4867,-5706.2851,-1963.1583,-4706.6597,6460.4584,3782.6374,-4565.3513,3385.6070,6150.2781,-1900.2009,4185.5265,-5923.9699,-3259.7076,1274.3700,-1275.7094,382003.0305,372272.3719,376299.3747,374676.7053,373256.1499,373408.9713,367207.1880,369385.9011,-137913278.1055,-137929839.2483,-137886651.5352,-137894184.2940,370315.2059,-137894805.2718,-5042.5089,-4795.6074,3304.2687,-2105.5665,-3911.8614,-5108.3664,4541.8861,-1403.6361,-5334.1982,-4142.3354,-193.6732,3530.2613,52.8135,4641.8882,6442.0600,2171.0266,4097.4943,4167.2203,3096.8172,1768.5499,-2224.8564,3927.9277,4966.9935,-5542.3784,2034.2717,6159.2984,3704.0775,-4222.6552,0.0000,2803.0354,5008.8328,-3210.2145,3093.0441,-6740.9264,1965.0996,5000.7429,2952.9658,-4666.4779,-5699.8466,4178.5497,-5148.1157,4936.8287,2863.7152,2574.6243,-1818.3224,-2979.7745,-6023.1350,6011.8738,-253.7942,5290.3857,-2485.6129,-4988.5777,4517.6428,4092.5351,-6491.1529,-855.7281,-4808.3417,-6898.1662,-5316.0724,2607.6126,1517.5000,4547.7456,179.5101,-5816.2330,-749.2714,232.0717,1588.6471,-2941.0446,4811.2136,-2755.8900,-4245.8035,-1652.4502,6257.6863,-2878.6190,4014.5101,-5596.0008,-3919.9704,6841.8835,34.6004,-6595.5408,-625.7206,0.0000,3700.3165,4443.9517,-1631.1586,-615.5944,2516.7899,6098.2021,-1937.8350,-2037.5186,5634.2104,1322.0821,4531.9819,-3202.3725,6646.0012,-1943.3919,-3182.9153,3936.6943,-5928.4834,-2192.0394,-14813.5429,1195.2852,-3141.3773,-4427.8304,4342.3994,1792.8124,-1873.7424,-2660.7106,-120344782.5110,-120328248.6516,-120364573.6366,-120343207.9959,-2051.6416,-120352916.1107,-1971.7348,4598.7943,6094.8791,2844.0948,-815.0028,-4662.0795,-4719.0941,5524.9017,1737.4422,2823.4061,-2322.9811,5500.6906,3594.0664,4546.6460,105.3124,4042.8772,-5525.9840,5250.9411,1406.4751,4031.8795,-5502.9500,4400.4818,-1688.5285,-2038.5807,1897.9747,-1543.9903,-3356.1139,-2046.7687,0.0000,913.5150,4605.3984,3007.9356,5434.4721,1191.8021,712.6469,-4432.7136,5000.9533,-5033.5022,-420.7925,-5475.1361,3719.0501,-4618.4561,-5518.0128,5079.9923,412.2778,4307.5381,2591.1915,-1755.9950,-4141.0780,3608.9880,2207.5523,3878.2538,5225.7097,5505.1355,622.1301,1705.9303,-4980.8567,690.4521,-485.1831,1687.0753,6496.4477,-5162.6050,-2999.0129,-556.8877,4138.6083,4616.3781,-2460.3826,644.5507,4378.2638,2303.9736,-4390.8132,353.0516,-1442.6781,1403.5460,4008.7900,3447.2743,5374.1939,-908.3017,-2306.5292,1835.1538,-5810.1740,0.0000,1613.2087,-5025.9805,4559.2540,-3863.8469,2987.9350,2592.0562,-4627.6731,-1419.9800,802.1866,-5007.8939,3790.2321,511.6187,-455.9629,-5147.5376,-1574.4220,4519.3063,-3299.9120,6466.4927,66042.9670,61134.0607,62975.8288,64364.2492,68308.0930,59807.3858,53281.8153,63507.8801,45865004.9745,45841225.3182,45865628.5395,45871237.2594,62120.6813,45861845.9333,
7200.000,5800.3292,-63.3020,3323.0227,-4801.2764,5042.8924,4355.7342,-5090.2454,-2222.6050,-2496.5401,-1026.6625,-6424.6535,-859.0729,-3077.0906,-1631.7029,-4159.6841,1279.7952,-3599.1281,-1057.1363,3052.6183,1971.5412,-824.9352,1431.1635,981.1731,4026.6180,-4306.2230,-4569.8401,1084.9398,5490.2962,0.0000,4619.5268,-4362.1159,6800.2647,-6137.1976,2114.5435,-5700.8725,-5157.0162,-348.8511,2958.8917,4956.8357,-3116.7829,-1322.1997,-3823.4854,-239.2665,-1035.7886,5793.1508,6714.0177,-679.2658,-4757.6949,6651.2860,-4740.8010,-5325.2139,4950.5137,3454.7932,-4755.7398,40.5309,4129.9760,3662.2685,2351.7164,4584.2948,-5706.8501,-1128.6647,-2069.0130,-6532.1655,-913.3747,3165.7057,2304.9006,3405.2161,5839.6209,-903.4377,3751.7733,5379.0265,-4408.3205,-2483.7466,5485.8909,-6080.9777,2236.2178,5520.9370,-1692.1122,-3860.7894,2315.4303,6646.2942,0.0000,-5979.6236,-4872.4994,-2234.7680,2925.7196,2381.9017,-1118.2107,6827.9704,-3842.9898,-4551.9242,1337.3005,-6179.0715,-4102.0552,-201.8794,-3975.2478,6126.0944,284.2902,1988.2880,5289.5741,373985.9564,359832.9844,363830.7119,360361.6012,361176.4689,360230.9226,356112.9417,359322.8107,-101975974.4938,-101995423.4891,-101946558.7512,-101963155.6865,358495.7113,-101956837.6205,2959.7709,6848.5162,-5734.0137,4702.2287,1261.3634,3804.9341,-4489.9415,5217.7176,5871.1495,4182.8643,2360.6515,-5976.4634,2813.1291,-6283.6929,-4333.3940,-3956.2060,-4433.1388,-6405.4974,-3821.2422,-4871.5618,5427.2323,-6550.4656,-4498.8529,2233.1745,1141.6906,-4410.7304,-4946.8915,1753.3116,0.0000,-4417.2559,-4651.9028,1295.5335,-1057.7257,5651.5852,789.9563,-4167.6906,-4592.5004,5973.6119,3163.0944,-5270.5794,6751.8635,-4998.2530,-5523.9062,-5048.3508,-99.4331,515.2891,6642.9229,-4655.4419,-1847.8869,-1865.1998,3849.0554,4812.9224,-5989.9787,-3041.7683,5293.0906,-1848.4167,2720.3601,5271.9656,2830.0155,-2260.6212,-4836.5532,-6255.2450,2249.4420,5744.8091,-2718.9025,-3722.6957,-3863.2263,1018.7608,-2229.7125,-1544.5838,692.5230,3005.8342,-5423.5428,-242.7423,-3255.1320,5884.7877,2037.2999,-5770.7363,2262.4714,5942.0897,-325.7947,0.0000,-2107.2630,-4574.5200,5371.2785,-2927.8102,-4482.0999,-4250.0447,-33.1386,3890.5602,-3533.7407,-4431.5627,-2863.6294,2625.6509,-5432.1988,5275.3760,1501.5606,-6525.5863,3667.5389,2094.7359,81878.6052,88583.8517,88273.7669,88291.2670,97196.4986,92935.4841,91506.0595,91872.3426,-151936931.3545,-151929548.9794,-151949744.5096,-151934262.9161,90715.1543,-151944083.8020,-2059.6115,-945.8646,-2074.4812,1112.2831,4538.7493,3813.0974,892.7252,-3957.2756,2640.4814,-5407.5271,-1264.7128,-3369.6345,-5521.8307,-2097.8969,-3470.9667,-5513.5021,3868.7625,-2363.4731,-4880.6348,-4400.0906,4207.1388,180.8777,5063.0071,5141.0663,-5181.1117,-2488.0133,4717.8324,-3300.8344,0.0000,2677.3645,-2408.9954,483.8261,-2985.9324,3261.5721,-3864.5901,1712.5410,-5163.6671,1623.9021,3661.7853,3198.8720,480.5234,2525.2123,4147.5810,-4342.2813,3747.8638,-1572.1740,1769.9069,-1941.0820,112.7618,-4696.8175,2153.9904,219.4335,-501.1167,-3963.1923,-4446.8038,-5116.0669,5198.3479,-3845.3835,4328.5942,3241.5240,-4852.3580,2116.6531,-553.9843,3754.0592,-5528.6724,-5327.0281,4607.3573,3548.9941,-6528.4982,-5323.5197,4302.1013,-4347.0649,-3544.8888,-4230.0262,72.7038,1959.1033,-3285.0785,-3392.7607,5245.7024,2600.8546,1985.6348,0.0000,2743.2252,1753.2876,-3580.7171,5453.6707,-4708.0571,-5342.0562,806.7678,4231.1226,3662.2815,5109.4214,-255.3039,-4966.3472,4285.0719,2022.4262,-2821.9676,-1998.1076,5488.8343,-4013.1109,67599.8080,64171.5640,65527.7058,63034.7082,70518.9528,65077.2059,54261.4741,62576.8950,45832372.4690,45809797.6192,45841957.2794,45838742.9429,63709.3344,45832316.4035,
