sl_20_5400_20260329 Coordinates.csv
2026/03/29 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:27 2024,
Start: 2026/03/29 07:47:00.00, Stop: 2026/03/29 09:17:00.00,
TIME_UNITS,STARLINK-4535 - X-Coordinate,STARLINK-2131 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-31438 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-2131 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-2131 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-4299.3986,-6036.0314,5186.2955,-4891.0772,-3830.6704,-4223.1521,4665.1690,-5143.8944,5010.0734,-2559.9315,4063.0809,2351.6168,4168.2216,3404.6049,3440.2807,-3021.8220,-5396.8496,4386.8021,-4609.6272,-2007.8569,367622.7277,368286.6143,356196.3076,359395.2734,353734.6293,355458.9910,362644.4764,359001.7536,-272254097.0305,-272255295.6217,-272255637.7658,-272265875.3073,360511.9410,-272258614.2088,2797.1898,-1049.9947,-4604.2571,991.9324,-4131.6300,-2109.8695,2180.6730,-4538.7788,3949.5738,-4673.3550,-4829.8333,-1250.6632,-4300.1372,2572.8850,5902.8384,6077.8207,1218.0259,-4923.3133,2167.4701,-4686.7772,-62945.4329,-85307.8280,-71613.9550,-70843.4783,-77629.5782,-75413.1202,-78745.6763,-75359.6769,208415453.4049,208430239.4371,208446395.7158,208426222.1675,-75984.3302,208434930.9733,-4635.6103,-3196.3714,92.8456,4637.8382,-4047.2925,4775.7396,4596.4207,-256.5883,2661.9844,4305.1218,-2835.3819,-6424.0201,3455.4660,-5403.4727,1060.8726,1481.7577,-3851.8054,-2069.7062,-4715.1902,-4551.3092,101356.1943,99159.1249,97452.2293,101164.4893,103254.7950,93628.6129,89187.1839,98188.4001,-27056223.3438,-27037126.9149,-27051163.2797,-27054134.0285,97517.0892,-27060418.5795,
3000.000,-3926.1760,-5234.6011,3963.0008,-4159.3547,-5420.0851,-5578.1457,4374.4688,-5920.2729,5073.5695,-4418.1722,3297.9185,2182.9904,2369.2638,4847.4091,4184.5569,-2086.1305,-5643.3487,2869.1299,-3396.7608,-3733.8233,368868.9941,370069.1387,357844.2975,361028.9755,355300.1735,357026.6923,364150.3896,360720.3831,-276739212.6979,-276740375.5522,-276741384.4019,-276750789.2902,362078.1867,-276743823.1064,4557.5352,516.4423,-5510.0902,3034.6209,-3078.7212,-755.0318,149.9459,-3224.7159,2301.2855,-3919.5284,-5972.9423,-3329.8611,-4513.2896,1062.8535,4757.5575,5656.6084,2830.4355,-5141.7581,3941.5476,-3371.0582,-55054.9767,-77694.5563,-63914.9595,-63272.8068,-70036.0419,-67844.4692,-71071.1649,-68005.5626,202421915.8646,202436371.7737,202452726.9603,202432179.6596,-68364.9015,202441423.1649,-3406.6495,-4482.3618,-1436.4087,4462.3942,-3042.7967,3665.4290,5336.0510,1286.7613,4089.3635,3472.9496,-1143.3667,-5701.8471,4668.8795,-4772.5395,2762.8038,3445.3973,-2360.5099,-3620.5166,-4593.9786,-4626.1325,101248.5222,99036.0907,97431.7093,100856.5566,103229.4809,93760.4195,88961.1840,98479.1255,-27049933.0208,-27030478.2024,-27044188.6872,-27047860.5645,97395.9883,-27053881.4306,
3300.000,-3199.2875,-3940.8765,2347.2522,-3045.7976,-6486.4364,-6342.5754,3703.6545,-6112.4859,4671.1533,-5831.2483,2216.6764,1868.8848,317.3902,5832.8808,4540.9237,-899.4470,-5300.7845,1043.1124,-1894.6863,-5110.7248,369944.9889,371692.6940,359333.8488,362505.2370,356706.5230,358442.3124,365492.6696,362395.9843,-281092410.4289,-281093522.5405,-281095208.3010,-281103755.0845,363483.3802,-281097115.4118,5853.7108,2073.4558,-5893.2306,4778.6429,-1757.3548,641.5007,-1917.9381,-1578.3809,398.9927,-2806.1302,-6517.0720,-5070.1635,-4327.8021,-509.0605,3126.2452,4683.9667,4117.6223,-4882.4748,5358.3861,-1750.0924,-47141.6191,-70041.7439,-56186.3408,-55673.5646,-62409.9823,-60243.9207,-63366.7263,-60637.9461,196331899.0505,196346026.2011,196362544.6674,196341679.4891,-60713.1396,196351432.4884,-1810.2721,-5284.9798,-2812.1719,3784.9772,-1713.2805,2124.6240,5498.6332,2688.0850,5075.5524,2256.1144,671.8543,-4377.1967,5379.2716,-3621.4075,4166.4539,5042.3353,-594.4873,-4780.7555,-3983.7709,-4185.3430,101140.3230,98912.6118,97411.0570,100542.2917,103200.6834,93898.7452,88740.0630,98684.8258,-27043644.4673,-27023835.8483,-27037224.9505,-27041597.5266,97274.8229,-27047344.2659,
3600.000,-2173.0072,-2290.2502,487.4284,-1657.6931,-6924.8965,-6425.9024,2721.9503,-5710.6402,3853.3393,-6657.1094,907.6521,1423.1621,-1784.6924,6252.8010,4489.2702,434.4554,-4390.8521,-915.5063,-243.3035,-5995.5258,370850.3576,373156.4132,360664.2912,363823.6137,357952.9175,359705.9202,366670.7874,364005.8462,-285311615.6153,-285312661.9987,-285315033.0018,-285322699.6773,364726.8528,-285316416.3606,6560.2057,3473.1069,-5727.7838,6043.3460,-282.2641,1944.6203,-3816.0467,245.5548,-1572.7402,-1432.9611,-6415.3285,-6293.9634,-3770.4051,-1994.9784,1166.5763,3271.6216,4955.3281,-4183.6660,6277.3001,15.2263,-39209.0396,-62352.7803,-48431.4987,-48049.6645,-54754.7426,-52614.4712,-55635.9124,-53233.2997,190148305.9567,190162106.2616,190178752.3556,190157626.2846,-53032.4491,190167861.8833,-18.3690,-5518.2935,-3887.8090,2681.6632,-200.5211,334.2016,5066.7029,3792.7352,5514.4979,789.3247,2414.5838,-2589.1596,5510.4128,-2074.9377,5120.5365,6102.8440,1240.8037,-5425.9982,-2949.1535,-3277.7135,101031.6030,98788.7014,97390.0810,100221.5649,103168.4202,94043.6152,88523.7765,98781.3889,-27037357.5710,-27017199.7256,-27030272.4115,-27035344.2652,97153.5932,-27040807.0853,
3900.000,-929.9488,-449.5008,-1442.7242,-126.2366,-6692.0010,-5811.9079,1523.0562,-4762.9140,2706.6311,-6813.6740,-516.8057,867.0271,-3727.2304,6053.7983,4045.6046,1790.5648,-2997.1856,-2814.8120,1406.5671,-6291.9132,371584.8244,374459.5008,361835.0221,364983.7485,359038.6718,360817.7239,367684.2891,365519.4445,-289394817.5213,-289395783.2308,-289398845.9587,-289405613.9939,365808.0079,-289399715.0590,6611.7826,4577.7266,-5038.9804,6696.3225,1218.3221,3032.5148,-5352.0115,2072.1245,-3419.1282,76.3693,-5686.0668,-6876.4614,-2898.3777,-3259.3537,-928.8747,1572.6638,5269.0656,-3122.1138,6603.4260,1752.9619,-31260.9209,-54631.0717,-40653.8432,-40405.1045,-47073.6827,-44959.0914,-47882.2795,-45770.4988,183874084.1707,183887560.0868,183904298.2377,183882969.1647,-45326.2484,183893658.8891,1775.4967,-5157.3450,-4549.0612,1276.5050,1333.6879,-1495.4994,4086.8220,4478.9217,5359.0921,-764.9132,3896.8229,-526.4609,5048.2704,-301.5991,5522.4621,6514.4134,2931.2837,-5487.2597,-1599.9494,-2004.0314,100922.3688,98664.3722,97368.5904,99894.2528,103132.7076,94195.0296,88312.2824,98753.8912,-27031072.2185,-27010569.7096,-27023331.3815,-27029100.1479,97032.2992,-27034269.8889,
4200.000,425.0643,1399.9260,-3260.3465,1405.6772,-5810.3311,-4561.4351,216.3407,-3369.5199,1344.1980,-6287.2352,-1929.8151,229.5718,-5314.3719,5244.5723,3258.9873,3034.3515,-1257.9488,-4465.3234,2906.7310,-5961.2091,372148.1922,375601.2333,362845.5073,365985.3715,359963.1762,361778.0814,368532.7960,366901.2959,-293340070.2414,-293340940.3901,-293344699.5062,-293350553.8510,366726.3210,-293345065.4413,6009.8465,5273.2048,-3899.3212,6667.7040,2613.6357,3807.8792,-6367.6706,3722.9350,-4954.4165,1585.4275,-4409.9739,-6759.2336,-1793.6022,-4191.3487,-2951.8190,-235.4481,5040.5731,-1804.5650,6297.9498,3296.6910,-23300.9475,-46880.0395,-32856.7930,-32743.9787,-39370.1779,-37280.7198,-40109.3862,-38232.9396,177512224.4679,177525378.9923,177542173.8100,177520700.3330,-37597.9682,177531814.2401,3377.2772,-4240.6598,-4725.8988,-272.3470,2724.9684,-3149.8148,2664.7311,4671.0736,4626.0347,-2234.5107,4958.8650,1592.1461,4042.4413,1504.7332,5329.1092,6233.3458,4279.6777,-4957.9658,-79.8596,-506.2480,100812.6263,98539.6360,97346.3955,99560.2432,103093.5608,94352.9537,88105.5412,98597.2266,-27024788.2962,-27003945.6776,-27016402.1406,-27022864.5575,96910.9412,-27027732.6766,
4500.000,1773.6065,3079.5215,-4790.5876,2796.6942,-4366.3518,-2806.0028,-1082.9112,-1671.8282,-105.2551,-5133.4860,-3201.2002,-452.2549,-6384.0689,3896.6133,2205.9741,4035.0987,648.0962,-5698.6403,4124.8774,-5027.7801,372540.3423,376580.9596,363695.2806,366828.2993,360725.8961,362587.5131,369216.0049,368113.9723,-297145493.6281,-297146253.4060,-297150711.7915,-297155640.8798,367481.3404,-297150587.1982,4821.5553,5480.8076,-2420.7010,5957.9676,3781.6675,4206.1113,-6755.7820,5033.5634,-6020.6221,2957.2130,-2720.6591,-5956.7639,-555.0339,-4714.5497,-4698.9960,-1969.5561,4307.7912,-357.1130,5383.1153,4501.4726,-15332.8044,-39103.1188,-25043.7745,-25070.4898,-31647.6171,-29582.2571,-32320.7925,-30609.9897,171065759.3859,171078596.0515,171095412.4217,171073853.6530,-29851.0501,171085360.4397,4613.7988,-2866.4050,-4399.6292,-1790.5795,3824.2038,-4435.3196,954.1776,4348.0130,3394.1044,-3457.1040,5486.5286,3541.3472,2601.0135,3146.2225,4561.2659,5289.2149,5128.8369,-3894.6244,1448.7469,1048.1924,100702.3815,98414.5044,97323.3074,99219.4410,103050.9939,94517.3076,87903.5154,98315.8948,-27018505.6894,-26997327.5090,-27009484.9389,-27016636.8905,96789.5190,-27021195.4486,
4800.000,2993.8785,4430.8412,-5883.1778,3919.9489,-2501.6385,-733.2820,-2263.4752,162.0587,-1509.5082,-3471.1430,-4209.3598,-1134.5366,-6825.0602,2137.9680,983.2293,4679.7497,2520.2695,-6384.6639,4956.2678,-3577.8976,372761.2350,377398.1012,364383.9442,367512.4326,361326.3725,363246.7157,369733.6875,369120.9920,-300809274.1871,-300809908.8795,-300815067.6753,-300819063.4169,368072.6868,-300814466.6724,3171.9046,5166.4065,-743.4662,4638.1204,4619.6955,4199.7502,-6471.8869,5869.9170,-6504.1019,4066.4181,-790.1855,-4554.7760,709.8957,-4792.9233,-5992.6494,-3459.3986,3158.7711,1086.5549,3941.1107,5257.5896,-7360.1749,-31303.7573,-17218.2201,-17388.9656,-23909.4013,-21866.5591,-24520.0583,-22897.7517,164537761.7792,164550284.6498,164567087.8240,164545503.2024,-22088.9450,164557370.3154,5351.6294,-1182.3644,-3604.7683,-3107.5847,4513.6670,-5202.3858,-859.6785,3545.2389,1795.9438,-4298.0597,5423.2014,5113.7734,879.1852,4443.1377,3301.4740,3781.9629,5379.9793,-2411.1597,2822.3213,2485.2098,100591.6403,98288.9881,97299.1390,98871.7776,103005.0198,94687.9498,87706.1700,97923.1441,-27012224.2830,-26990715.0851,-27002579.9961,-27010416.5557,96668.0329,-27014658.2048,
5100.000,3971.5477,5330.6454,-6427.1551,4674.3674,-398.6084,1433.4107,-3227.5157,1953.9078,-2744.7930,-1469.1967,-4852.7703,-1768.2611,-6588.9925,140.7266,-301.1172,4885.9763,4157.2035,-6445.7759,5332.6414,-1751.8411,372810.9088,378052.1523,364911.1689,368037.7522,361764.2218,363756.5789,370085.6910,369889.4081,-304329665.9417,-304330160.9473,-304336019.6003,-304339077.3646,368500.0542,-304334957.7232,1230.0416,4345.8788,976.6377,2842.2136,5053.0887,3799.1356,-5539.6578,6142.1127,-6348.1751,4810.5091,1188.6700,-2700.5707,1894.3531,-4432.4730,-6698.9207,-4564.5447,1720.7560,2397.2297,2106.7033,5500.5097,613.2609,-23485.4135,-9383.5672,-9703.8772,-16158.9418,-14136.4299,-16710.7420,-15099.1993,157931343.3543,157943557.0191,157960312.6998,157938761.8084,-14315.1113,157950955.5536,5511.3179,629.6279,-2425.5696,-4075.7699,4719.5997,-5362.0814,-2580.5742,2351.1411,3.9378,-4665.0900,4775.6951,6142.3949,-937.4328,5253.7384,1685.4090,1871.7270,5003.9053,-667.1850,3893.8689,3643.8680,100480.4082,98163.0976,97273.7052,98517.2231,102955.6504,94864.6578,87513.4718,97439.6693,-27005943.9614,-26984108.2898,-26995687.5025,-27004202.9728,96546.4828,-27008120.9453,
5400.000,4610.2836,5702.4271,-6362.4306,4993.2630,1737.5871,3459.0713,-3898.3429,3532.6858,-3706.6428,670.5237,-5060.2390,-2302.1711,-5696.0016,-1896.1967,-1536.7848,4612.8794,5378.4954,-5866.2214,5227.4821,269.9354,372689.4807,378542.6807,365276.6936,368404.3131,362039.1359,364118.2040,370271.9376,370392.0070,-307704991.2648,-307705332.1128,-307711888.4274,-307714007.0185,368763.2095,-307710382.5585,-808.3951,3085.5931,2582.6575,753.2461,5041.7259,3049.8103,-4048.8571,5814.4809,-5560.1075,5118.7591,3021.6770,-586.8633,2900.8917,-3678.7630,-6742.2363,-5188.0330,145.9705,3461.6274,54.3897,5216.0155,8583.8275,-15651.5558,-1543.2568,-2019.8623,-8399.6588,-6394.6138,-8896.3991,-7223.7858,151249653.1861,151261562.7546,151278237.1744,151256779.5641,-6533.0139,151269265.2162,5075.6921,2373.3887,-987.4186,-4586.9659,4419.9834,-4895.9109,-4022.7341,897.4272,-1788.5163,-4518.0310,3613.5363,6518.1533,-2653.1055,5489.6445,-112.5851,-238.0137,4044.2768,1148.9492,4548.8139,4394.5839,100368.6906,98036.8426,97246.8230,98155.8027,102902.8963,95047.1006,87325.3900,96892.0283,-26999664.6085,-26977507.0088,-26988807.6198,-26997995.5703,96424.8690,-27001583.6699,
