sl_20_5400_20260215 Coordinates.csv
2026/02/15 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:28 2024,
Start: 2026/02/15 07:47:00.00, Stop: 2026/02/15 09:17:00.00,
TIME_UNITS,STARLINK-31069 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-1622 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-2696 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-2159 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-1622 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-2696 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-1622 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-2696 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-6816.1049,996.2769,-105.1286,3297.2452,6353.1129,-1173.4930,-5707.1773,5211.7657,4721.3801,1369.1767,-3980.0670,-2778.8885,4041.0105,-3787.4964,2977.5331,6086.3157,-4965.3720,-2497.1661,1141.0201,-1902.3541,-299651.6715,-323122.2173,-311410.1724,-308236.1112,-316952.3362,-314150.7458,-310963.7066,-310718.3023,-229116005.8540,-229129845.1496,-229100569.3167,-229105536.9343,-310759.0136,-229101175.7767,1132.6745,6682.9974,5282.1787,-5607.5424,242.0932,-6485.4804,-2390.7900,-2493.9249,-153.0897,5901.4469,-3217.3308,3478.2896,-1446.1404,-3291.6663,5563.9501,-2085.4144,2519.0742,-5990.5519,-4516.2804,4541.0548,198698.8069,177012.2380,191444.0361,189951.3096,188524.5989,189124.3567,181822.9978,183886.1354,249342740.6101,249329303.4645,249362540.1013,249360983.7128,185338.7950,249356781.2327,-594.5738,870.1492,4503.8268,2174.8402,-2473.6065,-2093.0078,-3083.6297,3604.6605,-4811.2555,3294.0803,-4681.6234,-5297.5589,5456.5330,4726.0094,2355.9241,-2639.8311,-3972.9657,-1555.3524,5085.4405,4810.9554,-151085.2624,-155175.4172,-154093.8352,-150136.9851,-148220.6447,-157929.7311,-162197.4450,-152829.2919,-100051328.2717,-100074512.2043,-100034872.7761,-100042758.2452,-153917.4809,-100050771.2324,
3000.000,-6368.3000,2424.8012,739.6744,2310.7353,6600.3820,-2287.1356,-6634.4516,4721.4550,3596.4455,2512.6779,-5279.4663,-704.9573,4852.6836,-4115.0179,3704.9299,6305.0509,-3229.2719,-3682.0077,-549.1213,174.7297,-303890.2849,-326754.6114,-315153.4752,-312073.2600,-320826.7981,-318043.4014,-314827.7088,-314353.2534,-234504676.9111,-234517893.8463,-234489914.6877,-234494914.6627,-314615.8746,-234489921.8717,2572.2338,5922.3130,6334.9455,-6447.6208,-1372.5601,-5421.0536,-1307.5069,-4264.8649,-1973.1262,4529.1479,-1563.3761,4088.9165,-2920.3437,-1238.1961,4100.6537,-2872.3588,3386.5835,-5557.3093,-5504.0537,4243.1890,192363.1298,170296.4806,184875.7230,183292.3697,181923.5439,182506.7959,175323.1511,177092.6011,244283180.7029,244269327.0095,244302947.3659,244301087.8314,178757.3698,244297287.4361,949.7569,2330.6051,2747.1158,407.6870,-1033.6609,-3635.5457,-1433.5787,2433.4529,-5351.1282,4549.4256,-4218.0757,-5538.4460,4017.8868,5387.8466,3847.5049,-581.9240,-4989.4600,274.5333,4121.1833,5415.9180,-151023.0924,-155098.6861,-153906.9257,-150234.7239,-148035.2790,-157593.0631,-162218.0214,-153137.4460,-100046450.4709,-100069517.6748,-100029563.0062,-100037551.1750,-153830.6562,-100045632.2646,
3300.000,-5301.0405,3628.0748,1474.0887,1093.0092,6177.8184,-3214.5095,-6899.7678,3769.9676,2133.4832,3454.8798,-6094.3447,1424.8511,5208.9681,-4091.3985,4077.2716,5886.7566,-1168.4377,-4460.7378,-2148.2567,2253.9961,-307995.7967,-330246.1064,-318757.1564,-315770.7934,-324560.3237,-321790.6429,-318555.9104,-317861.2866,-239781639.0690,-239794227.6603,-239767548.6631,-239772551.9282,-318333.3885,-239766961.5062,3771.4070,4555.3525,6752.4170,-6628.4891,-2837.7039,-3821.4923,-110.0583,-5589.5878,-3622.6986,2713.8912,209.9680,4356.0369,-4060.4977,942.1605,2186.6195,-3360.7336,3963.5390,-4505.0671,-5970.7780,3576.8463,185935.7476,163507.4052,178223.3976,176548.2791,175241.1292,175802.7761,168743.0402,170348.0659,239107195.2833,239092940.4887,239126898.3336,239124724.7150,172095.6798,239121365.1623,2392.3761,3528.0236,697.9130,-1404.5314,522.4950,-4786.6147,371.3188,987.7732,-5270.9111,5310.5994,-3304.3902,-5185.3328,2151.8869,5464.5974,4890.6114,1537.7433,-5451.6665,2071.4696,2709.8294,5430.4184,-150961.0600,-155021.6926,-153719.7793,-150338.6519,-147853.2541,-157249.7330,-162233.5389,-153495.7795,-100041572.0899,-100064522.0015,-100024265.5489,-100032372.9599,-153743.7399,-100040493.0866,
3600.000,-3714.9741,4494.7778,2049.3621,-251.3027,5122.4602,-3876.8987,-6476.7592,2441.5923,489.4751,4109.6288,-6339.2552,3399.3040,5055.1014,-3719.8929,4067.0005,4861.5519,1003.5078,-4765.1715,-3508.0593,4124.9283,-311966.1933,-333595.2231,-322219.5436,-319327.1957,-328151.2732,-325390.0095,-322146.6377,-321261.3000,-244944377.4824,-244956332.1108,-244930954.8890,-244935931.3190,-321909.8850,-244929779.7049,4627.5415,2723.1805,6484.5244,-6138.9185,-4017.9104,-1848.6906,1102.6458,-6338.1614,-4923.1615,640.9350,1937.8058,4248.8120,-4767.0484,3029.5365,27.4922,-3526.0409,4196.1630,-2939.7013,-5858.6361,2609.6330,179419.4268,156648.0075,171490.0081,169721.4856,168480.4149,169015.0712,162085.4082,163659.4778,233817250.1716,233802609.7788,233836859.0955,233834363.6279,165356.6748,233831480.1296,3578.7840,4327.3721,-1425.6243,-3061.7949,2019.8156,-5423.1268,2136.0359,-569.3105,-4579.7456,5495.1618,-2037.7017,-4275.8492,56.8581,4947.8805,5364.0449,3493.9908,-5308.7137,3619.9233,1004.3508,4852.8241,-150899.1653,-154944.4313,-153532.5870,-150448.9052,-147674.5526,-156899.7057,-162244.0430,-153871.8783,-100036693.0108,-100059525.1748,-100018980.2682,-100027222.2196,-153656.7320,-100035353.6984,
3900.000,-1762.2787,4944.2126,2434.4173,-1602.9952,3537.2943,-4216.0721,-5409.0979,858.5560,-1164.8292,4413.0367,-5981.9322,5023.9255,4387.3849,-3031.6907,3681.1348,3323.7298,3062.6963,-4578.0458,-4507.3438,5595.8829,-315799.5182,-336800.5457,-325539.0276,-322741.0461,-331598.0687,-328839.0307,-325598.2706,-324569.8182,-249990431.7235,-250001747.1335,-249977671.4626,-249982590.2189,-325343.7559,-249975915.9059,5069.0626,614.7476,5552.6293,-5036.6063,-4806.5355,299.3509,2229.5021,-6441.0803,-5728.2493,-1480.1563,3462.2195,3767.0475,-4987.8859,4813.1699,-2143.4909,-3375.4076,4058.6925,-1026.7210,-5166.6241,1432.8392,172816.9781,149721.3133,164678.5430,162814.4114,161644.4914,162146.4771,155353.0384,157023.9017,228415865.4962,228400855.0565,228435350.1175,228432528.1330,158543.3389,228430152.3698,4382.0022,4638.6552,-3397.5654,-4381.7799,3289.6921,-5477.3339,3669.6663,-2062.2692,-3357.0956,5083.1058,-553.0710,-2907.0227,-2044.2523,3893.5498,5212.9281,5079.0275,-4576.3742,4734.3106,-810.1502,3745.8615,-150837.4083,-154866.8971,-153345.5396,-150565.6160,-147499.1582,-156542.9679,-162249.5772,-154232.4920,-100031813.1158,-100054527.1851,-100013707.0183,-100022097.5969,-153569.6326,-100030214.0999,
4200.000,368.2701,4933.5189,2616.1386,-2838.6862,1581.0298,-4198.9823,-3805.7991,-830.1828,-2662.2796,4329.6562,-5047.7802,6140.1981,3255.6855,-2083.5982,2959.6414,1422.7162,4797.7710,-3932.6555,-5062.9217,6513.9733,-319493.8720,-339860.7230,-328714.0627,-326011.0264,-334899.1954,-332135.2164,-328909.2430,-327799.4687,-254917396.9545,-254928068.2531,-254905292.1077,-254910121.9484,-328633.4561,-254902965.1332,5061.0807,-1552.9353,4047.6544,-3440.7717,-5135.1953,2408.4297,3175.3434,-5895.5684,-5940.7323,-3436.7573,4646.7009,2942.7108,-4721.7706,6112.8589,-4090.7868,-2944.1279,3556.2505,1026.7004,-3952.1678,153.0078,166131.2560,142730.3782,157792.0295,155829.4435,154736.4779,155199.8071,148548.7528,150429.1715,222905614.4928,222890249.5987,222924945.0371,222921794.8727,151658.6900,222919955.0281,4716.1510,4426.8997,-5008.8467,-5219.9124,4189.2034,-4943.5992,4806.4110,-3323.1509,-1744.1591,4118.9578,990.7603,-1225.4129,-3928.2024,2415.8825,4454.8205,6124.8133,-3335.4274,5281.3491,-2536.8299,2230.0352,-150775.7892,-154789.0842,-153158.8273,-150688.9082,-147327.0557,-156179.5358,-162250.1823,-154545.5345,-100026932.2875,-100049528.0228,-100008445.6445,-100016997.7671,-153482.4417,-100025074.2911,
4500.000,2469.7662,4461.6067,2597.7707,-3841.7633,-548.1849,-3820.8938,-1829.5699,-2462.9782,-3856.1070,3856.7318,-3618.6801,6641.4649,1759.8395,-953.8382,1971.3674,-651.9771,6031.5298,-2907.2252,-5136.1924,6781.4898,-323047.4144,-342774.4685,-331743.1681,-329135.9311,-338053.2019,-335276.0470,-332078.0444,-330957.6961,-259722925.0738,-259732947.7291,-259711467.3219,-259716176.8803,-331777.5046,-259708579.1429,4607.7487,-3557.2596,2120.4081,-1518.6133,-4979.2820,4269.2330,3858.6329,-4764.6027,-5524.7549,-5034.5653,5388.4586,1838.8378,-4015.9278,6797.6329,-5602.1183,-2289.6171,2725.6175,2994.4870,-2326.4101,-1117.4731,159365.1572,135678.2858,150833.5324,148768.9230,147759.5220,148177.8862,141675.4110,143855.0152,217289122.2785,217273418.5560,217308269.4342,217304792.3290,144705.7778,217303513.1368,4545.5054,3715.9743,-6089.5930,-5484.7892,4617.2728,-3878.9016,5423.5873,-4210.5536,71.8932,2707.1548,2428.4245,588.2240,-5395.6759,675.4188,3177.7470,6520.7116,-1723.2217,5195.7408,-3988.8504,470.7085,-150714.3082,-154710.9870,-152972.6397,-150818.8923,-147158.2311,-155809.4658,-162245.8969,-154782.0022,-100022050.4089,-100044527.6781,-100003195.9840,-100011921.4432,-153395.1593,-100019934.2721,
4800.000,4337.3380,3569.5751,2395.9977,-4512.9822,-2633.1385,-3106.7290,320.1857,-3880.8465,-4634.4582,3025.9685,-1825.9455,6483.6514,40.4573,263.9382,807.8364,-2689.9241,6639.4349,-1615.2000,-4734.8773,6366.8459,-326458.3641,-345540.5612,-334624.9287,-332114.6801,-341058.7010,-338258.9607,-335103.2204,-334045.7768,-264404725.8344,-264414095.6744,-264393905.4984,-264398463.5323,-334774.4847,-264390467.5426,3751.4015,-5192.9519,-34.3174,532.4566,-4359.2328,5697.9376,4218.1199,-3169.1301,-4511.9114,-6117.2037,5627.2912,545.4918,-2958.4806,6799.5276,-6511.9150,-1483.8733,1633.4884,4656.5843,-443.6846,-2270.0446,152521.6194,128568.1463,143806.1523,141635.1326,140716.7976,141083.5451,134735.9085,137274.6164,211569064.6008,211553037.7020,211587999.5781,211584199.5624,137687.6831,211583502.3651,3888.2342,2585.9507,-6526.5640,-5147.6243,4525.9055,-2397.0782,5454.6848,-4625.2773,1879.5297,1000.9807,3605.8594,2338.3811,-6292.3211,-1138.5246,1530.2743,6224.7983,81.0735,4487.6959,-5009.7381,-1340.0236,-150652.9654,-154632.5992,-152787.1651,-150955.6577,-146992.6714,-155432.8671,-162236.7574,-154917.7935,-100017167.3632,-100039526.1410,-99997957.8671,-100006867.3805,-153307.7856,-100014794.0429,
5100.000,5788.2002,2337.4902,2037.4381,-4780.0171,-4459.8358,-2110.2924,2427.7046,-4942.6302,-4930.9441,1902.2808,161.9064,5689.3327,-1734.5989,1468.0751,-424.7840,-4481.1374,6562.8172,-192.7319,-3910.1055,5308.4465,-329725.0005,-348157.8461,-337357.9958,-334946.3337,-343914.3709,-341081.3392,-337983.3739,-337058.2150,-268960567.9355,-268969281.1469,-268950374.0185,-268954749.6341,-337623.0448,-268946398.8828,2568.6798,-6293.3217,-2197.7229,2504.8893,-3337.7604,6554.5780,4218.0762,-1274.7668,-2999.6727,-6582.0110,5350.1378,-827.1467,-1667.1772,6120.6272,-6720.0661,-605.5047,371.9202,5823.5894,1513.4672,-3209.0403,145603.6202,121403.0953,136713.0245,134430.2833,133611.5045,133919.6130,127733.1759,130656.5981,205748166.5631,205731832.1594,205766861.1489,205762744.9282,130607.5158,205762647.7444,2814.5316,1164.2214,-6274.2757,-4245.1538,3925.4322,-657.1121,4896.3163,-4521.0498,3467.8596,-814.0527,4396.9761,3836.1918,-6524.3802,-2828.7901,-295.6104,5268.1085,1876.2941,3241.7657,-5489.9750,-3004.6751,-150591.7610,-154553.9146,-152602.5904,-151099.2622,-146830.3649,-155049.9197,-162222.7978,-154935.3943,-100012283.0342,-100034523.4016,-99992731.1180,-100001834.3783,-153220.3205,-100009653.6036,
5400.000,6679.7978,877.5679,1555.2189,-4605.2978,-5839.5402,-911.0524,4282.5592,-5538.7224,-4729.8833,579.2625,2155.2189,4344.5874,-3386.5400,2557.1116,-1615.0152,-5837.7725,5814.9162,1215.4737,-2749.6849,3710.8400,-332845.6642,-350625.2347,-339941.0881,-337630.1124,-346618.9550,-343740.4913,-340717.1659,-339982.6171,-273388280.0860,-273396333.2126,-273378700.3166,-273382863.1684,-340321.8992,-273374201.7206,1163.9080,-6747.6263,-4148.9901,4201.6825,-2013.5091,6757.2818,3851.8466,725.3794,-1141.9693,-6390.0931,4591.0365,-2157.9755,-276.1158,4832.3855,-6203.4798,267.8664,-948.9335,6358.6872,3352.0096,-3859.2271,138614.1761,114186.2927,129557.3176,127156.4994,126446.8666,126688.9088,120670.1772,123967.4120,199829201.3261,199812575.1007,199847627.9370,199843204.7717,123468.4141,199843722.3699,1439.2711,-388.8289,-5359.2820,-2875.8855,2883.3459,1153.6865,3808.5848,-3909.4498,4651.7050,-2540.6678,4717.1483,4920.1229,-6067.7826,-4212.1881,-2087.0850,3751.6205,3462.0093,1607.0548,-5378.2408,-4342.2624,-150530.6952,-154474.9267,-152419.1005,-151249.7180,-146671.3010,-154660.8980,-162204.0502,-154825.3508,-100007397.3061,-100029519.4499,-99987515.5557,-99996821.2812,-153132.7641,-100004512.9540,
