sl_100_86400_20261029 Coordinates.csv
2026/10/29 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:26 2024,
Start: 2026/10/29 07:47:00.00, Stop: 2026/10/30 07:47:00.00,
TIME_UNITS,STARLINK-30174 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-5406 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-31543 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-5631 - X-Coordinate,STARLINK-4586 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-5734 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-5406 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-31543 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-5631 - Y-Coordinate,STARLINK-4586 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-5406 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-31543 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-5631 - Z-Coordinate,STARLINK-4586 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4133.9206,-2601.0081,-6075.2918,3758.4899,2585.6807,2445.3484,3422.2544,-6319.8604,111.8304,-5392.8994,1972.6572,3273.2062,-113.5240,2493.4280,6548.5025,5000.5817,5609.4589,1007.0249,217.0335,5685.6823,3088.6814,-67.7651,-3386.2753,5867.3996,-5339.0484,14.5323,-4397.8251,5367.9198,-587.2189,3224.5426,0.0000,2893.4578,-6765.1076,260.4839,3594.1067,-4285.6085,-2641.3123,3256.7434,-3405.2906,2306.5266,1809.3241,-6602.0850,1470.0777,4521.7360,0.0000,957.7938,-3220.9215,-4128.5414,-3616.9864,-2563.6627,-1873.3219,4226.2014,-4724.4778,4159.8377,-3796.6247,-4095.3852,-2656.6036,-2583.2875,4227.8454,2051.9850,4905.4651,-1876.9185,3115.4728,-5206.8178,5108.1413,-4104.8796,1554.8153,4055.3976,-5382.8589,2423.2889,-509.3831,-6261.7915,72.8326,6613.0271,-537.4810,-4981.7591,4577.2706,-5464.0307,-6621.3237,2694.7883,-1300.4016,-5223.1201,-5374.6506,-5823.3252,-5504.0562,-3900.2863,-4669.5757,3549.8870,1918.9883,-5942.2522,-3842.6241,-21.9711,-4712.1065,3395.5380,3000.9820,1346.1876,-3031.9306,2379.1375,-5449.6658,-6654.5392,-64374.6900,-82468.3962,-66938.0979,-68607.5551,-67557.8167,-68105.0716,-76466.8979,-73434.7942,-201525203.7111,-201548010.9711,-201530822.0468,-201535787.8069,-72746.3946,-201531026.9768,3816.0437,-4399.9227,-2488.0085,5689.9389,6358.6430,4137.9024,2809.1461,2526.7428,-6657.3848,2310.3925,4672.8884,2789.4300,-5251.5038,-5862.4692,1667.7805,-906.5436,-484.1147,6641.9786,5403.9304,-3885.0652,-6109.2301,-6874.9436,-5283.9939,2532.5094,-684.6558,-5863.9245,523.8461,122.7422,-4221.1122,2952.0244,0.0000,3864.7363,-1440.4645,-5312.8119,-4527.8843,-895.8523,494.7357,1232.6283,3717.3729,5002.3977,6458.3829,-2017.6704,4952.1913,-2382.2744,0.0000,6669.1959,3298.4934,5422.0469,-3657.0286,-3447.0085,-6253.1180,7.7043,4422.1795,1851.5811,1688.5372,2886.4936,-4200.7633,-6390.4355,2908.8548,4011.9120,-93.0795,5625.4823,4133.5521,-863.1573,1395.1643,-1548.4458,6637.6492,5302.7751,239.7766,3365.8223,-6538.5791,2820.9123,-6652.7356,1281.4603,-6746.4601,877.6812,-2196.6701,-4017.1175,-29.0403,6118.2328,4867.1142,3543.7423,2336.5903,1526.5708,3836.6100,-5330.2763,1981.8048,-3971.1835,5588.2558,1226.6345,-3503.8959,-6528.8755,-339.3946,4104.3640,3447.0059,-6694.5212,-3363.5055,6477.0188,3777.0463,1429.3772,-328244.3274,-308582.2608,-316674.7267,-318785.6360,-310225.4596,-312839.3511,-313170.2031,-315218.4244,-51043487.3547,-50981682.8799,-50999728.3442,-51022613.8874,-314716.6623,-51023904.9613,-4058.9844,4663.7460,2216.9580,-206.7166,-708.8385,-4972.3583,5121.4842,-79.2471,1403.3328,3468.8687,-4726.6529,-5421.6294,-4501.0120,2737.9610,-1440.6584,4711.8321,-3898.3852,1350.2983,4212.9981,791.0732,-116.1376,-913.8483,-2837.8466,-2377.5964,4359.6449,-3706.1785,5298.1918,4376.1716,-5441.1994,5336.4658,0.0000,-4862.7248,242.7553,4310.4884,3781.3340,5209.6996,6381.4820,-6018.3604,-4619.1441,4178.5599,1462.4933,-252.1421,4621.9601,-4630.1095,0.0000,-1105.0405,5140.5942,-1129.6998,-4691.7515,5358.7652,2325.2965,-5474.0568,1892.4647,5054.0943,-5536.6050,-4611.4106,4782.5543,11.8381,-4650.7886,5228.1827,-4884.7289,-3557.7646,-4594.5864,-4505.5588,4476.8304,-5226.0038,1095.8504,-1880.3867,4171.5320,5522.6776,2141.3928,-753.4592,1860.0396,-1524.0842,853.3512,4568.9729,4722.4867,-1329.6234,-1864.3358,1742.6336,-4694.4031,-2204.6422,-3723.2976,3013.4115,-1301.2672,-2077.4056,4698.9503,-4117.6015,3037.7566,-3126.3886,4449.8028,2314.3578,5026.8835,-4409.3645,-5192.1374,1070.3739,-5231.1566,291.6768,2019.8476,1298.5059,171101.0010,170763.2524,168724.8604,173584.7112,174174.1149,163782.4549,161615.3451,167573.8240,64074677.9786,64079941.7855,64065233.2980,64068345.0639,169123.2962,64074681.8726,
3600.000,2519.1178,5828.6587,6767.4172,-4993.1342,-3663.1856,-4564.0358,-4652.9304,3825.5957,1766.4449,4419.6347,-5408.0083,-6249.1447,3454.3196,-408.7043,-6252.2765,-4211.4203,-6244.8719,-2787.4034,-4188.0018,-2961.8756,-627.0617,-2003.5569,4962.5492,-4790.0392,6239.8587,2717.2941,5029.3712,-3936.1899,4381.8726,-4991.5077,0.0000,-4569.9684,6029.1813,3966.2281,-2604.3651,6004.3513,-2511.7166,-1454.4930,-483.2353,-5360.5784,-3226.3346,5480.3504,-4926.0734,-499.4995,0.0000,-2607.1491,-998.9436,1315.6107,5784.5132,6054.9204,3991.3778,-3331.7854,552.2006,-3849.7241,2308.8256,1429.6625,5583.6788,3599.7252,-5713.8275,-4855.5764,-2506.9690,-585.9710,-5798.9543,6140.4182,-4823.7578,6322.1750,-2865.9564,-5589.5267,3153.4396,-5600.2807,2548.8447,3682.8114,2078.9782,-4701.4305,2270.1283,3035.8554,-2761.0100,5770.2708,4042.8631,-3625.3987,-2752.7042,588.1934,1614.1528,5286.4396,3292.4799,5567.1919,2549.4424,1662.8870,-3961.2786,2680.3978,6548.6381,1544.5233,6191.3168,-4252.3757,-4799.8064,338.9283,4811.9714,-3441.5495,3981.8945,4303.9577,19008.8652,-4608.9074,12737.6628,10679.3317,12697.1869,11902.0410,4725.1639,7906.6834,-181380468.0216,-181414980.5794,-181394212.9963,-181387096.9192,7544.2190,-181387320.4834,-6369.1364,2565.8255,365.5441,-2732.8500,-4642.4932,-259.4281,2086.9737,-3689.5188,5691.3202,-5186.5071,-2811.8584,-548.1277,2507.7503,6872.5114,28.5403,4593.4975,2768.1616,-3865.8433,-3351.4988,4909.9836,5419.8165,5097.2210,4487.8711,1503.5567,-2468.2736,6362.9400,-4021.6285,3724.3386,4436.3389,1089.1049,0.0000,566.2384,-1007.4209,3743.7721,6395.3129,-2530.9473,1511.2523,3068.5319,-5903.0046,-4177.7327,-3487.9673,-111.5557,-2883.6184,4324.6146,0.0000,-5269.2952,-4660.6579,-4862.0151,401.9186,1875.0532,5507.7330,4202.6991,-4219.9397,3059.1975,-5419.8108,-6205.5680,3870.3016,4220.1180,901.8870,-575.0726,3743.9676,-6886.3014,-3658.5236,-2439.5391,2655.4191,-1566.7212,-5401.2179,-3688.8076,-4351.4064,-648.4846,3754.1841,-4338.6372,4198.1130,1137.6297,5282.6098,-4994.2587,5525.1864,2297.9933,-2209.3631,-3053.1486,-5489.5905,-4018.8776,543.7575,-3672.9517,-5368.7873,3773.4063,-5387.0617,3947.3847,-732.7762,-4215.7335,915.0670,6455.5724,-2509.2781,119.9643,577.8743,6114.4381,-660.6408,-4605.1378,-5428.5669,-3485.4826,-332344.2140,-317695.9591,-326042.1219,-326731.1375,-318073.8179,-320516.1591,-321516.3312,-322245.9426,-101506075.9498,-101449713.6850,-101465955.5229,-101493969.3475,-322860.7377,-101487081.0111,1080.9344,-2726.1923,1442.2269,3752.0375,-3557.4670,5175.4999,-4468.4148,-4257.7552,3277.2538,251.9434,3288.6022,2902.6149,5430.0176,831.5541,-2939.9113,-3050.6338,-466.6991,-4928.4432,-4284.5794,-3902.2484,-4143.8492,-4254.4369,-1629.5481,4602.4904,-1744.2898,467.8647,-2519.6359,-4329.5022,2961.5495,-4651.1448,0.0000,5061.5341,3236.0830,-4155.0196,323.3696,-1990.4712,-6289.9779,6052.1517,3404.6565,-1304.5558,-4960.7865,4197.2756,-3948.2291,5335.2407,0.0000,-3477.5535,-5010.1749,4718.3150,3839.8946,-2669.9012,1323.1923,4350.3450,-5238.7788,-4714.9553,3617.7104,2394.0850,-1241.4824,-4095.7126,3792.9757,-4886.6665,5243.6125,167.0608,900.9490,2105.7769,-4229.6467,2017.6388,3205.1713,-1808.4141,-4202.2832,-4008.3793,-5203.3955,3907.0409,-5083.2723,4919.9838,3660.9413,-3521.5832,-3168.6253,-3029.9816,5096.5516,-5032.5338,3098.2737,5297.5680,6714.6406,1975.4138,-2653.1483,-1646.7032,-3524.3065,5180.1035,-5292.3728,4639.7781,-1800.8553,1986.3658,-1757.5592,5439.3537,4933.6611,3202.7479,4913.2040,3820.6022,1645.3698,-4173.8709,170921.9018,170899.8561,170112.4379,171640.6271,175487.0404,166921.1660,160494.0432,170986.8521,64042361.6405,64042108.7980,64026650.2029,64036510.8659,169314.9327,64039260.5692,
7200.000,-247.0597,-6854.1240,-4991.9251,4784.6023,4110.7512,5944.3154,4448.9768,996.3904,-3742.2543,-1181.3496,6888.2187,6686.8274,-6245.3843,-2061.6155,3431.3501,2587.8739,3583.8546,4648.4746,6669.4647,-1087.0311,-3159.2481,1177.4753,-4563.9939,2476.3190,-5034.5807,-4290.0141,-4028.4867,2080.7771,-5800.8347,5655.3380,0.0000,5344.7478,-3300.9001,-6593.4720,335.9195,-4744.1255,6500.4712,949.8602,3428.9674,6176.6736,4576.3980,-2600.0104,6847.5727,-2919.0116,0.0000,3962.0276,4101.3917,2842.7385,-6537.2279,-6619.4164,-4923.5427,2292.2402,4441.2601,2915.0473,-918.5383,1280.8934,-5796.0589,-4175.6007,5780.1458,6451.2957,434.2201,2746.5889,5777.1678,-5132.9486,3803.5237,-5378.0468,3877.3167,5349.9697,-442.5584,6795.4966,-4856.2491,424.4483,-4652.1100,1542.5079,-3974.2068,-547.8428,697.9653,-4093.8279,-256.6661,4446.0602,5187.7900,4599.1855,3820.8448,-1037.9061,881.7490,-5370.9969,-299.8713,-5704.5313,4776.3702,1106.0887,-6297.9330,-3021.9212,-5131.9572,4833.3358,5735.9080,-2816.7920,-5723.8645,4126.2005,-725.7594,-588.1160,100116.0574,73023.1480,91442.5713,88202.0886,92274.3301,89860.9422,85428.1773,87472.4439,-148853263.6718,-148897515.1676,-148872688.1896,-148853939.7459,87333.1599,-148860755.6391,6447.0851,-420.9106,2275.9384,-1876.1716,580.9545,-2811.1434,-5110.2666,4151.2472,-1638.9040,5543.1947,737.7039,-1062.8414,3.4992,-5344.3905,-2534.7931,-6420.2707,-3731.1851,-465.1698,864.3848,-5036.8281,-2766.6831,-192.8447,-1261.7654,-5399.5869,4352.1270,-4518.3688,5298.3655,-6405.3836,-3486.0779,-3838.2721,0.0000,-3943.1205,3842.8084,-1548.0404,-5446.0797,4031.0248,-237.7413,-6380.2744,5904.0023,1997.7906,-964.0537,3281.8329,678.3689,-5693.6797,0.0000,1019.6506,5293.7895,3361.1834,2246.1747,-208.7382,-2518.1349,-6502.7505,3042.4726,-6108.7413,6837.1268,6473.0738,-2089.4394,66.0951,-3761.4887,-2012.6366,-6489.2605,5406.2897,1826.8741,4398.2122,-5623.2452,3214.0804,1616.4754,398.3413,6723.2268,-1269.7162,79.7236,5152.2196,-580.0960,-4284.0522,-1038.9812,6797.6471,-6899.8171,1118.2604,4812.1570,-1306.8018,4487.1811,3507.4228,-667.7655,4082.8605,4930.4093,-484.2733,6913.4988,-3143.2728,-4059.6930,6174.9618,1633.0371,-3593.6108,3780.8636,-3882.5518,-3518.4908,-3132.0272,3566.5725,499.3783,5370.1481,5236.9142,-315600.1075,-307675.0930,-315063.9519,-313860.9362,-305895.0992,-309423.1898,-309241.0407,-311283.9240,-145015463.0272,-144967792.8706,-144981845.1430,-145001906.3073,-310859.8558,-144997430.0431,2531.9830,-909.3653,-4241.9732,-4490.2546,5501.6893,-2140.9959,162.5728,5291.9827,-5447.3562,-3796.7230,140.7953,1408.3729,-2974.9774,-3918.0108,5422.9223,-466.2609,4474.0890,5004.8621,1348.9344,4628.6880,5401.6832,6817.8443,4989.7924,-3347.9296,-1950.5235,3034.0534,-1869.9979,1641.3567,1378.9074,975.0908,0.0000,-1675.1775,-4720.7965,1034.0795,-4248.5548,-2771.2322,2399.5727,-2597.7925,295.6993,-2402.4866,5017.1274,-5499.7807,887.2913,-2573.2441,0.0000,5456.1551,1698.8169,-5328.1046,-793.0306,-1851.6740,-4185.1598,-505.7600,4052.9682,741.2051,530.3059,1660.2663,-3121.2584,5474.1086,-600.5710,1425.5502,-2372.3046,3309.9323,3330.6179,1544.8710,1439.1557,2687.1832,-5486.8108,4384.2276,1046.0097,-45.6176,4892.7752,-4587.8177,5066.0821,-5196.9797,-5450.5196,-187.3850,-298.0173,5442.9362,-4911.5666,5115.7437,557.4446,-3357.2163,-5757.9735,-5262.2688,4641.0202,4330.3823,142.9780,-1698.8719,2203.7031,-2688.6403,-2150.3437,-5100.8073,-2660.0536,-3063.5139,-1597.5398,-5486.9526,-1541.3707,-5520.6335,-4330.3765,4493.4072,170694.1278,170974.5484,171268.0323,168890.4008,176300.9182,170778.7921,160042.3637,167767.6366,64009849.8496,64004265.4336,63988492.9827,64008127.9260,169488.3155,64003844.6453,
