sl_100_86400_20261217 Coordinates.csv
2026/12/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:41 2024,
Start: 2026/12/17 07:47:00.00, Stop: 2026/12/18 07:47:00.00,
TIME_UNITS,STARLINK-30387 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-2161 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-2288 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-1156 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-4269 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-6103 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-2161 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-2288 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-1156 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-4269 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-2161 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-2288 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-1156 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-4269 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5352.5803,-3592.3202,3707.3066,-3330.1952,6211.2372,1557.5104,-4786.5740,2950.3746,-5703.7647,-4262.7299,-5595.8770,2229.0913,-1343.0420,5468.9734,-4056.5799,-4921.0752,-6681.9910,5287.4071,-4114.5695,-411.9339,6688.6790,5637.1007,-753.8142,2073.4143,-5781.5013,0.0000,-4159.7116,6781.9300,3838.1543,-1654.5120,-1833.0867,5329.3185,6751.4722,-3999.8697,1083.4373,-2558.3270,3724.9574,-6299.0295,3606.1553,-6786.9895,-4414.3882,0.0000,1566.8601,1680.9700,-4491.5149,-29.3857,4658.5582,5353.3552,4310.3324,4206.0325,-3351.8122,880.6597,-3614.8584,5132.4858,4759.2575,-5865.2497,4114.4023,-950.2624,1129.5443,-3720.6686,3805.6517,-2205.2781,1222.8620,24.9504,6607.3048,-4802.7295,6616.3931,1676.6928,-3026.0171,4726.9614,85.1257,-1339.2877,-326.0121,-2135.6321,1929.7236,-6649.8021,-4728.9249,-6615.9595,-1357.2559,870.7086,5042.5921,-3635.8477,4264.1270,3378.2502,5720.5606,508.9305,3282.6995,4174.2339,-4509.7800,-5387.3429,3853.2700,-3800.4005,-3218.1233,4398.0210,4815.4212,-460.2002,-5523.3591,5032.9954,6775.6985,-6256.0220,363546.8770,331615.6248,351924.6538,352244.9609,346593.6877,348082.5138,342825.1654,347323.6282,-111319197.6713,-111359758.7362,-111336765.0849,-111336154.7684,346432.6287,-111327307.7470,3993.5150,4059.3443,2132.0147,-2849.4321,-2825.5239,-3997.6807,2841.1910,-2867.0469,-899.8543,-1199.1969,1397.9040,5295.2130,4295.2272,4250.4761,-3044.4387,4891.0422,703.3450,-3267.0773,4881.1038,6720.5505,1106.9969,1881.0491,-4068.4688,5149.0838,-2484.2621,0.0000,-653.1670,-932.9274,-2402.8439,-2046.6393,-3708.6336,-848.3318,-542.4009,1143.4226,5144.7654,5428.4033,2578.5252,2596.3578,2250.1630,335.8290,769.5773,0.0000,3875.7176,3698.4784,548.1835,-4689.1130,-3733.6289,-2896.8335,-5119.3116,-538.2643,-2340.0582,-5452.9148,4566.7538,-3366.6032,2213.9727,2684.8178,4868.4041,4312.1260,4367.4924,2899.4203,-5624.9249,-3865.3976,6799.2415,5084.7645,-960.0871,-4359.7034,1784.3137,-5712.4132,6145.0731,4051.1221,-5146.3589,4958.0650,5094.3392,5220.4755,5044.0361,-203.2351,-2491.7307,-1160.4475,6769.8571,-5439.8736,-641.8561,5431.8044,-1544.6306,-2778.2915,620.0468,-2464.8021,4096.2503,-355.6654,2157.3425,-2503.6585,-2137.1577,3357.0552,5929.7107,-27.3887,2894.4832,6916.4244,3000.9786,-2767.3145,-1234.0411,271.4360,171397.4935,176732.6978,180548.3855,178155.7220,184680.7618,182571.0639,176098.7640,179354.4252,-103197023.6442,-103201885.3824,-103193575.6155,-103206719.1864,177810.7101,-103211198.7886,1835.2100,4281.6760,5421.4826,-5346.6331,-991.8831,5436.4317,4073.2874,5476.1173,-3637.0434,-5268.9421,3819.2375,-3676.3616,5213.4645,329.2539,4714.6751,248.9058,1656.5582,3064.5166,-2249.5683,-1755.6112,1420.8758,-3571.4185,5523.7483,3947.3643,-2664.7108,0.0000,-5456.9748,1099.0016,5088.5046,6412.9752,5442.9268,-4328.3829,-1149.8803,5550.8537,-4400.1589,-3204.5258,5171.5906,-1236.3813,5371.1623,-590.7930,5210.5086,0.0000,-5526.2749,-5636.4787,5218.2228,-5081.0929,-3484.0381,3054.1733,-751.5666,-5440.2726,-5374.0521,-3885.1845,3690.7695,3172.0284,4328.3953,-2568.8706,2487.1657,5182.2591,5163.8271,5041.2448,1184.7251,5272.2842,-530.1809,4702.3011,-1604.0362,-2142.3697,774.3721,-3556.4126,-1125.6222,-3044.8515,-4621.5768,-4509.2166,-4704.1878,4017.2744,-4362.6651,-1250.3342,-4221.3418,-1711.6729,97.1928,4198.1690,-4707.9235,-2028.7070,5195.1304,5340.2759,3869.1240,6463.5748,4521.4366,5379.4816,4651.8172,3513.2763,-5263.2247,4716.6033,-1269.1173,-5384.2115,-3725.7621,81.4251,-2825.7033,3670.4594,564.3687,2966.3178,11285.0124,9630.2772,7911.4006,12495.4191,13300.5923,2969.2674,596.3030,7765.7667,30846918.6145,30877611.4729,30871584.5146,30856630.4725,8179.4886,30859193.4882,
3600.000,3737.3668,-680.5781,-6199.5669,4903.9092,-3472.7235,2638.8994,3647.1921,-17.6594,6660.4668,6192.1584,5411.4454,-5262.6042,-1490.4615,-5716.6019,5990.8588,3582.1914,4148.6761,-1674.0411,-52.5168,254.8067,-6452.5260,-4680.3348,4797.8443,-5318.8275,4032.5084,0.0000,3978.0666,-4683.3183,-2966.8601,-2566.0987,5720.0535,-2089.9585,-5623.2811,-325.2596,-4012.4626,-118.7604,-4515.4092,3621.1315,-6292.3738,4481.2405,1913.3940,0.0000,-5249.3043,-3840.6369,2219.9385,3046.0279,-4003.4165,-1126.6529,-790.9183,-4400.9570,6086.4828,3780.0358,2591.0457,-4582.2971,-6584.8816,2840.6615,-4178.5049,-3816.8232,-4725.5267,-353.2950,-1982.4769,5662.1429,-1304.8232,-3946.1004,-3786.2036,5069.1591,-5943.3344,2132.1523,513.8228,-6504.1849,3460.0189,-2414.3720,-3398.4504,-1937.8397,-5116.6785,3958.3931,6696.8116,6552.3075,-575.1797,2091.9204,-4427.9713,84.5582,-1163.7212,-1902.7567,-6565.5830,2631.2319,-5524.8286,-2639.7649,4373.6473,6778.0773,-240.4364,845.3651,1262.6726,-6776.7474,-3609.7471,-1886.1165,4858.8709,-634.9612,-5285.0377,6368.0525,308251.6840,274873.8648,296258.5316,295296.2715,290279.6033,291459.8939,287476.7626,289967.2951,-80716359.3590,-80761832.6510,-80742085.1242,-80729798.1175,290355.3823,-80725398.0555,-5527.9073,-4149.8597,686.1967,-1266.0631,3692.0922,4527.4460,-5768.0814,5953.2119,-1166.2549,-1906.7614,-4270.1903,-4333.5155,-6354.1815,-1544.2396,-392.0275,-3970.0490,-2472.5882,2477.5312,-4201.6655,-6177.9959,1129.3088,1979.9182,3088.5269,-4230.1370,-1187.6188,0.0000,-3737.6365,3108.6999,5912.9688,-1507.2988,2154.6562,3653.4776,2166.9990,-2802.8958,-1547.2075,-6761.7588,1904.3925,-4194.9141,625.9156,-2288.5898,-4582.0437,0.0000,-1962.9958,-5551.3747,-4322.3415,5917.3925,5581.4989,3962.4514,4622.9427,4408.3129,-1264.8721,3629.2549,-6373.0451,5051.4189,1087.4781,233.0103,-943.5176,-3361.5953,-1434.7514,-4641.7264,5791.5378,3123.8589,-4600.6921,-4428.4729,2762.4899,366.9510,78.3932,4612.0261,-5118.9277,-2335.4415,2598.3197,-6089.9149,-5295.0257,-4830.1938,-4351.4399,-2285.0427,-603.9143,-1082.7149,-5609.4221,6463.8794,4413.6006,-4436.8340,4740.4016,6089.1438,2105.5201,5033.6219,-679.5822,4784.9624,-5196.6625,1110.3106,5065.8547,-5955.3035,-5932.2265,969.3293,2004.9420,-5709.4743,-4606.3971,4060.6061,2579.1264,-2677.4864,258157.1108,254766.6410,260486.9577,258777.9689,266105.5420,263852.1290,257905.4201,257346.8921,-128493827.1900,-128506840.1442,-128492625.4843,-128510923.8591,259060.4667,-128507945.1371,1852.8064,-5492.5748,-2985.7198,4691.3417,4661.9075,-4545.5236,-1045.5894,-3413.6272,-913.6486,2302.2300,-644.4887,42.5888,-2226.3460,-3615.0949,-3467.3653,4418.0152,-4966.5472,-6263.7429,5292.9857,-3193.3472,2247.3080,4703.1862,-3900.6123,-537.5751,5373.3386,0.0000,4192.8937,-4066.7280,-1663.5704,-6274.6084,-3089.0009,5475.4928,-3303.5367,-6354.5930,5323.7648,-719.7837,-4838.6053,4140.6714,-2670.4642,4593.6564,-4767.6166,0.0000,4059.1649,1607.7500,-4923.6494,1856.9591,-766.0470,-5433.5058,4824.3172,2946.7124,2618.3395,4244.9509,508.2987,1112.3658,-1359.1059,6321.4471,-5345.5196,-4544.5622,-4773.9171,-5112.8899,3161.2804,-2431.8376,5001.2944,-3591.0057,5006.1319,4555.7166,3487.1243,4706.9402,4645.8523,-500.6564,5382.2232,1927.3427,2917.8803,-4580.4046,1739.9450,4981.1616,1057.1714,-1987.8600,3974.0946,-1377.0077,2970.9759,5196.6504,-4887.7865,-2663.2519,-776.4989,-4010.4592,-4138.1243,-4098.7401,-765.9620,703.1220,4607.6191,-3448.7056,-3222.0105,1164.6982,5316.7697,-3455.9822,-1635.9834,-5449.8765,3617.9581,565.5942,12703.7525,11160.2189,10767.7182,11998.9961,16049.1105,7624.3850,988.4954,9950.1359,30829556.7866,30857726.8338,30850541.6889,30835186.2331,9847.3756,30841234.3764,
7200.000,-371.1339,4571.0424,6336.3883,-5501.3095,-962.8756,-5283.5082,-1248.9189,-1963.1537,-3952.4931,-5525.1984,-3219.2104,5647.1483,3045.8699,4564.8815,-6231.2739,384.2959,-309.6060,-3039.1046,4783.5471,1074.5491,3858.5521,3119.3685,-6643.5468,5825.4010,-1604.4365,0.0000,-3215.1925,1127.1118,964.0302,3345.5483,-6663.6606,-923.5307,1783.5123,3449.8843,6157.1603,2913.9687,4562.6130,387.6950,6115.3545,-138.1497,160.4810,0.0000,6910.6155,3576.9022,-331.2337,-4225.8489,1383.8896,-3450.0102,-4096.0227,3388.9710,-5410.8625,-6613.4769,-205.6844,1738.2176,5195.7523,2642.3404,3759.9415,6492.2765,6719.0261,3492.7052,-1513.1646,-6403.8397,2470.6109,6248.7428,-440.0031,-4133.9432,2983.5388,-5519.0018,3145.3798,5825.9666,-6323.2036,4574.8401,5493.5821,5329.1286,6200.2875,422.1639,-5326.3257,-4068.2074,3362.3669,-3972.0656,2864.8304,4298.5000,-1258.4682,359.7043,5026.9614,-3435.8772,6433.5426,987.0692,-2097.0793,-5145.2234,-2352.5302,1680.7792,2134.1785,5794.3252,1868.1027,4335.3631,-1635.2487,-3648.3005,1437.4108,-4005.9039,232518.5151,200511.3376,221546.3321,218320.7031,215346.0956,216294.1762,213188.4928,215559.2344,-44612324.4207,-44660104.7117,-44644621.9231,-44616712.5659,215693.5736,-44622214.3633,5324.9996,4049.3834,-2414.9585,4037.3846,-4298.0806,-4401.6255,6242.4237,-6484.8686,2867.3685,3456.7224,5375.7291,1235.2223,5768.0317,-2251.2967,3033.3317,2359.0389,4559.2632,-2567.0647,2665.8870,2809.6839,-3521.9094,-5425.2886,-1889.4007,1299.2288,5189.4637,0.0000,6088.1785,-5091.8625,-6030.1086,5583.8325,-448.6921,-6057.7311,-3742.6366,4969.9099,-1676.7614,4601.1088,-4998.1309,5252.3132,-2430.2441,4454.8627,6788.8563,0.0000,418.3644,4927.4491,6736.8174,-4849.6914,-5046.2482,-4583.3413,-2570.6712,-5823.1096,3268.9815,-921.7283,5311.7373,-4746.1564,-3500.4656,-751.0733,-3704.4963,2026.1313,-919.7018,5639.2474,-3924.5132,-1670.5273,171.7823,2986.9658,-4720.7878,4070.2461,-2899.2979,-2924.2598,2995.4258,-375.1801,-309.1925,4632.3160,4194.1375,3760.2505,2459.2596,4927.4352,3079.6245,3396.1992,2431.3956,-5196.5547,-6277.3818,2623.2586,-6635.6301,-6684.7700,-3881.1257,-5982.7950,-2269.4475,-6750.4739,5350.7630,1022.6604,-6399.5349,6724.3151,3559.2745,-996.2813,-6052.8644,2633.3589,4444.7100,-4840.1602,-3890.0115,4222.7121,328009.4075,315690.7207,323452.4992,322120.7795,330552.8613,326181.4985,323247.7454,325350.1247,-144983015.2095,-145006105.7068,-144987585.2569,-145001029.2300,323534.9049,-144997609.1740,-4420.1117,3235.0398,-1356.8676,-1086.2883,-5308.2343,885.6429,-2675.2901,-1067.7746,4752.9453,2188.3259,-2947.8183,3606.6049,-2242.1344,4701.8489,91.2428,-6526.0474,5190.7217,5667.0591,-3978.2001,6259.5009,-4555.5341,-2982.8901,-219.2574,-3296.5040,-4149.2449,0.0000,-183.2598,4562.4204,-3042.0289,2394.4411,-1509.8009,-3206.3008,5466.9912,3401.4215,-2500.2495,4062.6754,1254.7496,-4498.2881,-1938.5142,-5168.3008,1102.2686,0.0000,-123.2201,3323.4446,1517.9231,2515.6023,4502.2911,3670.1225,-4693.2820,1448.5647,2356.8760,-993.4591,-4404.2244,-4721.3402,-2673.5661,-6379.5910,4348.5931,441.0253,1060.8049,1935.3652,-5468.3253,-1986.2911,-6477.7871,280.2203,-4968.7392,-3610.0767,-5505.7778,-3012.0150,-5417.0956,3721.8850,-2781.7220,2064.2521,602.4352,2334.6992,1907.7520,-4625.3473,2906.0077,4457.1821,-5522.9251,-2299.7874,580.1465,-4637.9828,1426.9492,-1726.6231,-2798.7069,-830.2578,1234.4698,-252.1079,-3707.6943,-4497.7348,-760.0093,65.3577,5457.2949,3688.2210,-2305.4899,4716.8995,4994.5397,3118.5714,-5531.8481,-3769.2134,14091.2192,12669.1587,13376.5146,10756.1981,18318.0346,12967.4001,2064.3048,11689.7469,30812972.2261,30837719.7026,30829165.9743,30819696.5342,11514.3910,30823296.2662,
