sl_100_5400_20260901 Coordinates.csv
2026/09/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:04 2024,
Start: 2026/09/01 07:47:00.00, Stop: 2026/09/01 09:17:00.00,
TIME_UNITS,STARLINK-4679 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-5115 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-4554 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-5077 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-1614 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-1944 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-30069 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-31530 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-31928 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-32240 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-31227 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-5115 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-4554 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-5077 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-1614 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-1944 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-30069 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-31530 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-31928 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-32240 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-5115 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-4554 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-5077 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-1614 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-1944 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-30069 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-31530 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-31928 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-32240 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4657.0076,-4475.5185,-1996.3556,5635.8346,5162.9297,-5504.4938,-4311.7378,-4222.9160,-3091.9328,-6577.7274,902.9897,2964.1048,-4730.9364,4989.0293,-5646.7823,2304.7524,-53.8010,-4597.9216,-2022.5164,-4750.0798,3513.8903,3451.9188,2971.0433,-4267.0986,-4224.4164,-2997.0536,1004.6775,5886.4306,-3341.7843,2439.2525,4576.9405,4643.0733,2860.5558,3708.9852,6578.1192,-6162.0693,-4661.0495,0.0000,5704.1014,4738.9061,4342.9478,-5428.1935,-279.1803,6080.5127,6596.2438,2082.8265,-6218.2562,2756.8959,-5572.8663,-5496.6982,5426.7392,-5805.3162,-4925.2170,-4009.6603,2965.2368,-2614.2224,-1460.1931,-2415.3551,733.1938,-5172.7658,659.2283,5991.7682,721.6674,-2658.3094,5199.2622,-166.2180,-3374.5617,5248.5492,15.8603,5964.3618,335.9523,-4865.0978,1891.5754,5891.2302,-5914.8625,5868.6321,2004.6954,6001.1521,-5950.5508,-3909.5932,5839.9504,6276.5948,149.7513,2723.3603,-3884.2210,2218.3265,4154.8460,5618.0801,5087.0786,5130.0752,5303.2595,-4423.2323,-944.3069,4334.7422,-6508.2130,4527.7678,3464.5898,-4706.6607,3486.5912,3320.6912,-120887.6559,-104415.0199,-115442.4050,-118457.6281,-110739.6848,-113299.4522,-118078.3282,-118263.8067,-251766826.6739,-251776792.1786,-251787651.6108,-251783331.2710,-117332.9433,-251777326.1803,-3531.4982,2110.5270,-5820.6809,-3752.4738,2586.4977,-3834.6767,-4436.6490,1728.7888,2916.3035,-183.8742,6377.3053,2840.8499,3927.4943,1423.5650,-3728.1846,5212.8693,-5378.2852,2157.9108,-3607.3272,-2240.3567,930.3309,2453.4121,5695.2959,4126.6761,-3221.9235,-1029.0888,-4278.3669,-1331.9522,-4768.8202,-5978.6629,2970.0553,4871.4207,4027.8579,-5755.7244,1659.8327,820.8761,-4430.9496,0.0000,-715.1010,2627.8849,1851.6798,2001.8434,-5562.5223,-3294.7428,-78.8145,5723.5564,-971.0101,-4451.0083,2181.6948,-3407.5265,4054.0485,399.8320,-0.1550,4561.1938,-941.0737,-6364.2067,6761.4257,-4781.3159,6679.6623,2927.4537,-6898.6902,940.7151,-4934.8516,-3193.0921,583.1062,4170.6654,2470.4671,-1866.8729,6865.0270,2044.5305,-4884.2230,-333.1056,-4384.3541,-3618.1400,3580.1128,-2407.9989,4265.5721,1829.2717,-3399.8278,5017.2426,-845.0939,-2668.2503,-5797.6043,4464.6832,5139.0915,5048.6325,-273.9944,3813.8489,866.0650,-4375.4669,-2271.1715,2732.3268,5064.4099,729.2984,-2398.9322,2332.8241,4925.3308,2355.0900,5444.9105,5415.4302,-355737.2094,-331042.3606,-349172.9620,-349023.8651,-345204.9450,-346259.0099,-339351.4251,-341921.9782,33575420.7938,33564393.1562,33550565.6358,33557365.3475,-343354.6498,33558075.4210,3557.4491,-4883.9708,-2933.6333,1183.1058,3785.6641,-66.8967,-2875.7913,-5227.8691,5438.7040,-2099.1355,-2389.7248,-5475.6036,3116.3034,4589.4715,1368.6288,3936.3237,-4334.1530,-4657.0727,5525.4011,-4533.8983,-5703.8088,5462.9437,2044.0573,-3449.0900,4444.6115,-6195.6766,-5362.5967,-3244.2021,-3767.2095,2038.8061,4138.7152,1626.7247,-4840.5708,-1094.0226,1398.1585,2995.5231,2530.4606,0.0000,3633.6626,4281.9806,5074.0710,-3776.1111,-4014.3962,490.6475,-1872.2432,-3258.9359,2607.5907,4529.3621,3276.6638,-1755.8557,1023.9472,-3557.7167,-4434.9527,-3334.7339,6206.4346,872.4118,-13.2903,-4400.3164,1600.8932,3538.8645,-308.8226,3380.9101,4733.5738,5524.2766,-4525.2764,-5513.4568,5488.8707,-4116.7577,1113.9104,2875.6939,4722.5656,-4404.6136,4983.1389,-217.4064,21.2216,2815.4070,5030.4220,2695.1161,-860.9246,2673.9326,-3615.5774,-1370.0602,-3581.7750,4540.9359,-2394.4808,4053.6787,-5409.2465,-870.0167,4482.6661,-1534.1028,3841.6133,4573.2677,-4529.3280,5329.5484,-16.3010,-4695.5797,-3408.4062,4498.2141,2236.6072,2736.5422,102986.8740,100879.6945,101413.1985,106592.4353,106931.8328,96473.5576,94546.4860,102489.0523,109275666.4506,109296527.4279,109280883.6254,109269054.0041,101962.9137,109273160.6610,
300.000,4222.9973,-2591.2438,-3673.4107,4411.7918,6338.1329,-5913.1482,-5687.8323,-3952.0275,-1829.0719,-5868.5485,2516.5355,4314.1570,-3029.6869,5032.4741,-5750.2887,3683.9269,-1676.9612,-3661.1072,-3796.5567,-5748.6247,5101.1910,4798.8048,4194.1641,-3651.5322,-4923.6358,-4624.1021,-1144.2567,5795.8329,-5012.4087,905.8402,4976.2829,5769.7836,4652.6120,2390.2203,6342.6383,-6401.5118,-5778.6802,0.0000,5797.2958,6065.1678,5354.9848,-5457.6462,-1785.2012,5817.3216,6724.1716,3041.6882,-5640.6733,1090.1995,-4097.5034,-6258.2164,6092.5451,-6246.4479,-5559.4946,-3295.4929,3584.2483,-3948.0676,-213.6772,-4291.6448,1891.6303,-4583.4443,-864.8066,6793.7591,-1193.0675,-4284.0650,4258.1475,1983.8813,-2196.8313,3842.8064,651.9550,5702.3925,-1534.9899,-5613.8133,-220.0528,4925.2669,-4991.5301,5472.1184,3292.4845,5674.4129,-6443.9956,-3091.7758,4527.7096,5110.6339,-1700.3441,4175.4778,-3020.1685,3193.5034,4153.6978,6197.6163,5556.7366,4373.3007,4882.6688,-2850.8773,1073.8780,5053.1146,-6710.1529,5165.2266,4008.2176,-3224.4110,4100.0260,4296.9430,-113211.4717,-97404.9626,-108271.0753,-111201.3532,-103432.2157,-105965.3679,-110793.8499,-111160.0271,-252437284.0192,-252447083.8801,-252457553.5168,-252453898.9647,-110054.1375,-252447717.9513,-5004.9567,2326.7205,-5520.8785,-4415.0186,1530.6379,-2634.6350,-3450.6417,3695.5267,4585.3456,1427.2881,6321.3508,1142.6298,4325.4218,-729.7316,-2316.6663,3678.7322,-4217.5402,4052.3337,-2368.6253,-455.8430,-24.5339,833.9456,5274.1056,5504.9237,-1200.4507,82.9813,-4009.1198,-3081.5737,-3996.3843,-5664.4922,890.6593,3828.6730,3523.5868,-6492.0082,17.1905,2214.0258,-3709.8716,0.0000,-2559.0618,1560.8109,2902.7839,3576.0699,-4335.1775,-2654.1165,-1332.2626,4235.7265,803.6018,-5645.7333,3500.2705,-2390.7974,3033.8096,1875.6449,1719.1085,5843.5030,-2828.0413,-5664.0376,6677.3988,-4075.6635,5802.8044,4625.0918,-6640.9939,331.3165,-4106.0320,-1800.5230,-1213.7402,3862.5454,4235.9823,-3413.7352,6178.5246,180.7774,-3913.7286,1348.2325,-4177.9442,-4430.0321,4425.3199,-4021.6838,2564.0268,-19.0332,-2290.0097,6096.0182,-2135.7022,-3833.5445,-4957.3640,2879.4539,6137.2128,3350.8905,-2395.5751,2739.7822,-1147.7738,-5346.9562,-4082.9685,4203.2206,5540.8239,-1180.7969,-885.6550,276.1811,3211.8015,3907.0845,3983.6340,3829.6186,-358071.3970,-333217.9514,-351572.0601,-351327.6491,-347552.0223,-348600.8135,-341782.8669,-344319.4713,28070211.1034,28059481.3737,28045033.4901,28051325.3197,-345711.4953,28052791.1459,1991.3381,-6017.6354,-1577.0203,2873.0777,2280.1544,1752.5059,-1507.2976,-4343.4250,4826.2287,-3352.9092,-941.5932,-5188.6023,4427.4942,4703.5144,3032.0678,4567.7885,-5207.5782,-4202.5683,5255.5088,-3856.9867,-4441.7580,4906.2466,249.3563,-1864.1002,4721.7280,-5199.9617,-5539.4511,-1961.8676,-2644.5136,3593.1570,4618.3819,107.2970,-3709.8648,448.0594,2780.0431,1331.1595,800.2046,0.0000,2473.2751,2917.1180,3311.8309,-2267.0602,-5016.1928,2673.3766,-78.9304,-4531.3236,3731.7138,3857.7418,4182.5227,64.0510,-799.5717,-1991.7258,-3170.6340,-1724.7963,5231.8964,-672.5748,-1800.8123,-3608.6558,3230.4379,2340.2938,-1813.6082,1407.2023,5383.5058,5118.5612,-5314.8725,-5381.5487,4986.5565,-4643.3560,3120.9674,3931.4341,5346.1735,-3136.6890,5488.0951,-1996.4608,1808.8828,1440.7417,5485.8277,3795.5571,953.5159,959.7975,-4778.8228,-2755.1533,-4359.2794,4716.3516,-648.8837,5039.1941,-4858.3802,957.0192,3813.4017,267.0432,2748.6687,4706.5032,-3898.3900,4562.9892,1509.2855,-4607.8804,-4637.4964,4718.9537,3753.8934,3831.3274,103068.5939,100983.9662,101629.8058,106565.6329,107166.5619,96798.6095,94523.2331,102131.4523,109273526.1377,109294744.4390,109279471.2496,109267678.1291,102080.9680,109271276.9799,
600.000,3375.5043,-441.0072,-4964.6907,2726.1101,6881.1555,-5687.4268,-6479.5580,-3340.7373,-433.3780,-4597.3847,3871.0118,5265.0146,-1010.1756,4633.5237,-5301.8529,4745.7134,-3179.6866,-2403.0698,-5221.2155,-6216.5495,6146.7920,5704.3616,4963.3754,-2683.8460,-5190.0818,-5813.6298,-3191.0412,5136.2643,-6192.4017,-757.1817,4920.9282,6334.4861,5975.7407,835.6491,5503.3482,-6007.1595,-6315.9520,0.0000,5312.9817,6789.6471,5758.4022,-4961.2570,-3159.1584,4901.6443,6164.1865,3748.7474,-4508.1682,-651.9045,-2216.6069,-6332.5990,6139.0520,-6049.7535,-5590.2135,-2273.3275,3900.7994,-4905.3898,1073.8237,-5750.7344,2897.7386,-3568.2858,-2322.3953,6904.2742,-3022.4507,-5515.6935,2939.7031,3942.6583,-851.5983,2089.6772,1263.0696,4916.4757,-3284.1130,-5734.9756,-2324.8893,3458.7299,-3560.2924,4557.8782,4304.8151,4798.3064,-6297.5044,-1974.4774,2785.7626,3450.7325,-3407.9323,5258.3313,-1856.1089,3898.2807,3778.5098,6143.3212,5496.4781,3178.1676,4013.6337,-1031.2592,2964.9057,5310.5584,-6267.4081,5343.7630,4206.5084,-1459.1474,4333.2823,4890.8863,-105490.2770,-90350.4658,-101053.3630,-103899.5385,-96079.5614,-98587.6055,-103458.7707,-103919.2115,-252987383.1157,-252997030.6826,-253007077.3886,-253004014.4402,-102728.1764,-252997748.5393,-5953.6065,2386.9968,-4668.4029,-4659.4022,347.8722,-1129.5946,-2126.9315,5290.3145,5820.2345,2928.5828,5639.0811,-631.0577,4337.6061,-2813.2171,-648.0750,1806.6228,-2673.3541,5556.8664,-945.6120,1344.8363,-918.9725,-825.3859,4286.9452,6314.7201,927.5505,1124.6900,-3407.0271,-4508.0983,-2861.9312,-4774.5136,-1279.2366,2414.3021,2710.5801,-6600.4510,-1650.8098,3372.0649,-2627.0609,0.0000,-4123.7258,371.0420,3676.5820,4776.1334,-2697.8227,-1756.9396,-2448.5697,2330.2238,2525.6903,-6313.4540,4502.4973,-1110.6791,1695.0374,3136.5612,3215.4115,6540.7866,-4396.2162,-4412.5185,5934.5999,-3010.0397,4349.5943,5863.3063,-5744.0028,-293.1546,-2913.1112,-278.0333,-2930.5881,3231.9098,5601.5915,-4666.7127,4868.4961,-1725.1469,-2583.4798,2843.1209,-3615.0828,-4821.2812,4847.1702,-5238.0494,636.4493,-1891.5594,-941.2652,6560.1171,-3265.5149,-4657.5574,-3641.8630,1043.4152,6509.0953,1320.5672,-4259.3227,1373.4350,-3025.5956,-5787.3976,-5489.1035,5300.9187,5495.5888,-2943.0435,727.0053,-1791.9493,1171.9180,5114.0584,2100.3787,1868.2692,-360237.2518,-335246.0555,-353813.2210,-353474.4099,-349743.1684,-350784.0456,-344060.5775,-346676.0887,22551723.9762,22541300.0805,22526253.3883,22532018.4097,-347914.0389,22534231.9079,203.7450,-6515.2984,-42.8023,4247.3371,527.8847,3364.9758,30.5621,-2996.0144,3691.9712,-4244.2218,610.1871,-4326.2088,5257.1905,4313.9383,4366.6735,4709.8993,-5519.2429,-3290.7925,4417.4321,-2768.5931,-2669.4547,3821.3431,-1574.3840,-73.5437,4493.2354,-3655.4990,-5125.4389,-461.9535,-1239.0362,4735.1338,4586.2545,-1423.6809,-2179.5834,1942.1231,3863.4582,-477.6164,-1016.5019,0.0000,1032.7879,1236.8939,1195.4469,-512.7145,-5466.9199,4569.7412,1723.0919,-5314.5804,4435.2435,2772.1870,4619.4123,1876.3293,-2534.4738,-201.7917,-1519.5236,70.2615,3701.6678,-2145.6652,-3394.4260,-2430.9713,4510.3559,889.7470,-3124.6764,-716.3674,5444.6023,4161.9316,-5533.5957,-4671.0052,3944.7742,-4672.7288,4796.9946,4566.1665,5366.0827,-1476.8415,5399.5280,-3560.5084,3401.0782,-87.6127,5345.8507,4471.1834,2664.5735,-858.5205,-5429.1283,-3848.5050,-4647.0850,4386.6031,1168.0664,5465.4907,-3764.3161,2677.1941,2719.1365,2039.3072,1361.5963,4335.2481,-2837.3139,3304.2504,2873.3566,-4026.8392,-5368.5635,4433.6410,4853.2400,4513.1767,103150.0359,101088.2536,101847.2021,106533.6272,107397.6304,97129.6375,94505.2462,101769.9415,109271384.6430,109292955.0662,109278049.2953,109266337.6563,102198.9524,109269393.1340,
