sl_10_5400_20260112 Coordinates.csv
2026/01/12 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:20 2024,
Start: 2026/01/12 07:47:00.00, Stop: 2026/01/12 09:17:00.00,
TIME_UNITS,STARLINK-31712 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-4256 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3468.2701,-4791.6801,-1246.4687,6923.7393,-6349.9350,-4637.8235,5579.1833,-268.1962,-579.7726,4541.7126,-361666.9732,-375450.6930,-371599.9338,-368413.7735,-376374.1437,-373451.4253,-375799.0127,-373811.1709,-141435739.7248,-141417174.4377,-141413022.7813,-141432331.7907,-373207.4730,-141425299.9205,5500.0757,3573.4674,-378.2189,192.6463,1997.0387,1407.7733,-2372.5796,-4249.7117,6298.2642,4292.7029,-86968.9355,-75719.3662,-74208.5887,-77041.4327,-74010.4517,-75239.0873,-83398.8635,-81488.4704,299669041.6310,299681278.7600,299675261.1226,299689714.9690,-80030.3142,299683109.8844,2031.8976,3465.9218,-6818.2776,-278.1902,-1235.7418,4923.7498,-3325.2298,5436.4986,-2829.4438,2948.9611,-128887.1828,-133598.6109,-133625.2437,-127233.9829,-127915.6168,-138563.6228,-139525.8339,-133432.0216,-138448036.3883,-138441932.2101,-138463263.9722,-138451741.8836,-132506.1337,-138458547.1114,
300.000,-1707.3238,-3045.9602,786.0162,6688.8737,-5329.2603,-4702.3066,4031.8781,-2321.4469,860.3482,4737.3892,-359571.6258,-373378.6530,-369674.8139,-366623.1568,-374599.7180,-371691.4007,-373933.8820,-371715.2718,-147942748.8050,-147924480.3324,-147919630.9858,-147939897.9253,-371402.2309,-147932244.3878,5708.3193,4071.5565,-1409.6011,-1304.9264,2982.6875,3300.1281,-3255.9027,-3518.2985,5434.0955,2595.4873,-94563.8347,-83747.7502,-82101.4745,-84964.2802,-81869.8707,-83065.9162,-91228.5094,-89172.4304,296511545.2212,296523929.9327,296518201.7719,296532048.8220,-87905.1837,296525667.8993,3298.6531,4675.3516,-6751.2230,1259.1518,-2925.2802,3842.0356,-4579.0046,5470.0468,-4213.7622,4305.8858,-128967.6381,-133659.5494,-133638.2248,-127467.4214,-127884.4176,-138473.5224,-139784.2988,-133889.1986,-138445639.7896,-138439040.5242,-138460204.5705,-138449419.5004,-132607.6579,-138456012.2412,
600.000,247.9839,-987.7076,2775.6442,5804.8481,-3738.0172,-4338.1097,2086.3561,-4164.2722,2258.1961,4505.3674,-357318.8351,-371126.3585,-367585.1619,-364666.7535,-372658.8261,-369767.0884,-371903.9293,-369441.5761,-154379306.6545,-154361341.7323,-154355814.9703,-154376990.7407,-369430.8492,-154368739.7977,5358.4342,4216.3385,-2204.5028,-2688.0338,3685.5305,4845.3890,-3867.7193,-2495.0392,4054.6120,619.0967,-102107.7533,-91739.0227,-89956.8197,-92848.7084,-89691.7898,-90856.6919,-99013.9876,-96712.6206,293212782.5632,293225302.2792,293219898.0448,293233081.5474,-95739.4489,293226962.8185,4193.3651,5380.0144,-5968.1074,2661.4837,-4279.1569,2345.7468,-5340.0335,4913.2207,-5147.2656,5197.8008,-129048.5990,-133715.9984,-133649.1708,-127705.9340,-127856.7852,-138377.4756,-140037.1604,-134254.4869,-138443247.5713,-138436158.4615,-138457140.3008,-138447111.6967,-132709.1092,-138453477.0613,
900.000,2202.0989,1177.9353,4500.3750,4358.1421,-1744.7229,-3565.7581,-62.1984,-5609.6882,3485.0129,3878.7544,-354909.8248,-368694.2512,-365331.9223,-362545.6033,-370552.3212,-367679.1518,-369710.2989,-367016.5852,-160742346.8263,-160724691.4822,-160718509.5901,-160740541.8647,-367294.2389,-160731719.8375,4494.0068,4001.6891,-2685.5969,-3835.9435,4047.5074,5896.1924,-4156.2702,-1276.2399,2302.3514,-1442.4588,-109597.5047,-99691.6085,-97771.1608,-100691.3471,-97472.5366,-98608.2490,-106751.9549,-104126.1982,289774324.6880,289786966.5198,289781919.6212,289794386.1159,-103529.6053,289788565.5767,4615.2507,5504.0989,-4551.1304,3778.4659,-5142.8942,596.2868,-5527.0667,3825.9755,-5530.8527,5528.6714,-129130.0553,-133767.3569,-133658.2540,-127949.6300,-127832.6940,-138275.4008,-140284.4907,-134508.4426,-138440859.6687,-138433285.9676,-138454071.6857,-138444817.4774,-132810.4874,-138450941.5716,
1200.000,3956.7038,3234.1128,5762.7616,2490.4566,439.0420,-2444.4337,-2199.1301,-6508.6318,4423.3178,2924.0737,-352345.8812,-366082.9687,-362916.1096,-360260.8356,-368281.1328,-365428.3051,-367354.1936,-364465.0972,-167028837.8880,-167011497.4413,-167004684.6380,-167027518.1037,-364993.3850,-167018153.2046,3207.5267,3450.6282,-2817.4457,-4648.1075,4041.0779,6356.7353,-4095.0454,28.1400,353.3515,-3384.0391,-117029.9299,-107604.4949,-105541.0515,-108488.8605,-105208.4672,-106317.4571,-114439.0905,-111437.3951,286197809.1812,286210559.9642,286205902.6528,286217602.1160,-111272.1686,286212113.6572,4516.8119,5034.2973,-2649.7846,4490.4865,-5418.4090,-1217.5277,-5120.1405,2325.5182,-5323.9123,5262.9437,-129211.9970,-133812.9160,-133665.6500,-128198.6237,-127812.1190,-138167.2153,-140526.3588,-134639.0311,-138438476.0151,-138430422.9761,-138450999.2695,-138442535.8914,-132911.7925,-138448405.7723,
1500.000,5330.8536,4974.0406,6412.9767,384.4240,2581.2173,-1067.9352,-4111.4589,-6765.8164,4977.8486,1734.0635,-349628.3529,-363293.4763,-360338.8078,-357813.6707,-365846.2661,-363015.3119,-364836.8752,-361808.3855,-173235784.8659,-173218763.9284,-173211346.2823,-173234922.8812,-362529.3459,-173225045.0508,1630.3070,2612.7998,-2608.9850,-5052.7129,3670.5224,6191.6372,-3685.0776,1304.2061,-1600.4309,-5009.8490,-124401.8981,-115477.3796,-113263.0643,-116237.9494,-112895.9672,-113981.2239,-122072.0971,-118675.8419,282484939.4027,282497785.7309,282493548.9880,282504434.9642,-118963.6767,282499310.3122,3909.0722,4021.1697,-465.8453,4721.4282,-5074.5757,-2900.1789,-4162.5750,573.8477,-4548.3390,4429.2228,-129294.4147,-133851.8433,-133671.5376,-128453.0340,-127795.0361,-138052.8356,-140762.8304,-134642.6517,-138436096.5418,-138427569.4101,-138447923.6168,-138440266.0279,-133013.0245,-138445869.6632,
1800.000,6179.7164,6221.9751,6367.3499,-1754.5225,4453.6145,443.0337,-5608.8718,-6350.3287,5085.1871,418.7285,-346758.6502,-360327.2889,-357601.1701,-355205.4225,-363248.8018,-360440.9820,-362159.6648,-359062.5588,-179360230.6723,-179343533.1507,-179335538.4868,-179359797.6593,-359903.2527,-179349438.4089,-80.9058,1560.1946,-2110.5058,-5012.7682,2970.9398,5428.1655,-2955.5563,2443.8974,-3369.7095,-6153.3062,-131710.3090,-123310.8405,-120933.7916,-123935.3549,-120531.4527,-121596.4986,-129647.7025,-125874.3567,278637483.6754,278650411.9348,278646625.3643,278656655.0852,-126600.6907,278651923.7515,2860.3902,2573.8710,1767.8221,4446.6614,-4150.4752,-4270.8495,-2756.6795,-1239.8122,-3286.3775,3117.2937,-129377.2992,-133883.1759,-133676.0983,-128712.9848,-127781.4217,-137932.1790,-140993.9687,-134524.7844,-138433721.1778,-138424725.1830,-138444845.3114,-138438007.0150,-133114.1833,-138443333.2445,
2100.000,6410.1399,6851.3978,5619.5572,-3718.2827,5855.9484,1951.4333,-6542.8386,-5299.4407,4721.2260,-904.6540,-343738.2441,-357186.8356,-354704.4182,-352437.5002,-360489.8957,-357706.1692,-359323.9422,-356237.2236,-185399257.5142,-185382886.6141,-185374344.4139,-185399223.3423,-357116.3095,-185388415.6015,-1759.4258,381.3296,-1405.3764,-4529.3780,2005.1878,4151.7969,-1962.5246,3353.9191,-4786.0462,-6694.4832,-138952.0930,-131106.5004,-128549.8474,-131577.8608,-128111.3712,-129160.2766,-137162.6613,-133066.2305,274657274.4432,274670270.8443,274666962.5720,274676097.0622,-134179.7970,274671786.3008,1488.9313,848.5892,3812.5432,3695.5895,-2751.2065,-5182.8682,-1053.3470,-2919.7862,-1672.3828,1468.6738,-129460.6415,-133905.8340,-133679.5159,-128978.6044,-127771.2535,-137805.1638,-141219.8337,-134300.1208,-138431349.8505,-138421890.1996,-138441764.9542,-138435758.0159,-133215.2689,-138440796.5160,
2400.000,5991.3028,6798.3807,4242.5257,-5316.4077,6637.4468,3316.1795,-6821.9247,-3715.0154,3905.4932,-2121.8269,-340568.6665,-353876.0309,-351649.8423,-349511.4116,-357570.7776,-354811.7676,-356331.1468,-353334.6054,-191349988.2835,-191333946.5147,-191324887.8090,-191350321.6625,-354169.7918,-191339099.6311,-3244.8658,-825.8262,-597.6456,-3642.0085,858.8555,2496.0805,-785.3954,3962.9570,-5718.0770,-6573.2202,-146124.2133,-138867.1103,-136107.8680,-139162.2976,-135632.2027,-136669.6033,-144613.7558,-140282.1267,270546207.3974,270559258.0072,270556454.5864,270564658.7568,-141697.6085,270560793.5285,-50.5654,-968.3379,5450.0297,2548.5670,-1036.4777,-5539.0321,763.8011,-4285.3829,121.0454,-338.5808,-129544.4330,-133918.6823,-133681.9763,-129250.0256,-127764.5097,-137671.7113,-141440.4825,-133992.0231,-138428982.4849,-138419064.3570,-138438683.1616,-138433518.2272,-133316.2811,-138438259.4779,
