sl_100_86400_20260417 Coordinates.csv
2026/04/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:42 2024,
Start: 2026/04/17 07:47:00.00, Stop: 2026/04/18 07:47:00.00,
TIME_UNITS,STARLINK-3590 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-32210 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-3760 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-1162 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-1612 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-31695 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-1724 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-5171 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-6198 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3590 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-32210 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-3760 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-1162 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-1612 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-31695 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-1724 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-5171 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3590 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-32210 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-3760 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-1162 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-1612 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-31695 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-1724 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-5171 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,233.8483,0.0000,1936.8591,-2432.1412,5650.1512,3019.2529,3820.9191,-2965.4982,-3422.7865,1464.4433,3407.2486,5184.2640,-2915.4236,-5905.7783,-247.7768,3182.3975,4993.8008,1187.3844,4212.1931,-4546.1689,23.1260,0.0000,-3958.4509,-4469.9738,-4035.6974,-2879.1745,-2288.2491,5621.2201,-5023.7730,1534.2899,-3905.2652,2967.1197,138.9645,1693.5400,4107.7706,-2307.0874,2810.8728,-1666.3772,3913.3933,-1292.5182,2740.6887,-3628.3586,-564.6613,-2532.1043,1925.8990,-415.1155,-5614.4508,2850.0140,5251.8465,-15.7450,2301.4123,2111.8780,-4564.4044,2492.1698,-347.4119,-2494.3256,-4069.9090,-4084.1503,4359.5894,-5115.2423,-4054.1868,-3456.9517,-2182.7220,639.3908,-770.2910,-4470.7901,-3796.9568,207.1596,5380.8133,6095.8419,-5597.8989,-134.6572,2680.3309,3544.8529,-5718.5881,4397.9283,5257.3019,3357.5627,6041.1861,861.0642,2571.1223,-5706.8429,-5187.4943,5726.1512,4718.3556,6244.4140,-5068.0364,4670.3217,1915.6447,1755.6275,1218.4748,4088.1474,4618.4761,3322.7204,-2162.4117,-1193.7855,2105.2103,-2771.2572,4528.1512,-2243.1164,-174472.8996,-178654.2826,-185843.5433,-183329.8586,-185932.3293,-184891.6302,-176599.6877,-180840.0277,-245988458.3637,-245973307.1645,-245987081.5035,-245980494.3417,-180064.3319,-245980438.1434,4959.4595,0.0000,-6634.6773,-6121.4150,3160.6054,5887.3093,5654.2329,3986.4876,5801.4436,4155.9302,-2816.2696,3158.3665,5686.0827,-2539.7240,-6838.6269,5556.9886,1289.1934,6129.0456,1637.2740,-47.2402,-6737.4817,0.0000,2640.7940,-5172.4848,-4284.7093,3122.0870,-4770.7918,452.0485,753.6779,-5671.5418,-3257.6789,-5441.7541,4227.1378,3791.5291,-4507.0657,2197.4880,3066.1030,-6501.0613,-3472.8256,-6631.3231,5769.9527,3447.0972,6904.8250,4521.0892,6508.7565,-6051.8533,-3768.2590,6165.4678,-1078.4574,6538.2920,3744.3842,5332.4868,5219.8975,-3321.5915,5096.9278,-2479.4061,4248.4506,-5457.1270,-4768.0161,-2306.6562,-4221.5899,-2472.3248,1024.3308,-6903.8360,3087.5511,-78.0308,2187.7199,-5153.6018,-3332.3149,-2369.4266,3420.9839,6379.8639,5450.4990,-5556.2826,2877.8459,3054.1471,4245.2106,5213.8279,3358.6582,6730.9205,-5699.2058,2847.7333,-2846.5139,3875.0343,-2067.2353,-462.6078,3811.0163,-3438.8890,5263.5324,-5346.7656,4157.2307,865.4121,1816.7496,3330.8123,6375.7678,-4815.5546,-6596.0240,3552.1931,2345.5134,-1267.2526,319031.6111,287438.8240,307965.6665,310768.6335,302609.3934,305433.7938,303754.5524,305859.6513,233755985.2227,233694343.7598,233714035.2841,233745222.8944,306087.1908,233737871.5213,-4809.4802,0.0000,0.3425,2186.5987,2497.4101,1943.7704,1065.7587,-4532.4067,-1568.0883,-5284.0576,5321.3522,3298.8891,-2369.3392,-2503.8955,-969.6299,-2358.6166,-4595.3935,-2980.0475,4969.2300,5200.7429,1517.9340,0.0000,-5022.8103,-1009.8769,-3287.7576,-5461.3508,4479.3853,-4036.5832,-4688.9461,3431.0281,-4673.6910,-2846.1321,5464.4923,5518.7551,-3257.8286,-6164.6858,-5516.7812,-1604.3987,-4443.1546,-955.4172,2903.8282,4804.5842,550.1192,-4560.2391,1327.5109,-3345.2076,-1576.4852,1321.8968,4360.8823,-2322.5848,5321.2525,3856.1412,111.7011,5525.7610,-4527.4251,5970.8883,3621.1307,1291.8200,-2485.0550,-4046.9658,-3659.1301,5241.5745,-6526.1672,432.2240,-6173.1691,-5262.0361,5329.3875,4416.5194,-2844.6358,-2257.5529,-2250.9070,-2723.5291,3340.0202,2092.6359,-2093.1993,4379.6788,-1571.9806,-2781.8691,139.7925,1330.2401,-2960.0735,2477.2780,-3404.4761,354.1027,4604.9311,2781.8923,-2513.2671,-3794.8003,-4088.4227,3665.8713,-5347.2241,5505.3547,-4806.6928,4603.4039,1651.8487,4815.3115,-153.0852,-5242.4419,-4536.1551,6444.0018,86699.5041,82285.4445,82097.4844,88008.3003,87744.5874,77160.9261,75804.6681,84598.1199,8457263.6678,8470507.7794,8453925.4539,8463777.4992,82992.5383,8462258.7111,
3600.000,-3792.6088,0.0000,110.6638,4197.8523,-4044.7010,-3815.7901,-4594.1384,-2383.8244,516.7881,-5145.3291,-2049.4392,-4148.1888,-835.6517,6543.7514,1787.0980,-5321.7880,-3306.7194,-3122.6757,-3478.6215,2751.0582,2624.8574,0.0000,3403.5290,5031.5682,4975.1026,516.6456,5177.5930,-6397.7377,5890.4544,397.9183,6503.0813,-467.8431,-4285.7790,-5331.3157,-3133.9601,6342.8834,-5586.0239,3069.1844,-1675.7883,2947.0001,-2884.2466,-643.7013,-1215.6707,-1853.4803,-3153.4931,-2012.2514,1904.3847,-4362.7223,-5930.9861,-2233.2094,-5765.2211,-3829.3178,1961.4118,1037.4269,-4122.8858,-1938.8352,3251.1099,4962.0837,-879.6498,3816.0659,5964.7251,6447.4977,135.3013,-19.2142,-3543.8842,2808.6870,2942.4197,2457.3997,-6369.4250,-2881.9827,2354.9049,-2841.3975,-5115.4843,-2122.6268,1452.1027,-6633.4220,-5347.3813,-5036.1435,-5440.9583,-2277.3038,858.4703,1897.9343,6807.0897,-5779.2855,-4889.2383,-6215.1754,990.0083,-951.8602,-4925.0239,448.3425,-5004.1693,-4360.5899,-6787.5978,-4225.0780,-25.3573,4160.2622,-56.6102,-1530.7191,-5339.9455,3221.1060,-249338.4299,-245304.2189,-255753.5858,-252938.8229,-256359.8751,-255368.7899,-247829.3739,-249964.2241,-298125614.5175,-298098051.5898,-298115338.2401,-298122063.1685,-250490.7262,-298116425.3093,-2325.3818,0.0000,5609.6028,3178.0117,-4913.2810,-2621.5364,-4013.9499,-3906.0539,-4809.8406,-3906.8250,6073.5653,614.4031,-4162.1699,996.1696,5794.3353,-3928.9271,2786.1433,-2907.7087,3638.4877,-3974.0622,4737.1267,0.0000,-5762.3338,3410.5895,-557.5707,-6148.0579,1892.6173,2456.1401,-3458.6514,6688.9677,2094.9842,6708.5065,-3261.1082,-1714.4360,6073.9388,-1820.2935,157.4474,5505.8840,6412.8791,3869.9613,-6163.2935,-2310.0695,-5324.3975,-3913.4006,-3838.7172,6320.3677,3202.1108,-3357.4972,3514.1122,-6430.0596,-2820.7347,-1591.5830,-5675.2797,5516.4572,-4008.2549,-754.5546,-6073.6146,2499.6353,4369.4236,-1677.7727,3423.1025,-387.2884,-4930.1014,4898.3070,-1198.5328,-4068.2432,-5692.4525,6334.6067,1160.2845,3495.9353,-4672.0434,-4267.8963,-4685.0440,6176.0275,-3898.4641,-1881.3869,-1060.9216,-4083.9936,-1087.3666,-5806.7725,4185.7372,-3835.0270,314.4327,-1086.6678,4797.2448,2272.5115,-4905.0073,5033.4392,-4742.8428,6589.7189,-3952.2225,3339.2436,213.0989,2549.9586,-6635.5108,1624.2356,5581.9474,-4648.6610,2177.2096,-3159.1897,266197.3056,233761.6394,254171.1700,255446.1614,247219.0403,249774.3363,249174.8028,251465.8203,162061484.0676,162001843.2837,162020277.2899,162045166.9101,251016.9574,162043346.9329,5276.1653,0.0000,-4044.1846,-4528.3079,2758.4207,-5120.9325,3228.9033,4910.9446,4929.1533,2347.3174,-2625.9536,-5501.9729,5316.4215,-1948.4584,-3323.6794,-1675.3350,5372.6496,5431.1911,-4464.1584,-4950.0065,-4301.2171,0.0000,1739.3405,-3294.1452,4501.8228,3113.7571,-4217.8348,1032.7070,1042.9220,1193.3292,992.3681,-1128.5502,-4347.4454,-4059.0218,-1040.4405,2130.3054,4048.4557,-2813.1781,1768.1868,4772.8538,1719.8391,-6525.0495,-4307.0325,5360.7373,-4821.5100,-2005.0563,5845.3807,-4199.2283,-556.1874,-1335.6874,-2560.9222,-5540.5871,-3472.9339,-4051.2844,3659.8137,-6622.7505,549.7161,-4160.0321,5281.7382,5506.8879,-584.7266,-1988.7625,4885.9539,-4932.2227,5832.0558,4806.7104,-2581.9517,-189.1976,-2501.4693,5215.4849,4543.1645,4663.7674,49.1094,2267.3434,5285.1902,-610.7123,4281.0799,-2038.0908,-4132.8839,2976.6447,5426.2961,-5347.1715,-361.8809,-3657.3677,-949.4521,1778.1855,4620.0520,4656.0013,1128.5752,1237.5089,2571.9778,-4212.6566,1252.3006,-4370.6188,2009.3892,-5292.3555,4087.5022,4866.9836,3632.7145,-5295.9695,88452.0929,83692.3897,84858.9939,87574.3134,90604.9974,81524.9457,75923.8806,82923.9988,8536910.4063,8544789.7605,8527267.8565,8546225.3420,84572.0627,8538906.2443,
7200.000,6473.6056,0.0000,-3147.6129,-5512.3669,396.7136,4416.7234,4195.6824,5976.6630,3475.2072,6043.3251,569.1628,2830.4766,5055.3792,-4358.2833,-3512.3992,5179.3663,1697.7192,5179.5681,1963.9948,-1169.1382,-5192.6112,0.0000,-1853.4618,-4164.5802,-4304.4918,1144.8036,-6741.0902,4886.0854,-4301.5884,-2522.6239,-6051.9093,-2545.6837,6555.8952,6915.2466,509.2664,-6152.5554,6524.4155,-3889.8698,-815.7434,-4547.9370,2316.5964,4894.3322,3654.0892,5495.5674,4428.1283,2305.4751,1556.2705,5243.6712,4060.9147,3960.8208,6515.6036,5382.8844,1845.8592,-3234.7919,6524.8754,3280.1245,-809.2977,-5019.7634,-3418.7456,-2436.5882,-5206.9101,-5588.7259,371.8541,-2176.5936,6594.4461,-1326.9477,-1511.0147,-3671.2421,2728.1670,-1360.4933,1670.9323,5631.3009,5645.7050,-834.9758,3688.9861,5939.6013,4466.2930,4323.3903,3294.9552,3608.9878,-4732.7727,2720.3079,-5077.2050,4328.1219,3086.4325,2929.3888,3500.4895,-2647.4193,5881.6806,-2807.3323,6065.7846,3915.0066,5927.5865,3085.5987,2716.0713,-6367.7110,-3061.0582,4523.7918,4446.2452,-4281.5807,-308791.4037,-296530.6558,-309112.3776,-305594.0317,-310486.3045,-308215.0757,-303157.4181,-304794.5740,-329912504.3924,-329873364.6031,-329894592.5652,-329906445.7741,-304834.0089,-329902240.8703,47.0720,0.0000,-2706.5812,650.9426,2605.6380,-1829.8408,114.4355,2937.6241,2929.7003,2467.4929,-6689.4246,-4671.4060,1807.8791,1545.6779,-2267.4151,87.0900,-6111.3280,-893.5113,-6430.3946,6629.7593,-1374.2099,0.0000,6126.7296,411.5506,4861.4405,6716.6178,822.4173,-4180.8082,4324.2303,-3973.7825,-296.5109,-4695.2358,2155.0895,47.1640,-5074.8127,-580.7966,-2259.4546,-1832.3058,-6469.6035,721.1448,3674.4852,2229.5790,2059.3531,3169.5645,-347.5327,-2316.7008,1013.1622,-708.6287,-4273.7749,3867.4576,1375.2481,-2183.9232,4726.7210,-6118.1255,1986.7366,5134.8975,5274.4934,1564.9287,-3609.0905,5422.9389,-913.3786,2375.8189,6928.1154,-1044.2684,665.6228,6651.3367,6487.1258,-3874.9615,928.0898,-4656.7763,5338.4237,1386.6612,2126.8093,-4449.8193,4173.7728,40.9925,-2933.0947,194.6731,-2546.2057,2287.2241,-2260.6068,4519.0901,2446.4279,-2683.6587,-5221.8448,-3512.3226,4871.0516,-5816.7447,2676.2515,-3435.5352,2609.8933,-5699.1421,-1741.0045,-5782.5350,4554.7300,1101.2666,-2835.1150,5024.0704,-5172.5495,5374.1503,195869.7999,165160.6659,184382.7054,183734.4544,176196.4088,179066.7579,178392.3036,179679.8501,79312197.4053,79258237.0629,79275235.3492,79288080.0530,180200.9689,79294569.0800,-2415.7290,0.0000,5517.6770,4160.5132,-6427.3396,4964.5750,-5490.4921,-912.1983,-5213.6564,2151.7124,-1709.9153,4230.7458,-4204.0206,5106.7180,5493.7449,4428.3251,-2729.9632,-4496.8166,-46.1003,1577.2510,4339.8495,0.0000,2608.3666,5489.2746,-1810.4028,1163.0031,1409.7466,2581.6000,3237.7374,-4923.9630,3298.8176,4226.2467,498.0594,27.4433,4654.0456,3139.1912,-16.5267,5385.4834,2125.5282,-5038.3001,-5520.7698,4381.8337,5534.1439,-2714.8008,5295.6374,6096.5084,-6691.6159,4451.7137,-3624.1142,4171.5998,-1851.7660,3747.1668,4717.4162,38.1357,-58.4606,3311.9512,-4399.9297,4518.5123,-4817.0977,-3535.0524,4425.0217,-2967.6663,-453.5832,6500.9822,-2066.5754,-1279.1569,-1836.8046,-4214.3447,6295.5724,-4933.4262,-4103.9570,-3811.7536,-3426.2886,-5234.0989,-3783.2185,-3564.1472,-4428.6599,5227.6334,5510.5722,-5442.6680,-4509.9244,4348.4159,3836.2683,4680.4669,-3327.6792,-5112.3987,-3248.0037,-2682.4633,2499.6060,-5054.5677,1911.4264,278.7880,3076.2431,-692.8021,-4472.9577,2472.2259,-5531.2962,-1423.7534,-11.7118,1037.1503,90131.7115,85099.8539,87534.5376,86236.4149,92967.4697,86737.4330,76735.9944,87874.6242,8616676.0038,8619027.1338,8600973.8434,8624121.8754,86142.5180,8615543.3818,
