sl_20_5400_20260814 Coordinates.csv
2026/08/14 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:27 2024,
Start: 2026/08/14 07:47:00.00, Stop: 2026/08/14 09:17:00.00,
TIME_UNITS,STARLINK-4065 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-6242 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-4408 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-6242 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-6242 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,5462.1102,3766.4429,-3343.8116,-791.4739,-2985.9731,-6687.4408,4726.8056,-1212.3145,-5867.3685,-1905.7387,-6862.0049,-5498.0598,1078.4212,-4389.8687,3696.4451,1078.2095,-3607.8617,-1913.0641,1208.4557,-6502.8806,-116310.7569,-109811.4624,-108942.1450,-110919.7131,-102111.7900,-104720.4675,-107591.3597,-107176.2999,-265576341.8242,-265535781.0288,-265542172.8721,-265571505.1492,-108055.3974,-265565241.5331,2855.8846,1091.9689,5392.1245,-731.5359,4362.9089,1219.8528,2019.4892,3771.9916,-1824.3819,-4021.2469,-756.3686,-249.8056,6628.3079,-3388.6155,-1885.8595,-6226.6785,-4119.2516,-4658.1082,6529.7337,1812.7598,342701.0377,354477.7511,349816.6229,351478.0542,352196.2382,352047.6182,359246.3069,354312.3524,6423766.6209,6473683.0762,6450418.8790,6440065.4331,355887.0494,6440543.3476,-3136.7564,5731.5511,-2535.4480,-6863.3543,-4462.2654,633.9386,-4657.1662,5278.0373,-2978.0017,-5297.9845,-617.7182,4213.8602,-166.6565,4150.8684,-5534.3287,-2853.3613,-4259.8379,-4693.1431,1623.6247,-1609.8952,38025.4755,36236.0627,36419.6352,39308.0679,41989.3054,32654.7235,27632.6533,36091.5743,116595656.8782,116606870.2482,116591969.5227,116595492.1682,36115.2045,116599221.3629,
3000.000,5175.9700,5347.8391,-1702.1718,1406.5883,-970.1738,-6289.6521,5125.2123,963.6021,-5540.5422,-3874.9729,-6560.6856,-4808.8151,2229.9869,-5791.7650,2481.8581,-715.0974,-2173.5843,-3805.3695,2620.1265,-5773.3498,-123411.0322,-117655.7301,-116556.9936,-118431.7515,-109595.7600,-112201.7796,-115082.4363,-114561.9557,-265651357.0651,-265611482.2946,-265617593.8472,-265646764.6182,-115557.9424,-265640307.2381,1136.8547,260.7789,5283.0719,-1304.7936,4359.5975,2380.7955,-96.8048,4195.6990,71.1928,-3545.5944,786.3290,1739.7641,6113.7166,-2050.9171,-3676.8858,-5677.6198,-3180.6745,-3645.0434,5568.8213,1158.5572,340222.8497,352538.1536,347507.8789,349240.8504,349879.9166,349763.7362,356834.7577,352108.3428,624587.0307,675290.4475,651885.1189,640241.0100,353554.9928,641448.3356,-4444.4708,4426.1310,-3986.0015,-6677.1618,-5283.5895,-1187.8869,-4672.7798,5002.9972,-3991.4749,-4502.8517,-2096.7076,4678.1702,1656.4609,3201.5222,-5307.0937,-3916.3797,-5770.2151,-4428.5026,2970.8982,-3676.1722,37850.5228,36233.1823,36375.2772,38969.7785,41931.6841,32773.3411,27392.0302,36418.5907,116595001.6465,116605767.1823,116590771.3785,116595126.1511,35971.0644,116598314.9967,
3300.000,4415.1719,6400.9618,144.0363,3476.8583,1157.4417,-5237.8910,5073.0450,3012.0301,-4681.8529,-5457.8886,-5627.9459,-3692.9987,3157.8960,-6639.4092,1073.5434,-2468.0869,-559.4869,-5336.5089,3795.5323,-4402.7866,-130457.7613,-125397.3701,-124121.2430,-125893.2666,-117030.6956,-119640.3652,-122519.8060,-121978.1939,-265599751.4288,-265560583.9106,-265566415.6322,-265595314.0614,-123010.2110,-265588755.4351,-726.6002,-540.2538,4664.9418,-1647.5533,3982.0621,3308.6431,-2195.2597,4197.2633,1984.8487,-2769.1876,2272.4440,3584.1556,4929.5609,-544.1482,-5132.9720,-4603.7939,-1839.3003,-2311.8076,4046.8876,427.7317,337599.2917,350460.9806,345044.6316,346851.8223,347406.4890,347328.3836,354265.2770,349855.3321,-5174798.4384,-5123323.3253,-5146869.5689,-5159786.2364,351064.7188,-5157854.3922,-5274.0191,2650.6928,-4991.8986,-5784.4452,-5537.5660,-2876.7117,-4190.0433,4110.3482,-4558.7155,-3223.7019,-3351.1992,4642.4127,3284.5214,1909.0273,-4509.6688,-4561.0098,-6666.6993,-3680.5122,3986.4085,-5350.9536,37675.3268,36221.4931,36330.1254,38625.3049,41870.6572,32898.5018,27156.2494,36712.7101,116594347.7000,116604663.5897,116589574.6546,116594791.4214,35826.8999,116597408.4175,
3600.000,3263.9218,6811.6667,2010.9089,5190.5412,3185.4849,-3638.1956,4570.2910,4700.2421,-3383.7386,-6496.2818,-4158.3647,-2258.7583,3780.2134,-6846.8729,-396.3208,-4015.5751,1049.1708,-6351.1092,4625.5047,-2536.1687,-137448.0093,-133037.2038,-131631.5575,-133300.6739,-124413.2429,-127033.8220,-129900.1437,-129427.6950,-265421551.7061,-265383112.2672,-265388664.4481,-265417180.1761,-130408.8654,-265410612.8329,-2554.3725,-1252.2359,3611.9080,-1734.1183,3270.9629,3927.0683,-4073.1888,3765.5144,3725.5317,-1754.0259,3569.8121,5103.8550,3202.8412,997.4664,-6103.6171,-3114.1837,-233.3751,-783.4359,2120.0591,-277.4241,334831.5597,348232.3783,342427.9394,344312.6757,344776.9437,344742.8864,351539.1390,347532.2949,-10971625.4275,-10919394.4932,-10943081.6195,-10957241.3831,348417.3104,-10954600.6205,-5536.7716,593.5695,-5441.7121,-4278.7199,-5197.0965,-4243.9046,-3260.1795,2709.9849,-4616.7586,-1597.4437,-4247.3084,4110.3825,4525.9000,411.8644,-3227.1154,-4718.8012,-6855.0518,-2530.3615,4556.8133,-6457.2081,37499.8875,36198.6975,36283.9912,38274.5503,41806.2423,33030.1839,26925.2700,36942.4362,116593694.9244,116603559.4803,116588379.4161,116594482.1432,35682.7113,116596501.6253,
3900.000,1839.6973,6531.6941,3708.5657,6355.0632,4910.6447,-1654.3525,3656.1106,5839.0205,-1778.8444,-6886.6098,-2297.7062,-640.7730,4044.0514,-6390.7703,-1794.1649,-5208.6157,2474.9538,-6743.4950,5031.4497,-374.1183,-144378.8693,-140579.7645,-139084.6244,-140650.3584,-131740.0718,-134379.8640,-137220.1564,-136906.0289,-265116845.0325,-265079154.0807,-265084426.8315,-265112451.8695,-137750.5911,-265105966.4788,-4165.9605,-1829.2065,2237.5176,-1574.7873,2293.0844,4188.5392,-5549.9727,2933.2890,5116.5064,-582.2616,4561.3728,6148.3411,1121.1566,2438.3579,-6483.7713,-1354.5250,1463.5425,799.2502,-14.8067,-865.2326,331920.9084,345842.6754,339658.9259,341625.2618,341992.3431,342008.6659,348657.6831,345112.5731,-16763130.8468,-16710160.5642,-16733988.7161,-16749351.2836,345613.9207,-16746027.3992,-5204.6604,-1526.6527,-5285.7386,-2318.5692,-4298.3765,-5137.4008,-1982.0553,974.7020,-4159.1986,201.0836,-4689.7040,3138.8129,5234.7463,-1129.4592,-1596.8285,-4373.0220,-6315.6426,-1103.3292,4618.4568,-6878.6666,37324.2050,36164.2007,36236.6883,37917.4348,41738.4559,33168.3249,26699.0537,37081.3862,116593043.2049,116602454.8637,116587185.7283,116594192.1488,35538.4987,116595594.6202,
4200.000,281.3115,5584.6077,5060.1296,6836.3364,6157.9135,509.4033,2406.3827,6304.4753,-26.6058,-6590.9903,-228.1427,1012.2922,3929.3630,-5312.9965,-2996.9726,-5928.6238,3567.5145,-6469.2166,4972.5970,1848.9343,-151247.4636,-148030.4173,-146477.1546,-147938.6641,-139007.8768,-141676.3359,-144476.5838,-144401.7018,-264685778.8454,-264648856.3516,-264653849.5931,-264681280.0774,-145032.0984,-264674963.7160,-5398.0070,-2240.1649,682.3949,-1212.9738,1135.3229,4077.0307,-6484.5872,1776.0250,6013.0462,649.8564,5155.3705,6611.2222,-1088.2478,3653.4738,-6225.7934,506.8615,3061.1188,2292.3236,-2140.4219,-1266.0472,328868.6510,343286.4432,336738.7790,338791.5865,339053.8232,339127.2441,345622.3137,342566.1333,-22546554.1924,-22492861.6193,-22516831.1054,-22533346.1965,342655.7731,-22529374.3603,-4313.0052,-3484.8211,-4541.1516,-111.6664,-2937.3119,-5458.2203,-491.9623,-881.0566,-3236.8487,1977.8706,-4631.4453,1831.4638,5327.9469,-2549.8314,205.7809,-3560.3460,-5105.2627,444.5864,4164.3604,-6571.1729,37148.2793,36118.4748,36188.0321,37553.9029,41667.3132,33312.8079,26477.5643,37109.7394,116592392.4261,116601349.7497,116585993.6567,116593915.1681,35394.2621,116594687.4020,
4500.000,-1264.3284,4063.6094,5919.9489,6575.1150,6798.6090,2629.4880,927.9504,6051.9552,1702.2614,-5641.2562,1849.5719,2551.3795,3449.8737,-3716.6765,-3903.0537,-6099.2055,4219.3604,-5550.5691,4450.1082,3889.8235,-158050.9452,-155393.7753,-153805.8839,-155161.8792,-146213.3792,-148921.2289,-151666.2001,-151896.6438,-264128560.8129,-264092426.2935,-264097139.7466,-264123877.4685,-152250.1238,-264117812.1126,-6120.7935,-2469.3245,-899.8676,-717.9358,-102.5799,3608.0944,-6789.4499,405.5454,6317.5436,1839.5046,5293.5563,6441.4570,-3183.5268,4538.9649,-5345.8669,2294.9189,4373.3128,3561.7301,-4041.2446,-1440.2443,325676.1581,340561.4686,333668.7511,335813.8207,335962.5930,336100.2499,342434.4998,339861.8514,-28319138.8622,-28264741.6288,-28288852.9130,-28306461.3438,339544.1601,-28301885.0333,-2957.0217,-5073.6355,-3290.2520,2107.1039,-1259.7778,-5170.8939,1050.7802,-2628.0838,-1952.3580,3540.9863,-4078.7353,328.1474,4794.5800,-3697.4318,1986.1306,-2367.1474,-3351.6201,1943.7078,3245.0293,-5566.8730,36972.1105,36062.4949,36137.8407,37183.9349,41592.8282,33463.4434,26260.7676,37015.2878,116591742.4720,116600244.1478,116584803.2670,116593645.0465,35250.0016,116593779.9709,
4800.000,-2655.8064,2121.6204,6189.5173,5594.8117,6764.2946,4485.7619,-650.1831,5119.9906,3242.1455,-4135.3964,3735.3692,3840.4898,2651.4076,-1755.8608,-4440.5309,-5694.5820,4376.7113,-4075.1247,3507.6738,5522.8046,-164786.4985,-162673.1458,-161067.5749,-162316.2184,-153353.3278,-156112.6992,-158785.8149,-159367.1045,-263445458.7332,-263410131.2334,-263414564.4096,-263440518.0634,-159401.4317,-263434779.3614,-6252.2406,-2514.8228,-2357.5393,-174.0267,-1316.1901,2826.6883,-6438.9678,-1040.5559,5990.5364,2885.6037,4956.8654,5649.2809,-4934.7264,5020.6819,-3923.6687,3844.1490,5240.0718,4495.2942,-5525.4770,-1382.1080,322344.8573,337667.6389,330450.1586,332694.3122,332719.9336,332929.4267,339095.7739,336969.7444,-34078133.4700,-34023049.7649,-34047303.4565,-34065938.3859,336280.4431,-34060808.1593,-1282.1534,-6125.6806,-1671.8828,4101.1607,553.6738,-4307.1331,2480.9582,-4051.2407,-449.1474,4721.6915,-3090.2850,-1210.2865,3697.1465,-4449.9751,3551.7937,-920.6367,-1240.6418,3229.4965,1962.9890,-3971.1980,36795.6986,35997.3864,36085.9353,36807.5620,41515.0138,33619.9450,26048.6319,36794.1208,116591093.2263,116599138.0676,116583614.6250,116593375.9323,35105.7174,116592872.3268,
5100.000,-3770.0668,-44.7918,5829.3383,3999.3463,6054.7238,5884.1199,-2187.9898,3623.9505,4448.3788,-2226.9168,5249.0066,4768.6793,1607.8138,379.7085,-4572.6316,-4743.5239,4044.1639,-2187.2568,2228.3335,6564.5968,-171451.3407,-169870.5142,-168259.0172,-169397.7989,-160424.5008,-163249.0878,-165832.2743,-166784.9407,-262636800.4063,-262602298.4830,-262606450.6756,-262631536.7983,-166482.8153,-262626193.1514,-5767.7923,-2386.3979,-3555.1602,331.9513,-2404.8713,1803.1102,-5471.6987,-2412.6603,5056.1933,3697.1323,4168.0848,4305.9278,-6149.2001,5059.8419,-2095.0588,5013.9728,5547.2016,5012.4960,-6444.7662,-1119.2749,318876.2324,334606.0977,327084.3808,329435.5970,329327.1977,329616.6406,335607.7319,333863.0943,-39820793.1573,-39765041.7134,-39789438.5557,-39809026.8121,332866.0519,-39803399.0024,531.1779,-6530.6011,133.5093,5658.1261,2307.2989,-2962.5738,3645.3758,-4976.0784,1104.4203,5392.7911,-1771.3325,-2619.3761,2164.4987,-4727.5198,4733.6744,624.4934,1002.7975,4160.8580,461.4774,-1952.6543,36619.0436,35924.2444,36032.1400,36424.8865,41433.8817,33781.8978,25841.1274,36450.9535,116590444.5720,116598031.5184,116582427.7966,116593102.4231,34961.4095,116591964.4697,
5400.000,-4513.3467,-2215.5256,4864.9584,1961.3757,4738.4924,6676.9700,-3546.7942,1740.9173,5210.9191,-108.6444,6247.4370,5259.3804,414.6351,2483.0375,-4299.3779,-3327.9962,3282.3359,-73.6506,727.5140,6895.6987,-178042.7232,-176986.7334,-175377.0295,-176402.6113,-167423.7071,-170328.9412,-172802.4622,-174119.2858,-261702973.4762,-261669315.1824,-261673185.4574,-261697329.0625,-173491.0989,-261692441.0106,-4704.6472,-2102.6726,-4386.1820,723.3414,-3279.8584,627.2263,-3985.9021,-3564.3350,3601.2062,4200.7254,2991.0457,2537.0433,-6693.3452,4655.6468,-38.6673,5701.6474,5241.6058,5071.0869,-6709.4551,-707.7561,315271.8225,331378.6971,323572.8601,326040.4116,325785.8084,326163.8910,331972.0319,330520.4082,-45544380.9013,-45487980.9810,-45512521.8404,-45532985.2536,329302.4839,-45526920.6573,2287.0550,-6246.0041,1923.9164,6612.7045,3811.6500,-1286.7318,4419.4124,-5289.7566,2533.9946,5482.1724,-262.7232,-3748.8277,376.9609,-4500.6566,5404.3968,2102.6451,3139.0467,4635.7103,-1091.6328,274.2627,36442.1457,35844.0590,35976.2825,36036.1110,41349.4421,33948.7150,25638.2263,35999.0674,116589796.3921,116596924.5095,116581242.8482,116592819.6651,34817.0781,116591056.3997,
