sl_100_5400_20251206 Coordinates.csv
2025/12/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:55 2024,
Start: 2025/12/06 07:47:00.00, Stop: 2025/12/06 09:17:00.00,
TIME_UNITS,STARLINK-2756 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-3514 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-32241 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-5752 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-30180 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-1256 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-1258 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-30467 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-3514 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-32241 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-5752 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-30180 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-1256 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-1258 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-3514 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-32241 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-5752 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-30180 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-1256 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-1258 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-672.1115,4627.0626,-4442.8318,-4543.0452,98.7228,-4393.3936,-2619.2471,5637.0403,-6189.8103,-5507.2474,6350.1618,5162.3688,1616.5812,-3018.9358,6312.2610,100.4585,4672.3969,6675.9144,-4056.2222,2823.5227,4311.3403,119.9670,2394.0115,-1991.8455,-4495.5092,-1981.6276,-597.8039,-817.2825,-6103.0198,-3929.1099,-2610.5968,4148.3914,2700.2433,-176.0468,1797.4554,-3873.8922,-4411.7637,4305.9016,-5472.4115,2061.8573,5441.4832,-6363.4866,-2417.9086,3272.5030,-5697.4570,-3786.4438,-5553.2904,-3112.8602,-3676.9527,-3589.7889,4942.7719,-6820.6403,2058.0614,3884.4280,5816.5285,4397.2094,3103.4224,-3309.5082,-1057.3646,-511.8703,-2757.0982,4509.4620,-6471.2912,-4204.6457,3574.4255,969.9024,980.5823,4519.4186,5875.3152,3639.1456,-1729.3358,4980.2167,3898.0494,2401.7934,712.9764,316.6302,2342.5728,4508.7579,-2392.9714,4820.6360,-6565.5580,-5362.9525,418.4165,-2983.7096,-5418.8174,4226.0697,-2364.1321,3412.6224,-2834.0172,13.8627,-1813.2303,5334.7935,5158.8180,-3149.2981,5907.9080,6450.5143,-1707.3666,-359.8667,-5473.3332,5089.2385,43817.0079,29763.4491,48441.4746,49481.6262,44854.5145,46530.3796,39762.7071,44137.8863,-110465499.9088,-110442615.3670,-110452395.7292,-110462521.2955,43872.7367,-110453676.1106,-6480.0457,3570.0855,-1646.8480,-4680.9505,5420.4107,5336.0274,5477.6765,3731.9303,-1841.6826,-3632.1323,-2771.2364,4206.5621,-5782.5344,-917.0542,1130.1872,-6942.1977,393.4676,1875.5492,3625.5554,3240.6313,-1871.4078,6585.8222,3580.2206,4677.1534,282.3931,-5311.0775,4131.3540,-5383.0724,-2506.5872,-3375.6353,3239.5333,-25.9108,5741.4516,-5028.7889,5327.2224,3307.5120,5330.6091,-2664.1093,-3798.6100,-5385.7815,-4253.9346,1093.5834,4453.8333,2574.2834,856.3117,-5223.8474,-3719.1019,-5802.1919,1073.1906,4422.9805,-1586.0591,474.6464,3805.5988,-4522.8000,1236.9727,-5240.0001,5359.4278,2754.4727,-5672.8926,6638.0661,5831.4981,-5208.8048,-1949.0694,2302.6863,-3135.2072,-472.4514,-6181.3928,4740.0296,1691.7527,-2209.4581,-5377.9533,293.6803,3281.9343,4477.7416,5213.2332,6422.1008,5234.9715,-1336.9584,1247.8390,-1683.3789,1206.1526,-1986.9354,-6082.1639,-2912.0677,-3369.0685,-1388.7430,3390.5086,-2466.0458,-4700.3279,5072.5365,5694.1595,-1648.0487,-3204.6458,5704.6985,-2194.7014,1982.1392,-4936.2189,-4145.4789,526.8270,-105.1991,-323130.4445,-304212.6442,-310983.8797,-315305.1319,-308180.0178,-310956.8375,-316100.6510,-314285.6974,312291804.6506,312294531.2088,312291640.7488,312313315.7273,-314908.3360,312303180.3198,-2313.2317,-3761.0477,4907.0008,-2309.8372,4279.3308,-304.7853,-3311.1949,1087.2811,2512.0214,1812.6943,-311.7944,-1790.0950,3299.1215,6171.1462,2316.1006,-395.1371,-5080.8800,-97.5776,-4203.3211,-5240.0161,-5076.6412,-2116.4745,-5320.6457,4704.3510,-5249.4602,3935.4706,-5509.1481,4252.9494,1286.0077,-4614.5288,5470.4247,5446.2505,2579.8641,4463.4303,-4057.0340,4697.3595,-440.5931,4715.8163,-1859.7709,-3824.7486,574.2597,2434.7851,4720.1106,5512.3470,3658.4608,2534.2794,1969.7918,-2174.4026,-5790.5810,3943.2769,-4566.7215,1018.1505,5387.8996,-3532.1296,3549.9123,-19.3941,-3131.9439,5447.1448,3825.2898,1858.3741,-2519.5391,-592.4526,-1102.7024,4956.4255,-5026.2046,-6864.4393,-2699.9076,-2284.1857,3015.7403,5412.3938,-4051.9887,4500.0762,-4676.9298,4707.3760,-4340.0084,-2532.9465,3854.8996,5058.3176,-6406.3956,-4684.6260,1398.0168,3881.7488,3031.5617,-5533.0870,-2399.1386,5320.8611,5450.7769,-5475.2451,3832.9442,4678.4981,-3047.7085,-4093.8443,-3325.6952,-2000.3366,2821.0533,-1676.1192,-4588.3203,-5525.5615,-4234.7600,-4710.1782,171930.5178,168784.3026,168387.6400,174964.7986,174110.6455,163446.2993,162642.0718,171219.1429,-147271483.3663,-147274917.3913,-147296012.7317,-147283501.9892,169593.6065,-147283655.9798,
300.000,-1970.2928,3158.5618,-4114.2335,-5636.2045,1685.5712,-3196.9669,-1195.4413,5791.7975,-6836.5140,-5534.1948,5384.5494,5348.0220,405.3213,-4443.2882,6797.2494,-528.8627,3866.0543,6736.8814,-2124.8661,3871.6423,4077.0379,1381.4855,4275.1307,-2.6183,-3524.7589,-3024.8867,1573.4404,-2240.3708,-6563.2268,-5332.3065,-697.1641,3700.9939,3498.1688,-1866.0471,3429.9775,-2210.7455,-2985.2866,3025.3415,-5535.7644,892.7385,4153.4067,-5226.6000,-460.7248,4607.8514,-5746.7286,-5208.2686,-5518.3949,-4157.6255,-1899.9311,-2349.3456,3347.7128,-6133.2621,3558.5119,2064.3657,5036.5585,3248.8345,4152.0573,-3567.4206,-2915.9230,809.2735,-1716.7665,3474.3495,-6221.3846,-2408.0152,1585.2377,2754.9946,-615.0204,5144.2959,6666.9813,2023.3306,-3611.8847,5722.9561,5481.2752,4219.4327,2632.9603,1628.3745,3259.3808,3021.7766,-2291.0693,3739.6364,-6257.7768,-4825.6849,-1259.9143,-4470.5007,-6418.4365,2558.7664,-628.1179,1786.5909,-4617.9349,1722.2719,-133.9072,5471.9807,4840.5400,-1387.1876,4497.7270,5837.1463,-2882.0635,-2480.6786,-5561.1863,4945.5517,50709.4808,36190.1944,55090.7160,56001.1096,51396.6070,53082.9780,46396.3082,50202.3630,-117255173.5986,-117232292.0803,-117241487.2420,-117252559.8925,50431.1806,-117243278.1849,-6601.0358,3003.4508,461.6525,-3972.9159,6033.5706,5776.3243,6496.1538,2354.4565,-355.2320,-2127.2009,-3978.7882,2732.3235,-6631.5951,-2145.0238,-92.7779,-6481.6564,-1582.1418,344.6651,4058.0614,1313.2775,-3801.2271,6768.9304,2723.9079,5416.5525,2209.6977,-3701.3758,4039.6929,-4004.8950,-1355.0244,-1848.3930,4284.9982,-2166.9209,4296.5861,-3814.7665,5424.5362,4677.5143,5952.9567,-4376.7612,-2305.8955,-6454.0968,-5150.1128,2235.1965,5310.6157,910.5124,2701.3991,-4440.0138,-4251.0856,-4378.5706,-47.8527,5842.4772,-2854.2920,1653.1431,2229.2195,-4636.5612,-417.3691,-5747.4517,3750.2107,4413.5683,-5658.4577,5934.7907,6660.4162,-5851.2725,-588.3459,3425.6691,-3873.0154,837.2220,-6662.3430,3070.9723,502.1497,-3676.5722,-5098.1446,-1373.0328,2402.7241,3378.4112,4240.7471,6666.1683,3575.3754,-2865.6914,3323.6197,-3546.3434,2712.2690,-160.6689,-6474.2015,-1383.3712,-2088.1760,-294.2852,4643.7228,-3912.2737,-3982.6219,5707.7290,5095.6350,-3292.3381,-4641.4319,5815.8132,-3114.3108,1106.5856,-5645.9921,-3734.7792,2479.4796,-2219.4745,-322348.6482,-303541.7723,-310102.5575,-314372.5399,-307185.1738,-309926.3403,-315138.4441,-313456.2587,309806311.9213,309809325.9484,309805937.9498,309827438.3486,-313945.0538,309817656.1523,-563.8811,-5414.2869,5420.4213,-560.8451,2913.3467,-2073.7766,-2046.1951,2787.0818,1086.2093,3409.5511,-1816.6579,-3390.4024,1681.1425,4871.3327,554.7263,-2467.2789,-5509.0209,-1617.0435,-5126.9479,-5405.1768,-4096.6150,-346.3864,-4599.4238,4317.8146,-5526.0599,4975.1561,-5383.0936,5163.0480,-550.1390,-4033.9750,5328.6468,5337.0216,4023.0125,5214.2639,-2620.6821,4609.3316,-1935.3538,4424.3017,-3447.4673,-2328.0581,2057.1828,3908.4897,4421.9278,5067.0360,2505.4581,1111.9987,-251.2984,-3412.0279,-6677.6637,2892.9318,-5333.7063,2721.3712,5487.8016,-4718.5987,4732.8593,1781.4775,-4107.5345,4005.0362,2726.8713,3446.2766,-792.8762,1217.9378,-2803.4611,5477.6544,-5509.5510,-6323.1411,-1297.2835,-3497.3462,1345.2479,5459.7823,-3046.9461,3245.1721,-3465.9071,4332.3270,-4648.0893,-806.4341,4932.0428,5509.2129,-5658.8331,-4632.2097,-145.3476,4944.0622,1697.0847,-5108.2104,-948.0804,6436.3664,4985.2558,-5404.0065,2766.2988,3479.0702,-4361.8216,-2672.0698,-1718.7173,-3274.5602,4210.1093,-3614.0984,-2852.6983,-5266.6867,-3329.5118,-4325.5508,171974.7382,168759.3182,168462.8488,174823.8257,174234.5347,163624.1319,162471.1527,171262.0873,-147272413.9953,-147275285.5259,-147296506.7976,-147284753.6265,169582.2371,-147284546.1067,
600.000,-3066.0146,1391.1489,-3419.7167,-6165.5751,3077.3651,-1665.7867,325.6627,5373.3907,-6821.1696,-5020.3314,3892.1857,5027.7049,-828.1991,-5346.7734,6576.1612,-1137.0279,2730.4561,6150.6726,26.1769,4567.6843,3483.1540,2501.7321,5727.5840,1965.2331,-2258.3171,-3821.1043,3587.8800,-3491.8545,-6312.2902,-6240.5203,1254.6455,2935.6399,3983.7428,-3400.8240,4704.8115,-363.4968,-1256.5614,1488.0931,-5078.0899,-339.0136,2451.5976,-3572.6356,1518.4610,5523.6098,-5230.6918,-6119.8489,-4892.6759,-4832.9466,124.2657,-908.7485,1445.5021,-4836.4371,4751.1835,21.1037,3792.7948,1750.0791,4839.8089,-3511.1173,-4475.7553,2087.1048,-514.9017,2082.1103,-5347.4406,-394.9651,-547.6884,4193.5107,-2135.5272,5303.6701,6766.7815,245.9572,-5136.0289,5867.7904,6520.9016,5642.6953,4310.9465,2768.9362,3907.3022,1272.7181,-2031.7830,2335.9037,-5311.2524,-3852.9002,-2794.1447,-5551.2253,-6760.2291,573.9586,1131.8298,24.8789,-5898.1395,3229.4767,1598.7237,5089.4315,4057.9073,537.5070,2638.5748,4651.2466,-3733.8942,-4361.5077,-5139.9425,4365.3213,57588.4520,42603.0557,61715.8980,62498.1284,57916.0498,59610.3142,53010.0647,56271.0553,-123988974.4895,-123966112.3087,-123974697.6903,-123986697.8481,56968.5873,-123977005.8465,-6065.8269,2050.1864,2541.2099,-2875.1504,6064.1476,5658.7793,6883.0230,711.3416,1155.2240,-376.3451,-4817.8507,960.2968,-6804.2427,-3196.5449,-1299.6219,-5365.9051,-3431.2529,-1234.3418,4138.9540,-724.7562,-5343.0203,6279.1857,1640.4318,5666.3400,3950.2632,-1733.8235,3607.6962,-2256.1326,-50.0907,-175.9171,4949.1918,-4096.1512,2406.5084,-2228.7003,5008.8366,5627.3851,6011.9895,-5684.1034,-557.9376,-6884.7253,-5563.1672,3197.0772,5688.4248,-801.4965,4255.9848,-3235.1461,-4323.6727,-2527.9909,-1080.7061,6699.0245,-3894.1428,2697.6852,473.2859,-4342.5102,-2071.5789,-5676.0851,1782.2799,5602.3980,-5115.4703,4651.9379,6827.0914,-5919.2120,861.8454,4263.1236,-4288.2261,2129.3792,-6465.7397,1093.4994,-724.0481,-4820.5424,-4355.4929,-2860.3089,1323.8878,1990.6657,2874.8050,6247.5941,1566.9931,-4158.1600,5057.9734,-5086.9773,3943.0505,1715.8570,-6210.4750,236.0736,-602.9572,751.4015,5461.4017,-5013.3924,-2862.8624,5799.2029,3975.7100,-4590.4976,-5606.6105,5357.9534,-3770.7260,75.1841,-5804.9064,-3013.0977,4176.7879,-4114.2732,-321414.0376,-302735.8609,-309086.3054,-313304.9669,-306056.6336,-308761.7138,-314036.0583,-312550.1493,307173227.2288,307176531.5571,307172672.9943,307193943.2672,-312845.2707,307184543.4903,1246.3876,-6494.2927,5326.8793,1248.5643,1232.4187,-3619.5624,-560.4611,4177.1579,-456.0295,4626.7473,-3127.3908,-4622.4153,-123.1550,3051.5774,-1269.0584,-4277.9498,-5344.6160,-2963.6702,-5489.6352,-4953.4961,-2675.9192,1461.0301,-3367.9383,3468.7564,-5209.1268,5476.0505,-4677.4593,5516.1173,-2321.7812,-3023.0289,4603.5565,4636.7990,5019.9739,5356.0322,-903.8454,4028.1857,-3223.1243,3657.4627,-4663.9975,-580.7167,3319.4595,4958.1967,3649.9221,4075.3242,1071.6494,-429.3522,-2445.9464,-4285.1397,-6856.8065,1532.6446,-5526.9198,4130.5719,4996.5195,-5400.5232,5408.4496,3383.6224,-4645.6276,2137.2643,1335.6639,4662.0466,1019.0178,2896.7673,-4193.2281,5404.9207,-5401.5666,-5112.5313,251.5148,-4337.2102,-476.5574,4912.9444,-1718.4978,1609.5502,-1881.5488,3493.2637,-4435.0688,1007.2995,5477.1768,5365.6465,-4312.4574,-4084.3242,-1672.3940,5473.4934,170.9798,-4136.8766,609.7847,6866.2616,3966.2655,-4749.6648,1371.6597,1902.7441,-5162.3439,-963.1125,73.0421,-4180.5183,5143.5073,-5169.1640,-814.3080,-4441.8632,-2069.2005,-3479.1714,172017.2470,168734.2689,168540.0581,174677.5764,174354.6539,163807.6825,162305.6655,171170.9765,-147273349.7964,-147275661.1364,-147296990.8985,-147286004.6244,169570.7370,-147285435.9200,
