sl_100_86400_20250402 Coordinates.csv
2025/04/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:40 2024,
Start: 2025/04/02 07:47:00.00, Stop: 2025/04/03 07:47:00.00,
TIME_UNITS,STARLINK-1791 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-1042 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-11128 [DTC] - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-31851 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-31867 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-1042 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-11128 [DTC] - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-31851 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-1042 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-11128 [DTC] - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-31851 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5914.8968,2576.5196,5195.4001,-3276.3300,-1428.5655,-6287.4997,5172.4867,2860.2541,1958.0619,4742.3202,-649.8997,3195.9719,6035.2610,-5835.1856,-1317.9946,-4191.0709,2968.6168,-848.6055,-3912.0571,3911.6455,5400.7923,-3963.2858,4841.4143,4371.6767,6472.1338,1314.9644,-1911.0313,1754.3254,1354.9817,3465.4729,2689.9088,852.3361,-3780.9401,-5290.9125,210.8792,5269.6314,2672.2856,-4189.9134,-3171.7178,6454.6393,-3417.0097,3591.9055,-2762.5993,6829.0597,2294.4880,-5791.6272,1157.5221,-4173.5343,-4471.9580,4222.5966,4737.6051,5333.7852,5288.3103,254.2215,-4174.1719,-2405.4044,-6139.4999,-2300.7015,3539.0322,1768.2057,3331.4689,-4564.9204,-4143.3550,643.1623,-4923.3875,-4623.4718,5129.5229,-279.2262,-6917.5358,-1530.4845,-5127.3568,3578.4310,5233.3973,-5127.1254,3683.0793,-2866.5225,970.9085,-1526.3743,2615.4486,2939.9294,-3837.9461,-4913.8249,10.6419,3571.8467,-6506.0709,187.1798,-338.4111,-2430.8519,3911.8152,2410.7062,3542.2104,-2144.1289,2701.2935,-1187.9761,-5108.3578,-2079.5178,-1941.5612,-5098.2264,-154.1014,-6250.3308,155584.8391,141018.2395,140530.7020,144164.3250,140015.7565,141944.6026,149366.2444,146653.9741,154472586.4028,154480903.3260,154468716.5054,154479382.0787,146391.8053,154480756.8767,-3324.3805,939.3427,3380.5448,-5054.2106,5734.9498,-1734.1841,788.1250,4182.5463,6229.8629,4933.5659,2304.2095,-5400.1886,196.9475,-3755.1263,4002.1790,-225.0373,3210.9568,5639.5286,3416.9452,4382.2834,30.4911,3940.7371,-3994.8915,1078.7958,-584.5330,-5542.6445,-3907.0275,-6119.0537,-6569.5861,4503.5999,6229.3638,-5989.2575,4695.7463,3512.2762,-4702.0661,-3802.0320,6275.0198,4166.0548,-2648.8553,-938.6775,-3606.0431,3121.5820,3312.2335,-1215.2617,6382.3466,-525.2820,2392.3576,4799.7785,-5163.8054,-3608.1128,-1866.7647,4068.5032,-2711.2635,4144.6093,-2307.2709,6086.6036,2642.2262,-4880.8544,-4813.2248,1897.6662,3953.1786,-266.5636,301.6862,4267.1968,843.2915,-4399.5540,615.1538,-6793.1512,-122.4248,6719.9942,-2860.1138,-3199.0761,-3614.2081,659.0683,-1929.3687,4785.3450,6099.5865,5296.4961,-5753.1541,-5570.9051,3589.4410,-1178.1252,6583.6265,5890.7423,-93.6610,5852.2348,6820.1959,5606.9447,3726.4270,5685.8811,3840.6782,-6313.2249,-3817.2455,-4915.4541,-610.9016,6446.8056,6437.4312,1149.7130,-4191.2428,-1939.0972,300159.8373,284551.2464,294413.7086,298690.3108,291501.9311,294597.0192,290397.8029,294452.6318,30664961.3574,30661903.6395,30676418.9557,30688824.1158,293733.0652,30683334.3071,1297.5972,6380.5574,-3148.1285,3389.9767,-3638.8223,2309.0731,-4443.6794,4720.6718,-1994.4333,-1130.8838,-6530.6392,2854.1495,-3373.8256,-208.0110,5345.9835,-5510.5439,5341.5953,3935.9284,-4556.8596,-3695.5822,4339.9177,4063.3499,2369.9966,-5257.9905,2073.8146,-3924.7498,-5386.8584,-2759.6337,-494.5640,-3605.3150,-1478.6280,-3354.6967,3400.3290,-2769.6327,-5075.2215,-2431.2177,-486.9925,3665.0584,5458.2660,2299.5097,-4825.6609,-4914.0180,5442.6957,-142.5917,1353.9832,-3629.6361,-6425.2550,-2776.6951,1068.9551,3938.4516,4671.4004,-1724.2965,-3405.8820,-5440.9652,-5012.7598,1918.7920,-1915.7794,4347.0401,3473.3445,6440.7316,-4487.4890,-4954.1716,5520.8550,5397.0165,-4653.8662,2657.5343,-4635.3380,1119.3037,294.4358,592.8864,-3657.3484,-4881.1099,-2761.3543,4595.0657,-5531.5563,4066.9318,-3092.9835,-4184.4876,-2536.8125,-2713.6946,-4353.5187,4626.5828,2183.2784,571.0011,2353.1967,3693.3051,-1212.0278,3220.0397,-4323.6670,-2908.0997,-4536.1813,-1436.3150,5095.3039,4579.5247,-4652.7017,-1493.8284,1179.3454,-4534.4827,-5512.3040,-1935.4939,165625.3674,161174.8102,160701.5902,168397.1842,166426.0614,155709.3750,155942.9638,160804.3319,69752429.9903,69780093.8500,69771336.1949,69760660.5324,162408.4207,69756043.6649,
3600.000,-4477.8528,-5859.7653,-5700.4880,4008.8691,-2344.5599,6612.2069,-4270.3837,-5872.2450,-4173.2219,-5253.1534,-3054.9679,-1857.6582,-6677.2126,2720.4884,-2327.0452,3850.0975,-5028.4660,-2951.4765,3210.8337,-6266.8074,-5924.4088,3233.9855,-3035.4469,-3690.3764,-5749.2891,415.7184,5490.6400,1691.2794,1455.9127,-6253.4073,-4227.5795,2212.4118,-78.2030,1778.0786,3744.6975,-3895.2442,-3781.8683,4739.2168,6056.2168,-6129.1506,6222.0752,-4391.7900,3587.5844,-5094.2677,-3480.3239,2973.9124,-5040.6782,513.0885,5042.3140,-2319.5349,-1072.1875,-4690.8434,-1147.5655,-4688.9740,6685.6854,-199.4081,3202.7371,5424.1622,383.5831,-5663.9285,-5653.7308,5817.9360,3773.8385,-4303.1313,3557.5614,4302.3425,-4607.0260,1861.4662,5609.9176,-602.0209,6714.7176,-2460.5064,-1729.1242,2140.9603,-1410.3684,1585.1555,-3104.2994,-225.9158,1148.2643,-1356.5161,-414.0535,5763.3898,2257.2057,-4123.2874,6464.3955,-2933.4501,-1860.9114,-1140.6352,-6264.8197,-4250.7261,-6121.1970,4294.7471,1628.8737,4257.8461,4650.0148,-154.4919,-99.3469,5762.0170,4285.1728,4249.1667,75960.8025,65212.8049,63098.1689,67240.9751,62345.2147,63783.0426,71291.5054,68850.5259,141288666.6884,141301738.0743,141284766.5045,141290896.2092,68806.2202,141295737.5931,4302.2925,1039.0027,-3545.8063,1184.3627,-4520.8422,216.8368,3574.1214,-1769.0107,-2943.0241,-1960.6146,-4379.4462,6457.7005,1565.7560,3967.9773,-5881.5484,-3951.6538,671.1922,-4248.0258,-6061.8696,-2940.8860,3177.9771,-6110.5776,5318.8804,3248.6599,3116.1387,6901.6390,3144.4247,4830.0237,4550.8769,-2451.7538,-3508.9180,3547.6425,-4205.0490,-4782.9932,2778.0190,5611.4276,-4153.1353,-4954.5358,-383.6519,2454.1225,2707.4513,1614.2044,-5797.1809,3171.4761,-5191.6777,-2832.7766,-3017.9723,-5091.8999,3475.3933,6387.4990,4227.1479,-1040.9415,3941.7487,-3032.1883,397.3307,-6486.5814,-2214.3406,3965.2691,4148.5475,-1151.9347,-66.7082,-3241.8652,-4374.3719,-4612.9921,-5007.2310,804.0122,3390.8056,5788.6640,-1487.2175,-5299.6393,1573.4357,6271.1779,4810.1537,-3768.5040,5440.0027,-6721.8931,-2877.9442,-6910.6880,4045.9768,6455.1729,-5509.1669,-2733.4946,-5799.5682,-3377.4355,-1462.5551,-6258.9469,-6221.8400,-4062.7823,-2898.7031,-5032.1172,-3119.7352,4630.0299,4420.7614,1224.7898,-3406.9447,-6585.4263,-5918.8413,-3742.5798,3494.4853,-1232.4734,331305.4232,313078.5342,322874.6551,325487.3680,318081.0368,321092.0731,318205.7374,319814.3130,69692811.5193,69686293.9621,69696815.5173,69706960.1765,320720.7139,69710855.5729,3019.5767,-3597.8125,-1816.2409,-5513.9697,4700.1488,2025.0580,3999.5228,-3236.3440,4519.9445,4069.7717,4444.8993,1544.2628,-892.4653,4996.8684,-2546.8481,4177.9136,-4696.1921,-4624.6947,816.2888,458.8236,-1703.1927,-71.6699,2734.6505,4859.6570,1938.7967,-160.3565,2796.9760,4669.7757,4721.1275,-371.0202,4232.1423,5498.9670,-5506.8303,4671.7226,5103.3803,-1217.2607,-3905.6324,1157.6735,-3189.2563,2057.5240,1367.7590,4976.1023,-1349.3484,3469.4042,2953.5925,5475.4798,3707.9003,4673.1999,3202.7339,-522.3125,-5372.2111,4976.9034,5469.9052,3944.1908,1721.5607,2095.7298,5746.2177,-1720.6811,-5523.0569,-3864.8435,3842.9952,1022.4655,-3806.6559,-2841.5026,2959.4305,-5360.0708,3915.2470,3232.3059,3768.7330,-4411.2261,-517.1889,1196.6061,4669.9265,-5401.5168,4024.8524,-63.2680,5445.8704,231.1543,5347.6070,-1881.4652,3987.6608,-2524.4567,3065.9724,-4408.3436,1982.2987,-454.9657,-2440.3112,-5477.8341,445.9113,-1793.3413,795.3662,-2580.7387,-5076.2538,-5201.0733,3843.0357,-2180.0880,3391.0989,794.1792,4158.8043,5183.9799,166796.1082,161966.1482,162482.8858,167449.1922,168798.1726,158965.2167,154973.4737,164758.9624,69763820.0945,69793357.5795,69783241.1689,69776084.7491,163195.4624,69770285.0004,
7200.000,658.0014,6694.7001,3704.1493,-4616.8826,5638.8721,-4197.8876,2548.7489,6907.2938,5570.6883,4789.6887,4272.6559,-795.4449,4304.2642,924.4049,4053.0454,-3092.9182,5939.2879,6016.4496,-1302.5658,6211.3401,4498.1919,-1059.8265,-1491.5671,2876.2210,2095.5304,-1987.2388,-6493.3389,-5122.7090,-4740.3407,5272.4494,5291.2858,-5427.8758,4214.8247,2213.7436,-6536.8089,854.5230,4117.3845,-2647.4836,-6302.7842,2992.0146,-6189.3274,4424.0769,-3005.5389,1548.0751,4015.5766,41.8846,5976.4482,3459.6765,-4203.5182,-634.5898,-2095.2892,3370.4127,-3170.8126,6633.8959,-6292.0009,3289.0533,1416.7919,-6362.4367,-4505.4230,6789.1862,6085.0631,-3505.8538,-2850.6092,5670.3227,-1286.8995,-3651.6807,3373.0458,-3584.4701,-2146.3751,3594.8778,-5345.8313,450.4039,-2252.4792,543.6627,-300.3036,416.5626,5309.5028,1784.5452,-5232.2323,-1444.0563,3803.0215,-4508.3453,-1900.5810,4132.0921,-3585.1943,4472.6172,3955.2166,4983.3643,5772.9390,4272.5552,5874.5329,-4979.3161,-4844.9055,-6242.0690,-3426.2954,2834.7603,3112.7431,-4023.1931,-6433.3066,-1146.6483,-9528.9336,-15742.1539,-18107.8304,-13493.7961,-19219.7429,-17411.6870,-11425.4394,-13604.8599,118428489.5774,118448082.6795,118428192.4832,118434754.3345,-13004.8607,118434781.9367,-4210.9576,-1373.9815,1438.9858,3005.9829,2765.9835,2009.3997,-6322.4622,-548.0880,-1410.5594,-2089.6761,5478.7271,-4728.8660,-2877.2539,-229.3878,5015.3750,6187.5023,-3367.4453,2363.8055,5851.8376,528.4887,-4893.5792,5551.5777,-3748.8036,-6121.6928,-4671.6164,-5178.3201,-1853.0210,-2764.1172,-335.5038,-1171.8055,-403.9832,-781.8114,3511.4779,5414.5722,-1117.2994,-5513.1624,-399.3362,3582.0812,2330.7935,-3521.2173,-1045.4747,-5012.2468,5161.1272,-4841.9375,1484.5746,5914.1953,3355.5837,4684.0261,299.6865,-5925.4845,-6011.0228,-3114.4164,-4856.9990,1621.3486,1147.7370,3876.3338,2667.7545,-1944.7263,-3268.6295,1143.5129,-3098.4823,4332.9847,6294.9813,3664.9352,6633.2333,3515.0243,-6000.9336,-2164.1314,3571.1913,2236.0892,544.2867,-5956.7111,-5380.0396,6279.7319,-6909.4810,5617.3570,-849.8339,5462.7445,-1562.9785,-4300.6103,5626.4294,4985.6507,1347.3135,-930.9623,2996.7450,4303.7693,3349.5148,2164.9642,928.9688,1368.8696,1255.2089,-441.3416,-4560.5990,1955.6931,5984.4758,4422.4346,2664.1418,4460.9326,-2544.0193,4936.5937,341253.7652,322492.4213,330981.8422,331776.4397,324655.4968,327393.6703,325582.1986,328643.9839,103980883.3050,103972615.1439,103978216.9559,103987591.2032,327595.7849,103998163.9897,-5441.9451,-1297.3097,5693.2102,4173.3802,-2950.0053,-5127.1882,-777.5437,-234.4101,-3689.3084,-4563.5376,182.7933,-4961.2769,4574.7655,-6881.8664,-2211.6441,-292.7467,1059.4828,2505.7317,3422.9323,3032.9110,-1985.2142,-3988.7232,-5369.0500,-1460.8009,-4517.0534,4121.0703,1505.8932,-3774.5517,-4763.0698,4000.0791,-4480.1136,-4216.4641,4219.7307,-3711.5337,-1976.5408,4111.2251,5435.5555,-5348.2601,-1356.7435,-5152.4705,2911.0928,-1432.7298,-3563.5508,-4725.7845,-5436.7298,-3463.7910,1133.9242,-3775.3523,-5486.2312,-3313.0206,2698.3588,-5189.8189,-3642.7872,384.5955,2624.4479,-4557.1727,-6262.1543,-1966.7151,4095.5949,-983.3073,-432.7023,3776.4936,-308.9598,-1511.7922,937.6732,4698.5318,-857.1394,-5476.0768,-5534.8787,5462.9326,4342.9858,3327.6754,-3748.6545,2854.8459,-24.6571,-4004.2462,-4335.2637,3842.0768,-4070.7604,5132.5839,-630.8656,-1371.8343,-6542.1932,5455.5542,-5109.5006,-3083.1369,4597.1417,4264.9411,3686.9068,5132.8177,3419.4935,4627.7205,1905.4022,1957.2820,-718.9689,4518.9872,-5465.6096,3419.8276,-261.5456,-4571.3879,167850.6235,162876.4988,164437.7413,165530.6152,170654.9652,163124.3714,154719.8092,162645.3682,69775615.5636,69806287.1861,69794455.5676,69786361.9939,163965.0952,69784513.0195,
