sl_100_5400_20250219 Coordinates.csv
2025/02/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:47 2024,
Start: 2025/02/19 07:47:00.00, Stop: 2025/02/19 09:17:00.00,
TIME_UNITS,STARLINK-3232 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-6174 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-2064 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-1144 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-3652 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-1856 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-6261 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-2441 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-31211 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-5584 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-31032 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-1913 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-1636 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-2510 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-6174 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-2064 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-1144 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-3652 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-1856 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-2441 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-31211 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-5584 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-31032 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-1913 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-1636 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-6174 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-2064 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-1144 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-3652 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-1856 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-2441 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-31211 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-5584 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-31032 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-1913 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-1636 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3828.7004,5901.8815,-1305.3904,-4789.5568,-5402.1305,1634.3880,-2227.6665,-4557.9599,4701.9446,3069.5184,-6058.3908,810.0321,-3041.6643,104.6623,3738.1027,1096.8495,-1085.9644,5346.8017,5272.7562,-1620.0705,2279.8288,6726.4991,-4308.5280,-1119.1542,-6258.3153,-82.1309,-6587.1373,1499.0028,894.7166,-2815.4406,-1507.4821,4992.6278,-2381.4237,6117.1811,-4315.1678,5215.7027,-1901.9484,-2890.6000,6862.5755,6499.1257,-2627.4371,-2289.8559,3647.5405,816.1791,3851.9502,-5153.2016,-3555.1493,4529.0797,-1946.3598,4518.1896,289.6373,-666.7957,-4645.9426,-1626.5002,-3281.1322,-2822.0650,1300.0829,-924.0220,-792.7475,-4382.5428,3958.6631,-5311.9795,-2840.9115,4974.8662,-4525.2742,4547.4829,-2353.6287,-276.3224,-573.7685,-6024.8422,-6252.6054,3898.5649,3923.0944,6697.9680,6789.8983,3813.5918,6214.6244,116.2036,2255.4808,-4884.4774,5881.6135,5069.8688,6008.9042,-142.8718,6774.3419,3718.5378,-2317.8183,3793.4027,3750.7092,1947.0984,-2635.9154,2356.5243,-1639.7380,2823.0510,-4897.7337,-3503.9239,2361.2941,4376.4177,2394.0085,3607.1870,-254836.6978,-282256.9997,-274825.1014,-269114.0576,-276929.6669,-273386.7204,-270651.5234,-270426.6235,97588138.1455,97580026.1794,97586557.9374,97615571.9068,-270668.4346,97606931.4438,3736.6876,2575.3022,-6682.6917,1416.6915,-3799.4296,3759.1331,-5886.0626,4882.1465,-4136.9781,5746.5427,-371.0584,-6384.2470,4197.2102,5165.4784,-4927.1776,-4031.8810,-6727.3727,-4029.6913,-3093.1745,3919.3182,-6331.2438,1100.9092,-5262.5568,-4704.2385,2950.6597,5536.3758,930.0344,-5523.0961,-6420.0628,1963.3941,-6578.0470,-1854.8806,3784.7917,-2615.3587,3916.5853,-1684.4943,6541.8314,-4241.5535,940.8787,-2421.7302,6159.6623,4117.5505,-4095.4802,4221.3863,-1652.7011,256.6385,-4093.1545,-2044.4222,-6361.1113,-5055.2349,-3402.2968,-6784.6818,3000.5081,-4982.1688,4353.1956,-4724.6469,6703.1586,6696.4606,-2250.3654,-109.9681,-1229.7755,394.6912,3581.5043,1034.0310,-1185.1561,-2735.6411,4683.0600,6495.5819,4180.5521,-1769.0236,-2568.5015,4634.7882,-5127.5866,-1548.3200,-819.1025,2003.0233,1427.0124,-4102.8282,-5373.7687,-4636.3578,-2654.7678,1332.5612,-3292.7935,6026.0521,754.4340,-4912.2489,6509.5719,-3239.4465,4773.7118,4747.0199,3416.2490,6385.3540,6306.2271,5064.7226,-4891.0364,5855.7393,3691.2641,5034.3391,-6418.0323,5790.7085,-256166.6200,-281659.3357,-261205.3273,-260191.6913,-262860.6199,-261789.0530,-269863.9367,-264067.7957,-41178569.9037,-41194114.3060,-41176633.1731,-41177290.1325,-265364.5515,-41176941.2691,-4392.3739,-2537.5522,-1196.9061,-4566.4923,2134.8208,5472.9082,-2635.6503,1792.6366,-2987.4309,2315.5253,3279.2082,-2553.3400,4594.1406,4493.9029,3130.6040,-5470.9567,-356.2945,-1323.3177,3267.6996,5454.2719,1613.9931,325.3588,-918.6736,-4951.0633,481.3715,4119.9962,1902.2386,-3921.7373,2459.8006,6031.5750,-1514.3964,4434.6936,-5291.1591,1909.9236,3541.1099,4206.5944,1291.9180,4655.3873,324.1709,2.1578,-1757.3261,-5073.9285,-4218.2025,5310.2973,-5412.3883,4295.2932,-4332.5413,4811.7206,1690.9324,-1389.4792,6044.6325,-1166.7269,-4160.3281,-4086.8298,-4296.9148,4046.3253,-391.8264,-1562.7369,6519.1263,5348.1793,-5540.4339,-4383.5134,5083.4358,4709.8068,-5109.1110,4280.4593,4531.2267,2406.8676,-5493.1482,2878.4720,1459.6195,3345.1035,2186.9897,905.6376,1016.2913,5444.4328,-2686.5282,-5458.4367,3747.9608,1489.8060,2554.5776,-4369.7278,1165.5745,-3399.1799,-1198.3421,-3156.6361,319.4336,-4686.2726,-2931.2292,-4651.5796,-5459.7890,-1344.2672,2335.7942,3756.4371,116.6655,-1348.3168,5341.6786,-1836.4620,-1102.1862,1140.1333,-135642.9248,-139228.4198,-141264.1484,-133403.0821,-135558.0349,-146273.7745,-145866.7114,-138227.7147,51972903.4435,51952361.7084,51991302.0159,51975217.4673,-139488.7462,51980748.1907,
300.000,5409.1839,6703.1311,-2493.2288,-4149.8318,-4300.0435,3568.5904,-3486.7644,-3739.2921,3801.6481,4315.5218,-5071.5100,-623.5902,-1034.7222,1777.2387,2565.1044,-1075.8523,-2528.9106,3914.7181,3635.5946,541.1089,1146.0705,6659.2531,-5141.8060,-2661.8516,-5219.9822,1451.8927,-6564.8695,-200.4566,-825.1869,-3018.5279,-2556.2620,4481.0947,-937.7327,4871.2786,-2431.9105,5342.0935,-432.9819,-4627.6883,6805.0635,5661.9287,-1165.3480,-935.4840,1691.8856,2707.7696,3180.2955,-3897.9064,-4576.2274,4379.3218,-3436.7516,3135.8626,-1348.6167,-1822.4005,-2823.2885,-3294.0993,-1874.9109,-4462.8630,2402.3929,589.5728,-2755.9389,-4809.6413,3139.0529,-4046.8968,-731.9167,5293.1311,-5525.1230,3717.0940,-239.6815,1311.8727,1502.6729,-5440.4996,-6065.5415,4295.1089,2738.2271,6230.0047,6569.7967,2886.2945,5567.4233,-2051.5211,713.5100,-5220.7277,4996.5950,4925.5694,5086.0695,1311.5288,6868.9737,1970.6320,-1044.5108,1804.1217,5078.3138,3751.0441,-695.1809,3765.8972,-467.3465,4376.7378,-5525.2161,-2566.6543,4258.4654,5400.2994,774.0760,4314.5770,-249387.3201,-276241.2778,-269041.2742,-263384.0748,-271270.0272,-267753.1671,-264912.9618,-264990.1550,98468884.5199,98461230.6130,98466972.4215,98496298.3650,-264964.6138,98487590.7573,3042.5462,1516.2309,-6416.4304,3448.0786,-3555.3826,2787.4885,-4508.0967,5819.8909,-5564.9892,5375.4863,1113.1339,-5616.4979,4980.4069,3985.5850,-6179.1258,-4186.7918,-6222.0897,-4885.1159,-4149.6087,4198.9925,-6824.1684,-133.7866,-3881.1211,-3267.8737,4115.5029,6182.1604,2189.0683,-6316.6187,-5846.7232,3863.5654,-5599.6092,-3806.4312,5196.7429,-3464.5560,4664.2058,-3360.8437,6918.2619,-3068.8338,-571.3099,-3699.5272,5942.7506,5507.6230,-4297.0899,3120.7894,-3654.5569,1878.1400,-2236.7158,-3897.1471,-5941.1228,-5367.6105,-1991.6134,-6031.6723,3703.5840,-3603.2777,5735.1620,-4466.9833,6028.1645,6911.2634,-1269.9560,1890.1617,-3224.7640,1952.6921,4041.3362,-1067.1937,491.1993,-4564.9028,5066.6316,6740.6902,4572.6170,-174.9969,-1153.1818,2888.8076,-6204.0618,-2980.8702,-2007.9115,189.9924,-91.0903,-3874.0863,-6377.0505,-3235.9834,-1777.3166,-817.3493,-3516.5426,4972.9294,-757.4409,-4919.8601,6507.9397,-3859.8656,4254.9470,4699.7548,2818.8232,5821.6649,6883.0704,4857.5369,-3822.1925,5544.5063,2926.6804,4322.2272,-6417.0346,4604.1214,-261411.6140,-287501.1986,-266738.8934,-265870.2256,-268508.3417,-267397.2382,-275437.4505,-270018.2014,-39034445.5417,-39050386.7309,-39033053.6266,-39032535.7865,-271003.0672,-39032789.1274,-3064.4540,-808.4023,613.9761,-4085.3857,4124.6124,5122.2003,-3753.3186,0.4371,-1646.0535,562.8738,4539.3618,-4002.0268,4700.5546,5274.7699,1821.4124,-5357.8735,1194.9164,-2721.4757,4193.7609,5459.4808,-182.7313,-1491.4811,-2369.9841,-5489.7955,1972.2494,2707.9925,121.2998,-2860.3270,3629.6539,4915.2020,-3156.9196,3671.6878,-4484.0323,3484.4944,4336.7369,2816.0530,-243.8691,4146.8931,-1214.4152,1526.7435,-3358.1344,-4090.4273,-5152.9790,5441.2215,-4836.6935,5131.1547,-4714.2897,3674.3489,169.6959,-3045.4348,6511.8284,-2856.0337,-5120.4762,-4509.7245,-3429.9807,2610.9228,-2165.3974,-40.4440,6244.9288,4596.8404,-5256.3385,-5235.3095,5464.2227,4341.9327,-4149.1004,3441.8927,4719.0144,966.0566,-4981.5518,4248.4240,3109.3866,4587.5376,708.6411,-639.3426,-800.5140,6309.7602,-4109.2672,-5237.0067,2619.6327,3132.2879,4472.8247,-4652.8786,3167.5243,-4631.5201,342.3367,-4455.0396,2091.1329,-5357.0622,-1240.6702,-3434.9175,-6324.5411,189.1053,590.1185,2238.1341,-1677.0343,-3328.5998,4587.8604,-47.0307,-2525.8732,2828.1348,-135754.6662,-139337.2267,-141294.3449,-133609.7065,-135498.3862,-146198.1946,-146141.3338,-138043.0420,51974184.4623,51953743.9565,51992515.5114,51977160.2608,-139583.5732,51982228.9351,
600.000,6448.3444,6836.7821,-3439.0407,-3118.0285,-2762.8808,5156.0764,-4428.0384,-2548.5583,2548.5319,5127.0509,-3601.7299,-2036.1607,1057.6293,3313.9845,1161.1191,-3133.2363,-3725.6250,2073.9364,1650.4460,2639.9084,-103.4384,5904.1187,-5481.2481,-3990.2427,-3669.4700,2814.5690,-5891.0416,-1856.9367,-2494.4656,-2977.0497,-3386.7662,3570.7776,554.5206,3135.4541,-300.6306,4961.0653,1080.1877,-5930.1121,6089.9902,4271.1778,442.8914,469.2065,-443.4085,4353.7556,2238.0616,-2255.2632,-5199.1620,3834.0066,-4582.1065,1421.4253,-2909.5954,-2829.1831,-723.8748,-4634.2055,-318.8637,-5629.1092,3282.1392,2045.7619,-4472.8811,-4805.8653,2065.5910,-2411.5897,1445.5323,5138.1925,-6008.5985,2541.8580,1892.6989,2764.1491,3410.9285,-4342.8446,-5293.6349,4315.8260,1280.4129,5156.6789,5693.6666,1735.4957,4393.1947,-4009.3053,-873.7927,-5062.0304,3541.2026,4326.2916,3629.1320,2682.4897,6293.1614,3.4117,354.7502,-363.9118,5850.8611,5166.6937,1348.9995,4812.2129,744.6570,5479.9264,-5618.4110,-1334.2708,5738.1669,5886.3422,-941.2699,4622.1044,-243831.2231,-270104.2052,-263138.7974,-257535.5404,-265489.9550,-262002.4303,-259059.9640,-259419.0686,99302535.4484,99295345.8758,99300312.7284,99329873.7618,-259143.4189,99321153.9858,2080.9139,315.4495,-5507.8861,5122.8422,-2877.1825,1584.9596,-2676.4756,6178.4055,-6449.5120,4473.5435,2531.1652,-4312.6992,5323.5535,2437.4262,-6830.7121,-3981.2642,-5080.0871,-5268.4027,-4844.3915,4122.3938,-6639.9276,-1371.6065,-2100.3091,-1546.3722,4899.5565,6226.0117,3229.3140,-6513.5157,-4726.2077,5352.2459,-4063.5076,-5384.7287,6120.3570,-4008.8775,4979.3867,-4682.2592,6624.9907,-1636.5898,-2039.7578,-4632.7575,5159.5672,6371.2219,-4130.1509,1752.2801,-5289.2929,3343.8804,-179.7855,-5348.7151,-4928.0952,-5174.8892,-441.1089,-4680.8983,4097.9970,-1857.1641,6574.8063,-3774.9602,4729.6018,6456.9569,-236.2956,3679.0948,-4917.4552,3364.2096,4148.4655,-3051.4046,2082.7881,-5928.7228,5004.6622,6335.9228,4565.8568,1474.6361,406.6943,843.3719,-6644.7586,-4130.4967,-3005.6140,-1688.5566,-1639.3791,-3306.3154,-6770.4979,-1490.0308,-762.9046,-2892.6948,-3421.1441,3451.4444,-2198.7705,-4484.7173,5867.5363,-4146.4257,3289.9140,4222.1159,2013.6869,4693.2638,6777.1339,4187.1921,-2361.1744,4698.0381,1922.5004,3180.2402,-5808.9061,2946.6307,-266541.4392,-293213.7168,-272152.4162,-271426.9091,-274036.3608,-272887.2538,-280885.0912,-275927.5288,-36871494.6643,-36887819.9615,-36870661.6227,-36868957.8137,-276518.9892,-36869814.2505,-1407.1161,1007.7888,2358.4465,-3135.2918,5674.7159,4201.7088,-4450.3840,-1791.8376,-128.8011,-1250.5212,5307.0618,-5021.4588,4303.4952,5471.3287,317.2732,-4661.0624,2611.8299,-3814.6539,4671.1025,4876.2011,-1959.8207,-3141.0455,-3560.0114,-5439.9176,3252.0294,1002.5390,-1672.7251,-1493.4090,4411.0884,3276.2252,-4459.5799,2515.9177,-3196.8246,4684.2223,4645.2876,1121.3553,-1753.5927,3194.7473,-2623.1471,2887.8730,-4598.5440,-2668.0942,-5534.6263,4965.9128,-3724.7854,5364.1566,-4594.1685,2141.7047,-1370.2749,-4374.1432,6288.1968,-4237.8268,-5531.4046,-4387.0915,-2197.4351,883.7525,-3697.8089,1486.1514,5308.2740,3351.0372,-4408.1167,-5520.2363,5237.1518,3509.3391,-2744.5797,2216.6784,4401.7835,-578.1584,-3936.7865,5158.9450,4423.6574,5336.5338,-849.4899,-2115.9559,-2530.9972,6505.2729,-5090.4845,-4431.2439,1210.7158,4434.1660,5914.2723,-4415.3428,4832.7662,-5366.6853,1846.1076,-5275.6267,3637.2280,-5434.1608,594.3458,-1849.6950,-6522.9899,1702.2279,-1219.0277,477.9719,-3290.5575,-4956.6826,3339.1919,1747.4443,-3680.0172,4211.1340,-135866.5887,-139445.9695,-141321.2066,-133821.3387,-135442.2930,-146116.9065,-146410.0459,-137968.7573,51975469.1611,51955127.6662,51993725.8094,51979122.1551,-139678.3225,51983709.7222,
