sl_100_5400_20251210 Coordinates.csv
2025/12/10 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:05 2024,
Start: 2025/12/10 07:47:00.00, Stop: 2025/12/10 09:17:00.00,
TIME_UNITS,STARLINK-3705 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-32149 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-1689 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-32281 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-1689 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-1689 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4284.5248,3886.6602,4139.5238,-4054.0688,5510.4889,-3914.5233,3020.4469,-4025.3177,-2289.5835,2089.1694,-1951.2503,-5869.3823,5210.5015,0.0000,2953.1627,5075.6489,-5709.1760,2343.9294,-6190.7487,5850.9268,1170.3249,5146.2642,-3663.0092,6343.5460,-782.8671,-2560.0267,4538.1340,-3907.8032,1439.1056,-452.9562,3530.6459,2675.8336,6025.5657,2335.2542,-3093.3645,-3916.8433,6088.2923,-4174.2006,5628.7719,1188.0485,-6805.6173,-3364.7275,-3638.9201,0.0000,-4924.8607,-6399.4156,-6901.2468,2369.0331,2711.2297,-4448.5237,0.0000,2362.2534,-501.1003,-4171.9417,468.9463,-5763.9982,317.5667,4530.3172,3945.5471,5185.6984,-2060.0033,1112.9779,0.0000,6600.3694,-5894.1201,1470.6948,4773.5098,-5642.4438,-2506.3682,-2394.3802,482.1185,5639.0327,-2250.9200,-2657.8808,720.3540,2231.6576,1211.9090,-6174.4003,-3383.3406,-6087.5620,4490.9022,3323.1452,2259.8686,-2362.8373,1835.1974,825.7770,1858.5963,6477.3981,-323.3942,-3189.9608,-3853.1718,4390.2269,2088.9454,5457.9069,4409.2271,-1078.5059,-5797.0196,2039.5306,-5809.3859,-5722.1288,-256721.2280,-270588.3815,-267653.6350,-266341.6459,-271438.7558,-269585.0169,-275985.0101,-270904.8908,-113925382.4852,-113911838.4812,-113931915.0752,-113922088.8863,-271967.5241,-113925986.5946,590.0866,2063.9672,-2105.6291,-3779.3352,-2193.3972,-2602.4365,6103.5656,5530.8327,6351.6730,5613.8788,-6054.7283,-3475.7062,1733.5133,0.0000,-5677.1515,1057.5638,-1076.9285,-4636.9283,-2790.1711,2934.4847,-6765.4680,-4054.3552,3547.2684,2714.5150,5738.3008,6133.9325,-5090.1347,5498.8144,-3949.2696,-5049.5554,-2470.7926,-6353.0546,2083.8857,6415.2216,2789.8232,-4853.3792,-367.7534,3727.6871,-613.4214,-6734.4814,-850.9734,-2414.2740,-2505.2361,0.0000,2207.0883,1623.7486,342.7536,-6489.5636,6045.0260,-4300.9070,0.0000,6010.1258,4877.8463,551.2645,5228.7852,-3686.4461,6917.8226,-5077.0540,1871.0817,-4575.7819,2976.5223,-2103.4484,0.0000,2057.6365,2453.2556,4852.3874,955.5055,-3604.2249,5941.5847,-5492.1442,6620.2279,2615.7033,5718.5123,-3675.9657,-5738.1606,-4595.8232,4748.5840,-92.1281,3779.7734,3204.9912,5181.7713,-4036.0684,-6272.2850,4566.4663,5945.8838,-1568.8087,-6650.0643,295.9780,6402.5832,-5695.9813,-5588.2030,-2710.6862,-5151.9749,-2749.1606,-3799.3538,6832.3304,-243.8896,-1626.5190,-3422.9605,-466.4024,-264363.7199,-252953.1141,-252258.7892,-256485.7158,-249685.6710,-252336.3408,-257929.4536,-256552.2406,310495258.9722,310506054.4691,310509922.1685,310516187.8086,-256464.5114,310512560.3428,-5403.1038,5325.1394,5119.2581,-4191.7990,3540.8525,-4965.6480,-187.0939,-1032.2311,957.3205,-3433.0436,2443.1649,-1325.1432,4197.3466,0.0000,2636.3859,4486.4964,-3587.4722,-4588.4848,-1325.4896,2284.3492,784.0235,1893.0334,4667.7728,-346.5113,3638.1193,-1946.2804,-1262.7082,-1588.7976,5364.6577,4718.1492,5268.2871,742.9093,2661.5630,131.5407,-5386.5859,-2782.0605,3312.5379,-4057.1825,3992.7179,-534.6377,705.1748,5526.6242,-5322.8054,0.0000,4338.6570,2105.7916,545.0984,316.5835,2086.1782,-2917.4666,0.0000,-2532.6076,4837.0019,5470.5629,-4537.6164,-499.5610,628.5040,170.8764,-5365.5653,-320.9634,-5927.2208,-6533.2211,0.0000,-159.6493,-2501.4726,-4710.1105,4895.6398,-285.0497,-2173.0197,-3340.5360,-1941.8703,3061.5974,-2896.2560,5193.6560,3828.8451,-4696.4099,-4852.1005,-3118.1728,4524.7533,-738.4603,884.6548,4529.7267,-1840.4054,4650.2741,-2794.9582,6647.4094,-406.6676,-2464.4944,2637.1368,2290.7675,1405.1104,-4638.4509,4114.0930,3016.1509,-3774.5007,76.7637,-3756.2187,6436.3950,-1652.4339,-3704.9023,85225.2432,81534.4565,81219.8245,87776.6327,86941.8799,76278.8698,75457.2086,80953.3156,-148089018.2705,-148108189.1701,-148119510.9977,-148092637.7846,82416.2105,-148099866.2288,
300.000,3889.9801,5174.3214,3758.7311,-5298.2209,3940.0605,-4117.4968,4233.2207,-2685.4040,-817.5341,3582.7539,-3262.9751,-6232.7968,6301.1125,0.0000,1954.8723,5625.8049,-4878.3481,239.6442,-6081.4102,6699.7771,-115.7324,3584.3271,-2942.2697,6578.3598,581.5049,-1071.9117,3369.2103,-2666.0880,-451.3793,-2549.8452,1732.9251,1230.4597,6778.3211,3639.8733,-1271.2122,-4688.1547,4754.5545,-2280.0864,4592.5498,-35.6705,-6796.9419,-4539.9604,-4133.9785,0.0000,-4336.0865,-6130.1639,-6613.8136,1156.9145,4187.0033,-5675.8551,0.0000,3931.9007,1198.4769,-4046.1890,2514.3691,-6376.9467,927.6218,3145.6567,5133.3225,4071.7633,-1669.3580,-872.8506,0.0000,6590.0357,-5674.9860,2815.0724,4091.0943,-5930.1093,-959.3916,-4113.9652,1737.3577,6600.2779,-585.4191,-4511.5974,975.4541,156.6005,3077.1206,-6638.7310,-1452.6416,-5055.3034,5327.3342,1826.9038,1138.6165,-277.0434,3193.0378,2726.2911,582.1717,6734.7267,1361.9801,-4422.8678,-5091.9984,2867.8833,196.2693,3894.9258,3473.2817,157.2007,-4731.2444,54.1752,-5712.7202,-4709.3850,-251122.3558,-264992.0050,-262112.1636,-260932.7331,-266011.2707,-264149.7753,-270464.1545,-265151.2996,-120675035.6133,-120661228.8302,-120681224.9233,-120672200.5499,-266521.6852,-120675604.7982,-1546.3484,483.2435,-4031.6925,-3825.0377,-3135.5114,-474.2306,5159.5311,5759.4228,6745.0641,5605.6658,-4766.7520,-2962.1494,452.9634,0.0000,-6577.5422,-928.9876,592.4389,-5081.6326,-1391.0024,1587.1033,-6432.9152,-4844.1546,5213.5501,1513.5216,6487.9510,5871.6323,-6053.8192,6395.1123,-4876.3937,-4582.0838,-3723.8774,-6777.9380,957.1966,5604.0641,4012.0862,-3127.9159,-1052.8468,4124.1122,-2407.6091,-6735.5982,366.5240,-613.7682,-396.7118,0.0000,4108.5555,3174.4017,1823.7450,-6655.1943,5511.2460,-3610.9534,0.0000,5604.1916,5673.8115,2657.7225,5185.2081,-2295.7756,6729.6368,-5790.3910,200.8002,-5197.3481,4797.6240,-3010.5006,0.0000,800.8655,3769.6299,3286.7952,-1036.1516,-2331.8141,5628.7374,-5077.2879,6690.6850,1208.7115,5261.7930,-2932.0528,-4157.4008,-5165.2765,4914.2352,1262.0831,4788.3368,4026.6342,4309.9769,-5441.8779,-6820.1891,5111.2418,4625.4233,-2525.4576,-6542.5884,-1295.7845,5659.2543,-5295.9053,-4704.3252,-4232.2334,-4680.9014,-3890.9461,-5385.3754,6701.0996,1295.9421,-2598.3916,-3896.7619,1125.0431,-269665.6282,-259024.5946,-258060.8564,-262244.8747,-255381.3769,-257995.8812,-263651.2105,-262023.0286,307934589.6575,307945487.7273,307948713.7736,307956063.8971,-262190.5014,307951815.8322,-5511.1028,4553.7382,4173.6058,-2361.1818,4726.1470,-5438.3735,1358.9390,-2737.2436,-599.5922,-1841.5138,3612.2051,799.8015,2809.5643,0.0000,919.5358,3809.2998,-4741.4665,-4708.7513,-2993.9068,827.3354,2516.4079,3189.4727,3461.2462,1461.9416,2091.9547,-3514.8481,274.2039,-67.3457,4741.6028,4524.2991,5427.1536,-802.7178,950.9184,-1410.3620,-5352.7351,-3857.1050,4943.1434,-5057.2217,4593.0569,1284.2024,-1109.1491,5168.9065,-5531.7021,0.0000,3504.9616,627.9459,-998.9551,-1489.7337,607.4321,-1235.4271,0.0000,-1109.9468,3720.1808,4920.9523,-3864.9802,1051.4398,-1492.1054,1697.6603,-4632.4963,-2088.4292,-4735.4333,-6206.0050,0.0000,-1942.6675,-763.0605,-5400.5309,5463.1679,-2078.1805,-3704.1090,-2084.1024,-158.5769,1736.4318,-4259.2472,4315.6032,5461.4926,-4632.0733,-3732.7452,-1473.6075,4601.0186,-2474.5395,-932.4575,3861.8842,-50.6208,4674.8689,-3865.6483,5793.3445,-2171.9963,-1031.7078,3760.7791,536.6005,-125.9269,-4690.8669,5085.7226,4014.6929,-2654.5619,-1715.4556,-4869.7600,6440.7820,584.5584,-4821.7293,85074.9634,81472.8236,81181.9791,87522.1411,86952.2399,76343.7091,75173.3247,81134.8471,-148089422.8766,-148108172.7398,-148119932.6771,-148093016.6179,82291.5866,-148100391.7190,
600.000,3171.6076,5976.9159,3051.1513,-5988.7675,1982.4552,-3960.2357,5024.2653,-1056.3269,743.6618,4702.7152,-4276.6502,-5966.5608,6773.0184,0.0000,772.8454,5643.3040,-3578.9877,-1880.3749,-5387.0969,6898.6897,-1417.7979,1646.5662,-1968.1767,6161.8467,1863.1881,554.0595,1871.3673,-1165.9144,-2261.0660,-4404.6482,-211.2217,-341.4141,6854.5105,4587.7072,647.5524,-5021.5142,2947.0776,-151.7298,3142.0841,-1270.4314,-6106.6549,-5307.9202,-4281.0380,0.0000,-3359.8085,-5269.5194,-5684.0643,-186.2192,5255.1520,-6312.6510,0.0000,5113.2239,2745.4462,-3572.1213,4305.5755,-6355.5490,1463.1848,1425.8118,5845.6347,2539.7244,-1171.6303,-2732.4280,0.0000,5931.3654,-4880.6367,3934.6022,3055.2886,-5582.7289,721.2327,-5410.8323,2817.7753,6922.9052,1177.4114,-5917.1661,1048.2459,-1920.0474,4613.0180,-6448.1942,607.1730,-3510.5736,5640.5957,185.8304,-95.5886,1824.1526,4263.0617,4366.0227,-775.3320,6343.2005,2946.7075,-5211.7546,-5837.9962,1100.4544,-1747.1134,1938.7448,2226.7216,1396.3677,-3224.8815,-1898.4410,-4998.9136,-3243.3514,-245415.4134,-259273.1572,-256452.9749,-255404.5225,-260464.5652,-258597.9467,-264821.7372,-259390.4194,-127367188.4101,-127353127.0516,-127373011.4127,-127364850.3139,-260955.2103,-127367719.4399,-3542.4433,-1103.5031,-5550.1900,-3509.1609,-3818.4357,1705.3291,3680.7260,5437.2897,6451.5153,5050.8498,-2996.4588,-2137.5669,-841.9192,0.0000,-6823.0882,-2801.2044,2242.7346,-5079.6263,174.4326,93.9467,-5466.0543,-5169.6591,6358.9542,145.7701,6577.9027,5052.2299,-6432.0527,6669.9189,-5340.6493,-3713.5372,-4642.0902,-6548.6208,-254.1305,4218.8213,4867.6994,-1079.2824,-1695.3550,4167.5326,-4000.1977,-6050.1910,1559.7441,1209.9888,1740.0609,0.0000,5606.6015,4411.9602,3137.4233,-6164.2007,4450.6337,-2561.9231,0.0000,4663.0098,5927.0820,4491.8623,4676.4968,-665.8913,5857.6785,-5920.6818,-1449.2977,-5322.3359,6131.8798,-3685.8029,0.0000,-556.3193,4693.4989,1424.9971,-2954.2471,-784.0998,4755.0588,-4171.1193,6094.8018,-298.8213,4287.2711,-1943.5875,-2128.9971,-5279.3217,4624.1272,2475.0952,5345.6663,4474.3974,3001.4478,-6335.0394,-6688.4075,5205.3877,2842.7387,-3131.4071,-5792.7752,-2752.7744,4385.8871,-4373.7400,-3363.5673,-5377.9421,-3793.7137,-4674.8702,-6447.6142,5907.1484,2753.4507,-3383.0650,-3939.5713,2646.2154,-274848.4458,-265002.0091,-263749.0757,-267890.0356,-260964.3624,-263542.4798,-269253.6073,-267379.7413,305227221.9978,305238235.9159,305240822.9037,305249201.9981,-267800.8769,305244375.0302,-5028.1004,3291.0672,2778.2967,-279.5411,5400.8700,-5306.6851,2751.5219,-4147.6444,-2089.1061,-50.2960,4374.4394,2839.5844,1118.6940,0.0000,-896.2289,2711.3836,-5365.9155,-4325.9354,-4340.2185,-718.2413,3976.6398,4127.3545,1881.7231,3112.0568,312.8176,-4706.5685,1781.7329,1461.3105,3586.1282,3845.6896,4974.4881,-2262.4812,-862.5436,-2794.3389,-4716.4192,-4500.9458,6047.4134,-5512.6855,4701.5800,2960.9073,-2802.8457,4253.3534,-5146.5162,0.0000,2295.3046,-917.2098,-2436.0461,-3135.4825,-935.9804,584.3234,0.0000,431.4430,2198.1696,3839.1803,-2780.2081,2486.1465,-3454.5001,3032.2796,-3401.3807,-3631.5769,-3040.5321,-5223.0648,0.0000,-3516.2974,1059.8306,-5511.6770,5440.4692,-3625.5521,-4816.8675,-597.3482,1641.8117,225.1828,-5139.1431,2969.3980,6511.5012,-4074.4397,-2207.9167,329.8455,4156.2586,-3944.3880,-2648.9843,2778.6511,1744.6032,4200.0449,-4502.7152,4308.1362,-3703.3766,511.4349,4481.8527,-1275.3659,-1643.5008,-4243.4549,5510.2780,4561.4575,-1250.9760,-3322.9240,-5458.7191,5762.8128,2759.0913,-5401.0902,84924.3951,81418.8264,81146.1932,87262.4508,86958.9070,76414.3463,74894.9468,81403.0228,-148089832.1231,-148108150.4230,-148120345.3827,-148093432.0065,82166.9097,-148100916.8900,
