sl_100_5400_20250428 Coordinates.csv
2025/04/28 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:09 2024,
Start: 2025/04/28 07:47:00.00, Stop: 2025/04/28 09:17:00.00,
TIME_UNITS,STARLINK-5993 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-11181 [DTC] - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-5387 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-1846 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-31048 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-11181 [DTC] - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-5387 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-1846 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-11181 [DTC] - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-5387 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-1846 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3425.8291,203.7979,-5024.3619,0.0000,3252.8730,1787.0492,-4280.5328,1430.9905,-4679.1719,187.4472,-4850.0470,-638.3167,3925.6443,-1206.4883,-2791.0682,2812.4622,6812.3016,-3369.0620,-5297.6357,3083.1531,5667.0576,-4869.3971,699.2483,-6592.8751,-6548.4208,95.7147,-6022.6255,1566.9702,5119.3770,4475.2483,-4455.8432,437.6947,-4649.9842,5569.5229,-6816.9090,6124.8907,-6335.1324,-822.4571,3055.8743,-5439.3841,-3305.7597,-2082.8567,-6108.3889,-2282.8404,-1200.9900,2015.8527,-2028.7203,4969.1504,-233.6375,-6702.8881,-6187.9397,4038.3127,-4350.9255,-2147.6208,454.4655,-4521.7287,-4288.5148,5916.8727,5338.7079,-3245.5686,-4663.8841,714.4687,-5626.4776,1663.6400,0.0000,-4260.2819,-4934.3222,-5658.0562,3380.1656,4462.1068,-4186.8499,1183.3596,2829.1186,-4266.0431,-5010.3257,3267.5640,-3648.5621,-4349.1424,297.9218,-2041.7556,5555.8966,3988.2820,6244.8818,-3243.9077,3350.4115,-1017.5774,3053.6182,5247.1182,3982.1386,4853.5762,-5036.0475,-4290.3037,1386.3106,-6571.5761,-5759.4866,-2968.1722,-4312.7332,3105.8748,3254.1681,4394.5778,-121796.7161,-111133.0831,-127934.6166,-126436.3451,-127086.8134,-126687.5535,-118176.9045,-123362.6895,175071857.9089,175084529.2110,175084589.9118,175091630.2093,-122285.1809,175086088.5591,-3430.8872,6160.9894,4312.5541,0.0000,4258.2319,4683.5170,-366.6010,-4718.8558,-2092.6667,-5180.4473,-2590.6526,-5542.4814,5017.1387,-5045.0787,-4951.0127,5359.6140,-409.4149,3162.9799,-3427.0931,-3019.5059,3735.8256,-3802.2007,-6900.2423,2029.2604,35.8610,4496.5905,-3281.1253,-6615.0213,-4362.4106,3579.7895,-2421.9721,4978.1345,-934.5373,-818.8502,777.9560,1799.4413,2658.5782,-5542.0502,3769.3232,2171.0400,2808.3466,4766.5324,-1315.9083,3659.0394,3547.2938,-4077.4074,5816.6868,1964.6163,-4164.2539,422.1761,-2996.2988,-1147.3222,-1780.0673,-1028.0457,6546.4117,4169.9822,2917.9720,-3375.0617,-1727.2996,2640.2476,-4335.8532,-2364.7266,-4009.6786,-1844.2574,0.0000,1274.0743,-2164.6878,3661.9284,-5897.1990,2798.2315,3001.5855,6023.2680,-4395.6222,2789.6676,2236.6058,-2430.3475,-5707.4075,5069.1200,-905.4370,5381.7903,3810.8830,-1557.8428,-1900.5939,-4523.0964,-2445.1001,-5265.4102,-2793.8059,-16.3097,3548.7126,1273.0591,-3202.3297,3991.4367,4498.3768,406.5420,3861.3666,-6048.0197,-4281.3664,4833.6276,-2532.3301,231.2848,330417.8201,307003.2384,310666.0707,315954.5044,307655.4735,311240.6835,310705.3242,313706.7786,85611943.6680,85590240.9850,85576898.5148,85589407.3502,312414.3628,85599572.2418,-4989.0494,3164.2637,-2067.5503,0.0000,4394.8567,4619.7651,5396.2123,-4855.5028,-4556.4801,4468.9868,4108.6937,4071.5516,2018.7577,-4610.5277,3822.3323,-3385.1180,-1119.2997,5194.3782,-2606.0070,5406.7090,-1034.8359,-2874.0400,428.0914,420.9370,-2233.1721,5141.9116,-907.8708,562.6358,-1616.9589,-3913.8766,4613.9178,4807.6299,4902.3557,-4025.5939,-891.0487,-2711.5735,857.7977,-4094.6588,4886.1568,-3676.7165,-5379.1306,4577.6848,2978.1963,-5416.3598,5849.1560,5092.5386,2921.2883,-4116.3630,-5523.0064,-1743.9196,888.9423,5373.2918,-5087.8685,-6532.9379,2241.1233,-3208.5991,4604.9745,-1230.6238,-3740.0069,5490.5522,2725.4415,-6503.1488,-389.5862,-6489.4765,0.0000,5278.6216,4348.5052,-1588.2456,-1331.6733,4506.2757,4628.8138,-3234.3871,-4380.9750,4715.5978,4273.3154,-5636.6659,-1486.9006,969.6550,6864.9304,-3671.6201,1658.3773,-5422.7511,-2302.3081,4012.2589,-5420.2125,4386.8451,5530.4572,4493.1563,-4438.7841,4746.3521,-3520.9229,3651.0540,5057.3283,1783.0016,37.6366,1083.1389,3296.6049,-3667.9196,5508.3434,5244.0025,127863.1077,125189.3115,121915.9210,129503.3806,127649.6616,116932.5135,117057.1763,122895.7482,75393587.3450,75371321.1975,75388844.1278,75394600.4416,123576.1705,75401449.7225,
300.000,3563.5779,1896.5380,-3428.9588,0.0000,4969.7904,3751.6301,-3817.9027,-597.6897,-4344.6242,-1440.2776,-5055.4502,-2223.5818,5052.8868,-3237.4123,-3555.4799,3572.4189,6686.7646,-3552.8122,-6288.3740,1165.2120,6034.5860,-6008.5760,62.1587,-5804.1342,-5661.5974,2046.4028,-6100.1130,-15.0248,4381.3275,5879.1138,-5068.3458,-0.8582,-3994.3735,5955.5405,-6114.6083,5792.7534,-5759.8509,-2740.2974,3814.2807,-5423.5927,-2222.5153,46.2467,-6798.3587,-181.9767,616.7869,529.8321,-128.5868,4473.9760,-2361.1887,-6650.2189,-6718.4216,3669.4128,-5567.2123,-2960.1439,1997.7266,-2710.1734,-5562.8114,5292.8361,5428.6174,-1936.4558,-5178.8786,-1143.8537,-5965.8993,3543.7427,0.0000,-4094.9137,-5075.0057,-4363.0177,2322.5712,5676.5373,-3006.4774,2914.3689,740.0492,-3025.7488,-4463.2479,1194.9307,-4927.9249,-3104.5646,2160.6754,-4.3287,4568.6020,2661.9581,6113.4997,-4320.4799,2179.3736,-3014.5763,1505.0619,4100.4309,5465.0334,4233.8128,-6240.3913,-2460.1407,3324.7337,-6527.9068,-4659.0992,-4086.8299,-4545.0555,4182.9576,1751.7875,3684.1412,-128765.0864,-117439.2504,-134495.2709,-132894.5247,-133600.3562,-133244.6156,-124731.8205,-130088.4253,173164453.0676,173177320.9105,173177890.4085,173184731.5308,-128790.6859,173178771.8837,-4932.0370,5231.0519,5029.4716,0.0000,3222.0836,3850.0750,1763.4488,-4212.8980,-66.0565,-5888.4384,-492.6927,-5985.6956,4371.7993,-4636.8030,-3201.7030,3739.3712,-1613.1472,4735.8002,-2502.9276,-4047.1603,2152.3447,-2985.0789,-6741.8573,3043.8064,1321.5767,4947.5949,-1941.7609,-6502.4970,-5347.5638,2339.6020,-341.0264,6268.7626,1095.5649,-2401.0103,1918.2148,-21.8109,3725.6600,-5563.2342,1799.3134,3716.4475,4565.5632,5082.3599,-90.2699,4214.4948,2451.2767,-5393.2301,5552.8363,26.3608,-4062.7973,1961.7641,-1585.5941,-3222.8890,-263.0165,999.2393,5663.3199,4848.7776,3135.0266,-4420.3721,-3326.8352,4320.1723,-2550.8988,-3419.2157,-2772.3144,-2547.5673,0.0000,3295.0830,-42.2045,4311.4913,-6506.0023,1159.0919,4721.7500,5986.2285,-4934.5469,4507.9898,4121.0431,-2446.5444,-4877.6788,5964.9570,384.6918,5212.5670,3660.1786,-3283.2961,-3195.0925,-2727.4649,-4223.1490,-5105.7185,-4291.6057,-1688.3277,2186.1694,-709.2323,-2288.3845,4313.6876,4497.8116,1967.4992,4917.2382,-4848.5958,-2517.6342,3093.1184,-4095.6624,-1827.8822,327788.9714,304430.4688,308119.2251,313296.8838,304949.3826,308522.3541,308096.6002,311007.6968,89418906.4529,89397476.1273,89383974.8297,89396746.6500,309750.1113,89406509.4609,-3371.2141,4126.2265,-3328.4691,0.0000,3600.3779,4193.0866,5467.3238,-5457.5104,-5306.3796,3182.4222,4615.2024,2639.2460,215.1796,-4022.9171,4898.4534,-4621.2131,696.6703,3649.4564,-876.8225,5488.1836,-2471.5423,-1180.1957,-1687.8095,2185.8090,-3752.8292,4245.7698,-2626.7909,2055.8487,184.4660,-2848.9855,4604.7624,2970.4499,5418.7233,-2577.9457,-2611.7245,-3815.9523,-954.0346,-3113.2351,5443.0399,-2138.6505,-4686.0297,4708.9414,1312.6998,-5489.7110,6468.3042,4157.1139,3951.3888,-5048.5133,-5080.4066,-233.8427,-656.3995,4760.7132,-4112.3933,-6211.6161,3463.1160,-4157.5609,2717.5765,578.7006,-2217.6427,5025.0988,3824.4058,-5948.9028,-2152.2635,-5407.5069,0.0000,4476.2033,4708.9255,-3215.2367,474.8334,3806.9755,4079.3128,-1949.7050,-4649.8915,4329.4920,3387.3816,-6398.2691,39.8778,-595.0139,6575.2225,-4409.8098,3718.0059,-5465.1635,-552.8107,4578.1421,-4898.0675,3586.5378,5200.4999,5295.4270,-3674.8280,5409.7595,-1953.3646,4794.0719,4059.2032,264.2519,-1489.3207,2515.7617,4558.0525,-4405.0720,5245.1332,5472.5232,127969.4698,125299.9672,122097.2824,129498.1520,127910.4945,117218.0524,116992.9166,123454.5327,75394027.3135,75371647.3605,75388824.6229,75394543.7974,123686.9355,75401686.7303,
600.000,3380.9824,3438.8385,-1491.4447,0.0000,6210.0248,5341.8506,-3034.3043,-2592.7528,-3624.0074,-2890.9230,-4801.2215,-3563.3813,5619.7065,-4952.5347,-4012.4331,4032.8825,5893.3936,-3420.7560,-6623.9581,-839.5542,5816.5499,-6516.5530,-603.3880,-4430.1825,-4224.5239,3760.8616,-5588.9382,-1614.6366,3205.2261,6718.5724,-5216.6963,-480.8069,-2981.4641,5768.4417,-4805.2261,4926.8306,-4608.8410,-4378.0098,4250.2104,-4885.6358,-968.5349,2166.3891,-6816.1947,1921.7127,2421.5436,-969.0467,1809.1922,3549.8762,-4249.0468,-5954.6720,-6599.8465,2975.4505,-6257.0397,-3547.8730,3379.1855,-631.9619,-6248.9713,4138.9419,4953.0751,-484.2032,-5225.9562,-2842.2340,-5728.5906,5074.1991,0.0000,-3570.7009,-4768.2993,-2622.8023,1029.5948,6361.7156,-1571.6617,4350.0948,-1417.8313,-1532.0562,-3520.3724,-1005.8721,-5729.9072,-1527.9361,3737.6334,2051.7178,3112.9221,1119.9201,5377.8209,-5008.4718,834.9679,-4708.0904,-147.6480,2584.8389,6432.6528,3246.1366,-6824.2313,-371.4828,4915.8031,-5819.7299,-3099.8527,-4813.1419,-4373.9156,4876.2523,119.8224,2654.9890,-135676.7115,-123688.6275,-140994.9276,-139293.3662,-140052.2586,-139739.4902,-131232.6849,-136659.0311,171174281.4402,171187333.6644,171188418.7630,171195042.7593,-135238.1890,171188689.8411,-5915.5142,3815.3777,5290.5889,0.0000,1908.2692,2664.9248,3731.1000,-3346.2243,1990.8973,-6014.4527,1660.1936,-5850.2743,3245.0664,-3819.8490,-1126.8794,1749.5988,-2663.9597,5809.3274,-1328.7770,-4729.1429,336.7109,-1869.4448,-5900.3785,3778.7042,2517.0732,4930.6592,-385.3132,-5733.4473,-5801.4804,900.6081,1760.6533,6874.4129,3040.3317,-3722.1039,2897.5376,-1867.0106,4433.0352,-5072.7593,-339.1073,4875.5647,5884.7940,4951.1871,1129.5263,4413.6264,1176.5620,-6175.9521,4753.0152,-1946.0273,-3616.2292,3309.4200,-15.2986,-4962.8621,1240.2682,2891.0197,4242.6096,5099.3114,2977.0041,-5031.7752,-4550.3665,5596.8221,-506.4865,-4193.1400,-1240.9864,-2908.1832,0.0000,4977.2122,2088.4041,4568.0208,-6471.6274,-561.5472,5996.5796,5383.2748,-5016.9278,5810.1082,5604.5639,-2299.7245,-3574.8191,6235.5586,1709.3773,4554.1070,3067.7485,-4720.0660,-4166.7966,-671.9363,-5586.9607,-4483.8342,-5399.8417,-3237.7004,645.7539,-2650.6975,-1169.7569,4258.2313,4092.5688,3325.3965,5509.0234,-3148.7879,-485.7252,1046.2348,-5283.8313,-3724.0455,325011.8397,301729.6262,305436.9711,310504.5580,302109.4736,305666.9652,305350.8750,308075.1261,93183387.0187,93162233.8585,93148593.5241,93161635.7061,306950.4740,93170968.0229,-1396.4670,4646.1425,-4234.1300,0.0000,2420.6528,3295.4359,4946.3118,-5474.1206,-5471.6050,1542.5113,4613.7007,921.6131,-1614.1199,-3006.6375,5431.9820,-5364.2789,2437.3817,1717.9840,950.7388,4980.4270,-3636.1219,646.7895,-3624.3682,3714.2447,-4869.0259,2876.0166,-4063.0296,3317.9109,1965.9569,-1480.1032,4087.2726,816.0350,5328.2579,-852.8457,-4051.4002,-4513.0495,-2663.4074,-1799.6568,5407.3704,-369.7952,-3487.4632,4336.3957,-493.9032,-4975.0027,6402.0031,2757.2715,4537.3144,-5396.1776,-4092.6069,1301.2130,-2131.4924,3614.4381,-2696.2141,-5234.0962,4314.6547,-4663.2520,540.2138,2325.6763,-437.3693,4016.5458,4513.1112,-4766.7936,-3683.4653,-3752.6129,0.0000,3189.6102,4564.3747,-4497.2384,2230.2685,2700.6122,3092.6122,-456.7177,-4397.4688,3483.0205,2142.6310,-6484.2896,1562.3669,-2090.7178,5585.0601,-4654.9688,5380.4846,-4918.5282,1256.1923,4639.5113,-3827.9698,2402.1749,4309.7200,5526.3169,-2518.9846,5489.3329,-176.2580,5418.4446,2623.1404,-1284.2035,-2857.0098,3665.8910,5328.2030,-4647.3969,4409.7038,5094.9027,128075.4376,125410.1725,122281.5724,129487.7206,128167.5911,117509.1760,116934.3258,124030.1208,75394470.5849,75371977.1027,75388807.7901,75394498.2106,123797.6027,75401923.5775,
