sl_100_86400_20250608 Coordinates.csv
2025/06/08 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:57 2024,
Start: 2025/06/08 07:47:00.00, Stop: 2025/06/09 07:47:00.00,
TIME_UNITS,STARLINK-32013 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-30177 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-32360 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-3234 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-1722 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-2069 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-2044 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-32205 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-32175 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-32317 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-3673 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-30516 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-4436 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-30177 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-3234 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-1722 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-2069 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-2044 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-32205 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-32175 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-32317 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-3673 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-30516 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-4436 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-30177 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-3234 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-1722 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-2069 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-2044 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-32205 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-32175 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-32317 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-3673 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-30516 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-4436 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4961.5097,-4673.4115,-750.5585,-5556.2744,-2177.9227,3465.0718,-5618.3613,0.0000,-4851.3638,-50.5923,-5337.9421,5929.4944,6042.2633,-4121.9829,-4936.7857,-3197.4261,5976.1575,-3176.8383,5832.8908,-4114.8715,3353.7674,-3967.9587,5.5141,6144.0521,3853.0881,-2781.3115,-3047.2969,2346.9071,5426.9621,-4962.5285,-173.4656,-630.0808,6467.1332,4111.6246,4262.9398,-5434.5313,211.5453,-6769.2121,-6611.1133,-1618.4190,-5383.9499,6037.6866,-5576.5427,-2771.0926,-3772.1350,6683.8076,-447.2311,5930.7273,-1576.2223,-875.8170,-2203.7697,-3411.5484,3004.5427,-6072.4190,-4140.0071,-1814.6656,5779.5501,707.7381,-1128.1815,-2502.8165,-129.4163,-6035.4315,-274.8437,358.5173,-4620.8541,4167.7349,121.7342,4041.1747,-5834.2735,-854.1634,4850.4807,-1664.5095,2429.2269,3837.2804,1291.3120,4971.7188,-1115.1099,5736.6187,-4332.9297,5345.9556,-2391.0396,6425.7046,6321.4223,-1820.6204,-6178.2751,3299.4380,6055.3161,-2482.4704,-5092.6363,-2774.3813,4166.6709,-4036.8490,5444.7015,-2924.6034,-3604.6533,-6679.2288,2352.9356,17.5973,5577.1938,112.9434,338574.2107,354931.0729,335692.3212,333632.6679,338507.5456,336535.2079,343330.2226,337386.2582,176753757.5481,176779535.0704,176784759.2940,176765371.3628,339122.0432,176771223.7621,-4417.2429,505.0764,-2611.5988,-3747.4049,6173.7449,4408.7964,-3454.2866,0.0000,-2929.9504,-6315.2711,3812.2372,2773.7664,-3284.4215,431.9213,-660.1220,-2908.1468,-3236.1111,6114.4246,-2631.7381,2501.0815,5851.0374,1404.6562,5343.0677,-3219.4200,-4789.8525,5577.9566,5916.6561,-6307.9907,1213.0567,308.2354,-2662.9550,-5049.2164,-374.3850,3288.0886,2752.4354,3634.1442,4267.6848,363.6813,-2008.3937,4855.6201,3242.4298,-1828.1355,-1633.6045,6193.4642,4657.0999,-1354.9258,-5053.6160,2806.8213,5426.7004,-4138.8546,4973.2039,5272.3929,477.6465,2075.4045,-709.5416,3858.9422,-938.3515,6784.4267,6669.4455,-4602.2499,4197.6210,3078.4933,4803.9424,-5013.7635,-1764.1137,4921.7224,1169.4715,-2241.5813,686.2114,-5859.3327,-4731.3179,5169.2085,-6045.4851,1999.4047,-5017.0361,-1528.2995,-4077.3072,-3307.6056,-3496.7147,853.7560,-4733.9476,2527.5815,-2845.4308,5085.4305,-2222.5450,4729.7254,2298.1377,-1443.2453,152.7825,-3074.5176,212.9778,-2400.9418,-4083.3761,3603.8038,-5563.3975,-25.5511,-6471.4735,5250.2231,-3610.8645,-6823.1196,-164437.6356,-182830.7974,-178504.2624,-173600.6177,-180396.0351,-177464.0625,-172313.6851,-173522.8958,182692642.3298,182686161.4510,182675938.1028,182700807.5753,-173659.6651,182696566.1642,1587.0599,-4830.6218,-6390.1262,1765.1858,-2232.1246,-4077.2758,2130.9846,0.0000,-3806.9518,2824.8415,2189.5235,1902.4086,512.6202,-5500.9105,4790.2983,-5438.8144,-1481.2524,580.5526,2452.4128,4955.2632,-998.1503,-5432.2227,-4426.4990,-36.4241,2896.2648,-3086.2018,-1877.6980,1560.4568,4102.1572,4705.0348,6410.5222,-4612.6238,2463.6125,4504.5011,4689.7940,2330.8049,5424.3122,-1391.4255,-309.3364,-4644.6302,-2659.7672,2827.7388,-3662.5737,-1439.1461,-3303.5264,-290.4260,4712.3923,-1901.7082,-3989.1101,5458.1791,4319.8981,2926.7770,-6252.5391,2295.6516,-5448.8732,-5352.7453,-3425.0239,62.1680,1523.4603,4413.4890,-5506.1506,1451.9525,4955.8829,-4622.1697,-4841.8860,-2560.1392,-6844.5408,-5101.3597,-3695.7805,3551.1140,-988.8240,-4319.1545,-1719.9826,5385.1416,-4662.3873,-4547.6370,-5481.9762,2121.6335,-4138.9643,4170.7450,4456.4588,398.0384,-179.1422,4336.9982,-1844.4875,-3866.8576,2141.2731,6323.1472,4339.6379,5525.9130,-5507.4615,-4977.1105,-1299.0880,5118.9195,-1146.8719,1810.1159,-104.4215,-4408.1033,-822.9514,-1273.1964,-135280.4173,-138441.1761,-139505.7700,-132098.5734,-133759.6074,-144477.9629,-144528.4782,-138480.1892,65467622.5961,65446491.3794,65468803.4265,65479319.2104,-137925.9090,65477467.1612,
3600.000,-1419.1899,5370.9575,-1570.0165,1732.5116,-757.8868,-5176.1102,6599.7014,0.0000,3815.9184,3087.0425,1963.6406,-4999.6377,-4125.5777,3394.2057,2998.7192,-1265.7921,-5248.1905,1238.7925,-5000.9235,220.5904,-4737.3934,3145.8547,-3835.4749,-3960.7917,470.8920,236.3052,1470.9079,-707.1921,-6891.9839,6017.9281,4302.3023,4538.9325,-6308.9417,-6541.6917,-6695.8628,4148.4695,-3940.7165,5980.0541,5478.2492,-395.8634,3819.5249,-5807.3916,4403.5791,548.0964,-601.7830,-4645.4753,4224.9782,-6171.1973,-130.8322,4806.9360,2506.4435,-349.4032,-1038.1541,4866.7936,5295.5949,-2820.9422,-5822.5147,-3179.7663,-1706.9939,4290.1575,-4053.6362,3167.5013,-3649.2303,3817.4540,6774.1234,-4959.2087,3484.3896,-3536.5671,3381.2664,2786.1502,-2763.3649,-1231.2264,1192.6304,-6287.3381,2609.8437,-5399.3005,4931.4875,-2752.8319,6662.3640,-2872.9706,5573.9898,-5415.6013,-4283.6659,-1032.0475,6433.8040,-5910.8622,-4825.6198,6069.0564,5894.7208,5682.1035,-3912.7520,4093.2398,-2446.7360,1360.6107,4132.6936,4282.3749,-119.5371,-2547.6979,-1803.2730,-2207.9525,366430.2653,388080.9750,366806.2925,366418.8071,371134.9665,369099.7333,374697.1323,373119.6880,123397670.0982,123423014.1559,123434144.9308,123413924.4725,371429.3390,123416097.3419,4363.3326,-3998.5864,6208.6031,3035.7757,-4477.0220,-680.3936,1471.9134,0.0000,-1550.9746,4056.6446,-4116.8378,1099.5865,4114.1367,-4644.0582,-3269.6409,-24.1197,3003.6904,-5779.4278,4179.3835,-4560.5259,-2558.1173,-5338.8666,-3871.8646,4597.4448,4084.1988,-3062.3470,-6265.6798,6283.5587,577.4393,-3147.5620,708.4200,4553.5483,2628.3945,-875.5102,-1342.3592,-5417.3739,-4829.0163,-1873.4480,-101.3365,-6825.8166,-5490.9032,3448.8822,-2552.3887,-6544.0438,-4982.4801,2900.3465,4551.6595,-893.7823,-6910.9817,2428.6666,-6475.5112,-5085.0330,3723.8306,-4451.5868,-3140.8169,-4504.3908,3200.7200,-4781.5506,-5193.3315,331.1592,-3720.3896,-4474.7129,-2788.1234,5092.5850,-278.1696,-1418.5284,2744.9230,5606.8218,-3819.4548,6291.4417,5187.9900,-6627.5543,4127.1481,720.9965,5083.4990,4228.7568,3663.6317,2547.9198,1467.5913,3087.6799,3611.7675,-263.8786,4368.7041,-6645.1174,-457.0559,-3556.5356,1571.8090,390.2108,-3163.3453,105.6116,4018.4408,-2382.3331,4956.5749,-6479.3153,1768.2682,-2061.3121,5490.4836,-6349.7286,4164.8589,5282.9904,-72877.3124,-88173.1773,-86812.7822,-82231.4964,-89770.3497,-87287.2156,-81612.1286,-82407.5285,222310493.3202,222308269.6779,222300468.1385,222310671.2556,-82804.6986,222314861.9569,-5065.8044,724.7307,2670.9337,-5988.9925,5205.2940,4545.6852,1524.1191,0.0000,5430.6594,-4689.2079,-5206.5327,-4509.4086,3682.6184,3769.3878,-5313.5214,6817.1079,-3435.6261,3583.3881,2123.0478,-5201.9556,4170.4411,2951.1891,4276.9382,-3367.7763,-5420.5528,6230.5791,-2526.8595,2783.3868,-142.6475,-912.0792,-5418.5744,2394.0061,1159.2373,-2138.6779,-1114.3658,1274.8097,-2999.1653,-2937.3920,4211.9795,964.1794,-1337.3442,1488.5896,4597.7246,-2236.3474,4638.1258,-4077.1582,-3085.3487,-2795.8187,-66.9361,-4342.3233,357.1906,-4705.3806,5768.0804,1724.2261,3051.1622,4295.0119,-1356.4902,-3684.6567,-4275.1759,-5342.4188,4186.3883,-4247.9502,-5175.6866,2450.7365,1357.9379,4626.7382,5333.5791,1819.6366,4689.4533,636.5574,-3513.5724,1619.4817,5178.9809,-2799.4504,3968.2465,784.0313,3169.0845,-5859.1946,1229.5658,-5389.8941,-1998.5849,-4299.2326,-3271.1449,-1695.7974,-2211.5687,747.1393,-4566.4779,-3377.9967,321.3086,-3945.0242,4017.1474,4924.0104,4164.5565,-2016.0982,4989.1565,-5037.6857,4145.1805,335.2411,4911.5350,-3928.4975,-135913.4493,-139751.3613,-139613.0325,-135033.9209,-133374.5205,-143101.1372,-147378.1211,-138781.3146,65445658.2886,65423131.3301,65441326.3312,65459717.9993,-139072.8612,65453321.9871,
7200.000,-3329.1859,-2744.1067,3737.9018,1692.3472,4409.0594,5955.1986,-5267.4493,0.0000,-2451.5881,-5793.0260,2431.7257,2651.5368,-39.9120,-2235.5916,-1226.2745,3034.8739,1542.6582,2123.9767,1317.6715,2887.6545,4939.0535,-1710.5171,6444.8196,109.4259,-4991.9633,3760.3965,1405.7564,-2046.4929,5291.0657,-4134.5279,-6831.4629,-6160.7909,3691.0923,6626.1844,6131.5171,-1095.9659,5471.7845,-2605.6619,-2636.9601,1911.4774,-129.4547,2820.5467,-2483.6199,2371.2192,4678.6757,135.0731,-6203.6632,3504.0195,1772.8136,-6835.2871,-1417.8812,4222.5534,459.9820,-1008.5243,-4654.4328,5475.5684,2242.5553,5071.3398,4735.5933,-5420.1955,6283.0925,874.1994,6500.7491,-5777.0885,-6001.1836,5092.6037,-3269.3407,1877.9755,-610.4620,-3671.6953,-1394.3722,3258.6391,-5242.7816,6305.5059,-5336.0728,3548.3285,-6321.2368,-1878.7824,-6454.5285,378.9476,-6534.8186,2819.8129,483.5244,3125.6356,-3661.2324,6220.8198,2280.2647,-6772.4597,-2492.2038,-6648.9614,3107.3859,-3589.6059,-1681.5092,219.5665,-3652.6589,-707.9801,-3239.4104,3646.3221,-3627.3643,1418.5447,370460.6320,396330.5872,374474.1205,375942.1968,379927.4819,378330.2052,382339.7172,378304.2625,61583723.9480,61607051.7132,61622433.0036,61609738.1745,379865.9401,61602822.4367,-3539.8649,4673.8871,-5237.1078,1293.4134,2003.5796,-2738.4505,1445.2009,0.0000,5607.1187,-1045.6186,4158.4792,-5075.1751,-4150.7161,6493.9719,6327.8522,4607.7065,-2383.7415,3572.1042,-4235.8065,5891.8334,-2129.7717,6470.5844,2034.4804,-5068.5848,-2762.8088,713.2961,4185.3094,-3807.3816,-2096.2971,4155.0194,-172.8014,-2641.2023,-4205.4862,-1360.0592,-354.3823,5466.3655,4009.0253,3421.6230,3254.7979,5752.8510,5279.6406,-3986.1752,5950.1485,4667.2232,4249.9899,-4181.6652,-3062.4117,-2273.4275,5306.1042,-916.7475,4769.8703,4136.9930,-6655.0823,5064.8422,4864.9486,4098.0717,-3960.2216,591.1754,2441.3423,3369.0253,2888.6578,5241.1224,990.8747,-3290.2270,1762.8796,-2614.6422,-6083.9747,-6055.7316,6284.9887,-3808.7609,-3857.2682,5768.8105,-882.6716,-2375.9492,-4356.2039,-4806.3029,-2586.6760,-2506.3332,770.6462,-6276.8219,-1594.9163,-3110.5028,-5044.8717,5861.5106,3476.2397,1255.8704,-5353.0709,-281.6293,4071.7140,1889.4622,-6167.2615,5671.8055,-5003.5800,6496.0872,3515.8409,4583.1751,-2671.0775,4240.6293,-3497.7097,-538.3683,21655.0821,11425.9634,10259.3192,14447.1817,6259.3469,9115.5912,13673.4103,12176.7397,246753429.4305,246754472.9508,246751619.3852,246753007.1477,13130.2526,246758698.4888,4790.3879,3990.4331,2594.3343,6589.3529,-4942.6241,-2254.4618,-4278.0936,0.0000,-3027.8442,3633.0860,4953.5192,3693.1145,-5514.4004,453.1558,2499.9267,-4219.3478,6339.0024,-5534.3026,-5233.8137,2176.9510,-4193.3802,1533.4409,-1558.4528,4723.8760,3687.2316,-5809.8315,5307.9872,-5399.0222,-3936.5441,-3557.7213,1263.4786,1469.5313,-4101.4938,-1540.5361,-3188.4636,-4146.6167,-1339.8708,5408.9280,-5509.8478,3301.6981,4307.9572,-4905.4175,-2369.5886,4537.2075,-2621.9422,5382.0227,-440.1527,5389.0212,4052.4774,473.7028,-4857.1988,3612.1291,-1963.0671,-4458.2103,1387.8755,-147.1087,5016.1211,4512.0873,4430.1020,2494.7652,-296.0264,4440.3330,2127.4798,1536.5952,2944.9360,-3922.9399,-706.4015,2665.0622,-2877.4902,-4451.1748,5470.6796,2037.5785,-4143.8883,-1564.7755,-1038.7427,3453.7277,1092.9497,6200.4532,2401.2442,2679.5984,-1692.1645,5485.2429,4722.5399,-1995.9814,4571.6311,2796.6546,3554.3471,-1549.1381,-4703.7619,-140.4186,17.0508,-1324.5851,-4491.6067,-2373.8465,-4427.3079,5128.1748,-5464.5805,3948.4860,-4412.4634,6761.5626,-136667.9903,-141042.6301,-139564.7218,-138909.1047,-133476.0995,-140795.3637,-149489.6595,-140193.3229,65424160.6927,65400270.9425,65414198.0575,65433850.4938,-140209.0048,65429147.2070,
