sl_10_86400_20250213 Coordinates.csv
2025/02/13 07:47:00.0000 UTC

Generated: Tue Oct  8 16:58:04 2024,
Start: 2025/02/13 07:47:00.00, Stop: 2025/02/14 07:47:00.00,
TIME_UNITS,STARLINK-5825 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-5797 - X-Coordinate,STARLINK-31066 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-5797 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-5797 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6287.8101,-2178.3016,-678.6195,3896.9207,2173.0870,452.6485,1833.7660,135.7357,-1807.4406,5313.2779,107447.4332,80390.2415,90794.1544,96600.7236,88557.8692,92205.0394,94077.1977,94617.4395,87481263.4066,87469780.5459,87463160.8261,87496906.5812,94527.3357,87488720.9509,2353.0530,3684.3941,-5671.6700,5624.1403,-1052.9660,6793.1846,4199.6378,4094.4603,3266.5403,1566.5791,-375901.8127,-387352.7744,-369907.9445,-369464.9204,-371310.1357,-370611.0437,-378928.0259,-373490.6449,-49425609.8469,-49447552.0756,-49442309.8775,-49442399.6215,-374446.6219,-49440144.5889,1802.4169,-5440.3896,-3579.1118,-534.2035,-6525.1910,-1230.8659,-5181.2601,5447.0765,-5872.6784,-4180.5893,87291.9056,83422.8348,81837.1786,89723.9035,87539.2672,76825.5017,77258.8496,85179.6227,49481305.9843,49462414.6081,49490271.0383,49486914.7020,83624.0314,49493574.1087,
3600.000,5782.9661,-582.1882,3126.4101,-4987.0869,-29.2692,-2191.4576,-5214.1799,-4505.6738,-2602.2259,-4657.8732,199768.0071,175187.5004,183275.0009,188262.2095,179521.5638,182774.0443,185711.4628,186123.9623,97351743.2377,97344705.6673,97335442.4754,97365911.3869,185863.5870,97358664.3698,-2274.6328,-6217.1413,5820.5049,-2686.8942,4918.1843,-4516.0435,-3998.3524,-3990.1692,-1790.5261,2463.4026,-335796.9376,-354262.1512,-333552.2429,-334676.0630,-336144.2757,-335096.0334,-342635.8781,-339744.1095,-25024378.4868,-25048982.7099,-25049335.3929,-25035164.2106,-339060.1267,-25039675.2893,3105.2513,2966.2152,-1325.1439,3864.0094,4903.2639,4751.1702,2134.5385,-3223.7609,6182.5964,4499.4299,86046.3631,81734.8681,81271.4463,86504.8425,87640.5468,77733.7947,73943.4551,80502.1614,49498659.9021,49479108.6397,49503285.6049,49509694.0484,82103.0203,49510299.7618,
7200.000,-2169.3171,2252.5335,-3953.6118,4869.6400,-525.9291,4350.4329,5989.1939,6103.9590,6105.3584,3422.0967,278471.8450,258562.8962,264166.0172,268191.8659,259069.3420,262297.2945,265094.9623,264982.3217,100549547.9693,100547111.1459,100538241.0272,100555433.1440,265466.1828,100556426.9493,2128.5861,6403.1485,-2036.7799,-1733.5637,-6914.6615,714.1040,2627.8791,2695.2411,1529.5883,-5649.4281,-273595.8667,-298242.9730,-275773.2628,-278501.8708,-279248.2012,-278592.8719,-284326.2899,-281464.3027,1111963.5773,1086528.0948,1080142.6350,1100590.7598,-281766.4706,1095689.7238,-6260.1626,1331.7886,5052.5461,-4519.6891,-482.3877,-5337.3599,2230.1958,-1432.4865,-2959.0240,-2123.5090,84716.4447,80043.7299,80921.7206,82326.2060,87236.3220,79555.5711,71358.7630,82313.8261,49516776.0053,49496201.7685,49516526.8245,49532353.6129,80575.1562,49527033.7778,
10800.000,-2377.6059,-3347.3163,3975.6079,-3774.5560,676.2025,-5911.3876,-4515.4583,-4621.5214,-6485.6486,-1405.2436,338496.0322,325041.5751,328310.4953,330118.0610,321964.2124,327765.5098,327104.4638,328642.3808,96850606.7512,96852252.7183,96846595.8884,96852115.5556,328178.3278,96857979.8279,-3057.4798,-3660.2597,-3208.1876,5363.1799,5455.1599,2492.5153,479.0356,437.5546,-1497.2689,6613.1819,-193637.0792,-222901.1881,-200225.6716,-206068.5103,-204051.5129,-205333.4266,-207975.3593,-206045.8193,27191407.4947,27166899.9230,27155359.1283,27170347.7120,-206197.3956,27174214.7138,5762.9538,-4827.2144,-4398.1899,2012.0076,-4264.5577,2577.9172,-5217.1271,4992.0532,-2021.8556,-1556.4521,83314.1435,78351.8475,80472.4005,77448.3404,86341.0229,81363.8341,69438.3766,77349.1601,49535564.7719,49513760.3065,49530103.2287,49548773.9644,79040.5759,49543776.1417,
14400.000,5058.6317,4406.3247,-2895.2241,1528.8926,-1920.8051,5377.7182,2297.5022,1853.3342,3833.8855,-1472.0064,376077.9140,370226.5853,371583.3189,368593.5391,364040.0970,373678.8355,367842.5404,369625.0620,86503924.7479,86508498.4180,86508165.5613,86510164.1480,369917.2986,86512229.4969,4343.4572,-583.7435,6082.7485,-6418.2932,-1493.7071,-3977.4220,-4294.7778,-4436.8035,77.0100,-5251.5259,-101344.9181,-133126.5311,-111658.5634,-120821.0909,-115256.2939,-118402.5042,-118628.3571,-117690.3215,51424614.1749,51402466.0176,51387733.0879,51396167.9453,-117172.3853,51406818.6984,-1975.2313,5290.3166,-108.6391,1879.0330,6500.2483,1761.3114,4893.7816,-4848.0415,5787.4099,4274.1161,81847.8716,76662.3735,79632.7761,76719.5073,84947.7726,77393.1223,68157.7663,79227.6061,49554893.6574,49531865.8542,49544123.9081,49560782.0908,77499.4168,49560526.8385,
18000.000,-4838.2241,-5052.2578,-83.7717,1865.2106,4254.3127,-2214.8278,-465.3167,518.4421,-403.7628,4634.1410,388970.9449,391091.5718,391128.1532,385127.3263,382481.8054,392751.6312,384843.8114,387828.3734,70214809.1436,70220667.7778,70226690.5631,70228782.4389,387940.8745,70224269.6628,-3997.0717,4028.0592,-5006.7279,4858.0789,-2275.1416,4206.7159,6731.4848,6718.6257,3038.3827,2652.7614,-2863.1021,-34779.8763,-15653.3737,-25582.5306,-18507.8982,-21425.1667,-22066.8819,-19594.8657,72147716.3111,72128778.3973,72113510.7589,72119109.5066,-20391.3526,72129809.8289,-3003.2471,-2480.3149,4499.6823,-4479.4661,-5011.0477,-5031.0051,-1511.5732,1062.2261,-6246.5339,-4432.9379,80323.7483,74979.6599,78214.9753,77724.9144,83023.2523,72237.5053,67528.3466,74380.8642,49574595.6779,49550618.6005,49558703.2165,49572459.8912,75951.8164,49577285.8534,
21600.000,2963.1837,4059.1022,4195.1376,-5245.5573,-5779.2999,-2178.2433,-1143.0945,-2242.6665,-1605.5014,-6667.8142,376560.6757,386183.2452,385551.8580,377917.1828,376037.3911,385511.2050,377202.4469,381543.6690,49096758.9995,49102046.6429,49114174.4186,49116087.7918,381028.0775,49107327.0499,988.7889,-5269.5700,1716.6515,-1986.0617,3820.9516,-4067.6690,-6193.6585,-5411.6978,-6028.5019,11.5729,95352.1834,65685.1765,81681.8596,71947.5403,79982.6543,77499.7073,75591.3013,77077.1470,87936581.5337,87920927.9979,87907975.1046,87913634.1123,77930.4427,87919102.5604,6199.0211,-1904.0017,-4989.7150,3944.3816,579.7402,5143.8654,-2853.3442,3491.9770,3061.8856,1900.0793,78746.3314,73310.1569,76184.3501,78313.7071,80497.2093,68032.2021,67599.9047,75922.5539,49594480.2229,49570139.1629,49573965.0907,49585427.7090,74397.9125,49594053.1713,
25200.000,-1553.5955,-916.2425,-6523.7784,6780.8723,4523.0045,5462.3075,3071.7146,3908.1100,1827.9285,6342.9549,339874.5171,355717.1898,355059.7605,346673.5794,345167.8972,353138.4154,345611.6404,348531.0613,24595308.6591,24598344.9668,24615029.9677,24614919.3494,349562.2680,24606676.1759,3429.7686,4603.6685,1255.7860,-814.8824,-3258.3338,3708.0935,3029.2255,1230.5525,6444.0005,-2179.1581,186951.8723,161642.4030,174072.6313,165107.4327,173841.7849,171325.0766,168354.9952,172171.0178,97704683.5666,97691539.0771,97683386.7619,97689759.0626,171461.8521,97688076.5349,-5850.8999,5072.0790,1113.4935,-679.1354,4141.6339,-2077.2894,5390.3567,-5462.0615,1849.6423,1757.3866,77119.0596,71664.3110,73668.7985,78375.7342,77238.8917,64677.9493,68469.3440,71581.9364,49614345.3993,49590564.1161,49590046.6785,49600353.5715,72837.8432,49610828.7774,
28800.000,1334.6506,-3297.3136,4733.4496,-5298.7863,-497.4645,-6112.5832,-5142.2610,-5117.8495,-1784.8979,-3602.3383,281486.4848,301553.1263,301498.7987,293019.9694,292234.9358,298072.1439,292351.3829,296856.0168,-1610956.4353,-1611215.1124,-1592637.5293,-1596252.9439,295510.9164,-1599276.7397,-6495.7135,-3316.4287,-3024.2923,3094.2500,2420.2691,-2273.8291,800.6858,3030.7917,-3513.1306,4004.2776,266098.6826,246729.7903,255488.2802,247756.4632,256875.6463,253803.5832,250981.5775,253769.5924,100777853.8960,100765717.3613,100763931.7483,100769346.3399,254163.9764,100762352.9062,2083.3527,-5103.6430,3713.1406,-3079.2459,-6504.1808,-2312.5099,-4556.1439,3334.2035,-5735.6096,-4376.4023,75444.5295,70061.2079,70924.5256,77933.0845,73021.8213,62055.2018,70253.0954,72420.9089,49633991.1046,49612022.3998,49607099.9970,49617682.8419,71271.7465,49627612.6566,
