sl_20_86400_20250218 Coordinates.csv
2025/02/18 07:47:00.0000 UTC

Generated: Tue Oct  8 16:58:19 2024,
Start: 2025/02/18 07:47:00.00, Stop: 2025/02/19 07:47:00.00,
TIME_UNITS,STARLINK-30854 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30854 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30854 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,4197.2274,-6434.4988,4769.2518,11.9882,3083.2664,2729.6028,5122.7156,5350.8495,-6600.5207,2701.8118,682.6870,1638.4902,-4667.0345,-1568.1185,6012.9834,-5866.1596,-3530.6906,-4050.9340,-2973.5294,-3604.3165,385824.2021,383044.0103,389846.4860,382305.5331,383610.5931,385757.0202,383077.5305,383633.4134,-38564413.0946,-38497285.6841,-38530770.4516,-38538278.6742,383887.3170,-38544155.7960,-3776.6860,2185.9203,-1103.2788,5812.4660,4722.4770,6176.7612,4598.5350,-690.7283,1671.6570,-6040.9890,6817.4195,6186.2257,4757.7440,5993.6932,-3240.5952,3484.1972,2189.7673,5222.7499,5320.1528,-1805.1859,40105.6820,44589.8177,41177.8634,34424.3168,42713.6981,39888.2147,40343.5745,40206.1747,98034413.5999,98027251.7720,98029467.4065,98026298.3284,40804.8885,98031764.4545,4015.5755,1280.8157,4767.9060,-3795.6197,4031.5989,911.9023,838.4569,-4179.0102,1127.7187,-2050.4328,923.8728,-2065.4440,1534.4453,-3123.0338,40.4531,-152.7914,-5309.4517,1848.1515,3057.5269,5370.4185,-121672.7599,-120391.6399,-122651.9291,-113909.0760,-122814.6433,-130811.6433,-118881.0467,-119499.8996,51714983.3613,51717271.2101,51695010.6603,51719191.2217,-121210.3079,51714916.6227,
36000.000,-378.4377,5228.7549,-1280.6728,-2784.6596,-5831.8913,-4589.4155,-5895.4848,-5229.0599,5349.3880,-1185.3873,-2117.6294,-3505.2655,2859.3328,-746.5610,-3285.1854,3136.8421,-259.6617,340.3359,-1419.5865,5518.8171,360239.0786,361561.5969,366506.3135,359488.6252,364640.2621,362516.8538,361757.5897,360690.6926,-62712672.2477,-62645464.5700,-62682970.2064,-62681293.4630,360873.1611,-62692543.4431,5189.6469,-3377.2959,4370.7350,-6323.0639,-3605.8710,-4047.7281,-2417.5768,4261.5383,-2982.0911,6424.3737,-5682.3549,-2241.8612,-5413.8879,-6884.1012,4752.9633,-4918.6096,-5567.5834,-5205.7289,-4791.6279,-2567.9624,140470.1384,142665.3913,134684.3886,129854.2875,134881.7395,133938.4427,139749.8612,136341.8374,84700380.7615,84706475.8211,84702046.2704,84698500.8905,135880.5238,84698909.6485,-4590.2522,3011.1069,-5107.6235,623.6255,-1076.1640,2996.3784,2730.4460,995.0091,3179.2604,-2302.5899,3316.6279,5271.5039,3046.4040,-380.2792,-3649.4414,-3543.7190,3777.1199,-4468.2692,-4648.7347,-2862.4181,-121451.6869,-121199.5798,-124637.2455,-115055.6613,-123263.0173,-131837.6685,-122627.5511,-124189.4083,51735764.5202,51732537.4487,51711867.0745,51731866.9833,-122500.4414,51732594.7218,
39600.000,-3129.5871,-1505.7138,-1643.6013,4348.5352,6310.1894,4978.5334,5000.0178,2740.0684,-1539.2636,-1446.3732,3643.4746,4833.4981,1104.9652,2846.4983,-1248.3164,1409.6935,2769.7246,3914.9508,5393.6117,-4437.4587,309325.8962,315512.8683,319732.1906,313351.9370,320170.1410,316699.7890,315332.6462,315235.1570,-82579462.7169,-82515998.0021,-82556209.8296,-82550099.5599,314741.7510,-82559961.0957,-5711.0497,3991.4222,-6408.5394,4556.5328,1369.1649,-367.8967,-1148.9090,-5516.8959,3924.2670,-4312.1729,2073.3301,-2741.9739,3992.9189,5170.6209,-4936.8726,4861.8339,6056.1639,3990.0286,3151.3824,4534.8687,226926.8946,231246.0018,219226.9040,216396.4947,219669.7974,219067.6516,226890.1624,221799.9819,65548229.9232,65567088.6108,65553782.4899,65553716.9842,222005.3972,65547728.0545,2371.3632,-5450.5778,1724.0479,2900.1318,-2548.3509,-4647.3125,-4674.6165,2920.9891,-5472.0874,5212.5140,-5505.0181,-3790.7415,-5449.2876,3630.1081,4543.2097,4565.1752,1023.7398,3974.9034,2730.3204,-2228.2508,-121726.5245,-122276.3066,-126040.1195,-116717.3248,-121990.4260,-132196.2326,-127511.4425,-122032.7723,51756346.7535,51747810.2739,51729670.7503,51744651.4640,-123780.7908,51750279.1783,
43200.000,5058.3759,-2773.0064,3178.6659,-5028.2968,-4814.4410,-4169.4166,-3295.1573,1572.8869,-2702.8361,4656.9621,-5120.4136,-4063.3241,-5222.6819,-4806.9582,5118.0600,-5301.5545,-3836.3340,-6499.1533,-6669.8099,6.0434,239327.0501,248160.8086,252636.7038,246915.4153,254753.5660,251200.3290,248537.1129,247859.4531,-96799330.5483,-96743052.9092,-96783496.8755,-96776920.4188,248514.4755,-96780786.1985,4570.5102,-4479.8049,5319.6140,-891.0915,1871.5322,4628.6383,4780.3599,4738.1885,-4722.3083,1368.1973,1911.1010,5242.9940,-2064.5846,-1704.7329,4012.9960,-3706.5243,-2486.8101,-2086.9729,-737.7967,-4120.2387,296139.7112,304983.0841,289477.9459,288512.1478,291112.3047,290071.7680,298170.6384,293414.6254,41887103.9818,41917060.8740,41892907.8710,41896375.1674,293670.8997,41887143.6338,1261.5920,4472.5326,2887.4736,-4703.2505,4622.5186,2755.8116,3783.9271,-4652.6185,4239.1708,-4945.6227,4226.5956,-1099.4408,3897.4133,-4705.1242,-2094.6921,-2180.5497,-4954.4186,-743.9137,1225.3552,5302.6646,-122305.0472,-123464.7195,-126827.6116,-118964.4030,-121121.8292,-131837.4075,-131428.1539,-126669.5335,51776542.3786,51763101.7116,51748584.0722,51758869.6822,-125051.2528,51767969.9760,
46800.000,-5354.9305,5378.2712,-3977.5998,5013.1207,2475.6274,2048.7487,1331.2924,-5494.4887,5166.6453,-6664.1957,5401.1599,318.0074,6820.2686,6006.9003,-6338.3716,6437.5386,4112.2758,6139.0340,4749.3988,4922.3054,155262.1856,164052.3991,169564.2503,164518.1056,173082.2221,169954.4469,166311.3613,167102.9072,-104393098.9782,-104346711.4912,-104383746.9511,-104378751.5481,166495.4826,-104375587.1367,-1487.2662,4292.0064,-1247.5292,-3079.9547,-5148.2841,-6387.4364,-6778.7333,-2841.0140,4570.2742,941.6315,-4308.5485,-4490.9918,313.5306,-1850.8809,-1678.3435,1294.2187,-2772.3981,-578.6064,-2393.3371,2758.5342,344756.3271,359127.8803,341054.4628,341719.1306,344007.3576,342662.8871,349881.8247,346961.6446,15336242.2964,15374679.5377,15338583.9973,15343779.7480,346312.1919,15336288.9345,-4153.3126,-729.2086,-5426.7781,3666.5353,-3946.4685,1211.0795,-632.3279,2863.5237,-311.3875,1619.4445,-324.7874,4983.9831,448.0342,2918.8164,-1921.5697,-1858.0388,4551.8358,-3023.5399,-4276.8487,-3662.2846,-123058.2926,-124712.6427,-127129.0536,-121927.7608,-120764.3924,-130664.1387,-134478.3709,-124721.3058,51796189.1612,51778423.2841,51768766.7038,51775124.1260,-126311.7245,51785667.0985,
50400.000,4606.5885,-5484.9607,4417.8747,-4043.2632,-125.0670,1421.5692,1002.7742,6726.5405,-5221.0786,5935.2374,-3318.1904,4521.3229,-4848.8514,-5502.0959,4768.9632,-4646.4826,-3276.0651,-3392.9631,-1130.7957,-6551.6782,62701.0230,68759.7387,75818.9673,71585.3821,80594.7052,77444.0002,74125.0812,73660.1869,-104835252.6825,-104800469.0822,-104829585.7919,-104826098.2483,73991.4117,-104818574.2758,-2528.1945,-2361.2851,-3329.2119,5621.3331,6879.7187,5118.3554,6212.3757,358.8786,-2381.5449,-2353.4509,4727.0728,2262.0593,1770.8948,4175.3608,-1896.6103,2186.1120,5885.5371,3696.4231,5328.1821,-811.9941,370401.9275,390141.8644,370745.6748,373096.9700,374692.7883,373748.8528,379180.2314,375495.4729,-12285846.5664,-12242173.2814,-12289722.0021,-12284873.4663,376598.7922,-12286294.1724,4513.8496,-3496.5209,4012.4668,-448.2428,885.7295,-4276.6666,-2924.4313,1067.0774,-3842.4378,2674.9396,-3808.4097,-4437.8049,-4494.4936,611.8227,4498.0247,4483.9086,-207.0170,4675.2692,4096.9636,-1274.8656,-123929.2875,-125996.0257,-127201.3610,-125833.6020,-120895.6377,-128560.5695,-136781.4534,-128909.1363,51815160.8206,51793786.2273,51790332.2831,51793862.1764,-127562.1038,51803370.5293,
54000.000,-3292.0368,3957.3712,-3768.5209,1630.8274,-2016.9322,-5022.5283,-3633.6067,-4687.2200,3845.4097,-2568.7949,-721.8700,-6722.0234,850.9912,2816.8350,-1840.7415,1451.7951,352.0012,-16.1145,-2179.9607,3908.0440,-32433.0721,-31451.9154,-22635.5489,-24939.5279,-16645.1581,-22568.9665,-22123.5317,-23078.6087,-98090259.1865,-98067695.6617,-98084245.8074,-98080426.1941,-23032.4435,-98073993.2600,5710.4511,-1288.5655,5700.8246,-6011.8128,-6069.1363,-2123.5916,-3571.0427,2618.5902,-1555.9413,3573.1275,-4074.8670,-6.3748,-4264.3995,-5079.3809,5397.7296,-5507.1824,-5145.9232,-6126.9112,-6409.7780,-2084.8264,372029.8880,395982.7245,376687.4346,382361.2916,381090.3195,381837.7848,384518.5623,383954.1643,-39085931.7044,-39040515.9881,-39096779.2720,-39092976.8238,382644.9337,-39087210.0954,-2162.6245,5515.8163,290.6850,-3062.4253,2682.6052,4079.7336,4695.8831,-4211.4474,5508.6485,-5352.2754,5530.4607,-94.7293,5271.9338,-3795.4584,-3765.3543,-3764.7845,-4340.3736,-3104.2604,-852.2275,5048.1149,-124887.3551,-127301.5682,-127360.1525,-130407.1714,-121501.0751,-126472.7458,-138403.6096,-127548.6962,51833375.2074,51809201.6904,51813250.5604,51815474.6634,-128802.2890,51821080.2522,
57600.000,1254.5001,-2207.6189,1033.6594,1904.4532,4112.6347,6707.2121,5890.8448,879.8228,-2321.7203,-1573.1657,4746.4794,4423.1591,2586.4712,1194.9168,-1057.8171,1564.0851,3883.8962,2731.9020,4217.3262,444.1112,-124193.5890,-130020.1207,-119510.8338,-117354.1472,-112305.0457,-122210.8962,-116401.9437,-117733.1787,-84615327.7464,-84604535.8111,-84604989.9440,-84598945.6876,-118337.2274,-84598942.0435,-6649.8226,5104.9139,-5131.0408,4711.3751,3088.5355,-930.0045,305.4712,-5320.3507,5373.4426,-4805.0192,3287.4834,-2264.0714,5918.8829,4980.3534,-6744.0540,6637.0911,2082.9835,6265.9501,4411.5979,5126.3232,350020.3092,376250.4415,358488.6327,367898.4284,362767.5087,364994.2050,365778.6331,362717.7320,-63225797.6867,-63182012.4975,-63241720.1616,-63236041.9454,364126.4320,-63227990.4916,-1519.4249,-4120.2668,-4407.0199,4713.0591,-4664.7761,-802.4545,-3656.3380,4166.0077,-3667.0916,4721.9246,-3813.3141,4520.2147,-2264.0177,4664.2939,231.6956,205.9986,5087.4111,-637.9261,-3051.7177,-4333.3416,-125913.7971,-128621.0088,-127895.1378,-130793.9803,-122587.6027,-130160.2591,-139369.2296,-130943.1211,51850799.6219,51824680.9268,51837183.7078,51839661.3620,-130032.1790,51838796.2508,
61200.000,1583.7989,695.7755,3133.9165,-5299.8895,-5747.9036,-5081.6762,-6507.9357,2548.9652,841.5747,4370.5487,-6556.4024,401.0633,-4113.7467,-4781.1643,3355.9319,-3729.9283,-6536.4265,-4364.8676,-4988.4754,-3422.8101,-206955.6062,-220508.1299,-208570.5618,-203499.5654,-200197.0348,-210699.2644,-202882.4802,-206863.5106,-65329402.9620,-65329021.1290,-65312520.8067,-65307932.6352,-205811.9796,-65312393.6724,5229.8133,-6880.2883,2951.0061,-2733.7883,570.3602,3322.5692,2364.8630,6249.2328,-6829.8961,5235.3647,-2174.6656,4561.1873,-4911.2690,-4219.8434,4836.9580,-4518.7582,817.9764,-3558.1492,-77.8458,-5779.5108,306152.7824,332214.9995,317295.3393,327735.4474,320930.8756,322866.5463,324267.8298,323539.2210,-83048289.0466,-83009074.1955,-83065096.8059,-83051507.5969,322296.8599,-83051205.0429,4259.0167,131.9666,5305.2881,-3553.4548,3834.4517,-3103.0778,392.2150,-997.6443,-549.3304,-1215.2882,-317.1078,-4928.3760,-2404.8472,-2732.3518,3454.9861,3488.7718,-1426.8997,3917.0852,4642.9228,-276.7705,-126996.2608,-129948.7758,-128992.4494,-129460.5704,-124188.5963,-134983.0873,-139666.7724,-130478.1596,51867452.9314,51840235.4855,51861355.0577,51862404.2573,-131251.6735,51856518.5086,
64800.000,-4684.4765,1058.5895,-6365.9444,6907.6681,6016.4832,925.0651,4726.2945,-4493.3278,1163.8934,-5034.7417,5471.2812,-4071.7578,4176.2185,6401.4784,-5008.6611,5056.2323,5071.7287,5129.4900,4610.6062,4173.6746,-275739.9850,-297022.1643,-284042.0965,-277333.7546,-274699.8844,-284365.2160,-276278.0183,-278347.8492,-41550499.9666,-41558485.7073,-41527799.7558,-41532943.3362,-279865.6042,-41532524.0196,-2544.6356,5601.1299,-797.1957,597.6987,-3382.3854,-4903.1457,-4024.2265,-4207.7856,5194.9211,-3638.2179,27.5993,-5269.3661,1032.0505,2521.4717,-656.5693,167.2903,-2733.0866,-795.3149,-4208.3830,2527.7541,243484.4729,266731.2088,255763.2418,266152.3749,258325.2130,259905.5053,262604.0110,259016.4133,-97191028.3983,-97158669.1273,-97203953.5684,-97186167.6920,259902.3269,-97194251.6057,-4441.3654,3911.3436,-2378.2940,240.3869,-726.4326,4634.3758,3084.8939,-2941.6273,4386.9593,-3066.4567,4220.8884,913.1175,5310.5828,-873.8633,-4603.1921,-4584.3827,-3499.1880,-4498.9654,-2759.3838,4615.8283,-128126.1282,-131280.8666,-130684.7320,-128530.6917,-126374.3998,-138838.1011,-139246.3042,-132825.8809,51883404.3470,51855877.4103,51884710.1104,51878465.3262,-132460.6726,51874247.0092,
68400.000,6657.6650,-3486.5422,6359.1026,-5922.9416,-4127.4366,3350.6865,-1043.1212,4983.0729,-3875.8797,4276.6877,-2703.2848,4769.0305,-3764.5151,-5699.9931,5429.8624,-5112.9574,-291.3731,-4775.1432,-2662.0341,-3719.9411,-326495.1024,-354593.6986,-341029.6010,-333507.5660,-331182.6288,-339352.7869,-332149.9750,-337512.1491,-14905653.3750,-14919550.4064,-14880444.7918,-14894390.9305,-335784.1998,-14886618.6078,-181.5550,-2249.3166,-1038.1390,1671.1160,4804.5215,5309.0571,4977.5173,-134.8298,-1774.1959,-15.9857,3203.2564,2685.2268,3647.0138,298.0877,-3419.2485,3924.3027,4065.7810,4527.4257,6162.0826,2805.9407,166150.5976,184048.5915,177910.7270,187597.2023,179042.8958,180801.2655,184475.5883,181421.3886,-104680015.1014,-104656024.5227,-104685898.4968,-104674835.7606,181000.6832,-104683013.7799,1919.6808,-5540.3049,-2298.3180,3194.0886,-2841.0458,-2664.9171,-4723.2369,4645.4477,-5435.5550,5436.8724,-5505.7021,3896.6650,-4403.4124,3928.0448,2333.0737,2227.9632,5355.8330,1946.4386,-1216.7722,-4852.2572,-129297.1580,-132614.2532,-132842.3677,-128111.3820,-129275.8883,-141826.0508,-138010.7633,-133455.5422,51898768.9400,51871619.4551,51906414.6233,51891184.4429,-133659.0769,51891981.7362,
72000.000,-6285.7076,5731.4273,-3084.9471,2976.2788,457.5325,-5576.0284,-2882.9290,-4324.9327,6069.4925,-3246.8690,25.1774,-3489.9401,2774.0525,3566.6885,-3769.3327,3205.1887,-4226.7498,2771.6346,-861.3092,2457.9807,-356319.6045,-389500.8300,-375876.5809,-368153.1052,-366519.0861,-372612.7592,-367196.2458,-368245.7515,12780373.4677,12763173.9151,12803836.6563,12789055.5570,-370030.9139,12800283.8981,2347.9409,-1124.1901,3042.3377,-4117.8251,-5089.7027,-3683.0358,-5243.0578,4432.6448,-1367.9605,4158.2572,-6058.6261,2357.8907,-6245.8115,-3744.3334,5451.1144,-5752.4979,-4578.3226,-5972.3253,-5251.6789,-6213.1554,79103.4836,89529.8458,88845.9649,97308.4371,88306.0583,90819.8528,94161.7472,90863.1047,-104996682.7285,-104981781.0912,-104995105.2123,-104996329.9045,90697.0855,-104998948.7165,1742.4023,3696.5195,5282.8758,-4731.1772,4683.2848,-1345.9918,3497.6547,-2865.5704,2981.5653,-4492.5996,3323.4901,-5245.4087,293.4267,-4627.0253,1645.6590,1782.4235,-2571.8836,1936.6933,4259.2884,730.8599,-130504.7192,-133946.5386,-135208.1860,-128180.1515,-133119.2616,-144066.2880,-135844.3189,-134623.0257,51913700.1890,51887475.3255,51926194.0267,51904039.8070,-134846.7879,51909722.6731,
75600.000,3494.5719,-6163.6834,-1186.2023,425.9834,3498.6212,5269.1146,5370.0147,2279.3004,-6012.9332,2143.8667,1717.0696,1650.9734,-438.9435,-1098.3498,-29.6112,652.2730,5571.2450,877.7529,4747.4475,183.0426,-363614.1981,-399507.3597,-386424.9984,-378941.8494,-380178.7150,-382346.7873,-379664.7577,-382077.8546,39610015.9937,39592049.8018,39628189.8057,39621197.0249,-380469.2654,39630391.3518,-4100.5401,3112.4252,-5054.0509,6020.3466,4689.0251,-27.5011,4386.9557,-6335.4147,3105.5061,-6538.5880,6635.8236,-6234.6574,5524.5622,6365.7097,-5208.4075,5114.9986,2874.7718,5118.0149,2667.0757,5378.4434,-12192.1342,-10703.0291,-5607.6110,1207.0793,-7092.1390,-4285.6711,-4721.1786,-5837.2141,-98113803.2888,-98107972.6540,-98106794.9047,-98118878.1944,-5186.8042,-98114985.1631,-4371.8427,428.5763,-4458.6145,3411.8410,-3738.8613,4315.6674,-183.8990,-1092.0843,1360.8645,765.5896,916.1517,1888.4166,4003.8738,2511.5820,-4424.6014,-4473.6735,-2474.6607,-4496.2467,-4115.3893,4021.0967,-131745.3306,-135275.7447,-137466.3591,-128722.5119,-137629.1365,-145625.0134,-133693.8829,-136414.1104,51928380.0390,51903459.9580,51944222.1557,51918338.2511,-136023.7075,51927469.8035,
79200.000,399.4825,3792.6212,3980.9611,-2992.3924,-5991.4707,-3404.0816,-5824.1566,1139.2943,3060.3911,-359.0738,-2995.0655,611.7411,-3176.3102,-1134.5454,4317.8634,-4774.4933,-3884.2043,-4756.8350,-6761.9912,-3914.1949,-348155.1277,-384003.9280,-372138.2152,-365162.5739,-370272.6852,-368156.5406,-367346.9554,-365265.4653,63742930.2647,63726485.4747,63753927.0613,63760296.5560,-366495.8592,63763239.6202,5385.7922,-3860.5339,5547.2741,-6259.6949,-3457.5343,4326.8363,-1891.4047,5238.6605,-3841.6119,6015.5906,-4201.6300,5911.8629,-2696.9271,-6750.6510,3549.8756,-3045.9783,1291.0540,-3005.0159,203.2326,-1698.0765,-102088.5079,-110171.3168,-99337.4572,-94450.4985,-99521.1643,-98560.0677,-104366.4451,-99407.4491,-84497751.9056,-84500338.5333,-84488785.3038,-84505307.3502,-100488.5167,-84497747.0667,4338.7406,-4313.5351,379.5306,-63.9989,533.5767,-4026.4190,-3264.5198,4207.4964,-4855.9664,3404.2008,-4609.0519,3135.4377,-5431.3237,1101.6102,3916.4798,3795.3243,5343.0901,3923.0913,861.6925,-5201.0722,-133016.3719,-136600.1713,-139327.0163,-129745.3657,-137950.7648,-146526.6122,-137318.7885,-136402.6834,51943007.1173,51919589.8504,51960851.4708,51934678.4683,-137189.7382,51945223.1109,
82800.000,-3640.2333,448.2511,-4562.8099,4449.2044,6173.1031,921.4502,4738.8657,-4845.3668,1366.2816,-2510.4870,4316.8637,-3533.6705,6181.6337,3251.1762,-6691.6424,6798.2031,1289.4710,6810.0659,5477.2774,6247.3311,-311086.7319,-344042.1587,-334086.8164,-327732.1658,-334522.9802,-331058.1614,-329622.7611,-329852.4957,83522208.6958,83509200.8904,83526053.4995,83546357.6587,-329074.2941,83541939.8069,-5654.8638,4178.3149,-3207.2570,4146.8297,1084.6633,-6719.2094,-1799.7292,-2390.3770,4298.1656,-3372.0388,63.3755,-1960.3409,-159.2533,4582.3669,-1268.0010,527.9692,-5563.6938,591.2593,-2712.4409,-1788.9419,-185089.2666,-202464.1811,-186362.4717,-183480.2128,-186811.9146,-186179.9025,-193990.8111,-190383.8625,-65076943.7589,-65086782.6325,-65069848.2200,-65082185.0664,-189101.0987,-65075925.3086,-1699.7329,5484.9213,3951.0102,-3345.3516,2967.9826,664.5551,4723.3442,-4169.0071,5216.8361,-5508.3579,5391.9469,-5377.9532,2917.1361,-4071.1963,-528.3635,-287.3428,-3582.0118,-648.1149,3022.8928,1712.5100,-134315.8978,-137918.2967,-140603.9024,-131282.0947,-136552.9417,-146759.5391,-142076.9589,-139281.6541,51957783.8687,51935883.4621,51976442.2040,51953508.2257,-138344.7831,51962982.5788,
86400.000,5234.4852,-4309.3231,3935.1884,-5059.2599,-4554.1318,1811.1802,-3014.8931,6718.4092,-4839.1224,5475.2891,-5264.5106,5663.2969,-6308.8988,-5124.3313,5808.3486,-5462.2399,961.6600,-5815.4287,-1560.7818,-4682.5421,-254835.1589,-282259.9163,-274824.3109,-269113.2974,-276929.3253,-273385.8996,-270652.1555,-270426.4258,97588138.1453,97580026.1780,97586557.9376,97615571.9067,-270668.4346,97606931.4438,4092.3541,-4324.8523,-1332.4391,-332.2117,2295.6038,5744.9199,5274.3301,-640.6638,-4380.9961,409.9517,3491.6796,-2291.7003,2040.0139,-967.4566,-1506.8220,2194.7951,6538.0719,1937.8750,4745.6426,3525.7676,-256169.4398,-281657.2656,-261204.5886,-260191.9571,-262859.4942,-261788.5809,-269863.9521,-264067.8364,-41178569.9026,-41194114.3039,-41176633.1723,-41177290.1328,-265364.5515,-41176941.2691,-1990.3904,-3260.4195,-5437.7045,4725.4669,-4712.0711,3183.8045,-3354.5574,972.9930,-2256.0705,4209.9340,-2821.9753,2796.6670,1682.3290,4560.1481,-3269.3461,-3454.7717,-1320.3151,-3096.7922,-4650.5168,3284.9162,-135642.5173,-139228.6994,-141264.2683,-133403.0504,-135558.2081,-146273.8546,-145866.7021,-138227.7107,51972903.4438,51952361.7085,51991302.0163,51975217.4671,-139488.7462,51980748.1907,
