sl_100_5400_20250104 Coordinates.csv
2025/01/04 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:47 2024,
Start: 2025/01/04 07:47:00.00, Stop: 2025/01/04 09:17:00.00,
TIME_UNITS,STARLINK-6251 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-4187 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-32150 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-2217 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-31813 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-5646 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-1573 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-1137 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-4187 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-32150 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-2217 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-31813 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-5646 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-1573 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-4187 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-32150 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-2217 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-31813 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-5646 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-1573 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5580.1166,-5700.4926,4788.6685,5166.9841,-5478.7674,-6703.5814,-5943.3348,1711.1808,-1359.6848,2710.5002,4674.7721,3342.8577,4261.7471,-3450.4428,-4599.3895,4881.2624,2452.8262,1862.4024,-1172.0580,-2773.1847,5112.5425,-5824.8130,2704.9073,2941.7753,987.1640,-4510.6285,5807.8517,3522.6388,-4958.6952,-3509.4631,-5573.7777,-4476.0991,5324.4499,4183.0560,-1746.0575,4713.1601,2530.8524,4259.9415,-6480.2959,6915.5719,-2412.8191,-5769.2224,-2065.3650,-4419.7543,4504.5803,-4575.6824,-4856.1370,-6797.3559,-4487.1969,-4080.6801,3713.8210,5775.3372,3453.5349,-1169.2288,-5043.4844,-1088.2068,-3732.2633,-5996.4198,6467.1876,5124.7894,2881.0643,3739.2390,5672.8875,-4028.9033,3365.6976,-1656.9081,-14.8529,-3598.0083,-1501.9463,5441.1567,-4380.0522,-5158.6705,-4486.7368,-4533.9991,2342.5184,3459.3185,3430.2784,3585.8802,5460.4716,3820.5907,-4567.5229,5529.6208,-5062.4712,2381.4875,4042.4920,-4921.4267,2479.1393,2387.1938,723.6965,1922.5990,-2941.6539,-5117.7652,2320.7036,3705.6975,306.9176,5417.2555,-4262.9186,-5931.6262,-3820.1393,-5684.7398,204333.8033,181469.4808,188261.9785,193272.9974,185907.2048,189226.9154,185355.0748,189347.3224,10812911.4403,10768709.4473,10786705.2422,10815272.7013,188565.9392,10807938.9043,-516.4303,-2509.9319,4255.0217,42.5402,-1867.0922,-1510.4779,445.1788,-3802.5049,4487.9650,2722.8243,1221.5838,-2879.2154,-4736.2535,5360.6760,4972.2750,3907.8963,310.9252,-1932.2361,2080.5301,4339.1215,-2924.4799,1021.7809,5193.4517,-4157.6335,6437.3708,-1433.6414,-2533.1475,-5141.2907,-1457.1009,2991.7921,2850.0431,5285.0589,855.4343,5486.4416,-6705.4885,1949.9310,-6140.3457,3067.6606,-1875.5902,536.9465,3725.1514,-2530.2222,-6115.2755,72.4816,-2170.9108,-4910.9134,-3148.3919,1280.0349,4542.0636,-4294.9711,-1989.8048,-1842.1828,3719.7215,-4169.9621,184.7602,-6600.7272,5353.6018,1921.4704,1405.1311,975.8860,5271.1288,1560.2357,-3807.9859,3267.5679,-3681.7761,-6706.4944,-6843.0133,5106.0437,-3881.5466,4123.2795,-1293.6097,-225.8316,2553.2851,-282.1821,-2145.3679,5560.8298,4574.1545,5584.7796,3890.6924,-3553.2372,2404.8608,3389.7376,-1156.8963,-5303.1646,-5279.3216,-1205.8133,3358.2077,-6427.4103,5112.6982,5232.9514,-4140.1991,4309.8025,4487.5687,-5218.6804,-6935.3521,4297.6977,-1026.8134,759.4747,-3376.0408,-3812.8296,307772.9919,320793.9937,321777.9738,318497.9737,322118.6335,320320.7427,312729.8720,315679.7953,-88175838.5614,-88189572.0405,-88177459.6636,-88191961.0803,315929.6739,-88191480.8406,-4095.7189,-3059.3551,-2615.6003,-4522.4729,3667.0311,822.0511,-3517.7706,-5534.0595,4964.7607,5806.8248,4871.8824,-5334.1461,2732.9168,2680.8454,1491.8496,-2968.8785,-6503.9361,6389.9120,-6534.4714,-4651.1712,-3640.6260,-3622.5856,-3692.2166,4696.6986,2345.9087,-5028.2396,-2827.7816,2871.9678,-4455.3588,5019.1918,-2996.1517,395.9867,-4367.6871,-509.6951,544.4001,-4704.5410,-1940.6612,-4223.5852,-1618.0884,97.6594,-5311.6416,-2950.8161,2518.7635,-5327.0716,4817.5240,1689.2112,3786.2846,5.8358,-2718.7623,3565.6949,-5491.7487,-3105.9474,4718.7101,-5316.6163,4578.9950,1776.0252,2288.6367,-2684.6877,-2086.2434,-4562.8983,3499.0050,5379.4491,-1085.8920,4594.4267,4642.5769,641.3327,-1069.7844,-2849.7914,-5530.0119,-738.8302,-5208.2437,-4633.7944,4619.5801,5207.6737,6160.1495,1896.4655,-3912.5118,1941.7794,-1710.3699,-4464.0735,-4463.0512,2241.0570,4419.5954,-3572.3643,1972.6528,4749.3103,5410.2413,-1156.1319,-4511.7046,4118.9439,-4730.0361,1871.6543,4574.2671,2631.1682,-370.3863,-536.6622,-5356.0276,-3522.4385,4663.7472,1033.3508,-58347.8493,-63944.5097,-64612.2886,-56567.7592,-58936.6377,-69641.5805,-69038.9249,-64316.2704,39380492.7656,39407647.6737,39387256.6901,39395380.3472,-62759.1631,39392657.2038,
300.000,-6055.9996,-6630.0787,4954.7105,4601.6738,-6370.2490,-6844.8534,-6364.9393,-284.7523,738.9406,875.7412,5720.2519,2341.5341,2468.9451,-2541.1052,-3030.1930,4938.8561,3188.3536,3717.9253,678.6800,-747.3871,4873.9473,-4652.4886,4242.9929,1171.2510,2141.3211,-5611.6605,4367.3785,1639.7715,-4946.1676,-2708.2087,-5053.7431,-3061.9484,4935.0357,5005.3859,-2297.6923,5451.2217,1439.9592,5718.7858,-6270.3500,6673.1689,-976.8274,-6558.4014,-3351.1607,-4790.2873,5112.9716,-4975.1255,-4726.3718,-6233.9739,-3487.0885,-5485.1349,2840.3270,4331.5227,4812.4151,-2946.6684,-4966.7487,-2205.8669,-2834.2390,-4646.7624,6910.5550,4337.0468,2926.7586,4531.3623,4948.2941,-2791.5023,1587.7682,-2998.9812,-1237.0001,-1725.2467,-3434.3150,6208.0648,-5394.0833,-5296.8677,-3004.5820,-5147.8572,4120.0160,4416.7471,4977.4111,4724.5840,6258.6158,2542.8487,-3725.1361,5701.7097,-5675.7506,353.8926,2346.8503,-3601.0356,3882.1787,1546.9891,2458.2268,3454.8056,-4568.2856,-4877.6177,3985.5170,2834.8115,-335.3374,5995.0695,-4008.8542,-6026.5097,-4127.3828,-6299.9875,197868.9563,174913.3018,181690.8936,186561.7153,179165.6508,182498.5364,178723.8964,183047.2923,12741385.4695,12696893.9095,12714786.5726,12743334.5345,181863.6293,12736335.0257,1341.3475,-1086.3948,2627.4428,-2042.9043,-256.4245,-305.7326,1893.3012,-4588.5198,4062.5508,1699.6154,-360.1199,-4649.7477,-5222.3749,6361.4517,5542.8451,2202.4281,-1693.6598,-2608.2427,3212.8124,5067.2616,-4445.4848,2649.7963,5024.2333,-5317.9785,5345.0943,153.8519,-3725.5065,-5384.7926,707.8551,4783.6255,4457.4758,5927.5043,-1232.3921,4591.1274,-6370.8478,-30.6138,-6763.9237,2131.1641,-204.1303,-976.6081,5153.3063,-2120.5406,-4822.4507,2069.7334,-3493.1575,-3497.1412,-1269.9652,2390.5950,5850.1249,-3707.6698,-3908.6986,-2859.1026,2054.7718,-2906.4881,2298.0126,-5624.1410,6288.4587,2904.8600,-100.5448,-898.9824,3725.7688,-459.7720,-4776.4280,4928.5480,-4920.8552,-5884.7961,-6229.9364,5375.8674,-2924.1553,2815.5335,415.9275,1850.9798,4118.3499,1612.6932,-2746.8359,4094.5900,4154.1105,5050.2618,2945.2814,-5153.9867,4289.2923,1603.3589,801.4159,-5240.7597,-5656.1255,117.5414,1674.1713,-6000.3144,5519.5743,3809.9093,-2760.9709,4946.2008,3085.7243,-6248.6897,-6501.8535,2844.4595,1126.2314,2543.7787,-1338.6410,-2767.0644,312093.1960,324580.5658,325728.2716,322376.7172,326070.9816,324320.3522,316674.4806,319802.3683,-87916925.3547,-87931485.8776,-87919131.1886,-87932392.4244,319855.7897,-87932575.1262,-3114.5299,-1733.5795,-4054.3957,-4669.5584,2515.1172,-989.9954,-1944.2535,-5183.8509,5439.4222,6693.3416,3775.2374,-4561.3284,3830.1150,968.9835,2858.4731,-4322.0712,-5948.0205,5238.4987,-6133.4495,-4681.8215,-2099.3187,-4408.6967,-2157.8848,4283.9859,3838.0868,-4020.0611,-3899.0029,3922.1735,-4647.6366,4033.4924,-1656.8587,1893.7989,-4721.2622,1302.3325,-1574.8420,-4293.3434,-157.5661,-2852.4743,-2964.2422,1616.4670,-4515.7290,-923.6926,3673.5515,-4547.2313,3148.0489,3300.4514,4884.1261,1797.8681,-1326.4567,2003.6769,-4955.6967,-4412.3781,4544.0870,-5467.1396,4061.6610,3373.2768,533.9247,-4103.5601,-606.8728,-5331.1142,5082.9723,4961.6594,730.0709,3993.2241,4438.7022,2117.3910,-2765.9633,-3907.7613,-5248.9716,813.9944,-4324.9844,-4080.7513,4690.0761,4322.0987,4853.8780,3191.8440,-2438.9992,159.0574,86.2449,-3757.5848,-3780.1452,3461.2914,3694.7772,-4355.7172,3252.3109,5933.9619,5368.8117,-3159.2547,-3240.0489,4645.4146,-4435.9729,-237.3630,4586.8280,918.0815,-2444.9602,-2023.0014,-5529.1909,-2317.2725,5375.8070,-778.0726,-58207.7578,-63799.1527,-64409.9165,-56534.7107,-58637.4303,-69332.3233,-69080.2738,-63922.0674,39380753.2914,39407691.4012,39387166.5243,39396100.6375,-62617.3775,39392875.9248,
600.000,-5968.6762,-6920.5721,4669.4268,3621.3226,-6631.5596,-6308.5255,-6164.6597,-2224.7892,2782.1942,-1000.0680,6206.7852,1158.3402,424.7758,-1389.6595,-1152.8502,4550.0203,3673.1974,5201.4069,2414.3900,1335.3445,4171.5556,-3053.5487,5345.5561,-683.6272,3126.1577,-6178.0741,2509.6605,-423.0558,-4476.9520,-1672.4765,-4058.5189,-1338.3968,4112.9232,5340.8223,-2636.0478,5698.4785,207.4237,6560.8565,-5469.9170,5786.3580,511.3885,-6678.7662,-4346.9249,-4732.6189,5230.8421,-4912.8754,-4176.9373,-5046.2720,-2161.8052,-6335.7713,1740.0282,2442.5394,5736.7971,-4462.2320,-4422.4311,-3142.7674,-1659.9754,-2822.5776,6685.9309,3170.2465,2740.5962,4886.6138,3725.6523,-1319.9998,-323.4869,-4071.1173,-2367.6598,335.2055,-5047.8062,6358.4757,-5907.2514,-4960.7850,-1263.4428,-5289.4633,5479.3121,4954.0959,6020.8669,5391.7222,6434.3501,1046.3541,-2541.1092,5331.0072,-5739.4806,-1726.6233,407.0898,-1959.9974,4932.4396,512.3779,3916.6820,4690.0022,-5777.1954,-4139.4544,5272.9204,1692.5016,-975.6462,6006.5799,-3420.0995,-5554.9967,-4084.8715,-6294.6799,191311.4542,168283.0329,175037.2842,179769.0935,172342.4386,175685.0061,172011.3935,176562.3549,14663703.7961,14618942.1459,14636732.3476,14665156.8820,175079.5491,14658575.7226,3048.5602,425.6576,716.8103,-3939.2270,1357.2192,940.3490,3134.0543,-4973.4636,3277.6407,417.6855,-1868.8616,-5972.4101,-5237.5720,6726.4429,5600.0473,254.9354,-3494.1076,-2934.8119,4087.0487,5349.3584,-5512.3507,4057.6768,4375.9651,-5992.3098,3729.0079,1688.2780,-4595.6691,-5124.8861,2804.6497,6082.0258,5625.3340,6008.9760,-3216.4342,3229.2593,-5384.0732,-1986.3297,-6713.9384,998.3525,1511.1170,-2411.1172,6095.9770,-1507.2972,-3066.1574,3839.4563,-4430.6093,-1717.0769,759.0784,3283.2434,6588.3602,-2772.8417,-5454.2646,-3629.3565,221.5945,-1396.9352,4168.1677,-4091.6366,6595.5019,3637.6400,-1590.7365,-2721.3061,1785.0650,-2401.5280,-5275.7082,6125.0634,-5691.1388,-4491.1166,-5004.7808,5144.4294,-1732.8633,1219.4590,2047.7375,3736.0565,5316.0800,3318.4008,-2988.5594,2203.5015,3348.0522,4014.4269,1705.8006,-6252.2699,5740.5810,-363.0999,2655.5156,-4685.2636,-5511.8788,1493.3103,-141.3350,-4982.9274,5390.1917,2042.9041,-1151.8338,5081.8811,1404.0483,-6655.2050,-5411.6823,1102.2062,3177.8310,4066.6631,836.3108,-1439.2443,316278.1969,328230.3507,329533.7255,326111.9848,329876.7385,328174.9623,320481.3867,323802.3597,-87615847.9911,-87631247.7509,-87618652.2157,-87630681.3747,323639.7081,-87631509.0710,-1801.2888,-222.6495,-5057.5363,-4303.5337,1084.6389,-2695.5868,-161.4015,-4279.4066,5307.2634,6875.8167,2262.2555,-3298.9430,4517.5174,-847.3320,3919.3377,-5211.4509,-4764.7870,3528.1354,-5085.5233,-4213.8236,-332.3336,-4724.3534,-391.4225,3412.6785,4917.6910,-2577.0072,-4554.5942,4539.8561,-4319.6074,2594.7736,-140.6610,3189.0387,-4572.1450,2973.8443,-3526.9780,-3424.5837,1642.4890,-1148.9788,-3994.0519,2962.3458,-3235.0254,1201.3995,4434.5352,-3279.3174,1143.7952,4556.5960,5456.3069,3395.8568,207.5400,225.6858,-3887.9404,-5222.1904,3883.5504,-5015.0858,3087.5638,4607.6331,-1278.3643,-5067.1763,937.3423,-5530.0079,6128.0537,3966.7177,2467.2473,2964.7233,3735.7575,3367.0661,-4165.5370,-4535.8592,-4404.8566,2277.0246,-2978.3439,-3092.5126,4258.4429,2970.6617,3029.6085,4128.1101,-703.7875,-1640.8447,1873.5306,-2637.7040,-2673.5869,4299.5492,2555.0948,-4651.2172,4184.2093,6488.5526,4729.5297,-4827.7412,-1610.1854,4675.2101,-3669.5217,-2321.1998,4083.8798,-893.7876,-4260.3260,-3293.1782,-5109.7173,-864.8022,5508.2596,-2505.8990,-58067.9394,-63652.8990,-64204.0886,-56506.6914,-58341.7991,-69017.4240,-69115.7021,-63423.4325,39381019.4308,39407734.4978,39387077.7378,39396793.9380,-62475.5488,39393094.7779,
