sl_100_5400_20250531 Coordinates.csv
2025/05/31 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:51 2024,
Start: 2025/05/31 07:47:00.00, Stop: 2025/05/31 09:17:00.00,
TIME_UNITS,STARLINK-31167 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-32287 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-1090 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-30840 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-1740 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-30098 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-4185 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-1611 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-2217 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-5247 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-32287 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-1090 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-30840 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-1740 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-30098 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-4185 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-1611 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-2217 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-32287 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-1090 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-30840 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-1740 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-30098 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-4185 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-1611 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-2217 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3190.6022,-1163.6175,3359.2098,-524.5941,2186.7187,5495.9194,1058.7050,-5177.2440,3572.9953,3374.1939,-296.2430,-6743.5213,-4103.3108,-5003.0728,-529.1406,-6538.3885,4025.7837,-5670.5519,5786.9269,591.6751,-2899.8552,572.1819,1095.9123,-1043.6525,-2551.1683,-5464.0087,1979.2824,6870.1317,-4575.3057,4866.8928,-6111.9024,2082.4102,-3929.9662,2586.2028,-5513.4059,-2649.4582,2543.0919,-6530.6847,-1500.0789,-5097.0497,-3537.2986,4808.9778,3136.5438,4396.0311,-4540.0438,-102.0730,5348.5206,4134.9100,-5811.5948,4022.8870,1460.7424,1320.3392,-2529.8647,3875.6904,5111.0125,-4762.3782,6678.9165,5185.9103,3272.2265,-399.8805,5822.9326,539.4452,5851.8086,-4212.2574,430.7293,6455.2717,2948.3227,639.2725,-6414.5650,-6176.0462,5361.5193,4988.8945,-671.3819,-1715.0987,-1672.6346,-4529.7217,1330.3488,-3254.6147,6870.7672,-4217.5085,1777.6081,4917.3766,3722.3113,2409.5316,2844.8254,-400.3797,-1955.3211,-329.2439,2681.2625,4239.6532,1661.6303,-6395.3787,2741.5725,-1634.9284,-2845.3950,2836.7159,6827.9237,5892.2254,2002.3086,6718.1268,190972.9292,208584.0995,192900.9354,191496.0985,195391.7023,193833.7292,201278.7714,197730.4413,179894925.9810,179897343.1518,179914597.0274,179914643.4094,196919.7608,179905526.6815,-3873.1016,6321.3231,-2699.0470,-2965.8500,-934.0027,2053.7184,5750.1070,-4518.5446,-5478.9346,-4888.6002,-6674.5572,-955.2828,-1769.1576,2518.5903,5071.0688,-1799.6985,-875.8070,2543.7146,-2094.1633,5489.3760,-3064.8174,5646.0626,6080.5442,4876.3499,5703.0786,4011.1873,5507.9557,474.9023,-2189.8156,4557.1246,-2629.3154,4740.2283,-3545.4755,-4540.5880,1377.1361,412.1444,-1871.3777,1879.0020,-1994.2015,-4652.3210,2181.6977,4968.4453,4542.1195,-2346.3731,4058.1078,5665.5137,-456.3698,-467.0942,-3088.7316,4664.3920,-6337.5528,-6476.2034,339.6290,3499.8626,-2908.2122,4485.1972,4.5842,1290.3993,-5544.0309,4431.1586,2684.6058,-6896.4756,327.2052,1293.2546,-5417.1526,1052.5277,-5566.3644,6517.7724,1341.7900,-2419.2301,104.9857,1594.2971,1372.8423,-4127.7682,4382.5247,-3746.7316,4139.3748,-5987.0892,-281.7698,-11.9621,-4137.6825,4786.8461,5109.3749,4866.5096,3942.7046,6318.1139,-1577.6305,4144.3220,-6305.9770,-1006.9371,5950.5603,-1785.7988,-5876.8021,-3839.5408,4248.3637,6217.7940,-401.2687,-3086.6461,3926.5441,-457.8614,290183.5166,292698.0572,286681.3002,291843.3808,284452.1557,287645.8672,291802.3426,291415.7203,163342738.0898,163328893.1202,163319348.8051,163325082.9160,291043.0397,163325773.6684,4675.1037,2602.2861,-5411.0605,6257.1185,6524.1265,3554.3409,3671.3631,690.1316,-2310.3840,3529.2715,1764.0555,131.1842,5318.7885,-3953.0181,-4707.7576,1363.4479,-5487.4193,-3048.4713,3189.4679,4161.9175,-5488.3248,4006.9029,3181.0913,4646.4833,2958.7891,1404.1042,-3729.4262,-646.7130,4722.5971,1962.5575,1532.3332,-4618.8747,-4415.0952,4523.3651,-3780.7112,-6408.3512,6185.3332,-582.4254,-6483.7271,433.3193,-5505.0197,-174.5847,-4170.4394,4643.3878,3158.7860,-3937.0149,4379.8358,5510.8547,-2145.4440,-3020.9064,2385.4756,-2069.2032,-6461.1115,4552.8743,3642.1483,2342.8001,-1398.4008,-4425.3607,-2625.1861,-5304.4341,2631.0741,-32.2501,-3708.8141,-5380.1493,-4294.9671,-2259.3296,-2722.4481,2276.1843,-2045.0977,-1177.9311,4386.1392,-4422.6974,6759.9472,-5286.8278,-5087.7394,3673.5305,5368.6678,-1285.3241,30.8777,-5245.9371,5187.4081,-873.1412,-2653.3963,-4142.2230,4907.7295,2777.7994,6475.3189,5522.0791,1146.5560,-5279.2388,3092.3018,-2065.0533,-2472.3511,-5522.3791,-4692.5878,491.4287,-1063.3004,-1906.0161,-5232.6543,1558.9160,143397.1172,145357.3281,142144.2496,149589.8178,147887.1102,137170.4665,137155.9916,142207.9076,69568426.9049,69543622.9054,69543885.1006,69554711.6496,143742.1693,69564277.9139,
300.000,-4679.0661,389.6942,1545.1809,-1986.8255,1332.6709,6423.0610,2585.3252,-5847.4654,2329.6808,1547.5908,-1537.7240,-6597.8285,-3025.2188,-3277.0705,1616.7348,-6204.5839,3470.4637,-5512.3468,5486.0463,2048.5726,-4527.1722,1448.9260,1907.0019,1102.5343,-883.3851,-4169.5877,3406.0991,6775.8029,-5252.9773,4647.2525,-6109.7551,3783.3867,-4196.1122,1479.8761,-4032.6492,-706.2411,409.5710,-5655.4779,420.2831,-5572.0930,-2429.4817,5458.1458,3793.0428,3192.5437,-3617.2237,1388.3542,5403.6047,3526.0060,-6592.1203,4392.8468,275.9383,125.2977,-573.0103,5342.5056,3408.9959,-4581.3923,6036.5382,5009.4213,2100.8379,1674.3457,6698.6468,-679.9512,6277.7734,-2291.2480,-1093.3380,5792.5251,1077.2097,2230.6692,-5351.9862,-6008.0029,4696.1660,4405.0196,-2660.7281,-3237.4428,445.1199,-5925.0361,3366.9729,-4560.0930,6462.9674,-4534.2422,173.1865,5358.9151,4232.7177,4273.9097,4652.5657,890.2184,-3695.8454,1831.8740,2106.5733,4148.1802,2715.5325,-6841.3059,930.7984,-3602.9507,-864.4010,3845.6149,6147.6973,4589.1942,3965.2969,5900.2442,185138.5913,202573.3970,186659.1677,185397.1028,189270.9603,187685.2141,195070.6924,191120.1891,176287986.8021,176290155.0930,176307723.9146,176307558.9527,190783.7730,176298629.3707,-2311.3902,6822.2763,-3896.5502,-1328.5973,-2938.4540,494.0413,6036.8303,-3503.4293,-6476.2303,-4801.1496,-6739.2709,286.0164,-78.1692,3385.4557,4928.6104,-423.6441,-2958.5052,3947.5803,-3793.7152,4176.5188,-1728.2427,6451.1113,6579.5659,5112.7613,5326.3966,4598.7465,4074.1338,-737.9055,-153.0747,3433.6132,-932.1892,3422.9020,-1546.6604,-5920.9828,2574.8084,-683.1198,-2340.8267,3202.7246,-833.3332,-3452.6942,4005.5464,3920.8591,2696.6452,-4139.8380,5528.1718,6289.8431,-2457.1653,-2554.8923,-2071.2316,2969.5445,-6894.4536,-6916.2400,-750.1140,2057.7176,-3640.0225,5220.7275,-1545.4445,-834.0730,-4951.2308,3818.3620,1301.8352,-6640.5842,-1449.9312,1900.1167,-6175.4651,-371.0360,-5600.1931,6515.5877,2746.4538,-1013.4394,-1919.8037,-348.2324,2208.2385,-2595.9358,4144.3950,-2574.7611,3848.1416,-5216.2596,-1468.0346,2054.1490,-5342.2437,3524.9139,3528.8758,4251.0142,3396.3403,6773.1149,-355.7076,4106.8713,-6549.3748,-3053.6509,4568.2918,-1237.9143,-5836.0724,-3028.2487,5089.1439,5516.6108,-1587.2611,-3832.2928,3405.3235,-1649.1764,294016.5864,296993.7950,290880.2549,295999.4232,288539.5234,291699.0902,295946.8157,295656.4190,167236790.6856,167223097.4920,167214047.7654,167219826.4553,295168.8494,167219914.4775,4450.5981,1190.8726,-5502.8188,6519.2256,6149.1737,2363.3694,2137.9264,-1122.7819,-856.5701,4718.3132,-30.2551,-1678.8352,6251.0050,-4981.0596,-4609.5528,3022.5553,-5127.3942,-1388.6056,1894.2962,5112.5854,-4943.6365,2139.0298,1180.9479,4371.1128,4313.1913,3057.3197,-4468.4444,1164.3030,4519.2168,3858.3650,2895.5920,-4701.7574,-5245.5625,3247.8167,-4869.0370,-6877.0187,6524.4867,-2073.8211,-6883.9187,2192.8823,-5062.5704,1626.1636,-5119.7370,4366.3767,1855.4719,-2470.5867,3575.1430,5359.7298,-382.3640,-4354.9422,642.7229,-300.4315,-6882.7460,3903.8704,4790.0575,260.6207,-2784.7407,-4727.7835,-4406.4688,-5527.4710,1224.0479,-1822.7000,-2564.9328,-6285.3283,-2938.1142,-3769.7212,-3817.8946,818.4909,-3310.1643,-2877.6630,4717.0173,-5241.6316,6008.0262,-5542.0611,-5524.5165,2518.4696,4647.5711,250.8694,1824.6508,-4531.0213,4317.4908,-2596.0107,-4080.3264,-3209.7040,3816.8984,1078.1221,5870.8636,5249.7638,-979.8053,-4508.2083,4410.9480,33.9511,-3639.9298,-5075.3137,-4638.4029,-1324.4216,-2760.6946,-3486.0507,-4414.0761,3194.4352,143271.7367,145277.1765,142135.9744,149390.2083,147953.5037,137265.8581,136901.8023,141978.3804,69567135.3665,69542427.6433,69542297.7298,69553066.7902,143660.6602,69562741.0628,
600.000,-5727.6782,1894.0975,-388.5078,-3313.2682,420.0867,6714.9894,3834.2666,-5941.4778,868.7568,-458.2336,-2626.0808,-5767.4436,-1704.0240,-1223.5808,3607.2243,-5268.1941,2620.6262,-4817.4518,4668.1562,3352.3077,-5733.4972,2151.6264,2509.5589,3125.8176,906.3653,-2446.0484,4543.6661,6006.8578,-5462.0542,3994.9490,-5504.1700,5148.0915,-4100.9465,262.6829,-2151.8641,1355.6198,-1749.8489,-4200.5862,2241.9831,-5509.8661,-1131.7460,5576.9170,4131.6563,1701.6868,-2349.9205,2715.1551,4966.0627,2625.1914,-6716.5432,4363.2577,-928.8258,-1078.8552,1488.0769,6308.0639,1367.9732,-3937.3122,4786.9257,4394.3439,672.3435,3604.2802,6924.9206,-1852.2648,6111.3311,-154.1619,-2480.6434,4573.9528,-921.9028,3598.8765,-3760.4075,-5209.5034,3616.5900,3423.4110,-4397.9702,-4487.2025,2533.5481,-6747.0634,5062.8853,-5425.3178,5399.3920,-4410.9324,-1408.5943,5290.9529,4356.2408,5699.0643,5991.8725,2080.2279,-5100.1136,3806.4045,1305.5528,3682.1368,3548.3709,-6592.3243,-992.0290,-5228.0165,1181.0372,4474.5059,4860.6266,2821.3663,5519.8976,4498.4803,179240.4446,196471.2720,180333.5252,179212.4651,183065.8697,181454.6167,188773.7650,184393.7550,172596776.2625,172598688.4699,172616552.9384,172616162.5476,184561.2645,172607457.0913,-552.0221,6665.6092,-4760.5266,387.4950,-4672.0948,-1093.1188,5735.1219,-2128.4360,-6844.6108,-4282.7192,-6131.7171,1516.6879,1673.5582,3964.0966,4355.3056,1025.5717,-4748.5917,4948.0522,-5114.5305,2477.4227,-269.6558,6609.7088,6415.2999,4869.8635,4454.7304,4760.9677,2265.5437,-1890.4870,1880.5106,1928.8465,882.0245,1810.4463,615.1849,-6717.9915,3560.1831,-1618.9920,-2657.8103,4220.1976,496.9511,-1891.7602,5450.8921,2469.8009,585.3422,-5529.2891,6440.0448,6297.3540,-4205.0120,-4401.8124,-852.0365,957.1490,-6769.2957,-6670.1726,-1673.1547,450.0363,-4064.7500,5423.2148,-2964.8296,-2887.6181,-3894.5259,2887.0766,-195.2944,-5726.8717,-3067.3642,2396.6044,-6339.2433,-1796.2217,-5105.8771,5885.8139,3908.9566,530.7911,-3778.7046,-2286.8996,2728.2654,-848.6563,3556.9432,-1177.7562,3226.3670,-3938.0668,-2526.3759,3878.0594,-6034.3505,1894.3373,1575.1520,3235.1911,2554.7266,6556.7008,834.8279,3720.8638,-6131.1490,-4776.0537,2737.1045,-563.7679,-5259.4214,-1973.0508,5479.8377,4244.1275,-2646.9806,-4236.0613,2585.2189,-2712.0775,297736.1476,301166.0109,294951.4443,300027.4503,292500.7517,295623.9902,299958.4861,299708.9893,171051204.0950,171037651.5908,171029108.4238,171034923.2234,299165.3504,171034417.4079,3735.2322,-347.9059,-5003.6552,6090.2249,5122.1319,911.5427,372.9871,-2814.2178,688.8583,5397.8834,-1821.3290,-3299.6372,6520.6516,-5459.5676,-4020.3222,4355.7467,-4203.1459,420.7016,396.3721,5512.7039,-3868.8106,43.7760,-944.6789,3604.6157,5202.2943,4381.5866,-4731.5909,2849.6190,3832.7198,5344.3820,3934.2344,-4283.5984,-5506.6167,1621.9630,-5413.0464,-6618.1192,6172.0480,-3332.3282,-6555.8409,3715.5914,-4071.4698,3251.3766,-5519.2814,3597.7250,347.3102,-735.8670,2387.5944,4630.0066,1421.8593,-5209.1870,-1168.9884,1500.6126,-6576.3124,2836.9298,5422.5153,-1849.2854,-3858.8978,-4526.4863,-5721.0864,-5158.5120,-314.0860,-3416.9236,-1146.7906,-6527.0203,-1265.9575,-4875.0742,-4492.6788,-726.7963,-4210.8496,-4242.3148,4542.9735,-5482.2901,4615.4957,-5203.7117,-5368.8443,1093.9661,3425.1600,1760.1721,3418.0316,-3287.7821,2973.8368,-4039.5162,-5056.6871,-1918.1291,2314.0233,-737.8909,4644.1267,4412.3047,-3002.0004,-3237.0553,5252.9975,2129.3239,-4419.6271,-4083.8948,-4090.2623,-2993.5588,-4161.5197,-4691.4007,-3104.9468,4484.7520,143147.1563,145196.5209,142130.5072,149185.3908,148016.1593,137366.8610,136653.2534,141878.6522,69565841.6356,69541239.2946,69540716.5193,69551438.0523,143579.0560,69561204.0062,
