sl_50_5400_20251011 Coordinates.csv
2025/10/11 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:05 2024,
Start: 2025/10/11 07:47:00.00, Stop: 2025/10/11 09:17:00.00,
TIME_UNITS,STARLINK-30135 - X-Coordinate,STARLINK-1084 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-30803 - X-Coordinate,STARLINK-2701 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-32235 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-2576 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-31042 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-2364 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-1084 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-2701 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-32235 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-2576 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-31042 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-1084 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-2701 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-32235 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-2576 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-31042 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5578.9224,5695.1683,-5491.3469,3667.6291,-2033.6814,3141.8893,2333.8096,4476.7775,4806.8429,1978.5420,6017.0545,-4062.5550,-2462.0923,4080.8793,2587.9110,-2938.4764,5532.9906,-3439.2111,4027.7172,-377.4586,6498.3232,3846.8410,-4792.5920,5431.4275,-3133.0668,-4932.8549,-3235.7220,-310.5836,2769.1970,6356.4064,3276.7568,-1619.7434,5881.8665,3813.7256,6407.3035,-1440.6182,5135.4174,6137.5965,-1595.9500,-4866.2278,-4991.4222,1998.4987,1088.1377,5916.3134,-1815.4549,-5268.2181,5251.2256,2748.4855,4458.5633,-2799.7829,-146144.0048,-145168.0293,-143970.2168,-146959.3345,-143813.1424,-145149.8276,-153224.7748,-149997.4233,-38479725.2710,-38491511.6299,-38481849.8564,-38500679.6041,-149862.6721,-38495008.1184,1120.9655,3781.3973,3575.1468,4389.9955,-5493.2662,-6020.7181,4947.1173,-3038.5056,-4434.5091,-5376.8771,-2259.1417,-2903.5284,6233.8074,-5446.8291,3208.5783,2930.0510,-1944.8696,3280.4512,-4033.9631,6590.7583,-1665.3799,-1817.3422,-4902.0364,2238.2765,4558.1446,1257.6461,2659.6733,5068.4347,3108.4649,2006.8220,-4796.2919,-4862.7154,-801.9752,5653.3686,-2206.0438,-3930.9427,2362.3454,-3035.4645,-6335.8487,-3012.0234,992.4822,-5856.6248,-4034.1812,-3304.4396,4771.8421,-3944.7857,-749.2018,5205.9965,2735.8229,-3658.0905,-287277.1539,-278392.5331,-287531.9988,-291186.9594,-283334.3997,-286393.6589,-283700.5684,-285601.1030,340033905.3410,340054368.6716,340044358.0252,340023660.4419,-286417.9192,340026618.9370,-3969.0846,730.0086,2018.3115,3912.4499,-3573.5910,-978.8909,4220.3331,4306.7232,2041.9486,-3826.8232,2590.3269,4630.3472,-1781.3096,-1238.5120,5387.8196,5515.3153,-3511.3986,5015.3834,3904.1243,2041.4012,-546.0071,-5350.6071,550.5236,-3631.0700,4138.3609,-4711.8163,5509.9562,-4727.3447,-5449.6417,1833.5765,-3372.8201,-4502.7747,-3548.1280,-26.2602,-1463.6322,5494.1248,3804.0507,-1132.5397,-1951.1677,-3873.7739,4693.8370,-2942.9045,-5294.7320,-1567.7329,-4698.7274,2105.1311,-4513.3085,-3512.5670,-4351.7771,-5162.1870,170552.2068,169868.0727,169903.2725,176748.9239,175643.7162,164956.1718,164385.9131,172786.3454,-97509750.5199,-97528398.3293,-97489273.1571,-97504862.7507,171232.5110,-97498317.0837,
300.000,-5523.3605,5920.4977,-4718.3042,5293.6146,-3428.5507,1535.8832,3295.0405,2614.2661,4090.1348,789.4341,4670.7036,-5036.5727,-1046.0785,3097.3306,3962.3328,-1410.0150,5560.2460,-1416.8143,3398.5025,863.8733,5984.0975,3200.1862,-5514.6937,6486.9490,-2212.5731,-4311.2729,-1902.3697,1820.9725,4417.0352,5975.5512,1428.9765,-3620.9887,6220.0655,4863.8173,5896.6749,-3287.3979,6200.9485,5391.2924,-2957.2729,-4696.4986,-4210.9671,856.4329,-866.9679,4889.9756,178.1150,-5349.5957,5132.6157,4258.4359,5682.6128,-3780.0857,-140332.3465,-139297.7452,-137959.8369,-140989.5204,-137779.0708,-139077.5382,-147168.1838,-144372.1584,-45894437.4571,-45906772.9033,-45896897.8275,-45915108.4921,-143845.6921,-45909683.9610,3007.1307,2468.9797,4949.3977,3452.0737,-4035.0987,-6234.1222,3222.2191,-3739.7691,-5492.9643,-6434.2859,-3505.8930,-961.8796,6848.6669,-6156.5854,1491.7929,4429.5948,-3471.6019,3932.0700,-5508.5147,6853.0138,-2792.9131,-3803.6847,-3914.2498,1114.8863,5948.7611,3283.7352,4321.1674,5022.5357,1764.8073,563.9185,-4694.7876,-4300.1181,-2279.8664,4519.1960,-3642.0699,-2777.0149,810.1825,-4348.4618,-5224.2207,-1122.4484,3001.8302,-6679.0879,-4819.2435,-3478.3307,5464.5698,-2404.2160,-2774.0954,5009.2741,1111.4752,-1750.2896,-289880.1244,-281588.5551,-290719.5633,-294238.2064,-286365.0965,-289415.3523,-286827.9203,-288430.3387,339111977.9172,339132331.4902,339123019.6739,339101142.5526,-289481.5313,339104763.7341,-2928.2845,2466.9793,524.7433,2848.6086,-4365.2117,-2423.0209,5144.4588,5193.8444,259.9902,-2331.0258,3726.3763,4481.8640,-273.6305,574.9139,5300.4884,5102.5947,-1935.8544,5500.8677,2423.9250,264.9844,1289.0774,-4692.4004,-1263.5131,-2087.6202,2731.8109,-4329.5088,5061.5259,-4426.4471,-4940.3298,3425.3362,-4586.9472,-3865.0966,-1981.4024,-1561.1495,64.7174,5403.0457,2708.5956,407.7549,-3235.8645,-4945.0670,4603.0232,-1262.7876,-4638.3584,-3520.3031,-4272.0037,3648.6962,-3803.0748,-1937.9577,-3573.3083,-5524.5848,170569.5075,169908.4610,170023.5308,176659.9133,175820.0021,165178.9487,164259.7394,172584.9302,-97514662.2803,-97533288.1060,-97494372.0115,-97509283.7388,171269.7501,-97503134.9107,
600.000,-4957.8709,5563.3608,-3476.0225,6404.6610,-4520.7004,-242.4603,3985.3688,496.2137,2957.0361,-452.9763,2875.2198,-5533.7533,468.7901,1799.5892,4966.5490,213.1218,5029.2683,735.9430,2457.0614,2015.9791,4817.0689,2278.0954,-5688.7600,6895.5781,-1102.4699,-3314.7781,-430.3916,3771.4160,5642.8035,5019.0743,-599.9197,-5252.2449,5951.0154,5430.6687,4813.3935,-4837.4117,6642.0841,4121.1664,-4048.9099,-4109.9421,-3063.8720,-358.9570,-2698.1889,3350.5245,2133.2492,-4929.8837,4558.9594,5319.3438,6341.4212,-4444.3584,-134509.6515,-133359.3554,-131889.9025,-134959.0541,-131685.8344,-132946.8466,-141045.2008,-138650.6986,-53287244.0843,-53300122.7148,-53290063.6302,-53307580.6525,-137766.1595,-53302457.8365,4587.9102,884.3414,5823.9299,2207.0967,-2189.9522,-5838.4315,1188.0978,-4128.4698,-5987.0970,-6847.7991,-4448.3203,1055.1780,6799.2817,-6256.4856,-341.5561,5522.4191,-4624.1707,4254.1317,-6426.5003,6432.1316,-3632.4543,-5403.6420,-2520.0494,-96.3869,6745.3314,4997.3078,5583.7824,4534.2512,290.7999,-968.7204,-4131.0682,-3338.0686,-3511.8922,2915.7050,-4725.2034,-1399.9555,-799.6232,-5244.0765,-3583.3572,903.8227,4733.6264,-6817.1396,-5132.3773,-3342.8203,5665.2252,-598.1246,-4523.5101,4317.7846,-596.4440,308.0495,-292363.4422,-284665.2385,-293779.3995,-297162.9810,-289269.8068,-292308.4295,-289827.9922,-291233.0186,338028383.1948,338048614.5702,338040002.2433,338016988.3544,-292418.8259,338021242.5540,-1574.7709,3932.9727,-1026.8943,1479.8535,-4676.0576,-3599.8288,5513.3698,5522.0367,-1550.8172,-580.9860,4463.1203,3828.5431,1263.3284,2326.2775,4609.9291,4138.1271,-144.1092,5393.3986,681.8871,-1540.0972,2973.2410,-3511.6968,-2939.1345,-318.0386,1030.0254,-3485.3083,4070.2321,-3653.6657,-3886.2894,4647.2630,-5263.0151,-2793.9752,-200.9166,-2920.5290,1586.1075,4729.1779,1308.1113,1904.4537,-4157.0785,-5483.5887,4018.5242,557.3951,-3444.4374,-5100.3854,-3389.8935,4797.8268,-2691.6845,-148.7428,-2390.8461,-5294.1478,170593.3166,169949.4911,170146.0344,176565.6364,175992.5174,165407.4047,164139.0510,172278.4414,-97519568.6844,-97538176.0473,-97499473.1806,-97513671.7202,171306.8618,-97507952.5937,
900.000,-3925.1606,4671.5655,-1877.7126,6893.7741,-5203.7999,-2023.9074,4339.9105,-1665.4522,1507.1302,-1643.2118,806.5836,-5497.1049,1950.3185,299.9669,5487.6987,1776.9766,3979.6684,2803.7458,1278.2010,2984.4981,3118.7876,1161.5749,-5311.8477,6614.0481,105.8364,-2031.2242,1043.7980,5352.3728,6314.0353,3590.5787,-2592.2811,-6346.6717,5089.6417,5468.7251,3255.0569,-5931.2513,6408.6247,2441.9052,-4769.0501,-3171.3745,-1656.3235,-1544.0009,-4215.8768,1447.7162,3864.8537,-4062.1837,3574.0622,5834.2854,6360.0728,-4723.7871,-128683.9091,-127355.3523,-125763.1127,-128870.6968,-125535.9006,-126760.7378,-134858.6297,-132803.4569,-60654620.6428,-60668036.2576,-60657822.2621,-60674572.7756,-131626.7243,-60669805.2885,5716.3968,-824.0766,6121.2076,762.5214,-144.2428,-4881.6948,-950.4790,-4169.6516,-5879.2784,-6571.6222,-5002.0600,2944.0562,6091.8860,-5746.8942,-2102.8761,6091.5893,-5297.7112,4213.0778,-6701.6633,5368.1160,-4112.3154,-6449.5814,-847.5566,-1294.4720,6868.6901,6230.7129,6315.7445,3642.7805,-1173.5424,-2449.7259,-3174.5100,-2063.4241,-4391.8053,1000.1570,-5362.8143,69.2770,-2315.4430,-5647.4348,-1582.7879,2866.8799,6016.9743,-6255.7815,-4926.9984,-2932.0871,5346.1679,1300.3351,-5832.5233,3185.2396,-2222.4234,2312.8742,-294732.4687,-287621.3311,-296710.1895,-299959.8877,-292047.3212,-295071.8298,-292699.2506,-294015.4508,336783638.2241,336803735.1328,336795821.9260,336771721.6710,-295228.5272,336776572.2907,-52.8803,4967.1014,-2465.0377,-47.3096,-4472.1877,-4379.9898,5287.3278,5256.0342,-3189.9322,1232.4851,4721.7314,2743.8290,2664.8949,3826.5234,3394.4389,2725.9367,1663.7250,4704.4665,-1133.8120,-3178.9805,4309.3601,-1939.3608,-4293.2603,1486.0121,-783.0903,-2268.8849,2642.1243,-2491.0294,-2403.1598,5367.6235,-5322.3687,-1409.1555,1601.2452,-3951.9043,2937.3618,3544.9463,-239.7068,3197.5274,-4611.8706,-5431.8985,3002.8915,2315.6513,-1850.7038,-6141.9135,-2146.0391,5428.5043,-1296.0132,1656.9363,-937.7249,-4495.4426,170625.5408,169991.2101,170270.6207,176465.9841,176161.2854,165641.6203,164023.7727,171895.0151,-97524469.6922,-97543062.1347,-97504576.5608,-97518027.0142,171343.8461,-97512770.1328,
1200.000,-2512.4484,3344.4141,-73.4035,6715.3390,-5407.3700,-3636.0631,4320.4377,-3655.0361,-125.6743,-2681.6612,-1333.2481,-4920.7655,3268.0688,-1266.1251,5459.4081,3137.8246,2505.6747,4581.0274,-40.1084,3692.0032,1070.3684,-52.5735,-4434.6649,5669.4863,1312.3832,-572.7874,2388.0397,6411.6159,6352.6264,1837.9554,-4331.0972,-6792.5163,3711.0671,4983.8833,1367.0335,-6452.4083,5519.8065,509.6237,-5049.0406,-1974.0805,-115.7948,-2597.2905,-5266.8075,-629.4785,5211.1857,-2839.7100,2258.7878,5763.3080,5728.6189,-4581.3629,-122863.2380,-121288.2597,-119582.1897,-122727.2476,-119331.7716,-120522.2367,-128611.3029,-126806.7085,-67993054.7588,-68007000.8640,-67996660.8269,-68012574.3935,-125430.0625,-68008213.9899,6290.6761,-2491.2305,5821.7012,-756.2885,1897.8147,-3465.5608,-2979.8226,-3855.9574,-5193.3833,-5630.7188,-5115.7785,4516.7315,4797.3477,-4688.4397,-3615.4005,6069.9206,-5437.8178,3804.8620,-6313.4714,3766.2752,-4196.2264,-6830.8525,944.3483,-2379.8332,6308.2806,6862.3558,6435.9498,2422.6074,-2493.4044,-3737.8633,-1930.1569,-592.1158,-4849.1839,-1036.6509,-5504.5756,1495.7315,-3596.9459,-5530.1809,572.1690,4570.2403,6723.5504,-5053.1904,-4208.7780,-2301.4716,4527.1406,3105.0298,-6579.2497,1711.3964,-3611.5554,4067.8207,-296995.3817,-290455.6477,-299510.6750,-302627.5721,-294696.4831,-297704.5690,-295440.2341,-296773.8784,335378336.8846,335398287.2353,335391071.7637,335365943.4279,-297909.4154,335371346.6649,1474.6489,5456.0673,-3631.0348,-1569.4338,-3775.9567,-4678.0506,4490.5717,4424.2785,-4476.4378,2911.2015,4474.5458,1349.8261,3780.8407,4913.8008,1792.1714,1018.6805,3285.4224,3508.0956,-2827.2363,-4475.3515,5141.2859,-150.4047,-5178.5989,3128.7467,-2511.6797,-809.8399,930.3356,-1062.2749,-654.2839,5508.8584,-4758.1132,134.0566,3230.2767,-4539.9069,3973.5376,1977.9352,-1760.5602,4148.7189,-4549.5514,-4795.5842,1664.9870,3816.6580,-41.8159,-6535.9323,-672.8864,5472.7425,236.7022,3278.7510,621.6673,-3213.6606,170668.6518,170033.6696,170397.1229,176360.8420,176326.3291,165881.6777,163913.8323,171468.3984,-97529365.2660,-97547946.3493,-97509682.0503,-97522350.3196,171380.7030,-97517587.5281,
1500.000,-844.4705,1721.2414,1764.3026,5889.3964,-5104.0633,-4919.8256,3919.5935,-5274.6815,-1785.6531,-3482.6090,-3336.1665,-3851.9918,4304.7379,-2752.4334,4870.5830,4175.4804,747.7799,5892.6227,-1384.6648,4083.5415,-1107.3620,-1259.6205,-3154.4646,4156.8142,2416.6344,933.4331,3486.2749,6848.0571,5744.5212,-62.2364,-5623.2745,-6545.0420,1944.1677,4031.3855,-671.3296,-6340.2071,4062.7983,-1492.8584,-4859.5947,-630.6909,1420.3671,-3428.0264,-5750.0622,-2671.6977,6049.1540,-1385.5363,724.9503,5126.1957,4504.4550,-4016.8464,-117054.9179,-115160.6333,-113349.8779,-116531.5440,-113075.9827,-114234.4075,-122306.0797,-120644.9112,-75299047.8692,-75313517.6801,-75303080.2100,-75318089.6446,-119178.8746,-75314185.4176,6263.2468,-3951.4640,4964.3427,-2216.8473,3734.3285,-1734.1485,-4698.7424,-3208.8088,-4010.3338,-4118.6727,-4775.8436,5619.6680,3043.7975,-3194.4855,-4732.1253,5448.2860,-5044.5696,3056.4426,-5308.2335,1786.1302,-3885.1698,-6506.2198,2681.2360,-3262.4212,5122.8981,6829.1494,5923.4250,977.8379,-3551.4502,-4705.4193,-527.3209,941.0041,-4854.7449,-2989.4961,-5146.0162,2752.8100,-4528.0166,-4911.9305,2661.4040,5840.2336,6780.8456,-3334.4424,-3037.4752,-1520.1839,3274.9407,4635.1422,-6696.5606,33.4621,-4634.3325,5403.3534,-299164.2332,-293167.0724,-302179.6580,-305164.7195,-297216.1893,-300205.7410,-298049.5526,-299495.3864,333813149.6007,333832941.4877,333826421.3653,333800331.2809,-300460.3267,333806235.9408,2844.2215,5346.3590,-4396.6710,-2923.8642,-2663.6679,-4461.4545,3208.8337,3116.0129,-5268.9796,4271.6320,3747.9583,-196.3558,4491.6287,5470.9887,-14.3759,-798.8486,4539.6543,1933.1258,-4216.2007,-5290.3779,5371.9804,1655.3450,-5499.2892,4431.8665,-3969.4857,735.8932,-881.3489,480.0840,1167.0186,5055.7178,-3635.8614,1662.1692,4510.0721,-4618.9206,4583.5806,197.2929,-3083.4368,4656.3965,-3977.0708,-3642.6753,148.3823,4893.7912,1771.9125,-6241.2557,872.2297,4925.7154,1744.3329,4536.7723,2110.5174,-1585.9990,170725.7507,170076.9260,170525.3702,176250.0904,176487.6710,166127.6606,163809.1610,171034.8228,-97534255.3703,-97552828.6722,-97514789.5487,-97526642.7861,171417.4324,-97522404.7794,
1800.000,927.4711,-33.4244,3456.7495,4499.0908,-4313.4512,-5744.8223,3162.8750,-6364.3588,-3310.0798,-3980.8870,-5008.2327,-2387.7755,4966.4195,-4015.4956,3768.5270,4803.9305,-1120.8820,6611.4896,-2636.5865,4130.1217,-3177.9221,-2355.5794,-1603.9228,2228.7862,3325.5005,2356.2537,4248.5049,6621.8135,4542.7426,-1922.6330,-6321.0896,-5631.3189,-40.7654,2709.3059,-2663.9655,-5597.2299,2183.7989,-3373.4772,-4213.8535,737.0484,2817.1318,-3963.4343,-5626.9688,-4469.9337,6305.8302,159.8372,-893.9150,3998.7517,2807.3563,-3068.7850,-111263.3706,-108975.0602,-107068.9421,-110286.4612,-106771.1005,-107900.3553,-115945.8454,-114312.0659,-82569116.8896,-82584103.3342,-82573596.7476,-82587639.0284,-112875.8851,-82584236.5200,5644.8447,-5054.9284,3641.1560,-3490.9905,5185.5607,140.6169,-5938.7468,-2277.5413,-2458.0192,-2188.0005,-4008.0146,6149.0459,1003.5607,-1418.5476,-5350.3524,4277.9546,-4170.6078,2024.8034,-3793.0560,-374.9873,-3215.8174,-5508.8048,4189.9239,-3868.7538,3433.9316,6133.2674,4820.6018,-566.2782,-4258.1864,-5250.8641,893.4471,2394.3486,-4421.3591,-4659.2516,-4327.7245,3733.4905,-5026.9649,-3857.2418,4472.2364,6543.7531,6179.9429,-1277.9536,-1522.7005,-663.7618,1698.4959,5733.3366,-6178.3587,-1686.7792,-5198.7299,6193.4262,-301255.8802,-295754.5610,-304716.0010,-307570.0540,-299605.3903,-302574.5204,-300525.8873,-302159.6590,332088823.0226,332108444.7327,332102616.5874,332075639.1735,-302880.1537,332081986.6064,3909.1331,4649.9232,-4678.0262,-3966.2770,-1257.5294,-3753.9163,1580.3582,1471.9564,-5480.8617,5165.2127,2619.6799,-1720.4288,4721.1920,5438.1290,-1819.3139,-2530.0257,5286.4256,149.4805,-5151.9313,-5537.1593,4974.5386,3275.8339,-5220.7520,5254.1118,-5000.0715,2202.7489,-2598.5320,1971.0268,2858.9705,4056.8682,-2086.5619,3003.2124,5302.4561,-4180.1253,4702.1669,-1604.6764,-4059.9954,4666.3364,-2958.2789,-2096.7824,-1384.1612,5427.6696,3379.2913,-5288.4294,2323.9435,3846.2849,3067.1575,5291.5982,3359.8814,212.6121,170800.4477,170121.0416,170655.1885,176133.6042,176645.3332,166379.6529,163709.6926,170629.9546,-97539139.9722,-97557709.0840,-97519898.9575,-97530906.0864,171454.0343,-97527221.8867,
