sl_5_5400_20250606 Coordinates.csv
2025/06/06 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:41 2024,
Start: 2025/06/06 07:47:00.00, Stop: 2025/06/06 09:17:00.00,
TIME_UNITS,STARLINK-31989 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-5864 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4850.4909,-6645.5360,3249.2997,1951.3204,1245.5929,387443.2635,399300.3124,392166.8839,390268.9579,394904.3808,393033.0131,400005.1038,396947.7173,177706668.6987,177729553.6900,177738736.7521,177734236.7621,395751.2847,177725703.5435,-2742.1208,298.2621,6128.2219,6414.6354,-6232.9927,-31855.3447,-42065.6366,-50950.3203,-45973.3264,-52931.8929,-49928.8439,-45020.6589,-45853.9834,177862750.7525,177852709.9203,177842001.7638,177861587.9011,-46220.5087,177860422.3640,-3957.2986,-1077.0656,-4.3452,-1766.9455,2805.4841,-67894.8901,-70960.4419,-73701.1223,-66284.4172,-67955.7231,-78673.7281,-78715.2985,-73367.1314,66594558.9875,66571692.2225,66588800.3453,66591839.3963,-72116.8146,66601604.1178,
300.000,4630.9058,-6518.1103,4408.5818,3240.4813,311.8685,387907.6591,400416.6093,392927.3870,391175.3358,395795.9601,393901.0387,400804.1100,397401.9406,173782545.9504,173805400.2292,173815084.6576,173809891.1914,396623.9001,173801664.4169,-4361.9970,1524.2107,5134.5540,5297.5483,-5238.4271,-23615.6127,-33542.8862,-42476.2873,-37528.2295,-44556.8864,-41590.6472,-36598.4960,-37333.0971,181705815.1522,181696102.3282,181685607.6337,181705257.3852,-37809.0977,181703528.6379,-2494.4509,760.8254,-1528.6599,-3086.7117,4549.7390,-68018.2051,-71053.1102,-73756.5434,-66532.0021,-67937.2498,-78625.4719,-79016.5472,-73770.2529,66592882.5426,66569899.2138,66586654.3242,66589880.6216,-72245.8446,66599711.6467,
600.000,3958.1313,-5685.6429,5154.5721,4245.7840,-709.4552,388197.6201,401342.5445,393511.5803,391903.6789,396510.5625,394594.5707,401422.3883,397613.2952,169775339.0585,169798150.1715,169808328.3433,169802425.0796,397317.7152,169794539.7408,-5517.2669,2594.5320,3637.7018,3668.2902,-3733.9433,-15371.8955,-25000.9998,-33984.2577,-29065.5624,-36162.3334,-33234.7876,-28163.8484,-28852.6952,185462318.9710,185452929.8892,185442668.4082,185462353.4308,-29381.4927,185460077.8991,-752.9200,2509.9406,-2889.6606,-4076.5539,5810.6310,-68141.8491,-71148.3967,-73809.0494,-66784.6617,-67922.3840,-78571.4677,-79312.0271,-74054.2606,66591208.9799,66568109.8757,66584510.9875,66587939.1361,-72374.8357,66597818.9698,
900.000,2883.4375,-4235.6349,5427.7921,4879.9964,-1729.4806,388313.2176,402078.3099,393919.2469,392453.8303,397047.7173,395113.3495,401859.9666,397621.8859,165686957.0957,165709712.7359,165720376.3075,165713748.2596,397832.4364,165706238.4353,-6097.5501,3414.1300,1777.6149,1685.9638,-1880.5070,-7127.8548,-16443.3504,-25478.0140,-20589.1169,-27752.1626,-24864.6967,-19720.5586,-20422.0021,189130466.3911,189121396.3584,189111387.5237,189131077.8465,-20941.4948,189128274.2661,1072.8273,3966.2240,-3942.3247,-4631.1906,6454.7334,-68265.8184,-71246.0619,-73858.7859,-67042.5037,-67911.1058,-78511.6372,-79601.8175,-74208.9487,66589538.2001,66566324.2631,66582370.4001,66586015.4037,-72503.7879,66595926.0871,
1200.000,1499.7489,-2323.8127,5212.0618,5087.4973,-2651.8131,388254.5985,402624.1196,394150.2465,392825.7300,397407.0426,395457.1879,402116.9405,397468.6689,161519347.9413,161542035.9630,161553175.8823,161545809.5191,398167.8507,161538708.2301,-6053.3682,3911.8333,-269.3871,-456.5668,128.5562,1112.8531,-7873.4271,-16961.3432,-12102.6882,-19330.3012,-16483.7906,-11272.4619,-12043.6282,192708503.6925,192699747.5920,192690010.4927,192709674.5489,-12492.9106,192706363.9486,2778.4048,4959.9934,-4574.8494,-4691.7753,6414.0250,-68390.1098,-71345.8972,-73905.9036,-67305.6410,-67903.3954,-78445.9000,-79885.9946,-74234.3748,66587870.1029,66564542.4318,66580232.6275,66584109.8961,-72632.7012,66594032.9986,
1500.000,-66.0397,-156.7882,4534.5896,4848.7901,-3381.5454,388021.9855,402980.2165,394204.5150,393019.4171,397588.2454,395625.9702,402193.4742,397192.0067,157274497.3526,157297105.7870,157308712.3059,157300595.6773,398323.8261,157293934.7360,-5400.3197,4045.9476,-2307.4695,-2551.4021,2087.9087,9346.5786,705.1886,-8438.0351,-3610.0736,-10900.6737,-8095.4669,-2823.3853,-3713.9653,196194720.0912,196186272.3857,196176825.7431,196196430.4063,-4039.5497,196192636.0862,4172.7816,5375.6962,-4720.2382,-4251.8684,5692.7235,-68514.7200,-71447.7194,-73950.5582,-67574.1921,-67899.2327,-78374.1737,-80164.6318,-74140.2469,66586204.5866,66562764.4385,66578097.7350,66582223.0925,-72761.5753,66592139.7042,
1800.000,-1664.7026,2030.6735,3462.4153,4182.2827,-3835.0246,387615.6770,403146.8769,394082.0645,393035.0314,397591.1209,395619.6525,402089.8014,396824.8065,152954428.0193,152976945.0895,152989007.7770,152980130.6427,398300.3118,152973940.4995,-4215.9907,3807.1088,-4139.8839,-4395.5447,3801.1599,17569.6804,9288.8423,88.1189,4884.9295,-2467.2014,296.8994,5622.8534,4575.8600,199587448.5573,199579303.2937,199570165.4373,199589676.0621,4414.7761,199585423.5660,5099.9661,5165.0548,-4363.1019,-3358.0927,4366.8986,-68639.6458,-71551.3672,-73992.9099,-67848.2810,-67898.5978,-78296.3745,-80437.7991,-73944.6530,66584541.5481,66560990.3411,66575965.7887,66580355.4793,-72890.4104,66590246.2040,
2100.000,-3138.9612,4001.1561,2095.7832,3143.2152,-3949.5636,387036.0462,403124.4170,393782.9833,392872.8162,397415.5525,395438.2620,401806.2258,396392.3657,148561198.5989,148583612.7352,148596120.4919,148586474.4553,398097.3376,148580784.0387,-2630.3023,3218.5543,-5587.7182,-5810.4358,5100.6743,25778.5270,17873.8218,8613.3273,13378.5251,5966.1994,8689.9598,14062.4470,12838.6461,202885066.6117,202877217.4261,202868406.2700,202887786.7380,12866.2553,202883103.8203,5456.4170,4352.4713,-3541.2084,-2105.4307,2576.8613,-68764.8842,-71656.6978,-74033.1234,-68128.0380,-67901.4712,-78212.4176,-80705.5635,-73672.3742,66582880.8832,66559220.1982,66573836.8548,66578507.5496,-73019.2062,66588352.4981,
2400.000,-4338.9111,5540.3862,559.0412,1819.6313,-3691.9752,386283.5417,402913.1967,393307.4357,392533.1206,397061.5110,395081.8971,401343.1215,395910.9367,144096902.7358,144119202.5912,144132143.6637,144121722.3107,397715.0144,144116558.8627,-810.8386,2333.9945,-6507.2994,-6659.4208,5864.4213,33969.4984,26456.3695,17133.8001,21866.9199,14395.6182,17080.3968,22491.6003,21089.5466,206085997.1025,206078437.2254,206069970.2449,206089183.0172,21311.0782,206084099.6020,5202.3558,3032.3281,-2341.6880,-627.4575,512.6835,-68890.4321,-71763.5844,-74071.3673,-68413.5990,-67907.8340,-78122.2179,-80967.9891,-73352.9804,66581222.4866,66557454.0696,66571710.9999,66576679.8023,-73147.9628,66586458.5862,
