sl_100_5400_20250815 Coordinates.csv
2025/08/15 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:56 2024,
Start: 2025/08/15 07:47:00.00, Stop: 2025/08/15 09:17:00.00,
TIME_UNITS,STARLINK-6319 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-2696 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-4683 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-5901 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-2675 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-30869 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-1579 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6319 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-2696 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-4683 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-5901 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-2675 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-30869 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6319 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-2696 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-4683 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-5901 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-2675 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-30869 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4501.1223,5127.3602,-3468.3597,4989.5321,768.5168,233.3009,1794.7363,-6218.9662,-5721.9241,5844.7466,-3921.7307,-2700.7380,-6237.2805,5491.4075,-2429.5228,-5545.4301,4625.2323,-2155.5972,1853.5219,-4603.4506,3221.0481,-6503.7648,-5834.8945,4730.7946,-3549.5004,-4811.2235,-5546.7547,-2490.4908,3158.5073,-6829.5926,-3640.1261,-4066.6446,-4774.9424,-613.7909,1723.6200,6779.6979,1608.8020,222.4409,-6516.9468,-6777.6656,-6370.9658,-1248.0526,5432.7984,-1879.3699,-2005.9030,5154.9263,-409.9130,5940.0405,-5508.1414,4121.1344,-4976.8203,2489.6010,-3710.0003,-2606.4448,-6442.0437,6129.1478,-2107.4019,474.1227,-3563.5139,-1107.9355,5719.9413,-2230.5701,-4995.0894,1188.2734,-948.3820,5159.5482,-31.8676,1288.8169,5733.1988,-163.4509,3830.8648,565.2029,-3266.3299,2605.4966,3712.1711,-1534.9566,-5681.7958,-6895.0846,5058.7411,5639.0982,2498.4889,6669.3410,-625.7906,-5364.9921,-1103.5719,-7.9104,-2657.0083,5011.4980,6640.5441,-5128.0701,6864.5949,3816.9778,3986.5766,-5757.2294,-1066.3003,-2098.2388,4303.4310,-1620.6430,-3118.6606,6118.0548,-252362.5654,-244891.8364,-250157.6593,-255146.5943,-246923.7938,-250297.8900,-252486.6176,-253425.2541,80685043.1966,80692659.8730,80704834.8558,80708629.2186,-252873.1229,80703162.2709,-4706.5826,1239.0389,5153.2795,1992.9836,-5895.0270,-5002.2987,-6607.8470,2366.4607,-3838.2336,-2836.6527,1847.7522,3631.9900,-2681.4495,2974.8914,6284.5260,3308.1353,5100.3783,-2125.5654,6280.5874,-358.0745,3624.2935,1253.9454,-719.6632,4694.4598,5611.7169,-3678.4216,-1263.2734,-5372.6910,3618.5262,-1035.3315,-2259.5395,-3247.6967,-1744.6293,-5037.0362,-5235.5413,1234.3556,4884.1509,6163.4946,2186.8432,-912.9686,-2005.8481,-4711.9105,4183.0548,3717.3939,6547.8929,-2742.2127,5017.0426,-3275.5539,3687.6773,-1976.1175,-3921.2192,4516.8418,5228.0143,-5361.3004,917.6583,2597.7535,-3601.7773,-4292.9095,-5570.9078,-4629.0541,2647.6929,-3535.7122,1382.3739,6548.4068,4400.9487,-3478.0131,6675.6058,4153.5419,-2821.0336,-4937.3301,3531.7194,5805.1463,-2626.9319,-379.3077,4189.2448,-3996.4461,3912.8527,-101.9429,-381.6067,-3955.6807,-3936.3606,1451.0912,-6287.5897,2150.7106,-5207.8674,6789.7495,-3183.5739,-2727.7344,1257.9020,257.6321,633.5911,4608.8623,4215.0874,3310.1984,5138.5732,-4163.5703,-5027.3717,-6614.8079,4870.5084,-2942.9874,-245562.2312,-225164.2251,-246110.4244,-245847.9655,-244046.7439,-244679.7994,-236445.0422,-240722.3331,317532494.4742,317520392.7198,317536533.5749,317538457.7942,-240794.7669,317529884.2721,2373.2227,-4505.9783,3039.2556,-4387.3780,-3309.6280,4634.2894,1089.0736,1951.6054,665.1367,2374.8443,-5387.4346,5219.4517,-1432.1769,2975.1090,1633.4823,2474.6343,-635.7861,6244.5642,-1990.4163,-5148.1522,-4702.3118,2102.5890,-3683.6652,-1920.0294,-1850.6687,3328.3198,3924.4453,3561.1084,-4692.3711,-330.6413,5406.2136,4553.2791,-4725.0605,4721.6761,-4020.4856,646.3557,4603.9228,3154.6838,761.5176,-570.3498,-1808.6395,-4912.0800,-896.5631,5518.9889,-364.9088,-3700.8331,-4736.4701,-1133.9783,2027.5553,5077.2351,-2835.1841,-4636.6133,2616.6996,3334.6740,-2345.2698,-1897.8835,-5513.4542,-5405.1169,1994.9001,4996.6536,-2865.9615,5496.7152,4281.9637,-1876.7078,-5255.2723,3054.6626,1841.7830,-5367.9118,-2685.3709,-4811.1393,4569.8599,-3724.3826,5483.0335,6413.6603,4086.8288,-5340.2709,714.2888,-657.3269,-4761.1571,627.8923,-4985.5931,-1147.5945,2848.7061,3823.5800,4461.8058,1372.1769,-5542.6615,3755.3999,937.8730,-4671.9921,709.3827,-3476.3527,3630.7893,1911.2604,4496.3416,5092.4284,2083.4148,-1289.9797,-3824.2363,-1243.3245,119935.3912,121794.8837,119047.6150,126157.2354,124795.9344,114091.5538,113759.5396,118764.6517,-9570999.5191,-9592390.9978,-9600223.4067,-9588434.4885,120496.4493,-9580069.6108,
300.000,-5771.3993,5760.2650,-1745.4872,5933.6752,-565.1124,-1905.9592,180.8899,-4978.2962,-6252.3570,4452.9559,-2411.5668,-596.3547,-6818.0720,5246.2640,-741.6268,-4070.3753,5182.9571,-4122.2937,3388.2509,-5278.5957,3848.5718,-5424.4940,-5194.0360,5326.2986,-2048.5804,-4819.6758,-6464.5492,-3346.3615,4908.4120,-6751.5099,-4948.0493,-4244.7326,-5366.8158,-2704.9471,2.4337,6494.3016,3406.5785,-236.9348,-5618.5333,-6515.9366,-6864.6841,-3126.6164,6078.5219,18.8587,-443.6779,4967.0335,1427.3852,4789.8963,-4012.5683,2424.6387,-6187.9235,4333.7706,-2071.1598,-4088.3022,-5363.8029,5879.8853,-3963.3014,-1523.9358,-4714.0385,-2691.8624,5383.3314,-3803.6809,-3417.4164,2441.9992,859.1476,3488.3124,1212.7061,3325.9440,4275.7728,-1914.0878,4815.9405,2061.8241,-4653.1308,649.2280,5332.9617,-3561.4524,-4424.4430,-6403.9193,6087.5931,4805.0330,1231.7381,6882.7726,-2207.4716,-3876.3149,-1677.1702,1512.7046,-4200.3281,4809.7558,6791.9232,-5019.8275,6825.8105,4226.9367,4289.5796,-4417.4018,806.1038,-3362.5826,3189.2694,-3080.1112,-1756.8198,5569.7990,-246890.9473,-239992.6888,-245115.0246,-250018.2623,-241739.3185,-245085.6688,-247374.1062,-248373.6072,73731623.2629,73739148.5527,73750778.1306,73754504.6965,-247727.2057,73749657.2838,-3728.5040,-695.9888,5062.5426,230.6982,-6564.4495,-4994.0172,-6456.5954,3578.1922,-2745.3021,-3616.9414,3409.7823,4111.3721,-1275.0841,1277.8809,6214.9931,3958.3135,3913.0481,-1731.6045,5925.4237,1488.3697,1602.2368,1735.4358,1191.3405,3073.0265,5614.3390,-1889.1780,56.5883,-3749.6441,2915.4096,185.8388,-635.7132,-1216.2943,297.9815,-4616.0979,-6115.8174,-48.0450,4970.1725,6850.4019,3166.2155,644.0712,-857.4982,-4849.0795,3161.4926,4691.7486,6583.9713,-4286.8367,4060.6696,-4048.2379,4588.7627,-3311.8261,-2780.9715,3546.9474,5215.0845,-5197.1529,2078.1085,1119.1528,-2561.6274,-4820.6531,-5047.2059,-3211.1447,993.1265,-2030.4661,2683.8278,6466.8310,5266.0842,-4406.8313,6820.0394,3882.9591,-3595.5077,-3794.9232,1618.9713,6228.5113,-1016.5192,709.7374,3159.5736,-3545.6796,4871.5674,1111.9257,-1372.5056,-4834.0992,-5412.1484,254.5496,-5276.1907,3550.5331,-3505.0653,6759.8537,-1681.2067,-4304.7565,-257.2556,2350.4162,-872.9241,2844.1821,2369.7739,4007.6332,4361.9427,-2438.3065,-6134.0957,-6202.8030,6128.4462,-4033.1198,-250478.6346,-230200.5736,-251420.6095,-251041.0726,-249280.2359,-249943.9427,-241749.9869,-246444.1339,319221512.9961,319209134.3111,319225546.4894,319227587.2026,-246032.7265,319218926.6332,927.7936,-3802.6314,4372.9080,-3584.6053,-1693.8439,4241.3021,2514.2856,3235.5345,-1145.2852,3861.2016,-5511.1830,5519.4102,97.2055,4321.4461,2976.5986,3944.1809,-2378.1362,5309.3445,-492.4317,-4211.5343,-5315.7516,3975.9709,-4443.5410,-3210.8348,-3436.8096,4575.2187,2450.0446,4740.1488,-3533.6468,1476.4927,4766.0536,5320.3465,-4390.8064,4407.1831,-3022.9982,2387.1602,3370.7204,1018.6277,2491.7740,-2059.4172,-21.3995,-3819.5808,920.7836,5080.6244,-1872.2728,-2173.4271,-5407.9051,-2826.1511,3296.0129,5460.1804,-1463.7712,-4090.6473,4053.3425,1722.6395,-3842.3167,-3478.9739,-5053.3355,-4722.4248,214.9910,5482.3949,-4240.7095,5395.0628,5127.5702,-92.9613,-4405.3676,4054.0264,58.1331,-4645.5561,-4104.2133,-5430.0570,4712.9651,-2197.5892,4996.3987,6865.1199,3103.2616,-4645.7814,2183.0902,-2399.0680,-3073.5975,-1186.4650,-3971.7155,663.3645,3912.1546,4514.1225,5754.0065,-160.8867,-5238.4948,2241.8904,-618.9859,-4179.3426,-836.5622,-4684.4185,4775.0941,3486.0874,5297.9523,5514.6851,603.8992,246.3128,-2723.6907,568.2969,120011.8826,121896.0010,119238.3628,126146.1478,125050.4987,114385.0747,113703.8661,118951.7653,-9576077.9847,-9597152.7564,-9605402.2550,-9593863.3013,120608.1455,-9585322.7338,
600.000,-6478.4521,5865.4453,178.2141,6325.6026,-1820.7566,-3843.7163,-1472.2784,-3254.7704,-6169.2347,2612.0442,-705.8937,1558.4907,-6739.0811,4518.1324,1040.9826,-2180.3547,5246.5561,-5673.2819,4576.8383,-5466.1187,4127.7138,-3791.0044,-4085.1421,5434.7548,-314.7681,-4394.5006,-6746.5030,-3922.7558,6121.5307,-6002.8205,-5795.1827,-4061.1187,-5479.4870,-4536.2299,-1693.7404,5571.1292,4844.4230,-684.7386,-4154.5949,-5607.5876,-6675.5744,-4674.9402,6123.9511,1881.5857,1179.9991,4304.2110,3161.7276,3144.2236,-2120.5706,511.8610,-6798.4693,5767.4820,-200.4055,-5134.8088,-3759.5143,5071.3238,-5445.5485,-3345.6368,-5391.9466,-4054.7996,4548.6894,-5038.4532,-1494.3386,3451.3768,2547.7004,1478.5136,2336.4362,5025.6204,2391.4816,-3516.0059,5376.3845,3332.6342,-5611.9642,-1419.7642,6438.0855,-5221.8561,-2728.8973,-5281.9938,6515.6382,3484.8353,-119.2901,6412.8626,-3609.5771,-2030.3264,-2156.0530,2887.8286,-5364.7175,4133.1169,6251.9733,-4467.3743,6124.9460,4269.9438,4205.9315,-2626.0913,2634.6816,-4346.4148,1772.2749,-4242.7000,-250.4723,4459.6094,-241329.2320,-234990.7741,-239964.6169,-244782.4924,-236448.7418,-239765.1809,-242150.3157,-243146.6397,66742925.0421,66750372.8549,66761444.5214,66765092.4284,-242472.8829,66760873.5257,-2397.1703,-2541.0697,4510.0051,-1526.7750,-6552.0189,-4519.3172,-5690.0861,4474.5776,-1369.0016,-4081.0673,4678.1470,4243.7862,255.6875,-577.0219,5560.4686,4258.3862,2320.2807,-1231.7926,4974.5714,3156.7094,-583.3864,2093.1054,3014.5705,1141.0791,5081.4086,111.6799,1344.1312,-1756.0775,1936.5068,1405.1668,1009.3371,945.1772,2293.6357,-3790.9957,-6389.0912,-1351.7573,4592.5602,6787.8645,3857.9854,2156.2004,375.9719,-4543.4368,1815.9065,5247.3643,5967.0364,-5390.1254,2748.2750,-4441.7855,5075.8918,-4359.8565,-1385.7869,2272.6974,4722.8768,-4511.2451,3075.2055,-502.0031,-1320.8082,-4917.4991,-4021.1622,-1512.7375,-792.8803,-369.0663,3749.9532,5740.9693,5645.7219,-4947.8641,6289.0131,3277.8827,-4061.3948,-2317.3222,-431.8575,6046.3518,651.7227,1635.6823,1853.7665,-2784.7964,5377.1359,2242.7000,-2187.1287,-5242.2991,-6343.2442,-974.8273,-3769.1322,4646.0343,-1455.7523,6072.9670,-59.0942,-5423.1814,-1752.2611,4209.1442,-2302.7679,786.1705,267.9192,4343.4839,3199.4513,-500.7012,-6645.6801,-5187.4582,6797.7879,-4724.3991,-255252.6706,-235131.5684,-256617.6820,-256122.7632,-254401.0165,-255093.4708,-246947.8313,-252029.1889,320758280.2198,320745622.0132,320762280.6818,320764423.4882,-251160.7215,320755713.8953,-617.0043,-2693.5040,5235.4999,-2399.0740,113.7491,3373.1909,3670.2017,4173.2636,-2832.6058,4931.6591,-5042.4569,5224.3391,1616.1712,5202.7130,4000.9595,4988.5685,-3864.1161,3809.6408,1060.3677,-2821.4063,-5316.6959,5426.7451,-4729.8264,-4158.8021,-4649.2527,5328.3544,711.2119,5407.6710,-1959.2869,3124.1844,3609.6019,5515.1022,-3588.9584,3621.6021,-1686.2315,3870.9580,1772.5564,-1226.6871,3953.1526,-3321.3676,1768.1198,-2316.4075,2638.6504,4095.9203,-3172.7328,-411.2720,-5497.0945,-4208.8396,4211.4439,5234.4596,63.8784,-3107.9030,5054.7848,-81.9963,-4925.9126,-4686.4672,-4049.4539,-3532.2479,-1588.2040,5375.0676,-5160.7134,4711.2146,5373.1780,1700.7998,-3082.0848,4619.5412,-1731.7853,-3421.7263,-5084.3051,-5460.3333,4352.1469,-434.1940,3969.4680,6585.7409,1787.5917,-3435.7186,3418.2448,-3883.5574,-1060.5632,-2872.9928,-2513.1150,2402.8349,4556.7753,4721.6279,6435.3366,-1676.7091,-4372.6143,477.8298,-2106.3884,-3241.7775,-2292.8979,-5389.6421,5389.2181,4684.1926,5528.6039,5341.3283,-940.1260,1756.1649,-1331.6768,2318.1596,120091.0697,121996.9276,119431.6310,126129.8434,125301.3308,114684.2717,113653.7698,119258.2859,-9581160.7165,-9601907.5255,-9610573.0358,-9599277.5468,120719.7543,-9590575.9428,
