sl_100_5400_20250321 Coordinates.csv
2025/03/21 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:42 2024,
Start: 2025/03/21 07:47:00.00, Stop: 2025/03/21 09:17:00.00,
TIME_UNITS,STARLINK-4656 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-3847 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-31380 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-4786 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-2252 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-2161 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-11269 [DTC] - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-3504 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-1726 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-31347 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-3191 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-5573 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-3847 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-31380 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-4786 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-2161 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-11269 [DTC] - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-3504 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-1726 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-31347 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-3847 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-31380 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-4786 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-2161 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-11269 [DTC] - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-3504 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-1726 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-31347 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3815.6826,5750.7485,-770.7628,3023.4767,-6312.7018,5781.9835,4626.1066,2845.4123,874.6445,4549.9006,-2745.6027,4061.3791,6019.0459,4852.2835,4365.3802,-2681.2016,3137.6450,-5109.9322,2157.8804,273.3740,4453.3087,6660.9930,-2235.8186,-87.2738,-1631.9176,1148.7508,3259.7170,-2063.8027,5256.0827,4682.6761,554.6982,-961.0291,6182.8098,-6808.0956,2229.7390,-538.7866,-6376.8931,4713.4044,3932.3934,-5585.5230,-4282.2525,-5147.3005,-3332.2810,6643.6135,-4769.9106,-5135.6996,5534.9998,4944.6430,5544.3454,5835.1591,4014.7914,4540.3600,831.7413,-6433.0387,6632.4708,-3886.3739,3035.0788,6881.5919,-4127.6347,1969.4103,-4476.2664,4816.5979,-3222.1049,461.7859,-5193.7409,-302.9230,0.0000,2600.2808,-5755.2510,-4871.2463,4848.8899,2015.0552,2056.2834,-4635.9043,-5666.8762,-4524.4130,3123.8233,-4948.3734,1065.8998,-429.0354,5485.1103,1577.6889,1704.7149,1419.5734,6097.4320,6646.5245,145.6374,1154.6767,-424.5998,6550.9505,206.5899,-6824.6575,-6180.7547,-5042.3390,-5947.7226,-2690.3825,2591.1793,-3014.1910,2600.9337,-2213.7499,-259710.9177,-265543.8838,-276893.2287,-272447.6919,-277962.2174,-275439.3883,-269042.1198,-271117.5726,140922575.9491,140916735.1177,140913586.8652,140933261.8256,-271271.8764,140930207.6136,-1611.0050,-2541.7366,-6214.8013,2928.3048,1170.6654,3522.0101,-2106.8090,-5279.0027,-2582.8884,2164.4676,-3072.9428,-4849.4324,-2106.0468,-4083.9685,-1141.1833,-3089.6947,-5123.0173,-4104.3420,-5934.5098,-6532.5464,-561.4572,-1860.7522,6445.0026,-6108.8054,-6034.2740,-5654.0941,-5569.1438,5565.2655,-4473.7998,-2058.6724,6599.1709,-6580.3918,398.3296,286.2830,4229.7153,3486.6463,-2468.9261,-2124.3944,2468.3136,2377.0855,396.9676,2301.8072,-6019.6684,-1805.4807,-25.5724,-4397.1189,-1535.1631,1192.9420,-3968.4085,3760.3696,87.0185,-2502.9109,-5824.1106,-1548.9177,39.2399,-5188.5591,2979.6435,696.2803,-3996.6732,-4919.6841,-5012.2800,-1763.6889,6014.4249,5424.3800,2755.3572,5601.8802,0.0000,4432.6102,3869.9703,-927.7839,-2930.9574,4036.4136,-3808.1203,-998.8408,3973.3196,2511.7349,-4563.1574,-1165.6624,6693.1463,6634.0212,-1132.6165,5357.2588,-5269.4196,4021.8351,2280.1894,-354.3710,-1113.7526,4889.0998,6888.8947,1932.7251,-4360.8411,-546.0667,3138.9159,-1476.3213,964.4524,-5590.5426,2599.2187,-2894.4159,-4956.1986,919.9118,-210689.5417,-229558.3858,-222622.2311,-219101.7683,-225290.6797,-222643.7031,-228281.5218,-222936.9341,7871219.9089,7814684.8555,7837767.8540,7861893.1296,-224398.8663,7855063.3009,5533.3809,-2887.0940,-2956.0484,5383.1308,2296.0159,-1508.7933,-4552.1205,-3257.2818,6385.8079,-4603.3497,-5443.2271,2837.0147,2720.9418,2752.2752,-5245.9760,5445.3858,3421.9867,-2279.0480,2901.9345,-2378.0756,-5267.4427,460.0407,1243.7863,-3041.0308,-2970.1875,3468.4005,-2543.7842,-3549.1385,683.1339,-4689.4128,-1723.0884,1909.6121,-2904.0344,632.0611,4989.9409,5978.7873,1131.7656,-4609.1012,5129.4933,-3319.0785,-5431.7198,4013.0165,-882.5040,-711.3987,-5028.3439,1457.8379,-3887.3730,-4718.8320,-1348.5367,-156.5588,-5345.2083,4596.4982,-3677.2536,-2033.4525,2013.7402,-2423.8163,5447.6953,27.7837,-3857.2388,4439.8889,-1366.7484,4655.3528,50.8176,-4271.8576,3642.6054,-4074.1283,0.0000,-4684.9621,4.0540,-4835.7045,3988.9762,-5226.3096,5379.6797,4898.2924,-138.5409,-4617.5033,-4197.0454,-4701.9533,1464.5624,1897.5465,4051.7176,3804.2711,3982.8335,-5451.3239,2384.8661,1945.3822,6838.5543,-4755.6750,-446.6043,1282.1204,-5370.3965,983.3303,423.8782,-4407.0594,-3439.9439,3052.5196,-5897.1886,-5531.7471,4064.5214,-6530.0721,-183468.7040,-186386.7742,-189509.5547,-181769.3808,-183788.4009,-194507.2346,-194226.1415,-188810.7846,65171977.7652,65193048.5566,65171522.4726,65183747.4362,-187785.3034,65181882.4249,
300.000,2782.2943,5574.8101,-2006.3727,4068.9770,-5227.0973,6571.4536,3278.2129,872.9110,-602.6087,5860.9730,-4097.8794,2235.1856,5697.4199,4285.9220,3027.3385,-4256.2554,2212.0552,-6218.6784,1696.7366,-460.7736,3377.3149,6035.1999,-598.3389,-1789.7289,-2685.8662,-162.6614,1969.9423,-314.7028,3913.6624,3457.0381,1749.2215,-2220.4711,6669.4698,-6574.9073,4116.5295,649.6532,-6387.2832,4612.2178,4156.7277,-4039.6594,-4341.7834,-3469.5705,-4398.4906,5820.8658,-5355.1012,-5960.1971,4216.6139,5322.3632,5226.1647,5239.7098,3780.2662,3059.3799,-894.9085,-6905.9809,6743.7377,-4387.4938,4650.4115,6650.6335,-4369.9087,4.8117,-4939.6290,3660.4142,-1738.3946,1966.3622,-5005.9866,1180.9113,0.0000,3920.1915,-4643.1547,-5810.2284,3153.4216,3966.7795,-89.8683,-5602.8412,-4724.7893,-3055.0905,1697.2835,-5959.6017,2483.9835,802.9704,4043.2128,3462.4501,-143.8822,3211.3451,5919.2208,6651.9412,2166.8483,2613.1547,802.4352,6027.7727,-1793.4095,-6328.3035,-5920.8233,-4408.2022,-5980.2207,-3483.2887,727.8982,-4244.4370,1543.1506,-1082.2807,-255245.0927,-260582.8779,-272068.0816,-267602.6099,-273192.0624,-270711.3727,-264242.6173,-266497.4122,140721758.5326,140716765.9575,140713353.3881,140731770.3960,-266468.8368,140729423.6533,-3509.9413,-3915.0750,-5037.6175,1001.6093,2623.4112,2216.0677,-3810.5871,-5330.9998,-4038.8240,902.3910,-1355.2927,-5272.7107,-3723.5636,-5324.8828,-2831.2720,-1606.0073,-6291.7560,-2964.5545,-6685.7747,-5524.7056,-2433.6889,-3235.3249,6378.9935,-6358.8935,-4690.9477,-6464.3174,-6554.1634,5032.7534,-5303.2259,-3828.1076,5714.4441,-6553.7124,-916.8810,1485.8005,3906.2149,4953.1273,-842.8944,-3913.3475,338.0735,3259.0523,2475.9293,3251.6501,-4831.4968,-2837.8888,1805.9588,-3494.8275,-3105.8388,-896.4261,-4512.3573,3900.2710,-2103.1201,-4066.7103,-6400.1074,-375.2115,-1521.3206,-3667.0339,1649.1122,-528.9565,-2118.2993,-4472.1748,-3666.6768,-3584.1977,6429.8538,4142.1362,4287.4402,6299.4743,0.0000,4911.1478,4917.6117,679.2473,-4119.8740,3580.0987,-4170.0977,659.4170,4778.1237,4084.2686,-5883.8791,347.7445,5817.6389,6867.5666,-2424.4702,5130.3392,-4646.3454,2789.2410,488.1519,-1912.2731,-2012.6088,3415.6917,6506.2084,1107.6274,-4811.2527,713.9325,2515.5457,446.4687,2735.0064,-4055.1487,1577.7532,-1110.5525,-6211.2306,2797.4077,-216013.9386,-235336.3921,-228134.7919,-224765.9655,-230961.4623,-228295.1916,-233849.3633,-228346.9709,10950255.2964,10893230.8127,10916389.1654,10940823.1356,-230040.5362,10934019.0050,5264.7647,-1202.3900,-4308.1585,5397.6546,3502.2592,17.0033,-4614.0644,-4171.0300,5618.5093,-3377.1662,-5289.5321,3904.7700,1329.1630,1049.1888,-5540.6682,5069.7716,1829.4364,-821.6100,870.0242,-4204.7868,-5528.5104,-1082.3439,2648.0716,-1708.1743,-4322.8763,1880.5323,-1122.5446,-4733.5661,2155.3204,-4642.0059,-3335.2521,129.2411,-1217.0832,-1190.3995,3946.9272,4824.2759,2551.6254,-3373.3101,5519.6579,-4575.1245,-4797.4312,5026.5715,-2333.0724,-2446.1800,-4011.6964,-349.4868,-4547.5669,-4359.5396,776.0289,-2360.9770,-5097.2439,4701.9312,-2522.3243,-257.5395,526.7168,-3900.3003,4840.7898,1818.5342,-4930.5420,5270.3048,-3032.1235,4662.4350,-1487.6970,-5183.2297,2102.4578,-2642.7699,0.0000,-2975.2652,1528.5336,-3708.0515,4592.0925,-4371.5241,5501.8435,3831.2633,1655.8749,-4699.3197,-3269.2604,-3508.4553,2835.7079,111.5072,5053.6672,2715.8763,4990.5608,-5460.2973,3573.3233,452.0936,6268.2325,-5418.4965,-2209.0446,3270.8690,-4640.5506,2693.9010,2609.3642,-5234.3160,-2210.2430,4382.6260,-6725.1482,-5367.9270,2629.4992,-6275.5189,-183494.4783,-186390.8889,-189464.5623,-181905.3441,-183658.1152,-194357.1570,-194426.0516,-188422.5665,65173571.3411,65194296.4393,65172680.2983,65185747.7972,-187807.5548,65183318.6145,
600.000,1527.4257,4853.3656,-3090.5908,4750.3439,-3616.1973,6724.3512,1632.4397,-1205.4587,-1960.6129,6575.9471,-5072.9095,179.6729,4833.0513,3302.8243,1435.5305,-5423.3615,1086.8850,-6723.3601,1074.5821,-1202.6683,2019.0792,4820.9163,1118.8633,-3295.5801,-3522.2744,-1434.9203,500.0676,1501.4171,2180.8853,1935.6325,2802.1305,-3257.8906,6473.2342,-5664.6864,5584.1845,1715.7239,-5791.2300,4089.1196,4031.8864,-2095.3345,-4025.2719,-1457.6274,-5060.5260,4416.1939,-5446.9200,-6193.7743,2514.4784,5225.8376,4369.6654,4094.0417,3190.1561,1313.8722,-2514.6230,-6692.5972,6202.6929,-4495.4622,5828.9807,5759.9621,-4233.4940,-1988.4675,-4928.4809,2187.6159,-64.8976,3325.8233,-4340.0819,2521.9584,0.0000,4816.3886,-3073.1738,-6198.5526,1167.0479,5518.9889,-2218.2752,-6015.2946,-3302.8020,-1322.9787,136.7787,-6400.3003,3688.6391,1953.6659,2221.1216,4971.4985,-2013.2867,4720.0775,5192.0161,6014.7459,3991.4065,3864.1352,1974.4708,4907.6276,-3591.8563,-5208.3953,-5001.5992,-3375.3797,-5449.5902,-3979.4815,-1161.8062,-5104.5526,361.8653,85.7186,-250671.1305,-255501.0478,-267123.3320,-262638.8710,-268300.7006,-265863.9773,-259330.0288,-261765.1252,140453676.3190,140449547.7069,140445868.7650,140463001.4304,-261548.5649,140461378.5607,-5083.6617,-4888.8507,-3374.9364,-998.0747,3842.1994,695.2350,-5156.0301,-4878.7791,-5131.3663,-415.7754,461.7480,-5220.8464,-4971.3520,-6029.0739,-4283.8267,-2.9221,-6831.3740,-1545.4382,-6755.5438,-3969.1391,-4100.0037,-4306.0339,5708.3798,-5970.0126,-2888.7408,-6581.4371,-6903.1471,4040.6670,-5636.5186,-5252.7175,4248.0352,-5876.4824,-2124.2375,2546.1967,3237.8203,5946.3832,885.6745,-5298.9838,-1826.0338,3869.6346,4297.3564,3935.5279,-3168.5985,-3616.0522,3430.7382,-2241.5157,-4413.5810,-2884.7063,-4605.1759,3589.7474,-4062.9110,-5269.0259,-6370.3154,832.9172,-2929.4888,-1767.6219,203.3093,-1722.0584,-16.4115,-3633.0850,-1928.6029,-5081.1261,6197.7027,2481.1327,5379.5028,6389.3165,0.0000,4920.7864,5501.1841,2184.8544,-4951.5485,2815.8435,-4178.3777,2213.9419,5123.8782,5294.1257,-6647.3121,1792.2690,4381.1547,6417.0974,-3528.3506,4389.6188,-3587.4422,1331.9308,-1375.5819,-3280.8688,-2614.1899,1637.3038,5479.7870,129.6202,-4831.8380,1932.8392,1651.6896,2356.8913,4226.2364,-2113.9473,308.2953,745.2267,-6851.2240,4432.0524,-221244.7962,-241002.6878,-233546.2880,-230327.5584,-236530.4665,-233847.8257,-239313.1699,-233788.3983,14024265.0659,13966770.4967,13990005.6569,14014640.8416,-235579.4436,14007950.2069,4429.3326,611.9098,-5198.5178,4811.0665,4314.7084,1540.9640,-4159.2839,-4617.7417,4255.2551,-1772.4508,-4545.0376,4554.8579,-204.8519,-767.1233,-5240.9300,4123.9159,39.5476,723.6182,-1254.3203,-5587.0372,-5196.6934,-2508.8188,3768.9386,-183.5423,-5211.4220,73.1085,418.7777,-5408.8740,3396.9248,-4100.1471,-4576.7405,-1665.0686,605.4454,-2880.4653,2478.3222,3157.2593,3698.0051,-1775.6563,5317.2729,-5339.5712,-3649.7820,5500.4321,-3534.4518,-3917.9958,-2565.8492,-2119.1623,-4722.6068,-3535.4845,2817.9946,-4314.1284,-4243.3181,4304.2974,-1097.9515,1546.0775,-1016.7324,-4957.8669,3712.4179,3413.0695,-5474.6464,5533.2762,-4362.5465,4170.3020,-2859.2878,-5538.4044,335.8124,-928.5985,0.0000,-950.0025,2889.3887,-2182.7944,4703.8057,-3043.8411,5029.8422,2334.0885,3272.0437,-4279.7633,-1993.1268,-1938.4203,3903.3437,-1686.5896,5511.1395,1314.0678,5438.9888,-4883.8944,4379.4271,-1089.5701,5029.5238,-5499.4544,-3733.4967,4911.8766,-3412.5326,4113.9406,4516.7013,-5484.6331,-744.4222,5240.4313,-6841.1576,-4631.3182,911.4128,-5358.7725,-183520.4464,-186396.0975,-189416.3072,-182046.2934,-183531.3599,-194201.3191,-194620.0501,-187988.0907,65175169.2723,65195543.7763,65173840.3726,65187726.7494,-187829.6982,65184754.7519,
