sl_100_5400_20250316 Coordinates.csv
2025/03/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:24 2024,
Start: 2025/03/16 07:47:00.00, Stop: 2025/03/16 09:17:00.00,
TIME_UNITS,STARLINK-2282 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-1616 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-11274 [DTC] - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-11187 [DTC] - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-32192 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-1838 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-31934 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-4071 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-3954 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2282 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-1616 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-11274 [DTC] - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-11187 [DTC] - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-32192 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-1838 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-31934 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-4071 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2282 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-1616 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-11274 [DTC] - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-11187 [DTC] - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-32192 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-1838 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-31934 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-4071 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,462.9228,224.4687,4913.5441,2652.8747,-4449.3122,-4968.1671,-4679.3396,3689.9914,-1774.8399,5822.4637,-3655.1969,-3261.2465,-464.9063,-6526.4189,-1492.5472,-4424.9750,-4762.2589,2267.5058,6661.0681,-3306.9656,3466.5746,-6305.7649,1359.6205,5304.7723,-5075.0091,-766.4568,2544.7259,-2607.9566,-6530.9110,5008.3937,3062.7872,-4501.4884,-6183.1953,1393.0178,-6652.7671,0.0000,187.7098,-4779.5618,2773.1698,-3512.2931,-4129.2644,-3575.7304,-5202.0590,612.1090,4758.6988,-5206.0657,3662.1161,-3902.6693,-4861.3443,-5046.9594,4701.7227,2469.1567,-1197.7209,2062.6411,2114.0234,-4677.4276,2818.8087,-6479.9140,2939.4967,3627.7073,-5202.8811,-5233.9058,5936.6227,4858.4830,6079.9998,-1207.5592,3977.4786,-147.3291,752.6393,-231.1188,-6487.3715,-1704.9472,-1122.8770,-743.2168,3781.1808,-1717.6947,-3300.6991,-546.1742,2405.0651,-4791.3866,-4028.5430,-1970.3808,2829.4884,6787.9502,-2802.8651,5320.7420,-1251.0972,5984.3243,-1239.4404,-4072.5852,-4628.7243,5673.0634,2668.6443,1449.4915,2849.4518,-1641.2396,2752.2613,-2294.7772,4533.3122,6819.4817,31442.8454,30313.2184,27736.5959,32477.9210,26451.2184,29201.3326,35077.2289,33482.6859,134624940.1787,134615017.6460,134608563.9838,134621597.6253,33192.9670,134617818.5021,4089.2606,-6089.9187,-4768.4120,4179.4768,115.2172,828.2967,3824.9829,5162.5423,4982.4610,1032.5804,-3175.4983,-2702.5724,5571.6291,582.2893,6460.7150,5287.6247,-4586.9878,-6543.9932,-1792.7367,-2964.6135,2356.9765,2086.8192,-6368.6947,-970.7916,-373.9654,4077.1568,5556.6035,-3127.6324,-243.8773,-1174.1601,5114.8761,-2623.8768,1794.0458,5565.7381,-1451.3419,0.0000,6688.7071,-365.0582,3917.2401,-2985.5459,1550.7985,2132.1896,1752.8201,-6220.6922,-3606.7278,-2733.8526,-2869.7054,3696.2188,4587.2366,4699.5693,5005.5403,3349.5582,-6426.3883,4213.9746,3875.1080,229.4027,-4226.0957,-69.4672,4557.8509,-4409.3122,4366.3187,1942.0491,-1298.2914,3618.9856,1623.1511,-5415.0230,1406.4936,-5219.2855,6467.2558,-5336.3490,-1344.2375,3789.7286,-4854.7701,-4698.5022,4723.5502,4933.2406,-5967.4843,5142.2850,-6394.4633,1454.7677,3097.1513,5940.6054,-3989.2222,-476.8812,3278.9596,-1291.7519,-4994.4648,2445.6268,6810.4502,4669.2313,3312.8571,-1706.2021,3202.6372,-6345.9588,3040.5713,3879.9049,-6254.4556,4643.9961,-3960.9348,1000.6449,-391805.1784,-397312.1133,-396470.9556,-393321.9785,-399005.8109,-396583.0789,-402762.1294,-400153.5975,-1124572.7332,-1140995.7413,-1156804.8868,-1151049.2782,-398696.4365,-1143642.8970,-5463.1078,3049.9630,-512.5865,-4810.0109,5201.3555,4607.2899,3394.9599,2291.9194,-4461.2372,3584.8524,4520.0012,5447.4523,4073.2899,-2274.0368,-1001.5114,-669.9788,2083.8357,420.3361,582.3951,-5337.9338,-5514.9526,1908.1368,2342.0883,-4192.2470,-4716.2451,-5540.3417,-3285.7948,5429.2937,-2265.1891,4603.1657,-3349.5349,4391.1309,2244.6806,-3875.4952,-1180.6643,0.0000,1788.6247,-5000.7679,4982.9570,-5161.0214,5317.7833,5524.2205,4212.1939,-3013.0722,-3493.5229,-3696.6260,5120.9118,-4388.7087,1896.1478,514.3612,836.4217,5512.4280,2249.9423,-4999.3732,5325.4225,-5096.9955,-4725.0653,-2354.7072,4287.8728,-3908.7403,1392.7815,-4034.6724,-3346.0118,3345.1411,-2637.0201,4150.2895,-5496.7090,4527.9500,2092.6478,4228.8787,1978.9751,-5531.4542,4639.9989,-5027.1058,3223.0043,-4562.7026,1266.3197,4577.0051,-353.0430,4763.9290,4684.1017,-2770.8083,-4904.2850,740.4452,-5401.3350,-4288.8713,-4622.3763,-2461.5893,-147.6983,2962.3345,3787.1458,3596.9224,5510.2520,-2345.2591,5517.4317,5401.3736,616.6705,-4447.1643,-3451.4028,392.5052,-62912.5384,-63487.6032,-64548.3986,-56787.3761,-58829.7185,-69547.8624,-69245.4830,-63764.3828,63063325.3605,63038923.1630,63046304.5162,63054683.8154,-62815.0988,63065054.8538,
300.000,2593.8718,-1213.5907,3538.3642,4467.4409,-4856.1331,-3569.1539,-2882.6780,4895.2671,172.7512,4984.7778,-5283.1441,-4733.3675,1006.6376,-6534.9641,143.6899,-3393.2166,-5932.5501,714.9008,6164.9338,-1528.1492,4356.2684,-6062.7823,162.4946,3871.8683,-4901.6098,1387.6396,3762.5337,-4129.4254,-5694.4345,3523.2675,4128.0451,-4958.5129,-4968.0289,2593.0968,-6875.1123,0.0000,1423.6268,-3912.0070,3698.8888,-5141.5426,-2680.5330,-2258.0175,-5301.8592,-1159.5402,3009.0684,-5727.5063,2919.3472,-2698.8910,-3740.9076,-4078.7790,5206.1118,4156.7892,-2306.5838,3315.8308,4057.1047,-3623.3493,965.0345,-5585.4535,3672.0807,2860.1335,-3735.8089,-3613.7319,4706.2973,4844.7332,6710.7780,-3140.1305,4776.4374,-1799.4669,2036.8051,-2198.0648,-6911.7352,265.0395,-3172.8818,-2428.5832,4592.5253,426.1857,-4599.3212,1039.1461,1184.7974,-3227.5176,-3506.0568,-825.8158,1728.0223,6549.8670,-793.2329,3648.5377,-3030.9511,5622.1690,10.1720,-2216.9548,-2810.5768,4313.8099,4327.8257,-19.8202,4374.2154,207.8586,1176.6554,-519.3568,3623.9357,6754.5792,39638.1776,39148.0590,36222.8533,40971.6238,34869.4258,37579.2466,43534.1053,42062.8361,134622149.1678,134612427.9882,134606434.4011,134619357.5122,41646.6512,134615111.9633,3730.4386,-5082.1911,-5532.7774,3765.1083,2092.3869,2362.8999,4632.6628,4616.8176,4464.6729,-606.8775,-2270.0933,-1198.4348,6313.4685,2172.3724,6241.3592,5928.7399,-3538.8058,-6628.5778,-2904.0242,-2068.2359,378.5836,3318.4497,-6894.7889,-2350.7663,1768.0166,4244.5932,4036.7681,-1561.7664,1087.4691,-2591.1948,3439.3511,-510.8091,3129.2030,4097.0935,-259.7401,0.0000,5869.5636,1565.5624,2012.2658,-1880.0031,3165.3150,3849.0130,3433.7739,-5531.1642,-4093.7000,-3570.7150,-4684.8752,5292.0544,4447.7062,5433.5576,3765.8384,2024.4612,-5316.5321,2483.0192,3254.7123,2085.0482,-5273.6780,1250.7052,2713.8442,-5812.9940,5137.5443,3009.8557,-2821.9820,1829.2304,91.8312,-5284.2061,-550.6500,-4034.3512,6523.0740,-4491.5713,-156.0153,4625.7005,-4187.5466,-3410.6314,2938.4389,5064.2259,-5186.7684,5965.2118,-6574.9303,2824.1191,4837.0258,6709.4343,-5516.7612,-1673.0916,4109.2174,-1793.4225,-5216.7469,880.4578,6651.8434,5133.4147,3881.1991,-3179.8308,1865.7431,-5754.9750,1534.1273,4885.5934,-6422.7158,5683.6681,-5482.7336,-218.9818,-391298.5509,-396304.2588,-395532.4579,-392536.5319,-398220.6068,-395774.5967,-401876.8460,-398991.3614,1818661.3057,1802436.7580,1786318.7005,1792557.9675,-397884.9812,1799538.0980,-5112.0418,4371.7827,-2006.5577,-3674.7117,4349.9112,5315.9888,4273.6441,520.2147,-5283.8168,4751.5532,3292.0104,4877.0072,2646.3817,-815.8223,-2452.1550,1139.9834,603.9059,1916.2624,-1226.6663,-6451.1415,-5372.8172,122.4532,597.0679,-5113.1403,-4581.0485,-5288.1966,-4207.2262,5155.9431,-3774.4357,5338.7068,-4229.7917,4645.6189,3463.3587,-4942.9188,634.7245,0.0000,3386.0511,-5498.5018,5488.3280,-4232.5133,5524.8723,5285.8446,2828.6185,-4027.3059,-4696.0490,-1633.9083,4173.4318,-3585.9018,3802.5974,-1298.0605,2558.7563,5131.5789,3765.7427,-5463.2038,4561.6565,-5517.0072,-4403.1657,-3845.7004,5189.4827,-2429.0393,2774.9954,-5033.0990,-4244.6443,4587.8920,-1223.7640,3200.2333,-4989.4777,5313.3879,313.3810,4626.4610,198.5749,-5138.0687,4331.8174,-5511.2105,4153.7360,-4720.0248,-270.0954,3324.3831,1462.6720,5418.5044,3477.9877,-1065.0086,-3814.0848,-1083.3891,-5501.7294,-5643.2439,-3386.7379,-3934.4322,-1926.7804,3984.4645,4874.1368,4392.7887,5053.6658,-3842.4012,5131.0016,4798.3003,2101.2467,-3745.8983,-2224.9208,-1417.9624,-63093.2414,-63548.2037,-64615.0186,-57034.2052,-58810.3051,-69509.3020,-69556.9512,-64252.7845,63065084.8865,63040636.7450,63047658.5818,63056146.6735,-62948.5469,63066555.0059,
600.000,4461.3244,-2571.2234,1797.7835,5826.7222,-4809.5496,-1836.8209,-806.2725,5570.7537,2133.1635,3685.3415,-6313.3728,-5764.1581,2351.5181,-5913.7583,1787.1615,-2014.7891,-6525.3814,-923.7527,5053.2497,365.7839,4870.0548,-5215.8043,-1043.9515,2066.2849,-4299.4628,3394.5069,4657.0042,-5255.9553,-4306.1798,1717.2308,4817.7251,-4955.3305,-3250.1595,3589.9933,-6411.4971,0.0000,2556.1858,-2710.8749,4317.5005,-6273.5208,-1009.6128,-766.9585,-4901.0929,-2849.8245,951.8519,-5614.3365,1934.3999,-1268.1122,-2210.2952,-2694.3050,5215.9931,5460.2538,-3228.3479,4286.5569,5600.1831,-2261.1328,-955.4598,-4144.3593,4098.5261,1835.4201,-1894.9497,-1644.3677,3039.0572,4396.7437,6659.5566,-4755.0249,5151.9902,-3318.8237,3107.7183,-3965.5681,-6647.8596,2179.0773,-4905.3579,-3918.1868,4984.2242,2528.8919,-5454.8391,2489.4200,-173.5036,-1373.3193,-2673.4340,391.4875,497.6890,5637.3556,1272.4806,1613.1370,-4487.8063,4730.5962,1279.9946,-129.0247,-698.9193,2554.7753,5585.2103,-1524.9459,5499.9647,2000.0926,-534.5838,1280.3733,2385.1656,6015.9500,47829.4554,47993.7953,44691.8077,49447.2106,43272.0082,45939.4193,51967.4407,50572.8591,134555014.2996,134545484.6981,134539963.1315,134552751.3100,50080.8181,134548063.6318,3047.4317,-3567.6190,-5760.0947,3015.0641,3831.2573,3703.7154,5033.0641,3579.9116,3556.5662,-2228.2116,-1146.9510,379.7336,6442.0207,3544.9422,5361.7751,5990.0133,-2152.9633,-6079.4216,-3740.4891,-873.8255,-1609.2857,4217.8301,-6736.7581,-3541.2305,3739.8285,4051.0693,2135.8955,122.4168,2351.3251,-3801.9465,1421.9495,1649.3765,4179.0503,2240.4542,965.0428,0.0000,4476.4809,3375.2162,-73.4988,-634.2871,4509.2718,5216.7329,4754.5688,-4331.9469,-4227.1216,-4038.6609,-6037.9248,6384.9786,3896.4955,5637.1765,2134.2349,547.8757,-3681.3780,528.8104,2363.1888,3771.6571,-5845.4500,2487.1013,605.0082,-6634.2464,5434.9691,3830.9936,-4110.2364,-165.8717,-1437.0236,-4668.9747,-2423.5823,-2487.0608,5908.2400,-3226.6054,1045.4261,5053.3375,-3134.3488,-1829.1090,857.0001,4751.7376,-3902.5043,6214.0181,-6083.5504,3966.1468,6088.3594,6788.0674,-6507.8223,-2709.7517,4589.5188,-2188.0888,-4952.4225,-806.2442,5838.7708,5123.0342,4106.2732,-4383.8274,392.9663,-4614.6387,-78.1797,5434.2325,-5957.9808,6169.7022,-6470.0620,-1432.6532,-390629.3772,-395124.7053,-394416.5771,-391572.0869,-397257.4715,-394790.9364,-400810.6486,-397557.1262,4761226.8875,4745209.6598,4728799.3963,4735528.1378,-396894.2626,4742053.8728,-4192.9554,5201.6576,-3279.5411,-2141.2845,3016.2018,5430.4831,4695.2589,-1311.8963,-5539.3471,5406.5694,1661.2774,3778.7207,934.6110,729.6866,-3613.3220,2827.4547,-940.6869,3207.3728,-2903.8953,-6880.7389,-4656.0346,-1676.4849,-1212.2105,-5463.7498,-3957.6157,-4468.9774,-4680.2784,4296.7136,-4877.5540,5496.8682,-4639.1855,4377.7742,4292.5701,-5480.6318,2381.4125,0.0000,4619.9797,-5408.2674,5404.3651,-2849.2051,5136.4503,4479.7255,1140.8437,-4612.3124,-5393.9593,602.8460,2777.5248,-2400.6397,5304.6965,-2970.5482,4005.2617,4196.9820,4875.2074,-5324.6361,3307.5782,-5345.7221,-3611.7907,-4918.9876,5532.3433,-687.8189,3860.1361,-5483.9054,-4690.6075,5337.5913,326.9770,1907.4208,-3948.7271,5526.2394,-1500.8396,4503.5260,-1603.2704,-4192.9097,3535.4196,-5404.4577,4625.2462,-4373.9046,-1777.6529,1712.3191,3115.2557,5489.3755,1896.7027,759.3195,-2314.9304,-2786.8032,-5010.0804,-6401.4600,-1786.7268,-4984.1058,-3498.9317,4568.2620,5418.3427,4718.6401,4052.3567,-4926.4953,4192.6691,3664.4676,3353.6150,-2625.3576,-760.8617,-3074.8014,-63273.7128,-63599.1459,-64678.4310,-57286.0923,-58794.4941,-69465.0579,-69862.5764,-64636.4253,63066845.0405,63042355.8343,63049017.4786,63057626.7987,-63081.9603,63068055.1211,
