sl_100_5400_20250915 Coordinates.csv
2025/09/15 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:05 2024,
Start: 2025/09/15 07:47:00.00, Stop: 2025/09/15 09:17:00.00,
TIME_UNITS,STARLINK-30275 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-3253 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-5130 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-3180 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-30769 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-1621 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-5171 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-1642 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-4671 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-30800 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-3253 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-5130 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-3180 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-30769 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-1621 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-5171 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-1642 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-4671 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-30800 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-3253 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-5130 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-3180 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-30769 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-1621 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-5171 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-1642 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-4671 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-30800 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6824.7801,3551.1034,-4240.3411,-1305.1053,1040.3736,-5955.8867,-4804.7157,5354.0207,4578.0943,-4321.0017,4993.1831,-3154.6038,-211.4402,2610.1081,2432.0063,-1841.4740,43.3747,-961.1894,5506.4714,-1691.8813,351.2606,5267.1038,-2812.7575,-2652.8860,-2149.3984,3038.6434,4057.9148,-3528.6764,-5243.8923,5718.0377,3960.5200,-3609.0866,-2818.7639,4676.2652,-3236.0979,-583.5239,4526.1349,1703.4670,-6503.2462,-5550.2329,-3086.0578,-2358.6426,-6208.2009,-5199.0266,-6280.7837,4763.0448,-6029.0905,-3871.3782,-1639.8087,-1588.1657,2559.2210,4294.4271,-5019.3213,637.8899,6526.5944,-5525.7347,-2035.1861,-5901.7189,190.6150,3101.2199,-5188.0024,-1131.1709,-4391.0740,1496.1887,-4597.5209,-4572.3920,-915.9922,-5573.3956,1417.1972,3.2185,307.2889,-989.0031,1175.4798,4862.7504,6721.9592,-2234.5851,-1627.0114,1608.9820,-2884.7911,3267.2027,3444.7439,4055.3565,2323.1047,-4006.9961,-65.2660,-2087.3782,-6323.4557,-2674.0795,-2834.2529,2909.0499,-5498.5954,5304.2919,122.8685,-5858.7022,-4592.3776,-1884.7237,-4037.6497,5717.8299,3161.3272,1171.5969,-321920.3213,-309124.5898,-311197.6025,-315548.2883,-309341.9523,-311896.9694,-317988.7972,-315412.4841,13237188.5653,13239355.5730,13232015.5065,13251505.3025,-316124.9188,13243853.0037,-81.0142,-2143.0313,-19.1813,5990.2521,-4874.4679,-2752.5292,-3615.6208,3416.8087,-4268.6870,670.8203,1951.5083,-4105.0100,-4729.4196,-3419.2156,-6149.5267,-4938.6926,5992.0942,2443.1269,-3289.6214,5707.4158,5034.1922,3810.0933,3217.3966,4419.1871,6568.7514,-6105.1142,-3101.4877,5544.5405,-741.5059,-3429.6785,-3377.1166,-5911.7451,5410.5205,2364.3827,3043.1897,5359.2364,-4114.8769,6158.6250,-668.6858,3837.4370,-4383.6636,2177.3231,-2938.1311,3952.8603,2783.6971,-3335.0323,728.9644,3204.5331,-6357.1797,-4575.0256,3362.3015,-5304.1746,-1621.0976,-6403.2247,32.5037,3286.4351,-3889.0233,-3394.6389,-4293.1030,-5784.2549,-4379.8914,5844.1368,1908.8504,6426.2651,-2000.2256,-105.3136,-4416.9091,2260.6933,6505.8338,-5330.6695,-6491.7863,-4892.9895,6082.8846,4769.0055,-834.9369,5321.3140,-4984.6674,4972.5808,5361.2542,2564.9851,-5868.7626,-1838.0044,-4916.8507,3785.1959,5524.0532,-5285.8970,-1521.1200,-6342.5772,2338.3138,3130.3065,-4204.8035,3998.6213,-6907.5584,3227.5905,2241.2929,-142.0707,4250.0143,-3839.2685,4783.4871,-5346.7636,-109145.6513,-76137.3746,-97126.9301,-99265.1028,-93543.9317,-95759.5531,-89808.0819,-94362.0078,340789339.9925,340769380.1837,340764044.7719,340783620.4852,-93730.7997,340772853.4869,-563.0218,-5509.8621,5444.3792,3067.3356,4641.2305,2223.3804,3458.1441,-2744.8084,-2942.1990,5352.8941,4384.6961,4599.4634,5039.8855,-5430.6154,-2107.3422,-4410.2972,-3253.6277,-6430.4410,2645.1249,3546.3661,4450.4040,-2377.4401,5415.8834,-4608.4456,-39.7554,-1284.5956,4682.7327,-2144.3440,4396.5372,1819.2219,4574.2378,495.7626,3284.7761,-4544.3618,5163.8126,-4047.7964,-3267.2685,-2157.2403,2252.3805,-1597.4403,-4373.4952,-6153.8189,-849.4671,2254.5723,-908.4775,3550.6276,-3357.8487,-4761.4261,2208.8584,4890.5263,5507.9656,1101.9787,4477.2227,2371.0730,-2352.8072,2504.5299,5149.3866,-1209.2203,-5331.5584,2012.2836,-1498.3379,-3342.0385,5031.0847,-2124.5198,4749.3523,-5163.7510,-5243.6211,-3455.8734,-1671.7456,4431.4594,-1749.1293,4636.1141,-3085.1088,-1206.9851,-1492.9105,3635.5496,-4543.7503,4517.8306,-3321.7994,-5517.2688,1316.1399,-5306.7009,4288.1237,-4210.1712,3969.3903,3974.2712,-1980.0265,668.4978,-5907.1515,5431.9277,-478.1495,1980.7171,-582.0138,1365.1729,-4664.8262,6668.9192,-3678.1925,608.1562,-3556.7570,-4256.3063,181229.7859,178222.7763,177266.1595,184233.3857,183011.4747,172315.3877,171853.7650,180147.7382,-58357028.5388,-58348083.6100,-58365963.6953,-58368283.5590,178650.6922,-58367086.4195,
300.000,6605.7306,2428.7014,-3674.7172,565.1811,-1099.5868,-5926.1213,-3394.1966,5248.2929,2903.1707,-4375.6657,5068.6351,-4845.3051,-2084.1384,578.9846,1017.7374,-3515.5670,1780.9775,-939.7814,6174.2274,276.6403,2078.8827,6235.2809,-1430.0502,-1554.8713,-902.4962,1658.9193,2446.8374,-2579.6315,-5725.1605,5195.0866,2182.4057,-4654.5927,-1436.6785,5072.9487,-2229.2003,904.3622,2710.0833,3001.7432,-6876.0371,-4125.2290,-4762.7300,-4123.3066,-6224.9831,-3706.8961,-5265.7136,2986.5595,-4948.6557,-1905.2084,-2995.6576,-2975.5671,4231.2750,3321.2983,-6136.6310,-943.5049,6698.8076,-4039.3787,-3413.8978,-5952.1108,-1838.1954,1567.9961,-5002.4962,495.2679,-5079.2463,2873.0896,-5868.6420,-3708.1507,-2915.4889,-5210.5027,2796.8397,-1606.3342,-947.2345,-3030.7499,2335.8422,5259.5479,6525.3212,-1107.3981,-3611.7376,3373.6376,-1513.8954,4433.6102,2114.2339,2499.6907,662.4279,-2885.7960,1521.2261,-3536.5583,-5798.7054,-3584.8339,-2970.4716,4040.9438,-6059.3573,5667.7361,-1087.6555,-4551.0192,-2832.4533,-3541.9966,-2193.4179,4894.7257,4678.4958,-670.4599,-319475.5347,-307450.5079,-309241.2820,-313573.1347,-307299.0766,-309815.1886,-315969.3501,-313498.2205,5792619.7441,5795018.8192,5787839.3936,5806509.0835,-314112.2689,5799309.2208,-1285.2101,-3964.3166,2086.8522,5497.7781,-5136.7768,-975.9820,-3109.2343,1758.3638,-4573.2150,2719.1285,-178.6907,-2902.0427,-5215.2623,-4190.7478,-6835.2405,-3594.4554,6277.8747,208.4791,-3137.4303,5374.0669,5560.4125,2933.9454,4776.2952,5833.9452,6605.5308,-6732.0117,-4533.7939,6400.6945,1222.4055,-4562.0977,-4589.2457,-4753.4687,6474.2527,255.2280,4793.4944,6146.0460,-4812.3108,6026.0630,568.6056,4732.0181,-3991.8717,2784.5149,-1600.5136,4444.5986,3665.4074,-4316.7475,2363.9223,3859.1656,-5212.0436,-2981.0197,3684.6534,-6023.3810,-263.9440,-6732.1921,-1557.0544,3943.7959,-2189.8278,-2009.8010,-4705.6964,-5646.8026,-3372.5013,5042.4470,3274.1365,5331.7709,-665.5301,1864.6423,-4483.8377,3997.4112,5500.9566,-5982.1889,-6661.0625,-4155.7887,4799.2165,3442.0656,-2347.5104,6400.8132,-4478.2068,5086.7517,6446.2846,747.1462,-6598.9393,-3339.4896,-5986.9826,5379.7475,4380.7535,-3812.0990,-70.8657,-5396.7278,4181.7284,1269.0530,-2750.6814,2298.0482,-6440.1068,4273.8348,3302.4018,-1442.1476,4461.7780,-4735.9504,4434.9635,-6024.2778,-115831.1367,-82656.7357,-103839.1786,-105835.0743,-100121.8108,-102347.6272,-96483.4085,-100483.3379,340998091.1386,340978362.0613,340972365.4227,340992620.2398,-100331.4700,340981522.4198,1257.5977,-5093.4068,5455.7016,4053.2619,4335.1780,3449.4777,5186.0104,-4153.5861,-4302.0611,4610.3929,4715.7575,4009.2522,4036.9551,-5486.1264,-630.2509,-4685.3651,-1973.5788,-6879.0555,461.5479,4363.6737,3171.7407,-631.1644,4770.2887,-3367.3325,-1830.2539,251.0406,4634.1802,-375.7101,3622.6224,28.1966,4710.6598,1984.8236,2013.4361,-4723.0336,4298.0036,-2615.9174,-4194.6298,-371.9445,494.2606,-2947.0095,-3038.7746,-4838.3383,-2570.5063,3769.5447,-2622.4279,4340.7380,-4252.3639,-5422.9594,3438.1925,5442.2527,4093.0790,-714.1177,3189.1095,919.9046,-904.6520,3962.8167,5415.5115,-2893.2280,-4622.4169,3570.0036,-3460.3754,-4576.2758,3429.6229,-3372.8151,3583.2418,-5509.6483,-4385.2598,-2230.6011,-3010.0777,3117.7556,67.4581,4467.7941,-4407.5099,-2891.1042,33.6641,2088.7059,-3877.3815,3240.6216,-2059.1554,-5241.5957,-218.9003,-5530.4915,3420.2655,-3291.0790,4974.6559,4587.3043,-3549.8251,2411.4688,-4698.0302,5461.4145,-1969.1988,3259.0456,-2331.5190,2756.3065,-5380.4718,5783.5063,-4815.1364,-1202.4743,-1988.8360,-3365.4845,181190.6025,178197.7078,177336.8146,184098.1146,183141.6739,172488.6345,171677.9558,180290.0352,-58362676.8589,-58353291.4977,-58370916.2614,-58374148.2040,178640.0971,-58372581.8591,
600.000,5707.3096,1116.3148,-2802.3644,2406.3927,-3115.6406,-5345.4360,-1655.0022,4659.5249,922.4659,-4045.7342,4697.7645,-6078.2367,-3723.3190,-1487.6025,-488.9314,-4872.9001,3320.7244,-721.4586,6173.2493,2240.9706,3554.8163,6581.0252,48.0864,-339.6836,453.8544,116.3159,629.6464,-1377.0723,-5668.5216,4154.5296,216.6465,-5268.1862,65.4473,5025.0470,-1039.1215,2267.4090,627.9125,3972.9458,-6565.1968,-2291.9811,-5955.0985,-5470.6821,-5639.6956,-1829.4543,-3721.8160,910.3109,-3411.9351,242.0431,-4093.4186,-4116.3379,5449.6168,2010.6059,-6657.8906,-2421.6437,6225.7106,-2138.7264,-4482.4862,-5431.0862,-3656.0910,-154.8838,-4342.9830,2112.5472,-5283.3458,4003.8839,-6568.9441,-2527.9674,-4609.1710,-4361.6732,3926.5859,-3029.2822,-2099.9372,-4774.4471,3313.6038,5160.0487,5696.3216,110.5004,-5244.6165,4781.9087,-16.0561,5205.0047,576.7503,738.1274,-1034.2906,-1516.9123,2996.3181,-4682.9215,-4685.8857,-4164.6176,-2865.7710,4824.2670,-6047.5085,5508.0697,-2217.0057,-2773.2782,-811.1918,-4769.3910,-116.1216,3576.3957,5681.2263,-2423.8942,-316891.6108,-305639.3062,-307149.3175,-311461.8314,-305121.7198,-307598.2715,-313808.2406,-311515.7505,-1654749.9879,-1652128.9631,-1659110.9109,-1641306.3286,-311961.8586,-1648031.7148,-2371.9148,-5411.9369,4000.2096,4482.6886,-4915.4335,917.8939,-2204.5824,-102.9697,-4469.2320,4482.6205,-2296.3478,-1454.1419,-5220.5194,-4607.0110,-6859.7532,-1925.2691,5933.5830,-2042.8427,-2638.0732,4555.4113,5511.5063,1772.7241,5884.1315,6674.3380,5991.0123,-6708.2516,-5559.5380,6616.6197,3044.4773,-5239.4447,-5395.8254,-3128.2002,6912.0833,-1873.3201,6056.1718,6284.8180,-5084.8697,5246.5489,1743.6625,5195.5707,-3235.9546,3029.2503,-79.5300,4532.8758,4213.2741,-4900.0087,3806.0534,4193.2374,-3565.2402,-1119.4875,3681.2345,-6146.9821,1085.5347,-6389.0241,-2987.8129,4250.2016,-294.8039,-399.5418,-4684.5945,-4962.3792,-1991.7920,3751.9308,4274.4912,3725.6897,697.4475,3678.8267,-4152.4496,5336.1641,3949.3569,-6064.9732,-6108.1340,-3037.0567,3050.7302,1753.5976,-3632.9870,6818.0224,-3576.5086,4724.8312,6909.1648,-1108.3656,-6689.8558,-4558.9408,-6493.0523,6457.9336,2812.7748,-1990.9528,1423.2369,-3904.9433,5585.2073,-685.9806,-1016.9271,357.5162,-5339.8506,4911.5621,4094.3164,-2652.6704,4283.8544,-5172.1553,3630.0543,-6140.6455,-122460.4732,-89140.4914,-110505.8059,-112361.0452,-106655.3775,-108888.6690,-103116.4951,-106555.4437,341044226.4986,341024737.6578,341018094.1877,341038971.8950,-106889.0088,341027576.3073,2938.3624,-4124.6530,4876.9813,4590.9475,3540.8768,4305.5885,6360.7448,-5116.0721,-5199.2058,3371.3513,4541.5860,2989.2910,2599.5369,-4955.1013,914.1424,-4446.8562,-471.4322,-6599.6477,-1771.3270,4713.8061,1522.5529,1183.0580,3608.1247,-1763.0377,-3423.1926,1759.8262,4089.9472,1433.5100,2453.2107,-1765.9058,4343.2152,3262.2672,526.3224,-4397.9492,2948.5961,-879.6769,-4674.1884,1456.6020,-1317.1884,-3981.5683,-1376.8445,-3007.8890,-4015.2392,4876.9926,-4055.5474,4642.0775,-4693.8080,-5503.5134,4298.6353,5400.5101,2243.0407,-2453.1814,1558.0919,-632.9647,640.2215,4991.0238,5060.7683,-4265.5159,-3401.0899,4734.1888,-5055.9131,-5299.0368,1463.8245,-4260.3095,2029.8964,-5258.9574,-3055.0592,-766.8601,-4016.9719,1470.7504,1876.1110,3796.8221,-5256.8535,-4264.0364,1556.6181,307.3995,-2797.3916,1613.4630,-576.2321,-4400.0072,-1730.5106,-5162.8917,2185.6611,-2020.3678,5417.8136,4710.6214,-4717.5169,3894.1193,-2992.1026,4902.8750,-3250.0549,4188.3484,-3831.7211,3838.3277,-5518.7036,4281.6219,-5435.3589,-2883.4337,-190.0123,-2114.7541,181151.0494,178172.5447,177409.8275,183957.5850,183268.1051,172667.5445,171507.6593,180301.2336,-58368329.6240,-58358508.6283,-58375870.7858,-58380010.2636,178629.3784,-58378077.2651,
