sl_100_5400_20250312 Coordinates.csv
2025/03/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:47 2024,
Start: 2025/03/12 07:47:00.00, Stop: 2025/03/12 09:17:00.00,
TIME_UNITS,STARLINK-4765 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-11282 [DTC] - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-1777 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-2441 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-5685 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-31356 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-31259 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4765 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-11282 [DTC] - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-1777 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-2441 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-31356 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4765 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-11282 [DTC] - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-1777 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-2441 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-31356 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,93.9256,-4500.3729,-6350.6383,-3641.4874,6093.4974,-43.0402,-1943.0122,-4923.6732,5212.1231,5653.5646,-4093.5430,-2590.7593,1759.5571,1529.0215,-1921.7879,2408.3966,3949.5696,5509.6090,-6401.5647,-2860.5120,-4188.3356,3078.7385,5398.0108,-488.6024,-1750.1844,-1881.1846,-1961.9042,-3204.0374,-4681.0053,-3392.1636,-5684.5536,72.2792,1742.3277,-3308.2606,6635.9987,-2264.5768,-4254.5919,402.8581,-6172.5492,-771.8947,-6448.7320,-3195.8426,-4920.1721,4525.7379,2240.5268,-1746.7958,6439.9685,-5204.0742,2318.5505,972.0966,5543.8362,-6574.6354,4291.2117,-5038.7071,6627.0937,1560.1818,1724.5820,2250.7070,-3018.6989,-3308.1397,-3702.0151,-4818.7853,-4682.3040,-2758.8165,-1073.1454,-4696.2454,-6403.3849,3754.2917,1232.9369,2799.2381,-69.3463,759.3174,-6112.3961,5143.9869,-5033.0861,-4261.1477,6298.1435,145.2521,6253.8842,38.8580,-1464.8030,5416.2463,4784.7415,2872.1766,-3297.0984,6324.7619,-4556.7419,-2333.2422,4852.4024,-4234.5653,-5986.3917,-5583.2390,-6503.9059,3757.4195,-6657.6645,-2315.6420,693.4402,4638.3951,-4047.4065,-3771.9508,281495.0960,259501.6719,262390.1491,267342.1790,260942.6702,263861.1834,269291.2235,267913.4915,129311770.5002,129299375.6835,129295601.9551,129301917.9343,267690.0763,129295893.6490,-4157.0097,2454.2493,1177.3498,-3934.8635,-2616.8889,6931.9271,1394.7652,-1955.3823,1693.0636,-3170.1603,5323.6399,-203.2389,-5160.6966,6699.1237,-1654.5818,-6262.1462,3793.0521,3374.1369,1487.8587,-4765.2580,-559.5431,5274.4974,-2627.4841,-6009.5956,4094.4139,-5948.9195,-5416.1588,4833.3372,4747.4587,-5007.5862,-3689.0075,6756.8661,6256.4706,3568.1865,1005.2639,6354.8702,-3900.0842,4989.1713,-2992.8567,-5179.8960,-1932.6392,4142.1743,-4728.7398,-5220.0206,-4852.6527,4861.8049,-1732.6336,1182.4975,6515.4053,-1736.8239,3535.0754,-1642.2432,2522.3180,-2755.0633,-1610.6904,-5890.4125,-4107.2443,-6452.1511,-3754.2586,2550.1736,-1928.7227,823.9561,4319.5112,5181.0360,-6832.1813,-681.5155,-2451.7855,-5366.2093,4611.8116,-4268.7539,4157.4722,-6843.9323,316.4367,-4631.5792,4469.5380,-1990.0054,-1601.0541,6824.7168,-19.8312,5264.7583,5971.7618,3801.6713,4916.1863,6004.9661,4605.6050,1570.5629,-3155.6190,5460.2355,-1347.7704,-4972.1992,1526.1114,3386.3056,646.7431,2759.3992,-1044.4146,1141.1653,-6265.6977,730.4169,1108.1456,4608.9274,-266290.7305,-292112.8603,-274017.3359,-271180.7987,-276434.1180,-274202.3155,-280776.3617,-274831.7566,-8101933.5458,-8102384.9870,-8121024.7236,-8107610.8188,-276587.7572,-8113386.9052,5481.0602,-4677.0631,-2481.1493,-4406.6038,-1594.4677,-262.3737,-6532.6615,4288.0086,-4217.8088,2457.5669,1649.8313,6436.4902,-4266.2390,775.4469,6462.0872,1674.6496,-4231.9392,1944.7310,-2165.4930,4026.0029,-5481.2158,-3292.4267,-3246.5201,-3399.2265,-5305.9470,2995.1972,-3866.3182,3775.5686,1911.4524,3350.0367,1380.1697,1572.1638,-2431.0074,4906.6181,-602.4231,-997.4408,3847.6707,4625.7800,892.9078,4511.1650,1551.6218,-4506.3003,447.9632,-780.5151,-4428.6019,4442.8101,1805.2028,4420.6581,-553.1008,6641.0090,2142.3742,1389.2698,-4775.7736,-3894.1516,-168.8609,3065.7714,5280.7882,1055.6309,-4970.2018,5536.9823,5505.1993,-4896.7417,-2749.5995,-3698.1203,-4.3224,-5039.7339,908.5606,2223.0893,4997.3275,-4526.7553,-5539.4290,-823.6177,3095.3515,-182.1809,1275.9248,5073.2121,2131.0370,-78.1482,2947.9539,-4499.2679,-3226.4391,-2103.9280,898.0512,-1884.6734,-3803.1581,-2373.1670,4161.9951,3537.8793,-4623.1638,-2307.1266,2960.0098,2333.6170,-1965.8318,5098.0018,-1649.4909,-6468.0830,2571.0582,5078.7063,5491.1644,3405.0179,98770.2762,93818.7299,92687.6540,100466.5553,98403.8263,87687.0490,88007.2177,94081.6728,61320871.5555,61298053.9185,61294349.7652,61314501.4867,94429.1428,61315029.7472,
300.000,-2055.8364,-3109.6835,-5195.9553,-5250.4329,5491.3847,1448.3371,-451.7150,-4989.4844,6295.9649,5031.9267,-3172.5428,-1817.5416,-135.6478,2668.6817,-2643.3699,968.2086,4234.2641,6315.1032,-5267.6750,-3607.7992,-4626.8101,4713.3447,3827.9308,-1924.4849,-88.1214,-2884.7691,-3796.9772,-2300.3850,-3056.5144,-4821.6763,-5776.0876,1601.9924,3330.4521,-1254.3636,6618.8701,-635.0961,-5732.4633,2524.2803,-6186.3335,-2490.2192,-6862.7471,-1169.2589,-5420.2075,3980.7035,120.9459,418.2841,5348.0460,-4087.1297,3577.3829,888.6904,5505.1714,-6891.4013,5714.6841,-5189.0213,5969.3212,-65.7353,-441.3028,892.6795,-4801.8564,-4879.0619,-4381.0929,-5128.0226,-2943.4841,-1327.5105,-2205.7171,-5524.3626,-6298.6499,2846.9157,2764.5897,1095.5121,2070.9934,-747.0550,-5144.1981,4051.3381,-3704.2672,-4179.5559,6191.9492,1344.9210,5229.4312,1681.5263,421.8793,4325.3105,5253.8134,3665.1897,-1976.5884,5946.9928,-5007.8820,-1239.5814,3885.9025,-5370.0594,-4640.0051,-4898.8888,-5603.1025,5307.6126,-6233.6660,-2067.9827,-747.9079,5475.5334,-3598.0918,-2612.7449,287086.0014,265634.2979,268256.3126,273205.8735,266730.7361,269610.6678,275125.2116,273564.7716,129462491.7328,129450138.1346,129446923.2291,129452188.2713,273515.5267,129446709.4558,-3790.1456,4097.7518,2299.2274,-2739.9306,-4042.7569,6661.7892,2998.3023,191.7236,408.9011,-4658.9506,6144.7695,1868.5591,-4597.5155,6295.6297,434.8641,-6001.0945,1842.8559,2376.3152,2543.5508,-2967.4422,1497.5156,4671.5440,-3819.4985,-6397.6216,5252.6804,-4554.8629,-5095.8720,6121.7542,5336.4299,-4641.6994,-2277.4255,6751.5942,5999.6838,4030.6201,-230.9818,6336.7803,-2770.7662,4719.6416,-1651.3708,-5582.5255,-770.5317,4275.3678,-3528.4607,-5536.5959,-5078.9893,4970.4210,-2748.9691,3002.1324,5585.5496,535.2851,1987.3374,-459.8515,1337.8032,-709.5406,-2998.8228,-5223.2902,-4135.1737,-6276.8635,-3079.4278,2979.8486,134.9427,2677.2401,4971.5481,6312.9979,-6305.2365,1061.5802,-1112.0387,-6287.8149,3144.5865,-5475.5485,4135.5466,-6855.3049,1994.9633,-5264.4662,4945.7783,141.7841,-2886.5005,6426.4832,-1389.1831,5896.7694,5536.9258,3566.5344,3658.6782,4734.0483,5942.0821,-185.9933,-1107.0715,6510.5910,-3291.1034,-4337.0414,2608.4909,4830.0475,2156.8662,1564.5119,590.4382,3232.3584,-5444.3139,-1027.5268,3176.5135,5963.3630,-260202.6531,-286489.5825,-268190.9115,-265507.8439,-270756.3506,-268498.1852,-275001.3104,-269078.1233,-5273354.2369,-5273516.0637,-5292247.4107,-5278724.0366,-270886.1410,-5284819.2693,5361.0557,-4657.3914,-3949.8655,-3617.3264,-61.6373,1273.7495,-6260.3893,4638.8282,-2829.9572,1023.8009,-149.9149,6434.0165,-5174.8758,-1041.1169,6404.9748,3292.3981,-5155.1973,143.3344,-3698.4026,5025.1026,-4924.3511,-2022.4158,-4164.4095,-1806.6192,-4514.5721,4336.2633,-2782.2554,2267.2270,3203.2979,1743.2561,3041.1159,50.5169,-993.3607,5469.6901,1233.2732,-2441.8509,2756.4127,4221.0277,2613.2247,3230.3017,-249.2295,-5294.9423,2216.7516,1343.6184,-4729.9288,4641.6147,3398.0041,4722.0088,-2037.6825,6854.2774,3678.9245,-416.2661,-3623.6057,-4551.7717,1375.7014,4383.6585,5516.1905,2754.1383,-3920.1643,3932.3748,5340.4765,-3796.1164,-3843.3217,-2550.6954,1784.3170,-4033.6471,2627.3041,466.3846,5497.0324,-3919.4906,-5156.0115,721.9203,4072.2253,-1959.0386,2953.9813,5509.5097,354.9191,-1875.0236,4300.7377,-3218.2162,-4169.8902,-4099.1123,2617.6283,-3468.4199,-2705.6822,-3565.1015,4661.3193,1969.2033,-4560.4108,-558.7895,4308.8193,883.0029,-3247.3271,4137.8901,-2990.1107,-5810.3411,4015.1676,4101.4999,4973.4530,2167.4090,98650.2834,93683.3978,92632.0598,100231.3462,98434.8224,87736.6766,87706.7675,94428.3994,61322636.2198,61300003.3848,61295923.8203,61316629.7102,94307.0175,61316565.5250,
600.000,-4005.8141,-1453.9721,-3531.6686,-6360.7705,4328.9069,2811.7744,1022.1499,-4592.1437,6761.9468,3930.3556,-1934.2878,-939.9805,-2049.9813,3553.9676,-3176.3488,-599.7672,4157.4261,6441.7501,-3613.0767,-4045.8020,-4658.4975,5883.6745,1876.7466,-3151.3343,1543.2320,-3651.2401,-5253.5424,-1194.0386,-1122.5610,-5760.5182,-5316.1275,2976.2771,4588.2454,920.9607,5888.6652,1079.9699,-6657.1846,4385.3772,-5600.5978,-3935.7689,-6592.1859,984.9440,-5380.4056,3017.2597,-2011.2217,2541.9890,3721.0215,-2609.9582,4509.4747,613.3247,4949.6387,-6523.6054,6575.9136,-4881.5404,4699.2580,-1724.7052,-2566.3468,-582.0983,-6107.9866,-5944.0441,-4680.6679,-4964.3709,-911.7855,208.3049,-3138.7026,-5836.6365,-5580.8553,1661.3420,4070.7035,-689.0363,3999.8160,-2188.0163,-3681.7688,2543.2266,-1977.6752,-3745.3717,5449.9181,2426.9551,3702.9299,3129.5331,2294.0662,2797.4124,5223.9947,4132.7413,-481.0117,5015.6393,-5019.3456,-44.8348,2567.7125,-5969.5157,-2825.5495,-3746.9730,-4140.7562,6343.5276,-5219.8854,-1688.6021,-2153.3395,5801.7952,-2847.4987,-1213.3041,292544.1450,271645.6489,274003.1349,278949.5251,272401.1878,275240.2004,280833.8736,279091.7900,129551338.6710,129539013.2399,129536360.6066,129540536.0989,279219.5553,129535650.9784,-3102.1384,5374.4618,3237.3932,-1314.4214,-5055.3889,5746.3522,4352.5718,2324.6972,-885.1007,-5690.0450,6354.9988,3779.6131,-3628.4300,5262.1080,2451.0524,-5162.9612,-299.1515,1124.9084,3388.7968,-871.0726,3384.6515,3634.2844,-4663.8819,-6160.0745,5924.3016,-2713.3353,-4307.1155,6800.2018,5436.6584,-3830.4833,-613.7957,6093.5754,5167.2085,4154.2259,-1456.8089,5684.6644,-1400.2274,4010.5063,-120.5518,-5456.4825,471.2240,4041.5723,-1947.2017,-5301.7336,-4861.6719,4617.7497,-3529.5510,4559.6503,4111.2766,2742.9511,213.7627,772.8827,59.0901,1414.5187,-4094.2344,-4045.9414,-3814.2754,-5490.6175,-2143.7284,3036.3591,2162.7321,4241.3634,5179.7041,6840.0706,-5147.5851,2666.4741,364.8304,-6582.0487,1403.0490,-6148.8657,3763.1244,-6202.1649,3507.9430,-5392.8059,4943.9419,2269.7382,-3870.9612,5363.0725,-2665.6214,5967.8768,4599.5791,2897.4984,2019.2114,2984.9106,6677.4547,-1951.5122,1048.8932,6913.1116,-4920.3276,-3276.9943,3472.9687,5800.8946,3478.7285,258.5078,2194.2167,4999.3426,-4074.6671,-2650.2432,4931.2794,6720.0260,-253998.0550,-280736.2881,-262243.7491,-259712.4814,-264957.4337,-262675.5041,-269101.5619,-263341.6457,-2442062.9737,-2441933.7376,-2460733.2422,-2447186.1187,-265061.7712,-2453535.8428,4655.8838,-4141.6264,-4994.0517,-2442.3798,1478.1094,2673.5937,-5327.6530,4468.4201,-1136.9687,-519.5975,-1933.5182,5748.9202,-5528.9823,-2745.4272,5668.4674,4554.9835,-5525.4412,-1674.7227,-4833.8366,5470.9326,-3839.0372,-536.3329,-4616.0725,-19.5979,-3239.6825,5211.2561,-1401.0460,515.0090,4152.6534,-51.5383,4374.0114,-1476.5427,550.6268,5443.2986,2925.0890,-3611.9036,1370.8391,3341.9418,4051.8015,1601.0685,-2023.1492,-5511.8279,3738.1803,3324.9109,-4527.9453,4318.4528,4623.3114,4518.2925,-3304.6915,6337.8950,4818.7698,-2176.9771,-2078.0978,-4724.4136,2765.5704,5209.6788,5156.9032,4155.3256,-2449.0663,1908.5321,4600.0382,-2287.2768,-4527.2739,-1130.7823,3380.3494,-2594.4629,4062.6665,-1340.6162,5404.5706,-2872.7472,-4220.7714,2190.1413,4599.5047,-3525.5460,4304.3291,5354.0486,-1460.7821,-3461.8760,5189.8297,-1591.7881,-4669.8868,-5658.5256,4055.1113,-4679.0787,-1304.4129,-4376.3561,4662.2991,187.9688,-3989.6879,1249.5701,5180.1648,-662.0740,-4165.0174,2731.1120,-4011.6523,-4541.0329,5005.9339,2683.1691,3919.9575,690.5519,98529.8960,93548.0621,92579.5994,99990.9902,98462.1286,87791.8958,87412.0744,94766.2155,61324398.1140,61301960.4093,61297505.3842,61318757.4217,94184.8369,61318101.2778,
