sl_100_5400_20250131 Coordinates.csv
2025/01/31 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:56 2024,
Start: 2025/01/31 07:47:00.00, Stop: 2025/01/31 09:17:00.00,
TIME_UNITS,STARLINK-6231 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-30810 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-2375 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-31060 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-1594 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-30987 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-3763 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-1543 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-30464 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-6128 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-30810 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-2375 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-31060 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-1594 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-30987 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-3763 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-1543 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-30464 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-30810 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-2375 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-31060 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-1594 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-30987 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-3763 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-1543 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-30464 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3370.1176,915.9269,-4870.1369,4244.6230,3879.3315,-4935.9239,3719.5233,-4291.1987,-484.7324,-3835.2221,-248.4149,-3575.7418,-3456.9769,-2830.7010,-3235.3548,-67.7730,-6146.6048,-2643.4404,5259.1803,6922.1840,-652.8297,1464.4297,-823.9395,2868.9155,-1404.8109,6656.7688,2924.4504,3223.5163,152.8169,4187.0321,3270.4647,-1268.9590,-1403.8023,-3093.1926,-455.4677,4305.3209,-5063.6204,-5319.3738,-5991.4668,-3590.9545,2972.8338,-4394.3841,4280.4785,3070.7951,-3047.0723,-4838.2417,-88.4930,-5034.6035,-4009.8494,2458.6414,2337.6911,5085.7485,3301.2631,-3127.7035,2228.5467,-108.9402,-989.1768,5048.9647,-3996.8485,4811.7728,4892.2704,3438.4539,-6656.3401,3355.1354,-6623.1130,-885.1003,-4891.3582,3085.6786,-818.3834,399.5965,5258.2294,-4709.8062,-5888.8209,-254.2319,-6255.0338,4599.1226,-2157.2770,-4576.6347,-2649.2597,-4498.5246,-3151.7267,-5864.1796,-4615.2497,-3742.1098,6382.9739,-4002.6119,696.6503,4480.5921,-2138.1693,-6461.8754,-4043.7128,6224.9111,5062.5642,4859.8577,3242.9524,-4779.0753,3221.2984,3680.9606,799.6710,5024.2011,20030.2842,3514.5166,-683.7920,5138.5709,-3098.6287,635.2575,614.8089,1187.8720,64136767.7871,64072525.4645,64115071.7257,64115420.5548,2041.6388,64117609.2864,2704.1820,-4119.4141,-2378.6776,251.7915,-4373.8083,-3170.1624,-4340.4257,-4887.7547,-4578.3545,-1563.6588,6875.3383,-1366.0644,2602.8005,5992.1885,5011.1205,-5649.0638,239.8071,4978.5286,-1707.9236,213.2718,4712.7892,4239.5383,5259.3573,6302.2373,-5877.0945,1095.4879,6175.7184,-4219.0965,-6693.8803,4032.2130,2966.0463,-3955.5719,-4293.7854,-3983.2860,-5253.0995,5191.1745,3517.9725,-2264.4818,-755.4566,-2738.3236,6078.9808,840.9969,-4298.1509,-5382.6624,-2934.1165,-822.8388,-5482.2966,-4153.5510,507.7868,4997.8491,-6403.2290,2389.7067,-4555.8484,-5057.9766,-6440.9477,6896.1001,-5006.6945,-4374.3042,-4616.6985,2640.8109,-4855.2006,2325.3264,-1901.6309,5476.7567,1394.8092,5687.0170,-4789.1169,-2829.6217,-3016.2396,-4973.6294,-4425.9038,-2358.2660,-170.8420,4739.5960,609.4458,3241.1339,-5282.7861,-318.1131,3616.6492,-353.2073,4290.2415,1319.5257,5137.2732,-5448.1466,2484.6403,1191.4137,5384.0771,3904.2660,-4230.6319,2392.3331,-3951.9365,-1976.0161,-281.4366,3618.4084,5212.0641,4617.0363,-6062.9434,4187.2965,6823.0567,1463.9941,365254.3800,363470.6144,366977.9916,366184.3697,366141.4465,366021.2139,357497.2280,360593.5304,-65304537.2478,-65318791.5443,-65308059.0703,-65297852.4117,361779.3244,-65302040.8409,5433.2027,5478.0994,-4304.1040,-5462.1753,-3739.3931,3691.1671,3919.4800,2054.6145,-5164.2551,5564.7065,-730.5164,-5797.9667,-5435.7011,1971.8902,3298.8441,3979.2308,-3242.3518,-4024.4942,4142.2078,-389.7704,-5037.8107,5257.4738,4415.1918,-127.3101,2932.7055,-1621.6997,-1196.8171,4453.1325,1219.7563,-3766.0655,5357.5664,-5536.2174,-5005.0847,4725.1996,4284.3737,-1575.6387,3165.9532,3789.1922,-3382.9942,5221.0132,1520.6580,5264.1887,3317.3544,-2908.0082,-5468.0862,-4880.9001,-4204.7724,2307.3383,5345.6153,-4138.0454,301.0973,-4041.0843,4048.4703,3539.7154,-566.1000,880.3170,4688.1705,-1805.9669,-3254.5983,4047.4044,427.3794,-5537.6259,188.7876,-2599.7653,1509.9375,-3668.5768,1226.0208,-5529.5486,6196.8994,-4721.9254,-84.3865,-4544.7689,3680.2493,5030.8635,2643.9873,-4031.1242,3938.3388,5166.1968,5259.2710,5238.8854,4460.9720,3414.7305,-240.9994,2092.2035,-1101.9489,-5277.2876,-4322.2973,3597.4195,-5040.8520,798.9143,-3993.0318,2327.6789,4723.0606,3328.3004,3192.8179,1878.3022,-999.7981,-4131.6778,694.9015,4541.4659,-69283.4636,-73312.4714,-74989.3543,-67049.6134,-69295.6303,-80006.1934,-79517.1767,-74184.4078,44767713.0996,44758006.6562,44740696.1412,44767085.0778,-73179.6681,44761072.2883,
300.000,-1340.0489,-1261.0048,-4547.3477,3798.6727,2746.5366,-5186.8967,1743.0323,-4989.5578,-2316.5855,-5004.1931,956.0743,-4826.0319,-4989.2422,-1775.3044,-1934.7559,-1577.9299,-4853.0828,-1591.2156,5381.9503,6716.9497,1090.8377,3063.6583,673.8985,3830.9184,-2833.9807,6249.8292,4048.9111,1738.4272,-1075.0480,5609.6774,2805.8400,-3225.9023,-2953.9585,-4840.4708,-2411.7778,5294.5887,-3363.9363,-4862.4883,-6663.4068,-5145.2363,4344.7432,-4470.1043,3641.6948,2102.9849,-4610.3968,-4091.0072,-1663.3851,-5171.5986,-3736.0472,4299.7515,1110.0033,4707.8644,1956.8478,-3786.9326,1020.3340,512.3292,-3049.8485,4333.7601,-4362.4350,4552.6032,3880.9343,4569.7325,-6704.8976,3986.7034,-6306.6853,1073.1307,-4826.2043,1364.6210,-2671.6471,-1449.7123,4233.4999,-6029.7825,-6701.5861,1556.5571,-6313.3602,4554.6315,-3578.8111,-5215.6588,-543.0355,-3798.3688,-3066.7610,-4481.6412,-3453.0194,-4624.5256,6842.4900,-2778.7228,2676.0408,5547.8208,-3368.9470,-5794.6688,-5527.8927,5899.1927,4755.0515,6084.4129,4652.3107,-4021.6578,1628.8428,4599.3462,1943.9576,5723.9277,12292.9896,-3761.8881,-8203.2981,-2476.6311,-10772.0387,-7049.1146,-6958.4481,-6092.4586,65552397.7373,65488578.5962,65531307.1789,65530256.1281,-5586.0767,65533308.2225,2574.8281,-4110.5349,-422.4249,-1876.7146,-5815.0432,-1165.0027,-4917.6655,-3256.1484,-3462.0265,-2712.1015,6763.3473,-2548.2259,3000.5394,6682.3012,6214.4828,-6240.4732,945.3415,6225.2379,-3367.5020,-1284.4570,5531.3418,2784.9875,6146.4875,5520.7974,-5964.4548,-539.3372,4994.4085,-5593.2488,-6695.1581,3379.4006,1003.5830,-3031.2622,-2771.5850,-3440.6466,-4352.1530,4456.0386,4434.3799,-438.7831,562.1650,-1472.0529,5408.5652,2853.8110,-5626.8103,-6397.3017,-1522.0700,1134.2308,-4305.4166,-2577.9628,2658.5217,4420.8893,-6561.7618,498.4529,-5912.6213,-3350.5300,-6642.4505,6824.3307,-4548.4248,-5392.4958,-2889.1816,692.6833,-5545.5182,503.5522,-668.2212,3973.6975,2888.1825,5100.0180,-3828.0852,-4147.7673,-3723.0429,-4016.4277,-5132.1576,-2047.1016,560.1848,5409.9557,2267.4324,1315.1234,-3789.8461,1557.6277,4104.3856,1689.5855,5623.3321,2478.1095,5637.0094,-3930.5227,1046.2540,3028.9017,5378.6073,3845.0136,-2497.9161,3742.2913,-3302.6936,-3539.7984,-2396.2862,2802.4373,4881.2598,5615.6994,-6289.8752,2310.9607,6160.0451,-465.7085,365694.5311,363052.3491,367038.9554,366122.3673,366131.3920,366058.0341,357531.2426,360737.3688,-63886227.5291,-63901506.7445,-63889904.2646,-63879822.9299,361763.6876,-63883794.8059,6304.1157,5416.0303,-5201.4067,-5474.0806,-2606.0173,4445.4490,4561.1428,3316.8939,-5524.4352,3971.1294,1085.1221,-4297.8492,-3789.5885,190.8753,2031.9302,2519.9087,-4891.1045,-2582.3844,2731.2071,1150.6408,-4027.9079,5532.3958,3103.2208,1666.2770,1240.9459,-2967.1801,-2607.9051,3706.1272,-607.0129,-2251.5651,6268.3366,-5320.9009,-5390.4339,3538.6144,4625.7610,222.3211,4128.1943,4890.4131,-1782.3748,4362.4381,-4.0200,4429.8175,1709.3281,-1221.6710,-4921.2338,-5467.3600,-5142.9243,3807.3200,4888.3452,-3178.6370,-1514.7972,-5050.1202,3046.2041,4722.0751,1255.7864,-1244.2998,4248.3377,-14.6756,-4529.5787,5027.4408,-1379.9446,-5172.9463,-1607.7908,-4042.6465,-15.3815,-4407.5584,3220.5772,-5388.8009,5215.6446,-5382.0974,1717.4659,-2797.6880,1753.5109,4021.3612,1232.3735,-5044.1268,4570.7245,4257.6608,5532.5070,5524.0681,2694.4669,4640.2666,-2019.4099,3347.3649,439.6844,-5328.8223,-3472.0888,1657.1491,-5504.1828,-746.2926,-2536.4428,876.5851,4435.6071,1717.3823,1562.1554,90.1279,-2436.3244,-4653.8540,2432.4457,3879.2728,-69159.3410,-73049.2367,-74785.5773,-67019.3600,-68999.1939,-79696.2607,-79557.6340,-74384.5532,44769045.1719,44758919.7887,44741897.4868,44768124.3747,-73038.9292,44762185.6637,
600.000,840.9424,-3311.2772,-3827.3970,3037.8026,1373.4138,-4977.3202,-402.7797,-5210.0385,-3956.8310,-5598.8528,2077.7699,-5520.4343,-6004.1618,-545.3447,-456.7710,-2906.2988,-3079.9105,-410.4275,4992.2721,5860.9428,2693.9136,4403.9317,2073.8549,4430.1992,-3942.4017,5251.6341,4806.4376,117.2487,-2197.4784,6469.3294,2134.0745,-4885.0869,-4236.4149,-6099.6667,-4144.7855,5760.2761,-1338.3245,-3966.5912,-6679.0252,-6204.5065,5296.1822,-4148.4334,2658.7376,932.6981,-5744.7602,-2992.2191,-3120.4233,-4831.5772,-3111.9656,5718.9847,-249.2422,3913.0828,451.5470,-4124.1273,-307.0953,1097.9537,-4815.4033,3187.4231,-4344.9944,3873.5658,2470.6654,5294.1116,-6094.5127,4269.2149,-5379.6359,2948.3733,-4303.5705,-451.0501,-4218.9980,-3190.9745,2766.2399,-6732.4720,-6837.1803,3182.7348,-5733.8573,4112.6801,-4693.6235,-5373.9702,1607.4986,-2778.7778,-2703.6931,-2665.6391,-1930.2382,-5090.2837,6640.3334,-1307.2584,4382.8299,6040.2875,-4321.4526,-4563.7730,-6456.4290,5007.4246,4029.9596,6698.4922,5589.3285,-2863.1548,-139.3780,5118.0054,2921.3908,5898.2761,4544.7113,-11088.9005,-15720.8319,-10089.3870,-18441.9033,-14733.6259,-14531.8608,-13340.4041,66936661.0586,66873289.3269,66916181.5473,66913761.7914,-13212.2599,66917642.7441,2266.0750,-3755.3337,1601.6695,-3831.8785,-6694.6617,963.0178,-5062.8349,-1281.2765,-2052.7200,-3612.1627,5977.7130,-3504.0999,3025.8651,6706.6008,6784.2728,-6224.8817,1618.7107,6856.8614,-4671.6990,-2668.8950,5834.9876,1096.8496,6439.9362,4184.0146,-5410.7909,-2147.8010,3324.6435,-6441.0598,-5995.9438,2416.1109,-1089.5890,-1863.3064,-992.3986,-2595.2826,-3041.6332,3276.8557,4961.0586,1463.5043,1804.6065,-104.8771,4214.7523,4566.2471,-6388.5240,-6751.5649,-6.3314,3010.9898,-2734.0682,-722.7165,4517.1942,3446.6740,-6045.6766,-1471.5898,-6703.6179,-1307.3364,-6162.8617,6060.2531,-3690.8225,-5874.0914,-861.1230,-1353.1644,-5692.6593,-1331.2361,648.7522,2068.3118,4102.0208,4030.0604,-2450.7382,-5104.3570,-4111.3600,-2700.5688,-5332.4154,-1564.7669,1211.3349,5577.6684,3683.6033,-761.6314,-1950.3598,3249.0342,4246.2185,3589.5389,6372.7377,3441.3393,5590.7816,-2024.5838,-497.6365,4574.7767,4883.9986,3414.0977,-546.8650,4736.6453,-2353.4221,-4754.1025,-4279.2061,1726.4418,4080.2145,6052.4045,-5923.5456,221.6138,4880.0091,-2326.7834,365970.3830,362437.5021,366936.2964,365898.4928,365956.7047,365929.9212,357408.5318,360817.2797,-62437236.2461,-62453529.1369,-62441041.6933,-62431176.4952,361587.2041,-62434864.0752,6505.5480,4771.7413,-5540.9487,-4899.3205,-1194.4908,4724.2051,4715.0104,4206.4991,-5291.7580,1954.4454,2783.6864,-2341.2797,-1740.8097,-1610.7585,536.4164,788.5186,-6022.5448,-862.9926,1025.2050,2567.9069,-2586.7772,5211.3929,1457.1954,3280.6875,-596.7260,-3996.0948,-3740.5465,2562.5809,-2365.1858,-495.2869,6513.4802,-4535.0241,-5151.2206,1970.3894,4442.4658,1996.3429,4648.6644,5464.4203,10.0638,3032.0663,-1528.2879,3117.5597,-83.0035,600.5922,-3844.4933,-5467.8215,-5526.8318,4898.0271,3854.1025,-1879.9599,-3160.7788,-5517.5863,1718.0649,5397.0282,2937.4459,-3237.0184,3354.1643,1778.1655,-5318.1784,5443.4681,-3037.9302,-4253.2582,-3231.8305,-5052.9616,-1539.0750,-4653.3044,4873.3356,-4673.7967,3680.1403,-5452.3399,3330.4366,-754.1740,-359.6424,2579.3424,-317.8317,-5516.2189,4714.8489,2889.8264,5209.8047,5215.1023,641.5898,5365.4796,-3579.7255,4244.2306,1934.2651,-4759.3916,-2251.4991,-459.2553,-5377.0661,-2211.7686,-807.0272,-668.3149,3673.7330,-78.8250,-236.6033,-1707.8364,-3612.7949,-4680.3081,3906.1879,2801.9219,-69035.4277,-72785.5227,-74578.4230,-66994.1352,-68706.3314,-79380.6576,-79592.1884,-74477.7015,44770374.2346,44759833.1256,44743107.0357,44769115.0159,-72898.1385,44763299.1311,
