sl_100_86400_20250415 Coordinates.csv
2025/04/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:38 2024,
Start: 2025/04/15 07:47:00.00, Stop: 2025/04/16 07:47:00.00,
TIME_UNITS,STARLINK-4282 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-30275 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-31339 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-2696 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-30338 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-30931 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-1929 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-31048 - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-30908 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-1673 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-31339 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-2696 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-30338 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-30931 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-1929 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-1673 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-31339 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-2696 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-30338 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-30931 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-1929 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-1673 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4770.2866,3979.9094,164.7770,-189.8586,-3617.5028,3456.0176,2626.1064,-5808.6942,3511.0928,6741.9212,-6220.1257,5172.5271,-1596.1365,4326.6575,4219.3070,4512.0414,4327.7235,4792.3156,-1554.3675,-4502.5397,-4275.0705,-212.3205,3629.2954,544.9897,3681.2079,-4756.0455,-6824.4885,5216.2814,6292.2223,1747.1056,4410.8699,-6727.6812,1846.1212,4652.0831,2467.7628,5169.7595,6275.4147,2013.2990,0.0000,-4869.6533,3400.8752,3199.6888,3737.4017,919.6801,-6236.5105,-6171.3426,-5692.6584,-4175.3178,-5934.1165,2071.9387,-5477.1111,3084.9513,-5037.0381,-2095.1209,3581.6284,-2072.0800,4935.5255,-2003.9732,-577.6218,6640.0662,-802.7432,-1897.2843,-3814.5564,3574.3172,-5254.6125,-6630.1379,-4423.5873,-5643.9483,3257.6918,-2748.3418,-5989.6235,3278.9028,4673.3259,-921.5433,-3896.1747,2280.3909,-1411.1958,-4790.4311,2021.1521,-1895.8338,-259.6938,42.7691,-5038.4615,1792.5957,5388.6626,-1281.0302,-1566.0722,-1070.8113,4527.7017,-1777.6239,-4328.7080,1208.5217,0.0000,1853.6262,-4198.7025,-1269.9368,-329.8556,933.2026,-2417.5716,3234.7336,19297.6868,29168.3858,16747.7088,19367.5249,16902.9923,18086.1813,26260.3070,22907.8418,166401894.6415,166388162.2656,166394636.9722,166393266.0793,22630.7567,166386101.6240,-1758.0211,1672.4017,-5137.6196,-4991.0499,3557.9571,-5934.3792,3402.2720,1687.1056,-2277.0741,-234.5266,2937.2220,-3851.7566,5192.9127,4730.3427,242.8042,2698.9303,-2873.9423,-298.6880,6652.7068,4058.4153,-1099.7289,-4989.9926,-2534.6075,-4931.5363,3555.3356,-827.3406,689.8900,-3396.1667,2804.6514,6146.8916,-5138.2813,1129.1700,6032.2714,-2804.1543,4446.7554,3097.5281,2272.8944,5422.1680,0.0000,4904.9052,3832.2179,-5725.1521,3602.4700,4004.6844,2337.8031,-464.6369,-3548.9162,-5422.2141,1731.9111,-5695.8938,4210.5714,-6201.6299,-4148.0725,-4160.5083,-3793.0108,-5416.8391,-4775.2704,-5599.1186,-5341.2032,1926.4883,-6702.7587,3981.5389,4411.6522,3099.3988,3382.7079,-1420.1222,-3392.0395,2431.7463,4767.3911,3184.5052,3256.9349,-3870.2283,-3276.0204,6672.7030,3521.2145,-1468.0231,5212.0903,4910.5940,-5981.0521,6531.7184,6599.0587,-4390.1672,-1240.4882,74.2083,-4330.7333,6324.4726,4075.8572,4051.2719,-4326.9652,6031.9446,1026.3612,5308.4367,0.0000,-4622.2705,3196.8304,5202.4191,-5545.2141,-6853.9152,-5528.8903,-5985.1401,-361479.9498,-394492.3525,-376080.7935,-371175.2393,-379115.3402,-375696.2432,-378125.7000,-376704.9829,57256452.9406,57204192.7998,57259642.2425,57252912.1030,-375535.8930,57251714.4197,4678.1556,-5446.0770,-4550.0257,-4652.0818,4718.4066,920.0967,-5423.4205,3381.7125,-5514.1901,-1523.6979,-329.1495,-2515.5648,-4318.2547,2394.0397,5470.6847,4493.0446,-4605.0852,4711.2233,-1205.6219,-3330.7968,5361.5684,4823.4918,5313.5392,-4817.5359,4497.6139,-4700.7614,1018.7251,-2796.5601,-603.7685,-2705.2577,972.4248,-1157.6376,-2597.3673,3978.4391,-4599.4969,-3418.0539,-1882.9016,-3832.3723,0.0000,235.0203,4667.7770,-2197.2835,4587.4156,-5474.9111,-1911.0366,-3135.5601,-1244.5530,1108.4446,3102.3979,3117.4388,153.9045,354.8838,2341.3704,5099.1664,4534.5448,-3812.0649,-888.5507,3143.7677,4351.8789,-551.5492,1499.4295,5298.7140,3606.1947,-5087.1768,2996.4335,-1463.3300,-4134.9322,3240.3476,3831.6148,-5493.9485,1140.8635,4599.4616,3767.6546,-1581.2106,-4505.6451,6391.1612,4372.3098,1122.2688,2814.3639,-539.0506,1543.6553,5336.8842,4566.6513,6695.3647,-282.6368,-2553.2980,5401.5932,5491.7336,2968.9723,-2895.6778,-5297.9345,-4104.2538,0.0000,-4806.3912,-4509.0833,4394.0574,-4112.3267,-506.5650,-3393.4955,-480.4109,-149711.2167,-151320.6825,-153333.0566,-145696.2477,-147601.6180,-158321.8177,-158145.8399,-150320.4542,73480452.0031,73458208.9772,73455641.9102,73459085.9972,-151653.2030,73468389.3505,
3600.000,-1157.4857,-4731.4395,3672.2951,4501.7674,812.1143,-490.1228,-5205.7297,5486.7984,-713.7881,-6060.3829,4177.6245,-4242.1869,-2475.9349,-5511.6511,-5013.2767,-3996.9157,-2572.2818,-1522.3993,-1231.9022,3729.2123,6793.8919,2152.2942,-2549.1962,3383.0562,-5693.3272,2505.8204,5824.6721,-1162.8363,-5309.4611,-3964.2972,-2297.6747,4317.0959,-4385.4882,-3950.3665,-4402.9777,-4131.9608,-5260.6539,-4828.3487,0.0000,2736.3990,-5776.3273,-23.6433,-6384.4006,-5162.0829,5122.1058,4222.1692,4707.1657,5023.5151,5871.3770,2215.8413,3122.5515,-638.3872,5175.9795,5360.3198,-2709.0006,4583.7789,-3139.1731,4172.5411,3561.7825,-6242.1755,2501.2531,-2523.5540,1833.2197,896.7003,1745.1794,6522.6576,6694.8212,1969.1450,-5013.7007,183.3875,3191.6221,1384.7614,-4063.9666,-1369.2723,3209.6941,-2610.8770,1477.6767,2694.6646,1180.2079,-995.7218,-1699.6009,4079.1311,6815.6301,-4339.2701,-3020.0489,-968.4329,-2195.7612,-3160.6366,-823.6692,266.4815,4598.2398,-4707.2799,0.0000,2431.9899,2431.9691,-2797.5229,3313.2338,1544.5183,4294.5588,-392.6028,108890.8210,126533.0823,109987.1343,113446.6871,110301.7583,111038.6858,118987.2302,115155.2553,145923906.9193,145921844.5174,145913189.8258,145911274.6755,116021.6273,145908034.2466,4209.6818,-5010.3710,5389.2060,4157.3902,-6132.8642,5655.5235,86.7824,-4241.1651,5448.8846,1755.3208,-3878.1982,5150.5316,-4751.1833,-3386.8088,3507.6005,1556.1709,5963.1389,4468.7837,-5445.7538,-5747.1892,832.8118,1052.5593,5892.3292,2923.4237,604.1769,-3973.6900,-2734.7811,4850.7444,-428.5023,-3254.9938,5398.2410,-2624.2670,-5028.8343,5407.5424,-195.6001,651.6035,902.8717,-4929.9513,0.0000,-5045.5627,-620.7573,4551.8308,-1253.8350,-2656.1001,-4303.1835,-2811.9016,313.1531,2507.9924,-3468.5344,4482.8267,-4570.3438,6159.9437,622.0921,3895.3940,6309.8289,2294.8450,5195.9350,4942.9396,2300.7091,470.5922,4190.8297,-4373.9868,-6612.4962,-386.5041,-4783.3416,-824.7978,1323.7583,-2197.3374,-1143.3692,-6101.5139,-3904.9722,4183.5478,5469.0576,-4643.4445,-6082.1359,5320.8116,-6784.9017,-3564.5367,4159.9390,-5893.6480,-5712.8010,3007.3066,-781.1453,-4009.1369,4588.4344,-6785.1937,-1506.7170,-4437.7032,5027.6326,-6769.8786,-4543.6348,-4855.6224,0.0000,3707.2511,-6139.4135,-4660.2734,2518.5054,5646.6452,5364.8609,5064.5611,-346363.0510,-374327.2355,-356471.4806,-353081.3047,-361386.1588,-358164.2767,-359301.7623,-356195.0540,98462330.0323,98413645.5974,98471624.5682,98466027.1255,-357395.6739,98458509.0895,-5366.9771,824.4318,2119.4640,2987.7071,-3144.1549,-3980.9938,4544.0939,-9.4510,4195.5418,-2837.8214,-3873.2536,-1845.1747,4392.7970,2227.4052,-3237.9117,-5437.8283,2428.9624,-4806.5068,4105.0890,-947.8396,-1203.3537,-6526.8953,-2594.2368,5261.1279,-3711.7041,4814.5748,2579.7604,4644.5530,4397.8983,4658.7942,3508.7342,4715.7461,-1413.7653,732.5133,5238.0595,5509.6390,4413.8884,673.6187,0.0000,3846.9822,-3801.8520,5195.0963,-2407.0899,3611.4495,-1804.2773,4717.0167,4915.3724,-4075.4170,1158.1698,-4642.3394,-4143.7018,3113.4775,-4581.0670,-1975.8927,-834.4153,4662.3605,-3338.8250,1848.5136,-5473.2144,-2991.2093,-4908.1675,-4708.9847,-104.8036,6862.7584,-4713.7549,-2213.2099,1233.1611,-6298.6368,-4660.5235,3243.8101,-4734.6762,-5254.2371,621.4870,4930.5597,742.9859,-3632.2494,285.9179,-5332.3481,-5403.4264,-3288.0351,3229.5443,-4714.7554,-890.7910,-3651.8349,4193.9641,-1078.2919,-6425.4281,-4262.6548,-4711.0071,-1426.2935,2448.6865,814.3221,0.0000,5300.2060,2114.3103,-4311.8785,5504.6265,3708.6672,-834.4226,4537.1750,-151182.3382,-152518.7681,-153359.4175,-148470.9669,-147055.1758,-156870.6434,-160919.3978,-153709.6026,73489954.9863,73465210.9559,73470204.9598,73472393.6775,-152681.3031,73477673.3240,
7200.000,-1966.1072,2016.4412,-5499.7416,-6423.6953,1595.4819,-3253.3210,6399.8265,-3074.9230,-1242.2711,2729.2311,93.9113,1113.0048,5594.3702,4364.5239,4426.5639,3362.4882,502.8475,-1329.3343,4387.8986,-1081.0762,-5871.7579,-4893.6833,1113.5197,-6382.3799,5657.0909,-227.0300,-2629.8093,-3218.9469,2886.7303,5781.8522,-1767.2122,-320.6206,5076.3058,470.7903,5572.6569,2892.3540,3170.1593,5687.4900,0.0000,1239.7220,6587.0288,-3988.0879,6749.7194,6697.4022,-1865.3968,-1656.1168,-2482.4107,-4976.1864,-3073.3040,-5866.0226,1086.3011,-2696.2530,-4496.6236,-6009.8425,854.2835,-6315.9480,-581.6760,-4178.9915,-6116.9007,3826.1003,-4500.1844,5414.2025,973.0349,-2915.2948,2145.2762,-4087.7821,-6446.4268,2588.4503,5937.8056,1519.8239,1178.6256,-5108.3262,1158.5847,4323.4018,-1324.7435,2836.5665,-690.3468,1584.0221,-4835.1344,4191.7734,3751.4783,-6610.5566,-5626.4334,2929.2563,-1168.2695,3099.3063,5871.2191,5584.5487,-3144.4961,1762.0325,-3486.1608,5678.8665,0.0000,-5821.1509,-321.0402,5798.8367,-5988.8826,-4307.8772,-4473.8861,-3689.7895,192459.7899,215572.5285,196066.1158,200373.6260,196340.2426,197527.3879,203729.7175,202998.4694,115454486.5224,115462266.6169,115437566.4189,115434428.7468,201757.6766,115438031.1204,-6063.3149,5117.4042,-3694.4947,-2110.5086,6741.5065,-4030.3138,-2482.1701,5213.6742,-6799.3643,-3337.7306,4144.4061,-4604.3226,3669.2949,-229.0997,-5221.9646,-5247.7969,-6815.6845,-6567.7993,2868.1153,5033.4522,-545.4093,2188.1811,-6607.0613,-1120.8518,-3803.1778,6690.8837,4437.7701,-5206.8305,-3131.8812,-320.9034,-3706.9364,4373.5987,1352.5421,-4680.6891,-3332.7077,-4653.7295,-4438.8124,2728.8608,0.0000,3955.2217,-2082.3631,-2721.8977,-991.9734,1102.6842,5014.9367,5778.0747,4026.2473,1567.4522,4021.6653,-2243.7434,4040.0849,-4309.6764,3387.4113,-2423.6950,-5960.2605,920.2994,-4169.8503,-713.5813,559.4037,-3350.0959,-278.3897,4144.1217,5831.4271,-4271.5619,5540.7550,3281.7845,898.0449,3024.7468,-2390.4581,6668.3022,4229.0928,-4012.2172,-4948.8833,1387.5557,5835.7481,-6220.3746,4977.5677,2061.6822,-1800.9044,2745.3361,1582.8640,-1695.6493,2215.9293,6091.3915,-4018.1586,4704.7106,145.4000,4066.0495,-5023.8929,4614.3391,5653.3984,2157.8952,0.0000,-2771.8394,6756.0126,3443.7254,427.2519,-2756.0336,-2715.2481,-2452.9853,-309576.3084,-330461.1252,-314195.7369,-312486.7808,-320675.3165,-317626.0206,-318076.9919,-317380.6207,132963395.5623,132921094.7886,132975267.6309,132966917.5360,-316449.5839,132960299.3359,2675.9803,4226.0409,1774.1257,906.3995,-346.4438,4593.5292,-845.4275,-3391.1616,-288.6845,5397.2291,5490.9633,5035.7101,-1835.8086,-5273.6242,-1028.0813,3005.3004,1185.0753,664.3557,-4547.9690,4606.2351,-3685.4706,4417.3791,-1752.2037,-2407.1185,104.9379,-728.4193,-4642.7794,-3019.6069,-5450.3961,-3825.8396,-5476.8263,-5354.0992,4339.6053,-4831.0012,-2201.3104,-4239.0110,-4285.9382,2869.9883,0.0000,-5539.5788,635.0976,-4953.1567,-1251.1845,839.5974,4388.5274,-3465.6258,-4919.8721,4556.8147,-4723.8856,2646.8881,5490.8492,-4725.2710,4040.5948,-2417.5567,-3412.6073,-2723.9703,5487.7103,-5233.6024,3180.3519,4703.9455,5237.6514,1066.8313,-3490.0142,-4639.0532,3566.8924,4529.4814,2389.8280,5691.8436,2659.9152,1013.0859,5330.9372,2181.6267,-4588.1309,-5221.9440,3458.7554,-1266.9181,-4808.9891,6440.5605,4597.8681,4616.5274,-5430.9012,1135.7771,-3366.8882,-1588.9710,-5513.4254,4036.2728,3715.9430,341.3187,3590.7930,4838.4121,1912.8391,3078.5725,0.0000,-2509.1261,1531.6912,1600.8996,-3419.8740,-4690.9424,4519.1085,-5183.7836,-152682.6164,-153706.2086,-153192.0971,-152186.0845,-146995.0326,-154487.5806,-162948.9664,-152819.4906,73498644.2922,73472255.0593,73485730.5884,73488452.8049,-153697.4548,73486939.0072,
