sl_100_5400_20250311 Coordinates.csv
2025/03/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/03/11 07:47:00.00, Stop: 2025/03/11 09:17:00.00,
TIME_UNITS,STARLINK-5527 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-30238 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-4108 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-30708 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-3140 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-1102 - X-Coordinate,STARLINK-1843 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-1838 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-2301 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-3980 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-2071 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-30238 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-4108 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-30708 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-3140 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-1102 - Y-Coordinate,STARLINK-1843 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-1838 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-2301 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-3980 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-30238 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-4108 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-30708 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-3140 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-1102 - Z-Coordinate,STARLINK-1843 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-1838 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-2301 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-3980 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1918.9086,6159.8488,-3555.4707,4366.2950,-2801.1092,6493.2288,-3592.0183,-6817.8305,-644.6175,-3420.7023,-4272.5879,4312.9854,1290.8394,1438.8220,-3285.0097,5855.8244,-937.5916,-6796.7461,-3173.3445,5516.4095,-5348.9675,5994.0751,-4563.3697,4759.9537,-1898.7037,4221.5855,-6035.8664,-1964.5572,2056.3451,2733.2748,-2825.4807,-130.7645,1527.1647,4899.3886,1388.0850,-654.3917,4063.1995,-3111.5861,-1976.4810,-4508.5341,6225.7853,2698.0045,-925.6344,-2755.0091,-5109.6948,-2326.8554,-6084.2141,-4335.4051,6331.1844,4284.9121,2805.0260,-5345.1233,3368.9228,3885.3311,3948.0789,5313.9055,-2308.2787,-2919.6295,-3171.8485,-4982.7223,395.6114,4831.3687,5281.0760,-3711.7174,-5440.4229,-147.4570,-199.9995,-3854.3306,6311.7260,-5059.8564,5129.3238,4491.7374,-593.6555,337.1943,-2420.4138,-6139.7045,3958.9052,5575.0962,-3874.6447,-5204.0997,-5742.1836,-4571.3802,5688.4447,195.0408,-1014.4547,4767.7023,-6300.2850,4780.7889,-2443.1536,-2443.0450,2351.1596,-2659.1800,5741.6680,-836.8109,-6477.5827,-4681.0210,2553.9683,-4336.3350,-4773.2008,4677.9279,318183.3006,296671.5895,299591.5661,304592.8028,298105.3115,301063.7019,306378.6754,304314.1722,127945145.2065,127903314.9305,127930343.3920,127920127.7591,304849.1996,127928157.6272,-2787.9974,2867.8966,3990.9042,2545.7858,5790.0256,874.3685,2682.2395,1237.9596,-6382.0010,-5872.8349,-4849.9469,-5414.2805,6507.0522,-6243.3182,-4547.4113,3722.2055,-6214.9139,644.0918,5348.5117,-2920.9616,-403.1533,2183.9725,5094.7404,4281.8219,-3817.1638,2647.0710,2071.6665,-6473.7295,3725.2469,-6289.0612,5194.2366,-4152.6225,6434.0634,2471.4741,-3862.4615,5257.6047,-2092.2160,6113.9761,3678.0195,1241.1007,926.5954,3146.1391,4577.2293,-3618.4868,-2595.0828,-6188.8065,-1354.3370,5094.2220,-2582.0757,-4728.3583,-3078.5708,1370.6343,3888.2123,-1358.8669,2930.2444,2402.3296,4238.4518,-3667.2946,725.4351,-1056.6080,4132.8657,1872.5247,-4049.1158,4424.6624,-4259.2103,5112.7388,4218.5711,1660.1622,-2444.6982,3160.2742,1807.0331,2041.3700,-4313.6838,6905.8007,-2450.9291,-876.0593,-1206.2076,-3894.9754,2724.5967,-4176.7133,-166.9707,-3525.3106,2790.0902,6884.0012,6522.1922,-4861.4067,-2292.0354,1296.4461,-6492.3617,3724.8721,-6104.2420,-4268.8123,-2761.3401,-6858.8312,805.0694,-4401.9278,5173.8451,-2666.1451,302.7631,3883.1341,-200800.6433,-219387.6445,-210700.4072,-207943.7726,-213086.1813,-210903.6952,-217571.0459,-213856.1281,-9814832.8040,-9864576.1618,-9829416.4688,-9830777.3877,-213354.9179,-9823366.4373,-6077.7357,479.2010,-4423.3334,4639.5479,-2668.3116,-2293.8522,-5271.0748,290.0547,2577.6517,-1293.8066,-2480.8885,-463.7990,2064.3318,-2095.4703,4037.5709,-232.1551,-2893.7465,-38.0214,-3047.2258,-2987.6027,4235.9931,-2674.6845,1004.9774,2662.3464,5438.8495,4789.1240,-2721.1901,1003.8919,5426.7375,1018.5478,-3626.8229,5509.8410,2079.6760,4230.8206,-5470.3835,-4450.3492,5190.7620,866.2480,-5526.2773,5091.4962,2623.1180,5530.0288,5138.1360,-5089.2101,-3874.9993,2023.6736,-3040.2458,1417.4163,-1061.2612,2680.8080,-5528.9031,-4176.2514,4614.8009,5376.0557,-4837.6527,-3382.2841,-4927.5281,-5075.9303,6119.9507,-4712.2321,-5538.3507,-4436.6663,-1055.2063,3802.4886,597.1356,4661.0487,-5479.8470,-5514.9310,-1558.5322,-3558.7781,4102.2553,4828.1030,-5389.1392,116.9791,-6044.6248,2831.6057,5566.9630,-1174.6142,-5022.4080,-1969.3343,-3854.4866,3836.2068,2622.6753,953.5743,-2054.0550,1312.0008,1720.9242,4711.2991,-100.0441,-5285.0689,-2251.1037,4606.3280,2667.6649,284.3870,-2392.5008,2599.4057,-3851.9043,-4607.9411,4989.1568,-3316.1946,131247.3147,125784.2651,125263.9646,133047.3415,130979.4979,120263.0762,120587.6997,128672.7429,60879209.0145,60868050.8465,60851524.7777,60872445.8154,127007.5070,60871727.0481,
300.000,-205.4522,6465.9656,-2200.6996,5390.2307,-1677.8146,5936.7238,-2782.6962,-6156.8581,-1866.6067,-4466.8044,-4643.1299,2872.0218,1767.3167,234.4906,-4874.5178,5360.5823,-2309.5973,-6338.9000,-2230.0682,5258.8291,-4312.4230,6764.2024,-3607.6311,5245.6805,-3862.6285,5682.5518,-5722.0466,-3104.9881,3984.6074,1123.2575,-821.2383,-2274.8758,2896.7613,5093.3958,-724.8567,1131.6712,3622.1493,-1987.1196,-69.8058,-4538.2829,6680.0554,4163.3665,449.7110,-4592.2434,-6306.1700,-3564.7030,-5611.9285,-2922.7362,5812.5888,3546.1584,1143.5864,-5571.5728,3925.8186,2751.2470,5496.8506,6369.1928,-195.6582,-4724.0302,-1291.8426,-5083.5692,2507.4684,5712.7852,4018.5017,-1828.1956,-5997.2076,1526.7829,1887.7052,-2655.9781,5765.5487,-6003.0511,5021.9642,5790.3681,-2653.2204,1515.8660,-2400.0087,-6621.1993,2224.5288,4845.5897,-1978.1738,-4901.9440,-6372.9502,-5947.2437,5665.7458,814.0121,376.8876,3247.2417,-6824.4534,4178.6379,-3725.8734,-321.0691,827.3066,-4440.5627,4286.1104,-1990.9551,-6776.9565,-5943.2255,4339.4097,-5038.1071,-5241.2630,4760.2830,322347.4022,301345.4011,304113.0898,309109.3884,302546.2865,305466.5579,310867.3474,308835.6114,128133549.7037,128092690.2319,128119310.2963,128108883.4496,309328.0094,128116654.3118,-2394.7657,1675.5056,5475.4968,687.9714,5095.7713,-819.3631,4522.4371,2635.1714,-5299.2358,-5255.6537,-3284.2060,-6006.0716,5436.0719,-6728.5408,-4159.9033,3931.8784,-6408.1607,1813.2978,6406.0463,-4299.1333,1306.2924,1075.7364,5843.4237,2501.3490,-3106.6529,1513.6317,3688.8746,-6040.4928,2903.5121,-6384.1729,5290.1589,-3995.0737,5338.7991,371.4717,-4372.7281,4328.8826,-4030.4479,6556.1382,4647.1858,3193.8915,-665.6423,1551.2605,3174.7504,-2872.5260,-1544.9655,-5921.9576,492.9851,5359.0131,-3674.0205,-5865.8647,-4439.5316,3023.2796,1914.9813,-3244.5457,1879.1960,1311.1151,4207.7879,-2935.0095,-381.5513,1090.9160,3664.6319,15.3867,-4646.5576,4527.0839,-2790.9546,5803.2307,4478.7431,3468.2594,-3871.0908,3166.8974,-312.1268,703.7905,-4352.1155,6535.5767,-296.7659,741.5358,-106.7149,-4870.5920,3688.2743,-3075.8463,1289.2441,-2275.5781,932.4404,6806.9708,5885.7053,-5494.6893,-1164.3763,-708.5400,-5672.8915,4148.6868,-5743.9204,-3110.3844,-3542.8741,-6447.4304,1508.8982,-3367.2645,4654.3015,-617.2242,2163.2102,2104.8741,-193991.2531,-212894.4121,-204114.5037,-201511.3439,-206647.6795,-204438.0814,-211036.0364,-207847.6813,-7015739.5578,-7066010.4221,-7030046.1636,-7032221.7829,-206893.1861,-7024273.1524,-6527.5672,-1343.9380,-3647.8558,4189.6855,-4440.8224,-3504.6672,-4436.6855,1796.1975,4024.1799,518.3305,-3949.5867,-1956.1298,3944.4683,-304.3680,2594.8310,1992.4301,-1210.2009,1765.3168,-1392.1298,-1318.0745,5137.4948,-961.5082,-808.2178,3779.2716,4816.3752,3633.7033,-1329.1760,-820.8508,4822.7105,2453.0164,-4411.5993,5146.7564,3337.1874,4681.9616,-5208.2078,-5278.3163,4299.2939,-950.8744,-5135.6409,4124.6344,1208.0896,5293.4996,6157.0201,-4152.0513,-2386.4009,246.5271,-4045.4251,3076.5332,754.6770,973.7094,-5186.2854,-2774.7827,5354.0891,5267.8634,-3718.1771,-1774.8849,-5462.0242,-4099.2784,6797.6643,-4595.3619,-5309.9851,-3727.0738,-2770.3403,4894.1895,2077.6045,3449.8751,-4923.6992,-5380.0489,-36.6894,-1476.4888,4591.0181,3694.7468,-4692.7409,-1681.4374,-6522.8551,1454.5345,6567.5770,638.2728,-5490.6855,-3864.0952,-2360.5270,2740.8885,3745.5381,-1171.4319,-3607.9696,2706.4049,-70.3862,5362.3256,1429.4763,-5519.3273,-3767.3482,4139.0497,4093.4264,-1520.9710,-313.4697,1186.9981,-2762.0667,-4624.0203,3954.4398,-4569.0398,131135.9039,125679.5519,125227.2477,132831.1587,131029.5104,120331.5914,120306.1247,128363.5289,60880957.5114,60869393.4293,60853164.8711,60873555.5715,126904.3332,60873269.5945,
600.000,-2328.9565,6104.0702,-666.4079,5906.4607,-337.9887,4825.3366,-1747.3331,-4897.3939,-2947.3040,-5072.9760,-4594.9705,1139.9172,2116.2121,-991.6066,-5967.0771,4297.8811,-3439.7341,-5222.3218,-1081.1056,4489.3830,-2871.5828,6860.2947,-2285.2610,5257.8239,-5449.8331,6586.8722,-4863.3973,-3934.4120,5524.8717,-615.3581,1276.1073,-4188.8811,4017.5156,4838.9393,-2744.0158,2846.2129,2870.1510,-654.9082,1810.8386,-4160.7068,6456.3870,5255.5627,1845.0420,-5956.8422,-6876.5142,-4445.2054,-4625.0564,-1186.2901,4711.5889,2465.5862,-588.7538,-5267.8593,4153.0652,1380.0717,6502.1105,6738.2641,1947.2326,-6059.2649,770.5660,-4738.1813,4379.4554,6038.2325,2306.9392,255.0539,-5987.0163,3019.8930,3771.1481,-1248.2236,4663.3703,-6303.7732,4445.4492,6525.8867,-4437.3951,2562.6847,-2223.4012,-6431.8237,208.5465,3625.4074,95.0793,-4140.8284,-6382.1001,-6749.9394,5104.8685,1365.7415,1768.2350,1398.1862,-6671.5695,3201.4096,-4660.8428,1824.3337,-812.6470,-5784.0236,2397.6225,-2964.0434,-6388.0747,-6625.5832,5696.5156,-5280.5867,-5224.2940,4419.0011,326364.9082,305880.3536,308499.7192,313490.4064,306854.1052,309733.8665,315215.2080,313274.4084,128260715.4142,128220838.2101,128247025.5038,128236440.7373,313669.8789,128243911.6790,-1843.7132,294.1659,6443.0421,-1211.4230,3922.0246,-2462.9705,5920.3997,3794.3052,-3699.0247,-4111.6808,-1375.5283,-6030.3399,3809.1105,-6488.0552,-3385.2948,3690.7395,-5970.3044,2814.9299,6825.5819,-5239.8075,2925.4330,-128.7615,6015.5191,466.1224,-2141.3878,269.8376,4940.0023,-4981.7494,1844.9915,-5873.3740,4915.5576,-3497.0610,3730.3501,-1769.3319,-4490.7966,3015.3696,-5564.2231,6349.7084,5205.2787,4812.6113,-2178.5178,-153.5807,1498.2197,-1877.2109,-368.2114,-5067.0044,2320.0054,5098.8805,-4408.0118,-6416.6694,-5402.0097,4354.4623,-246.0284,-4816.2102,681.4499,99.4754,3817.6518,-1956.7330,-1361.9023,3128.3615,2893.4120,-1817.0134,-4771.7076,4232.1967,-1037.9991,5943.7301,4347.9997,4965.4578,-4923.8019,2811.4039,-2411.3630,-664.9044,-4012.1850,5514.1375,1892.7736,2269.9001,922.0055,-5363.3508,4343.1995,-1628.7067,2593.4478,-831.6633,-1040.3559,6038.3717,4679.9293,-5617.6915,79.5476,-2669.7801,-4299.4235,4222.4595,-4839.2574,-1673.8318,-4017.0294,-5392.2223,2055.3378,-2017.0524,3709.7993,1478.3995,3782.1615,96.9446,-187096.4430,-206298.8780,-197436.5651,-194985.1982,-200116.7658,-197882.6135,-204404.9290,-201672.1208,-4213104.1461,-4263878.5580,-4227109.9791,-4230089.5224,-200337.3716,-4221633.9048,-6289.0470,-3015.5406,-2483.1270,3278.1319,-5745.3133,-4342.2406,-3125.6088,3110.0832,5036.5181,2274.5426,-4994.5469,-3239.5857,5405.1899,1522.1736,872.0903,4004.3684,603.7364,3370.6259,412.5570,493.4137,5466.6817,855.3538,-2534.1977,4492.0465,3674.8802,2086.3833,204.9390,-2554.1504,3695.7025,3624.7000,-4725.8846,4226.8192,4237.3842,4632.0881,-4367.2537,-5539.7969,2945.3733,-2665.4562,-4195.3454,2713.4826,-342.7649,4486.7780,6522.3432,-2750.0163,-640.6926,-1557.2361,-4618.7216,4392.4055,2489.2331,-838.1240,-4287.5760,-1074.7368,5516.4277,4556.7714,-2195.0527,39.1181,-5404.9392,-2680.0366,6750.9021,-3988.9252,-4512.3268,-2599.2658,-4162.9571,5458.8849,3335.6966,1867.9905,-3838.6185,-4670.4681,1489.0486,762.9812,4562.9816,2161.5495,-3494.2052,-3298.5767,-6313.4251,-86.1530,6869.4604,2381.7992,-5365.9021,-5350.3433,-612.2337,1352.2258,4454.3777,-3172.2069,-4772.9468,3811.1483,-1854.1501,5416.5795,2806.1041,-5159.5512,-4878.4047,3207.5016,5076.4436,-3162.3829,1798.8502,-352.5292,-1377.1994,-4131.8278,2493.3975,-5332.3771,131024.1365,125575.2934,125193.6478,132609.8081,131075.8128,120405.6767,120030.2868,127946.7381,60882702.5100,60870736.1228,60854813.2079,60874664.4983,126801.0833,60874812.1188,
