sl_100_86400_20250909 Coordinates.csv
2025/09/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:13 2024,
Start: 2025/09/09 07:47:00.00, Stop: 2025/09/10 07:47:00.00,
TIME_UNITS,STARLINK-30809 - X-Coordinate,STARLINK-30828 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-2187 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-2735 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-1643 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-31032 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-1335 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-2190 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-30828 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-2187 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-2735 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-1643 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-31032 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-1335 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-30828 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-2187 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-2735 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-1643 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-31032 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-1335 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1078.7185,-4835.9611,4463.3299,5689.1837,-3494.6406,2834.9122,-2061.5319,2962.0261,3224.6572,-3491.9421,4701.2805,2452.2819,6064.2184,3286.5979,-371.1205,-2690.3503,5205.9128,-2210.3331,-4460.0041,6720.4916,5397.5853,950.3584,4235.0841,3884.0793,4328.1797,4760.3944,-4199.1549,0.0000,-5796.5532,5168.1507,998.3688,-4395.7866,-1368.9988,544.4556,3389.7618,-4631.6072,5078.6836,5757.2937,4989.8029,2758.8333,-1638.7286,-5519.0537,2959.4516,-4422.2620,5690.4224,-5954.0205,-4212.8448,5307.4288,-4254.8917,-3338.0314,3165.6850,-4778.7618,1904.2249,-5098.3626,2051.9666,2384.7955,-2542.8433,4041.8825,2812.9337,-3933.4841,1190.7579,440.4333,-3768.1430,-1491.5161,-1721.4403,2117.6241,6350.1713,5412.5177,4607.5597,2682.6506,4352.6620,-362.2880,-5500.3648,-3502.7701,6664.2821,-1825.5569,-3780.5603,4814.3754,2549.1275,-2044.7291,4408.4310,4184.6715,5294.9957,-4594.7877,6450.8589,-471.3973,-2737.1706,-2092.0570,-1587.8988,-3710.6461,-308.2106,3368.6312,6399.8155,-5109.2749,5679.8734,1886.3113,243.8668,628.0250,5761.8656,-2326.5947,42000.7588,65224.8259,60142.6984,55576.6530,62324.8179,59553.7149,54102.6769,56143.7419,26255638.0391,26248808.3303,26248837.3849,26253803.8201,55559.3824,26244711.8264,6395.2678,1341.3853,-1639.0584,1587.4939,5923.5679,-3116.9036,-6185.6862,-5934.8552,5136.6029,4330.9402,3892.7967,-5152.8525,2809.6520,-3782.3175,-6148.6514,6074.0114,166.8495,4471.5996,4034.6858,444.2690,1698.8045,-6844.9144,-3111.0938,1859.6005,291.6065,1907.1306,-4633.1297,0.0000,2372.5833,-530.7989,5328.0322,2552.0430,-5028.7891,4962.2568,-2723.6227,3159.0707,4438.6117,-3648.5928,-4400.7288,5442.5848,-5946.7048,2865.9710,5832.7654,1646.5129,-1050.0741,2743.2987,4153.1564,431.2401,-2627.3817,5303.2556,6185.2025,3080.7219,-6450.7889,893.7887,-3985.4869,-4786.1612,-3585.3495,-3191.8235,5534.9351,-3583.7640,6440.3013,-6441.5147,3540.3666,6655.7855,3909.9850,-5989.6426,-980.8500,3946.8045,-4478.7601,-6068.3678,-5306.1123,-4146.8800,-3646.2605,5784.2938,1445.9038,4533.1779,5548.5337,-67.3774,-5050.7034,-3600.0907,-4426.6207,-1705.1786,1907.3397,4221.2134,-2451.9593,6809.4782,3107.9169,4361.6485,-4243.2640,3465.4096,-5538.4865,-853.1374,-1752.0930,-958.3813,-3094.1021,-5397.5179,-5599.1794,4084.0575,-3589.6964,4071.3827,-370321.3577,-346310.7799,-363981.2125,-365697.7981,-360633.9218,-362586.0673,-356041.5273,-360345.1275,338532403.7260,338529087.6303,338511218.6266,338524511.1272,-360137.7180,338515141.1467,2440.4768,4672.7750,-4749.7242,-3498.3617,381.6410,-5488.0747,-1957.4155,-1961.3214,-3329.0911,-4106.1295,3285.1347,3763.2500,1772.7292,-4670.0685,-2933.6158,1985.3972,4531.4690,4773.3466,-3272.5460,1562.9057,-4018.5277,-237.0606,4512.9965,5379.2383,-5385.4882,-4563.5722,2946.7480,0.0000,2935.7232,-4577.5844,-4292.9565,-4722.9055,4563.8961,4827.0972,5365.2841,4042.5713,-1617.1972,-116.1964,1487.1219,3117.0851,3095.5947,3057.3079,2101.0787,-5074.2025,-3859.9685,-2034.5864,3610.0741,4435.5017,-4646.7581,-2683.4667,-224.0271,3856.2962,1397.6185,-4596.0370,-5271.9734,-4389.8036,-5246.4519,4524.3102,-2938.3564,4408.2849,1980.4707,2520.0668,4583.6777,1114.1394,-5433.6790,2726.5997,-2563.9305,-1349.2890,-2650.1531,1586.5442,-1023.0410,5289.2198,1685.6800,1506.1225,1127.9798,-4910.7927,-1731.4413,4922.1215,-3985.6446,5437.0804,-2970.2276,-5226.0200,-4039.9168,2544.3676,-521.8824,448.8200,5523.1778,4943.5666,-5227.0783,-4725.4815,-4128.1789,-6011.1750,2009.6183,4583.5430,2465.2525,-3893.9895,4035.1535,5520.6088,-1502.5764,-5085.8142,34702.9654,29641.3494,29116.7596,36110.7254,34863.5264,24164.9943,23727.6616,32169.0890,-48832929.1607,-48808360.5145,-48816170.2907,-48833282.0171,30513.1270,-48832971.6346,
3600.000,-3304.0057,3356.9581,-93.9053,-4368.7969,1327.6573,831.1694,4386.3982,41.8053,-5019.1356,2488.5903,-6576.2854,1814.6383,-6294.1788,254.5808,3185.7647,-596.6127,-6501.1089,440.5916,3425.0009,-6234.8324,-4665.4816,950.1323,-898.1118,-4537.8333,-5472.5882,-5175.1077,4191.1230,0.0000,5473.8511,-6136.4431,-3697.3230,1976.2277,4826.6235,-1279.9068,233.7317,4318.6373,-5289.8056,-2940.7234,-1253.3347,-4730.6938,3397.5265,2138.2241,-3826.1291,4556.3270,-1804.2165,4468.7125,2687.8689,-4198.4515,6150.2041,-956.3139,-2625.3186,4362.9069,-77.2619,5884.8126,2335.2688,1808.3758,5084.9712,-392.4511,-3861.2426,6340.5395,-3038.8053,1829.9994,-502.3590,-831.6385,-2569.0629,1073.6368,-6155.2865,-5689.7350,-1593.1287,1014.3850,-2182.9500,4693.5792,6300.7120,301.6621,-4975.4627,-2469.2312,1724.7804,-2414.2843,1445.4863,5558.5607,-3442.1732,-4005.9932,-6917.1559,65.2727,-4155.7713,-1662.0560,-212.9291,-2247.3330,5021.3533,697.4340,3311.9392,1694.1335,-3699.3224,6037.1178,-4961.6174,1881.8163,2993.0577,-4692.7634,-5048.7864,307.0316,133785.8471,150136.8183,147551.8560,143394.8712,150867.6668,148489.8576,142673.0302,143427.9477,-62346787.8998,-62355048.1792,-62347481.0075,-62353357.0667,143895.8084,-62356596.3642,-5973.8001,-5205.7956,4781.9390,2541.2640,-5577.5648,5338.3950,4747.6400,4655.4718,-4663.8187,-6447.6016,-2197.1804,3702.7849,-1245.3245,6164.4965,5945.7151,-5280.0448,2196.2699,-6783.4981,-5785.1630,1107.9790,2283.5931,5421.9734,5485.2665,2512.2412,3209.4366,2482.8673,889.4565,0.0000,-4013.5306,3070.5955,-1991.9532,-5654.8263,4407.5103,-6824.0426,5134.4599,-5402.6345,-1225.9110,5005.6604,5081.4891,-1680.4641,5882.4849,-4612.6578,-2354.0508,-4852.5826,1863.3437,-4829.7489,-6382.9255,3505.0426,-1213.9039,-4892.2940,-4353.4035,-5300.7425,6148.2685,-3518.5710,4328.4960,3840.6197,-420.1959,5674.1360,-1666.3767,2689.3942,-3267.6650,6594.8592,-4306.5146,-4985.5668,-4637.7640,4233.1508,2578.2630,-1906.1401,2951.8235,5113.3777,6056.3989,4327.5878,1077.5679,-5450.6977,866.9298,-3787.2073,-6423.8035,3904.2307,3902.0634,715.6256,5839.4734,5167.8779,-330.5037,-4089.3965,3430.1231,-4883.8825,-5876.4842,-3970.0905,4189.4697,-5986.5360,2549.2500,-1290.2991,3802.6335,-2443.8660,4455.7454,3685.6998,2912.4576,-3466.4595,3324.2190,-6638.8537,-348887.7845,-320020.5030,-339470.6443,-339583.0713,-334735.0327,-336662.0724,-331371.1065,-334849.6695,333785822.6306,333787019.6992,333769415.1558,333780501.0075,-334543.8467,333768165.1550,1195.3146,-2962.4130,4705.5303,4630.6371,3806.6564,4304.6122,-2138.2269,5100.7381,-952.1779,82.2577,129.0231,-5464.8608,2571.6928,2952.7256,-1013.4308,-4462.9448,-821.2615,-1250.2410,-1289.6877,2768.2325,4590.8728,4172.4613,-4147.3844,-4554.8702,2732.5145,3749.2319,-5436.5367,0.0000,1342.1625,890.0229,5476.8524,3488.5920,-2315.7542,-371.0582,-4631.8700,-57.5825,4304.3774,-3580.9555,-4379.4347,-4675.4726,1229.1285,-4718.8754,-5206.9688,1900.3420,6436.9650,-1927.1418,-345.3589,-4269.6348,2683.3082,4633.5044,4729.2468,360.9150,3056.2264,915.3708,4850.9634,5446.5266,4544.5184,-3843.8309,5416.6515,-637.1926,-5196.2928,1100.5055,-5395.4073,-4723.0359,4417.6341,-5371.3232,-1824.8403,-3271.4935,6071.4502,-4410.6436,-2592.5863,-2165.5583,2347.7829,-4273.2502,-4728.3668,5232.9323,-1961.7008,-5151.3243,5513.5713,-3932.2321,-1378.3428,2210.3638,41.5542,-5364.9998,4330.6971,-4498.4620,-3639.1160,-5215.5343,2232.7701,3418.7088,5492.6940,6596.8330,-4471.0620,-2389.2166,1854.3628,5527.6903,-5514.2513,-3698.3025,-3439.0367,1893.3431,36539.9862,31316.4911,32037.1627,36075.6871,38144.4684,28588.4760,23919.8352,30597.9415,-48902425.7042,-48875046.0298,-48882452.0349,-48903959.9747,32335.5912,-48899361.6948,
7200.000,4584.9786,-1153.4128,-3186.0060,2284.2540,2346.7878,-3180.4910,-5001.4084,-3943.3885,4770.6349,-413.6042,5988.5261,-5718.6255,4111.8000,-2964.3502,-4657.6108,4258.8896,4962.7906,1174.6993,-301.9788,3105.3189,3367.0454,-3607.2806,-2025.3037,4401.8963,4801.3817,4230.4163,-3955.0329,0.0000,-2542.5236,4559.1377,6011.8201,324.9226,-6260.6182,1272.6221,-2782.4087,-2080.9903,4565.8516,-1648.5994,-3360.6052,5719.3442,-3981.4595,1649.3394,4443.4432,-3221.0602,-2269.5858,-735.1295,-208.6090,2581.2254,-5486.3966,5116.4863,2385.8851,-1717.6050,-2702.6643,-4248.0859,-5309.4297,-5487.7325,-6031.1999,-2682.7615,4703.8785,-5883.6205,4882.7674,-3709.1985,4166.8502,3949.3056,5170.9817,-4749.7114,3119.6862,3624.1414,-2972.1415,-4924.2128,-1254.3470,-5633.9799,-4293.5536,3550.3134,1874.9183,5785.2839,1388.2104,300.5868,-5263.9930,-6681.9805,635.2395,2644.6135,5515.7509,4809.5133,-25.9910,4248.9279,2125.4343,5585.6619,-5896.5476,1806.1500,-6003.7514,-6100.5631,-27.8370,-5116.2025,1782.4521,-5524.8722,-5953.4252,6465.3437,1375.3791,1251.1237,217563.2830,225998.7708,225389.4555,221663.9025,229832.2125,226852.1251,222435.3435,223142.5605,-146697132.1586,-146709078.8912,-146695024.1144,-146709095.6739,222952.1428,-146705793.8642,3176.2927,6717.6188,-5898.4552,-5949.5748,3421.5607,-6122.9665,-659.0800,-2583.3915,1939.3278,5638.8846,-379.6343,-1957.7268,-1585.9215,-6104.4654,-2703.5462,3457.4208,-3368.7278,6071.2031,4762.2707,-3026.7546,-5564.5777,-2113.1294,-6510.0145,-5257.2887,-4695.4825,-5390.9247,3429.9297,0.0000,4276.0247,-4001.9774,-1124.4409,6925.9679,-2656.6685,5278.7966,-6255.1447,5256.2173,-2809.4828,-4798.0350,-4420.9049,-2386.7728,-2980.8560,5743.5105,-2207.4921,5630.9554,-3860.8683,5121.0415,6178.9880,-6255.5756,3845.3543,3299.9841,3.7485,5034.6598,-3204.4936,4337.8274,-4199.6474,-2839.0909,3175.2646,-6298.5504,-2751.3909,-756.7363,-1094.3299,-4217.4923,4743.8053,1900.8435,4538.7094,-1905.1739,-3546.7996,-1916.7387,-1916.4028,-2628.8947,-5000.0260,-2340.6887,2612.7913,3978.8963,-3964.8446,2990.5026,5127.1485,-6597.2520,-2656.8550,1409.0890,-4894.7070,-5985.3907,-1349.5806,3136.0098,-4235.5379,936.5919,6553.9649,3408.9683,-2898.1080,6693.0921,358.5965,195.8267,-5495.9493,4511.7719,-4382.7634,-1878.5950,-207.3466,2370.2138,-2472.6731,6333.9011,-304833.6260,-273437.4793,-293236.9652,-291471.5747,-287525.7021,-288988.3421,-285225.8311,-287088.7294,306244837.2242,306250072.1325,306235533.1755,306237334.3764,-287667.8464,306227324.6596,-4120.8492,-825.3674,-434.5641,-2546.9115,-5503.8473,-444.6327,4557.9620,-5063.6077,4603.9729,3963.6949,-3482.4098,3194.0143,-5336.9411,871.4055,4172.6269,4235.9387,-3439.3245,-3094.1734,4895.1012,-5393.1612,-2418.5491,-5512.4970,1249.4854,758.5766,1619.9536,-332.3586,4511.1543,0.0000,-4818.1899,3318.6252,-3222.9749,-163.6911,-1353.8492,-4349.0467,967.8540,-3993.6348,-4402.7464,4542.7915,3948.1065,2925.5944,-4796.5725,3508.5082,4745.4688,2412.0491,-5323.4149,4477.3102,-3146.5594,1514.9938,1277.7091,-3066.2598,-6535.8996,-4362.6009,-5450.5711,3305.6158,-1418.0116,-3109.5481,-573.5436,464.8974,-4181.4785,-3564.8918,4660.7232,-4069.9685,2815.6174,5335.4830,-616.3668,4644.1158,5040.3366,5452.9774,-5987.2754,3915.0098,4635.2332,-2866.5336,-4605.8984,4416.6075,5334.4257,-2356.4480,4446.0036,1971.6260,-3621.2280,-435.1498,4832.1567,2192.5936,3952.1955,3523.4799,-5478.3370,5267.9827,-568.1659,2256.5047,2138.6503,-53.2124,-3409.3239,-3300.2456,4223.2743,-1262.5587,-5062.7659,-3713.3719,3497.0068,-519.8339,6336.4536,2461.0641,38327.9213,33004.5999,35034.0219,35093.1045,40926.6066,33919.4655,24827.9036,35807.7234,-48971722.3699,-48942194.0698,-48950049.5439,-48973616.8710,34154.5333,-48965750.3091,
