sl_100_86400_20250830 Coordinates.csv
2025/08/30 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:25 2024,
Start: 2025/08/30 07:47:00.00, Stop: 2025/08/31 07:47:00.00,
TIME_UNITS,STARLINK-3636 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-1604 - X-Coordinate,STARLINK-1693 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-5535 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-3993 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-1726 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-6193 - X-Coordinate,STARLINK-31230 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-30832 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-5722 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-2229 - X-Coordinate,STARLINK-5813 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-1360 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-1604 - Y-Coordinate,STARLINK-1693 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-5535 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-3993 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-1726 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-6193 - Y-Coordinate,STARLINK-31230 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-30832 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-5722 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-2229 - Y-Coordinate,STARLINK-5813 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-1604 - Z-Coordinate,STARLINK-1693 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-5535 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-3993 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-1726 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-6193 - Z-Coordinate,STARLINK-31230 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-30832 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-5722 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-2229 - Z-Coordinate,STARLINK-5813 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2178.7923,-4163.7768,5905.1517,6481.4276,3390.3085,4635.8669,-2379.0648,-5538.2384,2310.3613,1263.4837,-3623.0524,2910.5382,-6493.4164,894.9653,1975.4034,-5426.8707,3754.0969,822.8763,-2708.0475,2924.1509,444.2379,379.9599,3784.4470,-5702.1294,-1944.3699,5239.5293,3235.6447,4508.1881,-4125.8170,-5817.2969,-6388.2439,-5219.7803,-980.0112,349.0613,5301.6551,1567.9626,5625.7425,4526.1666,-6711.6696,-5257.3290,5402.5369,0.0000,2796.9422,6603.5839,-5517.5730,4250.7198,4908.1356,-4489.3458,2669.8971,1678.0034,1610.4974,-5784.7878,3115.6706,-5515.6533,4038.9412,-3227.6674,-6094.2804,6701.7441,-6072.0772,4296.7228,-3731.6376,-6211.7745,-6707.8072,-4030.5308,537.2883,-1440.4425,3234.2075,5018.6707,-5051.7410,-6283.0704,-6039.1449,2920.3446,442.9610,5669.1047,5861.4955,2061.9409,6171.4142,-4283.0913,2681.9851,-5429.1943,6222.6781,5860.1800,-6920.0333,1854.1567,3639.5596,4090.2012,-81.2849,-2428.0801,-5387.8639,5507.0771,-3942.4830,1090.4401,-2092.5578,-4551.3275,-832.1089,-91.6812,3776.8612,2259.3792,5218.9022,2386.7570,258010.2126,283593.0220,277164.1371,272324.0475,279836.8090,276765.2623,272539.7010,272818.8207,48222887.3471,48232711.1954,48235041.2571,48211588.4053,273261.9587,48211045.2694,6367.9923,3088.2746,3237.9290,2086.6318,2386.0865,2248.6117,-5638.1089,-41.0896,-5022.5841,5315.6195,-3839.5757,-5818.8533,239.2649,6329.2177,-4961.1652,-1914.0070,-5640.3522,-4790.5517,448.8239,6100.8556,4344.3898,-1229.3952,4412.7045,2076.8771,-1380.7640,-3230.7203,315.2414,2097.8845,5554.9165,-3403.7319,2479.6284,-4217.7700,-4043.8635,6878.3791,2749.7088,4076.9423,-3733.0531,-60.4929,-171.6896,-1724.6701,1637.0651,0.0000,3592.6939,1935.7626,2308.3014,-2092.5223,-3179.4180,-1942.9085,4420.5920,3810.3976,-5857.7309,-98.1872,-3731.2077,2922.3011,-1923.1373,-2864.1642,3041.3246,649.5227,-1090.3360,-516.4248,5251.0008,1624.5441,1653.9110,-4386.9914,6285.6102,-6108.4077,2868.4380,-2479.6579,-3047.2359,2778.2468,-1510.3844,6193.8282,6308.4459,-891.5745,2118.4676,6558.4539,1910.2138,3422.1947,-3339.5108,3684.5155,621.0774,774.7941,-445.1593,5165.2158,4085.9542,-3060.5653,-6461.7377,5316.9594,-3837.8753,4140.7155,-4140.4004,6559.6426,1896.5046,3307.6829,5802.8491,-6864.4734,-4570.8906,5683.2628,3776.9430,6475.6599,238397.4034,264423.9203,242902.7611,241956.6657,245781.6272,244328.3592,251725.0449,248556.6979,332400851.7723,332441545.8376,332419632.6480,332420620.0400,247430.6641,332412070.0846,1577.2642,-4596.6544,-1104.4389,-497.3461,5521.0113,4606.2205,3023.4923,-4083.5646,-4075.4223,4251.1669,4339.2366,2012.0016,2360.5355,-2644.4393,-4397.6612,3823.2866,786.9711,4880.9602,-6381.8054,1211.9322,-4997.5471,6814.1941,3777.4569,3378.9048,-6535.2404,3201.5742,6129.0123,-4847.0123,-158.9938,-1661.1581,791.8355,1747.7253,5514.5291,660.2709,3390.2120,-5354.0882,1579.6500,-5232.3578,1728.6118,-3966.3172,3983.2906,0.0000,-5220.5924,-546.7070,3275.4241,5019.7502,3683.3084,-4892.2990,4552.7642,5499.3404,-3347.2877,3254.9118,-4980.4464,3007.0333,-5031.1309,-5452.8142,258.3504,-1340.3968,-3168.6231,-5398.9756,-2544.6249,2488.7854,-8.0792,-3331.8759,2879.2372,-2957.1372,-5279.4977,-4056.6053,-3618.4736,868.2034,-3012.4684,-499.2634,-2873.7561,-3878.8688,2989.7288,911.3882,2550.2177,4098.1866,5429.4483,2204.3528,-2950.5093,-3629.3165,72.8601,-4208.0978,4259.1980,-4691.2680,-2386.9763,-3772.6934,2081.5869,536.4423,-3783.0356,1625.5550,-6277.1788,4046.6229,-3710.2914,-834.1421,3558.5693,2775.3749,-2260.7658,-116.9998,-161733.5881,-165888.4302,-167341.0121,-160305.0001,-161590.7791,-172294.6889,-172693.2079,-167262.4337,-32922634.1482,-32893324.2835,-32907828.7746,-32919427.4568,-165926.7362,-32910333.9354,
3600.000,-485.6527,3709.8758,-6190.2869,-5073.5971,-5858.3027,-3849.7521,3801.8304,6527.6823,2121.1452,-4452.2046,4206.2651,1057.3041,3789.1688,-2513.6823,2133.8055,6896.7198,-289.2542,1737.4363,-2470.4878,-4027.5047,-4601.9711,-5250.5149,-5089.3538,6327.5575,5015.8333,-6519.8065,-656.7135,-4685.9552,1833.1219,3666.4867,3821.5371,5308.3161,4893.5185,-1841.9152,-6672.5781,-5204.1749,-4027.7953,-5632.9628,4782.5608,6789.6062,-6912.7194,0.0000,-4845.3426,-5851.6320,1391.8963,-591.9493,-4559.7327,6755.6483,-5421.0946,-5449.9470,754.5982,1870.5203,-3947.8686,4597.3091,-3312.7883,2174.5643,3237.9493,-4500.0857,4471.3207,-4748.4469,84.3105,2922.6003,4785.1524,5832.5798,-2893.3074,3892.7356,-6427.1766,-1081.9407,4060.0589,4755.5673,3939.2676,-4476.3709,-3244.4748,-5728.3978,-6753.7590,-3835.8967,-6255.6445,3608.7644,-319.7447,4444.6456,-6691.9340,-6677.2163,5713.6802,-4255.3628,-5313.5168,-1130.0638,1767.0522,-407.5490,5268.7059,-5103.3525,6029.3907,-2678.8489,2002.5157,3276.5264,-1801.6248,1651.9165,-2831.6951,-3859.8729,-4311.5058,-3458.5285,190227.3385,208505.0850,205080.6394,200910.8110,209101.2026,206425.4777,201613.2986,202973.3549,-39551533.2056,-39548450.7347,-39541966.9683,-39568486.9190,202269.6131,-39562994.6723,-4811.1819,-5770.4971,-483.4504,493.5713,790.0070,2013.6049,1620.0546,-2170.0781,4812.8456,-5099.8156,-816.5067,4975.8091,-2410.1774,-6206.5759,3673.8874,382.5765,5467.2053,6519.1628,1424.0918,-4548.9065,-4697.3105,1731.8082,-623.4619,-2452.8564,-1602.0417,1181.2297,3583.0454,-5126.6150,-5259.4869,4676.1944,-3500.4178,932.8963,3426.1797,-5659.9149,-1302.1204,-3709.4328,5249.2331,3311.9057,-2490.5608,-278.3168,5.4999,0.0000,268.8932,2.8983,-3856.5823,4597.8612,5177.8564,-91.3428,-4183.4543,-2414.0720,6891.2561,-3607.2796,5697.3085,-5163.6376,5730.8571,-1599.7039,-4642.5031,1688.9226,-2391.3573,4175.9878,-5143.4262,-3273.7934,-2918.4526,3292.4171,-6272.4400,3281.2399,-590.9072,4008.8820,-844.7953,-3771.8568,-1637.9494,-3502.4306,-3953.0845,3818.5819,-681.1477,-4206.8529,-1839.4165,-5821.6802,6219.0238,-4863.5056,1024.2189,1832.5876,-1892.3347,-5442.6768,-367.4319,5754.7985,6316.9490,-2612.7137,420.3839,-1603.6271,3204.3575,-5566.1218,-5887.0127,-6016.8220,-6678.6854,5783.0958,6284.5727,-1188.2347,19.9304,-4460.9027,294153.3808,326277.3063,302236.9077,302810.3530,306305.2756,304801.6523,311034.2938,306870.5775,333558185.1399,333606377.5860,333585135.0882,333573545.8335,307688.7138,333570247.2878,-4949.9708,941.8690,-2842.9201,4529.7090,-3588.4219,-5389.9147,-5443.6400,-78.6903,4404.0670,-1481.0242,-5337.7587,-4538.6634,-5267.0894,-1738.5244,5443.2734,269.7469,-4077.5880,-1431.0395,6315.2213,3205.1327,858.9556,-4202.8593,-4676.9390,1500.0417,4524.0907,2043.4796,-5924.5109,-74.1858,4095.6679,-3594.2737,-4562.2566,-4370.2194,-3490.9202,3516.4708,992.9448,2610.0209,2075.1133,2254.6247,-4364.0886,-524.0446,43.3149,0.0000,4926.6454,-3670.6544,-5461.0068,-5130.0476,452.7902,1469.1624,-770.9029,-3492.8387,-72.7564,-5263.9323,539.9899,511.0627,1189.5214,6389.6204,-3807.2289,4889.2136,4719.7195,2792.4687,4626.5884,-5317.9022,-4047.9658,-1309.0950,652.9540,4701.3700,2192.0299,5511.8776,5525.4522,3323.5558,5427.2214,3840.3879,4690.9856,723.3940,1311.0517,-3965.1652,2396.4184,116.0746,-3031.8588,2116.8831,-1409.0990,344.8258,-3447.1767,241.8898,-4452.6945,3688.3189,-2107.6050,6418.2247,-4496.3802,-4384.4998,-597.6921,2944.2789,2932.7705,-1089.1935,477.2969,-3420.8554,589.8255,-5375.7992,5279.3239,-3980.6741,-162617.9402,-166903.9263,-167089.2078,-162994.7481,-160963.0942,-170540.6266,-175168.9879,-165346.1100,-32988264.7011,-32961436.4039,-32977690.6240,-32985010.2377,-166765.1421,-32976410.5904,
7200.000,4004.1304,-1916.7793,3864.6439,1802.7875,6319.0478,2974.1368,-4886.7994,-4346.6514,-5554.2287,5722.6336,-4262.5106,-5103.0811,-171.3532,3507.0874,-5713.1885,-5290.2063,-3947.5856,-3112.2660,6454.1391,4145.4750,4915.4194,6872.7552,5605.6346,-3610.3232,-6488.0910,3150.5040,-424.3709,1655.9524,2030.7170,45.9636,527.2889,-4444.4815,-6476.7352,3601.5933,4869.8155,6209.1518,608.4184,4728.2683,-1650.4411,-4473.4632,5333.0448,0.0000,5978.4581,2948.9941,2981.3380,-2312.0519,2062.2202,-6085.4998,5505.4350,6795.6950,-2829.5462,2244.3177,2981.5883,-1822.3517,795.0599,-2239.0136,1399.4802,822.1203,-2228.4932,3843.8468,3898.3232,1249.1585,-731.9163,-4692.9779,4344.0481,-5914.9962,6202.2803,-2704.2188,-2902.9732,-906.7604,-1374.1239,5086.6357,5778.6933,3698.5756,4742.6048,5158.9158,3524.2331,-1022.5314,-1339.5945,-1151.3478,4158.8131,4998.7867,-2645.4783,4664.2794,5976.1972,-1433.2270,-3245.6473,4375.6889,-4245.5130,3503.5560,-5111.9378,3848.9317,-1805.0433,-1009.6881,3617.1451,-3484.2503,456.5455,4677.7448,2661.6388,4148.5529,111055.6050,120503.5142,120045.9304,116619.1043,125337.2388,122169.4949,118448.1088,117783.8497,-124632824.4172,-124639102.8636,-124629050.2941,-124650084.7947,118539.7365,-124644432.8591,2154.2072,5793.3352,-3154.5863,-4019.3221,-2734.2658,-5581.5796,2840.3284,3321.6652,-3663.7536,3219.9683,4752.0630,-2733.0057,4904.5263,3222.6391,-2373.0929,1429.6424,-3530.6374,-5387.2553,-78.0913,453.9815,1605.1631,437.5051,-3014.6081,2115.2484,2493.3011,952.7801,-6563.6447,4608.6815,3659.0673,-1842.1675,4297.2887,3066.5045,-2315.0570,2093.7025,-1108.8671,2438.7876,-5251.0656,-4577.7478,5138.1750,2274.5195,-1686.0134,0.0000,-3095.3205,-2916.6272,5001.7511,-6204.3223,-4985.1931,1614.4363,2155.3308,968.1876,-5314.4094,5956.2641,-4695.2776,5550.8159,-5567.8975,5484.0987,4961.6247,-4553.9420,5604.9445,-5535.9173,4221.5729,4943.1786,4085.8052,-81.8785,3844.5543,129.4672,-1276.9181,-5313.5553,4837.1749,4119.7534,5115.5818,-857.8506,923.2799,-5101.5876,-1473.7077,382.4572,57.3937,5259.0265,-6676.6742,4475.7220,-2615.1537,-3638.2627,4328.0887,3337.3523,-2921.6635,-6768.3697,-3158.8584,384.9573,3529.7924,-2396.6988,-486.9913,1604.9015,6188.3609,6374.6301,5079.6036,-2290.8190,-5326.1660,-3669.1714,-4505.2066,287.4433,331404.0075,367267.5072,342282.1282,344631.4244,347137.1169,346187.8651,350677.1432,348426.5750,311933037.5140,311986725.8516,311966510.0310,311941403.4909,348175.5872,311946053.2134,5200.7829,3262.8589,4648.2967,-5220.7365,-631.9480,2796.7398,3824.7259,4156.4843,-1696.5424,-2213.8991,2448.3510,3584.9960,4865.2817,5003.2438,-3091.3548,-4222.2229,4292.7421,-2981.3352,-2563.0176,-5470.0250,4144.7402,-916.4863,2749.5445,-5558.2652,72.5541,-6115.8104,2228.1613,4907.8043,-5517.2827,6680.6046,5362.2799,4344.4709,-742.3949,-5529.1164,-4726.0289,1773.6527,-4494.7746,2110.6950,4345.3205,4586.7722,-4071.3685,0.0000,-1615.8132,5508.2762,3548.7987,1972.8219,-4333.5813,2846.4869,-3547.1267,-770.4084,3430.9220,1900.8280,4163.0385,-3735.7916,3682.6545,-3641.0042,4450.6188,-5074.1800,-3424.4375,1537.1725,-3869.3848,4624.6723,5513.4019,4940.5197,-3810.5425,-3625.4070,2521.4622,-3496.3275,-4007.4542,-5497.0570,-4446.5689,-4534.6414,-3745.8359,2861.7300,-4819.6604,4610.6070,-5996.6156,-4275.8011,-1262.9568,-5162.2622,4852.5726,3130.1443,4718.8956,3847.6505,1965.2520,-461.9740,5177.8029,-5397.2934,4190.2582,5445.1527,4525.9545,-5437.4107,2392.3928,-2543.5664,3026.4532,5506.3555,-4400.5232,3121.5180,-4387.0710,5500.2567,-163530.1065,-167904.9380,-166737.2518,-166615.5762,-160818.0397,-167861.7449,-176911.2456,-169219.3987,-33053131.6872,-33029667.4544,-33047516.1740,-33046795.4088,-167590.2452,-33042491.3763,
