sl_100_5400_20250830 Coordinates.csv
2025/08/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:09 2024,
Start: 2025/08/30 07:47:00.00, Stop: 2025/08/30 09:17:00.00,
TIME_UNITS,STARLINK-30261 - X-Coordinate,STARLINK-2467 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-2424 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-1884 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-3505 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-1277 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-2467 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-2424 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-1884 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-3505 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-2467 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-2424 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-1884 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-3505 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,922.5106,-4555.7982,-6388.2439,-6721.4691,6116.4967,2416.0848,-3447.0016,3683.5700,-3457.6349,-3568.1137,-4234.1969,6449.3251,288.3867,4248.3567,-1811.9762,607.7044,1674.0237,3708.3175,3340.9846,-247.0326,-513.8203,1248.4470,-5495.8733,-124.7420,-5328.6303,-2095.6920,-4172.9419,-3081.7242,-1619.0522,769.8589,3295.1112,-1141.4987,3250.5774,577.2801,6098.2964,2448.9732,-2366.3630,5303.5035,-579.2244,1615.5355,-6504.7479,-4112.8280,-4290.6291,6207.5248,-6418.8313,-2569.7355,6703.9605,-6484.9571,4963.4470,-1082.2464,1776.6801,-5295.0185,1339.8438,3483.0038,-4740.1312,3537.2002,-3259.0680,-4038.0780,3718.2001,-4808.7895,4666.9879,-5184.5482,-4764.0778,0.0000,4528.5356,-2824.1202,-4219.1535,-2687.1769,-4387.7564,1035.1893,-1808.2356,-239.6207,374.6788,1609.5848,6651.7968,-6226.6502,1359.8487,-2241.5549,4004.8616,4565.3229,517.9156,-4874.4639,-1670.9644,2194.6635,5823.1662,-864.7557,-2074.6736,-3818.5082,2141.8749,-3945.9499,1910.0500,-5756.7717,5959.6393,-1595.9725,4456.2174,3539.8520,-5395.6398,4577.0647,-5170.7978,-5343.1189,258010.2126,283593.0220,277164.1371,272324.0475,279836.8090,276765.2623,272539.7010,272818.8207,48222887.3471,48232711.1954,48235041.2571,48211588.4053,273261.9587,48211045.2694,-6035.7354,3762.1640,2479.6284,-1615.1590,-275.6511,-77.2093,2743.9117,3505.5581,3790.2987,-4091.3171,1103.1295,-2550.6896,-5217.4115,-649.2216,2426.3973,-5078.0182,-5216.6795,-1963.5593,5659.0849,4464.9862,-5730.7668,5978.4465,2097.4864,-5323.5945,2925.1262,3644.2890,5254.6150,6046.8910,-3808.8834,-5030.7097,5975.5375,4232.4810,5433.8745,5859.0131,-1467.5544,6031.1963,554.7616,3936.7791,4238.0001,-4743.5514,-2124.8652,-3131.4602,2695.8066,2992.5504,-970.7287,6109.8308,-206.4778,-1526.1515,151.5262,4348.4998,4098.6982,-2882.4115,329.8133,3807.6097,-3666.3170,5280.4234,5813.9887,4389.7817,-5847.4543,-3865.1412,-4960.4443,2443.5740,-4586.8951,0.0000,-2533.4553,-802.0091,-2957.4964,4366.3820,3618.6185,-6587.2211,4891.7564,6790.2380,-4618.7409,6747.0563,1127.8708,3023.4283,-3949.5988,-6548.6361,2448.5330,-32.6438,-6916.4536,3561.9780,6407.3895,-3641.1065,736.7287,-6880.3322,-4287.8793,2044.9580,4511.6339,-4384.9713,3436.6087,-2858.3451,547.9430,-6339.4321,-2279.9525,-4680.6606,1741.5011,3387.4571,-853.6276,4188.5271,238397.4034,264423.9203,242902.7611,241956.6657,245781.6272,244328.3592,251725.0449,248556.6979,332400851.7723,332441545.8376,332419632.6480,332420620.0400,247430.6641,332412070.0846,3273.8877,-3608.4683,791.8355,-527.5957,-3218.5050,-6527.1042,5326.8566,4693.6807,4658.0854,-4325.5647,-5366.6347,19.0043,4372.7944,-5223.3365,6246.4605,-4687.2433,-4210.3795,5443.4801,-2167.6148,5262.0318,3821.5257,3231.4888,3449.6891,4409.5147,3301.1492,5448.6910,-1698.0549,-752.9486,-5529.7736,-4661.7945,1121.8628,-5347.7118,-2831.6350,3627.3346,2433.2890,-2349.1688,-6515.2129,2052.2474,5191.8049,-4667.1538,1053.1224,4583.3179,4551.3263,906.5861,-2196.3257,2031.7547,-1431.1212,-1918.7474,4542.6812,5025.1280,-5282.7339,-3220.2031,-6807.0074,4591.9064,3240.1414,2525.2296,1440.9533,3526.8518,87.5692,-3154.7230,-1299.7800,-3872.1870,-1679.2797,0.0000,4548.9139,6283.4879,4606.5063,-4671.3482,3923.4887,-1463.0219,-4546.6397,532.2749,-5150.1305,-480.1391,1558.5910,-659.0710,5508.3908,582.8140,4980.0082,5116.1240,-28.0616,3365.5638,-962.0931,5443.3916,-3701.7762,-103.7866,-5008.7970,-5391.4211,-4653.1807,-3615.2774,-5738.2974,-2555.5394,-3507.7430,-2250.3138,-4631.0538,3648.1600,-3996.2786,3744.7975,4559.3215,-1365.9955,-161733.5881,-165888.4302,-167341.0121,-160305.0001,-161590.7791,-172294.6889,-172693.2079,-167262.4337,-32922634.1482,-32893324.2835,-32907828.7746,-32919427.4568,-165926.7362,-32910333.9354,
300.000,-931.4602,-2764.8611,-5434.6092,-6634.7205,6522.2016,1913.4445,-4944.2079,4880.4147,-1911.8363,-5211.5969,-3021.1403,5583.6158,-1795.5665,4311.1502,-1153.1897,-1487.0095,378.2219,2279.7505,4007.5391,1788.4031,-2031.0765,2689.0930,-3931.0815,-1746.3640,-5087.8173,-6.4428,-3264.5532,-1654.5880,-3543.3129,-813.4424,4061.1596,1018.2157,4788.9150,1936.3228,6076.9262,3314.0916,-2217.8707,6206.4451,1568.3286,-405.0442,-6876.0738,-4244.9712,-3202.6850,5917.9253,-6833.2622,-1170.2233,6692.7912,-6143.8377,5657.2813,1052.3446,3756.3827,-5026.0646,-691.0250,3979.4684,-5111.2722,4798.2344,-1905.9875,-2126.2370,2291.3960,-5207.9244,3528.6079,-5088.6650,-5349.8859,0.0000,2709.3552,-4286.6402,-5711.1890,-895.2199,-3903.2689,-600.9040,-479.2239,1275.7320,-1621.3591,2101.9047,6915.4540,-5894.3923,-781.3437,-2770.5493,5462.1203,3615.3356,-992.2372,-3153.4990,-451.4065,93.7143,6372.5499,-2303.4143,-3976.9694,-2233.8105,3990.0545,-4704.5651,3613.4379,-6614.2667,6439.0240,-2639.3024,3163.0478,2729.1638,-4021.3595,4555.9748,-3778.7520,-4043.3877,252904.9136,277954.6503,271769.5945,266984.6636,274560.9567,271524.0056,267213.8648,267419.2713,40952141.9947,40961515.6023,40964217.1659,40940276.8475,267950.5156,40940349.5979,-5430.8795,4188.8241,3415.2867,-53.8723,-1664.1631,-2214.3679,3174.6294,1712.5844,5207.0896,-2987.3732,2901.4137,-3810.4368,-4649.9266,-2711.6866,4320.7314,-5290.2916,-6292.7802,-3615.9321,4260.4061,3731.1603,-6183.6238,6162.5754,3064.0844,-4137.7049,4374.9514,4276.6074,6100.3719,6574.2714,-2843.4089,-5918.7177,4833.8266,4032.3316,4799.5123,4603.6820,-2813.0531,4704.5685,2698.7022,3045.2441,3740.4930,-4254.9979,-660.4363,-1090.6247,4496.9741,2150.6009,255.5198,6812.9310,-1439.1956,167.7828,-1546.4104,3901.3419,3722.1495,-1119.4686,1363.9198,1821.6814,-1725.9224,4811.8604,6548.5240,4953.2181,-6380.7632,-1979.2799,-5962.5079,4031.9585,-2973.4367,0.0000,-3458.3839,-2055.0164,-1962.5174,5458.0845,5151.8567,-6180.4677,6069.1239,6617.7107,-3846.1114,6121.7261,-380.1232,2376.0930,-4314.6306,-6184.3981,1170.5327,-1970.0957,-6697.4154,4078.0273,6615.3840,-4220.7853,-1003.7374,-6382.5061,-4008.2940,3531.2839,3404.7968,-2524.3282,3959.1148,-1839.7616,-1171.0930,-5166.3929,-4023.2932,-5992.1736,3287.1315,1484.7148,320.8339,4741.1690,243677.6566,270288.5421,248500.0349,247687.2627,251486.8442,250012.2836,257343.1382,253820.0285,333375882.2351,333417252.3589,333395370.3284,333395473.5260,253122.0708,333387160.1848,4197.2292,-4769.3833,2520.6853,-2014.8828,-1586.7547,-6315.2746,3648.3373,4597.5282,4154.3108,-3477.3202,-5513.4111,1542.6339,4645.6110,-4450.8459,5311.9034,-4234.1138,-2826.2811,5382.3471,-3699.8310,5528.3976,2319.9533,1602.7010,4651.1808,5254.7745,1690.2952,5392.3850,95.0136,804.5298,-5202.0824,-3453.6228,2816.4150,-5524.0774,-1459.3674,4780.2059,674.4288,-3845.5257,-6012.6672,277.6889,5365.8448,-5350.5440,-490.7958,5338.9035,3991.2701,2935.3516,-426.8789,546.5220,380.8889,-3209.8001,3305.4151,5384.2397,-4459.7548,-4495.6303,-6774.5201,5342.7229,4157.9544,791.4727,-100.1650,4352.0930,-1442.2259,-4121.1137,235.8438,-2382.4375,-3017.2789,0.0000,5320.0230,5054.2517,3366.0010,-4185.0449,2448.9429,-2838.6330,-3285.2485,-1023.9177,-5529.4647,-2546.4929,34.7565,-2825.7981,5345.2182,-1538.0696,3956.9116,5482.4238,1497.9815,4601.4481,883.0448,5466.6887,-2555.4597,1425.9950,-3985.5592,-5510.6829,-4367.4857,-4401.1772,-4432.1781,-827.6795,-2298.1716,-3762.4955,-4506.1767,2104.3784,-4598.3913,4843.6622,5816.7389,-3024.8358,-161806.1514,-165973.5693,-167331.4628,-160499.2216,-161519.2986,-172182.2675,-172929.8311,-167581.8945,-32928133.5697,-32898995.0663,-32913648.9621,-32925008.1940,-165997.1097,-32915840.1650,
600.000,-2723.6969,-690.2759,-3928.1131,-5911.7641,6285.9229,1299.7413,-5922.8650,5638.2860,-214.3655,-6357.3603,-1560.0657,4171.6742,-3713.2906,3965.3134,-446.3635,-3425.2309,-924.5973,668.5327,4317.0975,3671.1304,-3323.6299,3846.3759,-1964.4682,-3241.3912,-4356.5853,2063.9713,-2030.6630,-51.6746,-5134.9814,-2282.7176,4452.7157,3085.3598,5856.1282,3152.7855,5401.3338,3893.9845,-1924.5426,6490.7316,3563.3537,-2410.8172,-6579.0927,-4014.2972,-1825.5832,5045.7707,-6547.6197,337.3982,5996.5016,-5224.6448,5765.2006,3092.6869,5358.3640,-4281.3394,-2689.3722,4140.3304,-4999.6240,5559.4388,-357.5529,-3.3730,630.6746,-5140.6016,2046.0139,-4508.2539,-5417.3331,0.0000,633.1344,-5244.6351,-6638.5683,954.7280,-3055.7754,-2201.4974,862.3701,2670.7611,-3486.1761,2414.0836,6506.4276,-4908.5836,-2831.1565,-3036.8159,6374.8856,2350.6013,-2420.6800,-1109.5558,828.3988,-1999.7888,6319.9390,-3532.5357,-5473.1443,-469.1404,5449.8483,-5047.9073,4921.8635,-6811.1509,6307.2931,-3462.7846,1585.2314,1669.9931,-2282.7739,4113.2771,-2040.6236,-2327.4176,247692.9295,272194.6315,266255.2137,261525.5299,269163.7805,266162.9047,261773.0801,261960.1223,33661806.1646,33670708.6934,33673777.1426,33649383.1743,262520.6238,33650060.4750,-4327.9328,4254.1043,4035.9413,1530.8927,-2870.6386,-4144.3876,3211.6520,-220.2563,6141.5816,-1628.3124,4449.6767,-4714.9318,-3650.7147,-4470.6592,5789.2147,-5030.4719,-6750.0189,-4941.7439,2428.3424,2683.1169,-6034.0540,5742.3109,3766.3117,-2577.6651,5378.1941,4536.8852,6340.3136,6435.6757,-1650.1171,-6236.1380,3199.3926,3494.1508,3712.2861,2912.3790,-3846.8769,2907.5557,4569.1318,1853.7540,2900.0475,-3386.8880,872.8791,1069.2131,5849.1721,1056.1312,1450.7622,6855.3418,-2529.1222,1871.5194,-3047.4986,3094.4252,3026.5197,789.5731,2166.4168,-345.1043,401.8937,3854.9980,6615.2068,5078.2716,-6302.6110,109.6930,-6387.4883,5203.3280,-1043.0221,0.0000,-4096.8074,-3143.6712,-810.3096,6050.9719,6161.6697,-5157.0899,6656.0387,5768.5668,-2749.6660,4869.6038,-1850.7571,1507.4997,-4310.3934,-5184.4072,-184.6295,-3740.2891,-5830.8399,4239.6416,6095.1036,-4440.1236,-2626.8824,-5264.4941,-3373.6647,4714.0358,1991.9264,-418.3681,4131.4945,-647.0713,-2758.1823,-3481.3292,-5381.0356,-6701.9309,4552.8310,-593.9795,1529.9854,4854.7038,248849.3568,276032.0426,253986.2354,253305.0843,257080.1095,255586.6679,262845.2604,258915.5561,334191900.1037,334233939.0783,334212093.6937,334211277.2067,258699.4814,334203240.0973,4670.8483,-5418.9879,3975.4257,-3286.5919,216.1324,-5438.4856,1576.9238,4007.6289,3206.0573,-2258.4866,-5069.8124,2901.1159,4396.0639,-3166.7175,3813.1799,-3329.3796,-1136.6411,4732.0767,-4834.4638,5198.0362,567.5620,-199.2610,5330.5066,5534.3683,-102.5881,4748.1593,1877.8172,2271.7686,-4312.9231,-1871.0048,4207.0319,-5106.5272,68.9975,5418.3309,-1163.3699,-4928.7545,-4874.9031,-1526.8227,4913.6789,-5441.8136,-1981.9873,5518.5897,2981.8037,4651.9753,1389.8962,-997.2311,2150.7049,-4157.6503,1682.3330,5116.5472,-3157.2446,-5270.2414,-6024.5876,5516.9849,4607.4237,-1030.4980,-1630.0429,4711.3493,-2817.4998,-4646.5101,1746.1829,-635.8335,-4016.9060,0.0000,5515.2987,3286.8384,1762.5119,-3252.0802,709.9031,-3896.3732,-1670.2241,-2464.8143,-5317.6889,-4343.0057,-1492.8290,-4693.1175,4606.9834,-3495.4517,2494.6373,5244.2691,2863.6942,5341.0218,2622.9508,4900.3272,-1136.3566,2803.1070,-2532.3961,-5037.7437,-3593.0158,-4714.1048,-2657.1251,989.4775,-842.9880,-4869.3037,-3875.6343,333.3228,-4710.1906,5397.9753,6456.8696,-4359.2158,-161878.9268,-166058.6178,-167319.2811,-160698.4817,-161451.3762,-172063.9825,-173160.7113,-167784.3967,-32933627.4612,-32904666.8582,-32919469.6978,-32930570.3322,-166067.3914,-32921346.4234,
