sl_100_5400_20251120 Coordinates.csv
2025/11/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:23 2024,
Start: 2025/11/20 07:47:00.00, Stop: 2025/11/20 09:17:00.00,
TIME_UNITS,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-1631 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-31895 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-30709 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-3755 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-5008 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-3827 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-3564 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-30291 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-1801 - X-Coordinate,STARLINK-32141 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-30484 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-1631 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-31895 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-30709 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-3755 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-5008 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-3827 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-30291 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-32141 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-30484 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-1631 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-31895 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-30709 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-3755 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-5008 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-3827 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-30291 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-32141 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-30484 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6460.8966,-3013.6137,3883.2824,384.7438,2002.6682,969.4787,-5891.9207,5128.2085,-6385.1788,-1218.2536,-5850.0331,3576.7927,5117.7313,4797.4238,-437.7661,0.0000,1920.6884,-4248.0243,-1421.7332,4298.6827,2665.0540,4273.0054,911.5601,4139.0508,-4435.4180,5873.6795,5855.9477,-5423.3514,4019.8381,-4497.0526,-4104.5235,-6453.3423,4143.3870,-1391.0264,-1830.5674,1882.2312,2101.0173,-4166.1180,5526.0775,6605.6918,6396.0715,-3928.0146,932.0149,4467.5400,-5465.8739,2671.3831,-6704.4843,-5041.7312,-909.8055,122.7993,1185.4861,-3381.0499,3173.1381,-77.7957,-2665.2627,-4070.3907,-6707.7157,5609.9917,-4384.4543,4120.1295,-2491.5332,-1329.0849,-5860.1037,-6896.1920,-2551.6557,-6474.9947,1006.2798,-1043.7760,-6252.6766,-3813.8831,-922.4522,-5522.9217,2554.0494,-1703.1246,-1915.4098,-4437.9546,-5422.9191,6885.3346,5279.8274,-824.8973,3698.7439,-4068.8197,-714.3229,4842.5478,-6099.2346,-3281.1705,-6043.2850,-2944.8955,-4722.8536,-4868.2382,4827.9986,-1959.9717,4740.2597,914.9467,2759.0818,1419.3433,-1509.7795,-6247.9630,-5149.2817,-5847.5126,-179119.1296,-204064.2642,-185306.8920,-185433.6771,-187955.9510,-187083.7305,-195007.6967,-191625.2391,-95041316.5044,-95069574.4344,-95047582.4996,-95055414.3882,-190716.5663,-95047229.2407,1340.0514,4784.4630,-4934.1955,5106.3354,3722.7437,-4188.4258,-2854.9015,762.3207,-1787.5749,-5377.2250,-2057.8598,-5488.4152,547.3419,-4147.8170,-4235.7433,0.0000,-3628.6436,153.4040,5537.5097,-2465.2626,4326.0278,5032.3857,-4773.0411,5120.1876,3225.3980,3061.1252,-2758.9554,-3779.0235,-1227.9764,-748.9807,1610.7561,1725.4061,-3451.1362,-4347.7762,-6345.5568,135.2204,3945.1355,-5508.1490,4068.5822,1509.5097,-995.3117,3104.1337,-2387.1922,-4003.4841,-204.5117,-3162.4479,580.8200,3799.9693,-4194.8404,-3693.9149,-4080.0403,5425.7738,-4373.4525,5582.4380,-5625.1268,1330.2376,-1635.5652,-2129.5059,4381.7256,-2977.0450,4925.1496,5358.0010,-1029.1055,169.1223,-3395.8719,371.4969,-6539.2450,4038.6462,-1972.5306,-4426.0895,3750.7831,-3622.0671,-5603.7536,-6391.4505,6471.0946,-4694.1254,21.0014,195.2653,-2132.7057,5297.1489,1952.5193,-4253.9482,-5081.4980,-3295.1473,3008.6814,4140.6295,-1892.8627,4158.3410,-253.9496,4819.3827,-2120.3034,3601.7058,-4977.9980,-5339.8111,-4304.8419,-6778.6124,-4875.9090,2862.1442,-4065.4889,3720.4455,307815.1671,330922.8851,319633.0323,315102.9627,323206.2218,320065.2990,316978.7487,316524.4836,320462893.6479,320467905.7468,320467450.6663,320449704.7692,317000.3438,320446765.4018,1276.5325,-3977.1737,-2749.0734,-4657.5196,-5403.0175,-5343.6877,2353.5681,-4611.1673,-1968.4973,4202.0270,-3073.9178,1993.4616,-4466.6911,2727.3504,5443.4686,0.0000,-5464.5054,5451.7963,-3893.3675,-4719.4800,-4726.3723,1709.0009,-4806.8771,1396.0605,4217.1471,2007.7114,-2438.7703,2110.1755,-5383.0679,-5196.2216,-5329.4422,-1568.7368,4167.2404,-5192.1958,1340.5146,-6686.2035,5262.8586,787.2373,-808.3823,1382.7355,-1836.7645,-4651.1459,6434.3231,3340.2343,3916.6043,5530.1025,1162.3329,2795.4689,-5424.7327,5877.6593,-5463.5222,2620.9102,4232.2617,4069.9186,-3049.5092,5391.2713,-317.1668,3407.5758,2897.9359,-4596.5710,4185.9903,-4164.5027,3581.2002,696.0674,-5449.6031,-2436.3167,2014.9358,-5518.6675,2195.3334,-3745.4996,5766.0039,2078.4630,2989.8140,2086.6415,1091.8319,2466.2294,4309.1872,-665.3651,-3983.7234,-4177.9164,5488.3845,3654.5622,-4669.4514,-3528.4563,1381.1754,-4471.8996,2306.0103,-4708.7687,-5026.2797,-1002.0862,-4509.4951,5299.0124,999.9854,-4357.6026,-4689.6437,-412.9896,4304.7392,-873.0755,1409.3341,-0.9391,-167032.9136,-169241.4188,-170130.0760,-163480.2779,-164397.4782,-175072.4888,-175814.0405,-170406.1120,-139943148.3367,-139911485.9490,-139921248.4753,-139940361.8009,-168891.7489,-139932089.4129,
300.000,-6194.8743,-2067.0527,2203.4461,2118.6578,3944.0402,-1203.0505,-5261.7454,4909.1986,-5934.7983,-2949.7764,-6709.3038,2037.4736,5460.8748,3172.2649,-2461.4829,0.0000,-117.1318,-3603.2401,-133.8999,3982.6413,4325.5311,5482.9301,-1071.6718,5117.4592,-3518.7668,5725.8203,5568.4445,-4325.2849,3607.5339,-5307.5191,-3745.6887,-6060.2349,3095.7084,-2970.2780,-2839.3974,3538.8648,4046.5845,-4312.5196,5801.5319,6915.7394,6334.6541,-2356.1829,930.9464,2697.2011,-4350.2351,889.5560,-5946.7505,-3431.1682,-2804.9227,-1160.3381,-757.9557,-1742.9456,1737.1900,1500.0627,-4299.3528,-2818.5135,-6579.0504,5586.7917,-3719.7070,2194.0461,-396.3759,17.2217,-6737.7823,-6679.6443,-3906.2612,-5481.4698,-380.1319,1038.5214,-6851.8541,-4636.0686,755.0354,-6378.8419,1131.0291,-3246.9227,-725.7688,-4757.0944,-5666.8128,6747.4752,3993.3870,956.8145,4295.7144,-5588.2703,-2789.7039,4478.3176,-5561.9542,-1267.5497,-5546.5911,-1167.0991,-3830.7051,-3726.4899,3429.6449,-165.7499,3829.3472,-222.9121,964.0770,-130.0955,-2783.2602,-5144.6203,-5938.7087,-4762.2905,-185580.1265,-210924.5359,-191873.0902,-192112.5786,-194596.8015,-193703.8665,-201569.7432,-197798.5694,-102012839.4450,-102041730.5873,-102019705.9122,-102026848.6378,-197350.2222,-102018763.1384,2551.0362,6097.2385,-4989.0713,5617.6808,2926.5072,-3975.0590,-1782.5448,-1377.4294,-342.5395,-4182.3454,-924.1450,-5483.7694,-1492.7820,-4524.8099,-3429.3900,0.0000,-4396.6469,2233.9563,6481.5014,-4288.1191,2968.1624,4053.6004,-4054.3331,4352.8850,4955.8954,1542.7654,-4042.0865,-3543.2451,-3292.2870,1062.7117,3613.6589,3214.5306,-5127.5061,-2889.3033,-5311.7982,1430.5752,3419.8427,-4657.2660,2767.4963,18.6070,-2265.6079,4592.3636,-142.6397,-4341.7951,1415.3383,-4387.9887,1755.7848,4283.4483,-3128.0934,-5020.5547,-4858.3458,5311.3248,-5736.6782,4452.2245,-5155.8041,3117.3582,-369.4582,-3624.2692,5616.8541,-3717.9602,5102.2689,6339.9374,-427.3006,1660.0607,-1691.7389,1624.6320,-5905.9362,4530.2601,-835.4338,-2574.9618,2475.2399,-2680.4227,-6549.7710,-6101.0014,6760.3171,-3112.2844,1987.3084,-1012.7406,-1124.4965,4394.8636,-142.7483,-3254.1631,-4785.9507,-4781.3366,2258.8948,4288.7760,-347.7700,5307.2121,1678.6283,5807.3526,-3742.6238,4762.5686,-4942.9928,-3991.2883,-5406.1490,-6670.1781,-3250.7665,4016.6898,-3100.5506,4796.4769,304072.6905,326524.7370,315407.0794,310960.5230,319118.0472,316008.5016,312833.4327,312332.5739,318311137.8916,318315946.4512,318315994.8565,318297362.2051,312877.1031,318295091.0962,-559.9600,-2516.2830,-4152.6923,-3443.9785,-4789.3976,-5457.7686,4184.6731,-4705.5451,-3537.5326,4674.8205,-1422.5266,3555.0887,-3793.1119,4134.5487,5472.0858,0.0000,-5231.5300,5460.4949,-2409.5538,-3545.7334,-4542.0553,184.3192,-5397.3065,-435.7035,3307.5726,3565.0965,-698.5112,4103.7023,-4773.3253,-4299.1853,-4555.5798,-38.7929,3253.8236,-5534.1845,3016.9136,-5805.2011,4429.8520,2827.8134,-2538.5556,-151.1425,-24.3117,-4478.4087,6860.5594,4581.9358,4930.1710,5261.2037,2856.8578,4186.4204,-5495.4023,4657.2988,-4870.5661,4057.7039,3346.5839,5063.6921,-1721.1260,5453.5231,-2089.8499,1816.3477,1210.9973,-5322.5546,4667.8677,-2759.4076,1638.2578,-849.1848,-5442.1876,-3914.4674,3575.2697,-5123.8132,431.9837,-4477.0404,6439.0066,308.0641,1646.9679,607.5158,-730.2119,3933.2075,3455.1344,1145.4256,-5576.5751,-5095.8989,5398.5307,2493.2759,-4176.1406,-1956.3978,3475.4454,-5282.9894,3808.7437,-4312.9477,-5490.2559,543.1496,-4729.6358,4711.6777,3020.2577,-5688.3945,-4239.6174,-1909.6550,5123.5671,-2325.2880,-424.6902,1524.4481,-167132.8307,-169322.6975,-170111.1698,-163675.5416,-164327.6085,-174950.8007,-176041.0659,-170646.6105,-139945539.7248,-139913899.6765,-139923789.4902,-139942747.3155,-168958.2071,-139934368.7453,
600.000,-5253.5323,-943.0033,273.8516,3615.6022,5493.9210,-3260.7694,-4130.3860,4261.6021,-4914.7239,-4428.7472,-6902.4563,261.6106,5279.2501,1213.4189,-4263.4557,0.0000,-2117.0585,-2660.0615,1140.8782,3296.7188,5593.2411,6132.4240,-2975.8635,5545.7554,-2291.4141,5036.7785,4731.5590,-2788.5104,2878.0332,-5626.0758,-3066.4836,-5059.9051,1764.1068,-4301.4550,-3577.4096,4768.3359,5587.1976,-4051.8334,5517.9464,6550.4894,5586.7374,-579.0516,732.6974,638.4252,-2798.3912,-942.4435,-4575.6072,-1464.4977,-4453.1991,-2273.4582,-2596.0333,98.0175,158.6007,2975.6200,-5506.9042,-1333.9693,-5801.5625,5018.9019,-2685.2207,52.7702,1743.0351,1332.2578,-6930.2042,-5815.1234,-4920.1920,-3957.2715,-1766.0873,2997.1114,-6768.3321,-5054.3587,2412.8436,-6601.1265,-389.7955,-4471.6336,546.8848,-4643.2939,-5389.0935,5938.4475,2241.8253,2679.6078,4522.1482,-6563.3274,-4591.7292,3671.7304,-4397.7098,882.5851,-4477.9600,694.5316,-2608.9237,-2217.3194,1732.2144,1607.6161,2501.6299,-1404.4674,-895.5738,-1684.5121,-3805.1382,-3535.8585,-6082.2501,-3206.9247,-191964.7372,-217689.2397,-198353.4798,-198704.1027,-201150.8796,-200239.5862,-208040.4828,-203849.2135,-108935717.0570,-108965241.4989,-108943196.9395,-108949597.2541,-203894.7714,-108941655.4066,3490.9954,6801.4727,-4575.3168,5600.1672,1886.4189,-3419.3568,-484.2679,-3390.3790,1171.3343,-2613.8901,285.3257,-4946.9337,-3362.4881,-4493.5058,-2340.0312,0.0000,-4766.8507,4110.5626,6787.6221,-5659.3232,1360.3599,2662.8107,-2972.5648,3111.0118,6203.9062,-158.7215,-4916.7269,-2874.2185,-5016.3833,2735.8910,5253.2428,4381.2047,-6283.0109,-1185.8992,-3701.3790,2638.5195,2603.8173,-3312.3562,1169.2483,-1475.5182,-3290.1122,5645.2998,2112.6760,-4289.5452,2929.3488,-5222.6770,2782.0097,4384.6938,-1805.3111,-5870.0649,-5201.6047,4703.0687,-6538.3612,2911.6890,-4199.8103,4627.2198,956.1323,-4741.5378,6268.5199,-4140.1352,4829.4637,6700.9741,196.2509,2998.2609,141.6073,2760.1297,-4701.0774,4626.9699,379.9088,-478.6454,1011.6080,-1476.3695,-6837.5205,-5223.5082,6354.2349,-1201.6726,3742.8639,-2133.0766,-64.5058,3075.1444,-2204.6528,-1962.7550,-4068.3306,-5763.1431,1306.8261,4071.3605,1271.7865,5973.6922,3477.2505,6232.5220,-5036.6682,5442.7451,-4434.3187,-2274.3217,-6014.8736,-5922.3952,-1290.3271,4802.8647,-1792.8176,5419.3204,300195.7339,321983.7633,311041.6606,306678.2769,314888.8394,311811.9042,308552.5740,308061.5327,316007732.9849,316012318.2872,316012866.6681,315993370.6800,308615.1237,315991766.6562,-2330.7569,-783.7308,-5097.3893,-1860.3528,-3648.0306,-4970.5934,5572.8827,-4298.5244,-4725.8151,4648.0643,381.9868,4721.9926,-2692.7145,5093.9237,4911.4685,0.0000,-4416.1185,4881.7028,-666.0120,-1977.7884,-3873.8254,-1361.1063,-5387.0684,-2216.5834,2042.2181,4739.0145,1117.0758,5659.2019,-3630.5532,-2938.7580,-3291.7508,1495.4160,1974.3561,-5280.9229,4341.7267,-4309.1455,3118.1283,4567.8727,-3994.4990,-1668.7434,1790.9690,-3806.3211,6554.1501,5319.6025,5367.8154,4424.9456,4231.3874,5124.1731,-4975.9498,2942.2738,-3754.9182,5056.0678,2092.3191,5511.0398,-208.2710,4921.9042,-3636.9051,28.0910,-610.6853,-5460.7824,4649.8896,-1056.7165,-479.0417,-2303.5875,-4848.2595,-4973.4756,4750.2324,-4178.5064,-1377.9926,-4731.8046,6428.1535,-1495.4531,121.1422,-936.5639,-2470.8142,4976.1198,2230.8264,2832.7712,-6579.1128,-5437.0599,4724.6642,1064.8799,-3237.4080,-166.0477,5198.6572,-5527.6167,4868.2330,-3457.2143,-5360.6803,2029.9036,-4445.8174,3567.8501,4718.9636,-6417.6283,-3337.4625,-3202.4497,5330.7128,-3528.1801,-2208.6763,2886.2986,-167232.9054,-169403.8633,-170089.9781,-163875.8572,-164261.2947,-174823.1893,-176262.4238,-170766.1720,-139947925.7763,-139916314.6554,-139926333.3824,-139945113.2141,-169024.5750,-139936647.7923,
