sl_100_5400_20250517 Coordinates.csv
2025/05/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/05/17 07:47:00.00, Stop: 2025/05/17 09:17:00.00,
TIME_UNITS,STARLINK-4474 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-1882 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-1619 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-3056 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-32281 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-3114 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-1042 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-6174 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-4801 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-4670 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-1619 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-3056 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-1042 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-6174 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-4801 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-1619 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-3056 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-1042 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-6174 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-4801 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5575.9992,5719.7274,3848.8762,-5632.5964,-3047.4879,-349.3101,-1903.3561,5508.7522,3022.3017,3908.5972,4333.1896,-688.1761,-2354.3410,1699.7248,-3860.2372,4492.7058,3649.1402,2320.1096,-4435.7908,1956.7837,-6151.2061,-4876.6241,6831.2009,-5293.7393,4752.9815,4102.6265,4692.6596,5387.9564,-4813.6022,4867.0969,-2340.8760,4059.2592,-6371.1228,6422.7440,6503.7768,-597.2047,5849.0995,3688.1413,526.6133,-6830.7084,-5836.5632,1624.8137,3398.8495,2620.4923,6776.7997,-5894.2769,-4435.2178,-6708.4792,5979.1950,-3616.8783,-1682.8152,6177.2498,-5049.5212,4315.7762,-5993.3369,-5867.5029,4273.1269,-5246.9106,3730.5186,-5751.3830,-4867.2591,-1449.0437,109.7375,-911.7803,1442.7579,-5089.5722,-2820.6427,-1528.1456,-5951.2746,-1252.4472,5607.3214,680.6039,-4273.8440,5024.4705,-600.6579,-3495.8537,-1043.1527,4145.1320,58.7256,-1219.9833,4473.3570,-4019.6136,1992.8933,6121.3258,5411.4074,-5477.5803,453.4700,4127.3175,-3509.6152,-1783.8918,5098.9460,6894.2975,3898.9150,-2648.2935,2428.3362,2959.2599,4328.0397,-3150.5894,6413.0338,-6378.7076,-174742.4838,-158054.6316,-174096.9773,-174299.2924,-172253.5534,-173021.0987,-164798.7632,-167748.7474,181190012.9321,181178454.1845,181168289.9177,181173836.2213,-169223.6432,181173060.5293,-4071.0568,196.1347,-2321.3279,-3838.9800,4130.0470,6523.3721,-6499.7169,-4142.8265,-4859.4286,-5144.6381,4391.0529,4392.5368,4712.2686,-5688.2463,-2538.5157,-4544.5518,-2158.2478,-6522.3946,661.7326,6499.6329,-753.7976,4808.2181,669.6715,-1205.0987,5036.3702,3079.8315,-3352.9993,4366.2768,-1666.1861,-3920.5412,-5694.9775,-869.5813,-17.2170,897.0382,714.5224,4277.6803,3430.3289,-5817.0326,-6188.2217,931.6093,1348.4993,4053.0154,4319.1011,4431.1070,-336.5423,3310.2137,4779.3203,-353.3171,1991.8189,-2339.0243,-5653.6706,-1611.2943,-889.7819,-1159.6899,902.5548,2570.2852,840.4826,-3542.1598,-3317.8604,3525.6305,-1489.4051,-6410.1600,-4311.8226,-335.6963,4438.3662,-2603.4579,-4236.4586,5475.1053,1213.0893,-4913.5490,1332.0581,4126.7627,1529.3060,-873.5640,6650.2479,-2186.0691,6253.7733,-111.5326,-4003.5642,5288.8391,-3943.2832,3193.5450,5043.5042,3220.2500,1471.8487,-3028.3305,4930.9044,2079.8023,-2099.1576,4000.2748,-1438.7333,-329.4004,-2149.4659,5987.6299,-2188.9599,-4174.4107,-5392.9061,-3158.3909,874.4346,-2626.1495,-290910.5693,-322350.6112,-311466.1148,-306052.6524,-314141.2871,-310654.8425,-308395.1520,-308894.1186,129611386.7605,129618815.4732,129627718.8831,129611047.1883,-308097.3075,129620640.9646,389.3078,3878.4746,5247.6572,241.2198,-4668.5543,2264.8445,1496.0820,-911.4731,3885.6636,-2528.4808,-3133.5127,5270.5018,-4429.8526,-3554.5532,5109.5862,2015.4960,5453.0216,415.5503,5268.6504,-1357.0022,-2817.3652,942.6228,-782.7476,4338.2979,-367.8150,4658.6594,-3655.5048,-475.4409,4699.5755,-2951.3315,-2945.8655,5537.0990,-2745.3851,2502.4847,2178.4788,-5409.0361,-980.8695,-828.5969,2826.9496,747.8021,-3471.0738,5363.2331,4041.5282,4516.2805,-1344.9971,1542.3636,2299.1168,1632.3830,2380.1066,5401.6361,3667.5554,2649.8900,-4652.5239,5269.8097,-3127.4061,-2362.8384,-5378.0479,-2834.5080,4772.1956,1496.8545,4683.2791,2150.2699,5400.4702,-6875.2983,-5009.2628,-3876.2710,4705.4895,3994.3372,-3353.5239,4550.4825,3810.5455,5479.5773,5220.1376,-4703.9850,-1867.1348,-5403.7129,-2453.4374,5523.0195,-5689.2633,-4348.5875,3531.5350,4620.9233,4313.2000,311.5202,4040.1597,-3013.6014,4849.8732,5119.7904,5448.9707,-5365.0604,-4479.2461,317.5484,-5296.3343,1905.2327,6114.0846,4559.3191,-157.0089,5150.4315,-2398.6355,454.3463,-173041.2253,-177832.4764,-178914.8635,-171412.1465,-173173.8870,-183893.1987,-183850.9194,-176735.1225,74124762.5707,74141575.6253,74131112.7724,74121903.0082,-177292.8802,74118102.5168,
300.000,-5922.8795,4630.3304,3223.1482,-6147.7341,-1086.2653,991.3134,-3199.3195,5074.5443,2071.9075,2746.1569,5617.0337,1205.4727,-350.5595,-11.0684,-5345.0978,2944.7177,2090.2273,768.0824,-3309.3914,2945.1069,-5309.3575,-3963.0014,6806.8570,-4008.5621,5554.9836,5364.8646,4299.5040,5396.9357,-5157.8988,4347.5391,-3589.1245,3439.5257,-6607.4422,6933.5832,6866.0535,1385.2412,6140.7565,2340.5154,-924.3187,-6461.2887,-4444.5410,3261.8174,4994.2206,4384.8353,6722.4319,-4566.6377,-2872.6167,-6023.4314,5497.1119,-4982.1420,-2628.6468,4903.3031,-4247.0811,4238.6971,-4858.5085,-4491.5732,5001.9667,-5480.9488,1734.8289,-5151.0486,-4316.5381,-2727.3653,-1982.7692,-703.1081,2937.5766,-6290.5855,-4391.7285,-328.7383,-4742.4035,-3174.5904,6515.5474,2722.9401,-4069.3700,4588.1676,936.1362,-4279.7214,717.0265,3791.6410,-1132.0085,-9.3157,2630.6875,-3484.8087,3569.2337,6449.5199,4708.7920,-5783.4539,18.7877,5452.5300,-4523.6050,-95.0387,3920.4741,6408.2844,2216.3508,-1244.1041,4188.0412,1292.9722,3200.3503,-3928.7730,6859.5512,-6627.3579,-168677.6329,-151326.9188,-167670.7454,-167742.8516,-165734.1811,-166537.5703,-158350.2840,-161079.5680,178319469.5704,178308129.4239,178297448.5995,178303812.2707,-162710.0129,178302424.0186,-2837.8347,-1360.8286,-4233.8996,-2366.0251,5018.6916,5702.6106,-5445.8897,-4592.7304,-6148.1070,-6273.8901,3752.1805,5117.2123,4437.7900,-5044.1908,-1244.6370,-4836.2511,-3681.5938,-6620.4230,2506.2869,5491.8773,733.3006,5599.1312,-540.1983,2.1297,3709.2547,1405.1657,-4864.1838,3570.3712,460.0881,-5217.2136,-4237.8426,-2935.4803,1616.8318,294.8991,-524.5747,4860.8913,1834.7251,-6489.6883,-5287.7643,2391.7381,2504.7913,2623.6883,3852.8319,4140.9490,-1551.9598,4334.4297,5003.5144,932.8882,425.5015,-780.5229,-6192.3399,-2656.1975,998.2334,-3174.4138,2490.2202,3406.0305,-1079.3207,-1685.0630,-3911.6024,4599.5192,499.8664,-6345.2988,-3711.2430,-2559.0675,2905.2706,-1554.3796,-2764.2729,4305.2386,2755.1547,-3892.6307,38.7588,3368.5288,3517.1047,-2941.9337,6858.9888,-138.0727,5710.8188,-2252.4263,-5303.7637,4009.2505,-4704.0715,4911.3879,3624.7282,2037.3564,-330.3515,-3746.0643,6239.9511,622.4806,-184.1811,5153.9085,-3223.5226,-1512.5164,-3507.0669,6694.7094,-2778.8786,-5434.5811,-5905.3573,-1127.0447,-363.8448,-1434.5022,-294534.1618,-325602.4694,-314873.3527,-309533.9486,-317684.8991,-314224.6564,-311861.7101,-312262.1730,133541096.1688,133548295.0810,133556855.7560,133540481.6035,-311599.5480,133550335.9689,2156.1786,4947.4986,4409.9622,1761.7173,-4665.9612,3777.6351,2862.0557,1213.7756,2406.0091,-1105.0802,-1491.8023,4464.0288,-5249.7529,-4737.7691,4166.7494,3578.3916,5457.8904,1912.1291,5534.7345,-3017.2016,-4199.0551,-874.5427,1034.8716,5674.5551,-1868.1664,4156.4404,-2112.6518,-2542.2034,4606.6431,-1275.3945,-3969.3088,5239.7537,-1357.5834,432.9371,415.8465,-4728.5010,-2425.1714,716.7686,4208.8091,-797.8386,-4681.2236,5504.9082,2605.0904,3248.7423,466.2082,2900.9010,3805.0454,3256.7348,3866.3312,4724.2069,1738.1535,4080.0367,-5376.4208,4440.8722,-4088.4440,-3854.6264,-4658.1266,-3903.3496,5419.5757,-305.8622,5379.7158,383.1614,5483.0226,-6415.9231,-5459.7105,-2387.9123,4595.7563,5440.2647,-4249.5609,4603.4918,2306.0419,5362.9322,4352.9677,-4292.5766,-366.2424,-5278.6621,-3619.3889,5315.6003,-4357.2183,-5683.2113,4355.3171,3387.4076,4704.0169,-1489.9394,5046.3809,-864.1110,3024.4467,4180.8514,5091.7828,-4624.7716,-4729.8302,2086.6907,-5537.3537,397.3679,4780.1473,3972.2930,1639.2138,5451.1351,-656.5482,-1356.7007,-172992.8763,-177792.9919,-178789.6738,-171476.2697,-172971.8899,-183664.0249,-183971.3692,-177154.2332,74123808.3855,74140956.8135,74130693.6560,74120812.6288,-177239.7018,74117369.7654,
600.000,-5695.1129,3111.7010,2326.7519,-6046.0000,960.7058,2273.7718,-4213.2042,4114.5939,943.0276,1328.2648,6335.3707,2947.8359,1711.7877,-1759.0268,-6310.6947,1052.1938,367.0455,-875.1642,-1906.3648,3675.4115,-3937.2512,-2647.1361,6102.1651,-2355.7414,5833.2734,6132.7484,3482.6603,4880.4302,-5046.4975,3406.1926,-4511.4185,2537.7486,-6209.9627,6740.2147,6540.0223,3203.9902,5830.8171,760.0147,-2323.2431,-5464.4085,-2625.5898,4617.9736,6061.7637,5687.6867,5997.3398,-2789.8582,-1001.9009,-4747.4596,4448.9847,-5882.7796,-3286.7624,3144.6783,-3074.1216,3788.7137,-3247.0275,-2646.6153,5278.2767,-5219.2576,-428.0672,-4034.9091,-3391.6259,-3730.2252,-3896.3315,-329.2808,4182.1781,-6863.7538,-5566.2873,965.2578,-3093.8976,-4794.6332,6780.9405,4511.1430,-3509.7728,3750.3432,2378.7058,-4672.0017,2432.7171,3120.7717,-2158.0473,1266.3762,532.7189,-2640.4338,4835.5051,6146.2422,3581.0530,-5454.5462,-460.2372,6254.8457,-5116.1604,1563.7897,2399.0241,5282.3527,350.5497,283.0640,5522.1679,-471.5418,1739.3689,-4359.7125,6619.3521,-6221.3632,-162537.1825,-144533.1865,-161169.1588,-161112.8378,-159139.4608,-159977.0598,-151832.4834,-154474.8036,175363702.4478,175352591.5066,175341411.0925,175348571.1215,-156123.9233,175346564.0112,-1302.8691,-2829.2681,-5726.3395,-637.7503,5463.9470,4328.2787,-3864.2713,-4588.4866,-6825.0274,-6793.5026,2755.4966,5370.1014,3771.7903,-3937.9446,130.1255,-4634.1857,-4882.4260,-6084.6840,4139.0686,3935.8789,2186.7742,5838.7147,-1707.8867,1273.4377,2011.8467,-374.3453,-5860.3737,2387.0446,2532.4178,-5985.4159,-2357.0331,-4722.0049,3082.6888,-331.3957,-1706.2640,5009.2045,36.7482,-6536.9998,-3860.7268,3627.6883,3464.6976,979.8674,3015.6336,3462.0671,-2618.0431,4965.8990,4766.6636,2161.9650,-1223.5718,811.9769,-6111.9537,-3482.7307,2823.3179,-4860.7340,3860.5391,3934.0228,-2861.9515,351.2744,-4176.9660,5217.3702,2468.0753,-5650.7758,-2801.5326,-4500.1320,1112.6626,-376.9919,-1058.8220,2736.2554,4068.0755,-2514.4131,-1233.0202,2331.1322,5146.2763,-4726.6285,6403.0739,1899.6808,4601.2219,-4174.3753,-6095.4409,2363.4375,-5051.2487,6132.4666,1883.0237,637.6416,-2137.2504,-4066.8410,6866.4636,-855.3053,1716.1849,5832.3278,-4726.2344,-2568.3017,-4568.5945,6718.2512,-3006.8543,-6173.0973,-5841.3266,1003.5827,-1558.3301,-85.6453,-298032.6807,-328713.1018,-318142.0335,-312876.5398,-321088.2595,-317656.9667,-315193.4390,-315436.0386,137407252.7114,137414231.4327,137422424.1297,137406414.0625,-314964.1376,137416474.2810,3690.1902,5483.4809,3096.7036,3084.0168,-4166.1449,4882.8920,3921.9746,3210.0368,667.3489,436.4398,310.6612,3173.2541,-5497.3168,-5412.2996,2770.4879,4717.4184,4874.1028,3204.0496,5206.8081,-4353.3648,-5107.3357,-2597.3620,2740.3544,6409.4545,-3168.7708,3209.5823,-333.0792,-4339.2217,4021.2441,538.4465,-4548.4472,4380.4288,175.3578,-1682.6020,-1392.0209,-3540.5139,-3600.7482,2185.4490,5118.6971,-2258.1481,-5389.5204,5055.0207,876.4608,1621.1198,2227.0611,3948.9708,4900.3985,4529.4062,4901.9304,3537.3165,-376.1472,5069.7827,-5524.4402,3133.0890,-4590.8134,-4915.4367,-3437.9040,-4555.5940,5481.8601,-2075.5619,5497.8727,-1425.2957,4975.2675,-5276.1425,-5305.6935,-641.0054,3994.9060,6308.9376,-4692.5488,4138.7644,552.4308,4664.3786,3018.0292,-3423.4498,1173.8729,-4556.3202,-4375.2580,4534.6398,-2564.4262,-6417.4780,4713.0836,1787.9372,4591.5416,-3131.4021,5508.6140,1377.4054,875.6576,2788.6082,4162.3681,-3388.9348,-4476.3334,3629.9448,-5184.1833,-1155.2014,2936.5296,2946.0992,3258.4562,5139.5088,1156.8100,-3021.3875,-172944.7146,-177753.3607,-178661.4278,-171545.3964,-172773.4323,-183429.0513,-184085.9648,-177580.0424,74122851.0982,74140331.5154,74130260.9432,74119710.6936,-177186.4182,74116636.8233,
