sl_100_5400_20250213 Coordinates.csv
2025/02/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:13 2024,
Start: 2025/02/13 07:47:00.00, Stop: 2025/02/13 09:17:00.00,
TIME_UNITS,STARLINK-3155 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-4673 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-5907 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-30812 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-31731 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-11205 [DTC] - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-11227 [DTC] - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-3114 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-2120 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-5907 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-30812 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-31731 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-11205 [DTC] - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-11227 [DTC] - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-5907 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-30812 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-31731 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-11205 [DTC] - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-11227 [DTC] - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4280.9128,-4768.3996,-5561.2551,4455.1805,-1456.3953,772.4106,-2123.7660,1473.3933,669.7523,-5654.2660,3402.2865,4419.6965,5161.1264,4521.4143,2067.3142,4662.7308,-4512.3628,-4228.9766,-5885.5635,-2178.3016,2467.4490,-3857.4286,6203.8139,4310.4880,-1791.7362,5102.3538,-766.0483,495.7761,6525.6730,2367.4793,-5593.5201,-3098.6328,1655.8644,-4415.0193,1700.2962,5476.5610,1680.6011,-1194.3459,-5012.1915,-6660.0303,-2905.7069,-3084.2364,-6124.9595,5521.4070,-34.3880,2747.1577,3311.4222,-2412.2586,4594.8670,1231.1569,3772.8843,-6071.1541,4588.7144,5410.0970,-2021.9561,-488.5924,-6580.3016,1281.9541,45.2132,-6295.8772,1932.3957,69.3581,-5753.7915,-2839.7157,3247.1530,-5699.7256,6162.0988,5996.1735,-3562.2186,-4507.2042,6718.3814,1181.3394,-3765.0155,-6383.7452,2688.5693,3189.4892,-2700.1763,-999.3941,-3874.3447,5405.3793,2311.2099,4715.5874,-3989.1902,-1116.8472,-4052.0747,1639.0107,-1549.1617,-3917.8871,-2459.0688,-6178.3272,-4210.8961,-4646.4663,-4802.6684,-4984.6187,2282.2115,6023.0580,3403.9602,-3026.2864,-1869.2484,4295.6691,107447.4332,80390.2415,90794.1544,96600.7236,88557.8692,92205.0394,94077.1977,94617.4395,87481263.4066,87469780.5459,87463160.8261,87496906.5812,94527.3357,87488720.9509,4576.0856,-2693.5889,-329.2973,2529.5204,5076.6710,2290.6059,4397.9011,4976.8803,-5960.4351,3270.9368,-4210.0876,-4210.8300,-3093.5571,-2937.2340,6276.1578,-2332.9395,-3970.1837,-461.2332,-2271.6085,3684.3941,6209.9592,-1847.6214,3009.8573,-341.0386,3250.6148,68.5162,4102.0854,-6384.2912,1223.4107,4507.4914,4104.9263,6056.2672,6616.6832,2435.9243,-3790.8363,2024.7053,-6281.4551,-6833.4950,-4660.1458,1867.9052,5308.5934,2464.5315,3166.5303,-81.7312,-5781.0258,-449.1450,6069.4032,-6477.8415,3545.9016,4008.1155,5641.5898,2839.8306,-5067.1326,-3238.8903,4824.6532,-6049.0335,-58.7556,-5341.8957,4023.0575,2790.2911,-6170.3187,3479.2927,2146.1487,-3083.2088,-4359.3986,2750.3581,-875.2482,-2738.7945,4748.9512,3487.0470,-1035.7877,-4900.0171,3417.5352,2359.0089,-5227.8899,-2781.6219,-3751.6996,4982.0131,-3974.6364,-1074.0198,-5261.7011,3073.1469,5652.9557,6824.8359,1639.8922,-4508.3387,3876.6561,1653.7466,5255.8252,310.5169,-3591.4620,-661.1855,-4953.8546,-1094.3371,6287.4380,1225.2215,-364.8582,5779.4762,5711.7500,-1511.3024,-375901.8127,-387352.7744,-369907.9445,-369464.9204,-371310.1357,-370611.0437,-378928.0259,-373490.6449,-49425609.8469,-49447552.0756,-49442309.8775,-49442399.6215,-374446.6219,-49440144.5889,-2935.3228,4052.7921,4121.3769,4665.4495,-4484.6571,6495.2239,-4951.6116,4414.1065,3472.7811,2320.5954,-4343.1736,3284.1493,3211.2461,-4186.5942,2078.1039,4564.5033,3425.3265,5451.5588,2871.2009,-5440.3896,1353.1449,-5321.2590,-577.9047,5399.6332,5865.5435,-4702.7242,-5522.8244,-2642.7033,1994.9941,-4610.7026,185.9065,825.0660,1134.7851,-4600.1280,-5537.3432,-3783.7022,2404.8714,-185.6274,355.5149,-78.7343,3379.5623,-5715.8788,-756.1074,-4065.0115,3822.1405,-6376.4230,-550.2638,360.3376,-3817.7494,-5507.8777,-1429.7882,-1717.6238,643.0273,-2910.7747,-4387.9900,3326.9202,-1938.0290,4221.8601,5356.8085,-655.9964,-2273.8222,-6069.9431,-3049.0676,-5406.0398,4297.2305,2538.9275,-2800.8294,-2126.8553,-3623.4330,-3931.2344,-1317.9527,4583.7582,-4723.9895,-1349.4723,3669.4428,-5482.1973,-4862.5569,4708.8095,-4165.3134,4201.4095,-3859.8123,-3837.9000,486.4514,-328.5207,5251.3476,-4996.0155,-5524.9477,-5466.8888,3627.7119,-3146.1323,-4067.2177,5070.9671,-473.3264,-4675.7869,-1776.9141,-3181.2226,-6057.5945,-2361.0411,3451.6210,5206.3099,87291.9056,83422.8348,81837.1786,89723.9035,87539.2672,76825.5017,77258.8496,85179.6227,49481305.9843,49462414.6081,49490271.0383,49486914.7020,83624.0314,49493574.1087,
300.000,-2591.3621,-5969.6098,-4870.0145,5110.5075,-64.7747,446.6366,-1764.4534,3267.1061,-1195.1770,-4167.9180,2021.5898,2582.0702,4854.2808,3675.1474,3016.9403,3219.7387,-4643.8761,-4645.5522,-6717.7834,-528.5887,3670.0148,-5026.3343,6552.8074,4438.9624,200.4789,4753.2438,1322.0426,-780.1111,6910.0198,4017.7302,-4406.6998,-1754.5354,2818.7151,-2998.6645,-279.9057,4449.1899,183.7269,-2598.4672,-5508.5041,-6023.4287,-1535.4916,-4706.1906,-4993.3073,4342.1633,-1882.2201,3392.6546,4518.3894,-3387.7611,3112.0720,3279.6000,4697.9418,-5642.2841,3143.4817,6153.7264,-221.4882,-1913.6752,-5858.8644,-804.7892,2224.9890,-5648.0667,417.1576,1520.1926,-5684.9881,-4507.0654,1210.7367,-5171.2934,5073.2437,5660.0483,-3424.9504,-4063.6490,6532.7223,-995.1673,-2112.3091,-5275.8762,671.7692,1909.9398,-4546.9614,1151.3378,-5447.5385,4256.7527,1198.1066,5023.9701,-2639.8876,139.4992,-3673.9003,-452.6263,454.2386,-3266.5638,-1380.6799,-5225.3803,-4844.3132,-3948.7240,-5342.7246,-5977.2981,3484.8864,6745.2901,1711.5396,-1693.5737,90.2872,4112.1127,115518.2375,88578.4027,98803.1802,104541.8620,96431.7640,100057.3628,102037.9166,102236.3326,88544915.2082,88533781.0638,88526829.6382,88560722.8368,102446.4332,88552312.6397,4766.1394,-1162.5229,1645.2632,475.0619,6145.6584,4286.6414,5848.3268,3764.7470,-5284.0312,4270.3330,-5636.3222,-4866.7937,-4528.2592,-4723.9202,5070.0585,-3928.5423,-2167.5188,1595.7510,-821.0092,4953.0966,5043.9277,-131.7528,1842.9822,-2409.0340,2502.6427,-2054.1499,4516.6339,-6818.6531,-291.3309,3105.9946,5082.9851,6108.2975,6279.3924,4083.3392,-4607.2265,779.8478,-6865.3067,-6208.3510,-3471.6217,2930.6434,6415.9032,2936.8137,4274.3693,-1640.4008,-4909.0650,-2403.0667,5164.8387,-5646.8258,2969.5063,3469.8072,4263.2927,4000.8721,-5720.3986,-3126.7848,5777.9882,-6426.9377,1531.5656,-5044.3890,3891.7952,3819.6322,-5700.9711,4702.4541,3571.0813,-1788.5229,-4944.3681,4307.1390,-2424.8708,-3973.5081,5811.0438,5033.5771,-2236.1575,-4950.3949,4786.9104,3580.8860,-5282.1596,-4455.8696,-3135.1958,5072.6949,-2846.1663,-2837.3230,-6393.1380,1019.4035,6328.2908,6599.0624,3649.7138,-4189.9444,4625.4238,3648.6302,6374.3005,1980.9353,-1590.7363,1357.3209,-3784.2379,417.7768,5977.2963,-18.5923,-1700.6353,6664.1667,5426.7350,-3496.2432,-373485.8504,-385532.7092,-367763.0152,-367459.3626,-369266.6354,-368525.0724,-376819.0893,-371802.6283,-47500493.7408,-47522725.3288,-47517899.1772,-47516762.9080,-372398.5392,-47515077.8668,-4297.3485,3074.2781,4645.9951,4655.2441,-3197.5924,5430.3522,-3321.4418,4644.1914,4320.4294,3524.3567,-3507.0544,4204.2707,1574.7737,-3281.7150,3624.9514,4713.3095,4643.1909,4868.2405,1506.9374,-4806.8041,2746.3157,-4618.0949,1231.4368,4728.3773,6470.3900,-4619.5326,-5076.3009,-930.7816,506.2274,-4625.4311,1699.0952,2556.8143,-680.7624,-4574.6174,-5159.4767,-5293.1300,963.8245,-1698.8024,2130.1945,1717.3352,2133.4486,-4180.2048,-2220.7072,-5047.8472,4513.5837,-5577.7199,993.4937,2124.7707,-5455.6331,-5012.2615,-2806.7171,78.4004,2124.5649,-750.5083,-3630.6815,1720.8545,-3225.5126,4679.6008,4979.2720,1154.9058,-3784.4785,-4952.7002,-1386.2673,-4825.2886,4700.2204,1109.7704,-3870.1259,-362.7803,-1686.3445,-2463.1097,492.8943,4573.4929,-4559.8245,-2738.5474,4433.1646,-4945.8808,-3808.2698,4575.8559,-3220.3858,4673.5730,-2367.3954,-4487.3365,-1056.0621,-2095.6061,4459.0269,-5497.0773,-5133.6327,-4897.8259,2079.2670,-4116.7215,-4602.2336,5503.8120,-2233.7367,-3463.6798,15.7230,-1543.3487,-6526.2147,-914.0084,4307.6900,4327.5211,87191.7187,83282.3425,81774.8435,89486.0514,87567.6440,76869.0399,76952.1182,85214.8138,49482721.7024,49463791.9256,49491349.6380,49488716.3572,83497.5456,49494967.5934,
600.000,-624.3023,-6572.1838,-3744.8093,5313.5565,1299.9118,-3.4896,-1269.7919,4756.4980,-2973.2493,-2273.8590,477.5813,489.3919,4058.1780,2487.6298,3708.8667,1496.9718,-4363.1684,-4652.0005,-6900.6844,1131.8335,4524.5887,-5711.6182,6255.5915,4178.7028,2208.1626,3990.0056,3259.7636,-1968.4718,6625.4221,5297.2594,-2784.7607,-206.1109,3708.1372,-1312.8122,-2203.4121,3012.8898,-1321.6623,-3767.8169,-5458.1627,-4781.9480,-36.9826,-5844.0345,-3371.8112,2752.9893,-3577.9535,3761.9256,5295.5960,-4049.7971,1335.1951,5008.5731,5194.2304,-4651.2532,1370.3990,6233.1541,1574.1636,-3131.6231,-4562.3101,-2828.7741,4157.4152,-4431.9968,-1176.6844,2769.9445,-5044.9804,-5736.6356,-938.2189,-4123.7729,3483.4643,4765.1374,-2959.9791,-3242.7136,5696.7863,-3068.3322,-286.7873,-3655.3687,-1424.3792,491.4830,-5894.7883,3185.5066,-6498.2041,2727.7781,-7.2409,4863.2508,-1026.6147,1405.0812,-2968.5495,-2517.8844,2385.4058,-2347.4670,-184.4769,-3789.3840,-5040.4051,-2914.2547,-5370.8691,-6396.3897,4341.1786,6800.0813,-103.7202,-205.6040,2063.4481,3568.5222,123532.4782,96726.3321,106768.9103,112439.7926,104264.1080,107864.6991,109951.7526,109842.8141,89566211.3108,89555431.0122,89548167.2720,89582137.4988,110321.2208,89573551.0505,4527.8498,459.0777,3484.7722,-1611.0755,6620.7143,5811.5254,6701.6192,2203.8659,-4125.8134,4889.6878,-6529.5908,-5091.7136,-5481.9516,-6029.4290,3359.5417,-5176.1413,-129.9564,3473.0102,694.6761,5766.5674,3358.9007,1558.1260,479.9331,-4222.8294,1578.3534,-3983.8451,4538.2840,-6579.4810,-1772.9401,1429.9667,5583.2829,5550.7821,5314.3259,5344.9565,-5018.5792,-600.7035,-6785.2945,-4981.6816,-1910.4209,3720.4490,6904.0612,3038.7903,4989.0520,-3080.0445,-3593.0613,-4082.7577,3754.5667,-4247.8172,2009.1212,2644.6458,2463.8377,4764.4745,-5817.5905,-2665.5635,6167.7931,-6176.3697,2998.2663,-4300.6257,3393.8255,4480.4354,-4673.7501,5499.5381,4618.6924,-359.9029,-5095.5651,5417.4665,-3763.5242,-4811.0155,6273.6514,6070.2421,-3219.9145,-4540.6222,5726.2160,4483.0304,-4865.0019,-5715.2260,-2221.5362,4715.7315,-1473.5644,-4357.8084,-6892.4647,-1145.0477,6396.7367,5724.5493,5279.0882,-3517.4387,4968.3342,5289.8549,6838.7181,3494.1354,565.3319,3268.4271,-2222.0793,1854.3531,5072.5348,-1243.3812,-2935.2284,6902.7968,4651.0407,-5123.7547,-370896.3196,-383538.7073,-365453.2089,-365287.1175,-367058.8189,-366275.9456,-374539.0302,-370001.9050,-45552503.3111,-45575012.3528,-45570613.9815,-45568241.4480,-370182.9281,-45567139.7836,-5197.8527,1749.5973,4673.5453,4147.0645,-1567.8006,3786.1445,-1339.1826,4351.8766,4705.7476,4350.8015,-2296.9312,4674.6127,-238.5823,-2009.1895,4782.7880,4357.9860,5361.4226,3761.3055,-18.6701,-3657.6028,3830.2906,-3398.6356,2908.0054,3549.0539,6388.3378,-4044.2553,-4085.4237,881.0953,-1036.7427,-4132.3508,3030.7723,4004.9863,-2422.9146,-4037.3538,-4228.5447,-6243.9077,-580.3761,-3030.7527,3668.5907,3328.1003,658.9911,-2200.3988,-3448.1205,-5474.0882,4722.1190,-4190.1243,2430.8700,3660.4102,-6515.1428,-3979.1374,-3883.8778,1865.9409,3371.8124,1489.7372,-2467.0805,-70.2607,-4157.1482,4636.4375,4013.4965,2841.1704,-4876.8350,-3320.9333,430.0233,-3708.4316,4600.3064,-444.1683,-4506.1655,1440.2549,429.7039,-730.1803,2250.6813,4048.6962,-3910.1293,-3835.4216,4722.4084,-3879.8893,-2305.1190,3953.0997,-1931.8650,4645.7886,-620.4121,-4631.8942,-2485.7257,-3637.6471,3169.5691,-5410.1387,-4192.5144,-3804.3185,299.6555,-4648.8455,-4631.8851,5343.3652,-3753.5104,-1879.2791,1806.6362,260.7015,-6307.1852,630.7453,4702.7602,2983.4359,87090.8392,83141.8153,81715.7399,89243.0670,87592.3421,76918.1566,76651.1768,85127.0471,49484143.0159,49465171.6614,49492429.0990,49490538.2023,83371.0113,49496361.1362,
