sl_5_5400_20250104 Coordinates.csv
2025/01/04 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:45 2024,
Start: 2025/01/04 07:47:00.00, Stop: 2025/01/04 09:17:00.00,
TIME_UNITS,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-1835 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-32075 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-1835 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-1835 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4647.7832,-6106.8561,-383.0837,3416.3718,-4495.6770,204333.8033,181469.4808,188261.9785,193272.9974,185907.2048,189226.9154,185355.0748,189347.3224,10812911.4403,10768709.4473,10786705.2422,10815272.7013,188565.9392,10807938.9043,-4261.5952,2165.5594,5935.4440,2372.6354,5042.7717,307772.9919,320793.9937,321777.9738,318497.9737,322118.6335,320320.7427,312729.8720,315679.7953,-88175838.5614,-88189572.0405,-88177459.6636,-88191961.0803,315929.6739,-88191480.8406,2355.4846,2369.9063,-3570.4845,5524.1942,970.7196,-58347.8493,-63944.5097,-64612.2886,-56567.7592,-58936.6377,-69641.5805,-69038.9249,-64316.2704,39380492.7656,39407647.6737,39387256.6901,39395380.3472,-62759.1631,39392657.2038,
300.000,-4849.2152,-5933.7041,1464.1206,4535.5766,-3174.8307,197868.9563,174913.3018,181690.8936,186561.7153,179165.6508,182498.5364,178723.8964,183047.2923,12741385.4695,12696893.9095,12714786.5726,12743334.5345,181863.6293,12736335.0257,-2638.7924,3468.4627,5177.6221,533.7596,5407.2546,312093.1960,324580.5658,325728.2716,322376.7172,326070.9816,324320.3522,316674.4806,319802.3683,-87916925.3547,-87931485.8776,-87919131.1886,-87932392.4244,319855.7897,-87932575.1262,3847.2268,625.3819,-4379.7628,5193.5043,2689.0139,-58207.7578,-63799.1527,-64409.9165,-56534.7107,-58637.4303,-69332.3233,-69080.2738,-63922.0674,39380753.2914,39407691.4012,39387166.5243,39396100.6375,-62617.3775,39392875.9248,
600.000,-4565.7408,-5170.0217,3199.7856,5251.3978,-1504.2518,191311.4542,168283.0329,175037.2842,179769.0935,172342.4386,175685.0061,172011.3935,176562.3549,14663703.7961,14618942.1459,14636732.3476,14665156.8820,175079.5491,14658575.7226,-707.9917,4417.8865,3949.9996,-1321.9392,5234.4069,316278.1969,328230.3507,329533.7255,326111.9848,329876.7385,328174.9623,320481.3867,323802.3597,-87615847.9911,-87631247.7509,-87618652.2157,-87630681.3747,323639.7081,-87631509.0710,4889.5575,-1187.0621,-4722.0909,4304.4866,4105.4901,-58067.9394,-63652.8990,-64204.0886,-56506.6914,-58341.7991,-69017.4240,-69115.7021,-63423.4325,39381019.4308,39407734.4978,39387077.7378,39396793.9380,-62475.5488,39393094.7779,
900.000,-3839.5950,-3881.4953,4658.2229,5484.0045,352.6052,184664.1136,161581.7808,168304.0988,172898.0522,165440.6882,168789.4615,165220.2447,169872.3468,16578944.6394,16533932.7986,16551621.2790,16579819.9090,168216.7156,16573739.3789,1327.0197,4936.3193,2374.3052,-3015.6827,4555.4549,320325.9707,331741.7676,333192.5667,329702.0242,333534.4290,331882.5468,324148.7717,327655.9774,-87272751.8952,-87289002.5773,-87276167.4244,-87286982.4051,327279.7254,-87288428.0844,5361.0611,-2870.7822,-4561.2614,2952.5268,5061.3487,-57928.3924,-63505.6885,-63994.9268,-56483.8062,-58049.7315,-68696.8079,-69145.2942,-62849.5068,39381291.1623,39407776.9782,39386990.3950,39397454.8508,-62333.6772,39393313.7630,
1200.000,-2754.9451,-2187.9304,5696.9443,5197.7816,2209.2432,177929.7961,154812.7064,161494.3254,165951.5354,158463.5509,161815.0911,158353.1838,162968.8188,18486189.6355,18440947.9125,18458535.4682,18486408.8566,161278.1816,18480907.7944,3247.8413,4989.0691,602.0028,-4388.3908,3450.4057,324234.5519,335113.2878,336703.0912,333145.1389,337042.6302,335441.1320,327674.8767,331339.3100,-86887802.6424,-86904915.4103,-86891841.6269,-86901470.2221,330774.2021,-86903497.7189,5206.9370,-4243.6223,-3914.3477,1282.9140,5449.6526,-57789.1150,-63357.4544,-63782.5592,-56466.1656,-57761.2133,-68370.3979,-69169.1314,-62235.0208,39381568.4621,39407818.8570,39386904.5602,39398078.0689,-62191.7627,39393532.8802,
1500.000,-1427.9244,-251.7102,6210.4865,4406.5889,3874.9951,171111.4075,147979.0268,154610.9900,158932.5088,151414.2079,154765.1345,151412.9968,155855.5193,20384524.2779,20339073.3756,20356560.8464,20384014.5536,154267.0339,20379166.6253,4844.9353,4585.5462,-1200.0583,-5315.8575,2038.2739,328002.0347,338343.4323,340063.6612,336439.6885,340399.9734,338848.7959,331058.0030,334830.6751,-86461185.8785,-86479171.3604,-86465859.6901,-86474339.4042,334121.5633,-86476903.5908,4445.1369,-5157.6688,-2849.9667,-524.7260,5227.0457,-57650.1056,-63208.1229,-63567.1202,-56453.8857,-57476.2295,-68038.1145,-69187.2922,-61617.0551,39381851.3039,39407860.1484,39386820.2969,39398658.5721,-62049.8054,39393752.1295,
1800.000,5.7626,1738.0752,6141.3252,3174.1049,5174.6081,164211.8957,141084.0171,147657.1555,151843.9568,144295.8691,147642.8821,144402.5200,148547.6152,22273038.3565,22227399.3569,22244787.6130,22271733.8353,147186.3921,22267605.8228,5940.5485,3776.2366,-2865.0992,-5720.1433,464.0759,331626.5739,341430.7701,343272.7057,339584.0887,343605.1458,342103.6681,334296.5129,338112.6062,-85993107.2304,-86011975.5057,-85998426.4459,-86005803.9997,337320.2995,-86008851.2906,3164.3428,-5514.8425,-1481.2857,-2275.9961,4418.4175,-57511.3625,-63057.6114,-63348.7496,-56447.0887,-57194.7649,-67699.8760,-69199.8519,-61031.8730,39382139.6590,39407900.8665,39386737.6688,39399191.8342,-61907.8055,39393971.5107,
2100.000,1404.5517,3584.0489,5486.6915,1608.9017,5966.7916,157234.2502,134131.0129,140635.9205,144688.8797,137111.7715,140451.6746,137324.6372,141069.9363,24150826.3936,24105020.7428,24122310.6708,24148669.8574,140039.4073,24145320.0686,6408.8695,2646.1961,-4241.7522,-5575.8733,-1116.0350,335106.3858,344373.9153,346328.7215,342576.8108,346656.8918,345203.9290,337388.8306,341173.3025,-85483792.2071,-85503552.7937,-85489766.5939,-85496097.1092,340368.9674,-85499566.2836,1513.9202,-5276.9242,45.7366,-3782.9945,3114.2139,-57372.8842,-62905.8277,-63127.5931,-56445.9026,-56916.8036,-67355.5987,-69206.8826,-60512.1549,39382433.4960,39407941.0252,39386656.7392,39399674.0244,-61765.7630,39394191.0241,
2400.000,2634.8930,5099.8363,4300.2564,-145.2799,6159.9592,150181.5005,127123.4137,133550.4175,137470.2902,129865.1777,133194.9033,130182.2778,133454.5963,26016988.0787,25971037.5707,25988230.0607,26013932.3025,132829.2604,26011409.2097,6191.0799,1306.0609,-5207.8985,-4910.8483,-2550.2020,338439.7494,347171.5227,349230.2745,345416.3814,349554.0148,348147.8087,340333.4431,344007.4700,-84933486.0907,-84954147.9325,-84940124.5934,-84945470.4792,343266.1908,-84949293.8017,-313.3673,-4469.3788,1567.8446,-4884.6370,1460.5693,-57234.6690,-62752.6684,-62903.8013,-56450.4622,-56642.3300,-67005.1976,-69208.4536,-60084.8261,39382732.7815,39407980.6383,39386577.5710,39400102.1805,-61623.6781,39394410.6694,
