sl_100_5400_20250802 Coordinates.csv
2025/08/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:18 2024,
Start: 2025/08/02 07:47:00.00, Stop: 2025/08/02 09:17:00.00,
TIME_UNITS,STARLINK-31009 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-32373 - X-Coordinate,STARLINK-11239 [DTC] - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-3856 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-31351 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-6102 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-1334 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-1636 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-30566 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-6205 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-32373 - Y-Coordinate,STARLINK-11239 [DTC] - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-3856 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-31351 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-6102 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-1334 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-1636 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-30566 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-32373 - Z-Coordinate,STARLINK-11239 [DTC] - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-3856 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-31351 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-6102 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-1334 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-1636 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-30566 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4838.9380,-967.4835,5752.4451,-5165.5868,-1214.3435,2992.2464,4444.4106,4834.7495,-4539.1822,527.1726,4231.8424,3561.3610,2717.0321,-6534.9619,-3424.7129,2118.2168,4503.0665,-323.7236,659.2315,5522.8413,-5618.0236,-4366.8358,24.5045,-5346.9650,-581.8479,3041.4484,6279.3879,6677.0983,3404.8072,-6117.5640,4736.3898,6286.8669,-4279.1323,-1226.1478,3354.9262,-917.9760,-2965.0195,-5019.8193,-2566.5360,-2381.3054,-4402.6379,-2508.2291,455.3169,-1984.5515,-5832.4918,-1496.4356,2558.9068,-1072.0260,-1133.2223,6269.2671,-2295.6375,-6374.9437,-1390.9347,-6519.5168,2781.2321,6118.1751,5046.4652,5195.7852,3377.0716,-2777.9488,-4145.5368,-927.2208,-5167.9140,-5077.8713,2285.6841,6048.2962,2809.4339,2444.4373,-4538.4399,361.4898,1240.7497,-1708.1369,3825.1041,-2777.9625,-852.3699,-3324.0829,910.3611,390.0724,4375.6559,6088.1602,5057.3981,2232.7012,1714.0823,1079.3431,-2447.0836,2971.0659,-5262.7329,6270.3405,4340.0873,6797.2316,2664.6431,-4706.6571,2830.9996,5902.5937,4224.3184,6155.6645,237.3805,-4569.3920,-3499.3339,-5615.4046,329278.1057,363060.3800,347639.6372,342756.3707,351164.9628,347722.7484,347443.6539,346140.8188,107080005.0676,107101775.5768,107059368.8213,107055794.8260,346087.8114,107062754.0095,-2511.5207,-4339.1899,3739.2727,3754.9813,6794.2199,-2925.3541,5175.8994,-2265.4827,2292.5662,5133.9002,-579.3073,-5155.6357,5291.6119,1910.6996,4308.3162,-3937.6729,1298.9086,-6630.3461,4691.5947,4117.4910,3146.1986,823.7780,-4145.2108,-4188.9338,-4542.0993,3487.7230,-1903.8851,1143.9836,2685.8090,-1807.7302,4948.7916,2408.4622,3412.4814,6014.0865,-3119.8440,6617.8730,-6136.5197,-3737.7178,-2579.4500,3350.8343,4077.3720,-4575.7059,-6535.4939,6131.9922,2986.5318,-6498.6143,4798.7106,-5066.2816,-4004.9531,2531.2249,-4020.5897,-584.2699,4809.5789,-1735.5786,-5196.4433,2445.8570,1810.6654,-2097.2761,-2400.7059,-977.8923,5401.7071,-6845.3972,4599.2512,-616.5289,-4352.0124,1277.6424,6246.4418,5933.4881,4894.1566,5078.4121,4927.9783,-6469.4681,-4887.7898,-5734.9887,-5981.6439,-4500.7879,-4812.9187,-4571.5203,-1153.1593,-2772.6361,4717.0198,-6406.2022,-3382.8140,-2374.4838,-4679.7517,-3875.2214,2379.3402,-2593.0818,5420.9947,-1296.6273,-6370.9803,-4800.4515,6305.2033,715.7789,5477.5998,-712.9899,4117.7557,3463.4288,2253.7824,-511.5258,145491.3793,152696.0571,139178.3002,140519.3142,140452.1067,140579.8121,149097.2543,144034.2204,299243147.6310,299245145.7131,299228036.4768,299235208.9045,144936.3368,299232621.0953,4281.9174,5188.0357,841.9392,2644.0519,665.0724,-5509.4187,-441.0610,-3938.2111,-4553.9211,4436.5166,-5451.2996,2919.9093,-3447.2318,319.1683,-4202.6138,-5276.4819,-5086.0766,2003.1861,5031.0289,775.5404,-2549.9115,-5307.0656,-5540.7054,1277.4688,5154.3664,-5144.8309,-2247.0994,809.4525,-5387.1703,2706.6999,-1091.8344,1571.1575,-4152.0099,3247.6861,5173.7445,1768.3286,266.5749,-2998.7915,5900.7105,-5445.8886,3060.0628,4555.3791,2222.4178,2237.9331,-2241.8242,1891.1976,-4310.4528,-4593.3527,5510.7709,1492.3355,5123.1723,2654.4083,-4750.9426,-1525.5367,-3623.1071,-2105.4581,4203.4003,4079.3031,5410.8727,6285.2893,-1226.0346,-349.6636,399.0268,-4689.6776,4858.6617,-2871.7743,1074.8834,2619.3497,1797.7476,4701.2794,-4717.0561,1494.4450,3046.8188,-2677.3851,-3449.4567,4054.8370,4878.0173,5175.4988,5094.7462,-1823.8014,207.3199,-1342.8802,5811.1355,6429.9332,4456.9040,-4897.3477,-3810.4997,1435.8228,-362.1439,113.8095,387.3475,1606.6747,1041.9203,-3344.6805,488.6880,-3067.1755,-5441.3424,3216.4333,-5509.9498,-4046.5357,-145639.3155,-150294.3837,-151306.8414,-144143.1735,-145555.5461,-156265.8904,-156546.9946,-148291.1367,9396827.7161,9371515.0865,9409470.9164,9389125.7622,-149835.1321,9393832.1174,
300.000,3258.9697,-2986.7573,6446.2406,-4674.4274,290.2777,1559.1506,5205.0527,4724.3000,-2749.1871,2526.8900,4156.8278,1857.7179,4212.3230,-5849.0118,-2597.0470,599.6632,5548.3735,-1886.6995,2383.5142,6017.6377,-4149.2837,-4398.5598,-2124.8304,-5579.5237,-2541.4744,3869.7496,5076.7324,6325.4390,4128.0640,-5785.2784,5441.4730,6790.3612,-2439.4695,-656.1939,1357.6239,291.2017,-4195.6384,-5342.4177,-695.9041,-421.3475,-2648.5075,-4367.5543,-796.6688,-507.8988,-4459.4589,-2864.4448,4406.9371,-2502.7558,-3093.4001,6773.2523,-3502.4268,-6742.6135,88.5348,-6886.4114,961.3263,5801.2230,4994.8150,4770.5559,1748.3324,-2126.1236,-3168.9067,-2082.8999,-3992.3438,-5292.7488,1005.0644,6640.4250,4144.3245,3649.8384,-3712.4861,2467.0913,3224.9327,-2914.8832,2095.3104,-3556.2194,-1676.1554,-4914.1141,-1069.7831,-1627.7398,2975.0041,4800.2763,5581.9784,1085.5392,-228.2589,-389.5948,-3952.2709,887.0917,-3611.4068,5672.3702,4668.2754,6265.4615,1463.5920,-5075.1862,3980.6888,6417.8303,5138.3777,6432.7327,2377.2112,-2735.5545,-2362.9674,-4968.6782,326036.1996,359694.5178,344347.7429,339573.4600,348028.3688,344605.9438,344220.4429,343246.8716,100519971.8299,100541346.2433,100499931.2870,100495485.5396,342912.3797,100502738.2157,-3918.5641,-4360.4352,2398.6575,5009.2585,6873.5325,-4490.1774,4208.9729,-3944.1139,3320.0787,4293.3197,-2668.8763,-5098.4547,5102.9093,3279.0216,5768.2539,-5260.5825,-345.1390,-6654.5633,3443.5570,2608.8185,3842.0134,2851.8639,-3978.3442,-2809.3201,-4814.6605,1513.7559,-3211.5033,-157.3693,637.1662,16.4056,3491.4257,1287.3434,4448.4420,6800.9593,-3914.6951,6907.0248,-5224.4221,-1867.1755,-1553.0423,4316.2309,4383.1204,-3692.4255,-6858.1864,6762.4533,3739.3590,-5445.9581,4099.4257,-3611.3066,-3063.8096,1411.1765,-2247.1858,1014.1637,5901.0280,-566.2497,-4905.5768,940.3109,-325.7520,-3967.6412,-3870.5441,1123.6261,6120.2693,-6431.4638,5549.8366,1477.5710,-5722.0166,-308.9792,5540.6275,4544.1224,5833.2703,4844.6354,4104.3537,-6199.6075,-4925.4425,-4279.4854,-6585.1437,-4096.0965,-4109.9879,-3830.3357,-2806.5741,-3903.3034,3569.0139,-6812.3391,-2538.8634,-3879.0183,-3151.8219,-4148.3990,3281.6689,-3993.2506,4843.1665,-2416.5021,-6611.4790,-3395.2071,5183.5779,-986.1160,4211.7950,-2103.6192,4024.1207,4347.5872,4057.5903,1460.2267,152320.1777,160250.1047,146398.9316,147836.6623,147717.8190,147808.8851,156309.9590,151707.1869,301512966.3917,301515637.8380,301497566.8343,301504349.7443,152206.3535,301502342.4184,4698.1920,4332.5501,-705.7653,927.1989,-880.0190,-5026.7217,1378.2921,-2475.9396,-5293.1671,4635.9543,-4853.1721,4280.0850,-1862.1812,-1232.0160,-2814.9201,-4449.1873,-4113.7099,515.2810,5496.2910,2238.3066,-3999.1713,-4519.5900,-5247.5579,2952.6683,4232.8903,-5533.2285,-3468.4884,2545.8783,-5511.7540,3811.1554,-2516.8750,-232.1342,-4632.8223,1255.6824,5530.2244,-25.5440,-1282.1352,-4017.8512,6718.4280,-5267.4039,4372.5190,3909.9206,466.0066,766.5685,-3755.4488,3187.0665,-3452.4696,-5348.9543,5361.1381,-308.8402,5509.8715,1251.1899,-3577.8557,279.7749,-4783.4162,-3649.5947,4620.0891,3091.9847,5330.4511,6510.0036,587.7039,1454.0457,-1142.0275,-4237.3755,3747.6815,-1502.3912,-467.3210,3748.0116,9.7546,4298.6475,-4563.5373,-315.2232,4373.7991,-4101.6834,-1486.4294,2617.2254,5453.5716,5523.6223,5449.8196,-3133.0559,1986.8503,468.4371,6451.8723,5741.0933,4710.8869,-5461.8339,-4906.0461,-93.4062,1750.8809,-1679.8126,-1417.4630,3235.1295,2470.0084,-2089.9806,1979.1533,-1409.7153,-4976.9904,4100.6623,-5062.9253,-4620.8630,-145721.8404,-150395.1824,-151315.5326,-144351.9021,-145498.4285,-156171.5213,-156801.8082,-148246.4873,9391714.8561,9366504.5358,9404789.2420,9384792.9486,-149921.7389,9388973.6336,
600.000,1387.3247,-4683.1334,6512.7203,-3725.8039,1775.1667,19.1737,5439.9611,4104.5210,-692.8554,4288.8580,3725.0247,-57.6335,5267.3476,-4561.8189,-1543.7016,-935.8798,6070.8033,-3262.2634,3913.9353,5943.8820,-2261.8887,-4043.6527,-4062.2684,-5280.2629,-4224.7836,4375.0811,3386.8989,5325.0620,4501.3804,-4917.8137,5640.8895,6617.8994,-370.5740,-36.1408,-757.3103,1471.5711,-5009.7530,-5185.9019,1198.0627,1551.7656,-592.0181,-5807.9273,-1964.2206,1012.8682,-2637.3118,-3985.3029,5826.5888,-3737.8949,-4768.6793,6606.5886,-4415.5538,-6460.5241,1523.1671,-6567.6441,-983.5655,4932.9275,4477.8158,3911.6808,-18.7907,-1340.1970,-1871.0715,-3047.5258,-2421.8206,-5035.7126,-335.3423,6557.7577,5081.4311,4537.5379,-2516.8110,4330.2570,4910.8872,-3827.0465,133.0949,-4026.8815,-2311.4756,-6003.2016,-2974.1051,-3511.3878,1309.4970,3044.7221,5567.3358,-175.0811,-2187.4299,-1759.1384,-5107.1340,-1287.2641,-1608.5211,4525.0129,4540.2745,5108.5093,102.1427,-4968.6546,4776.8176,6288.7208,5570.5620,6075.8045,4265.1600,-590.8799,-1043.7266,-3880.4090,322654.3356,356170.5638,340903.2333,336237.2592,344737.4581,341337.4235,340846.7024,340155.6492,93911866.4923,93932832.1621,93892434.1693,93887174.1760,339584.2878,93894654.1184,-4985.3448,-3980.1302,817.4335,5757.8555,6288.0036,-5640.9947,2796.6169,-5160.5585,4063.3557,3053.7786,-4485.5292,-4574.3928,4413.4398,4323.8952,6653.9954,-6088.0835,-1917.9299,-6036.1337,1898.3412,831.7077,4202.2750,4582.9562,-3476.8581,-1126.7245,-4647.8880,-592.2937,-4241.9150,-1470.7496,-1455.4686,1865.0578,1683.5061,35.4538,5085.2099,6894.9462,-4380.7949,6507.4277,-3774.0037,197.3165,-279.9248,4888.0172,4265.1087,-2488.5551,-6500.2097,6704.5485,4163.9619,-3868.4386,3037.3664,-1830.2227,-1873.8694,147.8971,-279.2196,2502.8450,6421.0474,662.7067,-4173.7074,-691.7088,-2438.1966,-5444.5249,-4983.2125,3138.1212,6233.0819,-5374.6428,5969.8433,3416.1758,-6536.7586,-1849.8336,4295.6098,2717.3803,6191.1339,4183.1740,2925.7662,-5294.8548,-4516.6654,-2393.0878,-6527.1267,-3310.7761,-3052.7382,-2765.8220,-4214.0459,-4686.2902,2050.0837,-6540.6147,-1512.2507,-5036.0736,-1344.5243,-4072.0189,3914.0336,-5007.6845,3758.7123,-3315.2027,-6200.4776,-1631.4862,3566.1026,-2569.4689,2527.5618,-3270.3366,3572.1174,4779.0123,5479.8113,3315.5870,159076.8656,167729.4761,153553.2229,155086.0753,154917.2260,154972.9638,163449.6718,159360.4525,303638988.2391,303642321.0171,303623327.9657,303629671.7084,159406.8459,303628267.3942,4612.4640,2994.0034,-2177.2874,-889.7910,-2330.9921,-4004.0212,3043.5873,-711.5934,-5441.0197,4312.1473,-3735.0959,5178.6637,-72.6615,-2644.5289,-1124.8980,-3143.1098,-2698.4625,-1027.7649,5369.4634,3461.1878,-5019.7518,-3246.9803,-4391.1743,4308.7760,2851.9261,-5328.0445,-4319.5494,3996.2373,-5044.0033,4507.2835,-3673.1367,-2010.3966,-4605.3187,-870.0086,5291.0411,-1816.6815,-2686.8141,-4608.8624,6820.2571,-4499.5361,5175.6424,2845.6261,-1340.6178,-790.8642,-4866.4441,4141.5444,-2226.1900,-5531.1844,4632.9480,-2076.8558,5301.6862,-286.0763,-2017.0201,2054.8689,-5429.8416,-4801.0123,4516.8008,1773.8370,4651.7328,6043.5266,2338.0422,3100.8298,-2560.7145,-3333.4807,2232.6850,36.2657,-1959.5334,4475.3750,-1779.3164,3436.2842,-3922.6505,-2090.0440,5229.3622,-5083.8134,634.1593,897.0020,5442.1367,5278.2629,5192.8573,-4107.4651,3552.1978,2229.1528,6406.7046,4441.8453,4456.7997,-5439.3349,-5474.7971,-1612.6725,3677.8574,-3292.7714,-3069.5579,4514.1554,3639.7169,-600.4723,3257.6786,399.9597,-3956.6138,4472.4925,-4068.9948,-4703.2573,-145804.6348,-150495.8658,-151321.4872,-144565.6734,-145444.8777,-156071.3184,-157050.8620,-148331.9491,9386600.6316,9361494.7158,9400094.4910,9380485.2156,-150008.2628,9384115.0249,
