sl_100_86400_20250223 Coordinates.csv
2025/02/23 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:23 2024,
Start: 2025/02/23 07:47:00.00, Stop: 2025/02/24 07:47:00.00,
TIME_UNITS,STARLINK-30978 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-1837 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-32150 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-1857 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-31453 - X-Coordinate,STARLINK-2626 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-1414 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-11194 [DTC] - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-32228 - X-Coordinate,STARLINK-5191 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-1791 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-31510 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-11181 [DTC] - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-31524 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-1837 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-32150 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-1857 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-31453 - Y-Coordinate,STARLINK-2626 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-1414 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-11194 [DTC] - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-32228 - Y-Coordinate,STARLINK-5191 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-31510 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-11181 [DTC] - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-1837 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-32150 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-1857 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-31453 - Z-Coordinate,STARLINK-2626 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-1414 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-11194 [DTC] - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-32228 - Z-Coordinate,STARLINK-5191 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-31510 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-11181 [DTC] - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4700.4632,-6124.8438,2314.9592,5576.2856,-4418.1241,3794.2696,-153.5585,-5337.7583,2700.5290,6468.4338,2893.9808,-3314.0235,867.4496,-3886.6183,536.1951,-3121.2568,-3119.6763,1880.1057,-3808.6199,-3362.7574,743.3899,4366.2403,3710.0350,4578.9719,1133.6921,-313.3897,4523.8682,-2380.3622,4563.4391,-3842.2976,2692.9579,3973.8963,-1383.5335,1994.9822,5299.1181,4417.3021,-5863.8255,3951.8104,1863.8542,-3658.6392,-4116.2229,3371.2384,5909.7874,967.0123,-5008.9815,-2183.5707,-3094.9709,-5679.1596,3317.4956,4890.1845,2833.3749,6295.0719,1034.5258,-3095.7350,-734.9954,5510.9214,5779.3859,4596.3982,-4792.9547,-3107.5239,-5183.7427,2329.8192,-2849.1429,424.3710,-334.2823,6644.6512,4061.0213,-749.5340,2322.3690,-4228.5185,5647.1000,-5712.5816,-722.9071,-531.5487,4374.4256,-6695.4363,-4393.1015,-1474.5247,-4161.7510,5790.1864,-5949.3791,3048.0031,3483.9293,5762.5049,3919.4286,-1367.6812,6351.7097,-2470.3774,5609.6471,3494.6514,4619.6242,860.9325,-1184.3086,-3905.4521,6549.3560,1437.2643,4467.9727,3545.7752,-5315.2563,-4119.9667,-329107.3184,-351621.6476,-344369.9769,-338757.0673,-346372.1311,-342916.5255,-339619.1067,-339447.0973,104086107.0196,104072060.1763,104091589.4882,104099345.5590,-339951.1276,104101791.5972,1975.8375,-2631.4711,440.6072,3788.5715,3277.9226,-4010.3573,6525.7918,-1071.4417,-5049.5973,-2285.7689,-3071.2722,-5793.6533,-6734.7951,3278.2060,5677.7192,827.3401,-5605.4772,4840.2063,4314.3401,-4936.0554,4411.5056,2428.8139,3547.1249,-5073.2356,5685.7945,5559.7785,3787.2420,-3422.6235,5130.8759,-2544.7977,4999.6967,-2215.8805,6119.6474,-3852.3385,-1311.2133,-4687.5335,-3701.2800,-3596.9228,-4985.3322,-3436.3506,-2118.1351,-3964.0624,-3129.2274,-4608.2347,201.4962,-4640.9588,-6005.7324,-1093.7275,5201.4110,-4439.8612,4349.7082,-2311.6530,4467.3280,2636.6662,5641.9293,-3011.9770,3611.4010,4830.1073,-1985.9869,4340.5231,4493.4246,-5972.6838,-3983.6251,-6922.3252,-4526.6978,-1897.9007,4307.8013,-4383.3875,4581.7639,2902.6902,-3314.0768,1373.3729,-6693.5680,-6548.6953,15.8750,1702.3517,2538.8649,-6501.2101,487.7022,2121.7929,-368.6844,-4029.9792,-4689.0657,1217.2125,-4196.0423,6434.1016,-940.0904,6118.3734,-1956.1561,2377.1703,-3389.3503,-6657.5260,-3996.7056,4038.8526,1394.8767,-5695.9137,682.1012,-5413.2952,-1708.5286,-2791.4713,29053.9529,21430.9977,33780.2986,35168.8925,31962.3333,33276.0071,25413.6921,29840.7534,-35371792.7996,-35382292.0935,-35355710.6488,-35368124.0168,29897.9751,-35358719.6584,4693.1462,-1462.3878,6521.5572,1061.7176,-4200.2156,4150.3023,-2405.3362,4283.1246,-3883.4126,195.8976,5480.2619,-1828.2093,-1256.1805,4702.8430,3922.2305,6144.5112,2433.2231,-4211.3482,-3856.5927,-3497.0240,5264.6766,-4790.5910,-4668.5623,-580.8322,-3394.5960,3993.8242,-3651.9030,-5528.6421,833.1684,5157.1051,-3768.3459,5205.8421,-2961.0320,5364.8559,4271.0978,-2552.9865,304.2681,4396.2512,-4272.2019,-4750.7652,5132.4717,-4542.7376,1766.6734,5068.7271,4621.0642,-4652.1694,950.7845,3819.2449,-2650.9934,-2075.2459,-4595.6558,1233.9206,5130.1998,-5642.1751,-3973.1977,2903.3744,-840.4007,-242.6576,4418.1456,4233.3229,877.3970,2522.5008,4784.0829,-86.1283,-5234.2849,553.7236,-3564.6505,-5302.2214,4634.3123,-4501.6228,-2220.0416,3532.1409,-1745.5774,-2148.1193,-5357.3782,327.7820,-4565.0880,-1919.8275,5410.1012,-3214.2777,-3551.7374,-4589.0730,3728.0664,-3451.6849,3732.5555,-2259.5719,-2628.0799,-1736.8662,3567.1657,-5486.5054,-3882.2074,1675.1176,-5531.7725,4035.2728,-344.7506,3679.0878,5226.3476,-2479.6344,-3978.0623,-4635.2245,-182631.8869,-186767.0116,-187531.4172,-179685.5362,-181823.3867,-192539.1791,-192148.4680,-187449.5143,53711602.0521,53687443.9116,53728650.5012,53702834.2212,-185762.1197,53712285.8467,
3600.000,-6135.3177,5998.2877,-4489.7087,-5375.3462,301.2744,-2991.2707,-829.5654,6476.8314,1262.2874,-4302.4760,646.4732,4437.6950,823.6662,1397.9081,-3251.4069,-609.0718,4683.5918,-5758.3133,2930.6800,4045.4395,-4169.3062,-6755.8791,-5793.6326,-1901.0985,-3569.9541,-2877.1249,-5091.6544,5608.5330,-4602.7368,6553.8414,-5045.9813,-3444.9014,-2062.1722,768.7697,-2798.0540,-3302.1069,2985.5076,251.5676,1450.9451,4331.0077,4156.1451,-2280.4233,-2812.9479,3225.9181,3900.7660,4964.3434,3915.7610,4366.1705,-4001.8953,-1613.3924,-4289.4584,-4483.5550,-4425.8673,4292.9646,-3038.9146,-4998.7463,-6127.7405,-4568.4701,4942.4245,-1495.0542,3416.0947,936.1984,4523.5674,1871.9756,4179.1280,-5056.0744,-4141.1939,4493.1450,-4290.9042,2067.2774,-2301.5682,5365.6484,1132.9421,2507.3915,-5322.7418,5007.3991,2332.1592,3599.0493,4258.1731,-6370.0517,4041.7176,288.8164,-1607.5193,-4074.9508,-2899.6112,-108.8870,-3780.3271,-197.2345,-5186.8546,-6081.4834,-4177.2857,703.9430,5063.5607,3146.3284,-4564.6756,2373.4750,-3315.6512,-238.6206,3405.6395,6011.0952,-324606.9391,-345498.9015,-340004.6955,-334943.2241,-343304.1834,-340296.0369,-336095.1677,-337098.3566,109739730.2843,109732812.5654,109739638.3637,109758725.5563,-336557.7423,109754412.7685,1453.6727,581.7714,-4305.6110,-208.2196,-4164.1980,6230.7224,-3452.6314,-1921.7055,3942.6918,4119.4346,5380.0658,4655.8617,6114.1244,-6106.6538,-2610.0714,-3599.1048,1968.5712,-3316.9803,-6268.6353,1047.3920,-4973.8980,-765.7315,-107.0272,5782.0252,-5440.2728,-6180.2669,140.1945,845.8989,-2432.5104,641.7298,-982.9850,5560.8697,-4652.7356,6296.1644,4545.2299,5819.3419,4195.5712,4245.7617,6551.5170,-922.5741,-2282.6371,6468.5804,3828.9052,3390.7893,-4535.1052,4707.6594,2874.6058,-2709.6770,-524.0898,4349.4933,-344.0796,4354.8225,-4899.2758,-5208.9813,-4189.1980,4588.8521,-976.7060,-1249.5345,-2657.6242,-5216.4573,-4994.2127,4281.8115,-424.0739,5726.9380,2489.5253,3695.6342,-265.0874,2106.9762,-739.2679,-6218.4239,3913.1342,-4276.0645,3866.2396,3816.2626,3500.8024,-2915.5088,-6039.7420,3934.6536,-4543.5838,-2181.6533,-3078.2713,6429.8365,6726.4423,2967.7196,6178.1364,-3651.3189,3487.3963,-6418.3015,4596.4039,479.5388,5508.3201,6357.4079,2922.8816,-6167.5753,1452.7551,4523.6633,3564.0332,4471.5298,-2367.7064,-1283.1593,-52133.2239,-65083.0007,-50735.7858,-51020.7632,-53970.6856,-52391.4384,-59295.6296,-56085.1604,-7147087.0063,-7161812.6009,-7135878.4060,-7140029.6646,-55755.4800,-7133388.4036,-2901.7142,-3202.6582,-3089.2880,-4203.7959,5507.1055,-198.2359,5965.2515,-1569.3306,5530.7165,3403.1136,-4316.9464,-2550.8022,-3102.8386,-2979.1619,-5535.2996,-5921.8518,-4620.5200,686.6349,-211.6399,5505.9473,-2399.8932,1262.6858,3798.8867,-3164.7502,-1682.0096,-757.5991,4696.9935,3955.8834,-4558.3829,-2148.0897,4462.3988,-2269.7582,4701.0602,-2741.2975,-4437.5488,-1788.0211,4644.5734,-5469.9947,1213.5032,5292.8113,-5043.9245,775.0650,-5032.8329,-5109.3436,-3291.4586,1029.0140,-4796.3096,-4664.7232,5354.6661,5128.7762,5422.1741,2725.5419,-1983.6443,1655.8133,4608.1999,1373.1217,-2944.6376,4689.8267,-3882.4781,-4133.1640,3346.8051,-5324.0605,-5134.8947,3429.1779,4918.5399,2967.4576,5514.9874,4807.9594,-5388.4286,1882.0967,5203.7866,15.7908,5652.2695,5178.4449,2672.3107,3771.1648,2136.9343,4425.2388,-2863.4722,-1746.0186,4710.3906,2252.1492,-537.5958,4591.3411,630.7014,5902.3915,4642.5975,-2301.5369,-284.4303,3260.6072,-214.0739,2638.8884,3696.9090,-77.3638,4682.8354,-4698.2470,-4919.2369,5277.9081,5445.5314,2890.9974,-181950.5463,-186605.3923,-186297.0644,-181120.3664,-179937.4957,-189830.2852,-193663.2615,-183778.6699,53726804.4312,53704177.3962,53745259.9515,53720032.0965,-185490.6767,53730566.5466,
7200.000,5758.5154,-3099.1845,2762.7013,3534.6572,3559.2712,877.3093,3285.5716,-5355.9342,-5144.2847,102.0303,-2972.8082,-4273.0523,-3038.1438,914.9398,5804.0295,2631.5105,-5365.9877,5693.6804,-740.4983,-4623.2388,5346.1251,6161.8175,6376.1683,-2154.8466,4068.5501,4604.2920,4958.8186,-6851.5813,3881.4601,-6497.5405,5934.8808,2041.5778,5377.3029,-2448.0910,201.4876,367.0270,698.1827,-4024.2068,-3713.7434,-4638.5947,-3861.8070,401.8078,-1553.2994,-6250.2180,-1773.1958,-5359.4508,-4146.8481,-2528.4009,3857.4200,-2740.0405,5414.0547,222.4013,5382.2663,-3812.3944,6057.7695,2051.2067,4238.9659,2693.9477,-3680.6003,4974.5031,412.8213,-4734.9590,-5338.6534,-4321.7351,-6692.6285,1468.8068,4053.1000,-6783.7355,5771.6157,570.7094,-2097.1114,-2569.9134,-2878.4214,-4816.7001,4545.2983,-1067.5203,262.4852,-5455.2582,-2991.1730,3985.4411,-1658.9553,-2888.6219,-766.4945,1574.2907,197.9088,3224.4567,440.0439,3348.7219,2835.1432,6479.7341,1850.8063,-2766.8053,-6696.8525,-1008.1099,238.1192,-5664.1581,2166.3703,-3857.5630,-1353.4474,-5333.0280,-300855.9365,-318329.0772,-314192.3189,-309813.9235,-318671.9110,-315601.8467,-311874.2662,-311601.0406,107874027.2592,107874598.3909,107871474.2011,107895300.3649,-311940.1444,107887569.0412,-3812.3038,2680.4665,5980.5928,-4058.9535,4859.5193,-5639.2241,-496.4835,3863.8114,-2720.5525,-5047.3339,-6233.5380,-1126.7861,-2942.6748,6848.6954,-497.6071,6032.0161,2327.0442,-205.2116,5507.1319,3101.2737,3912.3300,-827.7553,-2650.9945,-4528.4129,1217.7609,4085.4349,-3872.6388,981.1947,-1831.3829,921.7091,-2849.8878,-6273.1871,2474.8657,-6244.3914,-6660.4128,-4764.4555,-662.5083,-4656.4321,-5018.0529,4474.9720,5448.4505,-5953.7223,-4348.9998,-2210.1264,6569.6250,-2973.5946,1977.5687,5870.7659,-4462.8301,-3884.6919,-3148.6872,-4991.6201,3500.5407,4810.2377,2298.5414,-4522.4524,-2690.8165,-4027.0945,5726.1897,4574.5003,4169.2872,-1909.4412,3880.4806,-2672.6963,-793.5223,-4877.0720,-3940.0829,-277.0303,-2587.4324,6449.7965,-4369.8646,5266.7861,409.6800,-33.5672,-4930.3892,4006.6934,6550.3353,-285.1610,5913.3780,615.4063,6010.4509,-5922.3170,-6209.0958,-6228.2727,-5105.7803,194.9489,-5740.6211,3764.4743,-5468.3698,-2236.5929,-5208.9076,-3427.6931,-1710.1817,5595.5099,-4754.1949,-2779.6097,-6388.1128,-3058.4483,5971.6798,4065.5113,-129530.1372,-146980.2756,-132129.8945,-134158.5085,-136445.3485,-135268.2640,-140413.4912,-137033.2233,21589279.3869,21572478.8860,21593481.0692,21603100.8710,-137832.3443,21603080.9457,-656.1519,5445.2585,-2199.8774,4186.0614,-3411.4951,-3905.7298,-6112.3774,-2117.0367,-3745.1829,-4656.6133,474.6981,5313.1163,5446.6618,-571.6945,3736.1637,2236.2080,3581.9540,3478.9731,4122.6802,-4115.5458,-1991.9552,3026.7534,-649.9886,4667.9749,5192.6172,-3029.9187,-2926.2401,46.6938,5414.4740,-2210.6238,-1762.7012,-2096.8360,-3621.0054,-1653.5499,1918.5705,5003.5674,-6876.8977,3164.3139,2741.3997,-2494.2007,1795.7182,3464.8263,5140.4643,1990.6057,-518.5279,3206.2590,5034.7201,2681.6010,-3210.0295,-5037.5470,-2974.4881,-4647.9614,-2498.2571,3248.3420,-2484.1299,-4828.5889,4673.6192,-4592.7990,403.3458,890.2211,-5509.7572,4623.1518,1833.1695,-4728.8269,-1602.0532,-4710.5007,-3977.6592,-1332.8901,2806.3528,2140.0230,-4934.5023,-3572.8320,-6319.6495,-4961.7373,1673.0001,-5541.8666,1882.5695,-4280.7135,-1741.1958,5650.9021,-3045.6597,1760.8897,-2999.2050,-2313.4775,-4571.8784,-6160.5655,-3873.8383,4589.0012,-3192.6456,958.8433,4149.9864,-5343.0020,397.4986,-3954.2625,-4727.5862,2870.9577,1518.0930,-4881.9181,-3084.4090,1110.7689,-181356.5856,-186393.9044,-184829.9885,-183491.2743,-178533.6686,-186184.4649,-194424.8057,-186743.0824,53742254.9015,53721082.9766,53760986.2420,53739786.6105,-185202.6205,53748851.6950,
