sl_20_5400_20251023 Coordinates.csv
2025/10/23 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:54 2024,
Start: 2025/10/23 07:47:00.00, Stop: 2025/10/23 09:17:00.00,
TIME_UNITS,STARLINK-31898 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-32101 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-32028 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-32101 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-32101 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-2965.0382,-2749.7754,4758.3094,-1543.3699,2592.3720,-1099.4638,-697.3350,4082.8905,4761.5863,5981.7691,5401.4102,-4828.7440,-4157.0016,-6420.5893,-629.7598,-3511.9998,-5544.0202,-4538.4997,1631.9837,5070.6997,-141984.8116,-155320.4019,-144205.7078,-146951.3685,-144949.8716,-145406.9385,-153493.2295,-151632.9833,-122995099.2784,-122996280.2638,-122978680.4872,-122978489.0993,-150239.3942,-122980875.2159,-4574.6054,3128.2583,4749.0933,-3904.7776,-5541.3710,-2441.2119,-2345.8139,-2065.4868,710.9693,-1940.1844,-3960.1893,1569.9039,-3198.7588,-1967.0262,6507.5801,2016.0451,-4137.6613,2838.6418,3706.1963,3900.6466,331606.8281,360680.5864,343844.4096,340823.8735,349409.7989,346386.4268,346463.7335,344988.5076,317504452.0312,317531357.8355,317480129.9657,317484449.4508,344890.7607,317491138.1198,-4105.2301,-5531.9282,-1706.2671,-5379.5761,-2705.8262,6414.1845,-6512.3646,5194.1262,-4739.9927,-2925.0723,1577.0018,4717.3710,4528.1802,-1709.5879,-2317.4405,5370.8484,-170.6595,-4384.5715,5712.8783,-2494.5726,-151272.3875,-154412.7702,-153946.2732,-149322.6411,-147912.3696,-157820.3646,-161604.3959,-154630.2837,-113220388.2920,-113246508.2069,-113216474.8489,-113224839.5577,-153467.8846,-113226536.1681,
3000.000,-4742.1713,-997.7531,5870.4698,-3294.8812,911.5390,-2446.8831,-2575.2441,2393.4139,3950.9051,5716.3388,4726.1378,-3879.9129,-4929.5508,-6221.7986,1045.6907,-2401.4181,-6019.9468,-2698.0211,320.1738,6100.8586,-148917.7049,-162806.0043,-151463.1855,-154267.2915,-152206.1116,-152658.1058,-160660.1121,-158558.6247,-129896907.3520,-129898792.8449,-129879990.0978,-129879653.9471,-157482.8843,-129882588.1462,-3759.6409,4387.5486,3686.3485,-2586.8852,-5197.2727,-690.4250,-1198.8474,-3395.2181,-1250.1652,-3597.9281,-4998.4560,3499.0685,-1194.7724,-279.8239,5884.3240,3879.7830,-2995.7842,3620.4652,2111.4293,3056.1854,328619.5541,357226.8399,340446.7500,337546.6197,346152.0867,343155.4520,343149.2914,341467.8988,314743351.0008,314769804.6389,314719428.0817,314723759.7283,341607.6960,314730035.7693,-3152.4651,-5263.6945,-193.1982,-5387.2950,-4112.8785,6469.2914,-6349.9053,5535.8725,-5336.3045,-1571.0533,-226.3511,4553.8414,4720.3525,-3039.9268,-3522.7223,4943.4241,1625.6087,-5244.2488,6667.1321,-756.5795,-151388.8390,-154510.5326,-153933.3031,-149585.6465,-147891.4411,-157664.0619,-161804.1964,-155019.2122,-113224846.9825,-113250902.9413,-113220289.9946,-113228442.1077,-153553.1606,-113230766.9088,
3300.000,-6034.3710,813.7435,6412.8680,-4742.9299,-903.7313,-3614.5046,-4234.6456,501.1254,2771.9245,4908.1771,3571.5011,-2596.5036,-5268.3561,-5436.2050,2649.6999,-1085.2954,-5908.3668,-597.6732,-948.7730,6506.3724,-155788.9129,-170214.3728,-158652.5580,-161515.3722,-159392.4364,-159845.1709,-167753.5783,-165325.4409,-136736779.1407,-136739355.8567,-136719382.7645,-136718929.5212,-164654.6805,-136722364.4395,-2593.0659,5258.2088,2267.9592,-1051.7562,-4316.3230,1077.7905,-3.7450,-4441.8495,-3111.8470,-4896.8047,-5533.4015,5105.5533,911.8168,1458.7237,4709.1160,5346.7656,-1541.2436,4102.7481,243.2107,1908.4173,325488.8448,353616.4993,336897.9849,334118.5552,342741.1081,339770.1863,339685.9664,337821.0587,311832235.8262,311858224.0072,311808739.8101,311813141.4986,338172.5614,311818923.0943,-1846.1518,-4431.7866,1340.5314,-4792.6665,-5031.3386,5840.6886,-5517.7181,5284.1273,-5318.0758,-48.9505,-2004.9569,3903.4288,4407.5553,-4044.7066,-4352.0336,3938.9578,3246.6685,-5541.2203,6931.4317,1064.8193,-151505.4540,-154608.1186,-153919.5263,-149854.8714,-147873.8856,-157501.1472,-161998.8778,-155302.1141,-113229308.1550,-113255296.7536,-113224116.5919,-113232067.3686,-153638.3537,-113234997.4547,
3600.000,-6709.8221,2511.0248,6340.3655,-5732.3784,-2660.5149,-4476.5960,-5500.6128,-1407.2448,1350.8003,3624.4413,2040.6056,-1097.0718,-5137.2961,-4146.8225,4034.1243,304.7999,-5232.1186,1552.7453,-2036.8164,6253.4913,-162595.5226,-177542.2030,-165770.6514,-168692.7632,-166505.5274,-166965.3789,-174770.6318,-171961.2016,-143511454.4329,-143514708.8582,-143493599.6610,-143493063.5002,-171751.5917,-143496944.0491,-1180.3120,5645.8085,618.6555,546.8937,-3004.8773,2688.4348,1127.6948,-5098.5777,-4674.4410,-5720.6160,-5526.3371,6230.6023,2916.9536,3087.7585,3100.7284,6252.6532,95.4865,4241.1410,-1701.5644,554.8260,322215.9561,349851.2836,333199.6836,330541.5352,339178.4127,336231.6104,336075.4188,334067.7292,308772494.6982,308798004.5068,308749452.0540,308753975.4480,334586.9213,308759188.2975,-332.5139,-3124.7702,2730.6899,-3661.7204,-5352.9196,4594.6234,-4102.5980,4465.6944,-4687.3959,1478.3762,-3564.4165,2835.4977,3623.1244,-4616.8500,-4717.3814,2474.4367,4517.8590,-5243.9760,6478.6060,2768.6924,-151622.2330,-154705.5254,-153905.1312,-150130.4655,-147859.6861,-157331.5634,-162188.4888,-155465.5071,-113233771.7054,-113259689.6356,-113227954.9375,-113235720.9720,-153723.4639,-113239227.8059,
3900.000,-6700.2963,3935.2104,5667.5114,-6151.6747,-4167.5174,-4932.1144,-6234.0051,-3147.0286,-166.8909,1979.1842,276.6413,482.7106,-4541.4023,-2482.8491,5068.1432,1634.4456,-4068.4659,3539.5694,-2833.3290,5376.3199,-169334.6472,-184786.2284,-172814.3209,-175796.6887,-173542.1048,-174016.0416,-181708.3090,-178497.9292,-150217704.1064,-150221622.5081,-150199412.9671,-150198833.3705,-178770.4607,-150203098.0180,349.6637,5499.6636,-1112.7585,2053.7917,-1410.9374,3987.8313,2096.7393,-5291.7785,-5766.0450,-5999.8087,-4992.3742,6760.9280,4627.8801,4453.7218,1217.1862,6492.3183,1762.2745,4018.2587,-3512.6751,-884.3098,318802.2014,345932.9815,329353.4801,326817.5254,335465.6189,332540.7186,332319.3650,330223.0904,305565586.6527,305590605.5512,305543022.4945,305547711.8040,330852.4073,305552290.4194,1218.4886,-1482.2580,3828.4014,-2120.4185,-5039.7853,2862.5422,-2253.0535,3168.0474,-3516.3596,2847.2913,-4734.9019,1464.1523,2450.8320,-4695.5684,-4580.1191,720.7755,5302.4095,-4384.1964,5355.2200,4167.0231,-151739.1764,-154802.7502,-153890.3074,-150412.5793,-147848.8263,-157155.2676,-162373.0759,-155504.1313,-113238237.5281,-113264081.5794,-113231805.2971,-113239407.8607,-153808.4911,-113243457.9624,
4200.000,-6008.4793,4957.1686,4466.1214,-5945.9274,-5255.4936,-4916.8196,-6347.3832,-4553.6095,-1630.6671,123.2561,-1550.7737,2002.2261,-3527.4218,-606.5536,5650.3581,2779.2311,-2539.8869,5166.2275,-3266.4301,3972.1235,-176003.4266,-191943.2216,-179780.4520,-182824.4500,-180498.9292,-180994.5451,-188563.6811,-184969.5295,-156852331.6677,-156856900.1040,-156833627.4047,-156833047.8248,-185708.1659,-156837630.0180,1855.9040,4819.7014,-2766.8750,3326.9907,292.4646,4858.5290,2826.1909,-4989.5481,-6261.4936,-5717.2145,-3996.7776,6640.5417,5881.8654,5424.5538,-759.7681,6032.6550,3299.5426,3445.8826,-4989.3233,-2276.5044,315248.9512,341863.4509,325361.0729,322948.6082,331604.4128,328698.5122,328419.5766,326296.8385,302213040.8743,302237556.7051,302190978.9027,302195869.9985,326970.7174,302199758.6425,2632.3885,319.6196,4516.2079,-341.1261,-4128.7132,827.5383,-164.4082,1530.2350,-1939.3112,3911.1332,-5389.5160,-63.8891,1016.0837,-4272.5405,-3954.8288,-1117.1198,5516.0356,-3053.5742,3677.0665,5105.7201,-151856.2846,-154899.7900,-153875.2447,-150701.3614,-147841.2914,-156972.2369,-162552.6828,-155421.1665,-113242705.5165,-113268472.5767,-113235667.9053,-113243132.1598,-153893.4353,-113247687.9241,
4500.000,-4707.5677,5489.4393,2857.2754,-5124.5318,-5796.1331,-4412.1606,-5816.1296,-5498.2966,-2899.7912,-1769.6721,-3261.9294,3328.3997,-2180.6361,1302.4129,5718.6839,3636.2489,-800.8622,6272.7346,-3309.6216,2190.0142,-182599.0294,-199009.9960,-186665.9622,-189773.4317,-187372.8023,-187898.3577,-195333.8546,-191409.3147,-163412174.7758,-163417379.1062,-163393081.7601,-163392548.2334,-192561.6227,-163397377.8731,3198.3637,3658.4928,-4188.3663,4251.2551,1925.6489,5230.1930,3266.3504,-4206.6289,-6097.2857,-4908.4883,-2646.6163,5876.9716,6562.0120,5902.2849,-2641.9986,4917.2725,4555.5108,2565.2145,-5962.7045,-3489.1789,311557.6328,337644.6177,321224.2245,318936.9919,327596.5477,324705.9908,324377.8802,322292.6650,298716455.9678,298740456.9552,298694918.4164,298700038.3168,322943.6145,298703191.5618,3750.1164,2087.0658,4720.5839,1476.4770,-2727.0784,-1295.0413,1941.6747,-271.9217,-137.9776,4556.0310,-5457.5796,-1585.1151,-527.4816,-3392.7363,-2907.8333,-2824.6492,5135.7618,-1394.5085,1617.6760,5481.5430,-151973.5582,-154996.6419,-153860.1336,-150996.9555,-147837.0673,-156782.4749,-162727.3509,-155228.0823,-113247175.5631,-113272862.6194,-113239542.9662,-113246897.1070,-153978.2965,-113251917.6910,
4800.000,-2933.1880,5493.7502,998.8379,-3761.9076,-5717.5941,-3449.4546,-4682.8667,-5900.3613,-3856.7528,-3519.4763,-4684.4468,4347.2927,-617.9599,3063.9769,5257.1803,4132.9321,977.8238,6751.8742,-2982.9690,214.6930,-189118.6530,-205983.4070,-193467.8018,-196641.1081,-194160.5682,-194725.0390,-202015.9729,-197847.4686,-169894106.7494,-169899932.6451,-169874650.3887,-169874210.1794,-199327.7848,-169879215.0666,4250.8502,2117.7607,-5240.5097,4748.5030,3320.9407,5085.1476,3397.8144,-3004.7749,-5280.3247,-3657.4678,-1079.0447,4540.9593,6608.3964,5833.0219,-4252.7016,3262.1719,5401.1623,1444.8101,-6315.8589,-4402.1368,307729.7291,333278.4751,316944.7604,314785.0215,323443.8430,320564.1439,320196.1569,318208.1515,295077499.1953,295100973.9472,295056506.7857,295061873.4992,318772.9266,295064256.4230,4446.0685,3629.7478,4419.6649,3128.0434,-1000.8337,-3280.8314,3841.1631,-2044.9229,1679.3047,4713.0260,-4931.8157,-2936.9643,-2014.6159,-2149.8456,-1550.4326,-4202.9933,4202.3187,414.7575,-609.4886,5253.1958,-152090.9975,-155093.3026,-153845.1644,-151299.4951,-147836.1411,-156586.0214,-162897.1194,-154944.1108,-113251647.5591,-113277251.6993,-113243430.6545,-113250705.0405,-154063.0745,-113256147.2631,
5100.000,-868.7930,4983.2608,-930.1242,-1990.8601,-5014.6289,-2108.5312,-3054.2027,-5733.8098,-4418.1088,-4956.7320,-5670.3807,4973.6410,1022.1510,4514.5235,4298.9779,4232.3704,2625.8308,6560.1588,-2348.5907,-1752.8245,-195559.5255,-212860.3534,-200182.9556,-203425.0500,-200859.1146,-201472.2504,-208607.2174,-204308.5332,-176295038.0578,-176301471.0116,-176275244.7051,-176274945.0430,-206003.6455,-176280052.2313,4912.6961,339.4998,-5818.3185,4784.0853,4339.9243,4457.9102,3230.8319,-1488.1697,-3888.8107,-2087.2356,552.4784,2759.6012,6023.2507,5213.3263,-5443.0534,1243.0386,5743.6746,175.9702,-5998.0896,-4919.3728,303766.7785,328767.0826,312524.5689,310495.1918,319148.1837,316273.9398,315876.3419,314035.1044,291297905.6816,291320843.1913,291277477.5842,291283100.2693,314460.5452,291284688.3270,4642.1743,4781.6184,3645.5392,4427.9346,844.7115,-4920.6589,5332.1220,-3598.7657,3301.9820,4365.3131,-3869.0538,-3975.3685,-3286.3963,-676.6083,-27.3441,-5092.3242,2815.9584,2179.2707,-2773.5432,4445.7041,-152208.6030,-155189.7691,-153830.5269,-151609.0976,-147838.5010,-156382.9643,-163062.0251,-154595.2994,-113256121.3949,-113281639.8081,-113247331.1155,-113254557.4359,-154147.7694,-113260376.6404,
5400.000,1273.6146,4019.4867,-2746.5954,10.7055,-3751.4108,-510.9554,-1090.1731,-5028.1914,-4541.4031,-5939.1309,-6111.6527,5157.4928,2591.9720,5522.2067,2924.6369,3934.9125,3989.6485,5722.0412,-1501.0422,-3515.6541,-201918.9066,-219637.7790,-206808.4440,-210122.9318,-207465.3741,-208137.7677,-215104.8090,-210809.0408,-182611917.7932,-182618943.1296,-182591814.6544,-182591701.6146,-212586.2388,-182596838.6220,5118.1633,-1507.3168,-5859.1714,4368.3143,4887.3769,3429.0475,2801.5278,205.7146,-2064.7600,-347.9324,2092.8974,703.8209,4869.6950,4092.0530,-6106.1796,-923.9357,5536.9805,-1134.2557,-5031.7486,-4979.2704,299670.3738,324112.5651,307965.6003,306070.1643,314711.5192,311836.3138,311420.4234,309760.3535,287379477.5867,287401867.2334,287359631.3884,287365510.7718,310008.4249,287366289.4032,4316.4927,5418.8801,2480.9259,5230.2895,2589.4167,-6042.6560,6256.4937,-4767.5551,4542.1211,3550.0041,-2384.4393,-4590.0415,-4207.3168,869.1877,1498.6509,-5389.9235,1125.9357,3708.6756,-4650.7555,3147.7938,-152326.3751,-155286.0379,-153816.4103,-151925.8545,-147844.1362,-156173.4557,-163222.1025,-154213.0848,-113260596.9600,-113286026.9374,-113251244.4668,-113258454.9819,-154232.3812,-113264605.8230,
