sl_100_86400_20250123 Coordinates.csv
2025/01/23 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:25 2024,
Start: 2025/01/23 07:47:00.00, Stop: 2025/01/24 07:47:00.00,
TIME_UNITS,STARLINK-4136 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-4135 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-6065 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-30315 - X-Coordinate,STARLINK-1671 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-31522 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-4135 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-6065 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-30315 - Y-Coordinate,STARLINK-1671 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-4135 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-6065 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-30315 - Z-Coordinate,STARLINK-1671 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-574.6886,-4735.9720,-1067.9430,78.1254,-5688.0359,-4369.7294,148.5980,-37.7738,4807.9558,1414.9304,5456.5769,4099.2542,-5291.9240,-2750.1200,-5414.4301,543.7040,-5744.2142,-3154.5656,5237.3006,3865.6219,592.0013,5315.2643,272.3840,1333.2685,5005.6325,-3765.2614,-1553.4861,5405.7469,2057.7783,5414.7931,354.2555,-73.9239,-5849.4023,-154.3967,-6685.1632,6655.9989,-4764.3454,1516.7598,-2247.5628,-4009.1249,5591.2872,-5938.0726,2650.9443,-2157.2198,3724.5293,-5415.9009,1137.7016,-1344.2480,860.1179,2482.5612,4983.8528,776.1059,4191.6130,-6733.8897,6249.9030,-2867.9825,-4068.6245,4286.5492,-2666.4175,1778.4546,-3277.3504,1161.7588,-1180.0506,5367.5487,-504.7817,-6262.3321,-1392.7844,-4562.8815,6205.7214,-5200.1861,2025.3324,6688.5361,6030.4568,-1188.9637,3263.5240,3782.2057,-2368.4752,5660.0068,5843.6049,915.0431,-2683.7036,2030.9406,-5578.8047,6357.5535,1427.4156,-897.2208,-2919.3824,-1809.2312,519.3544,-4118.9978,4071.7656,4164.2659,748.1624,-5741.5294,2871.7071,4710.6593,370.4716,-2359.5287,-144.8897,3346.8822,-345414.8148,-379616.7985,-365075.5121,-359372.1625,-367529.8181,-363842.5509,-365051.3166,-364018.6672,48873255.5149,48830078.3620,48889579.6705,48878979.6219,-363039.6613,48875397.2674,4105.9768,4545.1984,-5415.0156,-5071.8989,-729.9413,2233.0088,-2379.8212,5346.0704,-2235.3068,6668.5870,-2173.5052,-3632.7540,4294.5689,-3707.7258,-2857.8376,-5910.1616,3178.8575,-1061.0669,-1977.2536,-2928.8696,6221.5732,-2753.3713,-6929.6832,6797.4207,-2033.3941,3795.9317,4167.6270,-958.3223,6581.6141,-2796.0667,-5838.8803,4203.2427,-1041.2164,-2782.6348,-1247.1527,-1095.9044,-1836.9174,2927.2763,-5976.2162,-4008.5845,-3271.3394,-3084.7872,-2275.3105,-5006.7437,2686.9099,3777.5725,3735.7728,-6420.6572,-6547.7822,-5338.1053,-189.5167,-4141.2987,724.1986,1425.4829,2735.4970,4628.5840,-4535.2480,-2738.2712,4465.0882,6545.2934,-5631.9361,-6816.8429,6007.4785,-2423.7328,-4355.7337,-2975.4476,6200.6527,-3265.4645,596.1280,3935.7592,-4936.5976,-1380.3515,3131.3526,6292.3257,4724.0044,-5741.6788,240.5098,-3983.0127,1330.8287,-4301.5215,3496.4836,-4596.0868,3056.0435,-2735.3821,-5019.0892,-5735.8852,3956.7071,4078.1696,6878.9506,-2954.8983,964.3225,3930.1463,5307.5582,3869.2717,-2980.9346,-4166.7688,1325.3430,234.6978,5431.0660,-4194.1923,-90975.9871,-99572.3586,-82968.3612,-84535.7018,-83447.0752,-84079.7688,-92517.0373,-88616.5273,-73597142.6647,-73588968.7326,-73585143.6829,-73587666.1264,-88470.4274,-73580641.0607,5526.1297,-2244.3534,4002.2614,4723.2277,-3905.5606,-4889.1459,-6537.7966,4410.1867,-4477.3295,-155.1776,-3672.5844,4088.5698,1176.9691,5149.1540,-3267.3144,3441.6439,1825.0901,6092.3921,-4085.1079,4829.8208,2951.5515,-3476.3656,-328.0763,-339.0567,4226.0265,-4238.4269,-5304.6957,4231.3030,-445.8361,-3277.5868,-3727.5025,5482.5150,3530.4111,-6375.6178,1257.7814,1009.6665,-4535.4630,6113.6000,-2755.9682,3953.3691,2499.3552,1744.4797,5997.8850,-4178.0546,5127.1773,2055.0309,-5757.0297,2178.6598,1828.3870,3442.3794,4782.4863,-5502.6914,-5461.2930,-709.8356,-497.9007,4345.8686,3269.5456,-4720.8828,4580.4407,-403.4736,2367.8590,-138.7781,-3110.8453,-3668.3288,5336.3089,-135.2644,2715.3853,3925.8830,3032.5155,2348.6606,4423.8973,1193.8195,-603.0058,-2625.2772,3878.4982,1022.6143,6510.1978,-199.3290,-3477.1566,5358.7996,-5342.4637,-4622.6733,2755.2229,424.8787,4534.7291,-3803.0760,-4872.8827,5227.8221,-401.2117,4723.5209,5503.8425,-3715.8767,4209.7184,-47.4618,5531.9243,-2888.3275,-6811.5650,-6530.7926,3901.7384,-4221.3066,-142168.0408,-145888.4552,-148367.7123,-140400.3358,-142677.8703,-153389.1772,-152868.5987,-145012.8867,42468682.3890,42442174.8668,42457437.4276,42447356.7644,-146547.9165,42456829.5187,
3600.000,-3569.1928,3075.5003,3842.2322,3795.2239,6582.6890,622.2638,4161.3671,-3790.6886,-3758.1817,-3660.4300,-1787.5415,-3275.1759,2421.2985,5938.7273,4977.9198,3242.7561,2087.0531,1413.5518,-5455.9835,-3089.5257,-2262.4051,-1533.5754,-2143.8892,-3273.2877,-4119.2817,1415.5856,-2825.2560,-5402.0403,-3223.6311,-5072.8003,2355.7422,-3730.5768,6857.7272,3202.5723,4885.7850,-3888.8439,3406.8195,-4554.3224,2427.7904,6088.0033,-6292.5575,4758.5775,-3613.8231,5417.5613,-6025.9412,2116.3243,-3181.0975,2813.9011,1782.1139,134.2026,-2400.0643,2926.8379,-3915.0814,5301.9218,-5606.9097,-544.0424,4168.6750,-2115.5585,-198.8485,-3248.4732,5173.3477,711.3459,-2637.4718,-4698.1459,4429.4300,6087.6478,-136.4937,6547.1737,-6688.5262,1797.0664,849.6166,-4407.9098,-5532.5773,-1613.1596,-5037.2879,-3063.1661,-2837.7391,-3386.6828,-6883.0571,-639.1043,551.8482,2377.5210,2238.9957,-4485.1232,2586.9735,3719.5114,1504.7416,-2772.5360,-2062.3358,6118.9071,-5316.6010,-5084.2341,-4334.6638,3561.8465,125.2907,-1017.6034,3341.2382,-2860.0346,-3634.0209,1388.8989,-310858.0925,-342533.5255,-329385.4095,-324985.5617,-333679.8302,-330231.1402,-330160.9681,-327723.6250,66319011.8728,66281023.5605,66334749.5928,66330486.0719,-328756.1404,66321800.5551,-4382.9765,-6053.7265,1631.8621,4700.7435,-2030.0214,-4461.6330,2935.3447,-3908.9662,5464.5926,-4533.6732,3760.9160,6004.0641,-4416.4818,2855.1903,-966.0227,3875.7707,-4692.0293,-3252.1917,4264.4218,6005.6926,-6391.3546,3872.6355,4679.4252,-5245.1121,5347.5193,-6574.5552,-4080.2770,4099.6496,-4839.7087,4592.8257,6502.3142,-4837.9975,-614.0416,5080.6596,-1046.4262,2855.5181,-2776.7966,-4464.9683,6117.3511,3283.9039,1000.2676,147.7654,5397.0887,4065.9464,-3296.7644,-4109.1399,-5884.2312,5924.3608,4185.9592,6814.8773,3725.0697,5298.1676,3568.9409,-2734.0571,-433.6434,-2385.3882,657.5167,5848.7086,-6513.7449,-3851.8844,4440.0326,5643.0847,-4268.2738,5086.3556,2425.0761,428.8548,-6718.0595,1995.9332,1772.8021,-4889.4093,6614.2230,3427.6976,208.7592,-4084.3456,-1091.5018,4954.3397,1472.4596,4411.6128,278.7947,-1029.2659,-6373.3714,5466.1822,-4609.8582,4300.3556,3447.4477,5821.8235,-6598.5515,-4129.1642,-5420.2643,-335.9043,2756.1119,581.0840,-5151.8216,-4369.5665,5763.8080,4178.5323,2561.3040,1476.8831,-5621.5972,4002.2415,-173465.3866,-191067.8182,-170444.3735,-173224.9897,-171542.2406,-171691.4847,-179802.9809,-175838.0576,-58381210.7207,-58383014.5246,-58362581.7898,-58365972.0103,-176490.3721,-58363993.0207,-3994.5882,-1422.4399,-5402.6884,-3413.3858,808.1409,5244.8432,4723.1467,-4300.8794,2026.4524,-3549.3889,5520.7270,166.0661,-4748.4020,-2133.3951,4724.6808,-4652.6257,-4488.4192,-5987.6584,121.0423,-1166.3769,1354.6739,5513.3191,-4662.6934,-3148.8218,-1257.7509,1130.2721,4808.2986,-1463.0249,-3738.7903,-1011.3929,503.3950,-3251.7225,648.5673,3491.3689,-4790.9720,-4828.4407,5210.8357,-2786.6007,-2245.2131,69.7365,2745.9942,-5024.5519,-2485.5945,1121.3720,-564.8637,-5154.0970,1879.6371,2182.8872,-5132.8839,275.5923,-5317.7158,3352.3434,4437.2022,-3511.6794,-3898.2687,-6536.9663,-5489.5364,3063.9250,-2377.0693,4544.4484,1264.6625,-3941.4760,4675.0060,415.8405,-4730.9098,-3299.3198,1623.0241,354.9420,464.8739,-4582.1160,-1913.5311,-4116.9176,3973.2085,5334.6048,-4642.6578,3783.6209,-6168.5821,4113.4413,-715.9346,-6839.0972,2632.0806,3314.3440,-4677.8861,3068.9342,-5420.2275,639.7975,1423.3392,-4755.1542,-3762.8623,-3250.6684,-3483.8448,4502.3735,-1098.3528,4009.5421,-3831.2265,5407.0559,5512.3604,6141.0638,-76.9338,5339.0239,-143248.3457,-147082.6416,-148464.6528,-143116.3111,-142073.5312,-152011.2430,-155713.6805,-148858.4949,42478041.0427,42450600.8551,42474298.3434,42461902.3394,-147582.0436,42467403.6263,
7200.000,5748.2255,6.8836,-5919.6200,-6048.2745,-5088.6195,2432.2349,-5940.0696,6428.1732,1816.7035,5062.5843,-2039.5699,658.6498,1918.6681,-6414.9642,-3874.2591,-6229.4117,2534.6734,-947.4142,3346.1678,1054.2268,3358.6859,-2527.9279,928.5171,4768.3466,1674.8286,1297.9006,5720.3339,3641.4736,4052.0843,2310.7764,-4034.8603,5418.6675,-4808.3053,-3760.6968,-1725.7391,-665.3883,-1888.0785,4792.7564,-2113.4982,-5489.7800,2482.6881,-2695.6331,3512.9960,-6105.0829,4824.0807,2281.3185,3060.0080,-3709.8834,-4847.6362,-2785.1317,123.2013,-4734.1596,3261.5805,-1510.7900,2738.2503,4665.5386,-4079.7913,-61.0787,2456.8031,4364.0305,-5391.2538,-3341.4047,5924.9121,2358.0864,-6774.9054,-4144.3725,2123.2822,-5230.9455,4625.8873,2266.1330,-2983.5588,725.2081,3137.4138,4891.4898,5958.7970,-129.6339,6597.6476,-775.5162,4935.7449,-2455.4588,1017.4439,-5137.4620,1653.5861,749.6725,-5971.9486,-4999.5131,115.7563,5735.8471,3789.9413,-6314.9298,5066.8773,4740.8078,5595.0267,569.1252,-2090.7607,-3308.3783,-3279.2857,6595.0270,5048.6129,-5369.7976,-257234.1061,-283755.5775,-272816.0035,-269861.7795,-278682.9336,-275414.5536,-274805.2212,-274447.8400,79214637.9417,79183946.6566,79225315.1902,79224441.1277,-273565.4252,79217620.8106,3847.5153,5502.3685,1983.8910,-3398.2338,3814.2679,6028.0107,-3607.4601,2063.9375,-6491.5485,177.2836,-5280.1824,-5260.9712,3951.3222,-1361.4432,4679.1686,-1177.6331,5104.6144,6457.8641,-4647.0825,-5885.8374,3626.9119,-4932.8826,262.1348,1733.8127,-6130.9436,6070.6483,3654.7139,-5479.4368,823.6316,-4572.1559,-4764.2183,4174.8890,2223.6411,-5681.7060,4069.1561,-4578.2278,6238.8024,4547.5081,-2994.4287,-1056.9135,978.7518,3740.3694,-5449.5074,-1598.3774,2194.7697,4165.4359,5443.3808,-2649.0983,-620.2208,-4937.5069,-6440.0596,-4984.7076,-6064.3200,3876.0970,-3096.4838,975.3951,3587.0987,-6922.6498,6360.5500,-1003.1862,-1359.4041,-2446.4642,1727.5178,-5750.7121,-782.1483,2918.1484,4316.6110,428.3065,-3614.1096,5160.2113,-6009.8920,-5187.6949,-4202.5805,1205.9215,-2421.8628,-2622.2989,10.9963,-4115.0848,-1953.2813,4903.9429,6634.5342,-4466.1817,5579.3382,-5028.3845,-1906.9256,-3838.6825,6283.2827,3638.7156,1690.6282,2860.3550,-4664.2197,-4514.4887,2663.2438,4136.0711,-6588.5137,-3997.7488,-6034.9750,2.4196,2155.8081,-3397.8469,-244582.1309,-270226.1579,-246884.5351,-250848.8240,-248383.7817,-248855.1665,-255259.1312,-254058.9198,-39153085.3803,-39162695.6514,-39129421.4246,-39130302.7791,-252974.0915,-39134858.5672,-57.3305,4213.9464,2741.6426,33.4113,2759.6312,-2388.7680,-221.3104,1585.4286,1627.7919,4555.8382,-3993.6112,-4329.8152,5332.9793,-2228.6038,-3353.5006,2628.9904,3731.6697,2387.3293,3885.6423,-3353.2190,-4843.0587,-4147.8295,6864.2330,4719.3677,-2601.8179,2814.2363,-1341.7747,-2205.2326,5524.3262,4635.6145,3008.6161,-1037.2562,-4453.1934,1370.1478,5310.0395,5002.1573,-2032.6557,-2187.9724,5893.9273,-4081.0266,-6416.5660,5146.0860,-2517.2645,2694.4067,-4413.0551,5019.7290,3040.8781,-5206.3679,4795.4454,-3804.2624,2511.8453,827.7503,-672.8607,5516.6826,5437.5620,5079.2810,4273.8292,422.3544,-1277.9035,-5110.9997,-4150.7063,5528.0947,-3009.4436,3070.4233,1136.0129,4724.3459,-4973.6692,-4414.4783,-3699.7611,4032.3089,-1767.2154,4535.1736,-4366.2454,-4747.7941,2583.2186,-6444.2825,2159.3920,-5519.6924,4437.1232,4244.7708,1679.4670,459.2756,3765.9594,-4719.6229,2921.0364,2890.6007,2883.2814,1062.7706,5513.2730,-203.3103,-715.7129,-1922.7474,-2859.1610,-5529.6371,-285.6610,-4581.2265,-1014.9145,-2175.3544,-3836.5763,-2494.3248,-144359.1212,-148268.8012,-148313.0915,-146772.4855,-141956.1936,-149701.5366,-157807.3253,-147439.8514,42486726.4365,42459126.7300,42490016.4049,42478868.5529,-148604.2060,42477993.3760,
