sl_100_5400_20250626 Coordinates.csv
2025/06/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:04 2024,
Start: 2025/06/26 07:47:00.00, Stop: 2025/06/26 09:17:00.00,
TIME_UNITS,STARLINK-4714 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-1590 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-2745 - X-Coordinate,STARLINK-6176 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-31999 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-32101 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-32155 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-31311 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-1371 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-3322 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-5396 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-1590 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-2745 - Y-Coordinate,STARLINK-6176 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-31999 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-32101 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-32155 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-31311 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-1371 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-3322 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-1590 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-2745 - Z-Coordinate,STARLINK-6176 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-31999 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-32101 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-32155 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-31311 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-1371 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-3322 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,523.6151,-1148.9630,1340.4459,4168.4225,6934.3113,3343.1931,1654.4938,6102.1893,-5929.2679,-6766.5337,-590.7773,-785.3304,-4871.3564,76.6747,2001.1960,5125.9650,-2887.7702,6873.2039,1146.1725,2552.6485,-4852.6400,-6305.0158,-3587.6337,-497.3547,-3251.5298,6442.1311,-6273.0935,-5686.8431,-1699.0866,6592.6440,4510.3880,5266.9417,6184.5951,3864.7073,-4993.9041,1689.7198,4997.7079,3812.4033,859.1311,-2408.1111,6033.4508,-3568.7217,-4270.6194,-4304.5698,2788.2546,-6570.7606,-2888.0944,4171.4972,-5182.5071,-2879.9209,-3410.4545,-2782.4167,6287.5516,-1151.5625,-3764.9323,-2296.0220,5065.5510,3693.9495,398.2985,-2692.6363,-5830.6967,-5699.6357,-4760.7939,-2684.4820,-5637.0999,3016.3851,-2936.0515,-6771.5336,355.5262,-3551.4272,-5864.6529,2608.8009,-2591.6682,3039.0731,-649.6948,-4839.1666,4306.8033,5856.6066,4179.7088,-1823.1433,-4066.9841,5229.2564,-1474.9540,-6410.2998,-4533.6870,4703.5371,-3213.2136,3244.1746,706.9148,-6322.6959,5196.0176,4411.5507,3850.3808,1725.3175,4517.0464,-4085.0080,1286.2046,3764.0043,-6653.0704,474.1591,-80370.5677,-52004.3259,-73304.3039,-76648.9683,-69933.5122,-72684.1406,-67801.4574,-72206.4948,163003601.3054,163026439.9177,162975687.0877,162980938.0769,-71385.5731,162985190.5022,-6414.3631,-3982.7824,6647.9873,-1656.6267,224.4487,5589.1696,6702.6013,2121.2720,-3002.7554,1479.4456,6503.9535,-5647.4853,-4634.7275,-5202.9639,6265.8015,4240.4355,3929.6318,216.2932,4864.0350,-4889.5119,-2612.6476,-1801.8792,-4709.9506,5753.8638,-5606.8227,1886.7850,350.4431,-3370.4093,-3925.5797,953.9537,5266.3954,-348.2711,-1656.7320,-3595.9931,1213.7982,4513.9217,97.7259,1450.4752,-6281.1436,-6152.2492,-1160.5527,3630.8289,-44.0133,-1094.8846,3230.5305,-630.0691,4685.6076,1403.4644,4374.4959,2127.7293,4446.7641,4846.5213,2294.4006,-4632.2299,-5768.9417,5628.5886,3232.4581,-5771.9014,5157.3738,-5526.7210,2522.6459,-3837.4104,3211.6375,3157.2866,-2274.2009,-4878.6740,-3139.0961,954.7450,4585.4183,-5340.0186,-2563.6086,-6286.8321,3268.0584,4702.6784,-4826.9396,3690.0043,4238.0090,1834.6361,4939.5954,-5208.8992,-4824.5703,-4448.8530,4628.6201,635.0816,3461.9569,-2153.4366,-271.6082,-3025.0502,-5022.0394,-2681.5834,313.6433,-1066.7070,3584.2137,-4304.9997,4883.0654,4392.8002,6589.3430,-4606.1167,746.9295,5406.2690,332976.7711,324486.2593,316714.5317,320735.2454,315726.9598,317912.6760,324901.2756,322567.7515,225389961.3809,225371665.0391,225389805.8307,225382667.1678,322340.3556,225385127.7845,-2539.7027,-5539.5063,-1047.4295,-5186.2839,-482.2281,-2325.6425,83.9790,-2477.9375,2023.6282,330.3547,-2354.2907,3905.2340,1525.2323,-4581.7163,1773.0428,1966.6968,4683.8245,-908.4451,-4793.6069,4192.8964,4200.9135,-1960.4085,3593.5939,3829.6455,-2130.7791,1351.3513,2887.2729,2023.7948,-5436.6624,1694.1669,63.0297,4488.6941,-2627.9925,4314.6101,4632.8901,4960.9845,-4835.2321,5240.5349,-2817.4948,1578.0850,-3184.1591,4700.5650,5427.1926,-5138.6471,5312.2116,-2052.1484,4214.6062,-5248.4064,-1391.9310,5948.3208,4078.2197,3958.2217,-1714.0827,4995.9300,569.8966,3358.3864,-3506.1265,391.3778,4096.4636,3165.0957,-2709.9121,-1024.0027,-3918.7841,5529.4702,-3259.1136,3886.5654,-5422.8137,-1018.8462,-5168.9905,-2342.3065,-2584.5628,-1340.6995,5527.2800,4042.2200,-4912.7095,3316.6598,3377.7410,3012.0611,2194.2632,-4208.3643,2911.0358,-890.6489,-4795.3666,-2529.6039,3732.0229,-4625.7852,6147.2529,5290.8326,4714.8658,-801.6826,-4560.1473,-5246.9078,-4282.3832,5121.4226,-1538.0378,3500.7001,1554.5378,3555.5157,1722.8832,4292.6001,171050.3323,168099.8661,165696.0334,173028.9654,171442.7848,160729.1446,160606.1622,165644.7170,52311844.5689,52284995.5673,52315231.7142,52310153.8885,167244.4702,52304424.3773,
300.000,-738.5178,-3159.0080,2516.6914,2620.1979,6745.7853,4569.1836,2744.1437,6804.3632,-6464.8306,-6192.9730,-923.9620,-2138.2866,-5200.3884,-1570.4102,3503.7800,6189.7159,-1837.2181,6392.7196,2982.2917,975.1573,-6016.0539,-6810.9150,-5198.4581,1296.6838,-4254.0637,6123.0210,-6593.6806,-6485.5800,-3367.7979,6869.5480,5413.5799,4492.2417,6169.7413,1957.6954,-4530.3270,3059.1818,6136.8397,4028.7334,-907.3785,-3306.3762,4732.3849,-1798.9174,-4545.2022,-3936.5653,4549.2190,-5854.2184,-814.1357,5203.0988,-4407.6077,-746.9307,-1391.0708,-858.4104,5997.1215,-2708.7709,-4662.2231,-1886.0400,6078.0876,2293.5943,1963.1229,-3490.3195,-4401.2278,-4877.9860,-3113.2708,-879.2301,-6595.7284,1619.1572,-4010.2900,-6006.7399,2212.1024,-4771.9350,-5525.0618,1191.6436,-866.5378,4649.2663,-2497.5819,-3080.0009,4537.8738,5531.4302,4597.3291,-3406.5545,-4950.0599,4008.3545,580.2887,-6588.4419,-2703.1045,3366.7933,-4540.9797,2204.7918,-1419.4080,-6291.7163,5943.8618,3098.8176,5418.8336,-409.6476,5648.4387,-4045.7502,2505.1384,2600.0454,-6623.2337,2385.5027,-87472.8526,-58752.8350,-80166.6885,-83364.8822,-76640.7162,-79399.8508,-74611.3439,-79317.3720,158044398.3593,158067329.5846,158016508.3811,158022280.7987,-78122.5115,158025921.2600,-6829.8993,-3198.9835,6334.9381,-3170.8672,-399.3198,5157.3821,6102.1718,1003.7924,-2549.1144,2879.6664,5365.6458,-4304.3247,-3230.0590,-5874.6987,5838.7244,3099.9966,5478.3792,-1309.0294,5076.4827,-6033.2623,-1047.4169,-636.9002,-3892.3294,6236.5684,-4130.7543,498.6012,1704.6439,-2387.7521,-2530.4421,-262.4975,4029.9368,-2347.0628,-2998.3318,-4591.1671,3252.5466,2902.3424,-807.4305,-764.3611,-5672.1127,-4983.8211,-2332.7171,4858.7451,2023.1027,1051.4177,2122.4412,721.2994,5049.1758,-349.4889,5320.8391,2339.5867,4965.1512,4617.4641,851.4933,-3191.6432,-4951.9214,6541.9129,3006.2500,-6366.7416,3835.4693,-3964.1340,3369.3986,-3809.5011,3100.5640,4354.4940,-1168.7409,-6123.4887,-1249.0463,2076.7959,3512.0908,-4845.9924,-961.6235,-6830.0322,4541.5313,4397.3743,-5197.0092,4547.3000,2456.8576,-67.0675,3417.3778,-3828.5176,-4800.6236,-5008.5674,4150.0236,1955.2381,3969.0722,-3839.3564,1169.8397,-4764.8567,-5170.6507,-1353.7893,-1295.9521,-2770.3433,2841.4078,-4130.1249,3833.1991,5432.8866,6417.1518,-5975.9039,1986.1333,4487.7174,331267.5243,323319.9524,315210.7134,319250.4210,314171.6870,316315.1309,323357.7241,320797.0458,228899805.3384,228882355.2185,228899016.8095,228891840.0983,320812.5232,228894906.8687,-810.5939,-5259.1713,774.6256,-5486.4827,1634.5684,-573.7042,-1710.2479,-741.9331,-78.4488,-1208.5327,-4308.5530,4963.3309,3166.5076,-3329.2447,252.9471,475.3907,3514.9525,-2356.2449,-3644.6011,3266.2645,3278.6308,-171.4655,2411.7444,2732.0560,-3376.4380,3019.3270,1207.2866,246.3736,-5487.5690,-104.4353,1584.2740,4723.5824,-909.4535,4643.8104,4096.6355,5481.1881,-3169.8610,5223.6432,-3891.5381,3215.3381,-4479.4311,4600.9854,4791.0667,-5434.6722,4609.0894,-3606.5561,4678.4856,-4440.6461,412.9190,6492.2846,4629.5218,4981.2342,-3325.2739,5495.7071,-1244.1918,1381.3877,-1551.5648,-1156.5669,4995.2664,4459.4068,-4122.3452,-3157.5501,-5389.1812,5293.0690,-1638.4630,2811.9158,-5499.3796,-2726.0211,-5536.1354,-584.0563,-4025.9675,192.8877,5154.8202,2601.0809,-3821.6396,4224.5146,4610.9087,4014.4118,3720.1875,-4680.9035,879.1893,-2607.3054,-5388.9594,-804.0070,4835.5048,-4699.7432,5119.9875,4485.3422,4382.4214,-2532.3191,-3298.0651,-5554.7630,-2926.9213,5522.5908,-2.4593,1544.5278,-252.1578,2361.3120,-73.4913,4694.3580,171029.6038,168045.8341,165730.4084,172868.3393,171548.0529,160866.8060,160394.3806,165830.8823,52308566.8496,52281762.2137,52312557.1919,52307350.7880,167203.5497,52301356.9697,
600.000,-1918.1895,-4872.2189,3444.5914,845.4488,5872.8328,5335.1997,3578.3230,6828.9480,-6343.1935,-5016.9693,-1097.0897,-3329.8664,-5036.2610,-3033.3954,4645.6212,6653.1060,-631.8033,5298.5531,4501.4653,-668.4995,-6610.0118,-6615.7602,-6298.9947,2944.5510,-4856.7308,5190.7385,-6263.3248,-6637.3653,-4742.9314,6449.9478,5803.8003,3323.1363,5546.8956,-133.3426,-3665.5157,4178.2638,6666.9105,3855.2589,-2615.9590,-3893.7397,2974.0108,117.7893,-4418.0485,-3217.2122,5854.5922,-4569.2414,1340.0116,5737.4999,-3191.4895,1458.8120,762.9170,1179.3279,5128.7129,-4045.1347,-5106.3838,-1302.0162,6466.8340,654.2510,3353.1082,-3991.5211,-2530.2536,-3552.5487,-1128.4535,976.1367,-6892.2138,91.2892,-4742.0791,-4644.0449,3886.4562,-5493.2242,-4664.5093,-342.7929,903.9134,5782.3534,-4072.8138,-1022.2069,4368.6461,4677.3581,4579.3865,-4697.7674,-5322.3415,2374.0556,2600.2443,-6114.9923,-585.2528,1740.3780,-5448.7843,994.7634,-3398.1892,-5648.7232,6123.7760,1528.0415,6411.0394,-2516.0523,6204.9367,-3612.1704,3474.6991,1206.8218,-5933.2767,4091.2408,-94537.4640,-65476.4484,-86994.6680,-90047.8861,-83314.7383,-86079.4336,-81389.1205,-86298.4210,153009635.7031,153032640.3994,152981803.0282,152988121.1393,-84826.8529,152991094.7241,-6567.4820,-2155.6173,5372.5864,-4410.7629,-1004.2055,4216.1187,4887.3366,-205.2280,-1835.3083,4012.3049,3649.3825,-2555.7913,-1479.8029,-5990.4199,4815.4508,1664.0440,6450.2234,-2729.9862,4821.3363,-6605.7174,590.6975,591.7134,-2719.3517,6131.3164,-2229.7152,-971.9977,2876.4901,-1169.9651,-932.1223,-1453.4634,2393.1225,-4138.9800,-4033.1180,-5161.8962,4973.2199,1035.4601,-1591.0386,-2886.3008,-4538.3531,-3284.6730,-3323.1391,5651.1236,3870.0347,3103.1398,844.5551,2039.2798,4969.4241,-2029.6848,5741.9665,2399.8339,5047.4987,3966.9112,-708.1957,-1472.7003,-3633.2872,6785.5090,2494.2055,-6330.8347,2106.2304,-2005.7160,3926.9102,-3332.5666,2743.3169,5165.8467,35.5052,-6780.8053,734.5348,3023.0781,2141.8047,-3854.5160,770.0405,-6712.1670,5408.3923,3679.6752,-5086.5623,5004.7594,415.0288,-1987.1593,1524.5716,-2106.3210,-4297.5805,-5096.5627,3300.1827,3072.6298,4119.6739,-5184.1535,2438.8825,-6042.3644,-4858.6400,133.7377,-2746.7749,-4244.2315,1832.4151,-3605.9094,2393.1718,5909.2438,5598.4522,-6766.0703,3028.1860,3169.4410,329405.1458,322013.2651,313568.6740,317626.4293,312479.3633,314579.7476,321669.2943,318872.4311,232300547.6998,232283941.7498,232299125.2998,232291961.2632,319143.9332,232295581.3792,1005.8866,-4414.2313,2511.0516,-5182.0155,3577.7922,1240.1533,-3319.2491,1074.0221,-2172.2171,-2618.1765,-5804.5461,5486.0993,4463.0946,-1720.6833,-1295.6936,-1066.7225,1941.5609,-3552.3818,-2104.5041,1989.7723,2005.3796,1636.5471,971.1580,1341.8832,-4243.4962,4351.8092,-602.9165,-1557.6613,-4949.3061,-1891.5971,2935.8174,4453.0257,907.0146,4451.6560,3120.1209,5412.3251,-1168.5393,4574.1868,-4550.5480,4486.7605,-5293.7861,4009.1763,3637.6279,-5114.6340,3387.9860,-4772.1606,4642.3944,-3141.1052,2173.3014,6347.2953,4685.6749,5452.2520,-4577.1361,5403.0577,-2923.9923,-742.6518,567.4449,-2577.0018,5275.3985,5273.1573,-5089.4711,-4955.6019,-6289.6277,4486.3482,160.4067,1436.0122,-4986.0126,-4139.3438,-5309.2772,1239.6827,-5031.6463,1705.8205,4230.2133,878.5616,-2319.3287,4680.1845,5348.9115,4569.1760,4830.3536,-4655.1658,-1246.0951,-4043.9770,-5380.5782,1008.1797,5395.6897,-4273.2838,3548.6029,3195.0158,3580.1853,-3989.9981,-1681.2886,-5271.3193,-1237.3138,5328.4204,1533.3793,-575.9968,-2031.4104,914.2174,-1861.9600,4591.6985,171008.2070,167991.6334,165767.4692,172702.4753,171649.5583,161010.0743,160188.1911,166116.8052,52305285.6705,52278529.3653,52309870.1727,52304496.0624,167162.5103,52298289.3623,
