sl_100_5400_20250415 Coordinates.csv
2025/04/15 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:18 2024,
Start: 2025/04/15 07:47:00.00, Stop: 2025/04/15 09:17:00.00,
TIME_UNITS,STARLINK-4617 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-1925 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-6217 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-3791 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-1913 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-5095 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-2452 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-32317 - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-1487 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-6131 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-3132 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-1925 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-6217 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-3791 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-1913 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-5095 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-2452 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-32317 - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-1487 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-6131 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-1925 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-6217 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-3791 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-1913 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-5095 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-2452 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-32317 - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-1487 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-6131 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-437.5172,-207.1776,-6272.6438,-6019.4534,-5782.8266,5536.7195,10.0945,-4181.4006,-5743.2941,-2584.5915,5190.1324,5493.0657,6184.2778,2002.6288,4609.7922,-1431.7624,1426.5557,-1777.9420,1316.6276,-5854.8146,-3937.2600,-6287.0534,6783.7153,4015.9454,5154.7556,-5489.6175,-4025.1334,-1241.9493,-6129.1669,4238.6695,276.8369,-574.3800,-5450.7853,4785.3412,-385.6310,1722.0935,-795.8416,-364.4691,-974.6816,1752.0060,-1384.8593,898.2664,-2979.7371,-2521.5593,-4122.8819,4772.2570,-4042.0328,4335.1351,-5950.2931,-6240.1515,-4641.9276,1717.6117,205.1420,-2210.7228,-5702.2412,-5833.7211,4923.7736,4783.3356,4719.1127,-2527.8875,-3343.2295,983.7907,3660.6838,4527.7017,3646.1073,-4832.4126,1318.2375,3494.8017,-2119.4986,-5555.1233,5443.4174,-6473.3291,6735.8938,4518.6819,5178.1142,3861.1702,-5276.7584,-2812.8092,-3109.3620,270.0943,4327.5150,-1148.4417,2107.2699,5850.5211,4441.6765,-1182.8946,-4114.6526,-610.0536,5239.5551,5967.4329,-5649.1384,6017.8940,1451.5185,-4549.7457,-6630.1379,-2775.9552,-6151.2832,6350.7576,5890.0194,-809.2645,19297.6868,29168.3858,16747.7088,19367.5249,16902.9923,18086.1813,26260.3070,22907.8418,166401894.6415,166388162.2656,166394636.9722,166393266.0793,22630.7567,166386101.6240,-813.7868,4147.7810,2764.1089,1010.3353,2681.5070,2772.4181,-4697.9335,-941.9840,3226.0751,5889.7154,2319.2757,-3855.3797,2944.0692,3718.5774,-127.1985,5651.5134,-5721.3702,4345.5262,5847.8760,3199.9124,4045.5237,2067.6429,-948.4242,-5428.8715,1656.7775,2802.3615,-3639.4291,-6185.0303,-570.6460,5364.1857,-6078.9688,5199.7838,2626.9929,3119.3287,-4224.0972,-6640.7724,-6537.5460,4392.0084,4119.4462,-4022.2797,-5817.4263,-6455.7645,6133.3268,-6396.6904,-4218.6112,5003.6976,5637.8352,1318.9937,-1372.2454,-2963.6280,-2243.2807,3791.7014,5339.8769,-4958.7368,-3626.9763,-1741.2701,-400.6303,922.5621,2419.1705,-5803.4990,5099.7236,5821.6007,5814.6086,-4326.9652,3934.3768,-254.1461,-4239.5417,2602.5408,3826.8979,3484.2308,611.1886,496.9771,1064.6139,4223.9175,783.1315,3156.5865,-770.7504,-4921.9116,-5982.5268,6730.3456,-257.5169,5447.2058,-5503.5350,-2825.0967,1465.5865,3894.1642,-5331.8468,6153.8123,-3945.7746,-3483.7269,-2583.1435,2237.5285,5455.1944,3624.1332,-1420.1222,5744.5850,-3235.9018,2732.9269,-3623.1775,-6487.9880,-361479.9498,-394492.3525,-376080.7935,-371175.2393,-379115.3402,-375696.2432,-378125.7000,-376704.9829,57256452.9406,57204192.7998,57259642.2425,57252912.1030,-375535.8930,57251714.4197,6870.0793,5514.3101,-389.5101,-3260.5787,-2730.2074,-2636.2074,-5064.4657,-5442.4705,1765.6807,2586.7655,-3945.9040,-1221.9907,-904.5407,-5482.1990,-5148.4708,3374.1470,-3657.3674,5072.6215,-3458.8434,-1828.1978,3653.1437,1994.1631,-468.6606,938.2656,-4158.0642,-3160.8539,-4326.3773,2873.8671,-3161.4783,-1259.6971,3266.3887,4543.5678,-3350.6163,-3938.4372,-5450.3139,1007.5766,2163.5181,-5344.8865,5457.1130,5336.4835,3495.0267,2360.2872,174.0645,-758.2456,3601.6731,-242.6661,86.8669,5218.5658,3129.4639,314.4378,-4617.3724,5513.9957,-4404.3161,-4310.3340,-1479.7677,-3358.8119,4830.9843,-4918.7181,4288.0539,-2808.9745,-3313.4598,-3609.2072,937.6697,2968.9723,4383.7326,4934.0948,-5093.7924,5245.3930,-5122.4800,-2270.2286,-4070.5419,2382.8921,953.3668,-2752.4799,4506.2739,4642.3691,4234.4760,3984.9800,1031.7103,-1584.4785,-5400.0802,-3948.2145,3600.0184,-2372.1422,-5005.1742,5346.6460,-1659.8567,3126.8858,-2209.5844,-354.3660,-2801.0031,2566.7857,-3837.0341,-3812.1345,-1463.3300,-2726.6826,30.1115,-79.3054,-57.4979,-2260.1676,-149711.2167,-151320.6825,-153333.0566,-145696.2477,-147601.6180,-158321.8177,-158145.8399,-150320.4542,73480452.0031,73458208.9772,73455641.9102,73459085.9972,-151653.2030,73468389.3505,
300.000,1607.0974,1930.1923,-5275.2856,-6258.7513,-5303.7457,5251.1055,-1888.4634,-4060.6722,-4346.6914,-753.2098,6347.9179,4555.8037,6602.7343,3616.8089,3618.9005,265.5055,-227.5924,349.3179,2479.3725,-4555.9756,-2039.6501,-6065.8805,6134.9886,2716.1229,6009.9394,-3919.7863,-4812.1889,-2912.7906,-6708.9557,4748.7003,-1077.6596,1543.8147,-3858.8617,6064.3839,-2437.1352,117.9466,-2374.1948,1722.1571,1015.7860,65.2137,-3168.2874,-655.8773,-1455.0675,-3449.4970,-4390.6520,5359.4766,-2623.1238,5365.0785,-6614.2607,-6517.5131,-4373.5194,3518.5976,1808.9654,-3914.7391,-6393.3838,-4811.7010,5409.0201,5715.9738,6023.6820,-3372.9801,-2072.9121,2482.9988,4864.5802,2737.1040,5257.8674,-3882.8374,-845.9258,4073.1030,-601.9142,-4840.4806,5946.2126,-5462.3521,6831.7607,5703.3434,6067.6544,5078.2413,-5806.6984,-4592.1116,-4202.7346,1483.7661,3535.9709,636.2862,333.4149,5538.1344,4085.5709,1017.9247,-5345.7459,1044.3515,3765.8616,4986.2211,-5567.5825,6770.8465,3329.5928,-4717.9488,-6934.2084,-1406.0120,-6117.1895,6489.9822,4981.2793,-2097.9763,26864.1894,37449.9647,24649.2555,27346.2586,24816.9044,25954.6430,34156.3431,31137.9020,165115950.3665,165103240.1964,165108550.2557,165107226.9255,30561.9958,165100171.5995,-1765.4081,4241.2334,3967.6931,2449.8499,4259.5137,1106.5239,-3725.8224,1228.1081,4249.5509,5796.4496,1202.2275,-5064.1350,1809.5764,2260.6928,-2027.9749,4920.8040,-6469.4032,4163.3155,4463.2782,3925.5844,4275.6681,3311.4126,-2377.7677,-6224.4121,-116.5947,3570.2361,-1673.2770,-6108.9905,741.9011,5000.3425,-6623.3582,4833.9619,3438.1962,1742.2168,-3494.6438,-6485.9330,-6478.2205,3809.5823,4789.3861,-5175.7609,-5723.2543,-6842.4950,6441.7887,-5454.9811,-2395.2322,3884.1855,6216.1277,-390.2583,225.1357,-1771.9991,-215.4272,2574.5945,4137.9134,-4895.4724,-2618.0249,-636.3449,-2199.3583,-720.0848,1282.7019,-4355.4424,6297.0665,6121.9429,4907.5903,-4955.3774,2745.2978,1630.1739,-3964.2835,494.8691,5181.1905,4903.3456,-1268.2725,1733.9444,-148.5470,3493.5887,-740.9225,1379.0044,1155.6933,-4269.9546,-4767.1450,5945.4900,-2280.0183,6137.8104,-4989.0284,-4093.1515,-644.1391,4088.3351,-4414.9383,6607.2357,-4448.7817,-4305.4740,-687.9973,1135.3263,5283.3709,4738.5806,72.7814,6660.4483,-2518.2210,1490.3242,-4467.7953,-6571.3243,-361074.3729,-393761.4998,-375353.3880,-370578.2421,-378553.9510,-375136.4410,-377459.8618,-376311.9238,60879846.6410,60827761.6749,60883623.7146,60877025.9546,-374935.2169,60875185.3080,6508.4794,5094.4816,-1894.4436,-1641.2016,-1339.4747,-4062.5899,-5501.8559,-5476.4354,3086.9398,3723.9176,-2475.9693,328.7967,913.5880,-5449.4184,-5528.2787,4589.4353,-2495.5393,5505.8637,-4672.4622,-3421.3738,4769.3047,214.7432,-1966.7652,-619.1105,-3235.8032,-4458.2691,-4712.9815,1510.0411,-1520.0000,865.5850,1643.7121,4717.6327,-4596.9363,-2884.0991,-5434.7479,2443.3177,692.3337,-5523.4716,4873.1704,4577.6535,2282.3383,913.2990,1699.0011,-2492.5591,4767.6033,-2019.6896,1606.4033,4342.1804,1818.8362,-1491.8852,-5359.6096,5360.1065,-5249.8190,-2958.1933,327.0301,-4979.0466,3698.0609,-3837.2168,2934.4489,-4197.8863,-2048.8213,-2055.6959,-606.8095,3995.7826,3581.6912,5478.9602,-5406.1290,5446.5540,-4261.7738,-811.6987,-3098.8916,3867.4271,-863.2491,-1040.7133,3224.4473,4328.6558,3365.7852,2953.1383,2471.3176,-3216.2090,-5499.9433,-2914.9919,4760.7828,-624.6093,-5460.8144,5235.5296,-143.4407,1816.8521,-3733.6796,-2119.6221,-3869.3745,841.0444,-2753.7196,-1907.1793,64.6990,-1335.5598,2126.3038,-1867.0574,1738.0776,-502.0911,-149832.7227,-151420.8951,-153349.8330,-145897.6831,-147536.8361,-158234.0125,-158407.8496,-150760.2812,73481274.9913,73458791.1435,73456807.1428,73460070.2367,-151739.3323,73469163.7132,
600.000,3517.3702,3864.3327,-3745.2152,-5885.7136,-4320.4889,4433.0336,-3634.3337,-3601.1299,-2500.5935,1173.9916,6877.7784,3151.1262,6364.7792,4913.3594,2320.6738,1974.8858,-1838.2733,2454.9281,3447.8164,-2794.3535,93.9369,-5241.3594,4872.9299,1133.7107,6273.3789,-1960.0471,-5179.8851,-4290.1346,-6626.4096,4784.5577,-2306.8790,3523.2709,-1883.9357,6763.6592,-4265.6321,-1519.0575,-3716.4259,3658.3135,2877.4396,-1588.6049,-4630.1728,-2137.8508,232.8745,-4061.8064,-4273.5072,5431.5351,-937.9353,5894.0466,-6622.5069,-6153.3017,-3728.9913,5000.7024,3281.2072,-5215.1769,-6449.4815,-3334.9834,5387.9987,6108.4994,6708.6226,-3931.9221,-621.8906,3716.4440,5602.0217,673.3246,6367.4611,-2597.6346,-2933.2806,4291.1995,937.5933,-3663.6541,5865.7217,-3918.0054,6239.5828,6276.2373,6370.9399,5808.1781,-5767.4741,-5920.1059,-4890.7035,2586.1491,2452.6225,2333.1744,-1508.7627,4678.4939,3372.2327,3100.3204,-6058.0302,2581.6638,1903.6176,3499.0870,-4948.8941,6849.0420,4855.6217,-4426.8458,-6566.4402,87.1916,-5474.7015,5992.0360,3565.9842,-3172.5196,34422.9076,45713.2721,32538.3650,35311.0780,32719.4148,33811.4338,42032.8101,39314.9741,163751107.9924,163739412.8016,163743537.1148,163742244.1492,38477.8996,163735339.6726,-2443.7609,3968.6327,4792.5817,3630.1301,5416.5002,-711.8456,-2434.4875,3280.4621,4869.3838,5169.3843,-6.4106,-5758.2537,484.3938,625.6927,-3762.0447,3695.4877,-6602.6687,3628.6363,2649.4682,4298.8125,4097.0298,4222.9622,-3588.8632,-6387.4288,-1852.4775,4035.6842,444.5086,-5450.3636,1964.1590,4120.4951,-6512.6120,4044.2206,3960.2599,223.6766,-2475.5059,-5712.3104,-5794.0796,2910.6524,5030.2914,-5847.8978,-5090.5166,-6568.2646,6100.8399,-3963.5805,-318.5894,2363.8396,6202.0493,-2023.6258,1783.1401,-388.6869,1855.3692,1153.7683,2563.2241,-4377.4308,-1344.9488,590.1687,-3752.2438,-2256.8788,46.7730,-2474.4761,6886.1402,5827.2325,3521.8175,-5141.3059,1323.7503,3389.0272,-3328.7204,-1650.4494,6003.2288,5843.3272,-2997.1973,2841.2476,-1356.4816,2402.6057,-2159.4180,-510.0272,2941.9341,-3231.9637,-3058.3105,4576.3400,-4101.1361,6221.0243,-4017.9869,-4948.0214,-2706.5565,3901.1647,-3071.2620,6427.5515,-4550.2134,-4721.0505,1299.3929,-70.3103,4597.7192,5356.3039,1559.3204,6931.8273,-1519.8219,80.1931,-4884.1775,-6002.3408,-360512.5109,-392855.8964,-374459.1574,-369813.3911,-377824.3634,-374411.7621,-376627.2120,-375633.6577,64474380.4037,64422493.9509,64478735.8620,64472270.9957,-374167.0762,64469796.6759,5453.6598,4124.1411,-3190.7465,154.9569,194.6706,-5014.9048,-5345.9883,-4924.7778,4061.0789,4462.5326,-739.4790,1842.5732,2632.7485,-4832.0695,-5312.9700,5270.3242,-1067.1947,5346.3859,-5384.5143,-4646.4824,5327.3524,-1587.8872,-3248.2818,-2106.8525,-1951.1553,-5278.2808,-4597.8534,-15.4058,285.1956,2898.8217,-156.8139,4386.9714,-5348.8908,-1521.8035,-4832.5626,3617.4242,-852.9856,-5111.4223,3763.2932,3325.0493,824.8621,-631.4703,3032.8103,-3958.5019,5419.3592,-3579.3428,2954.1035,2997.9123,307.5291,-3137.3791,-5527.0360,4628.5227,-5533.1698,-1289.3601,2098.5252,-6072.3869,2166.1196,-2343.6220,1251.4647,-5136.8880,-565.4225,-280.8060,-2086.4204,4594.8208,2396.0028,5433.6677,-5096.0417,5037.4425,-2904.9643,733.5667,-1779.7684,4935.1464,-2585.6191,790.7146,1594.4610,3528.0168,2117.5229,1605.0957,3633.0192,-4502.1126,-5011.0051,-1554.9255,5406.8540,1190.3164,-5312.8068,4511.9942,1388.3044,312.1674,-4856.7335,-3656.7818,-4502.4621,-975.4282,-1361.6886,200.1182,1585.7809,198.3143,3996.4053,-3453.4561,3345.9768,1310.1203,-149954.4237,-151521.0427,-153363.4607,-146104.1366,-147475.6139,-158140.4544,-158663.9974,-151275.3917,73482092.3761,73459373.5303,73457981.6896,73461076.4663,-151825.3792,73469937.9489,
