sl_100_86400_20251006 Coordinates.csv
2025/10/06 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:58 2024,
Start: 2025/10/06 07:47:00.00, Stop: 2025/10/07 07:47:00.00,
TIME_UNITS,STARLINK-1305 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-32165 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-1286 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-6084 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-6261 - X-Coordinate,STARLINK-4340 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-1346 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-30519 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-5741 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-2494 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-32165 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-1286 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-6084 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,STARLINK-4340 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-1346 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-30519 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-32165 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-1286 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-6084 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,STARLINK-4340 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-1346 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-30519 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4690.7121,5247.2356,6134.5367,-1510.0555,-5067.0651,-5385.0548,6331.3655,-4592.0818,-3840.9666,5068.4712,2591.7652,3626.7362,-692.6116,0.0000,-2944.8020,917.9456,-5465.0117,-98.8323,-2729.6068,2081.6802,-4591.2239,-3142.0362,-3444.9361,4417.5025,-3116.3885,2204.1547,-626.3705,1432.8713,3636.1066,2183.7922,-1827.1114,-413.1402,-5310.9927,1907.1675,4184.3396,-1294.7551,-4629.7814,-5842.4742,6842.8249,480.9468,-1527.5301,2584.8963,42.5068,-6261.0478,-5018.0237,-6472.1100,-478.3867,5618.9965,687.0947,4030.6513,2577.1713,544.3400,1960.6689,5525.7005,-3883.1671,-1974.7491,5937.9588,847.3666,-6788.5178,-4424.8937,4989.8575,6256.1380,-2814.6787,-4030.2380,-1399.4465,-5393.9069,-4304.3206,-1191.2302,3690.5053,1114.8230,5484.2195,4974.7288,6025.9462,-867.8228,-6852.7426,-4581.7729,2705.4964,5864.9489,1119.6895,5862.3976,-51.2682,-3952.9846,-2748.2985,-2067.8595,-3230.6973,6286.2455,4711.2129,-5096.0706,-5630.8912,-4856.6279,-4096.7243,-4139.6874,104.3614,-500.9420,5723.5411,-3562.3936,-2797.1788,6653.3644,4263.9046,3540.9650,233133.1990,241987.3986,243505.8097,240212.1139,244006.3555,242415.9163,234599.8667,238924.9741,-29304586.9755,-29318153.3637,-29304872.2632,-29317456.4878,237721.2851,-29318575.5548,3186.8679,-4476.8749,-3231.5069,6407.4993,-4465.3470,-3368.0720,-1374.9619,1749.0529,1317.0830,294.9862,4615.2327,3669.7341,6847.2644,0.0000,-4299.3907,-5266.7517,-709.7023,-6906.0024,4700.7929,-6260.2438,-4747.6969,5894.3661,-6000.1387,-2827.6023,-1006.6260,-4564.1099,-6149.6350,-4043.4932,4916.4948,1370.9729,6031.3438,5071.1820,4341.6048,4315.5391,-651.9784,6465.8883,2488.5338,-606.0270,276.6831,-6700.3369,4340.7087,-5659.4427,6891.4047,2949.7037,3377.3147,2448.9591,-4151.0699,2921.3264,-5692.0882,3133.5350,3278.2320,-6816.9034,-5964.1501,4127.5587,-2326.1385,-4581.4427,-3231.5844,-5089.7310,696.7363,-400.5202,1432.6302,940.1364,-6206.9334,-901.2190,-299.7934,-2931.3096,5397.6236,-6529.3179,1955.9533,-5055.6698,-2375.0683,1120.3699,1698.8128,6867.1224,-157.1439,2897.4583,-6014.6298,-3133.9172,6287.2897,3334.5435,4771.7412,1502.4518,5273.2407,6192.3284,-4659.4071,-2636.1015,-5104.9462,4699.5515,-3885.1813,2995.3685,-2851.9486,3257.9413,985.2792,-6825.2779,-914.1295,4159.9857,-6335.7092,823.7557,-4680.2421,2374.2772,-293308.7754,-262054.4933,-276980.5145,-280400.4137,-272843.1808,-275784.5934,-272411.0842,-276741.6091,341296018.6827,341345744.1285,341327651.7720,341318644.6362,-275407.1177,341305774.8888,3948.0381,488.8320,-295.7806,2109.0343,-1561.1155,-2737.9509,1793.6964,4837.0274,-5383.7655,4501.1949,-4354.9702,-4608.5213,-709.4303,0.0000,4538.0886,4374.6276,4196.8883,-499.9496,4267.8844,-2081.4649,2032.5502,1784.1574,18.4074,-4366.1041,6113.1374,4706.8445,3059.0851,-5416.3553,2988.5945,-6462.1095,2601.8481,4702.1772,898.6607,-5042.4504,-5395.8200,-2105.1411,-4521.9530,3695.9140,1069.0159,1728.3280,-5129.6738,-2879.1817,-838.4248,33.3320,-3418.6441,-59.0930,5475.7455,-2780.3705,3879.0564,-4686.5494,-5527.2842,-1018.8898,-2994.6736,490.0233,5219.0596,-4650.0502,1461.9253,-4636.2825,-1332.2752,-5305.8580,-4427.2455,-2546.8497,918.2663,-5478.7542,-6795.7215,3237.5836,-469.8919,1931.0003,-5570.1142,4428.8560,-3496.5062,4693.6225,2971.2563,400.5684,-968.5752,4283.8035,-1757.3454,2008.6433,2441.0756,1439.4671,-4935.1633,-5471.9360,-3356.2316,2300.1410,-3963.9361,102.8162,511.2857,191.7464,-1134.7617,3894.0470,-4795.1385,4320.9194,6862.7847,-994.6229,3761.0719,-4140.2883,-699.0466,-1260.1952,-2788.6051,5441.5863,15679.1549,10552.7842,10430.4069,17298.1498,16172.8895,5482.6384,4932.1351,11868.7725,-90429512.5105,-90404355.1920,-90420789.2296,-90422380.1873,11769.3529,-90418264.5479,
3600.000,630.9856,-2715.2338,-5110.3458,-1207.0250,5637.4853,6397.6011,-2590.2935,4830.1167,1551.2654,-2253.2666,-5290.8158,-4270.7964,-994.5751,0.0000,4292.6017,2842.7521,4218.4393,1769.7079,-1461.6509,760.3906,5498.0903,1597.2450,4104.6089,139.2945,4681.3428,1331.5244,2385.0806,2925.9161,-4080.7726,-3376.3008,-2155.8101,-3536.0572,3573.9945,-5162.6194,-4248.1966,-1306.2061,1641.1220,2356.5058,-5161.2010,-1785.4101,-1115.7923,1119.0002,1719.9234,4221.8670,3936.5538,4447.2777,4641.5192,-6552.3190,1104.3000,-5848.0136,-5641.3944,1110.9373,160.0585,-5966.2793,6532.9079,5722.6123,-2988.5066,2699.1726,4195.8744,5788.9913,-4610.9668,-4177.1511,3881.0770,4485.6214,-3820.5555,4281.3371,2257.7224,2843.2356,-1730.7204,3495.6761,-5367.5623,-5786.0149,-6891.6779,-1611.6870,5923.9757,4370.9164,1042.4922,-2903.9868,-2863.8698,-4839.2892,-2979.7016,3186.7276,-1696.4747,-868.0923,4099.3909,-3753.1022,-3048.9214,2521.2276,6245.1309,4608.6777,4153.7491,40.0834,4907.8632,2183.0129,-6256.3514,1298.7151,4345.1093,-5972.8184,-630.7383,-6192.4932,299954.8831,300617.2989,304324.1961,300722.1766,305266.6608,303989.4580,296445.9761,297419.6139,-116714679.2586,-116739360.6988,-116723048.7200,-116734246.3241,298933.4739,-116729306.0646,-4118.9517,4643.4296,483.5148,-4426.8439,2950.4477,2050.1512,3360.1177,-4747.0725,-5646.2518,3826.6680,-4342.8817,634.0167,-5876.7352,0.0000,179.6630,3163.6140,-3196.8055,5113.1282,-3939.7485,4556.2439,3474.7093,-6220.1571,3883.7302,4302.0278,4681.2376,6072.6119,6349.3630,4372.9932,-580.9075,3009.5446,-4516.1492,-4752.5385,-4908.2094,-4223.5296,4633.5491,-4432.5121,-5312.1493,-1224.7806,2239.9600,3073.3294,-6512.9194,4038.2107,-3975.4146,-3787.7118,-5720.1734,-3441.4732,3029.2085,-1534.0913,6838.9707,471.8682,-491.2309,5988.3154,3118.6667,-1667.1377,185.0050,2306.2908,3879.3773,5851.1094,-1036.2574,-2855.4219,3194.6870,2751.4601,4519.8426,-3502.5758,1618.8985,5084.2827,-5399.2381,3699.1148,2183.8244,4411.1823,4309.9720,2502.9317,536.5458,-5664.2967,-1424.6912,-5345.1394,5056.5266,2472.3471,-5808.7669,-390.4028,-6019.8894,-5278.0973,-4728.5696,-4458.5995,598.2928,4425.9083,3886.9039,-5416.0213,1669.0396,-5152.1106,-1518.2969,-5505.7932,-1713.3439,4641.1289,2925.4063,-6656.5657,4661.0946,1849.7186,4283.6644,301.6042,-225400.7644,-194644.9556,-209916.0006,-211722.5081,-204058.6267,-206791.1361,-204694.1103,-206162.6995,322048595.2964,322099803.3297,322083719.5032,322068624.3124,-206980.4200,322059119.9898,-5524.3184,-4350.5864,-4682.7490,-5179.0411,-2749.1613,-1635.4959,-5221.6461,-1346.6297,3329.8138,-5142.9489,247.1393,5389.2901,-3515.6118,0.0000,-5426.4707,-5456.0331,-4484.7771,4312.8115,-5500.3163,5137.5781,2335.3428,2560.6068,3984.1200,5281.9925,-2095.9339,-3054.9167,1275.3176,4459.2001,-5426.3360,5267.7915,-4638.4839,-3613.7999,3312.3652,1759.9036,2723.4511,5141.7156,4125.6599,-6425.7028,-4056.9645,-5960.4671,1929.6830,5413.3303,5415.8985,3959.1743,61.1522,4025.8742,-4110.3557,-1587.4677,129.3033,3671.0506,3965.7239,-3274.0572,6197.6655,3063.4476,-2274.6530,2891.6964,-4892.0815,2546.1783,5430.7186,2470.8274,3871.8347,4624.5084,3429.0246,3814.9095,5556.8778,1993.1494,-3695.3518,-5108.5010,6361.9977,-3852.1508,-709.3724,-2904.5957,545.4939,-3666.5102,-3287.7864,-418.7488,4454.7178,-5817.8093,2196.6942,-4904.6022,1385.1597,3109.5678,4613.0871,-5231.6331,5525.6009,3570.0760,-4920.6587,-3528.7122,-2513.6510,168.2526,5308.4900,-4026.3291,-4607.3844,4628.3831,349.1051,1032.5982,-2807.9368,-2727.2050,5382.2490,-3084.2973,17367.0689,12311.7631,13395.1476,17273.4457,19462.6036,9958.9408,5175.8258,13103.2084,-90488012.1454,-90466675.1041,-90484609.6209,-90485872.3590,13622.2123,-90478385.7263,
7200.000,3341.7632,-1508.9423,205.8295,4535.5651,-4368.2351,-4778.3672,-2407.8946,-3161.5662,588.4408,-394.4104,5205.1899,4635.6807,3240.6947,0.0000,-5259.0809,-6077.7416,-2480.8318,-3941.3772,5252.3393,-4343.0729,-4487.7382,1348.5390,-4146.4209,-3989.7241,-2467.7492,-3803.4015,-3458.3745,-5556.8147,4017.0289,4556.9384,5741.8304,5962.2273,253.4407,5781.0868,2966.3633,4541.1383,1090.0337,1079.8301,1994.6343,-224.5281,2649.0928,-5129.7211,-387.1136,-107.4869,-1441.1949,-349.1666,-6669.2445,4742.9888,-2485.3622,6115.2345,6773.4112,-3215.4557,-3765.2474,4649.0754,-6437.1461,-6729.3245,-1377.8168,-4776.1751,71.4325,-5103.9413,3037.9341,1014.1941,-4132.4127,-3817.2809,6858.7943,-770.6355,1474.3036,-4694.5960,1010.8359,-6278.2796,2786.0277,5006.2071,5150.8871,4304.3972,-2578.1843,-2291.9927,-4985.5041,-1750.0524,3819.5507,2793.9864,4129.6477,-1951.3119,5540.6510,4443.3240,-4811.2770,-805.9638,-938.8539,1380.9238,-4891.6765,-2239.0167,-3999.6679,3380.6093,-6922.6781,-4266.1568,3942.0652,1246.7857,-5008.5550,2469.5668,-3668.3401,6509.2556,347502.7556,340927.3653,345569.6074,341531.9295,347135.6968,345047.1715,339500.0095,342652.4973,-196154582.8425,-196190940.8404,-196171773.6650,-196177394.0579,341027.3163,-196170210.4520,4846.1092,-3954.0200,933.2490,1532.0874,379.8695,597.2814,-4852.3940,5334.1525,6520.7609,-6563.6825,1918.1550,-4295.8887,2605.7758,0.0000,3419.2882,-1121.4485,6142.3207,-1482.8439,3073.1335,-1992.1890,-143.3407,4199.5953,270.6536,-5054.6313,-5653.9481,-5764.2293,-3538.1988,-4046.0188,-4067.3082,-5140.9248,1861.7152,3526.7947,4206.0015,2692.7481,-5896.8965,1472.1691,6733.6451,4267.7234,-4812.7278,2031.8076,5831.5164,-1870.9266,-1206.2172,4168.9169,5927.0942,4161.4499,-1751.3390,-957.5734,-5014.8885,-3226.2167,-1417.9785,-2711.2129,-189.2936,-2015.0293,1390.3878,299.1836,-4277.0638,-4907.3014,2696.1970,4266.5445,-6093.4591,-5928.9319,-357.1206,5675.9484,144.8278,-3263.2843,3871.3717,311.5119,-5904.0834,-2632.0741,-4504.0923,-4759.8077,-2739.4152,2727.1947,3335.3119,5351.9338,-2658.7853,-2549.5965,2121.9265,-3604.9324,4508.7016,6520.3960,3155.6230,1970.7895,3377.6806,-5015.6246,-2207.8112,4886.3037,1653.9325,5057.3286,5045.6370,5881.6381,-367.1886,-806.4001,-3754.3187,6146.7610,-1169.4511,-4335.8552,-3599.4453,-2018.6427,-142547.0789,-114854.0002,-129481.2115,-129399.2285,-122280.3413,-124889.5211,-123490.7196,-125785.4145,280815816.5504,280865026.2142,280850883.7619,280828887.2775,-125455.9936,280826710.2466,3617.9846,5457.4709,6865.9878,4978.6817,5355.5500,4950.4350,3975.0313,-3039.1145,1595.2576,1686.9950,4011.7134,-2812.4237,5516.7458,0.0000,2903.1554,3087.8030,2036.9027,-5503.8558,3277.5241,-5006.4109,-5262.5918,-5333.4448,-5539.0177,-2259.4206,-3184.6859,-504.3794,-4817.5368,-675.9433,3691.1822,-1061.0387,3167.0630,323.4774,-5495.0368,2630.3012,1843.8266,-5016.9400,-1228.1691,5363.4041,4563.1082,6621.1378,2522.6002,-4148.7061,-6828.5463,-5530.3772,3308.9368,-5524.6751,45.7188,4928.2355,-4089.8226,-416.6481,34.9380,5474.9623,-5845.9410,-4713.0103,-2120.7560,1045.9765,5248.8441,1069.6710,-6411.2771,1883.5415,-410.9062,-3215.4425,-5492.6941,503.1211,-1069.2721,-6083.9761,5529.8953,5055.7027,-3542.1148,344.9435,4444.6858,-650.6907,-3755.4854,4691.5001,5478.3186,-3738.8980,-3832.0178,6213.2945,-5267.9703,5163.5935,3103.1509,1191.3370,-2445.2318,4920.0482,-3648.9157,-4550.8892,6529.1470,4712.3725,4616.2294,-4155.1773,-2538.4722,671.6976,-392.2409,-5388.4957,-4270.1066,2778.0075,4677.0573,4640.1422,-4634.6540,-1211.0175,19017.8393,14112.8391,16419.3057,16306.6535,22256.1979,15341.2476,6135.2610,16141.9196,-90545870.4191,-90529056.2535,-90548218.8425,-90547460.6236,15473.6363,-90538488.9712,
