sl_100_5400_20250714 Coordinates.csv
2025/07/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:05 2024,
Start: 2025/07/14 07:47:00.00, Stop: 2025/07/14 09:17:00.00,
TIME_UNITS,STARLINK-30110 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-31677 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-2381 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-1929 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-32241 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-1586 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-1896 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-6218 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-5191 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-5011 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-4071 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-1020 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-31677 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-1929 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-32241 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-1586 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-1896 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-6218 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-5191 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-5011 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-4071 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-1020 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-31677 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-1929 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-32241 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-1586 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-1896 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-6218 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-5191 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-5011 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-4071 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-1020 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5999.0747,-741.3668,6517.8590,-991.1460,-562.2177,-6326.2532,2248.3297,5394.6298,3927.1385,-6049.2334,-6665.1182,6463.7799,3205.3068,4740.0333,2988.2334,-4308.9481,4649.7558,4954.6659,4741.5689,-555.1379,1782.2154,4311.6154,1164.6591,-3017.0558,-3809.4582,-5596.5218,-4783.1608,2679.9471,-3239.5213,101.5223,-2925.3489,6704.4945,-4400.8356,-4856.3772,-1641.7103,-3641.0798,950.6052,-814.5127,3022.7396,-4886.3663,3155.9253,-5489.4316,-4995.7639,5504.5597,5860.4066,4138.5319,-4579.5094,-2507.0987,-3727.0475,-6481.4792,6058.5250,5771.5130,4629.8400,2613.6335,2571.7739,506.2251,-2037.1072,-174.0199,5582.9670,2035.4249,-5335.6929,1967.5521,-1604.2219,-3093.2617,6805.2951,5476.9031,-1456.3235,2391.4062,-4824.5795,6730.9902,6267.1302,1269.3676,519.9033,3911.4040,3012.0806,4169.4960,-4319.4162,-1561.1285,350.6267,4097.3455,-3126.9551,-3365.4195,-6686.5653,3364.2997,2104.3399,-6385.2662,3962.7270,-3249.6539,-2914.2304,4251.2141,-261.5880,-5344.7938,56.5805,1018.8178,-4714.8109,-3839.4668,703.3299,2425.9190,-1034.1463,-2522.2379,-128628.6226,-106595.0882,-113238.5664,-117549.7129,-109611.7838,-112868.7830,-110390.3167,-112682.0074,139990968.9392,140055081.2116,140030181.0025,140012369.4237,-113008.8619,140009895.4996,-662.6864,-6253.5395,57.7115,-4091.3525,-4180.7233,2525.7168,-3534.5974,2921.6150,4903.5107,1818.5322,-1720.4501,1342.9431,2630.2774,780.1742,6140.0185,826.5518,-2404.9821,-3139.9321,-4547.4971,4141.9854,-3766.7413,4501.1403,6621.5096,3758.3882,-5423.3123,-3139.7777,-1445.0215,5708.5074,-4037.5550,-4951.6815,-3392.0212,-390.7947,-3844.1075,-3525.7434,-2679.9854,5626.3398,-2962.6634,6854.5207,-5532.9153,4082.8556,6089.2041,1291.9069,3607.2021,4156.4697,3719.2235,68.4567,-3531.5337,-3617.2505,-5407.6227,-2308.3650,-2040.7159,512.0861,-2524.5445,6399.1828,-6280.4915,-6664.1957,5308.8924,3461.5926,-3159.6312,-5618.8578,63.7939,5911.3137,-5995.1002,-2862.1715,1136.7989,-3829.7040,-4113.9248,-3638.0487,-1665.9661,-339.7201,2434.6212,-5904.6655,-6680.4839,-4403.8678,3708.3408,-5376.0531,197.2352,5243.6911,6827.9586,-2624.6733,1955.0874,-5690.4736,-1360.1699,-5710.8015,3789.2609,2647.1135,-5677.1497,-1589.6043,4785.4563,-5207.7426,6352.9599,2943.7968,5613.7283,5663.1007,-1663.1305,3243.2813,6764.0716,5843.7404,-3905.5778,3319.9910,-348269.4417,-345482.2778,-360249.7873,-357434.3845,-360160.0242,-358931.4750,-350775.8442,-353400.2770,264595492.0013,264605365.5623,264596638.9646,264596357.6224,-354300.7683,264601789.3405,-3400.0752,2899.3024,2309.7601,5484.3299,-5474.8674,188.7057,5494.0871,-3235.4289,-2746.4869,-2842.6650,695.6832,-1622.8445,-5539.5114,-4942.2476,-1215.3150,5329.5395,-4446.5714,3659.4499,-2124.3667,5504.2962,5514.3224,-2561.9418,1138.5087,4865.7390,2044.0483,2565.8407,4773.5946,-2866.3238,4586.5010,-4709.7198,5257.2283,-1349.8933,-3712.2697,3492.2014,6185.1716,-1770.3312,6192.8082,264.6164,2880.0559,2724.2756,250.4747,-4038.4465,-3005.5711,534.7477,113.8236,5490.0207,-3842.6735,5330.3102,-2184.5162,-838.8096,2389.0106,3778.7253,-4522.6148,-158.3969,-1445.8690,1857.2429,-3765.4886,-6031.4242,2364.7187,-3462.1847,4282.0260,-3028.5211,2958.5272,-5486.6363,-501.1314,1427.9409,-5361.8793,-5383.6148,4690.6086,-1544.1634,1618.1858,-3414.1544,-1766.3683,-3643.4336,5041.1114,1248.4969,5390.1987,4220.0305,1139.1600,-4917.0575,-5897.7089,2023.3272,196.7696,-1971.0439,-5392.2910,-165.1697,-350.2419,5989.5326,-4074.8938,1752.4453,2684.4575,3123.8298,4027.8346,-3850.2003,-4771.2475,4623.8257,1238.5867,2782.5309,5361.5187,-5530.6970,-68792.3452,-71397.5255,-74516.8109,-67265.2278,-68767.5921,-79479.6806,-79679.2336,-74517.1051,33832475.7464,33843408.3524,33822076.2367,33843470.3175,-73005.0284,33836892.6912,
300.000,-5319.5698,-2309.9883,5629.3287,-2951.5134,-2588.3558,-5402.2355,208.4373,5451.6945,4702.3618,-6032.8803,-6810.3578,6106.5625,4466.2066,5619.2550,4099.4573,-4291.5727,3130.9775,3216.0521,3232.5726,1616.4088,-289.3650,4606.6334,2651.4730,-923.4383,-5150.4633,-6512.0825,-5893.9778,3482.0080,-4945.5920,-1696.8632,-4704.2147,5986.4635,-4536.5805,-5882.0594,-2298.8234,-2668.5875,965.6150,430.2530,1693.5535,-3180.3020,4304.8173,-4250.3783,-3340.7287,5847.3192,5337.3526,4085.3270,-3090.3907,-3730.5712,-4298.0037,-6502.0988,5708.3666,4779.1697,3792.0097,3604.6668,910.1947,866.2482,-431.0563,1188.3840,5185.1060,883.1317,-5954.8725,3643.5216,-2671.8043,-4196.7873,6790.2655,4795.0107,-3480.3514,867.2419,-5141.7604,5942.9235,6787.9943,-639.3640,-1014.5546,3200.2762,2788.2636,2795.1762,-3535.1227,300.2730,1853.9949,2228.9641,-1026.3833,-4538.0665,-6601.0009,2374.3102,4038.2310,-5645.3055,2502.3170,-4420.1961,-1931.4458,3876.1460,1037.4577,-3736.7733,1596.9716,2571.2661,-5889.7545,-3227.2274,1856.0402,3289.3477,-3055.0966,-658.2323,-121332.2966,-99095.1168,-105859.9608,-110037.2343,-102070.5876,-105321.6444,-102949.3558,-105577.8094,134179947.9504,134244094.8789,134219112.1987,134202181.2855,-105503.7713,134198898.3853,1186.5483,-5207.8418,-1248.6371,-3146.5196,-3385.5632,3779.8411,-4295.8863,982.5848,3194.2157,3198.8027,-514.2690,-333.1560,888.1046,-913.1980,4942.5315,2874.4517,-3930.3646,-3792.3034,-4878.9301,4065.3600,-4410.0521,2854.6943,6270.6830,4078.5693,-4613.3518,-2161.1951,27.5931,4225.7538,-3495.5612,-3883.8073,-2441.0025,-1894.1176,-1986.0229,-3360.3636,-593.9477,6395.7923,-765.4251,6584.3946,-6549.6961,4818.0473,5042.3157,2956.5593,4121.4722,2901.5952,3910.5985,-2084.4786,-2951.5275,-1825.2816,-3960.2574,-715.6844,-3625.7080,-1085.3663,-4382.5360,5664.7422,-6275.2356,-5674.4608,6267.0653,4786.4350,-4417.4523,-6585.4827,1673.6082,5641.2835,-4643.0788,-988.9776,-78.8083,-4856.1822,-3756.9080,-5023.7288,465.3027,-1549.5218,1318.2593,-5417.6603,-6848.8732,-5770.0931,1780.9251,-5606.8954,2226.8727,4593.6243,6668.0701,-3589.7850,2284.8142,-5212.8057,193.9640,-6490.3974,3061.4050,3639.8866,-6195.0975,-2929.1450,6103.2719,-5756.9520,6755.3023,3659.8841,4447.5460,5980.4776,-244.6978,4964.0877,5982.4177,4409.8585,-3026.4215,4414.3007,-350986.5710,-347604.3987,-362586.5916,-359711.1317,-362500.8283,-361314.2806,-353138.1087,-355983.4238,267593666.0767,267604602.0618,267595521.7514,267594630.4401,-356624.8403,267600058.0680,-4276.3470,3947.9759,3813.5379,5402.6689,-5441.4085,1713.4821,5406.9387,-4174.1217,-3834.3750,-1156.8781,-1115.6828,-2971.6552,-5209.9042,-3884.3005,-2623.7527,4581.3949,-4682.1717,4801.0485,-3665.2379,5350.1560,5314.4332,-4006.6342,-414.6089,5422.5938,560.1911,843.6702,3610.7375,-4244.2487,3343.2551,-5361.8295,4430.6132,-2742.7377,-4838.0663,1534.5486,6517.5029,21.5579,6818.3852,2037.7147,1517.3481,3823.6120,1766.2692,-4616.0100,-4343.2783,2285.6881,-2105.4109,5123.1516,-5474.5307,5525.1208,-3709.6535,-2294.8610,937.9796,4879.3995,-3830.3086,1642.0999,-2820.1464,3888.9498,-2652.7326,-4906.2049,610.1385,-1881.8512,2928.1734,-1695.6451,4306.1687,-5410.4722,1310.5828,-389.5919,-4643.9384,-4684.6665,4626.3378,-3178.2708,-182.8370,-4286.8214,-257.0555,-2103.2961,6103.9342,2926.8839,5503.6331,5150.5940,-401.6644,-5477.5085,-6490.0184,245.9991,1719.8745,-189.8500,-4709.8201,1631.6262,-1852.4251,4569.2792,-2647.4160,-361.6993,975.9333,4428.0612,5038.5658,-2355.0026,-3606.5227,3407.2645,2918.7118,4181.2807,5156.1275,-5296.7064,-68649.9936,-71256.0716,-74302.4841,-67248.3778,-68484.8790,-79162.2147,-79711.0895,-74547.1391,33828688.3192,33839178.2843,33817817.0449,33839342.3716,-72867.3085,33832860.1336,
600.000,-4153.3603,-3689.7108,4193.4052,-4643.5410,-4378.6269,-3919.6334,-1828.5491,5018.3062,5043.6473,-5426.1374,-6281.4563,5134.9358,5328.3061,5962.6485,4838.7226,-3896.4246,1329.7131,1154.7947,1380.8665,3625.9310,-2310.1983,4448.9461,3871.5600,1265.4284,-5989.7122,-6776.3360,-6436.8854,3987.8872,-6153.4213,-3362.1496,-6024.4540,4671.6480,-4275.2909,-6300.0546,-2805.3042,-1431.7238,780.5468,1654.8777,214.8843,-1158.0866,5038.5402,-2628.5365,-1333.6481,5625.6847,4250.9011,3677.8905,-1309.2508,-4636.9713,-4482.7529,-5902.9609,4783.6340,3344.8665,2626.1465,4253.6097,-860.9954,1077.5832,1194.9112,2377.8061,4257.7078,-336.2008,-5982.5383,4954.4735,-3517.8164,-4936.2767,6101.1449,3615.0616,-5154.7137,-698.8161,-5005.5471,4569.0346,6633.6350,-2512.4837,-2448.0382,2194.9593,2359.3939,1119.9760,-2457.1214,2166.9509,3181.3019,158.6543,1170.4227,-5256.6161,-5847.5048,1149.5987,5578.4370,-4335.5654,785.6370,-5082.1762,-787.4017,3102.9893,2221.8944,-1742.6758,3026.2953,3847.8745,-6494.9990,-2320.7945,2856.8430,3872.6751,-4764.2660,1236.2718,-113977.0650,-91555.1695,-98432.5633,-102477.1059,-94482.1616,-97724.3076,-95459.7465,-98407.5959,128304756.2679,128368911.6210,128343847.2998,128327801.9357,-97950.8884,128323726.9108,2950.0069,-3673.4726,-2472.1658,-1945.4972,-2311.9410,4663.0638,-4686.5229,-1068.8459,1158.8796,4251.4093,755.3311,-2000.8677,-902.2532,-2481.0957,3261.0740,4622.6912,-5099.7535,-4122.0499,-4759.7218,3645.4280,-4671.3893,881.5707,5278.7211,4044.1880,-3361.2370,-976.5578,1461.0516,2322.1764,-2643.6272,-2462.3564,-1296.0394,-3233.4716,86.3196,-2871.2214,1529.3323,6532.4121,1509.1347,5660.0721,-6931.4650,5121.4565,3483.5465,4370.7043,4263.9034,1338.7048,3652.9144,-4021.0789,-1988.8642,115.1724,-2106.9595,965.7934,-4834.8409,-2619.9975,-5821.8092,4358.4203,-5680.2118,-4070.0122,6596.1410,5664.7014,-5214.8345,-6895.5308,3084.4427,4835.0508,-2827.4013,949.3066,-1301.3758,-5384.5628,-3078.9839,-5942.0559,2543.2429,-2640.8032,68.7130,-4439.7886,-6352.2113,-6558.3872,-348.4509,-5304.1001,4059.0067,3533.0147,5860.7032,-4258.3355,2469.3626,-4217.8691,1744.8270,-6622.2493,2082.8595,4286.9983,-6123.9883,-4006.8142,6817.4271,-5723.3064,6484.3920,4052.9155,2869.7644,5721.2356,1160.9745,6167.1647,4606.0237,2535.0272,-1876.0510,5121.7462,-353551.3754,-349566.4481,-364761.4120,-361827.2251,-364678.9899,-363534.1640,-355345.3974,-358472.7138,270464239.1275,270476240.6414,270466799.9046,270465363.8275,-358789.9151,270470726.9040,-4694.6517,4574.3710,4906.1603,4739.8643,-4822.1028,3044.9297,4736.9684,-4667.3552,-4498.7093,653.1581,-2806.9407,-3983.6182,-4321.0686,-2403.7684,-3751.8747,3337.8749,-4403.6043,5425.3625,-4809.6210,4619.8225,4542.3715,-4985.5934,-1921.1306,5379.3468,-983.5744,-969.6553,2058.3376,-5167.6883,1740.1061,-5417.1054,3125.5693,-3831.6305,-5445.1424,-586.5230,6156.8317,1811.1124,6716.9919,3590.1108,-7.8355,4512.7010,3086.9870,-4701.2808,-5201.4166,3790.2072,-4100.3474,4195.9966,-6525.4276,5125.2634,-4836.3795,-3505.2133,-618.2436,5455.2547,-2730.9389,3265.1868,-3893.5570,5505.0744,-1241.7676,-3262.4632,-1212.5246,-97.7050,1248.7457,-180.7169,5181.7453,-4753.4574,2980.9098,-2163.6271,-3425.8284,-3483.4128,4067.8185,-4469.8423,-1964.1676,-4702.4383,1279.8278,-337.2858,6519.0412,4289.6966,5024.1463,5525.5364,-1899.4771,-5449.8517,-6398.0619,-1557.8965,3049.9261,1611.8248,-3521.2025,3252.1494,-3156.3351,2674.6861,-935.9876,-2437.4215,-838.4479,5242.7144,5505.6412,-606.6547,-2052.4689,1809.9543,4283.5161,5128.8269,4345.5416,-4495.9174,-68507.9522,-71115.0785,-74085.3770,-67236.6024,-68205.7644,-78838.9625,-79737.2031,-74450.8363,33824902.6070,33834947.7923,33813561.1363,33835180.7817,-72729.5408,33828827.4046,
