sl_100_86400_20250605 Coordinates.csv
2025/06/05 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:25 2024,
Start: 2025/06/05 07:47:00.00, Stop: 2025/06/06 07:47:00.00,
TIME_UNITS,STARLINK-3191 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-1852 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-2626 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-32228 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-2573 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-31522 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-2367 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-32185 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-31156 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-1549 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-1144 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3191 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-1852 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-2626 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-32228 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-2573 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-31522 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-2367 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-32185 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-31156 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-1549 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-1144 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3191 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-1852 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-2626 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-32228 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-2573 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-31522 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-2367 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-32185 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-31156 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-1549 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-1144 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4174.7166,-4907.3739,6515.9483,3218.0352,6175.5167,-5432.0019,4777.8546,2500.5782,3153.3767,-4279.2492,3824.0307,-4318.5323,3892.0416,6760.9551,1068.0306,-2788.1158,-771.3797,-5948.9623,-292.3161,1365.1820,6176.7462,1587.9545,3020.4015,-336.2435,-6267.0645,-5002.9696,-2714.1812,-4670.5989,-4396.4407,1956.4207,-5080.5627,-4148.8206,-3870.6634,2379.9933,-1125.6587,-5363.9105,0.0000,6065.8788,540.3027,3591.1703,1614.9104,-4810.6029,5674.5795,-4659.8917,-1629.6506,-2890.9306,-4771.3174,-6192.4483,-3718.3467,-2454.4149,-5809.7362,1592.3471,-2841.4724,6102.2399,5286.1974,-4914.0446,-5064.1796,-1512.9234,-4188.9542,-6466.6563,0.0000,-4565.1324,2706.4161,2367.6208,2176.9360,-454.3167,6627.7963,3607.0244,-2168.2972,3813.2462,2720.2611,-601.0789,-3439.0482,3246.0965,4521.0506,6476.3240,4673.6755,1577.9406,6541.8493,3859.2631,6107.2458,1326.7516,-239.8920,863.0721,539.7277,-833.3821,-4773.9410,1747.6596,5535.9768,-6354.1961,4596.8693,-2769.2774,1007.1108,5188.7036,-5995.9588,-4670.3588,-5168.6691,5905.4584,6176.8119,4987.4210,390370.5778,416867.9077,397589.2436,395772.7249,400287.0059,398466.7779,405523.7382,399455.2928,178140995.9629,178197303.3455,178172555.4923,178154536.5866,401249.1235,178159948.4144,-654.8531,-2607.5300,-1682.3229,5997.5697,-2681.5648,2340.3845,-2105.2250,-3847.6477,3933.0122,-2244.7838,-3887.6096,1373.4983,-4222.8730,578.1965,-4231.4115,-4766.3677,-2305.4556,2711.7817,4634.5486,-6518.7331,3051.1866,-5076.8613,5811.4274,4974.5812,2225.2934,-4802.2874,-5794.3226,-5088.4789,3324.9811,2577.7235,1883.6483,2896.5591,1329.3736,3414.2844,-4061.7975,536.0904,0.0000,2828.1079,-6654.7427,5396.2105,3917.0003,4680.1429,-2486.1192,4090.4376,-3847.1714,-3075.1826,-3124.1073,-3103.0227,2719.8220,-6106.7203,576.2126,4467.3391,6273.8042,2503.6460,2698.0123,1600.1014,-1526.2636,-4795.3740,4781.9886,-380.0865,0.0000,5000.2518,-3143.3374,-6422.4940,3953.1701,6014.6203,-1249.9611,3571.7660,-4375.4885,-2515.6583,-5524.6865,6087.4230,2743.0526,-5493.9414,-819.6487,869.0111,797.8279,-6408.4778,-2287.7752,5142.3417,3282.3181,5685.7280,6861.8875,5622.6095,4298.3843,-4428.3577,-838.5153,6431.8848,-3264.4528,497.9020,97.4652,6042.0641,4811.4785,-2147.3544,2077.0170,3120.7001,-3111.1903,3221.4780,-3121.1872,3170.3691,35347.3371,21019.3891,16226.3233,21237.6917,14201.1527,17238.4578,22023.9013,21060.9562,175445221.8571,175414599.4547,175422839.2852,175445029.3589,20897.1968,175439794.4841,-5482.0582,4141.2581,1608.9387,660.0947,1654.2405,-3474.7315,-4552.9503,-5219.3419,-4717.3361,-4955.6995,-4268.8885,-5230.3422,-3861.0044,-1382.4994,5354.3457,-4079.2336,6498.2516,-2277.5158,-5169.2348,1921.5662,-626.4885,-4455.1868,2204.4662,-4798.3748,1513.5391,-120.0585,2483.2278,-293.1206,4228.8424,-6156.1724,-4136.4399,-4625.6468,-5439.3217,5516.9558,-5492.4272,-4341.6684,0.0000,-1359.4372,1887.2467,-2410.2465,-5471.8505,1691.6187,3061.2761,-3115.0967,5503.5998,5468.1591,3938.3952,-364.4873,-5193.0962,2003.6078,-3539.4848,-5037.1621,377.9754,-2156.9039,3552.9916,4434.5803,4474.7147,-4758.1025,-2735.8774,-2479.9366,0.0000,864.0306,-5540.0499,-122.0489,-5258.9323,-3463.1304,1610.8707,-4729.7855,4883.9013,-5194.9654,3131.8200,3297.3366,5203.3361,-2675.1603,5128.5905,-2271.3191,4776.1318,-2028.5968,74.4782,-2422.8617,478.7670,3729.5797,967.0855,-3773.8851,5411.5685,5244.2729,-4829.7401,1823.7212,-2632.0672,-2717.0937,-5090.3361,1963.8428,-4882.2659,-3938.0232,-2765.3830,-4075.9334,-3399.5890,1091.1619,532.6713,3423.1760,-29392.5222,-32110.2332,-35209.3973,-27787.8491,-29464.4272,-40182.1949,-40219.2312,-33937.1392,67132709.4682,67145181.2646,67123423.5989,67139087.4228,-33622.7980,67138069.3913,
3600.000,-2662.5463,5051.6665,-3756.3355,-3984.9128,-3340.5093,4550.5618,-4926.2178,1610.5383,-4403.6582,6719.0526,381.9251,4441.1159,-3043.3596,-6191.6129,2060.3944,4149.3898,4830.8098,2701.3094,-2323.5564,1666.7932,-5817.2385,2506.3447,-4314.3532,-2206.4109,3047.7896,5638.4949,4246.3840,5373.8849,5345.1589,-3091.7115,4154.7009,876.7213,2411.2380,-5607.9017,4941.9444,2330.4700,0.0000,-4681.2689,-1776.2963,-4034.5532,-5135.5454,3419.0002,-2061.7307,965.0884,5380.7615,5345.8951,5094.7315,5894.2483,6751.4743,3839.0817,2956.8147,-4487.0762,447.0304,-5199.2807,-6752.0722,2037.6296,4883.3932,4360.9992,3072.1485,6564.0177,0.0000,2350.7914,367.0746,578.9927,-5563.6695,-1121.8844,-4235.4941,-6039.1164,4488.8132,-3051.4369,875.8643,-1004.1141,-813.0282,-1899.1894,-5126.8804,-4207.2908,-2544.4701,67.5358,-4598.1529,-4120.2021,-4965.5227,-4213.1054,-1928.5088,-4395.1618,1966.3181,4472.8604,6480.6412,-3124.1914,-6329.7147,3505.4885,-5819.4132,-532.4859,-3924.1888,-5138.2865,5639.5006,1114.7334,6606.4081,-5335.7217,-4538.6790,-3955.8032,368029.2228,399315.8306,378165.1250,378004.6172,382324.2678,380414.5945,386304.1779,384695.1552,126619334.8822,126682643.2350,126654376.8069,126635928.4251,382977.4996,126639098.0834,4658.3397,-1465.9521,3057.5647,-3095.7691,4269.5657,-5127.4099,4785.3894,1961.6784,335.0840,351.4153,4190.1436,-4794.1791,6204.0525,1012.8961,6034.9203,493.7630,449.7226,-3659.1089,-954.6556,5064.5738,-1099.4273,4871.9102,-4948.1161,-6428.0517,-4248.0289,2326.7277,4997.7461,2391.6627,-4422.3916,1934.4392,-5324.5129,-5825.2502,-5564.0716,-826.3142,2166.5471,-3527.0202,0.0000,277.8636,2941.3940,-1937.7077,-1455.0940,-5422.2869,3712.4399,-4982.7490,2732.6483,-435.1507,-901.8914,415.4793,-1553.5696,5149.0580,-4107.3180,-1134.0080,-5362.2457,803.9025,-1415.7614,-5258.2494,-2557.5729,5231.8341,-5979.9392,-1908.4696,0.0000,-5276.5110,5814.4211,5840.9232,-3358.2152,-2590.4318,3412.2968,-513.3479,624.7251,5815.1843,4134.6021,-2728.2008,-5040.7715,6431.3200,4158.7367,1670.9350,4047.3925,6468.8112,3963.8821,-1406.5654,-2392.6329,-2905.2990,-6116.5238,-2661.8363,-6605.1901,2017.7345,-1894.0554,-5621.1421,1019.1837,-2641.6973,3173.5862,-5289.5346,-5505.4659,4520.8202,-3679.0844,-5096.5915,1889.4071,381.2274,274.0528,1122.7531,131987.0028,124854.1494,117582.8203,122190.4054,114417.7534,117008.2056,122384.8976,121742.0770,215670520.4280,215650592.5736,215655716.1643,215662558.8607,121360.3253,215665929.3885,4354.2597,-4527.8476,-4949.0835,-4620.4628,-4333.0039,-144.7684,858.0061,6459.3323,5290.8915,1592.9409,5485.5936,2252.1316,-253.0247,-2931.5319,-2686.0567,5432.6625,-4974.5474,5206.7997,6467.9252,-4441.3124,-3582.0493,4241.0214,2162.3120,1266.0384,-4387.2242,-3309.7254,2034.8016,3621.3009,473.6937,5909.8995,878.1766,3488.8314,3071.9676,-3975.7862,4318.7809,5465.2970,0.0000,4954.3075,-6035.3046,5260.0231,4386.3340,2610.6317,-5462.2041,4716.5284,-3391.3347,-4373.5979,-4627.2904,3619.4496,442.2202,2466.4710,4567.7001,5126.1683,-4321.9272,4510.1424,582.2220,-3835.3571,-4214.2656,1197.1207,-1633.3037,-1170.6644,0.0000,3632.7187,3716.0523,-3522.2685,2381.1524,6346.3390,-4312.3419,3358.8938,-5227.4750,2147.7456,-5475.6882,-6317.0625,-4528.6183,-1694.5660,-1995.0421,5217.9519,-4751.2767,-2410.7717,3332.8579,5301.2574,4229.6410,-4685.1779,2627.4452,4478.7706,-836.7530,-4888.6714,1073.6459,2528.1045,-2677.8626,5347.5203,1737.0397,-4458.0162,1480.0603,-378.1182,-1595.2431,4560.2076,-829.3696,-4228.5726,-5254.7375,-5463.4154,-31120.3948,-33850.4322,-35817.0538,-31219.5370,-29575.9133,-39306.8272,-43570.5097,-35229.0537,67113666.1789,67120793.6536,67098889.3568,67122275.2823,-35268.7981,67116057.5806,
7200.000,1306.9010,-4435.2034,-357.7154,4108.3963,-616.5642,-1581.6528,3139.0229,-5583.6285,5167.4216,-6237.3428,-4251.6263,-3215.7999,797.6848,3091.5942,-3639.8496,-5087.0116,-6925.9701,1572.0665,5421.1805,-4860.9474,3530.2764,-5519.8755,4290.3942,3395.2492,1463.1305,-4854.6844,-4278.9448,-4813.0978,-3496.8183,4580.3012,-1368.4859,1958.3555,-599.6822,6839.8798,-6875.5238,507.8846,0.0000,2004.0823,-306.5505,4301.6829,6881.3724,-7.0410,-2086.4390,2949.9734,-6717.2922,-6309.2818,-4668.0733,-4045.8973,-5170.9271,-4132.3840,354.0372,6436.7994,3125.2133,3343.6905,5314.4926,906.5044,-3914.9477,-5008.1132,-224.7668,-4151.0427,0.0000,1882.5418,-2294.8297,-4023.7203,6333.3092,4014.3364,616.6193,6644.8700,-6055.3430,1586.3713,-4805.8857,3940.7497,3695.1112,-722.4247,3805.3611,1054.1357,326.3234,-2369.2272,824.9271,4033.0324,2305.9324,6343.6471,4061.3746,6543.7201,-3407.6474,-6757.3461,-4909.6586,3882.6329,2575.5326,63.7886,4451.4583,4223.3300,4791.2348,2409.1441,-2613.6336,2213.7853,-5225.0015,3041.8628,-619.3235,2505.1619,322401.3114,356057.3348,334442.3738,336114.0239,339676.6681,338221.7246,342466.1972,338408.9438,66419743.4833,66486723.9765,66454662.8393,66445729.2463,339968.2800,66439865.2252,-6772.8438,4867.6081,-4542.4813,-1658.0258,-5333.9858,5583.4729,-5184.7123,-1225.8887,-3850.7164,1188.3905,-4331.1073,5745.7670,-5446.1128,-3004.1357,-5633.3927,3469.6236,-9.6013,4593.5215,-1686.8296,-2495.5476,-2181.4346,-3929.6989,1554.9616,5201.6400,5362.0836,1457.9309,-1416.8421,1665.7677,3438.1475,-4714.9390,5941.0378,6564.8979,6561.3024,-1040.2858,-616.1626,6111.5620,0.0000,-4312.2666,2132.9638,-2453.9249,-392.8992,4421.6864,-4887.9835,5221.0053,-1417.1275,2782.5727,4467.9399,3102.7261,-840.6025,-1448.0950,6454.8497,-1523.0386,2853.5556,-4430.2755,-685.6877,6748.7660,5551.4025,-3638.3739,4814.8277,3746.3132,0.0000,3649.8294,-6511.4990,-3060.3779,2021.8578,-984.5934,-5317.8501,-1978.9361,2441.4422,-6348.3528,-2383.0284,-837.4612,5716.1144,-4740.6487,-5192.4028,-4744.3607,-6704.2426,-3761.5320,-5006.3443,-3194.1182,-802.2730,-133.4278,3162.2651,-606.1760,4274.5194,-56.5405,3283.9251,2124.4664,975.1199,5067.6496,-4383.2691,3495.8585,4131.0420,-4662.8201,4075.9103,6154.8932,369.1163,-4476.0516,894.0703,-5313.8209,219611.1060,221146.9424,211351.2396,215473.5382,207090.3746,210023.2136,214375.1123,213035.9173,241175941.6549,241168558.5860,241169243.5030,241166422.0544,213956.5507,241172483.2937,-534.5585,2171.5103,5198.1483,5198.4941,4379.7402,3642.9325,3336.4208,-3954.6531,-2474.7236,2735.3823,-3335.9567,2108.4647,4177.6467,5406.3370,-1691.9259,-3036.1854,510.5210,-4939.2860,-4008.4748,4260.4252,5522.1503,-1480.7192,-5199.9814,3030.5577,3944.1504,4723.9407,-5189.9552,-4679.4223,-4931.3577,-2269.8797,3032.4381,111.0621,1692.6616,-62.9993,-483.7581,-3209.3333,0.0000,-4906.9031,6588.9323,-4830.9578,-581.7686,-5334.3360,4411.6697,-3490.9500,-860.4042,517.6326,2515.4522,-4707.3278,4546.3695,-5315.7379,-2196.8889,-2023.9969,5435.8749,-4166.6918,-4389.1824,305.9988,1389.8640,3079.2907,4951.1232,4090.1698,0.0000,-5459.8363,405.8629,4601.1581,1931.8124,-5596.0637,4401.4537,25.9759,2263.1601,2223.2396,4348.7970,5656.0778,432.4288,4973.4668,-2472.0122,-4927.1902,555.1673,5269.1362,-4727.0467,-4560.5013,-6511.0139,2787.9848,-4653.4641,-1840.6715,-4283.5053,1488.0161,3438.1100,-5316.0690,6361.2904,-4728.0922,2813.3773,4234.8332,2805.6308,4399.9417,4931.6588,-2313.6704,4513.7599,4132.1049,6846.5217,3481.0759,-32885.2356,-35607.1572,-36275.0450,-35599.4755,-30182.0508,-37510.2562,-46191.4880,-36649.2048,67094748.1153,67096349.9752,67074925.4547,67099088.5965,-36912.0642,67094016.1234,
