sl_100_86400_20251215 Coordinates.csv
2025/12/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:27 2024,
Start: 2025/12/15 07:47:00.00, Stop: 2025/12/16 07:47:00.00,
TIME_UNITS,STARLINK-2164 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-31653 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-1295 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-31619 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4579 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-31780 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-5900 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-31653 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-1295 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-31619 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4579 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-31780 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-5900 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-31653 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-1295 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-31619 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4579 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-31780 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-5900 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-961.0124,-5049.8758,-2197.0048,-2184.1540,-2100.1448,635.3820,6650.8331,2978.3364,3138.4261,0.0000,-446.8427,4099.0768,-544.0238,-4086.4463,1863.2570,-499.6428,-4096.9157,1318.1168,5910.8109,3590.4973,5821.8071,1954.1387,3969.0211,-238.5928,-5795.1586,2834.1530,4681.0658,4013.1405,-6428.5939,-3195.5573,2272.5597,-5205.3289,5852.3910,-904.6292,2869.6629,-4375.6092,-1746.1153,3090.1541,3800.1989,-4076.7237,2902.6766,23.3402,2287.6250,-4189.1956,4124.1214,-2254.0019,2148.0926,4779.4084,5787.7615,2748.8371,-3428.9371,4136.3735,-4703.2087,6897.0832,-6136.7775,-2186.2620,-3692.5152,-896.0492,-2526.0101,-1722.7154,2241.3213,-5805.7286,1519.7558,509.4270,-6462.8275,3471.3307,3164.4978,6170.2958,-240.1566,-3093.6389,2998.1713,-1062.4000,3094.8357,-3657.6581,-5266.1114,-6542.9425,1895.9728,-3499.3739,5130.6898,663.6870,-1083.7457,5384.5388,513.2879,3020.7774,-2449.1633,-5779.9289,4916.0251,1229.2502,-5577.2210,-4982.0791,-1502.4201,-4837.6919,-1692.0318,-1496.5872,5095.5004,2503.2175,5432.1446,-1349.4202,3074.1859,470.8361,-382070.8936,-391685.9878,-382273.4115,-380627.4122,-386286.7963,-384222.6888,-390114.8209,-385405.7163,-118115239.5508,-118173857.1540,-118144308.6245,-118141572.7785,-386239.3724,-118130653.5002,4370.2503,-1970.5577,4850.2608,155.5010,6377.8955,-6865.8536,-250.0453,995.4473,5525.8089,0.0000,4667.0761,-5392.0532,5140.9132,-2924.4292,-5022.7176,-5022.5849,-1131.6383,-4391.2993,162.0930,4443.2384,-3661.2465,-6422.2612,-5569.0159,6126.0021,3641.1599,3815.2772,3576.3610,1019.6709,2575.8229,3456.8582,4493.5332,2895.5270,3453.1376,-5415.9010,-4581.6056,-2014.0410,6602.9632,6168.2331,-2546.6436,2969.2668,2995.6977,6585.7309,3656.8378,-2774.7688,996.1942,1267.6788,-3615.0998,2103.4795,3789.8735,-4754.7189,-4303.1560,1515.1965,4534.2875,416.7374,1551.4404,-5508.9823,3733.2977,5937.6628,6103.1539,6295.2808,-4583.4045,471.6661,-5397.6037,4144.3724,372.1335,4591.3233,-159.4611,2860.2302,-4953.8880,-4060.0889,-5687.4066,1581.4854,4498.5848,5087.0294,4483.3503,1197.3517,6460.4336,4131.8587,-1815.5057,-5597.5933,5990.3298,3578.2041,6228.7103,6237.2707,-6158.6861,-792.0313,-1562.8994,-4567.3147,-3533.6732,-1942.0435,5055.6740,-2511.4152,3781.9351,-2411.9776,3306.2898,-5347.2498,-4284.0957,-4505.4943,4042.7375,5194.5022,40132.3237,45718.2521,54958.1546,50872.3570,57216.7707,54745.9120,48622.1216,51291.3719,308424323.2601,308456407.3279,308446022.5008,308445227.9960,50419.4013,308437278.3058,5267.0884,-4292.4492,4280.8268,6572.8115,-1126.4789,-581.8391,-1888.6469,6190.0305,-2666.1182,0.0000,-5094.4905,-1365.3224,-4601.5429,-4754.8734,-4410.0433,4719.2090,-5461.6275,-5187.4738,3545.2783,-3882.0827,673.9415,-1666.8506,993.6340,-3208.3380,368.1893,-4919.4144,3663.9197,5527.0189,133.0153,-5068.0741,-4604.1469,-3589.1818,1409.9325,4040.7172,4017.3296,4991.1189,-1177.3034,-461.3295,5117.3797,4777.2529,-5531.5201,-1788.0504,5311.6126,-4493.4201,5329.4144,-6447.0993,5447.8303,4385.8805,555.4087,4233.7557,-4230.1393,5309.3458,2312.3587,-311.6577,-2566.8449,-3459.8913,4521.8775,-3427.9414,-2024.2025,-2006.6384,-4664.4898,-3750.2024,-4064.7063,5398.9722,2400.5480,3816.4203,-6194.9675,903.8642,4616.8276,-4700.0710,2539.5958,-6676.0589,-4280.6666,-2880.9497,-166.1895,1875.1254,1107.4571,4183.4944,-4296.2245,3868.0836,3006.8820,-1911.0688,2666.2429,-267.1730,1967.7873,3714.2410,-4664.7246,-5104.1933,2041.6321,4434.6768,4461.1054,3971.1083,5526.8995,-6347.5960,-3115.8192,3622.4457,-310.8724,4930.2960,-4725.1269,4186.7794,-106407.9808,-108090.8894,-110700.5209,-104170.9641,-104978.3205,-115640.8175,-116485.8079,-108235.8541,-148520136.3283,-148522505.7872,-148541831.6445,-148524708.2706,-109517.3261,-148523594.2938,
3600.000,-3345.8727,3646.5017,-2310.1484,-3037.7870,-727.8269,1267.6117,-4119.8598,-1530.1218,-4665.9431,0.0000,-3620.2545,-2401.0918,-1748.9091,6631.8188,1069.0881,3151.1893,4257.2690,3028.3961,-3078.7418,-5715.1405,-3235.1193,-311.5196,-1236.6169,-1469.7663,3552.6661,-6049.7682,-346.7283,-4807.2349,4347.4374,-1099.0638,-5717.2996,1391.4665,-3575.4773,4599.9951,2183.6688,4688.1250,-1091.3097,-3953.5305,-2952.1170,5299.6670,-5667.4341,-3059.6285,-5930.3532,3779.3959,-5782.5853,2397.6929,2001.6266,-4961.1677,-2488.9553,1304.0603,6188.0177,-4141.6808,3077.0795,-5293.4121,5556.3181,4251.9008,45.3743,-818.0297,942.0598,-918.0443,-525.0024,6064.9544,2202.5503,-4865.5765,6312.0748,-5544.5950,-179.8217,-6217.5917,4644.2513,6046.5334,-1621.5182,5718.7050,-5234.9742,2378.5076,3108.3937,5878.4444,-4029.8516,2356.2641,-4537.0799,1421.6132,-3000.0035,-4216.6184,-3062.4770,-4495.4593,3749.3624,6841.1542,-6470.8666,-1124.6693,4604.2871,6597.5619,-2509.1060,6681.9677,-2200.3988,5213.5612,-4011.8264,-1199.0817,-2851.1175,4651.3250,-5876.5542,-3404.1360,-377514.7660,-393200.0407,-381204.4672,-381120.4545,-386539.3099,-384605.3112,-389196.8476,-386564.4655,-193948553.2775,-194011115.8149,-193976551.6761,-193976075.7836,-386193.3562,-193963980.6311,-3643.0855,-2085.1305,-3578.7927,1530.3864,-6134.8564,5191.8177,2246.4346,3433.4672,-4743.6595,0.0000,-3004.2927,5746.1018,-6630.7419,1558.4323,6596.5643,6046.0613,-3170.5170,3748.2736,2795.3699,-3867.2031,4163.6541,6364.1494,4961.6498,-6674.0549,-4349.1478,-2923.0732,-1719.3967,3051.3544,-3519.0486,-4534.8944,-1536.2868,-2355.8187,-4597.7128,2594.7905,4879.0348,5116.2458,-5473.0306,-4300.9944,5906.7326,-4488.5352,64.7167,-4142.2074,-2429.8932,-2470.2322,2665.8561,-5278.0121,5036.2089,2524.6308,-3776.8739,5148.1720,2782.9547,2895.2807,-6068.5313,1381.2217,-3344.0556,5293.8465,-5566.2770,-6815.0390,-6411.0530,-6459.1635,6816.9699,-3299.8975,3543.3084,-2555.9223,-1969.0144,-4110.7656,3712.5153,-227.0297,4178.0633,1770.4053,6468.8487,-1799.5503,-1010.5928,-6286.1585,-4791.9033,-2636.3845,-4719.0169,-6428.8610,4998.0996,6673.4247,-3975.3467,441.1960,-2803.7734,-4198.2131,5290.2411,-960.2347,2545.7582,6823.5018,354.5066,2173.7134,-3447.1452,583.7516,-5224.4288,3084.1555,877.2722,6808.7133,5173.8431,926.4525,-1288.3587,-5734.3693,-57590.1426,-54875.8724,-44751.2461,-48442.8836,-41367.5540,-43532.7196,-49760.6002,-49303.9358,267316354.1417,267335838.1432,267330096.4682,267329523.1725,-48334.3151,267328159.2668,-4842.3589,5477.9880,-5355.4913,-6052.3240,-2870.3343,4383.0847,5070.4217,-5846.5975,-1800.9741,0.0000,5064.7935,-2999.1686,912.3855,1184.1149,1841.9503,-1160.4700,4426.8328,4956.3307,-5510.4316,-264.3164,-4475.1323,-2697.7244,-4656.9751,-1085.6080,3918.0721,1256.1921,-6722.4726,-3925.5360,-4094.0772,5092.0471,3378.1644,6381.3666,3762.0853,-4324.2449,-4112.5373,-200.6813,4099.6987,-3706.7565,-1899.2172,-279.8490,3969.1386,4464.5310,-2424.8477,4989.4246,-2451.6364,3817.6283,-4260.2249,-3953.8733,-5272.7972,-4473.5972,1430.4831,-4713.4323,1330.3728,4219.7976,-2146.8472,-989.9297,-4144.0236,-827.6952,-2401.1962,-2020.4175,997.6216,507.0021,5513.1397,-4067.2961,1984.0231,296.9703,5870.7929,2886.7936,-2647.7915,2888.0923,1817.0154,3485.8319,4424.9522,-1546.4699,-3911.1034,2494.0225,2826.8888,-3.4540,1556.9847,485.7527,-4626.3306,5229.3288,-5389.3349,-3206.4612,2393.4249,382.9226,82.6007,759.4385,-5151.3741,207.0836,-5447.8227,714.7108,-3964.3383,3404.0206,5439.2832,471.6755,3605.6220,-4909.4216,3435.7653,584.6882,-107417.8705,-109299.0745,-110930.8782,-107472.6007,-104970.5338,-114331.7933,-119412.7301,-112396.6023,-148517983.5245,-148525642.1985,-148543974.4368,-148529437.5452,-110889.8841,-148524309.3724,
7200.000,6190.0743,-2224.8088,6001.3842,6672.3226,3912.7349,-3844.1665,427.6570,1288.0155,4444.2629,0.0000,6473.1290,-1031.6800,2980.1993,-6173.2486,-3152.3173,-4131.5677,-3849.9952,-6019.1541,-10.8256,5257.4347,-1101.7983,-2213.4111,-2818.2338,2831.1538,925.9325,5916.2122,-2413.1696,4510.8358,-261.5179,4313.2455,6684.2466,3164.4902,-157.2952,-6669.1521,-5740.0219,-1735.8603,4333.3763,4133.3117,1212.0205,-3912.2546,6609.4522,5658.8811,6447.4849,-2661.4276,4786.4771,-2633.3962,-4522.0119,3767.6745,-1099.1219,-4652.8211,-6544.9071,3674.8794,4.7012,1792.7259,-1784.0890,-4422.6947,2982.3715,2391.8910,1720.6985,3643.7011,-1098.6330,-4058.0997,-5692.9147,6770.1698,-3248.0500,5188.4615,-1172.5515,3882.1903,-6353.6313,-6889.9989,-998.2114,-6697.4123,6312.7307,403.6746,940.4535,-2474.1531,4969.2174,29.9302,2585.5540,-2943.5864,6209.8475,1930.6008,5408.3864,5053.9608,-4088.8326,-4879.2619,4792.7874,734.6944,-2938.1516,-4920.9722,5944.2648,-4309.2918,4427.9977,-5915.6205,2442.9942,-782.2088,-1168.9063,-6430.9426,6839.7352,4134.1653,-348821.2569,-368753.2519,-355744.2161,-357604.9063,-361972.6912,-360449.2969,-363717.4313,-361415.8370,-256551158.5843,-256613900.1991,-256574633.2594,-256573849.2994,-361321.6871,-256566088.6468,2762.7482,5696.1983,2089.7239,-10.2450,3074.1332,-1774.1695,-4655.8161,-6504.7866,1434.1006,0.0000,1528.4838,-4124.4144,5281.1181,119.6506,-5901.0780,-4568.7100,5709.2923,-2977.8676,-5688.5711,1474.6111,-4116.6046,-3770.4963,-3310.0916,4228.0987,4041.2601,891.0562,-2963.3609,-5237.7693,4151.1004,5045.1845,-1286.1105,2845.7290,1645.1786,496.4710,-3479.0808,-4760.7213,2950.6050,241.1771,-6228.5176,3690.5991,-2060.2014,326.5624,702.1393,6081.9512,-4285.9139,6339.7058,-5194.1154,-5662.7851,-121.4215,-4730.5391,-600.4542,-5744.7300,5530.7560,-3786.6740,3979.5394,-2257.6073,6132.9975,4627.0524,4104.4728,3572.3611,-5978.6368,4716.9746,-1658.3632,896.0210,3302.6519,1687.4408,-6494.8249,-3190.9120,-1863.5303,443.7644,-4614.5372,-469.6757,-2149.7121,4783.3778,4033.9515,3670.4302,496.7118,5408.9069,-6069.9753,-4219.1450,970.1709,-5048.1037,-1363.6466,402.3046,-1813.7719,2431.1301,-2209.4654,-5644.0395,3742.0104,-1229.3383,1858.2104,1976.4588,5312.0484,-3328.1563,-5173.6631,-5380.1172,-4957.9988,1941.0003,-1137.3278,2106.7995,-150188.2392,-152702.9942,-141496.9727,-144855.8898,-136954.4242,-140018.9602,-144446.9719,-143047.2289,207975193.0582,207981519.0749,207982581.6163,207981437.0456,-143817.3007,207986024.2256,1384.3430,-3223.1829,2519.5235,1902.8803,4637.1948,-5475.7306,-5099.9136,2073.8732,5055.7560,0.0000,-1911.5347,5436.3282,3319.2283,3103.8256,1820.3967,-3151.4355,-650.0637,-1666.2637,3896.2114,4215.8600,5432.6053,5348.7386,5364.9058,4676.2594,-5463.3305,3296.7643,5784.1059,-167.0592,5530.6863,-1935.7702,382.7890,-5498.4738,-6745.7714,1349.8625,620.6636,-4753.0926,-4538.2176,5529.3034,-2643.2928,-4408.9102,12.8663,-3800.6511,-2212.8321,-1157.5794,-2297.6546,1033.0416,243.3347,551.0345,6842.6155,2022.9907,2211.8079,1091.7958,-4186.9581,-5506.1637,5243.9289,4724.0012,1249.9090,4533.3608,5272.5519,4526.6970,3276.3884,3029.5750,-3574.7935,-272.1637,-5128.2361,-4246.3132,-2196.3802,-4675.5268,-1477.1232,651.4947,-5057.2564,1735.3420,-1913.3985,4938.9650,5532.4264,-5313.9052,-4652.8667,-4206.7063,2113.4759,-4517.1633,2572.1480,-4033.9368,3878.4990,4721.0967,-5279.0114,-4269.2334,4518.2894,3991.3130,5008.4654,-4757.1957,2996.6253,-4805.6640,-106.4954,1488.5850,-3724.5238,-4304.3463,-4697.5112,1185.2676,-80.4073,-4831.7148,-108517.0751,-110614.3874,-111141.6021,-111694.0588,-105447.1886,-112119.7195,-121619.5142,-110673.0144,-148516193.6154,-148528725.1027,-148545219.3226,-148532859.0692,-112253.7950,-148524977.6701,
