sl_100_5400_20250614 Coordinates.csv
2025/06/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:46 2024,
Start: 2025/06/14 07:47:00.00, Stop: 2025/06/14 09:17:00.00,
TIME_UNITS,STARLINK-1217 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-2187 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-2139 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-1724 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-5746 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-1564 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-2575 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-11170 [DTC] - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-30709 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-3671 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-3838 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-2187 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-2139 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-1724 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-5746 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-1564 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-2575 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-11170 [DTC] - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-30709 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-3671 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-2187 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-2139 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-1724 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-5746 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-1564 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-2575 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-11170 [DTC] - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-30709 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-3671 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4484.6569,-5556.2194,2749.3841,-4039.9670,-5110.9315,-1467.5219,3978.1203,-6489.2844,4214.0254,-5736.0295,2463.9833,5625.1636,-957.4541,-304.7393,4694.9355,-180.8146,1521.2989,-2900.4046,3251.5356,6772.6574,6223.1058,4724.6263,-5986.4855,-5887.9514,-4284.7858,5759.1356,-360.7876,-4831.9729,-1673.4562,6401.1770,4867.6198,-1024.0980,-4824.1186,-5958.1357,4704.4654,4681.0899,-5631.6536,-6042.2437,-5999.9809,5295.2395,4157.0155,-4217.9788,5046.2061,-2411.9691,6641.6065,-5905.3736,-662.5000,4098.0824,-1345.8802,-4003.4688,-6775.7764,-6720.1049,-1160.8857,-5392.4698,-1315.9483,633.5120,3186.9360,-5045.7079,5434.1705,-3412.2774,2241.3182,3938.0978,1032.3125,1165.0553,-734.8502,-4443.7183,-880.9150,5866.8995,3623.2883,-1088.7999,6075.6920,4244.4361,897.4967,-506.0938,-3151.9251,-3840.1997,2399.9491,-4494.0117,6370.5958,3276.1185,-5378.0557,-6281.7320,-4785.4663,-5290.5944,-402.6207,0.0000,557.8005,624.7215,5039.1280,-2834.9770,-1651.9084,-5680.2573,3081.1042,-5279.2785,4530.7552,2956.3940,-5145.1427,-3964.5996,3076.2527,1866.7272,-85940.2447,-53104.5951,-74805.3462,-77333.3311,-71773.2262,-74035.4724,-67823.8681,-73387.8933,173213600.1858,173236788.7911,173226976.3026,173209297.9251,-71863.0640,173215445.6498,972.7999,2756.6219,3116.3523,3077.1159,4610.1614,5590.1184,3262.9836,997.5273,-4046.4863,-1418.0901,-4730.3974,-1104.5359,6511.6326,-5247.4663,856.7905,-4168.0729,-2986.2623,-5432.1029,-3137.8694,-711.0677,317.3839,-4797.1434,-1645.5783,232.0211,4779.0921,-2751.4086,-5542.5959,-4378.8068,6459.4758,-136.6095,4661.7726,-4877.7869,1284.2725,3338.7780,74.2866,1403.7757,3447.5244,522.9070,335.7697,-2838.6178,-2701.4853,770.6819,-1792.9041,-6279.0574,-1468.3839,2772.6402,-4464.9548,5579.2629,4915.3739,-2206.2274,1440.1489,928.8335,-3993.0568,-3082.8357,4398.4412,5054.1318,5235.3002,-177.1152,74.6140,-2839.4052,-4846.5175,3789.1561,5802.3198,5974.1024,6781.4899,-3307.9473,-5023.4552,2561.5794,4954.4857,5303.9003,-3211.5504,15.6821,5418.0093,-5072.2465,-5949.1128,2628.2505,3578.2974,5170.2282,-7.2871,-5829.7014,1266.6516,-216.9673,-4380.8916,-4039.1897,5075.4358,0.0000,6087.1870,-6368.0826,854.3625,5377.7119,5215.6319,519.9875,3075.5384,-446.1571,-2421.1456,-4293.8322,-95.2570,1764.8250,4781.6845,6179.0262,-336070.2875,-353847.2298,-353096.3914,-348449.7523,-354703.5162,-351998.8632,-346158.5506,-347832.9375,197119253.8325,197120547.2082,197114812.9597,197137888.6652,-347937.9169,197135890.6458,5170.7843,-2630.8060,-5498.5450,-4727.3561,501.6076,3613.9998,4640.6990,2122.3504,3705.7229,3617.9079,4307.7438,-3783.4826,2163.4521,-4522.0814,4995.1780,5506.3300,-6091.0019,3155.8561,5230.3857,451.9913,2748.0770,-1622.4819,3000.0577,3621.6253,-2487.4933,-2717.1859,4141.8071,-2313.7105,-1960.9676,-2622.6010,-1594.1573,-4801.4028,4649.7608,-1260.3403,-5072.8683,-4903.0160,-2093.8436,3276.5803,3307.5679,3455.0910,4825.2490,5408.6654,-4397.5159,-80.0703,465.7874,1970.2810,5115.0166,-405.7300,-4416.7852,-5072.7475,-370.9516,-859.5739,5441.6897,-3092.7531,5065.2137,-4711.4765,3231.6258,-4650.1679,-4282.8047,5295.0560,4310.1711,-4276.9472,-3654.9544,2837.8746,985.3146,-4143.2940,4519.4228,2656.3299,-3233.3011,-4319.8378,744.6846,-5253.8531,-4217.9617,4692.5135,1569.2332,-5108.2893,5401.3537,957.9646,2688.1225,1373.0186,3997.6255,-2893.2935,2388.7508,-1899.4595,4685.3553,0.0000,3227.0286,2678.6534,4649.6148,2780.8371,-4111.3687,-3693.8233,5361.7871,-4458.2185,4653.6569,-4467.7501,-4616.7712,-5398.5036,-3959.2864,2474.9840,-157706.1285,-161848.2808,-163363.1972,-155981.0760,-157616.4878,-168333.6251,-168408.6077,-162788.7704,61684491.2009,61665798.7619,61701602.3639,61699619.8180,-161794.0589,61696204.0688,
300.000,4005.2871,-4056.9998,4155.7648,-2534.1360,-3949.9593,533.7725,4935.3992,-5440.7593,2372.3162,-6480.7216,805.6699,5588.0403,581.2248,-2319.5519,4022.5674,-2309.1041,-542.4903,-3638.8011,2233.5270,6174.2045,6542.4418,3901.0718,-6693.6044,-4715.6956,-3517.5373,5261.0568,-2241.0807,-5875.7976,-1112.9638,5414.8959,5200.8952,-2853.1793,-4080.6465,-4692.0582,5299.4089,4198.6974,-5146.9646,-6403.3885,-6208.6968,4750.3564,2278.4493,-4098.1246,3422.1579,-3412.2438,6080.8493,-5318.2769,-2468.0732,5152.7943,93.7117,-5385.9328,-6215.6885,-5984.4437,-3099.4761,-5489.1914,346.8700,2694.8151,4801.9432,-5048.6726,4307.2647,-5000.1983,533.7726,4760.3291,2848.1427,2331.8856,547.0920,-5863.9673,-2951.1887,5765.8573,4505.7312,336.5797,5384.0286,3531.1862,2539.3273,-2577.6580,-4268.5022,-3232.7128,4269.5463,-3189.9296,6720.0319,1612.5256,-5235.3005,-6720.9347,-5854.8445,-5420.9167,1710.2454,0.0000,1966.9004,941.1480,5960.2305,-1121.3950,214.6701,-4402.3596,4011.4694,-6061.7911,3556.4779,1358.2238,-5823.7529,-2509.2223,3753.7664,3185.7496,-78909.3381,-45687.7480,-67587.5157,-69967.5137,-64412.6565,-66692.5300,-60561.4348,-66255.9184,168869290.7036,168892619.4845,168883338.4513,168865161.1260,-64526.1928,168871188.1507,-1123.1100,3531.0126,1462.8361,4603.2750,5184.6896,5197.3413,1330.8777,2141.5633,-4342.5351,232.8955,-5855.9614,-2965.8255,6870.9697,-4513.8809,-1155.4785,-4125.6571,-2333.9942,-3844.0626,-4864.5298,-1868.3367,-1328.3029,-5717.8929,-99.2927,1661.3470,5867.3604,-4320.9633,-4617.3892,-3607.3809,6862.2574,-1443.9880,3250.8517,-5140.6321,3307.1257,4376.4497,-1769.8818,-640.5231,4622.4038,1947.0668,2087.1805,-4529.9530,-3617.7503,2851.3928,-2962.5944,-5482.9998,-2888.0625,4238.1865,-3265.3439,4496.6394,5977.0805,-795.3580,2844.5417,2362.4807,-2981.7948,-1170.8977,5457.4953,4443.3282,4602.9492,1946.8110,-1552.2499,-1573.5200,-5893.1562,1845.0003,5809.8113,4681.6776,6317.5725,-2448.8423,-4738.6859,718.8428,3228.2396,6246.9840,-4204.0765,-2066.2855,5783.8936,-4477.4610,-5435.5078,4485.0915,2686.0102,5522.7544,-1315.1933,-6028.7412,3190.7984,1102.1072,-3624.5634,-2541.4467,5180.5135,0.0000,6433.5356,-5125.5665,-700.2199,5102.6584,4591.2131,1919.7439,1109.9552,1112.5883,-4274.8666,-5577.3956,1565.0818,3376.1113,2993.5111,6093.2948,-337884.3257,-354947.8083,-354505.4748,-349868.3369,-356193.2161,-353528.2502,-347615.1061,-349484.4605,200859337.6578,200861145.1126,200855029.5798,200877149.8644,-349394.4407,200875913.8964,5520.7496,-4058.8984,-5300.5715,-4530.5126,2260.6934,4375.7817,4677.3033,3658.5282,4832.0432,2444.1320,3475.5068,-2673.5728,691.9192,-4724.9644,5495.0313,5037.9007,-6526.6725,4453.0687,4374.9893,2221.8780,1354.7807,173.4335,1660.7756,4776.1112,-753.2591,-1324.2488,4652.8101,-561.2070,143.1385,-4059.9225,-3220.2664,-3649.8738,4353.8345,-2662.2542,-4080.7109,-5467.4050,-323.1510,1659.4473,2042.3545,2230.5353,5437.1978,4767.1467,-5247.7103,-1888.3756,-1088.9533,467.9492,5456.3359,1135.1672,-3120.8302,-4121.2631,1168.7971,-2320.0665,5329.8375,-4081.2942,4104.8537,-4597.6269,1946.6928,-4223.3294,-5189.1021,4503.3938,3477.3604,-4700.8830,-2492.5732,4207.7205,2693.6398,-2731.6116,3909.0631,3774.7766,-4173.3488,-2971.6705,-1071.8553,-5374.1323,-2835.4531,4616.5171,-234.3306,-4144.7262,4723.1968,2671.0976,976.9192,2762.8405,2989.1222,-1214.3125,643.2975,-3476.6355,4257.0171,0.0000,1597.3247,4573.6809,3428.1274,4166.9729,-5071.4985,-4808.6082,5510.8111,-3154.8952,4139.5006,-3765.7400,-3379.6959,-5503.3694,-4996.1547,738.5241,-157640.5179,-161787.0054,-163213.1810,-156024.3533,-157393.7395,-168080.0495,-168504.4937,-162302.4400,61682048.4717,61663372.6906,61698930.6537,61697769.4340,-161718.2865,61693838.6616,
600.000,3187.6205,-2115.5863,5188.6788,-817.7718,-2377.0916,2503.4606,5455.2300,-3851.8762,281.9295,-6607.0598,-904.2348,5014.8071,2056.8625,-4129.2265,3005.5344,-4199.6661,-2581.3400,-4066.4804,1041.7809,4934.1846,6197.2119,2688.8664,-6745.4674,-3099.3776,-2402.4471,4263.4714,-3932.6610,-6331.9209,-437.5132,3905.7341,5049.5956,-4376.4750,-2964.3544,-2966.9430,5404.6705,3358.2460,-4154.3376,-6130.2171,-5808.2180,3764.6354,190.3759,-3622.7025,1480.9910,-4063.8282,4896.4901,-4190.6672,-4058.0349,5716.4192,1489.7102,-6232.8748,-5050.7344,-4644.2767,-4747.2123,-5091.5215,1936.6122,4506.1099,5942.9939,-4588.2288,2790.1637,-6110.4048,-1198.8394,5167.9807,4372.9069,3293.8855,1803.8543,-6698.9732,-4713.9583,5134.2885,4993.4869,1698.0078,4149.6254,2500.4353,3906.2842,-4409.8692,-4961.8970,-2350.1910,5725.6717,-1548.0447,6403.8711,-234.9551,-4585.4057,-6495.7749,-6337.7230,-5044.7355,3646.1663,0.0000,3163.8642,1091.2976,6308.2013,748.5024,2094.2491,-2687.0913,4599.8484,-6262.8841,2276.9606,-343.9755,-5947.0449,-851.5007,4117.4146,4180.2802,-71839.0349,-38249.0719,-60337.9362,-62571.5961,-57021.2478,-59316.0272,-53270.8537,-58962.5303,164444244.2604,164467699.7432,164458960.0340,164440380.1442,-57159.8146,164446196.3308,-3127.3783,3972.7401,-295.0130,5712.6978,5259.7278,4311.1432,-710.3087,3112.4067,-4260.8524,1840.0376,-6412.6004,-4516.2639,6564.5090,-3385.4975,-3080.9585,-3729.3155,-1526.7339,-1870.9589,-6119.0359,-2857.4823,-2825.6727,-6072.5939,1441.1125,2974.1211,6358.8925,-5464.1978,-3279.4933,-2482.5187,6568.5092,-2651.9116,1497.6938,-4927.9666,5002.5651,5017.2179,-3409.6772,-2645.6523,5336.2902,3158.8923,3613.8792,-5773.1656,-4234.8813,4638.8191,-3895.9763,-4085.5860,-4023.2343,5267.0350,-1776.9616,2971.0888,6411.1267,655.0064,3984.3763,3580.0536,-1721.3893,871.5826,5984.1637,3447.0970,3541.0470,3867.8893,-3071.5845,-198.1727,-6370.1106,-267.3405,5273.1425,2889.0926,5225.1687,-1377.0853,-4008.4054,-1216.3787,1190.1292,6585.2942,-4788.0566,-3949.8410,5598.6353,-3492.2945,-4378.8357,5893.7335,1578.8724,5348.1634,-2481.5223,-5633.2099,4776.3762,2298.4979,-2513.8070,-767.2438,4821.3886,0.0000,6147.3150,-3329.3456,-2151.9614,4301.9131,3543.1004,3169.0438,-941.3331,2531.0940,-5724.1201,-6323.4407,3040.1514,4696.9303,910.2102,5405.1209,-339552.1114,-355892.7178,-355757.7597,-351130.7718,-357524.6974,-354900.8744,-348920.9268,-350980.9820,204503701.7589,204506023.3851,204499551.5755,204520689.7369,-350696.2925,204520220.1929,5276.6386,-5014.8833,-4527.0934,-3850.7851,3774.2065,4645.6326,4213.4695,4797.5027,5438.7181,1008.4476,2259.2487,-1269.4497,-853.8326,-4423.4772,5402.2506,4026.1499,-6273.1003,5271.3584,3048.2298,3742.2864,-191.4176,1950.6740,140.9084,5416.5315,1063.3994,210.3152,4665.7462,1251.7734,2232.0182,-5060.9827,-4501.1193,-2105.9673,3569.9868,-3780.9586,-2649.7784,-5446.1020,1482.2360,-138.2666,551.6051,767.1751,5465.0757,3609.9982,-5537.2155,-3475.7022,-2521.2067,-1087.1163,5186.7968,2554.4508,-1462.3751,-2709.0061,2583.4546,-3521.9889,4628.3479,-4634.9023,2687.4231,-3993.8676,453.1386,-3331.6069,-5538.5603,3226.0940,2261.3592,-4624.2730,-1063.5485,5082.8842,4108.2918,-1025.6494,2859.0081,4488.9780,-4668.4347,-1304.6482,-2772.7255,-4874.9826,-1148.4160,4046.5121,-2012.6335,-2733.8293,3535.7404,4096.1203,-839.6603,3842.8666,1644.9357,595.5116,-1171.5875,-4680.5138,3371.2591,0.0000,-204.7919,5980.3795,1836.6119,5056.4847,-5469.2446,-5378.7134,5065.1715,-1512.7656,3182.8681,-2649.2352,-1778.0648,-5019.6210,-5498.8118,-1077.6595,-157575.0772,-161725.6280,-163060.2207,-156072.6481,-157174.5398,-167820.6607,-168594.5592,-161774.0462,61679610.8690,61660948.2401,61696257.4355,61695879.9974,-161642.4161,61691473.0497,
